Season,Date,Team,Opponent,OT
1997,1997-10-26,CAR,ATL,0
1997,1997-10-26,CIN,NYG,0
1997,1997-10-26,DAL,PHI,0
1997,1997-10-26,DEN,BUF,1
1997,1997-10-26,IND,SD,0
1997,1997-10-26,JAX,PIT,1
1997,1997-10-26,KC,STL,0
1997,1997-10-26,MIN,TB,0
1997,1997-10-26,NO,SF,0
1997,1997-10-26,NYG,CIN,0
1997,1997-10-26,OAK,SEA,0
1997,1997-10-26,PHI,DAL,0
1997,1997-10-26,PIT,JAX,1
1997,1997-10-26,SD,IND,0
1997,1997-10-26,SEA,OAK,0
1997,1997-10-26,SF,NO,0
1997,1997-10-26,STL,KC,0
1997,1997-10-26,TB,MIN,0
1997,1997-10-26,TEN,ARI,0
1997,1997-10-26,WAS,BAL,0
1997,1997-10-27,CHI,MIA,1
1997,1997-10-27,GB,NE,0
1997,1997-10-27,MIA,CHI,1
1997,1997-10-27,NE,GB,0
1997,1997-11-02,ARI,PHI,0
1997,1997-11-02,ATL,STL,0
1997,1997-11-02,BAL,NYJ,1
1997,1997-11-02,BUF,MIA,0
1997,1997-11-02,CAR,OAK,0
1997,1997-11-02,CHI,WAS,0
1997,1997-11-02,CIN,SD,0
1997,1997-11-02,DAL,SF,0
1997,1997-11-02,DEN,SEA,0
1997,1997-11-02,DET,GB,0
1997,1997-11-02,GB,DET,0
1997,1997-11-02,IND,TB,0
1997,1997-11-02,JAX,TEN,0
1997,1997-11-02,MIA,BUF,0
1997,1997-11-02,MIN,NE,0
1997,1997-11-02,NE,MIN,0
1997,1997-11-02,NYJ,BAL,1
1997,1997-11-02,OAK,CAR,0
1997,1997-11-02,PHI,ARI,0
1997,1997-11-02,SD,CIN,0
1997,1997-11-02,SEA,DEN,0
1997,1997-11-02,SF,DAL,0
1997,1997-11-02,STL,ATL,0
1997,1997-11-02,TB,IND,0
1997,1997-11-02,TEN,JAX,0
1997,1997-11-02,WAS,CHI,0
1997,1997-11-03,KC,PIT,0
1997,1997-11-03,PIT,KC,0
1997,1997-11-09,ARI,DAL,0
1997,1997-11-09,ATL,TB,0
1997,1997-11-09,BAL,PIT,0
1997,1997-11-09,BUF,NE,0
1997,1997-11-09,CAR,DEN,0
1997,1997-11-09,CHI,MIN,0
1997,1997-11-09,CIN,IND,0
1997,1997-11-09,DAL,ARI,0
1997,1997-11-09,DEN,CAR,0
1997,1997-11-09,DET,WAS,0
1997,1997-11-09,GB,STL,0
1997,1997-11-09,IND,CIN,0
1997,1997-11-09,JAX,KC,0
1997,1997-11-09,KC,JAX,0
1997,1997-11-09,MIA,NYJ,0
1997,1997-11-09,MIN,CHI,0
1997,1997-11-09,NE,BUF,0
1997,1997-11-09,NO,OAK,0
1997,1997-11-09,NYG,TEN,0
1997,1997-11-09,NYJ,MIA,0
1997,1997-11-09,OAK,NO,0
1997,1997-11-09,PIT,BAL,0
1997,1997-11-09,SD,SEA,0
1997,1997-11-09,SEA,SD,0
1997,1997-11-09,STL,GB,0
1997,1997-11-09,TB,ATL,0
1997,1997-11-09,TEN,NYG,0
1997,1997-11-09,WAS,DET,0
1997,1997-11-10,PHI,SF,0
1997,1997-11-10,SF,PHI,0
1997,1997-11-16,ARI,NYG,0
1997,1997-11-16,ATL,STL,0
1997,1997-11-16,BAL,PHI,1
1997,1997-11-16,CAR,SF,0
1997,1997-11-16,CHI,NYJ,0
1997,1997-11-16,CIN,PIT,0
1997,1997-11-16,DAL,WAS,0
1997,1997-11-16,DEN,KC,0
1997,1997-11-16,DET,MIN,0
1997,1997-11-16,GB,IND,0
1997,1997-11-16,IND,GB,0
1997,1997-11-16,JAX,TEN,0
1997,1997-11-16,KC,DEN,0
1997,1997-11-16,MIN,DET,0
1997,1997-11-16,NE,TB,0
1997,1997-11-16,NO,SEA,1
1997,1997-11-16,NYG,ARI,0
1997,1997-11-16,NYJ,CHI,0
1997,1997-11-16,OAK,SD,0
1997,1997-11-16,PHI,BAL,1
1997,1997-11-16,PIT,CIN,0
1997,1997-11-16,SD,OAK,0
1997,1997-11-16,SEA,NO,1
1997,1997-11-16,SF,CAR,0
1997,1997-11-16,STL,ATL,0
1997,1997-11-16,TB,NE,0
1997,1997-11-16,TEN,JAX,0
1997,1997-11-16,WAS,DAL,0
1997,1997-11-17,BUF,MIA,0
1997,1997-11-17,MIA,BUF,0
1997,1997-11-23,ARI,BAL,0
1997,1997-11-23,ATL,NO,0
1997,1997-11-23,BAL,ARI,0
1997,1997-11-23,BUF,TEN,0
1997,1997-11-23,CAR,STL,0
1997,1997-11-23,CHI,TB,0
1997,1997-11-23,CIN,JAX,0
1997,1997-11-23,DAL,GB,0
1997,1997-11-23,DET,IND,0
1997,1997-11-23,GB,DAL,0
1997,1997-11-23,IND,DET,0
1997,1997-11-23,JAX,CIN,0
1997,1997-11-23,KC,SEA,0
1997,1997-11-23,MIA,NE,0
1997,1997-11-23,MIN,NYJ,0
1997,1997-11-23,NE,MIA,0
1997,1997-11-23,NO,ATL,0
1997,1997-11-23,NYG,WAS,1
1997,1997-11-23,NYJ,MIN,0
1997,1997-11-23,PHI,PIT,0
1997,1997-11-23,PIT,PHI,0
1997,1997-11-23,SD,SF,0
1997,1997-11-23,SEA,KC,0
1997,1997-11-23,SF,SD,0
1997,1997-11-23,STL,CAR,0
1997,1997-11-23,TB,CHI,0
1997,1997-11-23,TEN,BUF,0
1997,1997-11-23,WAS,NYG,1
1997,1997-11-24,DEN,OAK,0
1997,1997-11-24,OAK,DEN,0
1997,1997-11-27,CHI,DET,0
1997,1997-11-27,DAL,TEN,0
1997,1997-11-27,DET,CHI,0
1997,1997-11-27,TEN,DAL,0
1997,1997-11-30,ARI,PIT,1
1997,1997-11-30,ATL,SEA,0
1997,1997-11-30,BAL,JAX,0
1997,1997-11-30,BUF,NYJ,0
1997,1997-11-30,CAR,NO,0
1997,1997-11-30,CIN,PHI,0
1997,1997-11-30,DEN,SD,0
1997,1997-11-30,IND,NE,0
1997,1997-11-30,JAX,BAL,0
1997,1997-11-30,KC,SF,0
1997,1997-11-30,MIA,OAK,0
1997,1997-11-30,NE,IND,0
1997,1997-11-30,NO,CAR,0
1997,1997-11-30,NYG,TB,0
1997,1997-11-30,NYJ,BUF,0
1997,1997-11-30,OAK,MIA,0
1997,1997-11-30,PHI,CIN,0
1997,1997-11-30,PIT,ARI,1
1997,1997-11-30,SD,DEN,0
1997,1997-11-30,SEA,ATL,0
1997,1997-11-30,SF,KC,0
1997,1997-11-30,STL,WAS,0
1997,1997-11-30,TB,NYG,0
1997,1997-11-30,WAS,STL,0
1997,1997-12-01,GB,MIN,0
1997,1997-12-01,MIN,GB,0
1997,1997-12-04,CIN,TEN,0
1997,1997-12-04,TEN,CIN,0
1997,1997-12-07,ARI,WAS,0
1997,1997-12-07,ATL,SD,0
1997,1997-12-07,BAL,SEA,0
1997,1997-12-07,BUF,CHI,0
1997,1997-12-07,CHI,BUF,0
1997,1997-12-07,DEN,PIT,0
1997,1997-12-07,DET,MIA,0
1997,1997-12-07,GB,TB,0
1997,1997-12-07,IND,NYJ,0
1997,1997-12-07,JAX,NE,0
1997,1997-12-07,KC,OAK,0
1997,1997-12-07,MIA,DET,0
1997,1997-12-07,MIN,SF,0
1997,1997-12-07,NE,JAX,0
1997,1997-12-07,NO,STL,0
1997,1997-12-07,NYG,PHI,0
1997,1997-12-07,NYJ,IND,0
1997,1997-12-07,OAK,KC,0
1997,1997-12-07,PHI,NYG,0
1997,1997-12-07,PIT,DEN,0
1997,1997-12-07,SD,ATL,0
1997,1997-12-07,SEA,BAL,0
1997,1997-12-07,SF,MIN,0
1997,1997-12-07,STL,NO,0
1997,1997-12-07,TB,GB,0
1997,1997-12-07,WAS,ARI,0
1997,1997-12-08,CAR,DAL,0
1997,1997-12-08,DAL,CAR,0
1997,1997-12-13,NE,PIT,1
1997,1997-12-13,NYG,WAS,0
1997,1997-12-13,PIT,NE,1
1997,1997-12-13,WAS,NYG,0
1997,1997-12-14,ARI,NO,0
1997,1997-12-14,ATL,PHI,0
1997,1997-12-14,BAL,TEN,0
1997,1997-12-14,BUF,JAX,0
1997,1997-12-14,CAR,GB,0
1997,1997-12-14,CHI,STL,0
1997,1997-12-14,CIN,DAL,0
1997,1997-12-14,DAL,CIN,0
1997,1997-12-14,DET,MIN,0
1997,1997-12-14,GB,CAR,0
1997,1997-12-14,IND,MIA,0
1997,1997-12-14,JAX,BUF,0
1997,1997-12-14,KC,SD,0
1997,1997-12-14,MIA,IND,0
1997,1997-12-14,MIN,DET,0
1997,1997-12-14,NO,ARI,0
1997,1997-12-14,NYJ,TB,0
1997,1997-12-14,OAK,SEA,0
1997,1997-12-14,PHI,ATL,0
1997,1997-12-14,SD,KC,0
1997,1997-12-14,SEA,OAK,0
1997,1997-12-14,STL,CHI,0
1997,1997-12-14,TB,NYJ,0
1997,1997-12-14,TEN,BAL,0
1997,1997-12-15,DEN,SF,0
1997,1997-12-15,SF,DEN,0
1997,1997-12-20,BUF,GB,0
1997,1997-12-20,CAR,STL,0
1997,1997-12-20,GB,BUF,0
1997,1997-12-20,STL,CAR,0
1997,1997-12-21,ARI,ATL,0
1997,1997-12-21,ATL,ARI,0
1997,1997-12-21,BAL,CIN,0
1997,1997-12-21,CHI,TB,0
1997,1997-12-21,CIN,BAL,0
1997,1997-12-21,DAL,NYG,0
1997,1997-12-21,DEN,SD,0
1997,1997-12-21,DET,NYJ,0
1997,1997-12-21,IND,MIN,0
1997,1997-12-21,JAX,OAK,0
1997,1997-12-21,KC,NO,0
1997,1997-12-21,MIN,IND,0
1997,1997-12-21,NO,KC,0
1997,1997-12-21,NYG,DAL,0
1997,1997-12-21,NYJ,DET,0
1997,1997-12-21,OAK,JAX,0
1997,1997-12-21,PHI,WAS,0
1997,1997-12-21,PIT,TEN,0
1997,1997-12-21,SD,DEN,0
1997,1997-12-21,SEA,SF,0
1997,1997-12-21,SF,SEA,0
1997,1997-12-21,TB,CHI,0
1997,1997-12-21,TEN,PIT,0
1997,1997-12-21,WAS,PHI,0
1997,1997-12-22,MIA,NE,0
1997,1997-12-22,NE,MIA,0
1997,1997-12-27,DEN,JAX,0
1997,1997-12-27,JAX,DEN,0
1997,1997-12-27,MIN,NYG,0
1997,1997-12-27,NYG,MIN,0
1997,1997-12-28,DET,TB,0
1997,1997-12-28,MIA,NE,0
1997,1997-12-28,NE,MIA,0
1997,1997-12-28,TB,DET,0
1997,1998-01-03,MIN,SF,0
1997,1998-01-03,NE,PIT,0
1997,1998-01-03,PIT,NE,0
1997,1998-01-03,SF,MIN,0
1997,1998-01-04,DEN,KC,0
1997,1998-01-04,GB,TB,0
1997,1998-01-04,KC,DEN,0
1997,1998-01-04,TB,GB,0
1997,1998-01-11,DEN,PIT,0
1997,1998-01-11,GB,SF,0
1997,1998-01-11,PIT,DEN,0
1997,1998-01-11,SF,GB,0
1997,1998-01-25,DEN,GB,0
1997,1998-01-25,GB,DEN,0
1998,1998-09-06,ARI,DAL,0
1998,1998-09-06,ATL,CAR,0
1998,1998-09-06,BAL,PIT,0
1998,1998-09-06,BUF,SD,0
1998,1998-09-06,CAR,ATL,0
1998,1998-09-06,CHI,JAX,0
1998,1998-09-06,CIN,TEN,0
1998,1998-09-06,DAL,ARI,0
1998,1998-09-06,DET,GB,0
1998,1998-09-06,GB,DET,0
1998,1998-09-06,IND,MIA,0
1998,1998-09-06,JAX,CHI,0
1998,1998-09-06,KC,OAK,0
1998,1998-09-06,MIA,IND,0
1998,1998-09-06,MIN,TB,0
1998,1998-09-06,NO,STL,0
1998,1998-09-06,NYG,WAS,0
1998,1998-09-06,NYJ,SF,1
1998,1998-09-06,OAK,KC,0
1998,1998-09-06,PHI,SEA,0
1998,1998-09-06,PIT,BAL,0
1998,1998-09-06,SD,BUF,0
1998,1998-09-06,SEA,PHI,0
1998,1998-09-06,SF,NYJ,1
1998,1998-09-06,STL,NO,0
1998,1998-09-06,TB,MIN,0
1998,1998-09-06,TEN,CIN,0
1998,1998-09-06,WAS,NYG,0
1998,1998-09-07,DEN,NE,0
1998,1998-09-07,NE,DEN,0
1998,1998-09-13,ARI,SEA,0
1998,1998-09-13,ATL,PHI,0
1998,1998-09-13,BAL,NYJ,0
1998,1998-09-13,BUF,MIA,0
1998,1998-09-13,CAR,NO,0
1998,1998-09-13,CHI,PIT,0
1998,1998-09-13,CIN,DET,1
1998,1998-09-13,DAL,DEN,0
1998,1998-09-13,DEN,DAL,0
1998,1998-09-13,DET,CIN,1
1998,1998-09-13,GB,TB,0
1998,1998-09-13,IND,NE,0
1998,1998-09-13,JAX,KC,0
1998,1998-09-13,KC,JAX,0
1998,1998-09-13,MIA,BUF,0
1998,1998-09-13,MIN,STL,0
1998,1998-09-13,NE,IND,0
1998,1998-09-13,NO,CAR,0
1998,1998-09-13,NYG,OAK,0
1998,1998-09-13,NYJ,BAL,0
1998,1998-09-13,OAK,NYG,0
1998,1998-09-13,PHI,ATL,0
1998,1998-09-13,PIT,CHI,0
1998,1998-09-13,SD,TEN,0
1998,1998-09-13,SEA,ARI,0
1998,1998-09-13,STL,MIN,0
1998,1998-09-13,TB,GB,0
1998,1998-09-13,TEN,SD,0
1998,1998-09-14,SF,WAS,0
1998,1998-09-14,WAS,SF,0
1998,1998-09-20,ARI,PHI,0
1998,1998-09-20,BAL,JAX,0
1998,1998-09-20,BUF,STL,0
1998,1998-09-20,CHI,TB,0
1998,1998-09-20,CIN,GB,0
1998,1998-09-20,DEN,OAK,0
1998,1998-09-20,DET,MIN,0
1998,1998-09-20,GB,CIN,0
1998,1998-09-20,IND,NYJ,0
1998,1998-09-20,JAX,BAL,0
1998,1998-09-20,KC,SD,0
1998,1998-09-20,MIA,PIT,0
1998,1998-09-20,MIN,DET,0
1998,1998-09-20,NE,TEN,0
1998,1998-09-20,NYJ,IND,0
1998,1998-09-20,OAK,DEN,0
1998,1998-09-20,PHI,ARI,0
1998,1998-09-20,PIT,MIA,0
1998,1998-09-20,SD,KC,0
1998,1998-09-20,SEA,WAS,0
1998,1998-09-20,STL,BUF,0
1998,1998-09-20,TB,CHI,0
1998,1998-09-20,TEN,NE,0
1998,1998-09-20,WAS,SEA,0
1998,1998-09-21,DAL,NYG,0
1998,1998-09-21,NYG,DAL,0
1998,1998-09-27,ARI,STL,0
1998,1998-09-27,ATL,SF,0
1998,1998-09-27,BAL,CIN,0
1998,1998-09-27,CAR,GB,0
1998,1998-09-27,CHI,MIN,0
1998,1998-09-27,CIN,BAL,0
1998,1998-09-27,DAL,OAK,0
1998,1998-09-27,DEN,WAS,0
1998,1998-09-27,GB,CAR,0
1998,1998-09-27,IND,NO,1
1998,1998-09-27,JAX,TEN,0
1998,1998-09-27,KC,PHI,0
1998,1998-09-27,MIN,CHI,0
1998,1998-09-27,NO,IND,1
1998,1998-09-27,NYG,SD,0
1998,1998-09-27,OAK,DAL,0
1998,1998-09-27,PHI,KC,0
1998,1998-09-27,PIT,SEA,0
1998,1998-09-27,SD,NYG,0
1998,1998-09-27,SEA,PIT,0
1998,1998-09-27,SF,ATL,0
1998,1998-09-27,STL,ARI,0
1998,1998-09-27,TEN,JAX,0
1998,1998-09-27,WAS,DEN,0
1998,1998-09-28,DET,TB,0
1998,1998-09-28,TB,DET,0
1998,1998-10-04,ARI,OAK,0
1998,1998-10-04,ATL,CAR,0
1998,1998-10-04,BUF,SF,0
1998,1998-10-04,CAR,ATL,0
1998,1998-10-04,CHI,DET,0
1998,1998-10-04,DAL,WAS,0
1998,1998-10-04,DEN,PHI,0
1998,1998-10-04,DET,CHI,0
1998,1998-10-04,IND,SD,0
1998,1998-10-04,KC,SEA,0
1998,1998-10-04,MIA,NYJ,0
1998,1998-10-04,NE,NO,0
1998,1998-10-04,NO,NE,0
1998,1998-10-04,NYG,TB,0
1998,1998-10-04,NYJ,MIA,0
1998,1998-10-04,OAK,ARI,0
1998,1998-10-04,PHI,DEN,0
1998,1998-10-04,SD,IND,0
1998,1998-10-04,SEA,KC,0
1998,1998-10-04,SF,BUF,0
1998,1998-10-04,TB,NYG,0
1998,1998-10-04,WAS,DAL,0
1998,1998-10-05,GB,MIN,0
1998,1998-10-05,MIN,GB,0
1998,1998-10-11,ARI,CHI,0
1998,1998-10-11,ATL,NYG,0
1998,1998-10-11,BAL,TEN,0
1998,1998-10-11,BUF,IND,0
1998,1998-10-11,CAR,DAL,0
1998,1998-10-11,CHI,ARI,0
1998,1998-10-11,CIN,PIT,0
1998,1998-10-11,DAL,CAR,0
1998,1998-10-11,DEN,SEA,0
1998,1998-10-11,IND,BUF,0
1998,1998-10-11,KC,NE,0
1998,1998-10-11,NE,KC,0
1998,1998-10-11,NO,SF,0
1998,1998-10-11,NYG,ATL,0
1998,1998-10-11,NYJ,STL,0
1998,1998-10-11,OAK,SD,0
1998,1998-10-11,PHI,WAS,0
1998,1998-10-11,PIT,CIN,0
1998,1998-10-11,SD,OAK,0
1998,1998-10-11,SEA,DEN,0
1998,1998-10-11,SF,NO,0
1998,1998-10-11,STL,NYJ,0
1998,1998-10-11,TEN,BAL,0
1998,1998-10-11,WAS,PHI,0
1998,1998-10-12,JAX,MIA,0
1998,1998-10-12,MIA,JAX,0
1998,1998-10-15,DET,GB,0
1998,1998-10-15,GB,DET,0
1998,1998-10-18,ARI,NYG,0
1998,1998-10-18,ATL,NO,0
1998,1998-10-18,BAL,PIT,0
1998,1998-10-18,BUF,JAX,0
1998,1998-10-18,CAR,TB,0
1998,1998-10-18,CHI,DAL,0
1998,1998-10-18,CIN,TEN,0
1998,1998-10-18,DAL,CHI,0
1998,1998-10-18,IND,SF,0
1998,1998-10-18,JAX,BUF,0
1998,1998-10-18,MIA,STL,0
1998,1998-10-18,MIN,WAS,0
1998,1998-10-18,NO,ATL,0
1998,1998-10-18,NYG,ARI,0
1998,1998-10-18,PHI,SD,0
1998,1998-10-18,PIT,BAL,0
1998,1998-10-18,SD,PHI,0
1998,1998-10-18,SF,IND,0
1998,1998-10-18,STL,MIA,0
1998,1998-10-18,TB,CAR,0
1998,1998-10-18,TEN,CIN,0
1998,1998-10-18,WAS,MIN,0
1998,1998-10-19,NE,NYJ,0
1998,1998-10-19,NYJ,NE,0
1998,1998-10-25,ATL,NYJ,0
1998,1998-10-25,BAL,GB,0
1998,1998-10-25,BUF,CAR,0
1998,1998-10-25,CAR,BUF,0
1998,1998-10-25,CHI,TEN,0
1998,1998-10-25,CIN,OAK,0
1998,1998-10-25,DEN,JAX,0
1998,1998-10-25,DET,MIN,0
1998,1998-10-25,GB,BAL,0
1998,1998-10-25,JAX,DEN,0
1998,1998-10-25,MIA,NE,1
1998,1998-10-25,MIN,DET,0
1998,1998-10-25,NE,MIA,1
1998,1998-10-25,NO,TB,0
1998,1998-10-25,NYJ,ATL,0
1998,1998-10-25,OAK,CIN,0
1998,1998-10-25,SD,SEA,0
1998,1998-10-25,SEA,SD,0
1998,1998-10-25,SF,STL,0
1998,1998-10-25,STL,SF,0
1998,1998-10-25,TB,NO,0
1998,1998-10-25,TEN,CHI,0
1998,1998-10-26,KC,PIT,0
1998,1998-10-26,PIT,KC,0
1998,1998-11-01,ARI,DET,0
1998,1998-11-01,ATL,STL,0
1998,1998-11-01,BAL,JAX,0
1998,1998-11-01,BUF,MIA,0
1998,1998-11-01,CAR,NO,0
1998,1998-11-01,CIN,DEN,0
1998,1998-11-01,DEN,CIN,0
1998,1998-11-01,DET,ARI,0
1998,1998-11-01,GB,SF,0
1998,1998-11-01,IND,NE,0
1998,1998-11-01,JAX,BAL,0
1998,1998-11-01,KC,NYJ,0
1998,1998-11-01,MIA,BUF,0
1998,1998-11-01,MIN,TB,0
1998,1998-11-01,NE,IND,0
1998,1998-11-01,NO,CAR,0
1998,1998-11-01,NYG,WAS,0
1998,1998-11-01,NYJ,KC,0
1998,1998-11-01,OAK,SEA,0
1998,1998-11-01,PIT,TEN,0
1998,1998-11-01,SEA,OAK,0
1998,1998-11-01,SF,GB,0
1998,1998-11-01,STL,ATL,0
1998,1998-11-01,TB,MIN,0
1998,1998-11-01,TEN,PIT,0
1998,1998-11-01,WAS,NYG,0
1998,1998-11-02,DAL,PHI,0
1998,1998-11-02,PHI,DAL,0
1998,1998-11-08,ARI,WAS,0
1998,1998-11-08,ATL,NE,0
1998,1998-11-08,BAL,OAK,0
1998,1998-11-08,BUF,NYJ,0
1998,1998-11-08,CAR,SF,0
1998,1998-11-08,CHI,STL,0
1998,1998-11-08,CIN,JAX,0
1998,1998-11-08,DAL,NYG,0
1998,1998-11-08,DEN,SD,0
1998,1998-11-08,DET,PHI,0
1998,1998-11-08,IND,MIA,0
1998,1998-11-08,JAX,CIN,0
1998,1998-11-08,KC,SEA,0
1998,1998-11-08,MIA,IND,0
1998,1998-11-08,MIN,NO,0
1998,1998-11-08,NE,ATL,0
1998,1998-11-08,NO,MIN,0
1998,1998-11-08,NYG,DAL,0
1998,1998-11-08,NYJ,BUF,0
1998,1998-11-08,OAK,BAL,0
1998,1998-11-08,PHI,DET,0
1998,1998-11-08,SD,DEN,0
1998,1998-11-08,SEA,KC,0
1998,1998-11-08,SF,CAR,0
1998,1998-11-08,STL,CHI,0
1998,1998-11-08,TB,TEN,0
1998,1998-11-08,TEN,TB,0
1998,1998-11-08,WAS,ARI,0
1998,1998-11-09,GB,PIT,0
1998,1998-11-09,PIT,GB,0
1998,1998-11-15,ARI,DAL,0
1998,1998-11-15,ATL,SF,0
1998,1998-11-15,BAL,SD,0
1998,1998-11-15,BUF,NE,0
1998,1998-11-15,CAR,MIA,0
1998,1998-11-15,CHI,DET,0
1998,1998-11-15,CIN,MIN,0
1998,1998-11-15,DAL,ARI,0
1998,1998-11-15,DET,CHI,0
1998,1998-11-15,GB,NYG,0
1998,1998-11-15,IND,NYJ,0
1998,1998-11-15,JAX,TB,0
1998,1998-11-15,MIA,CAR,0
1998,1998-11-15,MIN,CIN,0
1998,1998-11-15,NE,BUF,0
1998,1998-11-15,NO,STL,0
1998,1998-11-15,NYG,GB,0
1998,1998-11-15,NYJ,IND,0
1998,1998-11-15,OAK,SEA,0
1998,1998-11-15,PHI,WAS,0
1998,1998-11-15,PIT,TEN,0
1998,1998-11-15,SD,BAL,0
1998,1998-11-15,SEA,OAK,0
1998,1998-11-15,SF,ATL,0
1998,1998-11-15,STL,NO,0
1998,1998-11-15,TB,JAX,0
1998,1998-11-15,TEN,PIT,0
1998,1998-11-15,WAS,PHI,0
1998,1998-11-16,DEN,KC,0
1998,1998-11-16,KC,DEN,0
1998,1998-11-22,ARI,WAS,0
1998,1998-11-22,ATL,CHI,0
1998,1998-11-22,BAL,CIN,0
1998,1998-11-22,BUF,IND,0
1998,1998-11-22,CAR,STL,0
1998,1998-11-22,CHI,ATL,0
1998,1998-11-22,CIN,BAL,0
1998,1998-11-22,DAL,SEA,0
1998,1998-11-22,DEN,OAK,0
1998,1998-11-22,DET,TB,0
1998,1998-11-22,GB,MIN,0
1998,1998-11-22,IND,BUF,0
1998,1998-11-22,JAX,PIT,0
1998,1998-11-22,KC,SD,0
1998,1998-11-22,MIN,GB,0
1998,1998-11-22,NO,SF,0
1998,1998-11-22,NYG,PHI,0
1998,1998-11-22,NYJ,TEN,0
1998,1998-11-22,OAK,DEN,0
1998,1998-11-22,PHI,NYG,0
1998,1998-11-22,PIT,JAX,0
1998,1998-11-22,SD,KC,0
1998,1998-11-22,SEA,DAL,0
1998,1998-11-22,SF,NO,0
1998,1998-11-22,STL,CAR,0
1998,1998-11-22,TB,DET,0
1998,1998-11-22,TEN,NYJ,0
1998,1998-11-22,WAS,ARI,0
1998,1998-11-23,MIA,NE,0
1998,1998-11-23,NE,MIA,0
1998,1998-11-26,DAL,MIN,0
1998,1998-11-26,DET,PIT,1
1998,1998-11-26,MIN,DAL,0
1998,1998-11-26,PIT,DET,1
1998,1998-11-29,ARI,KC,0
1998,1998-11-29,ATL,STL,0
1998,1998-11-29,BAL,IND,0
1998,1998-11-29,BUF,NE,0
1998,1998-11-29,CAR,NYJ,0
1998,1998-11-29,CHI,TB,0
1998,1998-11-29,CIN,JAX,0
1998,1998-11-29,DEN,SD,0
1998,1998-11-29,GB,PHI,0
1998,1998-11-29,IND,BAL,0
1998,1998-11-29,JAX,CIN,0
1998,1998-11-29,KC,ARI,0
1998,1998-11-29,MIA,NO,0
1998,1998-11-29,NE,BUF,0
1998,1998-11-29,NO,MIA,0
1998,1998-11-29,NYJ,CAR,0
1998,1998-11-29,OAK,WAS,0
1998,1998-11-29,PHI,GB,0
1998,1998-11-29,SD,DEN,0
1998,1998-11-29,SEA,TEN,0
1998,1998-11-29,STL,ATL,0
1998,1998-11-29,TB,CHI,0
1998,1998-11-29,TEN,SEA,0
1998,1998-11-29,WAS,OAK,0
1998,1998-11-30,NYG,SF,0
1998,1998-11-30,SF,NYG,0
1998,1998-12-03,PHI,STL,0
1998,1998-12-03,STL,PHI,0
1998,1998-12-06,ARI,NYG,0
1998,1998-12-06,ATL,IND,0
1998,1998-12-06,BAL,TEN,0
1998,1998-12-06,BUF,CIN,0
1998,1998-12-06,CAR,SF,1
1998,1998-12-06,CHI,MIN,0
1998,1998-12-06,CIN,BUF,0
1998,1998-12-06,DAL,NO,0
1998,1998-12-06,DEN,KC,0
1998,1998-12-06,DET,JAX,0
1998,1998-12-06,IND,ATL,0
1998,1998-12-06,JAX,DET,0
1998,1998-12-06,KC,DEN,0
1998,1998-12-06,MIA,OAK,0
1998,1998-12-06,MIN,CHI,0
1998,1998-12-06,NE,PIT,0
1998,1998-12-06,NO,DAL,0
1998,1998-12-06,NYG,ARI,0
1998,1998-12-06,NYJ,SEA,0
1998,1998-12-06,OAK,MIA,0
1998,1998-12-06,PIT,NE,0
1998,1998-12-06,SD,WAS,0
1998,1998-12-06,SEA,NYJ,0
1998,1998-12-06,SF,CAR,1
1998,1998-12-06,TEN,BAL,0
1998,1998-12-06,WAS,SD,0
1998,1998-12-07,GB,TB,0
1998,1998-12-07,TB,GB,0
1998,1998-12-13,ARI,PHI,1
1998,1998-12-13,ATL,NO,0
1998,1998-12-13,BAL,MIN,0
1998,1998-12-13,BUF,OAK,0
1998,1998-12-13,CAR,WAS,0
1998,1998-12-13,CHI,GB,0
1998,1998-12-13,CIN,IND,0
1998,1998-12-13,DAL,KC,0
1998,1998-12-13,DEN,NYG,0
1998,1998-12-13,GB,CHI,0
1998,1998-12-13,IND,CIN,0
1998,1998-12-13,JAX,TEN,0
1998,1998-12-13,KC,DAL,0
1998,1998-12-13,MIA,NYJ,0
1998,1998-12-13,MIN,BAL,0
1998,1998-12-13,NE,STL,0
1998,1998-12-13,NO,ATL,0
1998,1998-12-13,NYG,DEN,0
1998,1998-12-13,NYJ,MIA,0
1998,1998-12-13,OAK,BUF,0
1998,1998-12-13,PHI,ARI,1
1998,1998-12-13,PIT,TB,0
1998,1998-12-13,SD,SEA,0
1998,1998-12-13,SEA,SD,0
1998,1998-12-13,STL,NE,0
1998,1998-12-13,TB,PIT,0
1998,1998-12-13,TEN,JAX,0
1998,1998-12-13,WAS,CAR,0
1998,1998-12-14,DET,SF,0
1998,1998-12-14,SF,DET,0
1998,1998-12-19,BUF,NYJ,0
1998,1998-12-19,NYJ,BUF,0
1998,1998-12-19,TB,WAS,0
1998,1998-12-19,WAS,TB,0
1998,1998-12-20,ARI,NO,0
1998,1998-12-20,ATL,DET,0
1998,1998-12-20,BAL,CHI,0
1998,1998-12-20,CAR,STL,0
1998,1998-12-20,CHI,BAL,0
1998,1998-12-20,CIN,PIT,0
1998,1998-12-20,DAL,PHI,0
1998,1998-12-20,DET,ATL,0
1998,1998-12-20,GB,TEN,0
1998,1998-12-20,IND,SEA,0
1998,1998-12-20,JAX,MIN,0
1998,1998-12-20,KC,NYG,0
1998,1998-12-20,MIN,JAX,0
