week,type,round,team,opponent,home_away,pre_rating,opp_pre_rating,expected_win_pct,points_for,points_against,ot,mov,result,mov_mult,keff,rating_change,post_rating
10,R,RS,PIT,STL,H,1539.9061664973526,1429.7486071463707,0.705154987182573,42,6,0,36,1.0,2.3200733515492686,20,13.6812411414983,1553.587407638851
10,R,RS,STL,PIT,A,1443.429848287869,1553.587407638851,0.29484501281742703,6,42,0,-36,0.0,2.3200733515492686,20,-13.6812411414983,1429.7486071463707
10,R,RS,BAL,CIN,H,1469.3588433931006,1484.3046863172324,0.5674096531591604,21,24,0,-3,0.0,0.555562963213011,22.44,-7.073801328661438,1462.2850420644393
10,R,RS,CIN,BAL,A,1477.230884988571,1462.2850420644393,0.4325903468408396,24,21,0,3,1.0,0.555562963213011,22.44,7.073801328661438,1484.3046863172324
10,R,RS,BUF,WAS,H,1492.4093652187253,1542.4992384231218,0.4798773553375566,38,13,0,25,1.0,1.8169107948033913,20,18.900328954177642,1511.309694172903
10,R,RS,WAS,BUF,A,1561.3995673772995,1511.309694172903,0.5201226446624433,13,38,0,-25,0.0,1.8169107948033913,20,-18.900328954177635,1542.4992384231218
10,R,RS,MIN,KC,H,1511.4730582202437,1530.2462943608077,0.5737665131661582,6,21,0,-15,0.0,1.3427315973563265,20,-15.408288534663308,1496.0647696855804
10,R,RS,KC,MIN,A,1514.8380058261444,1496.0647696855804,0.4262334868338417,21,6,0,15,1.0,1.3427315973563265,20,15.408288534663308,1530.2462943608077
10,R,RS,NE,MIA,H,1529.8659581420748,1499.9434509548798,0.600689926306958,42,23,0,19,1.0,1.5609001872809491,22.44,13.986474308110736,1543.8524324501855
10,R,RS,MIA,NE,A,1513.9299252629905,1543.8524324501855,0.39931007369304206,23,42,0,-19,0.0,1.5609001872809491,22.44,-13.98647430811074,1499.9434509548798
10,R,RS,SEA,TEN,H,1464.7094855272378,1518.6521192297623,0.48951357741751045,23,16,0,7,1.0,0.8013452453328815,20.4,8.345147697886791,1473.0546332251247
10,R,RS,TEN,SEA,A,1526.9972669276492,1473.0546332251247,0.5104864225824897,16,23,0,-7,0.0,0.8013452453328815,20.4,-8.345147697886793,1518.6521192297623
10,R,RS,NO,SF,H,1450.9535039050709,1563.9955580371247,0.4276956832306426,17,24,0,-7,0.0,0.7757435884315763,22.44,-7.445192210441792,1443.5083116946291
10,R,RS,SF,NO,A,1556.550365826683,1443.5083116946291,0.5723043167693574,24,17,0,7,1.0,0.7757435884315763,22.44,7.445192210441791,1563.9955580371247
10,R,RS,OAK,DEN,H,1522.6927309067726,1573.0096616035444,0.5131982112454184,21,22,0,-1,0.0,0.38989689872540145,22.44,-4.490118133950511,1518.202612772822
10,R,RS,DEN,OAK,A,1568.5195434695938,1518.202612772822,0.4868017887545816,22,21,0,1,1.0,0.38989689872540145,22.44,4.490118133950511,1573.0096616035444
11,R,RS,CIN,PIT,H,1484.3046863172324,1542.102038675679,0.4794570825985728,34,24,0,10,1.0,0.9832536266680016,22.44,11.485368963171869,1495.7900552804042
11,R,RS,PIT,CIN,A,1553.587407638851,1495.7900552804042,0.5205429174014272,24,34,0,-10,0.0,0.9832536266680016,22.44,-11.485368963171869,1542.102038675679
11,R,RS,KC,GB,H,1530.2462943608077,1592.6570315997196,0.4773734806908528,27,20,0,7,1.0,0.796221012023722,20,8.32252432229529,1538.568818683103
11,R,RS,GB,KC,A,1600.979555922015,1538.568818683103,0.5226265193091473,20,27,0,-7,0.0,0.796221012023722,20,-8.32252432229529,1592.6570315997196
11,R,RS,MIA,IND,H,1499.9434509548798,1476.3335362127298,0.5875406059288962,37,13,0,24,1.0,1.8526362997332562,22.44,17.147239791760164,1517.09069074664
11,R,RS,IND,MIA,A,1493.4807760044898,1517.09069074664,0.4124593940711037,13,37,0,-24,0.0,1.8526362997332562,22.44,-17.14723979176016,1476.3335362127298
11,R,RS,NO,TEN,H,1443.5083116946291,1531.668805604979,0.4710431696236238,14,31,0,-17,0.0,1.381687201368133,20,-13.016686375216791,1430.4916253194124
11,R,RS,TEN,NO,A,1518.6521192297623,1430.4916253194124,0.5289568303763762,31,14,0,17,1.0,1.381687201368133,20,13.016686375216791,1531.668805604979
11,R,RS,NYJ,NE,H,1428.7271489138811,1549.2366181773625,0.4143263065416986,27,31,0,-4,0.0,0.5791014752770642,22.44,-5.38418572717702,1423.342963186704
11,R,RS,NE,NYJ,A,1543.8524324501855,1423.342963186704,0.5856736934583014,31,27,0,4,1.0,0.5791014752770642,22.44,5.3841857271770195,1549.2366181773625
11,R,RS,PHI,BUF,H,1547.8996160763793,1521.5893175804001,0.6288377491482261,17,24,0,-7,0.0,0.8173510115622912,20,-10.279623407497139,1537.619992668882
11,R,RS,BUF,PHI,A,1511.309694172903,1537.619992668882,0.3711622508517739,24,17,0,7,1.0,0.8173510115622912,20,10.279623407497139,1521.5893175804001
11,R,RS,STL,ATL,H,1429.7486071463707,1405.3416112800921,0.5746228879827763,59,16,0,43,1.0,2.8456950432686976,22.44,27.16347501936452,1456.9120821657352
11,R,RS,ATL,STL,A,1432.5050862994567,1456.9120821657352,0.4253771120172237,16,59,0,-43,0.0,2.8456950432686976,22.44,-27.16347501936452,1405.3416112800921
11,R,RS,TB,OAK,H,1426.9939414144405,1514.1765730035008,0.44807937013304877,20,17,1,3,1.0,0.36472995857137064,20,4.026039769321158,1431.0199811837617
11,R,RS,OAK,TB,A,1518.202612772822,1431.0199811837617,0.5519206298669512,17,20,1,-3,0.0,0.36472995857137064,20,-4.026039769321158,1514.1765730035008
11,R,RS,WAS,ARI,H,1542.4992384231218,1451.0329198392153,0.7060432859344702,34,37,1,-3,0.0,0.3631027462767212,22.44,-5.752858787176762,1536.746379635945
11,R,RS,ARI,WAS,A,1445.2800610520385,1536.746379635945,0.29395671406552987,37,34,1,3,1.0,0.3631027462767212,22.44,5.752858787176761,1451.0329198392153
11,R,RS,DEN,CHI,H,1573.0096616035444,1465.230320876782,0.7141557039006915,17,12,0,5,1.0,0.6496524998170428,20,3.7139892303871744,1576.7236508339315
11,R,RS,CHI,DEN,A,1468.944310107169,1576.7236508339315,0.2858442960993085,12,17,0,-5,0.0,0.6496524998170428,20,-3.7139892303871744,1465.230320876782
11,R,RS,JAX,BAL,H,1480.9027519061951,1457.3947751996968,0.6043868428151312,30,27,0,3,1.0,0.5508571363541419,22.44,4.8902668647424985,1485.7930187709376
11,R,RS,BAL,JAX,A,1462.2850420644393,1485.7930187709376,0.3956131571848687,27,30,0,-3,0.0,0.5508571363541419,22.44,-4.890266864742498,1457.3947751996968
11,R,RS,SEA,MIN,H,1473.0546332251247,1481.967682132225,0.5459074582526686,42,23,0,19,1.0,1.5522262817960257,20,14.097087553355335,1487.15172077848
11,R,RS,MIN,SEA,A,1496.0647696855804,1487.15172077848,0.4540925417473314,23,42,0,-19,0.0,1.5522262817960257,20,-14.097087553355335,1481.967682132225
11,R,RS,SF,DAL,H,1563.9955580371247,1530.7995530858013,0.6308420563685515,17,20,1,-3,0.0,0.3797727656429573,20.4,-4.887363301591893,1559.1081947355328
11,R,RS,DAL,SF,A,1525.9121897842094,1559.1081947355328,0.3691579436314484,20,17,1,3,1.0,0.3797727656429573,20.4,4.887363301591894,1530.7995530858013
11,R,RS,CAR,NYG,H,1529.9622850039552,1481.5978744151498,0.6345741540284043,27,17,0,10,1.0,1.0048930233706206,20.4,7.491163216793735,1537.453448220749
11,R,RS,NYG,CAR,A,1489.0890376319435,1537.453448220749,0.36542584597159566,17,27,0,-10,0.0,1.0048930233706206,20.4,-7.491163216793735,1481.5978744151498
11,R,RS,SD,DET,H,1493.9424031503352,1484.673412590433,0.5824584300614445,27,21,0,6,1.0,0.771528493154343,20,6.4429043656798495,1500.385307516015
11,R,RS,DET,SD,A,1491.1163169561128,1500.385307516015,0.41754156993855557,21,27,0,-6,0.0,0.771528493154343,20,-6.44290436567985,1484.673412590433
12,R,RS,ATL,NO,H,1405.3416112800921,1425.6326693737374,0.5428521981554872,17,15,0,2,1.0,0.4736564689761451,22.44,4.858955945674952,1410.2005672257671
12,R,RS,NO,ATL,A,1430.4916253194124,1410.2005672257671,0.45714780184451287,15,17,0,-2,0.0,0.4736564689761451,22.44,-4.8589559456749525,1425.6326693737374
12,R,RS,BUF,CIN,H,1521.5893175804001,1485.872905515227,0.6142275898103583,31,17,0,14,1.0,1.2601595644739456,20.4,9.91714976517712,1531.5064673455772
12,R,RS,CIN,BUF,A,1495.7900552804042,1531.5064673455772,0.38577241018964165,17,31,0,-14,0.0,1.2601595644739456,20.4,-9.917149765177118,1485.872905515227
12,R,RS,IND,NYJ,H,1476.3335362127298,1418.049562135467,0.6505922921755809,34,29,0,5,1.0,0.6751176552815263,22.44,5.293401051236953,1481.6269372639667
12,R,RS,NYJ,IND,A,1423.342963186704,1481.6269372639667,0.34940770782441916,29,34,0,-5,0.0,0.6751176552815263,22.44,-5.293401051236954,1418.049562135467
12,R,RS,DET,SEA,H,1484.673412590433,1483.7230096332225,0.5750142444806292,17,16,0,1,1.0,0.4033913020293279,20,3.4287111452575325,1488.1021237356904
12,R,RS,SEA,DET,A,1487.15172077848,1488.1021237356904,0.4249857555193708,16,17,0,-1,0.0,0.4033913020293279,20,-3.4287111452575325,1483.7230096332225
12,R,RS,KC,CHI,H,1538.568818683103,1461.3679480514475,0.6767280949942079,14,10,0,4,1.0,0.5973876426510458,20,3.8623728253344587,1542.4311915084375
12,R,RS,CHI,KC,A,1465.230320876782,1542.4311915084375,0.32327190500579206,10,14,0,-4,0.0,0.5973876426510458,20,-3.8623728253344587,1461.3679480514475
12,R,RS,NE,DEN,H,1549.2366181773625,1597.9581367815715,0.5395117864986931,8,34,0,-26,0.0,1.929348347807494,20.4,-21.234485947640028,1528.0021322297225
12,R,RS,DEN,NE,A,1576.7236508339315,1528.0021322297225,0.46048821350130686,34,8,0,26,1.0,1.929348347807494,20.4,21.234485947640028,1597.9581367815715
12,R,RS,PHI,WAS,H,1537.619992668882,1545.8948887238917,0.5797225092022588,21,26,0,-5,0.0,0.7032460604731775,22.44,-9.148509087946715,1528.4714835809355
12,R,RS,WAS,PHI,A,1536.746379635945,1528.4714835809355,0.4202774907977412,26,21,0,5,1.0,0.7032460604731775,22.44,9.148509087946717,1545.8948887238917
12,R,RS,PIT,JAX,H,1542.102038675679,1471.5871036642402,0.6549221262726065,28,3,0,25,1.0,1.8345487170536245,22.44,14.205915106697294,1556.3079537823764
12,R,RS,JAX,PIT,A,1485.7930187709376,1556.3079537823764,0.3450778737273935,3,28,0,-25,0.0,1.8345487170536245,22.44,-14.205915106697294,1471.5871036642402
12,R,RS,STL,CAR,H,1456.9120821657352,1547.589497790843,0.4633090919951979,10,20,0,-10,0.0,0.9749336273444935,22.44,-10.13604957009421,1446.776032595641
12,R,RS,CAR,STL,A,1537.453448220749,1446.776032595641,0.5366909080048022,20,10,0,10,1.0,0.9749336273444935,22.44,10.136049570094206,1547.589497790843
12,R,RS,ARI,NYG,H,1451.0329198392153,1472.3522307508779,0.5351069932915408,31,23,0,8,1.0,0.8862602795208329,22.44,9.245643664271826,1460.2785635034872
12,R,RS,NYG,ARI,A,1481.5978744151498,1460.2785635034872,0.4648930067084592,23,31,0,-8,0.0,0.8862602795208329,22.44,-9.245643664271826,1472.3522307508779
