Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT
2006-09-07,2006,R,RS,PIT,MIA,H,28,17,0
2006-09-07,2006,R,RS,MIA,PIT,A,17,28,0
2006-09-10,2006,R,RS,CIN,KC,A,23,10,0
2006-09-10,2006,R,RS,KC,CIN,H,10,23,0
2006-09-10,2006,R,RS,BAL,TB,A,27,0,0
2006-09-10,2006,R,RS,TB,BAL,H,0,27,0
2006-09-10,2006,R,RS,NE,BUF,H,19,17,0
2006-09-10,2006,R,RS,BUF,NE,A,17,19,0
2006-09-10,2006,R,RS,STL,DEN,H,18,10,0
2006-09-10,2006,R,RS,DEN,STL,A,10,18,0
2006-09-10,2006,R,RS,PHI,HOU,A,24,10,0
2006-09-10,2006,R,RS,HOU,PHI,H,10,24,0
2006-09-10,2006,R,RS,ATL,CAR,A,20,6,0
2006-09-10,2006,R,RS,CAR,ATL,H,6,20,0
2006-09-10,2006,R,RS,NYJ,TEN,A,23,16,0
2006-09-10,2006,R,RS,TEN,NYJ,H,16,23,0
2006-09-10,2006,R,RS,NO,CLE,A,19,14,0
2006-09-10,2006,R,RS,CLE,NO,H,14,19,0
2006-09-10,2006,R,RS,SEA,DET,A,9,6,0
2006-09-10,2006,R,RS,DET,SEA,H,6,9,0
2006-09-10,2006,R,RS,CHI,GB,A,26,0,0
2006-09-10,2006,R,RS,GB,CHI,H,0,26,0
2006-09-10,2006,R,RS,ARI,SF,H,34,27,0
2006-09-10,2006,R,RS,SF,ARI,A,27,34,0
2006-09-10,2006,R,RS,JAX,DAL,H,24,17,0
2006-09-10,2006,R,RS,DAL,JAX,A,17,24,0
2006-09-10,2006,R,RS,IND,NYG,A,26,21,0
2006-09-10,2006,R,RS,NYG,IND,H,21,26,0
2006-09-11,2006,R,RS,MIN,WAS,A,19,16,0
2006-09-11,2006,R,RS,WAS,MIN,H,16,19,0
2006-09-11,2006,R,RS,SD,OAK,A,27,0,0
2006-09-11,2006,R,RS,OAK,SD,H,0,27,0
2006-09-17,2006,R,RS,NO,GB,A,34,27,0
2006-09-17,2006,R,RS,GB,NO,H,27,34,0
2006-09-17,2006,R,RS,NYG,PHI,A,30,24,1
2006-09-17,2006,R,RS,PHI,NYG,H,24,30,1
2006-09-17,2006,R,RS,BAL,OAK,H,28,6,0
2006-09-17,2006,R,RS,OAK,BAL,A,6,28,0
2006-09-17,2006,R,RS,BUF,MIA,A,16,6,0
2006-09-17,2006,R,RS,MIA,BUF,H,6,16,0
2006-09-17,2006,R,RS,MIN,CAR,H,16,13,1
2006-09-17,2006,R,RS,CAR,MIN,A,13,16,1
2006-09-17,2006,R,RS,CHI,DET,H,34,7,0
2006-09-17,2006,R,RS,DET,CHI,A,7,34,0
2006-09-17,2006,R,RS,CIN,CLE,H,34,17,0
2006-09-17,2006,R,RS,CLE,CIN,A,17,34,0
2006-09-17,2006,R,RS,IND,HOU,H,43,24,0
2006-09-17,2006,R,RS,HOU,IND,A,24,43,0
2006-09-17,2006,R,RS,ATL,TB,H,14,3,0
2006-09-17,2006,R,RS,TB,ATL,A,3,14,0
2006-09-17,2006,R,RS,SEA,ARI,H,21,10,0
2006-09-17,2006,R,RS,ARI,SEA,A,10,21,0
2006-09-17,2006,R,RS,SF,STL,H,20,13,0
2006-09-17,2006,R,RS,STL,SF,A,13,20,0
2006-09-17,2006,R,RS,NE,NYJ,A,24,17,0
2006-09-17,2006,R,RS,NYJ,NE,H,17,24,0
2006-09-17,2006,R,RS,SD,TEN,H,40,7,0
2006-09-17,2006,R,RS,TEN,SD,A,7,40,0
2006-09-17,2006,R,RS,DEN,KC,H,9,6,1
2006-09-17,2006,R,RS,KC,DEN,A,6,9,1
2006-09-17,2006,R,RS,DAL,WAS,H,27,10,0
2006-09-17,2006,R,RS,WAS,DAL,A,10,27,0
2006-09-18,2006,R,RS,JAX,PIT,H,9,0,0
2006-09-18,2006,R,RS,PIT,JAX,A,0,9,0
2006-09-24,2006,R,RS,NYJ,BUF,A,28,20,0
2006-09-24,2006,R,RS,BUF,NYJ,H,20,28,0
2006-09-24,2006,R,RS,CIN,PIT,A,28,20,0
2006-09-24,2006,R,RS,PIT,CIN,H,20,28,0
2006-09-24,2006,R,RS,IND,JAX,H,21,14,0
2006-09-24,2006,R,RS,JAX,IND,A,14,21,0
2006-09-24,2006,R,RS,GB,DET,A,31,24,0
2006-09-24,2006,R,RS,DET,GB,H,24,31,0
2006-09-24,2006,R,RS,MIA,TEN,H,13,10,0
2006-09-24,2006,R,RS,TEN,MIA,A,10,13,0
2006-09-24,2006,R,RS,CAR,TB,A,26,24,0
2006-09-24,2006,R,RS,TB,CAR,H,24,26,0
2006-09-24,2006,R,RS,WAS,HOU,A,31,15,0
2006-09-24,2006,R,RS,HOU,WAS,H,15,31,0
2006-09-24,2006,R,RS,CHI,MIN,A,19,16,0
2006-09-24,2006,R,RS,MIN,CHI,H,16,19,0
2006-09-24,2006,R,RS,BAL,CLE,A,15,14,0
2006-09-24,2006,R,RS,CLE,BAL,H,14,15,0
2006-09-24,2006,R,RS,STL,ARI,A,16,14,0
2006-09-24,2006,R,RS,ARI,STL,H,14,16,0
2006-09-24,2006,R,RS,PHI,SF,A,38,24,0
2006-09-24,2006,R,RS,SF,PHI,H,24,38,0
2006-09-24,2006,R,RS,SEA,NYG,H,42,30,0
2006-09-24,2006,R,RS,NYG,SEA,A,30,42,0
2006-09-24,2006,R,RS,DEN,NE,A,17,7,0
2006-09-24,2006,R,RS,NE,DEN,H,7,17,0
2006-09-25,2006,R,RS,NO,ATL,H,23,3,0
2006-09-25,2006,R,RS,ATL,NO,A,3,23,0
2006-10-01,2006,R,RS,KC,SF,H,41,0,0
2006-10-01,2006,R,RS,SF,KC,A,0,41,0
2006-10-01,2006,R,RS,BUF,MIN,H,17,12,0
2006-10-01,2006,R,RS,MIN,BUF,A,12,17,0
2006-10-01,2006,R,RS,CAR,NO,H,21,18,0
2006-10-01,2006,R,RS,NO,CAR,A,18,21,0
2006-10-01,2006,R,RS,IND,NYJ,A,31,28,0
2006-10-01,2006,R,RS,NYJ,IND,H,28,31,0
2006-10-01,2006,R,RS,HOU,MIA,H,17,15,0
2006-10-01,2006,R,RS,MIA,HOU,A,15,17,0
2006-10-01,2006,R,RS,BAL,SD,H,16,13,0
2006-10-01,2006,R,RS,SD,BAL,A,13,16,0
2006-10-01,2006,R,RS,ATL,ARI,H,32,10,0
2006-10-01,2006,R,RS,ARI,ATL,A,10,32,0
2006-10-01,2006,R,RS,DAL,TEN,A,45,14,0
2006-10-01,2006,R,RS,TEN,DAL,H,14,45,0
2006-10-01,2006,R,RS,STL,DET,H,41,34,0
2006-10-01,2006,R,RS,DET,STL,A,34,41,0
2006-10-01,2006,R,RS,NE,CIN,A,38,13,0
2006-10-01,2006,R,RS,CIN,NE,H,13,38,0
2006-10-01,2006,R,RS,CLE,OAK,A,24,21,0
2006-10-01,2006,R,RS,OAK,CLE,H,21,24,0
2006-10-01,2006,R,RS,WAS,JAX,H,36,30,1
2006-10-01,2006,R,RS,JAX,WAS,A,30,36,1
2006-10-01,2006,R,RS,CHI,SEA,H,37,6,0
2006-10-01,2006,R,RS,SEA,CHI,A,6,37,0
2006-10-02,2006,R,RS,PHI,GB,H,31,9,0
2006-10-02,2006,R,RS,GB,PHI,A,9,31,0
2006-10-08,2006,R,RS,CAR,CLE,H,20,12,0
2006-10-08,2006,R,RS,CLE,CAR,A,12,20,0
2006-10-08,2006,R,RS,IND,TEN,H,14,13,0
