Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT
2021-09-09,2021,R,RS,TB,DAL,H,31,29,0
2021-09-09,2021,R,RS,DAL,TB,A,29,31,0
2021-09-12,2021,R,RS,PHI,ATL,A,32,6,0
2021-09-12,2021,R,RS,ATL,PHI,H,6,32,0
2021-09-12,2021,R,RS,PIT,BUF,A,23,16,0
2021-09-12,2021,R,RS,BUF,PIT,H,16,23,0
2021-09-12,2021,R,RS,CAR,NYJ,H,19,14,0
2021-09-12,2021,R,RS,NYJ,CAR,A,14,19,0
2021-09-12,2021,R,RS,CIN,MIN,H,27,24,1
2021-09-12,2021,R,RS,MIN,CIN,A,24,27,1
2021-09-12,2021,R,RS,SEA,IND,A,28,16,0
2021-09-12,2021,R,RS,IND,SEA,H,16,28,0
2021-09-12,2021,R,RS,ARI,TEN,A,38,13,0
2021-09-12,2021,R,RS,TEN,ARI,H,13,38,0
2021-09-12,2021,R,RS,SF,DET,A,41,33,0
2021-09-12,2021,R,RS,DET,SF,H,33,41,0
2021-09-12,2021,R,RS,HOU,JAX,H,37,21,0
2021-09-12,2021,R,RS,JAX,HOU,A,21,37,0
2021-09-12,2021,R,RS,SD,WAS,A,20,16,0
2021-09-12,2021,R,RS,WAS,SD,H,16,20,0
2021-09-12,2021,R,RS,KC,CLE,H,33,29,0
2021-09-12,2021,R,RS,CLE,KC,A,29,33,0
2021-09-12,2021,R,RS,DEN,NYG,A,27,13,0
2021-09-12,2021,R,RS,NYG,DEN,H,13,27,0
2021-09-12,2021,R,RS,NO,GB,H,38,3,0
2021-09-12,2021,R,RS,GB,NO,A,3,38,0
2021-09-12,2021,R,RS,MIA,NE,A,17,16,0
2021-09-12,2021,R,RS,NE,MIA,H,16,17,0
2021-09-12,2021,R,RS,STL,CHI,H,34,14,0
2021-09-12,2021,R,RS,CHI,STL,A,14,34,0
2021-09-13,2021,R,RS,OAK,BAL,H,33,27,1
2021-09-13,2021,R,RS,BAL,OAK,A,27,33,1
2021-09-16,2021,R,RS,WAS,NYG,H,30,29,0
2021-09-16,2021,R,RS,NYG,WAS,A,29,30,0
2021-09-19,2021,R,RS,BUF,MIA,A,35,0,0
2021-09-19,2021,R,RS,MIA,BUF,H,0,35,0
2021-09-19,2021,R,RS,CAR,NO,H,26,7,0
2021-09-19,2021,R,RS,NO,CAR,A,7,26,0
2021-09-19,2021,R,RS,CHI,CIN,H,20,17,0
2021-09-19,2021,R,RS,CIN,CHI,A,17,20,0
2021-09-19,2021,R,RS,CLE,HOU,H,31,21,0
2021-09-19,2021,R,RS,HOU,CLE,A,21,31,0
2021-09-19,2021,R,RS,STL,IND,A,27,24,0
2021-09-19,2021,R,RS,IND,STL,H,24,27,0
2021-09-19,2021,R,RS,DEN,JAX,A,23,13,0
2021-09-19,2021,R,RS,JAX,DEN,H,13,23,0
2021-09-19,2021,R,RS,NE,NYJ,A,25,6,0
2021-09-19,2021,R,RS,NYJ,NE,H,6,25,0
2021-09-19,2021,R,RS,SF,PHI,A,17,11,0
2021-09-19,2021,R,RS,PHI,SF,H,11,17,0
2021-09-19,2021,R,RS,OAK,PIT,A,26,17,0
2021-09-19,2021,R,RS,PIT,OAK,H,17,26,0
2021-09-19,2021,R,RS,TB,ATL,H,48,25,0
2021-09-19,2021,R,RS,ATL,TB,A,25,48,0
2021-09-19,2021,R,RS,ARI,MIN,H,34,33,0
2021-09-19,2021,R,RS,MIN,ARI,A,33,34,0
2021-09-19,2021,R,RS,DAL,SD,A,20,17,0
2021-09-19,2021,R,RS,SD,DAL,H,17,20,0
2021-09-19,2021,R,RS,TEN,SEA,A,33,30,1
2021-09-19,2021,R,RS,SEA,TEN,H,30,33,1
2021-09-19,2021,R,RS,BAL,KC,H,36,35,0
2021-09-19,2021,R,RS,KC,BAL,A,35,36,0
2021-09-20,2021,R,RS,GB,DET,H,35,17,0
2021-09-20,2021,R,RS,DET,GB,A,17,35,0
2021-09-23,2021,R,RS,CAR,HOU,A,24,9,0
2021-09-23,2021,R,RS,HOU,CAR,H,9,24,0
2021-09-26,2021,R,RS,ATL,NYG,A,17,14,0
2021-09-26,2021,R,RS,NYG,ATL,H,14,17,0
2021-09-26,2021,R,RS,BUF,WAS,H,43,21,0
2021-09-26,2021,R,RS,WAS,BUF,A,21,43,0
2021-09-26,2021,R,RS,CLE,CHI,H,26,6,0
2021-09-26,2021,R,RS,CHI,CLE,A,6,26,0
2021-09-26,2021,R,RS,CIN,PIT,A,24,10,0
2021-09-26,2021,R,RS,PIT,CIN,H,10,24,0
2021-09-26,2021,R,RS,TEN,IND,H,25,16,0
2021-09-26,2021,R,RS,IND,TEN,A,16,25,0
2021-09-26,2021,R,RS,ARI,JAX,A,31,19,0
2021-09-26,2021,R,RS,JAX,ARI,H,19,31,0
2021-09-26,2021,R,RS,BAL,DET,A,19,17,0
2021-09-26,2021,R,RS,DET,BAL,H,17,19,0
2021-09-26,2021,R,RS,SD,KC,A,30,24,0
2021-09-26,2021,R,RS,KC,SD,H,24,30,0
2021-09-26,2021,R,RS,NO,NE,A,28,13,0
2021-09-26,2021,R,RS,NE,NO,H,13,28,0
2021-09-26,2021,R,RS,DEN,NYJ,H,26,0,0
2021-09-26,2021,R,RS,NYJ,DEN,A,0,26,0
2021-09-26,2021,R,RS,OAK,MIA,H,31,28,1
2021-09-26,2021,R,RS,MIA,OAK,A,28,31,1
2021-09-26,2021,R,RS,MIN,SEA,H,30,17,0
2021-09-26,2021,R,RS,SEA,MIN,A,17,30,0
2021-09-26,2021,R,RS,STL,TB,H,34,24,0
2021-09-26,2021,R,RS,TB,STL,A,24,34,0
2021-09-26,2021,R,RS,GB,SF,A,30,28,0
2021-09-26,2021,R,RS,SF,GB,H,28,30,0
2021-09-27,2021,R,RS,DAL,PHI,H,41,21,0
2021-09-27,2021,R,RS,PHI,DAL,A,21,41,0
2021-09-30,2021,R,RS,CIN,JAX,H,24,21,0
2021-09-30,2021,R,RS,JAX,CIN,A,21,24,0
2021-10-03,2021,R,RS,WAS,ATL,A,34,30,0
