Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT
2009-09-10,2009,R,RS,PIT,TEN,H,13,10,1
2009-09-10,2009,R,RS,TEN,PIT,A,10,13,1
2009-09-13,2009,R,RS,DEN,CIN,A,12,7,0
2009-09-13,2009,R,RS,CIN,DEN,H,7,12,0
2009-09-13,2009,R,RS,IND,JAX,H,14,12,0
2009-09-13,2009,R,RS,JAX,IND,A,12,14,0
2009-09-13,2009,R,RS,BAL,KC,H,38,24,0
2009-09-13,2009,R,RS,KC,BAL,A,24,38,0
2009-09-13,2009,R,RS,MIN,CLE,A,34,20,0
2009-09-13,2009,R,RS,CLE,MIN,H,20,34,0
2009-09-13,2009,R,RS,DAL,TB,A,34,21,0
2009-09-13,2009,R,RS,TB,DAL,H,21,34,0
2009-09-13,2009,R,RS,NO,DET,H,45,27,0
2009-09-13,2009,R,RS,DET,NO,A,27,45,0
2009-09-13,2009,R,RS,NYJ,HOU,A,24,7,0
2009-09-13,2009,R,RS,HOU,NYJ,H,7,24,0
2009-09-13,2009,R,RS,PHI,CAR,A,38,10,0
2009-09-13,2009,R,RS,CAR,PHI,H,10,38,0
2009-09-13,2009,R,RS,ATL,MIA,H,19,7,0
2009-09-13,2009,R,RS,MIA,ATL,A,7,19,0
2009-09-13,2009,R,RS,SF,ARI,A,20,16,0
2009-09-13,2009,R,RS,ARI,SF,H,16,20,0
2009-09-13,2009,R,RS,NYG,WAS,H,23,17,0
2009-09-13,2009,R,RS,WAS,NYG,A,17,23,0
2009-09-13,2009,R,RS,SEA,STL,H,28,0,0
2009-09-13,2009,R,RS,STL,SEA,A,0,28,0
2009-09-13,2009,R,RS,GB,CHI,H,21,15,0
2009-09-13,2009,R,RS,CHI,GB,A,15,21,0
2009-09-14,2009,R,RS,NE,BUF,H,25,24,0
2009-09-14,2009,R,RS,BUF,NE,A,24,25,0
2009-09-14,2009,R,RS,SD,OAK,A,24,20,0
2009-09-14,2009,R,RS,OAK,SD,H,20,24,0
2009-09-20,2009,R,RS,OAK,KC,A,13,10,0
2009-09-20,2009,R,RS,KC,OAK,H,10,13,0
2009-09-20,2009,R,RS,ATL,CAR,H,28,20,0
2009-09-20,2009,R,RS,CAR,ATL,A,20,28,0
2009-09-20,2009,R,RS,CIN,GB,A,31,24,0
2009-09-20,2009,R,RS,GB,CIN,H,24,31,0
2009-09-20,2009,R,RS,NYJ,NE,H,16,9,0
2009-09-20,2009,R,RS,NE,NYJ,A,9,16,0
2009-09-20,2009,R,RS,WAS,STL,H,9,7,0
2009-09-20,2009,R,RS,STL,WAS,A,7,9,0
2009-09-20,2009,R,RS,ARI,JAX,A,31,17,0
2009-09-20,2009,R,RS,JAX,ARI,H,17,31,0
2009-09-20,2009,R,RS,MIN,DET,A,27,13,0
2009-09-20,2009,R,RS,DET,MIN,H,13,27,0
2009-09-20,2009,R,RS,HOU,TEN,A,34,31,0
2009-09-20,2009,R,RS,TEN,HOU,H,31,34,0
2009-09-20,2009,R,RS,NO,PHI,A,48,22,0
2009-09-20,2009,R,RS,PHI,NO,H,22,48,0
2009-09-20,2009,R,RS,BUF,TB,H,33,20,0
2009-09-20,2009,R,RS,TB,BUF,A,20,33,0
2009-09-20,2009,R,RS,SF,SEA,H,23,10,0
2009-09-20,2009,R,RS,SEA,SF,A,10,23,0
2009-09-20,2009,R,RS,CHI,PIT,H,17,14,0
2009-09-20,2009,R,RS,PIT,CHI,A,14,17,0
2009-09-20,2009,R,RS,DEN,CLE,H,27,6,0
2009-09-20,2009,R,RS,CLE,DEN,A,6,27,0
2009-09-20,2009,R,RS,BAL,SD,A,31,26,0
2009-09-20,2009,R,RS,SD,BAL,H,26,31,0
2009-09-20,2009,R,RS,NYG,DAL,A,33,31,0
2009-09-20,2009,R,RS,DAL,NYG,H,31,33,0
2009-09-21,2009,R,RS,IND,MIA,A,27,23,0
2009-09-21,2009,R,RS,MIA,IND,H,23,27,0
2009-09-27,2009,R,RS,GB,STL,A,36,17,0
2009-09-27,2009,R,RS,STL,GB,H,17,36,0
2009-09-27,2009,R,RS,NYG,TB,A,24,0,0
2009-09-27,2009,R,RS,TB,NYG,H,0,24,0
2009-09-27,2009,R,RS,NE,ATL,H,26,10,0
2009-09-27,2009,R,RS,ATL,NE,A,10,26,0
2009-09-27,2009,R,RS,BAL,CLE,H,34,3,0
2009-09-27,2009,R,RS,CLE,BAL,A,3,34,0
2009-09-27,2009,R,RS,DET,WAS,H,19,14,0
2009-09-27,2009,R,RS,WAS,DET,A,14,19,0
2009-09-27,2009,R,RS,PHI,KC,H,34,14,0
2009-09-27,2009,R,RS,KC,PHI,A,14,34,0
2009-09-27,2009,R,RS,JAX,HOU,A,31,24,0
2009-09-27,2009,R,RS,HOU,JAX,H,24,31,0
2009-09-27,2009,R,RS,MIN,SF,H,27,24,0
2009-09-27,2009,R,RS,SF,MIN,A,24,27,0
2009-09-27,2009,R,RS,NYJ,TEN,H,24,17,0
2009-09-27,2009,R,RS,TEN,NYJ,A,17,24,0
2009-09-27,2009,R,RS,NO,BUF,A,27,7,0
2009-09-27,2009,R,RS,BUF,NO,H,7,27,0
2009-09-27,2009,R,RS,CHI,SEA,A,25,19,0
2009-09-27,2009,R,RS,SEA,CHI,H,19,25,0
2009-09-27,2009,R,RS,CIN,PIT,H,23,20,0
2009-09-27,2009,R,RS,PIT,CIN,A,20,23,0
2009-09-27,2009,R,RS,DEN,OAK,A,23,3,0
2009-09-27,2009,R,RS,OAK,DEN,H,3,23,0
2009-09-27,2009,R,RS,SD,MIA,H,23,13,0
2009-09-27,2009,R,RS,MIA,SD,A,13,23,0
2009-09-27,2009,R,RS,IND,ARI,A,31,10,0
2009-09-27,2009,R,RS,ARI,IND,H,10,31,0
2009-09-28,2009,R,RS,DAL,CAR,H,21,7,0
2009-09-28,2009,R,RS,CAR,DAL,A,7,21,0
2009-10-04,2009,R,RS,NYG,KC,A,27,16,0
2009-10-04,2009,R,RS,KC,NYG,H,16,27,0
2009-10-04,2009,R,RS,WAS,TB,H,16,13,0
2009-10-04,2009,R,RS,TB,WAS,A,13,16,0
2009-10-04,2009,R,RS,CHI,DET,H,48,24,0
2009-10-04,2009,R,RS,DET,CHI,A,24,48,0
2009-10-04,2009,R,RS,HOU,OAK,H,29,6,0
2009-10-04,2009,R,RS,OAK,HOU,A,6,29,0
2009-10-04,2009,R,RS,NE,BAL,H,27,21,0
2009-10-04,2009,R,RS,BAL,NE,A,21,27,0
2009-10-04,2009,R,RS,CIN,CLE,A,23,20,1
2009-10-04,2009,R,RS,CLE,CIN,H,20,23,1
2009-10-04,2009,R,RS,IND,SEA,H,34,17,0
2009-10-04,2009,R,RS,SEA,IND,A,17,34,0
2009-10-04,2009,R,RS,JAX,TEN,H,37,17,0
2009-10-04,2009,R,RS,TEN,JAX,A,17,37,0
2009-10-04,2009,R,RS,MIA,BUF,H,38,10,0
2009-10-04,2009,R,RS,BUF,MIA,A,10,38,0
2009-10-04,2009,R,RS,NO,NYJ,H,24,10,0
2009-10-04,2009,R,RS,NYJ,NO,A,10,24,0
2009-10-04,2009,R,RS,DEN,DAL,H,17,10,0
2009-10-04,2009,R,RS,DAL,DEN,A,10,17,0
2009-10-04,2009,R,RS,SF,STL,H,35,0,0
2009-10-04,2009,R,RS,STL,SF,A,0,35,0
2009-10-04,2009,R,RS,PIT,SD,H,38,28,0
2009-10-04,2009,R,RS,SD,PIT,A,28,38,0
2009-10-05,2009,R,RS,MIN,GB,H,30,23,0
2009-10-05,2009,R,RS,GB,MIN,A,23,30,0
2009-10-11,2009,R,RS,DAL,KC,A,26,20,1
2009-10-11,2009,R,RS,KC,DAL,H,20,26,1
2009-10-11,2009,R,RS,MIN,STL,A,38,10,0
2009-10-11,2009,R,RS,STL,MIN,H,10,38,0
2009-10-11,2009,R,RS,CLE,BUF,A,6,3,0
2009-10-11,2009,R,RS,BUF,CLE,H,3,6,0
2009-10-11,2009,R,RS,PHI,TB,H,33,14,0
2009-10-11,2009,R,RS,TB,PHI,A,14,33,0
2009-10-11,2009,R,RS,CIN,BAL,A,17,14,0
2009-10-11,2009,R,RS,BAL,CIN,H,14,17,0
2009-10-11,2009,R,RS,PIT,DET,A,28,20,0
2009-10-11,2009,R,RS,DET,PIT,H,20,28,0
2009-10-11,2009,R,RS,NYG,OAK,H,44,7,0
2009-10-11,2009,R,RS,OAK,NYG,A,7,44,0
2009-10-11,2009,R,RS,CAR,WAS,H,20,17,0
2009-10-11,2009,R,RS,WAS,CAR,A,17,20,0
2009-10-11,2009,R,RS,ATL,SF,A,45,10,0
2009-10-11,2009,R,RS,SF,ATL,H,10,45,0
2009-10-11,2009,R,RS,ARI,HOU,H,28,21,0
2009-10-11,2009,R,RS,HOU,ARI,A,21,28,0
2009-10-11,2009,R,RS,DEN,NE,H,20,17,1
2009-10-11,2009,R,RS,NE,DEN,A,17,20,1
2009-10-11,2009,R,RS,SEA,JAX,H,41,0,0
2009-10-11,2009,R,RS,JAX,SEA,A,0,41,0
2009-10-11,2009,R,RS,IND,TEN,A,31,9,0
2009-10-11,2009,R,RS,TEN,IND,H,9,31,0
2009-10-12,2009,R,RS,MIA,NYJ,H,31,27,0
2009-10-12,2009,R,RS,NYJ,MIA,A,27,31,0
2009-10-18,2009,R,RS,CAR,TB,A,28,21,0
2009-10-18,2009,R,RS,TB,CAR,H,21,28,0
2009-10-18,2009,R,RS,PIT,CLE,H,27,14,0
2009-10-18,2009,R,RS,CLE,PIT,A,14,27,0
2009-10-18,2009,R,RS,HOU,CIN,A,28,17,0
2009-10-18,2009,R,RS,CIN,HOU,H,17,28,0
2009-10-18,2009,R,RS,GB,DET,H,26,0,0
2009-10-18,2009,R,RS,DET,GB,A,0,26,0
2009-10-18,2009,R,RS,NO,NYG,H,48,27,0
2009-10-18,2009,R,RS,NYG,NO,A,27,48,0
2009-10-18,2009,R,RS,JAX,STL,H,23,20,1
2009-10-18,2009,R,RS,STL,JAX,A,20,23,1
2009-10-18,2009,R,RS,KC,WAS,A,14,6,0
2009-10-18,2009,R,RS,WAS,KC,H,6,14,0
2009-10-18,2009,R,RS,MIN,BAL,H,33,31,0
2009-10-18,2009,R,RS,BAL,MIN,A,31,33,0
2009-10-18,2009,R,RS,ARI,SEA,A,27,3,0
2009-10-18,2009,R,RS,SEA,ARI,H,3,27,0
2009-10-18,2009,R,RS,OAK,PHI,H,13,9,0
2009-10-18,2009,R,RS,PHI,OAK,A,9,13,0
2009-10-18,2009,R,RS,BUF,NYJ,A,16,13,1
2009-10-18,2009,R,RS,NYJ,BUF,H,13,16,1
2009-10-18,2009,R,RS,NE,TEN,H,59,0,0
