Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT
2010-09-09,2010,R,RS,NO,MIN,H,14,9,0
2010-09-09,2010,R,RS,MIN,NO,A,9,14,0
2010-09-12,2010,R,RS,PIT,ATL,H,15,9,1
2010-09-12,2010,R,RS,ATL,PIT,A,9,15,1
2010-09-12,2010,R,RS,MIA,BUF,A,15,10,0
2010-09-12,2010,R,RS,BUF,MIA,H,10,15,0
2010-09-12,2010,R,RS,CHI,DET,H,19,14,0
2010-09-12,2010,R,RS,DET,CHI,A,14,19,0
2010-09-12,2010,R,RS,NE,CIN,H,38,24,0
2010-09-12,2010,R,RS,CIN,NE,A,24,38,0
2010-09-12,2010,R,RS,TB,CLE,H,17,14,0
2010-09-12,2010,R,RS,CLE,TB,A,14,17,0
2010-09-12,2010,R,RS,HOU,IND,H,34,24,0
2010-09-12,2010,R,RS,IND,HOU,A,24,34,0
2010-09-12,2010,R,RS,TEN,OAK,H,38,13,0
2010-09-12,2010,R,RS,OAK,TEN,A,13,38,0
2010-09-12,2010,R,RS,JAX,DEN,H,24,17,0
2010-09-12,2010,R,RS,DEN,JAX,A,17,24,0
2010-09-12,2010,R,RS,NYG,CAR,H,31,18,0
2010-09-12,2010,R,RS,CAR,NYG,A,18,31,0
2010-09-12,2010,R,RS,ARI,STL,A,17,13,0
2010-09-12,2010,R,RS,STL,ARI,H,13,17,0
2010-09-12,2010,R,RS,GB,PHI,A,27,20,0
2010-09-12,2010,R,RS,PHI,GB,H,20,27,0
2010-09-12,2010,R,RS,SEA,SF,H,31,6,0
2010-09-12,2010,R,RS,SF,SEA,A,6,31,0
2010-09-12,2010,R,RS,WAS,DAL,H,13,7,0
2010-09-12,2010,R,RS,DAL,WAS,A,7,13,0
2010-09-13,2010,R,RS,BAL,NYJ,A,10,9,0
2010-09-13,2010,R,RS,NYJ,BAL,H,9,10,0
2010-09-13,2010,R,RS,KC,SD,H,21,14,0
2010-09-13,2010,R,RS,SD,KC,A,14,21,0
2010-09-19,2010,R,RS,GB,BUF,H,34,7,0
2010-09-19,2010,R,RS,BUF,GB,A,7,34,0
2010-09-19,2010,R,RS,CIN,BAL,H,15,10,0
2010-09-19,2010,R,RS,BAL,CIN,A,10,15,0
2010-09-19,2010,R,RS,KC,CLE,A,16,14,0
2010-09-19,2010,R,RS,CLE,KC,H,14,16,0
2010-09-19,2010,R,RS,PHI,DET,A,35,32,0
2010-09-19,2010,R,RS,DET,PHI,H,32,35,0
2010-09-19,2010,R,RS,PIT,TEN,A,19,11,0
2010-09-19,2010,R,RS,TEN,PIT,H,11,19,0
2010-09-19,2010,R,RS,ATL,ARI,H,41,7,0
2010-09-19,2010,R,RS,ARI,ATL,A,7,41,0
2010-09-19,2010,R,RS,TB,CAR,A,20,7,0
2010-09-19,2010,R,RS,CAR,TB,H,7,20,0
2010-09-19,2010,R,RS,CHI,DAL,A,27,20,0
2010-09-19,2010,R,RS,DAL,CHI,H,20,27,0
2010-09-19,2010,R,RS,MIA,MIN,A,14,10,0
2010-09-19,2010,R,RS,MIN,MIA,H,10,14,0
2010-09-19,2010,R,RS,OAK,STL,H,16,14,0
2010-09-19,2010,R,RS,STL,OAK,A,14,16,0
