Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT
2023-09-07,2023,R,RS,DET,KC,A,21,20,0
2023-09-07,2023,R,RS,KC,DET,H,20,21,0
2023-09-10,2023,R,RS,ATL,CAR,H,24,10,0
2023-09-10,2023,R,RS,CAR,ATL,A,10,24,0
2023-09-10,2023,R,RS,CLE,CIN,H,24,3,0
2023-09-10,2023,R,RS,CIN,CLE,A,3,24,0
2023-09-10,2023,R,RS,JAX,IND,A,31,21,0
2023-09-10,2023,R,RS,IND,JAX,H,21,31,0
2023-09-10,2023,R,RS,WAS,ARI,H,20,16,0
2023-09-10,2023,R,RS,ARI,WAS,A,16,20,0
2023-09-10,2023,R,RS,BAL,HOU,H,25,9,0
2023-09-10,2023,R,RS,HOU,BAL,A,9,25,0
2023-09-10,2023,R,RS,TB,MIN,A,20,17,0
2023-09-10,2023,R,RS,MIN,TB,H,17,20,0
2023-09-10,2023,R,RS,NO,TEN,H,16,15,0
2023-09-10,2023,R,RS,TEN,NO,A,15,16,0
2023-09-10,2023,R,RS,SF,PIT,A,30,7,0
2023-09-10,2023,R,RS,PIT,SF,H,7,30,0
2023-09-10,2023,R,RS,GB,CHI,A,38,20,0
2023-09-10,2023,R,RS,CHI,GB,H,20,38,0
2023-09-10,2023,R,RS,OAK,DEN,A,17,16,0
2023-09-10,2023,R,RS,DEN,OAK,H,16,17,0
2023-09-10,2023,R,RS,MIA,SD,A,36,34,0
2023-09-10,2023,R,RS,SD,MIA,H,34,36,0
2023-09-10,2023,R,RS,PHI,NE,A,25,20,0
2023-09-10,2023,R,RS,NE,PHI,H,20,25,0
2023-09-10,2023,R,RS,STL,SEA,A,30,13,0
2023-09-10,2023,R,RS,SEA,STL,H,13,30,0
2023-09-10,2023,R,RS,DAL,NYG,A,40,0,0
2023-09-10,2023,R,RS,NYG,DAL,H,0,40,0
2023-09-11,2023,R,RS,NYJ,BUF,H,22,16,1
2023-09-11,2023,R,RS,BUF,NYJ,A,16,22,1
