Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT
2025-09-04,2025,R,RS,PHI,DAL,H,24,20,0
2025-09-04,2025,R,RS,DAL,PHI,A,20,24,0
2025-09-05,2025,R,RS,SD,KC,H,27,21,0
2025-09-05,2025,R,RS,KC,SD,A,21,27,0
2025-09-07,2025,R,RS,TB,ATL,A,23,20,0
2025-09-07,2025,R,RS,ATL,TB,H,20,23,0
2025-09-07,2025,R,RS,JAX,CAR,H,26,10,0
2025-09-07,2025,R,RS,CAR,JAX,A,10,26,0
2025-09-07,2025,R,RS,CIN,CLE,A,17,16,0
2025-09-07,2025,R,RS,CLE,CIN,H,16,17,0
2025-09-07,2025,R,RS,IND,MIA,H,33,8,0
2025-09-07,2025,R,RS,MIA,IND,A,8,33,0
2025-09-07,2025,R,RS,ARI,NO,A,20,13,0
2025-09-07,2025,R,RS,NO,ARI,H,13,20,0
2025-09-07,2025,R,RS,OAK,NE,A,20,13,0
2025-09-07,2025,R,RS,NE,OAK,H,13,20,0
2025-09-07,2025,R,RS,WAS,NYG,H,21,6,0
2025-09-07,2025,R,RS,NYG,WAS,A,6,21,0
2025-09-07,2025,R,RS,PIT,NYJ,A,34,32,0
2025-09-07,2025,R,RS,NYJ,PIT,H,32,34,0
2025-09-07,2025,R,RS,DEN,TEN,H,20,12,0
2025-09-07,2025,R,RS,TEN,DEN,A,12,20,0
2025-09-07,2025,R,RS,SF,SEA,A,17,13,0
2025-09-07,2025,R,RS,SEA,SF,H,13,17,0
2025-09-07,2025,R,RS,GB,DET,H,27,13,0
2025-09-07,2025,R,RS,DET,GB,A,13,27,0
2025-09-07,2025,R,RS,STL,HOU,H,14,9,0
2025-09-07,2025,R,RS,HOU,STL,A,9,14,0
2025-09-07,2025,R,RS,BUF,BAL,H,41,40,0
2025-09-07,2025,R,RS,BAL,BUF,A,40,41,0
2025-09-08,2025,R,RS,MIN,CHI,A,27,24,0
2025-09-08,2025,R,RS,CHI,MIN,H,24,27,0
2025-09-11,2025,R,RS,GB,WAS,H,27,18,0
2025-09-11,2025,R,RS,WAS,GB,A,18,27,0
2025-09-14,2025,R,RS,BUF,NYJ,A,30,10,0
2025-09-14,2025,R,RS,NYJ,BUF,H,10,30,0
2025-09-14,2025,R,RS,DET,CHI,H,52,21,0
2025-09-14,2025,R,RS,CHI,DET,A,21,52,0
2025-09-14,2025,R,RS,CIN,JAX,H,31,27,0
2025-09-14,2025,R,RS,JAX,CIN,A,27,31,0
2025-09-14,2025,R,RS,BAL,CLE,H,41,17,0
2025-09-14,2025,R,RS,CLE,BAL,A,17,41,0
2025-09-14,2025,R,RS,DAL,NYG,H,40,37,1
2025-09-14,2025,R,RS,NYG,DAL,A,37,40,1
2025-09-14,2025,R,RS,NE,MIA,A,33,27,0
2025-09-14,2025,R,RS,MIA,NE,H,27,33,0
2025-09-14,2025,R,RS,SF,NO,A,26,21,0
2025-09-14,2025,R,RS,NO,SF,H,21,26,0
2025-09-14,2025,R,RS,STL,TEN,A,33,19,0
2025-09-14,2025,R,RS,TEN,STL,H,19,33,0
2025-09-14,2025,R,RS,SEA,PIT,A,31,17,0
2025-09-14,2025,R,RS,PIT,SEA,H,17,31,0
2025-09-14,2025,R,RS,ARI,CAR,H,27,22,0
2025-09-14,2025,R,RS,CAR,ARI,A,22,27,0
2025-09-14,2025,R,RS,IND,DEN,H,29,28,0
2025-09-14,2025,R,RS,DEN,IND,A,28,29,0
2025-09-14,2025,R,RS,PHI,KC,A,20,17,0
2025-09-14,2025,R,RS,KC,PHI,H,17,20,0
2025-09-14,2025,R,RS,ATL,MIN,A,22,6,0
2025-09-14,2025,R,RS,MIN,ATL,H,6,22,0
2025-09-15,2025,R,RS,TB,HOU,A,20,19,0
2025-09-15,2025,R,RS,HOU,TB,H,19,20,0
2025-09-15,2025,R,RS,SD,OAK,A,20,9,0
2025-09-15,2025,R,RS,OAK,SD,H,9,20,0
2025-09-18,2025,R,RS,BUF,MIA,H,31,21,0
2025-09-18,2025,R,RS,MIA,BUF,A,21,31,0
2025-09-21,2025,R,RS,CAR,ATL,H,30,0,0
2025-09-21,2025,R,RS,ATL,CAR,A,0,30,0
2025-09-21,2025,R,RS,MIN,CIN,H,48,10,0
2025-09-21,2025,R,RS,CIN,MIN,A,10,48,0
2025-09-21,2025,R,RS,CLE,GB,H,13,10,0
2025-09-21,2025,R,RS,GB,CLE,A,10,13,0
2025-09-21,2025,R,RS,IND,TEN,A,41,20,0
2025-09-21,2025,R,RS,TEN,IND,H,20,41,0
2025-09-21,2025,R,RS,JAX,HOU,H,17,10,0
2025-09-21,2025,R,RS,HOU,JAX,A,10,17,0
2025-09-21,2025,R,RS,PIT,NE,A,21,14,0
2025-09-21,2025,R,RS,NE,PIT,H,14,21,0
2025-09-21,2025,R,RS,TB,NYJ,H,29,27,0
2025-09-21,2025,R,RS,NYJ,TB,A,27,29,0
2025-09-21,2025,R,RS,PHI,STL,H,33,26,0
2025-09-21,2025,R,RS,STL,PHI,A,26,33,0
2025-09-21,2025,R,RS,WAS,OAK,H,41,24,0
2025-09-21,2025,R,RS,OAK,WAS,A,24,41,0
2025-09-21,2025,R,RS,SD,DEN,H,23,20,0
2025-09-21,2025,R,RS,DEN,SD,A,20,23,0
2025-09-21,2025,R,RS,SEA,NO,H,44,13,0
2025-09-21,2025,R,RS,NO,SEA,A,13,44,0
2025-09-21,2025,R,RS,CHI,DAL,H,31,14,0
2025-09-21,2025,R,RS,DAL,CHI,A,14,31,0
2025-09-21,2025,R,RS,SF,ARI,H,16,15,0
2025-09-21,2025,R,RS,ARI,SF,A,15,16,0
2025-09-21,2025,R,RS,KC,NYG,A,22,9,0
2025-09-21,2025,R,RS,NYG,KC,H,9,22,0
2025-09-22,2025,R,RS,DET,BAL,A,38,30,0
2025-09-22,2025,R,RS,BAL,DET,H,30,38,0
2025-09-25,2025,R,RS,SEA,ARI,A,23,20,0
2025-09-25,2025,R,RS,ARI,SEA,H,20,23,0
2025-09-28,2025,R,RS,PIT,MIN,H,24,21,0
2025-09-28,2025,R,RS,MIN,PIT,A,21,24,0
2025-09-28,2025,R,RS,ATL,WAS,H,34,27,0
2025-09-28,2025,R,RS,WAS,ATL,A,27,34,0
2025-09-28,2025,R,RS,BUF,NO,H,31,19,0
2025-09-28,2025,R,RS,NO,BUF,A,19,31,0
2025-09-28,2025,R,RS,NE,CAR,H,42,13,0
2025-09-28,2025,R,RS,CAR,NE,A,13,42,0
2025-09-28,2025,R,RS,DET,CLE,H,34,10,0
2025-09-28,2025,R,RS,CLE,DET,A,10,34,0
2025-09-28,2025,R,RS,HOU,TEN,H,26,0,0
2025-09-28,2025,R,RS,TEN,HOU,A,0,26,0
2025-09-28,2025,R,RS,NYG,SD,H,21,18,0
2025-09-28,2025,R,RS,SD,NYG,A,18,21,0
2025-09-28,2025,R,RS,PHI,TB,A,31,25,0
2025-09-28,2025,R,RS,TB,PHI,H,25,31,0
2025-09-28,2025,R,RS,STL,IND,H,27,20,0
2025-09-28,2025,R,RS,IND,STL,A,20,27,0
2025-09-28,2025,R,RS,JAX,SF,A,26,21,0
2025-09-28,2025,R,RS,SF,JAX,H,21,26,0
2025-09-28,2025,R,RS,CHI,OAK,A,25,24,0
2025-09-28,2025,R,RS,OAK,CHI,H,24,25,0
2025-09-28,2025,R,RS,KC,BAL,H,37,20,0
2025-09-28,2025,R,RS,BAL,KC,A,20,37,0
2025-09-28,2025,R,RS,GB,DAL,A,40,40,1
2025-09-28,2025,R,RS,DAL,GB,H,40,40,1
2025-09-29,2025,R,RS,MIA,NYJ,H,27,21,0
2025-09-29,2025,R,RS,NYJ,MIA,A,21,27,0
2025-09-29,2025,R,RS,DEN,CIN,H,28,3,0
2025-09-29,2025,R,RS,CIN,DEN,A,3,28,0
2025-10-02,2025,R,RS,SF,STL,A,26,23,1
2025-10-02,2025,R,RS,STL,SF,H,23,26,1
2025-10-05,2025,R,RS,MIN,CLE,A,21,17,0
2025-10-05,2025,R,RS,CLE,MIN,H,17,21,0
2025-10-05,2025,R,RS,CAR,MIA,H,27,24,0
2025-10-05,2025,R,RS,MIA,CAR,A,24,27,0
2025-10-05,2025,R,RS,IND,OAK,H,40,6,0
2025-10-05,2025,R,RS,OAK,IND,A,6,40,0
2025-10-05,2025,R,RS,DAL,NYJ,A,37,22,0
2025-10-05,2025,R,RS,NYJ,DAL,H,22,37,0
2025-10-05,2025,R,RS,DEN,PHI,A,21,17,0
2025-10-05,2025,R,RS,PHI,DEN,H,17,21,0
2025-10-05,2025,R,RS,HOU,BAL,A,44,10,0
2025-10-05,2025,R,RS,BAL,HOU,H,10,44,0
2025-10-05,2025,R,RS,NO,NYG,H,26,14,0
2025-10-05,2025,R,RS,NYG,NO,A,14,26,0
2025-10-05,2025,R,RS,TEN,ARI,A,22,21,0
