Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT
2012-09-05,2012,R,RS,DAL,NYG,A,24,17,0
2012-09-05,2012,R,RS,NYG,DAL,H,17,24,0
2012-09-09,2012,R,RS,CHI,IND,H,41,21,0
2012-09-09,2012,R,RS,IND,CHI,A,21,41,0
2012-09-09,2012,R,RS,ATL,KC,A,40,24,0
2012-09-09,2012,R,RS,KC,ATL,H,24,40,0
2012-09-09,2012,R,RS,NYJ,BUF,H,48,28,0
2012-09-09,2012,R,RS,BUF,NYJ,A,28,48,0
2012-09-09,2012,R,RS,PHI,CLE,A,17,16,0
2012-09-09,2012,R,RS,CLE,PHI,H,16,17,0
2012-09-09,2012,R,RS,DET,STL,H,27,23,0
2012-09-09,2012,R,RS,STL,DET,A,23,27,0
2012-09-09,2012,R,RS,HOU,MIA,H,30,10,0
2012-09-09,2012,R,RS,MIA,HOU,A,10,30,0
2012-09-09,2012,R,RS,WAS,NO,A,40,32,0
2012-09-09,2012,R,RS,NO,WAS,H,32,40,0
2012-09-09,2012,R,RS,NE,TEN,A,34,13,0
2012-09-09,2012,R,RS,TEN,NE,H,13,34,0
2012-09-09,2012,R,RS,MIN,JAX,H,26,23,1
2012-09-09,2012,R,RS,JAX,MIN,A,23,26,1
2012-09-09,2012,R,RS,ARI,SEA,H,20,16,0
2012-09-09,2012,R,RS,SEA,ARI,A,16,20,0
2012-09-09,2012,R,RS,SF,GB,A,30,22,0
2012-09-09,2012,R,RS,GB,SF,H,22,30,0
2012-09-09,2012,R,RS,TB,CAR,H,16,10,0
2012-09-09,2012,R,RS,CAR,TB,A,10,16,0
2012-09-09,2012,R,RS,DEN,PIT,H,31,19,0
2012-09-09,2012,R,RS,PIT,DEN,A,19,31,0
2012-09-10,2012,R,RS,BAL,CIN,H,44,13,0
2012-09-10,2012,R,RS,CIN,BAL,A,13,44,0
2012-09-10,2012,R,RS,SD,OAK,A,22,14,0
2012-09-10,2012,R,RS,OAK,SD,H,14,22,0
2012-09-13,2012,R,RS,GB,CHI,H,23,10,0
2012-09-13,2012,R,RS,CHI,GB,A,10,23,0
2012-09-16,2012,R,RS,BUF,KC,H,35,17,0
2012-09-16,2012,R,RS,KC,BUF,A,17,35,0
2012-09-16,2012,R,RS,CIN,CLE,H,34,27,0
2012-09-16,2012,R,RS,CLE,CIN,A,27,34,0
2012-09-16,2012,R,RS,ARI,NE,A,20,18,0
2012-09-16,2012,R,RS,NE,ARI,H,18,20,0
2012-09-16,2012,R,RS,MIA,OAK,H,35,13,0
2012-09-16,2012,R,RS,OAK,MIA,A,13,35,0
2012-09-16,2012,R,RS,CAR,NO,H,35,27,0
2012-09-16,2012,R,RS,NO,CAR,A,27,35,0
2012-09-16,2012,R,RS,IND,MIN,H,23,20,0
2012-09-16,2012,R,RS,MIN,IND,A,20,23,0
2012-09-16,2012,R,RS,HOU,JAX,A,27,7,0
2012-09-16,2012,R,RS,JAX,HOU,H,7,27,0
2012-09-16,2012,R,RS,NYG,TB,H,41,34,0
2012-09-16,2012,R,RS,TB,NYG,A,34,41,0
2012-09-16,2012,R,RS,PHI,BAL,H,24,23,0
2012-09-16,2012,R,RS,BAL,PHI,A,23,24,0
2012-09-16,2012,R,RS,STL,WAS,H,31,28,0
2012-09-16,2012,R,RS,WAS,STL,A,28,31,0
2012-09-16,2012,R,RS,SEA,DAL,H,27,7,0
2012-09-16,2012,R,RS,DAL,SEA,A,7,27,0
2012-09-16,2012,R,RS,PIT,NYJ,H,27,10,0
2012-09-16,2012,R,RS,NYJ,PIT,A,10,27,0
2012-09-16,2012,R,RS,SD,TEN,H,38,10,0
2012-09-16,2012,R,RS,TEN,SD,A,10,38,0
2012-09-16,2012,R,RS,SF,DET,H,27,19,0
2012-09-16,2012,R,RS,DET,SF,A,19,27,0
2012-09-17,2012,R,RS,ATL,DEN,H,27,21,0
2012-09-17,2012,R,RS,DEN,ATL,A,21,27,0
2012-09-20,2012,R,RS,NYG,CAR,A,36,7,0
2012-09-20,2012,R,RS,CAR,NYG,H,7,36,0
2012-09-23,2012,R,RS,BUF,CLE,A,24,14,0
2012-09-23,2012,R,RS,CLE,BUF,H,14,24,0
2012-09-23,2012,R,RS,KC,NO,A,27,24,1
2012-09-23,2012,R,RS,NO,KC,H,24,27,1
2012-09-23,2012,R,RS,CIN,WAS,A,38,31,0
2012-09-23,2012,R,RS,WAS,CIN,H,31,38,0
2012-09-23,2012,R,RS,JAX,IND,A,22,17,0
2012-09-23,2012,R,RS,IND,JAX,H,17,22,0
2012-09-23,2012,R,RS,TEN,DET,H,44,41,1
2012-09-23,2012,R,RS,DET,TEN,A,41,44,1
2012-09-23,2012,R,RS,NYJ,MIA,A,23,20,1
2012-09-23,2012,R,RS,MIA,NYJ,H,20,23,1
2012-09-23,2012,R,RS,CHI,STL,H,23,6,0
2012-09-23,2012,R,RS,STL,CHI,A,6,23,0
2012-09-23,2012,R,RS,DAL,TB,H,16,10,0
2012-09-23,2012,R,RS,TB,DAL,A,10,16,0
2012-09-23,2012,R,RS,MIN,SF,H,24,13,0
2012-09-23,2012,R,RS,SF,MIN,A,13,24,0
2012-09-23,2012,R,RS,ATL,SD,A,27,3,0
2012-09-23,2012,R,RS,SD,ATL,H,3,27,0
2012-09-23,2012,R,RS,ARI,PHI,H,27,6,0
2012-09-23,2012,R,RS,PHI,ARI,A,6,27,0
2012-09-23,2012,R,RS,HOU,DEN,A,31,25,0
2012-09-23,2012,R,RS,DEN,HOU,H,25,31,0
2012-09-23,2012,R,RS,OAK,PIT,H,34,31,0
2012-09-23,2012,R,RS,PIT,OAK,A,31,34,0
2012-09-23,2012,R,RS,BAL,NE,H,31,30,0
2012-09-23,2012,R,RS,NE,BAL,A,30,31,0
2012-09-24,2012,R,RS,SEA,GB,H,14,12,0
