Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT
1996-09-01,1996,R,RS,CAR,ATL,H,29,6,0
1996-09-01,1996,R,RS,ATL,CAR,A,6,29,0
1996-09-01,1996,R,RS,STL,CIN,H,26,16,0
1996-09-01,1996,R,RS,CIN,STL,A,16,26,0
1996-09-01,1996,R,RS,IND,ARI,H,20,13,0
1996-09-01,1996,R,RS,ARI,IND,A,13,20,0
1996-09-01,1996,R,RS,MIN,DET,H,17,13,0
1996-09-01,1996,R,RS,DET,MIN,A,13,17,0
1996-09-01,1996,R,RS,JAX,PIT,H,24,9,0
1996-09-01,1996,R,RS,PIT,JAX,A,9,24,0
1996-09-01,1996,R,RS,KC,TEN,A,20,19,0
1996-09-01,1996,R,RS,TEN,KC,H,19,20,0
1996-09-01,1996,R,RS,PHI,WAS,A,17,14,0
1996-09-01,1996,R,RS,WAS,PHI,H,14,17,0
1996-09-01,1996,R,RS,BAL,OAK,H,19,14,0
1996-09-01,1996,R,RS,OAK,BAL,A,14,19,0
1996-09-01,1996,R,RS,DEN,NYJ,H,31,6,0
1996-09-01,1996,R,RS,NYJ,DEN,A,6,31,0
1996-09-01,1996,R,RS,GB,TB,A,34,3,0
1996-09-01,1996,R,RS,TB,GB,H,3,34,0
1996-09-01,1996,R,RS,MIA,NE,H,24,10,0
1996-09-01,1996,R,RS,NE,MIA,A,10,24,0
1996-09-01,1996,R,RS,SF,NO,H,27,11,0
1996-09-01,1996,R,RS,NO,SF,A,11,27,0
1996-09-01,1996,R,RS,SD,SEA,H,29,7,0
1996-09-01,1996,R,RS,SEA,SD,A,7,29,0
1996-09-01,1996,R,RS,BUF,NYG,A,23,20,1
1996-09-01,1996,R,RS,NYG,BUF,H,20,23,1
1996-09-02,1996,R,RS,CHI,DAL,H,22,6,0
1996-09-02,1996,R,RS,DAL,CHI,A,6,22,0
1996-09-08,1996,R,RS,MIN,ATL,A,23,17,0
1996-09-08,1996,R,RS,ATL,MIN,H,17,23,0
1996-09-08,1996,R,RS,BUF,NE,H,17,10,0
1996-09-08,1996,R,RS,NE,BUF,A,10,17,0
1996-09-08,1996,R,RS,CAR,NO,A,22,20,0
1996-09-08,1996,R,RS,NO,CAR,H,20,22,0
1996-09-08,1996,R,RS,WAS,CHI,H,10,3,0
1996-09-08,1996,R,RS,CHI,WAS,A,3,10,0
1996-09-08,1996,R,RS,IND,NYJ,A,21,7,0
1996-09-08,1996,R,RS,NYJ,IND,H,7,21,0
1996-09-08,1996,R,RS,DET,TB,H,21,6,0
1996-09-08,1996,R,RS,TB,DET,A,6,21,0
1996-09-08,1996,R,RS,TEN,JAX,A,34,27,0
1996-09-08,1996,R,RS,JAX,TEN,H,27,34,0
1996-09-08,1996,R,RS,KC,OAK,H,19,3,0
1996-09-08,1996,R,RS,OAK,KC,A,3,19,0
1996-09-08,1996,R,RS,PIT,BAL,H,31,17,0
1996-09-08,1996,R,RS,BAL,PIT,A,17,31,0
1996-09-08,1996,R,RS,SD,CIN,H,27,14,0
1996-09-08,1996,R,RS,CIN,SD,A,14,27,0
1996-09-08,1996,R,RS,DAL,NYG,H,27,0,0
1996-09-08,1996,R,RS,NYG,DAL,A,0,27,0
1996-09-08,1996,R,RS,DEN,SEA,A,30,20,0
1996-09-08,1996,R,RS,SEA,DEN,H,20,30,0
1996-09-08,1996,R,RS,SF,STL,H,34,0,0
1996-09-08,1996,R,RS,STL,SF,A,0,34,0
1996-09-08,1996,R,RS,MIA,ARI,A,38,10,0
1996-09-08,1996,R,RS,ARI,MIA,H,10,38,0
1996-09-09,1996,R,RS,GB,PHI,H,39,13,0
1996-09-09,1996,R,RS,PHI,GB,A,13,39,0
1996-09-15,1996,R,RS,MIN,CHI,A,20,14,0
1996-09-15,1996,R,RS,CHI,MIN,H,14,20,0
1996-09-15,1996,R,RS,CIN,NO,H,30,15,0
1996-09-15,1996,R,RS,NO,CIN,A,15,30,0
1996-09-15,1996,R,RS,NE,ARI,H,31,0,0
1996-09-15,1996,R,RS,ARI,NE,A,0,31,0
1996-09-15,1996,R,RS,PHI,DET,H,24,17,0
1996-09-15,1996,R,RS,DET,PHI,A,17,24,0
1996-09-15,1996,R,RS,GB,SD,H,42,10,0
1996-09-15,1996,R,RS,SD,GB,A,10,42,0
1996-09-15,1996,R,RS,MIA,NYJ,H,36,27,0
1996-09-15,1996,R,RS,NYJ,MIA,A,27,36,0
1996-09-15,1996,R,RS,TEN,BAL,H,29,13,0
1996-09-15,1996,R,RS,BAL,TEN,A,13,29,0
1996-09-15,1996,R,RS,IND,DAL,A,25,24,0
1996-09-15,1996,R,RS,DAL,IND,H,24,25,0
1996-09-15,1996,R,RS,OAK,JAX,H,17,3,0
