Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT
1999-09-12,1999,R,RS,DAL,WAS,A,41,35,1
1999-09-12,1999,R,RS,WAS,DAL,H,35,41,1
1999-09-12,1999,R,RS,IND,BUF,H,31,14,0
1999-09-12,1999,R,RS,BUF,IND,A,14,31,0
1999-09-12,1999,R,RS,NO,CAR,H,19,10,0
1999-09-12,1999,R,RS,CAR,NO,A,10,19,0
1999-09-12,1999,R,RS,CHI,KC,H,20,17,0
1999-09-12,1999,R,RS,KC,CHI,A,17,20,0
1999-09-12,1999,R,RS,GB,OAK,H,28,24,0
1999-09-12,1999,R,RS,OAK,GB,A,24,28,0
1999-09-12,1999,R,RS,NE,NYJ,A,30,28,0
1999-09-12,1999,R,RS,NYJ,NE,H,28,30,0
1999-09-12,1999,R,RS,STL,BAL,H,27,10,0
1999-09-12,1999,R,RS,BAL,STL,A,10,27,0
1999-09-12,1999,R,RS,TEN,CIN,H,36,35,0
1999-09-12,1999,R,RS,CIN,TEN,A,35,36,0
1999-09-12,1999,R,RS,ARI,PHI,A,25,24,0
1999-09-12,1999,R,RS,PHI,ARI,H,24,25,0
1999-09-12,1999,R,RS,MIN,ATL,A,17,14,0
1999-09-12,1999,R,RS,ATL,MIN,H,14,17,0
1999-09-12,1999,R,RS,DET,SEA,A,28,20,0
1999-09-12,1999,R,RS,SEA,DET,H,20,28,0
1999-09-12,1999,R,RS,NYG,TB,A,17,13,0
1999-09-12,1999,R,RS,TB,NYG,H,13,17,0
1999-09-12,1999,R,RS,JAX,SF,H,41,3,0
1999-09-12,1999,R,RS,SF,JAX,A,3,41,0
1999-09-12,1999,R,RS,PIT,CLE,A,43,0,0
1999-09-12,1999,R,RS,CLE,PIT,H,0,43,0
1999-09-13,1999,R,RS,MIA,DEN,A,38,21,0
1999-09-13,1999,R,RS,DEN,MIA,H,21,38,0
1999-09-19,1999,R,RS,SD,CIN,A,34,7,0
1999-09-19,1999,R,RS,CIN,SD,H,7,34,0
1999-09-19,1999,R,RS,OAK,MIN,A,22,17,0
1999-09-19,1999,R,RS,MIN,OAK,H,17,22,0
1999-09-19,1999,R,RS,JAX,CAR,A,22,20,0
1999-09-19,1999,R,RS,CAR,JAX,H,20,22,0
1999-09-19,1999,R,RS,MIA,ARI,H,19,16,0
1999-09-19,1999,R,RS,ARI,MIA,A,16,19,0
1999-09-19,1999,R,RS,DET,GB,H,23,15,0
1999-09-19,1999,R,RS,GB,DET,A,15,23,0
1999-09-19,1999,R,RS,PIT,BAL,A,23,20,0
1999-09-19,1999,R,RS,BAL,PIT,H,20,23,0
1999-09-19,1999,R,RS,NE,IND,H,31,28,0
1999-09-19,1999,R,RS,IND,NE,A,28,31,0
1999-09-19,1999,R,RS,SEA,CHI,A,14,13,0
1999-09-19,1999,R,RS,CHI,SEA,H,13,14,0
1999-09-19,1999,R,RS,WAS,NYG,A,50,21,0
1999-09-19,1999,R,RS,NYG,WAS,H,21,50,0
1999-09-19,1999,R,RS,TB,PHI,A,19,5,0
1999-09-19,1999,R,RS,PHI,TB,H,5,19,0
1999-09-19,1999,R,RS,SF,NO,H,28,21,0
1999-09-19,1999,R,RS,NO,SF,A,21,28,0
1999-09-19,1999,R,RS,TEN,CLE,H,26,9,0
1999-09-19,1999,R,RS,CLE,TEN,A,9,26,0
1999-09-19,1999,R,RS,KC,DEN,H,26,10,0
1999-09-19,1999,R,RS,DEN,KC,A,10,26,0
1999-09-19,1999,R,RS,BUF,NYJ,H,17,3,0
