Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT
2024-09-05,2024,R,RS,KC,BAL,H,27,20,0
2024-09-05,2024,R,RS,BAL,KC,A,20,27,0
2024-09-06,2024,R,RS,PHI,GB,H,34,29,0
2024-09-06,2024,R,RS,GB,PHI,A,29,34,0
2024-09-08,2024,R,RS,PIT,ATL,A,18,10,0
2024-09-08,2024,R,RS,ATL,PIT,H,10,18,0
2024-09-08,2024,R,RS,BUF,ARI,H,34,28,0
2024-09-08,2024,R,RS,ARI,BUF,A,28,34,0
2024-09-08,2024,R,RS,NO,CAR,H,47,10,0
2024-09-08,2024,R,RS,CAR,NO,A,10,47,0
2024-09-08,2024,R,RS,CHI,TEN,H,24,17,0
2024-09-08,2024,R,RS,TEN,CHI,A,17,24,0
2024-09-08,2024,R,RS,NE,CIN,A,16,10,0
2024-09-08,2024,R,RS,CIN,NE,H,10,16,0
2024-09-08,2024,R,RS,HOU,IND,A,29,27,0
2024-09-08,2024,R,RS,IND,HOU,H,27,29,0
2024-09-08,2024,R,RS,MIA,JAX,H,20,17,0
2024-09-08,2024,R,RS,JAX,MIA,A,17,20,0
2024-09-08,2024,R,RS,MIN,NYG,A,28,6,0
2024-09-08,2024,R,RS,NYG,MIN,H,6,28,0
2024-09-08,2024,R,RS,SEA,DEN,H,26,20,0
2024-09-08,2024,R,RS,DEN,SEA,A,20,26,0
2024-09-08,2024,R,RS,SD,OAK,H,22,10,0
2024-09-08,2024,R,RS,OAK,SD,A,10,22,0
2024-09-08,2024,R,RS,DAL,CLE,A,33,17,0
2024-09-08,2024,R,RS,CLE,DAL,H,17,33,0
2024-09-08,2024,R,RS,TB,WAS,H,37,20,0
2024-09-08,2024,R,RS,WAS,TB,A,20,37,0
2024-09-08,2024,R,RS,DET,STL,H,26,20,1
2024-09-08,2024,R,RS,STL,DET,A,20,26,1
2024-09-09,2024,R,RS,SF,NYJ,H,32,19,0
2024-09-09,2024,R,RS,NYJ,SF,A,19,32,0
2024-09-12,2024,R,RS,BUF,MIA,A,31,10,0
2024-09-12,2024,R,RS,MIA,BUF,H,10,31,0
2024-09-15,2024,R,RS,SD,CAR,A,26,3,0
2024-09-15,2024,R,RS,CAR,SD,H,3,26,0
2024-09-15,2024,R,RS,CLE,JAX,A,18,13,0
2024-09-15,2024,R,RS,JAX,CLE,H,13,18,0
2024-09-15,2024,R,RS,GB,IND,H,16,10,0
2024-09-15,2024,R,RS,IND,GB,A,10,16,0
2024-09-15,2024,R,RS,NO,DAL,A,44,19,0
2024-09-15,2024,R,RS,DAL,NO,H,19,44,0
2024-09-15,2024,R,RS,TB,DET,A,20,16,0
2024-09-15,2024,R,RS,DET,TB,H,16,20,0
2024-09-15,2024,R,RS,MIN,SF,H,23,17,0
2024-09-15,2024,R,RS,SF,MIN,A,17,23,0
2024-09-15,2024,R,RS,SEA,NE,A,23,20,1
2024-09-15,2024,R,RS,NE,SEA,H,20,23,1
2024-09-15,2024,R,RS,WAS,NYG,H,21,18,0
2024-09-15,2024,R,RS,NYG,WAS,A,18,21,0
2024-09-15,2024,R,RS,NYJ,TEN,A,24,17,0
2024-09-15,2024,R,RS,TEN,NYJ,H,17,24,0
2024-09-15,2024,R,RS,OAK,BAL,A,26,23,0
2024-09-15,2024,R,RS,BAL,OAK,H,23,26,0
2024-09-15,2024,R,RS,ARI,STL,H,41,10,0
2024-09-15,2024,R,RS,STL,ARI,A,10,41,0
2024-09-15,2024,R,RS,KC,CIN,H,26,25,0
2024-09-15,2024,R,RS,CIN,KC,A,25,26,0
2024-09-15,2024,R,RS,PIT,DEN,A,13,6,0
2024-09-15,2024,R,RS,DEN,PIT,H,6,13,0
2024-09-15,2024,R,RS,HOU,CHI,H,19,13,0
2024-09-15,2024,R,RS,CHI,HOU,A,13,19,0
2024-09-16,2024,R,RS,ATL,PHI,A,22,21,0
2024-09-16,2024,R,RS,PHI,ATL,H,21,22,0
2024-09-19,2024,R,RS,NYJ,NE,H,24,3,0
2024-09-19,2024,R,RS,NE,NYJ,A,3,24,0
2024-09-22,2024,R,RS,IND,CHI,H,21,16,0
2024-09-22,2024,R,RS,CHI,IND,A,16,21,0
2024-09-22,2024,R,RS,NYG,CLE,A,21,15,0
2024-09-22,2024,R,RS,CLE,NYG,H,15,21,0
2024-09-22,2024,R,RS,DEN,TB,A,26,7,0
2024-09-22,2024,R,RS,TB,DEN,H,7,26,0
2024-09-22,2024,R,RS,GB,TEN,A,30,14,0
2024-09-22,2024,R,RS,TEN,GB,H,14,30,0
2024-09-22,2024,R,RS,MIN,HOU,H,34,7,0
2024-09-22,2024,R,RS,HOU,MIN,A,7,34,0
2024-09-22,2024,R,RS,PHI,NO,A,15,12,0
2024-09-22,2024,R,RS,NO,PHI,H,12,15,0
2024-09-22,2024,R,RS,PIT,SD,H,20,10,0
2024-09-22,2024,R,RS,SD,PIT,A,10,20,0
2024-09-22,2024,R,RS,CAR,OAK,A,36,22,0
2024-09-22,2024,R,RS,OAK,CAR,H,22,36,0
2024-09-22,2024,R,RS,SEA,MIA,H,24,3,0
2024-09-22,2024,R,RS,MIA,SEA,A,3,24,0
2024-09-22,2024,R,RS,DET,ARI,A,20,13,0
2024-09-22,2024,R,RS,ARI,DET,H,13,20,0
2024-09-22,2024,R,RS,BAL,DAL,A,28,25,0
2024-09-22,2024,R,RS,DAL,BAL,H,25,28,0
2024-09-22,2024,R,RS,STL,SF,H,27,24,0
2024-09-22,2024,R,RS,SF,STL,A,24,27,0
2024-09-22,2024,R,RS,KC,ATL,A,22,17,0
2024-09-22,2024,R,RS,ATL,KC,H,17,22,0
2024-09-23,2024,R,RS,BUF,JAX,H,47,10,0
2024-09-23,2024,R,RS,JAX,BUF,A,10,47,0
2024-09-23,2024,R,RS,WAS,CIN,A,38,33,0
2024-09-23,2024,R,RS,CIN,WAS,H,33,38,0
2024-09-26,2024,R,RS,DAL,NYG,A,20,15,0
2024-09-26,2024,R,RS,NYG,DAL,H,15,20,0
2024-09-29,2024,R,RS,ATL,NO,H,26,24,0
2024-09-29,2024,R,RS,NO,ATL,A,24,26,0
2024-09-29,2024,R,RS,CIN,CAR,A,34,24,0
2024-09-29,2024,R,RS,CAR,CIN,H,24,34,0
2024-09-29,2024,R,RS,CHI,STL,H,24,18,0
2024-09-29,2024,R,RS,STL,CHI,A,18,24,0
2024-09-29,2024,R,RS,IND,PIT,H,27,24,0
2024-09-29,2024,R,RS,PIT,IND,A,24,27,0
2024-09-29,2024,R,RS,DEN,NYJ,A,10,9,0
2024-09-29,2024,R,RS,NYJ,DEN,H,9,10,0
2024-09-29,2024,R,RS,MIN,GB,A,31,29,0
2024-09-29,2024,R,RS,GB,MIN,H,29,31,0
2024-09-29,2024,R,RS,HOU,JAX,H,24,20,0
2024-09-29,2024,R,RS,JAX,HOU,A,20,24,0
2024-09-29,2024,R,RS,TB,PHI,H,33,16,0
2024-09-29,2024,R,RS,PHI,TB,A,16,33,0
2024-09-29,2024,R,RS,WAS,ARI,A,42,14,0
2024-09-29,2024,R,RS,ARI,WAS,H,14,42,0
2024-09-29,2024,R,RS,SF,NE,H,30,13,0
2024-09-29,2024,R,RS,NE,SF,A,13,30,0
2024-09-29,2024,R,RS,OAK,CLE,H,20,16,0
2024-09-29,2024,R,RS,CLE,OAK,A,16,20,0
2024-09-29,2024,R,RS,KC,SD,A,17,10,0
2024-09-29,2024,R,RS,SD,KC,H,10,17,0
2024-09-29,2024,R,RS,BAL,BUF,H,35,10,0
2024-09-29,2024,R,RS,BUF,BAL,A,10,35,0
2024-09-30,2024,R,RS,TEN,MIA,A,31,12,0
2024-09-30,2024,R,RS,MIA,TEN,H,12,31,0
2024-09-30,2024,R,RS,DET,SEA,H,42,29,0
2024-09-30,2024,R,RS,SEA,DET,A,29,42,0
2024-10-03,2024,R,RS,ATL,TB,H,36,30,1
2024-10-03,2024,R,RS,TB,ATL,A,30,36,1
2024-10-06,2024,R,RS,MIN,NYJ,H,23,17,0
2024-10-06,2024,R,RS,NYJ,MIN,A,17,23,0
2024-10-06,2024,R,RS,HOU,BUF,H,23,20,0
2024-10-06,2024,R,RS,BUF,HOU,A,20,23,0
2024-10-06,2024,R,RS,CHI,CAR,H,36,10,0
2024-10-06,2024,R,RS,CAR,CHI,A,10,36,0
2024-10-06,2024,R,RS,BAL,CIN,A,41,38,1
2024-10-06,2024,R,RS,CIN,BAL,H,38,41,1
2024-10-06,2024,R,RS,WAS,CLE,H,34,13,0
2024-10-06,2024,R,RS,CLE,WAS,A,13,34,0
2024-10-06,2024,R,RS,JAX,IND,H,37,34,0
2024-10-06,2024,R,RS,IND,JAX,A,34,37,0
2024-10-06,2024,R,RS,MIA,NE,A,15,10,0
2024-10-06,2024,R,RS,NE,MIA,H,10,15,0
2024-10-06,2024,R,RS,ARI,SF,A,24,23,0
2024-10-06,2024,R,RS,SF,ARI,H,23,24,0
2024-10-06,2024,R,RS,DEN,OAK,H,34,18,0
2024-10-06,2024,R,RS,OAK,DEN,A,18,34,0
2024-10-06,2024,R,RS,GB,STL,A,24,19,0
2024-10-06,2024,R,RS,STL,GB,H,19,24,0
2024-10-06,2024,R,RS,NYG,SEA,A,29,20,0
2024-10-06,2024,R,RS,SEA,NYG,H,20,29,0
2024-10-06,2024,R,RS,DAL,PIT,A,20,17,0
2024-10-06,2024,R,RS,PIT,DAL,H,17,20,0
2024-10-07,2024,R,RS,KC,NO,H,26,13,0
2024-10-07,2024,R,RS,NO,KC,A,13,26,0
2024-10-10,2024,R,RS,SF,SEA,A,36,24,0
2024-10-10,2024,R,RS,SEA,SF,H,24,36,0
2024-10-13,2024,R,RS,CHI,JAX,H,35,16,0
2024-10-13,2024,R,RS,JAX,CHI,A,16,35,0
