--- When using SR data, please cite us and provide a link and/or a mention.


 
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Wed Feb 26 1947,Chicago Stags,72,Detroit Falcons,68,Box Score,,,,Detroit Olympia,
Wed Feb 26 1947,Washington Capitols,84,New York Knicks,60,Box Score,,,,Madison Square Garden (III),
Wed Feb 26 1947,St. Louis Bombers,65,Philadelphia Warriors,75,Box Score,,,,Philadelphia Arena,
Wed Feb 26 1947,Cleveland Rebels,74,Pittsburgh Ironmen,53,Box Score,,,,Duquesne Gardens,
Thu Feb 27 1947,New York Knicks,73,Providence Steamrollers,65,Box Score,,,,Rhode Island Auditorium,
Fri Feb 28 1947,Cleveland Rebels,62,Boston Celtics,69,Box Score,,4000,,Boston Arena,
Fri Feb 28 1947,Philadelphia Warriors,69,Toronto Huskies,77,Box Score,,,,Maple Leaf Gardens,
Sat Mar 1 1947,Detroit Falcons,74,Providence Steamrollers,80,Box Score,,,,Rhode Island Auditorium,
Sat Mar 1 1947,Toronto Huskies,48,New York Knicks,63,Box Score,,,,Madison Square Garden (III),
Sat Mar 1 1947,Boston Celtics,52,Washington Capitols,75,Box Score,,1501,,Uline Arena,
Sun Mar 2 1947,St. Louis Bombers,86,Chicago Stags,98,Box Score,,,,Chicago Stadium,
Sun Mar 2 1947,Philadelphia Warriors,69,Cleveland Rebels,72,Box Score,,,,Cleveland Arena,
Mon Mar 3 1947,Toronto Huskies,66,Philadelphia Warriors,76,Box Score,,,,Philadelphia Arena,
Mon Mar 3 1947,Chicago Stags,69,Pittsburgh Ironmen,66,Box Score,,,,Duquesne Gardens,
Mon Mar 3 1947,Providence Steamrollers,70,St. Louis Bombers,71,Box Score,OT,,,St. Louis Arena,
Tue Mar 4 1947,Providence Steamrollers,76,Cleveland Rebels,82,Box Score,,,,Cleveland Arena,
Wed Mar 5 1947,Toronto Huskies,63,Pittsburgh Ironmen,60,Box Score,,,,Duquesne Gardens,
Wed Mar 5 1947,Detroit Falcons,67,Washington Capitols,99,Box Score,,,,Uline Arena,
Thu Mar 6 1947,Detroit Falcons,65,Boston Celtics,74,Box Score,,4131,,Boston Garden,
Thu Mar 6 1947,Pittsburgh Ironmen,71,Chicago Stags,72,Box Score,,,,Chicago Stadium,
Thu Mar 6 1947,New York Knicks,61,Philadelphia Warriors,59,Box Score,,,,Philadelphia Arena,
Fri Mar 7 1947,Washington Capitols,86,Toronto Huskies,70,Box Score,,,,Maple Leaf Gardens,
Sat Mar 8 1947,St. Louis Bombers,73,Washington Capitols,74,Box Score,,,,Uline Arena,
Sat Mar 8 1947,Detroit Falcons,61,New York Knicks,64,Box Score,,,,Madison Square Garden (III),
Sat Mar 8 1947,Toronto Huskies,65,Boston Celtics,67,Box Score,,5049,,Boston Garden,
Sat Mar 8 1947,Providence Steamrollers,81,Chicago Stags,107,Box Score,,,,Chicago Stadium,
Sun Mar 9 1947,Chicago Stags,107,Cleveland Rebels,78,Box Score,,,,Cleveland Arena,
Mon Mar 10 1947,Providence Steamrollers,87,Boston Celtics,70,Box Score,,2074,,Boston Garden,
Tue Mar 11 1947,Pittsburgh Ironmen,72,Cleveland Rebels,78,Box Score,,,,Cleveland Arena,
Tue Mar 11 1947,Washington Capitols,80,Philadelphia Warriors,77,Box Score,,,,Philadelphia Arena,
Tue Mar 11 1947,St. Louis Bombers,71,Toronto Huskies,79,Box Score,,,,Maple Leaf Gardens,
Wed Mar 12 1947,Cleveland Rebels,89,Detroit Falcons,81,Box Score,,,,Detroit Olympia,
Wed Mar 12 1947,Toronto Huskies,57,Boston Celtics,69,Box Score,,2770,,Boston Garden,
Thu Mar 13 1947,Washington Capitols,86,Chicago Stags,69,Box Score,,,,Chicago Stadium,
Thu Mar 13 1947,St. Louis Bombers,74,New York Knicks,78,Box Score,2OT,,,Madison Square Garden (III),
Thu Mar 13 1947,Boston Celtics,57,Philadelphia Warriors,81,Box Score,,4000,,Philadelphia Arena,
Thu Mar 13 1947,Toronto Huskies,64,Providence Steamrollers,71,Box Score,,,,Rhode Island Auditorium,
Sat Mar 15 1947,Philadelphia Warriors,67,Chicago Stags,70,Box Score,,,,Chicago Stadium,
Sat Mar 15 1947,St. Louis Bombers,56,Providence Steamrollers,60,Box Score,,,,Rhode Island Auditorium,
Sat Mar 15 1947,New York Knicks,63,Washington Capitols,78,Box Score,,,,Uline Arena,
Sun Mar 16 1947,New York Knicks,81,Cleveland Rebels,69,Box Score,,,,Cleveland Arena,
Sun Mar 16 1947,Philadelphia Warriors,67,Detroit Falcons,61,Box Score,,,,Detroit Olympia,
Tue Mar 18 1947,Cleveland Rebels,67,Boston Celtics,58,Box Score,OT,,,Boston Garden,
Tue Mar 18 1947,St. Louis Bombers,68,Detroit Falcons,59,Box Score,,,,Detroit Olympia,
Tue Mar 18 1947,Pittsburgh Ironmen,70,Toronto Huskies,64,Box Score,,,,Maple Leaf Gardens,
Wed Mar 19 1947,New York Knicks,65,Chicago Stags,57,Box Score,,,,Chicago Stadium,
Wed Mar 19 1947,St. Louis Bombers,79,Pittsburgh Ironmen,54,Box Score,,,,Duquesne Gardens,
Wed Mar 19 1947,Providence Steamrollers,95,Washington Capitols,96,Box Score,OT,,,Uline Arena,
Thu Mar 20 1947,Detroit Falcons,75,Philadelphia Warriors,77,Box Score,,,,Philadelphia Arena,
Thu Mar 20 1947,Cleveland Rebels,73,Providence Steamrollers,76,Box Score,,,,Rhode Island Auditorium,
Thu Mar 20 1947,New York Knicks,49,St. Louis Bombers,51,Box Score,,,,St. Louis Arena,
Fri Mar 21 1947,Chicago Stags,99,Toronto Huskies,83,Box Score,,,,Maple Leaf Gardens,
Sat Mar 22 1947,Cleveland Rebels,67,Chicago Stags,58,Box Score,,,,Chicago Stadium,
Sat Mar 22 1947,Pittsburgh Ironmen,65,Detroit Falcons,85,Box Score,,,,Detroit Olympia,
Sat Mar 22 1947,Philadelphia Warriors,103,Providence Steamrollers,82,Box Score,,,,Rhode Island Auditorium,
Sat Mar 22 1947,New York Knicks,68,Washington Capitols,63,Box Score,,,,Uline Arena,
Sun Mar 23 1947,Toronto Huskies,40,St. Louis Bombers,60,Box Score,,,,St. Louis Arena,
Sun Mar 23 1947,Detroit Falcons,63,Cleveland Rebels,69,Box Score,,,,Cleveland Arena,
Mon Mar 24 1947,Chicago Stags,80,Boston Celtics,69,Box Score,,5534,,Boston Garden,
Mon Mar 24 1947,New York Knicks,65,Pittsburgh Ironmen,51,Box Score,,,,Duquesne Gardens,
Tue Mar 25 1947,Boston Celtics,64,Cleveland Rebels,72,Box Score,,182,,Cleveland Arena,
Wed Mar 26 1947,St. Louis Bombers,67,Detroit Falcons,63,Box Score,,,,Detroit Olympia,
Wed Mar 26 1947,Providence Steamrollers,84,New York Knicks,91,Box Score,2OT,,,Madison Square Garden (III),
Wed Mar 26 1947,Boston Celtics,74,Pittsburgh Ironmen,61,Box Score,,,,Duquesne Gardens,
Wed Mar 26 1947,Chicago Stags,77,Washington Capitols,105,Box Score,,,,Uline Arena,
Thu Mar 27 1947,Chicago Stags,73,Philadelphia Warriors,80,Box Score,,,,Philadelphia Arena,
Fri Mar 28 1947,New York Knicks,61,Toronto Huskies,71,Box Score,,,,Maple Leaf Gardens,
Sat Mar 29 1947,Toronto Huskies,63,Detroit Falcons,66,Box Score,,,,Detroit Olympia,
Sat Mar 29 1947,Chicago Stags,79,Providence Steamrollers,83,Box Score,,,,Rhode Island Auditorium,
Sat Mar 29 1947,Boston Celtics,55,St. Louis Bombers,59,Box Score,,5650,,St. Louis Arena,
Sat Mar 29 1947,Cleveland Rebels,69,Washington Capitols,79,Box Score,,,,Uline Arena,
Sun Mar 30 1947,Boston Celtics,71,Cleveland Rebels,66,Box Score,,2006,,Cleveland Arena,
Sun Mar 30 1947,Philadelphia Warriors,76,New York Knicks,72,Box Score,,15152,,Madison Square Garden (III),
Mon Mar 31 1947,St. Louis Bombers,66,Chicago Stags,73,Box Score,OT,,,Chicago Stadium,
Wed Apr 2 1947,St. Louis Bombers,68,Philadelphia Warriors,73,Box Score,,,,Philadelphia Arena,
Wed Apr 2 1947,Chicago Stags,81,Washington Capitols,65,Box Score,,,,Uline Arena,
Wed Apr 2 1947,New York Knicks,51,Cleveland Rebels,77,Box Score,,,,Cleveland Arena,
Thu Apr 3 1947,Chicago Stags,69,Washington Capitols,53,Box Score,,,,Uline Arena,
Sat Apr 5 1947,Cleveland Rebels,74,New York Knicks,86,Box Score,,,,Madison Square Garden (III),
Sat Apr 5 1947,Philadelphia Warriors,51,St. Louis Bombers,73,Box Score,,,,St. Louis Arena,
Sun Apr 6 1947,Philadelphia Warriors,75,St. Louis Bombers,59,Box Score,,,,St. Louis Arena,
Tue Apr 8 1947,Washington Capitols,55,Chicago Stags,67,Box Score,,,,Chicago Stadium,
Wed Apr 9 1947,Cleveland Rebels,71,New York Knicks,93,Box Score,,,,69th Regiment Armory,
Thu Apr 10 1947,Chicago Stags,69,Washington Capitols,76,Box Score,,,,Uline Arena,
Sat Apr 12 1947,Washington Capitols,67,Chicago Stags,55,Box Score,,,,Chicago Stadium,
Sat Apr 12 1947,New York Knicks,70,Philadelphia Warriors,82,Box Score,,,,Philadelphia Arena,
Sun Apr 13 1947,Washington Capitols,61,Chicago Stags,66,Box Score,,,,Chicago Stadium,
Mon Apr 14 1947,Philadelphia Warriors,72,New York Knicks,53,Box Score,,,,69th Regiment Armory,
Wed Apr 16 1947,Chicago Stags,71,Philadelphia Warriors,84,Box Score,,7918,,Philadelphia Arena,
Thu Apr 17 1947,Chicago Stags,74,Philadelphia Warriors,85,Box Score,,7604,,Philadelphia Arena,
Sat Apr 19 1947,Philadelphia Warriors,75,Chicago Stags,72,Box Score,,2209,,Chicago Arena,at Chicago IL (Chicago Arena)
Sun Apr 20 1947,Philadelphia Warriors,73,Chicago Stags,74,Box Score,,1934,,Chicago Arena,at Chicago IL (Chicago Arena)
Tue Apr 22 1947,Chicago Stags,80,Philadelphia Warriors,83,Box Score,,8221,,Philadelphia Arena,
