--- When using SR data, please cite us and provide a link and/or a mention.


 
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Thu Nov 10 1949,Indianapolis Olympians,83,New York Knicks,79,Box Score,,,,Madison Square Garden (III),
Thu Nov 10 1949,Rochester Royals,87,Sheboygan Red Skins,97,Box Score,,,,Sheboygan Municipal Auditorium and Armory,
Thu Nov 10 1949,Syracuse Nationals,67,St. Louis Bombers,73,Box Score,,,,St. Louis Arena,
Fri Nov 11 1949,Indianapolis Olympians,91,Philadelphia Warriors,84,Box Score,,,,Philadelphia Arena,
Sat Nov 12 1949,Syracuse Nationals,84,Anderson Packers,69,Box Score,,,,Anderson High School Wigwam,
Sat Nov 12 1949,Fort Wayne Pistons,75,Baltimore Bullets,82,Box Score,,,,Baltimore Coliseum,
Sat Nov 12 1949,Minneapolis Lakers,79,Chicago Stags,86,Box Score,,,,Chicago Stadium,
Sat Nov 12 1949,Philadelphia Warriors,81,Denver Nuggets,63,Box Score,,,,Hinkle Fieldhouse,at Indianapolis IN
Sat Nov 12 1949,St. Louis Bombers,71,Indianapolis Olympians,94,Box Score,,,,Hinkle Fieldhouse,
Sat Nov 12 1949,New York Knicks,73,Rochester Royals,94,Box Score,,,,Edgerton Park Arena,
Sat Nov 12 1949,Waterloo Hawks,89,Tri-Cities Blackhawks,99,Box Score,,,,Wharton Field House,
Sat Nov 12 1949,Boston Celtics,76,Washington Capitols,68,Box Score,,3191,,Uline Arena,
Sun Nov 13 1949,Denver Nuggets,71,Fort Wayne Pistons,90,Box Score,,,,North Side High School Gym,
Sun Nov 13 1949,Indianapolis Olympians,101,Sheboygan Red Skins,104,Box Score,,,,Sheboygan Municipal Auditorium and Armory,
Sun Nov 13 1949,Chicago Stags,91,St. Louis Bombers,65,Box Score,,,,St. Louis Arena,
Sun Nov 13 1949,New York Knicks,66,Syracuse Nationals,80,Box Score,,,,State Fair Coliseum,
Sun Nov 13 1949,Anderson Packers,81,Waterloo Hawks,69,Box Score,,,,McElroy Auditorium,
Tue Nov 15 1949,Baltimore Bullets,81,Boston Celtics,76,Box Score,,1847,,Boston Garden,
Tue Nov 15 1949,Washington Capitols,63,Chicago Stags,77,Box Score,,,,Madison Square Garden (III),at New York NY
Tue Nov 15 1949,Anderson Packers,83,Indianapolis Olympians,72,Box Score,,,,Hinkle Fieldhouse,
Tue Nov 15 1949,Syracuse Nationals,77,New York Knicks,74,Box Score,,,,Madison Square Garden (III),
Tue Nov 15 1949,Tri-Cities Blackhawks,81,Rochester Royals,93,Box Score,,,,Edgerton Park Arena,
Wed Nov 16 1949,Fort Wayne Pistons,72,Chicago Stags,85,Box Score,,,,Chicago Stadium,
Wed Nov 16 1949,St. Louis Bombers,71,Minneapolis Lakers,94,Box Score,,,,Minneapolis Auditorium,
Wed Nov 16 1949,Boston Celtics,80,Philadelphia Warriors,93,Box Score,,2500,,Philadelphia Arena,
Wed Nov 16 1949,Sheboygan Red Skins,76,Waterloo Hawks,73,Box Score,,,,McElroy Auditorium,
Wed Nov 16 1949,Denver Nuggets,90,Washington Capitols,99,Box Score,,,,Uline Arena,
Thu Nov 17 1949,Denver Nuggets,71,Baltimore Bullets,86,Box Score,,,,Baltimore Coliseum,
Thu Nov 17 1949,Indianapolis Olympians,68,Boston Celtics,90,Box Score,,5073,,Boston Garden,
Thu Nov 17 1949,Waterloo Hawks,95,Sheboygan Red Skins,97,Box Score,,,,Sheboygan Municipal Auditorium and Armory,
Thu Nov 17 1949,Minneapolis Lakers,65,St. Louis Bombers,78,Box Score,,,,St. Louis Arena,
Thu Nov 17 1949,Tri-Cities Blackhawks,76,Syracuse Nationals,79,Box Score,,,,State Fair Coliseum,
Fri Nov 18 1949,New York Knicks,85,Denver Nuggets,78,Box Score,,,,Philadelphia Arena,at Philadelphia PA
Fri Nov 18 1949,Chicago Stags,88,Philadelphia Warriors,103,Box Score,,,,Philadelphia Arena,
Sat Nov 19 1949,Minneapolis Lakers,80,Anderson Packers,83,Box Score,,,,Anderson High School Wigwam,
Sat Nov 19 1949,Boston Celtics,91,Baltimore Bullets,82,Box Score,,,,Baltimore Coliseum,
Sat Nov 19 1949,Waterloo Hawks,74,Indianapolis Olympians,106,Box Score,,,,Hinkle Fieldhouse,
Sat Nov 19 1949,Philadelphia Warriors,69,New York Knicks,85,Box Score,,,,Madison Square Garden (III),
Sat Nov 19 1949,Denver Nuggets,64,Rochester Royals,96,Box Score,,,,Edgerton Park Arena,
Sat Nov 19 1949,Fort Wayne Pistons,88,Tri-Cities Blackhawks,85,Box Score,,,,Wharton Field House,
Sat Nov 19 1949,Chicago Stags,69,Washington Capitols,85,Box Score,,,,Uline Arena,
Sun Nov 20 1949,Boston Celtics,89,Fort Wayne Pistons,99,Box Score,,,,North Side High School Gym,
Sun Nov 20 1949,Indianapolis Olympians,95,Minneapolis Lakers,121,Box Score,,,,Minneapolis Auditorium,
Sun Nov 20 1949,Baltimore Bullets,97,Sheboygan Red Skins,92,Box Score,,,,Sheboygan Municipal Auditorium and Armory,
Sun Nov 20 1949,Rochester Royals,74,St. Louis Bombers,95,Box Score,,,,St. Louis Arena,
Sun Nov 20 1949,Denver Nuggets,76,Syracuse Nationals,102,Box Score,,,,State Fair Coliseum,
Sun Nov 20 1949,Tri-Cities Blackhawks,62,Waterloo Hawks,75,Box Score,,,,McElroy Auditorium,
Mon Nov 21 1949,Boston Celtics,99,Anderson Packers,85,Box Score,,1800,,Anderson High School Wigwam,
Mon Nov 21 1949,Syracuse Nationals,77,Denver Nuggets,67,Box Score,,,,Oneida Armory,at Oneida NY
Tue Nov 22 1949,Rochester Royals,74,Indianapolis Olympians,80,Box Score,,,,Hinkle Fieldhouse,
Tue Nov 22 1949,Boston Celtics,72,Tri-Cities Blackhawks,80,Box Score,,3700,,Wharton Field House,
Tue Nov 22 1949,New York Knicks,89,Washington Capitols,74,Box Score,,,,Uline Arena,
Wed Nov 23 1949,Indianapolis Olympians,72,Chicago Stags,92,Box Score,,,,Chicago Stadium,
Wed Nov 23 1949,Baltimore Bullets,71,Minneapolis Lakers,84,Box Score,,,,Minneapolis Auditorium,
Wed Nov 23 1949,Washington Capitols,67,New York Knicks,87,Box Score,,,,Madison Square Garden (III),
Wed Nov 23 1949,Rochester Royals,90,Waterloo Hawks,71,Box Score,,,,McElroy Auditorium,
Thu Nov 24 1949,Fort Wayne Pistons,99,Boston Celtics,85,Box Score,,7849,,Boston Garden,
Thu Nov 24 1949,New York Knicks,75,Philadelphia Warriors,70,Box Score,,,,Philadelphia Arena,
Thu Nov 24 1949,Tri-Cities Blackhawks,113,Sheboygan Red Skins,120,Box Score,,,,Sheboygan Municipal Auditorium and Armory,
Thu Nov 24 1949,Baltimore Bullets,65,St. Louis Bombers,63,Box Score,,,,St. Louis Arena,
Thu Nov 24 1949,Anderson Packers,123,Syracuse Nationals,125,Box Score,5OT,,,State Fair Coliseum,
Fri Nov 25 1949,Minneapolis Lakers,101,Denver Nuggets,81,Box Score,,,,Denver Auditorium Arena,
Sat Nov 26 1949,St. Louis Bombers,63,Anderson Packers,73,Box Score,,,,Anderson High School Wigwam,
Sat Nov 26 1949,Philadelphia Warriors,54,Chicago Stags,90,Box Score,,,,Chicago Stadium,
Sat Nov 26 1949,Sheboygan Red Skins,59,Indianapolis Olympians,85,Box Score,,,,Hinkle Fieldhouse,
Sat Nov 26 1949,Boston Celtics,84,New York Knicks,96,Box Score,,5500,,Madison Square Garden (III),
Sat Nov 26 1949,Waterloo Hawks,95,Rochester Royals,120,Box Score,,,,Edgerton Park Arena,
Sat Nov 26 1949,Fort Wayne Pistons,76,Washington Capitols,93,Box Score,,,,Uline Arena,
Sun Nov 27 1949,Baltimore Bullets,61,Denver Nuggets,68,Box Score,,,,Denver Auditorium Arena,
Sun Nov 27 1949,New York Knicks,77,Fort Wayne Pistons,72,Box Score,,,,North Side High School Gym,
Sun Nov 27 1949,Chicago Stags,96,Minneapolis Lakers,82,Box Score,,,,Minneapolis Auditorium,
Sun Nov 27 1949,Anderson Packers,111,Sheboygan Red Skins,91,Box Score,,,,Sheboygan Municipal Auditorium and Armory,
Sun Nov 27 1949,Philadelphia Warriors,67,St. Louis Bombers,80,Box Score,,,,St. Louis Arena,
Sun Nov 27 1949,Waterloo Hawks,62,Syracuse Nationals,80,Box Score,,,,State Fair Coliseum,
Sun Nov 27 1949,Indianapolis Olympians,88,Tri-Cities Blackhawks,104,Box Score,,,,Wharton Field House,
Mon Nov 28 1949,Waterloo Hawks,87,Anderson Packers,101,Box Score,,,,Anderson High School Wigwam,
Tue Nov 29 1949,Philadelphia Warriors,57,Denver Nuggets,56,Box Score,,,,Denver Auditorium Arena,
Tue Nov 29 1949,Tri-Cities Blackhawks,76,Indianapolis Olympians,92,Box Score,,,,Hinkle Fieldhouse,
Wed Nov 30 1949,Syracuse Nationals,87,Boston Celtics,71,Box Score,,4691,,Boston Garden,
Wed Nov 30 1949,Baltimore Bullets,50,Chicago Stags,57,Box Score,,,,Chicago Stadium,
Wed Nov 30 1949,New York Knicks,92,Minneapolis Lakers,102,Box Score,,,,Minneapolis Auditorium,
Wed Nov 30 1949,St. Louis Bombers,89,Tri-Cities Blackhawks,82,Box Score,,,,Wharton Field House,
Wed Nov 30 1949,Fort Wayne Pistons,71,Waterloo Hawks,95,Box Score,,,,McElroy Auditorium,
Wed Nov 30 1949,Rochester Royals,86,Washington Capitols,84,Box Score,,,,Uline Arena,
Thu Dec 1 1949,Tri-Cities Blackhawks,72,Anderson Packers,81,Box Score,,,,Anderson High School Wigwam,
Thu Dec 1 1949,Rochester Royals,64,Baltimore Bullets,70,Box Score,,,,Baltimore Coliseum,
Thu Dec 1 1949,Philadelphia Warriors,70,Fort Wayne Pistons,74,Box Score,,,,North Side High School Gym,
Thu Dec 1 1949,Minneapolis Lakers,68,Indianapolis Olympians,86,Box Score,,,,Hinkle Fieldhouse,
Thu Dec 1 1949,Chicago Stags,80,Sheboygan Red Skins,78,Box Score,,,,Sheboygan Municipal Auditorium and Armory,
Thu Dec 1 1949,New York Knicks,85,St. Louis Bombers,68,Box Score,,,,St. Louis Arena,
Fri Dec 2 1949,Waterloo Hawks,63,Denver Nuggets,74,Box Score,,,,Denver Auditorium Arena,
Fri Dec 2 1949,Rochester Royals,82,Philadelphia Warriors,79,Box Score,,,,Philadelphia Arena,
Sat Dec 3 1949,Minneapolis Lakers,91,Chicago Stags,80,Box Score,,,,Chicago Stadium,
Sat Dec 3 1949,Baltimore Bullets,55,New York Knicks,85,Box Score,,,,Madison Square Garden (III),
Sat Dec 3 1949,Indianapolis Olympians,77,Rochester Royals,99,Box Score,,,,Edgerton Park Arena,
Sat Dec 3 1949,St. Louis Bombers,75,Sheboygan Red Skins,72,Box Score,,,,Sheboygan Municipal Auditorium and Armory,
Sat Dec 3 1949,Boston Celtics,82,Tri-Cities Blackhawks,87,Box Score,,4625,,Wharton Field House,
Sat Dec 3 1949,Philadelphia Warriors,63,Washington Capitols,79,Box Score,,,,Uline Arena,
Sun Dec 4 1949,Waterloo Hawks,76,Denver Nuggets,86,Box Score,,,,Denver Auditorium Arena,
Sun Dec 4 1949,Washington Capitols,68,Fort Wayne Pistons,72,Box Score,,,,North Side High School Gym,
Sun Dec 4 1949,Rochester Royals,80,Minneapolis Lakers,95,Box Score,,,,Minneapolis Auditorium,
Sun Dec 4 1949,Boston Celtics,76,St. Louis Bombers,85,Box Score,,3016,,St. Louis Arena,
Sun Dec 4 1949,Indianapolis Olympians,61,Syracuse Nationals,67,Box Score,,,,State Fair Coliseum,
Mon Dec 5 1949,Sheboygan Red Skins,81,Anderson Packers,88,Box Score,,,,Anderson High School Wigwam,
Tue Dec 6 1949,Washington Capitols,55,Chicago Stags,75,Box Score,,,,Chicago Stadium,
Tue Dec 6 1949,Boston Celtics,82,Indianapolis Olympians,93,Box Score,,2957,,Hinkle Fieldhouse,
Wed Dec 7 1949,Chicago Stags,84,Baltimore Bullets,72,Box Score,,,,Baltimore Coliseum,
Wed Dec 7 1949,St. Louis Bombers,76,Denver Nuggets,72,Box Score,,,,Denver Auditorium Arena,
Wed Dec 7 1949,Washington Capitols,76,Minneapolis Lakers,93,Box Score,,,,Minneapolis Auditorium,
Wed Dec 7 1949,Syracuse Nationals,77,Tri-Cities Blackhawks,69,Box Score,,,,Wharton Field House,
Wed Dec 7 1949,Sheboygan Red Skins,67,Waterloo Hawks,77,Box Score,,,,McElroy Auditorium,
Thu Dec 8 1949,Indianapolis Olympians,72,Anderson Packers,69,Box Score,,,,Anderson High School Wigwam,
Thu Dec 8 1949,New York Knicks,82,Baltimore Bullets,60,Box Score,,,,Baltimore Coliseum,
Thu Dec 8 1949,Philadelphia Warriors,87,Boston Celtics,91,Box Score,OT,2201,,Boston Garden,
Thu Dec 8 1949,Minneapolis Lakers,66,Fort Wayne Pistons,87,Box Score,,,,North Side High School Gym,
Thu Dec 8 1949,Syracuse Nationals,86,Sheboygan Red Skins,72,Box Score,,,,Sheboygan Municipal Auditorium and Armory,
Fri Dec 9 1949,Denver Nuggets,75,Indianapolis Olympians,78,Box Score,,,,Hinkle Fieldhouse,
Fri Dec 9 1949,Chicago Stags,77,Philadelphia Warriors,80,Box Score,,,,Philadelphia Arena,
Sat Dec 10 1949,St. Louis Bombers,66,Baltimore Bullets,69,Box Score,,,,Baltimore Coliseum,
Sat Dec 10 1949,Sheboygan Red Skins,78,Boston Celtics,83,Box Score,,1485,,Rhode Island Auditorium,at Providence RI
Sat Dec 10 1949,Minneapolis Lakers,89,Denver Nuggets,76,Box Score,,,,Mayo Civic Auditorium,at Rochester MN
Sat Dec 10 1949,Chicago Stags,91,New York Knicks,93,Box Score,OT,,,Madison Square Garden (III),
Sat Dec 10 1949,Syracuse Nationals,63,Rochester Royals,69,Box Score,,,,Edgerton Park Arena,
Sat Dec 10 1949,Anderson Packers,87,Waterloo Hawks,83,Box Score,OT,,,McElroy Auditorium,
Sat Dec 10 1949,Fort Wayne Pistons,69,Washington Capitols,75,Box Score,,,,Uline Arena,
Sun Dec 11 1949,Indianapolis Olympians,74,Fort Wayne Pistons,90,Box Score,,,,North Side High School Gym,
Sun Dec 11 1949,Philadelphia Warriors,81,Minneapolis Lakers,90,Box Score,,,,Minneapolis Auditorium,
Sun Dec 11 1949,Sheboygan Red Skins,72,Syracuse Nationals,89,Box Score,,,,State Fair Coliseum,
Sun Dec 11 1949,Denver Nuggets,66,Tri-Cities Blackhawks,98,Box Score,,,,Wharton Field House,
Mon Dec 12 1949,Fort Wayne Pistons,97,Anderson Packers,105,Box Score,,,,Anderson High School Wigwam,
Tue Dec 13 1949,Philadelphia Warriors,65,Chicago Stags,75,Box Score,,,,Chicago Stadium,
Tue Dec 13 1949,Rochester Royals,81,Denver Nuggets,65,Box Score,,,,Denver Auditorium Arena,
Tue Dec 13 1949,Tri-Cities Blackhawks,63,Indianapolis Olympians,84,Box Score,,,,Hinkle Fieldhouse,
Wed Dec 14 1949,Minneapolis Lakers,84,New York Knicks,94,Box Score,,,,Madison Square Garden (III),
Wed Dec 14 1949,Fort Wayne Pistons,83,Syracuse Nationals,96,Box Score,,,,State Fair Coliseum,
Wed Dec 14 1949,Chicago Stags,68,Tri-Cities Blackhawks,73,Box Score,,,,Wharton Field House,
Wed Dec 14 1949,Philadelphia Warriors,73,Waterloo Hawks,70,Box Score,,,,McElroy Auditorium,
Wed Dec 14 1949,St. Louis Bombers,61,Washington Capitols,79,Box Score,,,,Uline Arena,
Thu Dec 15 1949,Syracuse Nationals,88,Anderson Packers,100,Box Score,,,,Anderson High School Wigwam,
Thu Dec 15 1949,Minneapolis Lakers,68,Baltimore Bullets,87,Box Score,,,,Baltimore Coliseum,
Thu Dec 15 1949,St. Louis Bombers,81,Boston Celtics,83,Box Score,OT,10624,,Boston Garden,
Thu Dec 15 1949,Rochester Royals,66,Fort Wayne Pistons,69,Box Score,,,,North Side High School Gym,
Thu Dec 15 1949,Tri-Cities Blackhawks,74,Sheboygan Red Skins,89,Box Score,,,,Sheboygan Municipal Auditorium and Armory,
Fri Dec 16 1949,Waterloo Hawks,77,Baltimore Bullets,75,Box Score,,,,Philadelphia Arena,at Philadelphia PA
Fri Dec 16 1949,Rochester Royals,71,Chicago Stags,80,Box Score,,,,Chicago Stadium,
Fri Dec 16 1949,Indianapolis Olympians,81,Denver Nuggets,79,Box Score,,,,Denver Auditorium Arena,
Fri Dec 16 1949,St. Louis Bombers,68,Philadelphia Warriors,54,Box Score,,,,Philadelphia Arena,
Sat Dec 17 1949,St. Louis Bombers,76,New York Knicks,81,Box Score,2OT,,,Madison Square Garden (III),
Sat Dec 17 1949,Waterloo Hawks,72,Philadelphia Warriors,81,Box Score,,,,Madison Square Garden (III),at New York NY
Sat Dec 17 1949,Chicago Stags,63,Rochester Royals,85,Box Score,,,,Edgerton Park Arena,
Sat Dec 17 1949,Anderson Packers,91,Sheboygan Red Skins,110,Box Score,,,,Sheboygan Municipal Auditorium and Armory,
Sat Dec 17 1949,Baltimore Bullets,89,Washington Capitols,72,Box Score,,,,Uline Arena,
Sun Dec 18 1949,Indianapolis Olympians,83,Denver Nuggets,79,Box Score,,,,Denver Auditorium Arena,
Sun Dec 18 1949,Baltimore Bullets,95,Fort Wayne Pistons,106,Box Score,,,,North Side High School Gym,
Sun Dec 18 1949,Boston Celtics,72,Minneapolis Lakers,77,Box Score,,7793,,Minneapolis Auditorium,
Sun Dec 18 1949,Chicago Stags,73,Syracuse Nationals,86,Box Score,,,,State Fair Coliseum,
Sun Dec 18 1949,Anderson Packers,78,Tri-Cities Blackhawks,69,Box Score,,,,Wharton Field House,
Mon Dec 19 1949,New York Knicks,86,Anderson Packers,83,Box Score,,,,Anderson High School Wigwam,
Tue Dec 20 1949,New York Knicks,77,Chicago Stags,79,Box Score,,,,Chicago Stadium,
Tue Dec 20 1949,Baltimore Bullets,88,Indianapolis Olympians,79,Box Score,,,,Hinkle Fieldhouse,
Tue Dec 20 1949,Minneapolis Lakers,62,Rochester Royals,87,Box Score,,,,Edgerton Park Arena,
Tue Dec 20 1949,Syracuse Nationals,95,Waterloo Hawks,70,Box Score,,,,McElroy Auditorium,
Wed Dec 21 1949,Waterloo Hawks,70,Chicago Stags,78,Box Score,,,,St. Louis Arena,at St. Louis MO
Wed Dec 21 1949,Baltimore Bullets,60,Philadelphia Warriors,70,Box Score,,,,Philadelphia Arena,
Wed Dec 21 1949,New York Knicks,52,St. Louis Bombers,75,Box Score,,,,St. Louis Arena,
Wed Dec 21 1949,Syracuse Nationals,96,Tri-Cities Blackhawks,84,Box Score,,,,Wharton Field House,
Wed Dec 21 1949,Minneapolis Lakers,75,Washington Capitols,61,Box Score,,,,Uline Arena,
Thu Dec 22 1949,Waterloo Hawks,84,Anderson Packers,101,Box Score,,,,Anderson High School Wigwam,
Thu Dec 22 1949,Washington Capitols,82,Baltimore Bullets,86,Box Score,,,,Baltimore Coliseum,
Thu Dec 22 1949,Minneapolis Lakers,69,Boston Celtics,87,Box Score,,5206,,Boston Garden,
Thu Dec 22 1949,St. Louis Bombers,75,Fort Wayne Pistons,87,Box Score,,,,North Side High School Gym,
Thu Dec 22 1949,Chicago Stags,92,Indianapolis Olympians,104,Box Score,,,,Hinkle Fieldhouse,
Thu Dec 22 1949,Syracuse Nationals,83,Sheboygan Red Skins,74,Box Score,,,,Sheboygan Municipal Auditorium and Armory,
Fri Dec 23 1949,New York Knicks,83,Denver Nuggets,72,Box Score,,,,Denver Auditorium Arena,
Fri Dec 23 1949,Boston Celtics,73,Washington Capitols,86,Box Score,,991,,Uline Arena,
Sun Dec 25 1949,Philadelphia Warriors,64,Baltimore Bullets,63,Box Score,,,,Baltimore Coliseum,
Sun Dec 25 1949,Sheboygan Red Skins,76,Denver Nuggets,72,Box Score,,,,Denver Auditorium Arena,
Sun Dec 25 1949,Fort Wayne Pistons,58,Minneapolis Lakers,72,Box Score,,,,Minneapolis Auditorium,
Sun Dec 25 1949,Boston Celtics,79,Rochester Royals,88,Box Score,,4054,,Edgerton Park Arena,
Sun Dec 25 1949,Washington Capitols,81,St. Louis Bombers,68,Box Score,,,,St. Louis Arena,
Sun Dec 25 1949,Anderson Packers,88,Syracuse Nationals,94,Box Score,,,,State Fair Coliseum,
Sun Dec 25 1949,Indianapolis Olympians,93,Waterloo Hawks,97,Box Score,OT,,,McElroy Auditorium,
Mon Dec 26 1949,Washington Capitols,73,Anderson Packers,80,Box Score,,,,Anderson High School Wigwam,
Mon Dec 26 1949,Boston Celtics,82,Baltimore Bullets,57,Box Score,,6221,,Rhode Island Auditorium,at Providence RI
Mon Dec 26 1949,Chicago Stags,74,Fort Wayne Pistons,76,Box Score,,,,North Side High School Gym,
Mon Dec 26 1949,Rochester Royals,83,New York Knicks,80,Box Score,OT,,,Madison Square Garden (III),
Mon Dec 26 1949,Minneapolis Lakers,78,Tri-Cities Blackhawks,76,Box Score,,,,Wharton Field House,
Tue Dec 27 1949,New York Knicks,78,Boston Celtics,97,Box Score,,5012,,Boston Arena,
Tue Dec 27 1949,Anderson Packers,82,Indianapolis Olympians,89,Box Score,,,,Hinkle Fieldhouse,
Tue Dec 27 1949,Washington Capitols,72,Rochester Royals,96,Box Score,,,,Edgerton Park Arena,
Wed Dec 28 1949,Tri-Cities Blackhawks,75,Fort Wayne Pistons,81,Box Score,OT,,,North Side High School Gym,
Wed Dec 28 1949,Baltimore Bullets,77,Minneapolis Lakers,88,Box Score,,,,Minneapolis Auditorium,
Wed Dec 28 1949,New York Knicks,79,Philadelphia Warriors,72,Box Score,,,,Philadelphia Arena,
Wed Dec 28 1949,Chicago Stags,87,Waterloo Hawks,80,Box Score,,,,McElroy Auditorium,
Wed Dec 28 1949,Syracuse Nationals,85,Washington Capitols,87,Box Score,,,,Uline Arena,
Thu Dec 29 1949,Chicago Stags,81,Anderson Packers,80,Box Score,,,,Anderson High School Wigwam,
Thu Dec 29 1949,Syracuse Nationals,64,Philadelphia Warriors,62,Box Score,,,,Atlantic City Convention Hall,at Atlantic City NJ
Thu Dec 29 1949,Fort Wayne Pistons,79,Rochester Royals,97,Box Score,,,,Edgerton Park Arena,
Thu Dec 29 1949,Waterloo Hawks,92,Sheboygan Red Skins,94,Box Score,,,,Sheboygan Municipal Auditorium and Armory,
Thu Dec 29 1949,Baltimore Bullets,63,St. Louis Bombers,90,Box Score,,,,St. Louis Arena,
Fri Dec 30 1949,Fort Wayne Pistons,73,Boston Celtics,92,Box Score,,6129,,Boston Arena,
Fri Dec 30 1949,Tri-Cities Blackhawks,85,Denver Nuggets,83,Box Score,,,,Denver Auditorium Arena,
Sat Dec 31 1949,Fort Wayne Pistons,65,Philadelphia Warriors,62,Box Score,,,,Philadelphia Arena,
Sat Dec 31 1949,St. Louis Bombers,68,Rochester Royals,87,Box Score,,,,Edgerton Park Arena,
Sat Dec 31 1949,Minneapolis Lakers,86,Waterloo Hawks,68,Box Score,,,,McElroy Auditorium,
Sat Dec 31 1949,New York Knicks,64,Washington Capitols,70,Box Score,,,,Uline Arena,
Sun Jan 1 1950,Chicago Stags,92,Denver Nuggets,78,Box Score,,,,Denver Auditorium Arena,
Sun Jan 1 1950,Boston Celtics,72,Fort Wayne Pistons,80,Box Score,,3800,,North Side High School Gym,
Sun Jan 1 1950,Anderson Packers,75,Minneapolis Lakers,87,Box Score,,,,Minneapolis Auditorium,
Sun Jan 1 1950,Philadelphia Warriors,59,New York Knicks,81,Box Score,,,,Madison Square Garden (III),
