--- When using SR data, please cite us and provide a link and/or a mention.


 
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Fri Feb 12 1954,Minneapolis Lakers,62,Milwaukee Hawks,71,Box Score,,,,Sports Arena,at Toledo OH
Sat Feb 13 1954,Boston Celtics,93,Baltimore Bullets,96,Box Score,,,,Baltimore Coliseum,
Sat Feb 13 1954,Philadelphia Warriors,77,Minneapolis Lakers,86,Box Score,,,,Grand Rapids Civic Auditorium,at Grand Rapids MI
Sat Feb 13 1954,Fort Wayne Pistons,79,New York Knicks,73,Box Score,,,,69th Regiment Armory,
Sat Feb 13 1954,Syracuse Nationals,78,Rochester Royals,81,Box Score,,,,Edgerton Park Arena,
Sun Feb 14 1954,Baltimore Bullets,91,Syracuse Nationals,111,Box Score,,,,Onondaga War Memorial,
Sun Feb 14 1954,Rochester Royals,77,Minneapolis Lakers,105,Box Score,,,,Minneapolis Auditorium,
Sun Feb 14 1954,New York Knicks,89,Boston Celtics,103,Box Score,,5032,,Boston Garden,
Sun Feb 14 1954,Philadelphia Warriors,76,Fort Wayne Pistons,94,Box Score,,,,War Memorial Coliseum,
Tue Feb 16 1954,Fort Wayne Pistons,69,Milwaukee Hawks,65,Box Score,,,,Milwaukee Arena,
Tue Feb 16 1954,Rochester Royals,79,Minneapolis Lakers,85,Box Score,,,,Hibbing Memorial Building,at Hibbing MN
Tue Feb 16 1954,Boston Celtics,85,New York Knicks,87,Box Score,,14258,,Madison Square Garden (III),
Tue Feb 16 1954,Syracuse Nationals,77,Philadelphia Warriors,95,Box Score,,,,Madison Square Garden (III),at New York NY
Wed Feb 17 1954,New York Knicks,80,Baltimore Bullets,84,Box Score,,,,Baltimore Coliseum,
Thu Feb 18 1954,Boston Celtics,105,Minneapolis Lakers,92,Box Score,,4235,,Minneapolis Auditorium,
Thu Feb 18 1954,New York Knicks,69,Philadelphia Warriors,60,Box Score,,,,Convention Hall,
Thu Feb 18 1954,Fort Wayne Pistons,77,Syracuse Nationals,91,Box Score,,,,Onondaga War Memorial,
Fri Feb 19 1954,Boston Celtics,78,Milwaukee Hawks,73,Box Score,,5326,,Milwaukee Arena,
Sat Feb 20 1954,Fort Wayne Pistons,87,Baltimore Bullets,85,Box Score,,,,Baltimore Coliseum,
Sat Feb 20 1954,Syracuse Nationals,68,Minneapolis Lakers,83,Box Score,,,,Minneapolis Auditorium,
Sat Feb 20 1954,Philadelphia Warriors,89,New York Knicks,75,Box Score,,,,69th Regiment Armory,
Sat Feb 20 1954,Milwaukee Hawks,64,Rochester Royals,66,Box Score,,,,Edgerton Park Arena,
Sun Feb 21 1954,New York Knicks,85,Baltimore Bullets,76,Box Score,,,,Rhode Island Auditorium,at Providence RI
Sun Feb 21 1954,Philadelphia Warriors,85,Boston Celtics,95,Box Score,,4215,,Rhode Island Auditorium,at Providence RI
Sun Feb 21 1954,Milwaukee Hawks,64,Fort Wayne Pistons,62,Box Score,,,,War Memorial Coliseum,
Sun Feb 21 1954,Minneapolis Lakers,73,Syracuse Nationals,100,Box Score,,,,Onondaga War Memorial,
Mon Feb 22 1954,Boston Celtics,111,Baltimore Bullets,110,Box Score,3OT,3800,,Worcester Memorial Auditorium,at Worcester MA
Mon Feb 22 1954,Philadelphia Warriors,79,Minneapolis Lakers,72,Box Score,,,,New Haven Arena,at New Haven CT
Mon Feb 22 1954,Milwaukee Hawks,82,Fort Wayne Pistons,95,Box Score,,,,Hobart Arena,at Troy OH
Tue Feb 23 1954,Rochester Royals,93,Boston Celtics,77,Box Score,,16923,,Madison Square Garden (III),at New York NY
Tue Feb 23 1954,Syracuse Nationals,68,Milwaukee Hawks,70,Box Score,,,,Cincinnati Gardens,at Cincinnati OH
Tue Feb 23 1954,Minneapolis Lakers,100,New York Knicks,82,Box Score,,,,Madison Square Garden (III),
Wed Feb 24 1954,Rochester Royals,79,Baltimore Bullets,64,Box Score,,,,Baltimore Coliseum,
Thu Feb 25 1954,Rochester Royals,102,Baltimore Bullets,86,Box Score,,,,Philadelphia Arena,at Philadelphia PA
Thu Feb 25 1954,New York Knicks,62,Fort Wayne Pistons,82,Box Score,,,,Miami Beach Auditorium,at Miami Beach FL
Thu Feb 25 1954,Minneapolis Lakers,72,Philadelphia Warriors,81,Box Score,,,,Philadelphia Arena,
Thu Feb 25 1954,Boston Celtics,101,Syracuse Nationals,96,Box Score,,3193,,Onondaga War Memorial,
Fri Feb 26 1954,Syracuse Nationals,68,Milwaukee Hawks,62,Box Score,,,,Milwaukee Auditorium,
Sat Feb 27 1954,Minneapolis Lakers,95,Baltimore Bullets,85,Box Score,,,,Baltimore Coliseum,
Sat Feb 27 1954,Milwaukee Hawks,58,New York Knicks,57,Box Score,,,,69th Regiment Armory,
Sat Feb 27 1954,Fort Wayne Pistons,79,Philadelphia Warriors,72,Box Score,,,,Convention Hall,
Sat Feb 27 1954,Boston Celtics,75,Rochester Royals,74,Box Score,,3110,,Edgerton Park Arena,
Sun Feb 28 1954,Milwaukee Hawks,74,Boston Celtics,93,Box Score,,3661,,Rhode Island Auditorium,at Providence RI
Sun Feb 28 1954,Minneapolis Lakers,77,Fort Wayne Pistons,94,Box Score,,,,War Memorial Coliseum,
Sun Feb 28 1954,Philadelphia Warriors,83,New York Knicks,78,Box Score,,,,Rhode Island Auditorium,at Providence RI
Sun Feb 28 1954,Rochester Royals,91,Syracuse Nationals,85,Box Score,,,,Onondaga War Memorial,
Mon Mar 1 1954,Philadelphia Warriors,78,Milwaukee Hawks,73,Box Score,,,,Collingswood High School,at Collingswood NJ
Tue Mar 2 1954,Rochester Royals,71,Fort Wayne Pistons,64,Box Score,,,,Madison Square Garden (III),at New York NY
Tue Mar 2 1954,Boston Celtics,71,New York Knicks,86,Box Score,,14048,,Madison Square Garden (III),
Tue Mar 2 1954,Syracuse Nationals,87,Minneapolis Lakers,91,Box Score,,,,St. Paul Auditorium,at Saint Paul MN
Wed Mar 3 1954,Milwaukee Hawks,103,Baltimore Bullets,100,Box Score,,,,Baltimore Coliseum,
Wed Mar 3 1954,Philadelphia Warriors,79,New York Knicks,88,Box Score,,,,Westchester County Center,at White Plains NY
Thu Mar 4 1954,Milwaukee Hawks,87,Baltimore Bullets,95,Box Score,,,,Philadelphia Arena,at Philadelphia PA
Thu Mar 4 1954,Syracuse Nationals,86,Fort Wayne Pistons,63,Box Score,,,,War Memorial Coliseum,
Thu Mar 4 1954,Rochester Royals,85,Philadelphia Warriors,78,Box Score,,,,Philadelphia Arena,
Fri Mar 5 1954,Minneapolis Lakers,106,Boston Celtics,128,Box Score,,13909,,Boston Garden,
Fri Mar 5 1954,Philadelphia Warriors,70,Fort Wayne Pistons,76,Box Score,,,,IBM Field House,at Birmingham AL
Fri Mar 5 1954,Rochester Royals,66,New York Knicks,70,Box Score,,,,Boston Garden,at Boston MA
Sat Mar 6 1954,Fort Wayne Pistons,76,Baltimore Bullets,71,Box Score,,,,Baltimore Coliseum,
Sat Mar 6 1954,Minneapolis Lakers,59,Rochester Royals,74,Box Score,,,,Edgerton Park Arena,
Sat Mar 6 1954,Philadelphia Warriors,77,Syracuse Nationals,88,Box Score,,,,Onondaga War Memorial,
Sun Mar 7 1954,Milwaukee Hawks,63,Minneapolis Lakers,65,Box Score,,,,Minneapolis Auditorium,
Sun Mar 7 1954,Baltimore Bullets,77,Syracuse Nationals,103,Box Score,,,,Onondaga War Memorial,
Sun Mar 7 1954,Rochester Royals,91,New York Knicks,88,Box Score,,,,Madison Square Garden (III),
Sun Mar 7 1954,Fort Wayne Pistons,80,Boston Celtics,86,Box Score,,8764,,Boston Garden,
Mon Mar 8 1954,Philadelphia Warriors,75,Fort Wayne Pistons,73,Box Score,,,,Miami Beach Auditorium,at Miami Beach FL
Mon Mar 8 1954,Baltimore Bullets,54,Milwaukee Hawks,64,Box Score,,,,Milwaukee Arena,
Mon Mar 8 1954,Baltimore Bullets,54,Milwaukee Hawks,65,Box Score,,,,Milwaukee Arena,
Tue Mar 9 1954,New York Knicks,72,Milwaukee Hawks,65,Box Score,,,,Indiana State Fair Coliseum,at Indianapolis IN
Tue Mar 9 1954,Rochester Royals,70,Minneapolis Lakers,61,Box Score,,,,Indiana State Fair Coliseum,at Indianapolis IN
Wed Mar 10 1954,Syracuse Nationals,85,Baltimore Bullets,77,Box Score,,,,Baltimore Coliseum,
Wed Mar 10 1954,Philadelphia Warriors,70,Fort Wayne Pistons,88,Box Score,,,,Miami Beach Auditorium,at Miami Beach FL
Wed Mar 10 1954,Rochester Royals,84,Milwaukee Hawks,69,Box Score,,,,Ak-Sar-Ben Coliseum,at Omaha NE
Wed Mar 10 1954,New York Knicks,85,Minneapolis Lakers,76,Box Score,,,,Minneapolis Auditorium,
Thu Mar 11 1954,Rochester Royals,95,Fort Wayne Pistons,80,Box Score,,,,War Memorial Coliseum,
Thu Mar 11 1954,Boston Celtics,95,Syracuse Nationals,97,Box Score,OT,5492,,Onondaga War Memorial,
Fri Mar 12 1954,Philadelphia Warriors,95,Boston Celtics,97,Box Score,2OT,4600,,New Haven Arena,at New Haven CT
Sat Mar 13 1954,Baltimore Bullets,85,Boston Celtics,97,Box Score,,,43:20,Boston Garden,
Sat Mar 13 1954,Fort Wayne Pistons,66,Minneapolis Lakers,93,Box Score,,,,Minneapolis Auditorium,
Sat Mar 13 1954,Syracuse Nationals,60,New York Knicks,67,Box Score,,,,Madison Square Garden (III),
Sat Mar 13 1954,Philadelphia Warriors,76,Rochester Royals,77,Box Score,,,,Edgerton Park Arena,
Sun Mar 14 1954,Philadelphia Warriors,92,Boston Celtics,97,Box Score,,9105,,Boston Garden,
Sun Mar 14 1954,Baltimore Bullets,86,Fort Wayne Pistons,91,Box Score,,,,War Memorial Coliseum,
Sun Mar 14 1954,Rochester Royals,53,Milwaukee Hawks,91,Box Score,,,,Milwaukee Arena,
Sun Mar 14 1954,New York Knicks,83,Syracuse Nationals,113,Box Score,,,,Onondaga War Memorial,
Tue Mar 16 1954,Boston Celtics,93,New York Knicks,71,Box Score,,6023,,Madison Square Garden (III),Round Robin
Tue Mar 16 1954,Fort Wayne Pistons,75,Rochester Royals,82,Box Score,,,,Edgerton Park Arena,Round Robin
Wed Mar 17 1954,Rochester Royals,88,Minneapolis Lakers,109,Box Score,,,,Minneapolis Armory,Round Robin
Wed Mar 17 1954,Syracuse Nationals,96,Boston Celtics,95,Box Score,OT,6585,,Boston Garden,Round Robin
Thu Mar 18 1954,Minneapolis Lakers,90,Fort Wayne Pistons,85,Box Score,,,,War Memorial Coliseum,Round Robin
Thu Mar 18 1954,New York Knicks,68,Syracuse Nationals,75,Box Score,,,,Onondaga War Memorial,Round Robin
Sat Mar 20 1954,New York Knicks,78,Boston Celtics,79,Box Score,,10751,,Boston Garden,Round Robin
Sat Mar 20 1954,Fort Wayne Pistons,73,Minneapolis Lakers,78,Box Score,,,,Minneapolis Armory,Round Robin
Sun Mar 21 1954,Rochester Royals,89,Fort Wayne Pistons,71,Box Score,,,,War Memorial Coliseum,Round Robin
Sun Mar 21 1954,Syracuse Nationals,103,New York Knicks,99,Box Score,,,,Madison Square Garden (III),Round Robin
Mon Mar 22 1954,Boston Celtics,85,Syracuse Nationals,98,Box Score,,,,Onondaga War Memorial,Round Robin
Wed Mar 24 1954,Rochester Royals,76,Minneapolis Lakers,89,Box Score,,,,Minneapolis Auditorium,
Thu Mar 25 1954,Boston Celtics,94,Syracuse Nationals,109,Box Score,,5333,,Onondaga War Memorial,
Sat Mar 27 1954,Syracuse Nationals,83,Boston Celtics,76,Box Score,,6924,,Boston Garden,
Sat Mar 27 1954,Minneapolis Lakers,73,Rochester Royals,74,Box Score,,,,Edgerton Park Arena,
Sun Mar 28 1954,Rochester Royals,72,Minneapolis Lakers,82,Box Score,,,,Minneapolis Auditorium,
Wed Mar 31 1954,Syracuse Nationals,68,Minneapolis Lakers,79,Box Score,,4579,,Minneapolis Auditorium,
Sat Apr 3 1954,Syracuse Nationals,62,Minneapolis Lakers,60,Box Score,,6277,,Minneapolis Auditorium,
Sun Apr 4 1954,Minneapolis Lakers,81,Syracuse Nationals,67,Box Score,,8719,,Onondaga War Memorial,
Thu Apr 8 1954,Minneapolis Lakers,69,Syracuse Nationals,80,Box Score,,7655,,Onondaga War Memorial,
Sat Apr 10 1954,Minneapolis Lakers,84,Syracuse Nationals,73,Box Score,,7283,,Onondaga War Memorial,
Sun Apr 11 1954,Syracuse Nationals,65,Minneapolis Lakers,63,Box Score,,6776,,Minneapolis Auditorium,
Mon Apr 12 1954,Syracuse Nationals,80,Minneapolis Lakers,87,Box Score,,7274,,Minneapolis Auditorium,
