--- When using SR data, please cite us and provide a link and/or a mention.


 
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Sun Feb 22 1948,New York Knicks,71,St. Louis Bombers,80,Box Score,,,,St. Louis Arena,
Tue Feb 24 1948,Baltimore Bullets,71,Philadelphia Warriors,83,Box Score,,,,Philadelphia Arena,
Wed Feb 25 1948,Chicago Stags,73,Washington Capitols,66,Box Score,,,,Uline Arena,
Thu Feb 26 1948,Washington Capitols,70,Baltimore Bullets,97,Box Score,,,,Baltimore Coliseum,
Thu Feb 26 1948,Chicago Stags,80,Philadelphia Warriors,89,Box Score,,,,Philadelphia Arena,
Thu Feb 26 1948,Boston Celtics,92,St. Louis Bombers,94,Box Score,2OT,3100,,St. Louis Arena,
Fri Feb 27 1948,Boston Celtics,83,Chicago Stags,69,Box Score,,,,Chicago Stadium,
Sat Feb 28 1948,Baltimore Bullets,78,New York Knicks,56,Box Score,,,,Madison Square Garden (III),
Sat Feb 28 1948,Philadelphia Warriors,83,Providence Steamrollers,82,Box Score,OT,,,Rhode Island Auditorium,
Sat Feb 28 1948,Washington Capitols,61,St. Louis Bombers,82,Box Score,,,,St. Louis Arena,
Sun Feb 29 1948,Baltimore Bullets,62,Boston Celtics,65,Box Score,,2298,,Boston Arena,
Sun Feb 29 1948,Washington Capitols,75,Chicago Stags,76,Box Score,OT,,,Chicago Stadium,
Tue Mar 2 1948,New York Knicks,66,Philadelphia Warriors,76,Box Score,,,,Philadelphia Arena,
Thu Mar 4 1948,St. Louis Bombers,75,Baltimore Bullets,84,Box Score,,,,Baltimore Coliseum,
Thu Mar 4 1948,Boston Celtics,62,Philadelphia Warriors,82,Box Score,,8025,,Philadelphia Arena,
Fri Mar 5 1948,St. Louis Bombers,68,Boston Celtics,71,Box Score,,5764,,Boston Garden,
Sat Mar 6 1948,Boston Celtics,68,Baltimore Bullets,81,Box Score,,,,Baltimore Coliseum,
Sat Mar 6 1948,Washington Capitols,64,New York Knicks,69,Box Score,OT,,,Madison Square Garden (III),
Sun Mar 7 1948,Providence Steamrollers,81,Chicago Stags,89,Box Score,,,,Chicago Stadium,
Tue Mar 9 1948,Chicago Stags,93,Philadelphia Warriors,79,Box Score,,,,Philadelphia Arena,
Tue Mar 9 1948,St. Louis Bombers,75,Providence Steamrollers,69,Box Score,,,,Rhode Island Auditorium,
Wed Mar 10 1948,St. Louis Bombers,82,New York Knicks,73,Box Score,,,,Madison Square Garden (III),
Wed Mar 10 1948,Chicago Stags,71,Washington Capitols,54,Box Score,,,,Uline Arena,
Thu Mar 11 1948,Chicago Stags,83,Baltimore Bullets,86,Box Score,,,,Baltimore Coliseum,
Thu Mar 11 1948,St. Louis Bombers,74,Philadelphia Warriors,92,Box Score,,,,Philadelphia Arena,
Sat Mar 13 1948,Philadelphia Warriors,62,Baltimore Bullets,64,Box Score,,,,Baltimore Coliseum,
Sat Mar 13 1948,New York Knicks,51,Chicago Stags,58,Box Score,,,,Chicago Stadium,
Sat Mar 13 1948,Boston Celtics,86,Providence Steamrollers,64,Box Score,,1100,,Rhode Island Auditorium,
Sat Mar 13 1948,St. Louis Bombers,69,Washington Capitols,86,Box Score,,,,Uline Arena,
Tue Mar 16 1948,Washington Capitols,76,Boston Celtics,62,Box Score,,3114,,Boston Garden,
Tue Mar 16 1948,Philadelphia Warriors,100,Providence Steamrollers,78,Box Score,,,,Rhode Island Auditorium,
Wed Mar 17 1948,Providence Steamrollers,67,Washington Capitols,82,Box Score,,,,Uline Arena,
Thu Mar 18 1948,Boston Celtics,77,Chicago Stags,72,Box Score,,2972,,Chicago Stadium,
Thu Mar 18 1948,Providence Steamrollers,57,Philadelphia Warriors,88,Box Score,,,,Philadelphia Arena,
Thu Mar 18 1948,New York Knicks,91,St. Louis Bombers,80,Box Score,,,,St. Louis Arena,
Thu Mar 18 1948,Washington Capitols,71,Baltimore Bullets,64,Box Score,,,,Baltimore Coliseum,
Sat Mar 20 1948,Providence Steamrollers,58,Baltimore Bullets,75,Box Score,,,,Baltimore Coliseum,
Sat Mar 20 1948,Chicago Stags,63,St. Louis Bombers,75,Box Score,,,,St. Louis Arena,
Sat Mar 20 1948,New York Knicks,82,Washington Capitols,103,Box Score,,,,Uline Arena,
Sun Mar 21 1948,St. Louis Bombers,82,Chicago Stags,70,Box Score,,,,Chicago Stadium,
Tue Mar 23 1948,Philadelphia Warriors,58,St. Louis Bombers,60,Box Score,,,,St. Louis Arena,
Tue Mar 23 1948,Washington Capitols,70,Chicago Stags,74,Box Score,,,,Chicago Stadium,Tiebreaker
Thu Mar 25 1948,Baltimore Bullets,75,Chicago Stags,72,Box Score,,,,Chicago Stadium,Tiebreaker
Thu Mar 25 1948,Philadelphia Warriors,65,St. Louis Bombers,64,Box Score,,,,St. Louis Arena,
Sat Mar 27 1948,New York Knicks,81,Baltimore Bullets,85,Box Score,,,,Baltimore Coliseum,
Sat Mar 27 1948,St. Louis Bombers,56,Philadelphia Warriors,84,Box Score,,,,Philadelphia Arena,
Sun Mar 28 1948,Chicago Stags,79,Boston Celtics,72,Box Score,,2842,,Boston Arena,
Sun Mar 28 1948,Baltimore Bullets,69,New York Knicks,79,Box Score,,,,Madison Square Garden (III),
Tue Mar 30 1948,St. Louis Bombers,56,Philadelphia Warriors,51,Box Score,,,,Philadelphia Arena,
Wed Mar 31 1948,Chicago Stags,77,Boston Celtics,81,Box Score,,2477,,Boston Arena,
Thu Apr 1 1948,New York Knicks,77,Baltimore Bullets,84,Box Score,,,,Baltimore Coliseum,
Thu Apr 1 1948,Philadelphia Warriors,62,St. Louis Bombers,69,Box Score,,,,St. Louis Arena,
Fri Apr 2 1948,Chicago Stags,81,Boston Celtics,74,Box Score,,3674,,Boston Arena,
Sat Apr 3 1948,St. Louis Bombers,61,Philadelphia Warriors,84,Box Score,,,,Philadelphia Arena,
Tue Apr 6 1948,Philadelphia Warriors,85,St. Louis Bombers,46,Box Score,,,,St. Louis Arena,
Wed Apr 7 1948,Baltimore Bullets,73,Chicago Stags,67,Box Score,,,,Chicago Stadium,
Thu Apr 8 1948,Chicago Stags,72,Baltimore Bullets,89,Box Score,,,,Baltimore Coliseum,
Sat Apr 10 1948,Baltimore Bullets,60,Philadelphia Warriors,71,Box Score,,7201,,Philadelphia Arena,
Tue Apr 13 1948,Baltimore Bullets,66,Philadelphia Warriors,63,Box Score,,6982,,Philadelphia Arena,
Thu Apr 15 1948,Philadelphia Warriors,70,Baltimore Bullets,72,Box Score,,4500,,Baltimore Coliseum,
Sat Apr 17 1948,Philadelphia Warriors,75,Baltimore Bullets,78,Box Score,,4500,,Baltimore Coliseum,
Tue Apr 20 1948,Baltimore Bullets,82,Philadelphia Warriors,91,Box Score,,6012,,Philadelphia Arena,
Wed Apr 21 1948,Philadelphia Warriors,73,Baltimore Bullets,88,Box Score,,4500,,Baltimore Coliseum,
