--- When using SR data, please cite us and provide a link and/or a mention.


 
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Sun Feb 26 1956,Fort Wayne Pistons,95,Minneapolis Lakers,90,Box Score,,,,Minneapolis Auditorium,
Sun Feb 26 1956,Rochester Royals,100,Boston Celtics,111,Box Score,,4435,,Boston Arena,
Mon Feb 27 1956,Syracuse Nationals,98,Fort Wayne Pistons,95,Box Score,OT,,,War Memorial Coliseum,
Mon Feb 27 1956,St. Louis Hawks,109,New York Knicks,113,Box Score,,,,War Memorial Coliseum,at Fort Wayne IN
Tue Feb 28 1956,Rochester Royals,113,Boston Celtics,97,Box Score,,9453,,Madison Square Garden (III),at New York NY
Tue Feb 28 1956,Fort Wayne Pistons,99,New York Knicks,95,Box Score,,,,Madison Square Garden (III),
Wed Feb 29 1956,Fort Wayne Pistons,99,Boston Celtics,106,Box Score,,6260,,Boston Garden,
Wed Feb 29 1956,Syracuse Nationals,94,Minneapolis Lakers,98,Box Score,,,,St. Paul Auditorium,at Saint Paul MN
Wed Feb 29 1956,Rochester Royals,81,Philadelphia Warriors,86,Box Score,,,,Lincoln High School,
Thu Mar 1 1956,Rochester Royals,95,St. Louis Hawks,94,Box Score,,,,Kiel Auditorium,
Thu Mar 1 1956,Minneapolis Lakers,102,Philadelphia Warriors,100,Box Score,,,,Lincoln High School,
Thu Mar 1 1956,Boston Celtics,100,Syracuse Nationals,111,Box Score,,4935,,Onondaga War Memorial,
Fri Mar 2 1956,Minneapolis Lakers,113,Boston Celtics,119,Box Score,,10161,,Boston Garden,
Fri Mar 2 1956,New York Knicks,97,Fort Wayne Pistons,104,Box Score,,,,Boston Garden,at Boston MA
Sat Mar 3 1956,Syracuse Nationals,96,Philadelphia Warriors,102,Box Score,,,,Philadelphia Arena,
Sat Mar 3 1956,Minneapolis Lakers,90,Rochester Royals,94,Box Score,,,,Edgerton Park Arena,
Sat Mar 3 1956,Fort Wayne Pistons,86,St. Louis Hawks,92,Box Score,,,,Kiel Auditorium,
Sun Mar 4 1956,Philadelphia Warriors,114,Boston Celtics,128,Box Score,,9552,,Boston Garden,
Sun Mar 4 1956,Rochester Royals,88,Fort Wayne Pistons,103,Box Score,,,,War Memorial Coliseum,
Sun Mar 4 1956,St. Louis Hawks,84,Minneapolis Lakers,113,Box Score,,,,Minneapolis Auditorium,
Sun Mar 4 1956,New York Knicks,118,Syracuse Nationals,111,Box Score,2OT,,,Onondaga War Memorial,
Tue Mar 6 1956,Boston Celtics,99,New York Knicks,119,Box Score,,10035,,Madison Square Garden (III),
Tue Mar 6 1956,St. Louis Hawks,102,Philadelphia Warriors,97,Box Score,,,,Madison Square Garden (III),at New York NY
Wed Mar 7 1956,Fort Wayne Pistons,95,Minneapolis Lakers,98,Box Score,,,,Minneapolis Auditorium,
Wed Mar 7 1956,St. Louis Hawks,96,Rochester Royals,89,Box Score,,,,Edgerton Park Arena,
Wed Mar 7 1956,Philadelphia Warriors,108,New York Knicks,87,Box Score,,,,Boston Garden,at Boston MA
Wed Mar 7 1956,Syracuse Nationals,98,Boston Celtics,111,Box Score,,11338,,Boston Garden,
Thu Mar 8 1956,Minneapolis Lakers,82,Fort Wayne Pistons,100,Box Score,,,,War Memorial Coliseum,
Thu Mar 8 1956,Boston Celtics,120,Philadelphia Warriors,142,Box Score,,4647,,Convention Hall,
Thu Mar 8 1956,St. Louis Hawks,88,Syracuse Nationals,92,Box Score,,,,Onondaga War Memorial,
Fri Mar 9 1956,Minneapolis Lakers,102,St. Louis Hawks,103,Box Score,,,,Kiel Auditorium,
Sat Mar 10 1956,Fort Wayne Pistons,106,Boston Celtics,103,Box Score,,15500,,Madison Square Garden (III),at New York NY
Sat Mar 10 1956,Syracuse Nationals,84,New York Knicks,104,Box Score,,,,Madison Square Garden (III),
Sat Mar 10 1956,Philadelphia Warriors,96,Rochester Royals,111,Box Score,,,,Edgerton Park Arena,
Sat Mar 10 1956,Minneapolis Lakers,97,St. Louis Hawks,105,Box Score,,,,Kiel Auditorium,
Sun Mar 11 1956,Philadelphia Warriors,88,Syracuse Nationals,99,Box Score,,,,Onondaga War Memorial,
Sun Mar 11 1956,New York Knicks,122,Fort Wayne Pistons,96,Box Score,,,,War Memorial Coliseum,
Sun Mar 11 1956,St. Louis Hawks,127,Boston Celtics,121,Box Score,,6030,,Boston Garden,
Sun Mar 11 1956,Rochester Royals,98,Minneapolis Lakers,126,Box Score,,,,Minneapolis Auditorium,
Mon Mar 12 1956,Syracuse Nationals,97,St. Louis Hawks,92,Box Score,,,,New Haven Arena,at New Haven CT
Tue Mar 13 1956,New York Knicks,89,Minneapolis Lakers,102,Box Score,,,,Concordia Fieldhouse,at Moorhead MN
Tue Mar 13 1956,St. Louis Hawks,113,Philadelphia Warriors,116,Box Score,,,,Lincoln High School,at Philadelphia PA (Lincoln High School)
Wed Mar 14 1956,Syracuse Nationals,103,Boston Celtics,122,Box Score,,2316,,Boston Garden,
Wed Mar 14 1956,Fort Wayne Pistons,96,Minneapolis Lakers,100,Box Score,,,,Minneapolis Auditorium,
Wed Mar 14 1956,Philadelphia Warriors,108,New York Knicks,115,Box Score,,,,Madison Square Garden (III),
Thu Mar 15 1956,New York Knicks,77,Syracuse Nationals,82,Box Score,,,,Onondaga War Memorial,Tiebreaker
Fri Mar 16 1956,Minneapolis Lakers,103,St. Louis Hawks,97,Box Score,,,,Kiel Auditorium,Tiebreaker
Sat Mar 17 1956,Syracuse Nationals,93,Boston Celtics,110,Box Score,,5446,,Boston Garden,
Sat Mar 17 1956,Minneapolis Lakers,115,St. Louis Hawks,116,Box Score,,,,Kiel Auditorium,
Mon Mar 19 1956,Boston Celtics,98,Syracuse Nationals,101,Box Score,,6489,,Onondaga War Memorial,
Mon Mar 19 1956,St. Louis Hawks,75,Minneapolis Lakers,133,Box Score,,,,Minneapolis Auditorium,
Wed Mar 21 1956,Syracuse Nationals,102,Boston Celtics,97,Box Score,,11669,,Boston Garden,
Wed Mar 21 1956,St. Louis Hawks,116,Minneapolis Lakers,115,Box Score,,,,Minneapolis Auditorium,
Thu Mar 22 1956,St. Louis Hawks,86,Fort Wayne Pistons,85,Box Score,,,,War Memorial Coliseum,
Fri Mar 23 1956,Syracuse Nationals,87,Philadelphia Warriors,109,Box Score,,,,Convention Hall,
Sat Mar 24 1956,Fort Wayne Pistons,74,St. Louis Hawks,84,Box Score,,,,Washington University Fieldhouse,
Sun Mar 25 1956,St. Louis Hawks,84,Fort Wayne Pistons,107,Box Score,,,,War Memorial Coliseum,
Sun Mar 25 1956,Philadelphia Warriors,118,Syracuse Nationals,122,Box Score,,,,Onondaga War Memorial,
Tue Mar 27 1956,Syracuse Nationals,96,Philadelphia Warriors,119,Box Score,,,,Convention Hall,
Tue Mar 27 1956,Fort Wayne Pistons,93,St. Louis Hawks,84,Box Score,,,,Kiel Auditorium,
Wed Mar 28 1956,Philadelphia Warriors,104,Syracuse Nationals,108,Box Score,,,,Onondaga War Memorial,
Thu Mar 29 1956,St. Louis Hawks,97,Fort Wayne Pistons,102,Box Score,,,,War Memorial Coliseum,
Thu Mar 29 1956,Syracuse Nationals,104,Philadelphia Warriors,109,Box Score,,,,Convention Hall,
Sat Mar 31 1956,Fort Wayne Pistons,94,Philadelphia Warriors,98,Box Score,,4128,,Convention Hall,
Sun Apr 1 1956,Philadelphia Warriors,83,Fort Wayne Pistons,84,Box Score,,6976,,War Memorial Coliseum,
Tue Apr 3 1956,Fort Wayne Pistons,96,Philadelphia Warriors,100,Box Score,,11698,,Convention Hall,
Thu Apr 5 1956,Philadelphia Warriors,107,Fort Wayne Pistons,105,Box Score,,7852,,War Memorial Coliseum,
Sat Apr 7 1956,Fort Wayne Pistons,88,Philadelphia Warriors,99,Box Score,,11194,,Convention Hall,
