--- When using SR data, please cite us and provide a link and/or a mention.


 
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Wed Feb 13 1952,Rochester Royals,91,Baltimore Bullets,96,Box Score,,,,Baltimore Coliseum,
Thu Feb 14 1952,Rochester Royals,78,Syracuse Nationals,76,Box Score,,,,Onondaga War Memorial,
Thu Feb 14 1952,Minneapolis Lakers,109,Milwaukee Hawks,74,Box Score,,,,University of North Dakota Fieldhouse,at Grand Forks ND
Thu Feb 14 1952,Boston Celtics,90,Fort Wayne Pistons,94,Box Score,,,,North Side High School Gym,
Thu Feb 14 1952,Baltimore Bullets,66,Indianapolis Olympians,89,Box Score,,,,Hinkle Fieldhouse,
Fri Feb 15 1952,Indianapolis Olympians,91,Philadelphia Warriors,112,Box Score,,,,Philadelphia Arena,
Sat Feb 16 1952,Minneapolis Lakers,75,Boston Celtics,77,Box Score,,8933,,St. Paul Auditorium,at Saint Paul MN
Sat Feb 16 1952,Baltimore Bullets,82,New York Knicks,102,Box Score,,,,69th Regiment Armory,
Sat Feb 16 1952,Syracuse Nationals,84,Rochester Royals,92,Box Score,,,,Edgerton Park Arena,
Sun Feb 17 1952,Philadelphia Warriors,90,Baltimore Bullets,83,Box Score,,,,Baltimore Coliseum,
Sun Feb 17 1952,Milwaukee Hawks,97,Boston Celtics,95,Box Score,,,,Wharton Field House,at Moline IL
Sun Feb 17 1952,Minneapolis Lakers,87,Fort Wayne Pistons,99,Box Score,,,,North Side High School Gym,
Sun Feb 17 1952,Indianapolis Olympians,92,Rochester Royals,100,Box Score,,,,Edgerton Park Arena,
Sun Feb 17 1952,New York Knicks,61,Syracuse Nationals,66,Box Score,,,,Onondaga War Memorial,
Mon Feb 18 1952,Milwaukee Hawks,84,Boston Celtics,106,Box Score,,1300,,Hammond Civic Center,at Hammond IN
Tue Feb 19 1952,Boston Celtics,81,Indianapolis Olympians,82,Box Score,,,,Hinkle Fieldhouse,
Tue Feb 19 1952,Minneapolis Lakers,96,New York Knicks,98,Box Score,,,,Madison Square Garden (III),
Tue Feb 19 1952,Fort Wayne Pistons,80,Philadelphia Warriors,98,Box Score,,,,Philadelphia Arena,
Wed Feb 20 1952,Minneapolis Lakers,93,Baltimore Bullets,78,Box Score,,,,Baltimore Coliseum,
Wed Feb 20 1952,Milwaukee Hawks,80,Indianapolis Olympians,95,Box Score,,,,Kentucky State Fairgrounds,at Louisville KY
Thu Feb 21 1952,Fort Wayne Pistons,67,Boston Celtics,88,Box Score,,2368,,Boston Garden,
Thu Feb 21 1952,Minneapolis Lakers,80,Syracuse Nationals,88,Box Score,,,,Onondaga War Memorial,
Fri Feb 22 1952,Milwaukee Hawks,73,Indianapolis Olympians,82,Box Score,,,,Hinkle Fieldhouse,
Fri Feb 22 1952,New York Knicks,95,Philadelphia Warriors,118,Box Score,,,,Philadelphia Arena,
Sat Feb 23 1952,Syracuse Nationals,80,Baltimore Bullets,81,Box Score,,,,Baltimore Coliseum,
Sat Feb 23 1952,Milwaukee Hawks,59,Indianapolis Olympians,86,Box Score,,,,Lincoln Fieldhouse,at Wisconsin Rapids WI
Sat Feb 23 1952,Fort Wayne Pistons,77,New York Knicks,82,Box Score,OT,,,69th Regiment Armory,
Sat Feb 23 1952,Minneapolis Lakers,83,Rochester Royals,73,Box Score,,,,Edgerton Park Arena,
Sun Feb 24 1952,Minneapolis Lakers,70,Fort Wayne Pistons,83,Box Score,,,,North Side High School Gym,
Sun Feb 24 1952,Philadelphia Warriors,76,Milwaukee Hawks,71,Box Score,,,,Wharton Field House,at Moline IL
Sun Feb 24 1952,Baltimore Bullets,100,Rochester Royals,124,Box Score,,,,Edgerton Park Arena,
Sun Feb 24 1952,Boston Celtics,77,Syracuse Nationals,75,Box Score,,7428,,Onondaga War Memorial,
Mon Feb 25 1952,New York Knicks,89,Baltimore Bullets,84,Box Score,,,,Baltimore Coliseum,
Mon Feb 25 1952,Philadelphia Warriors,95,Minneapolis Lakers,108,Box Score,,,,Minneapolis Auditorium,
Tue Feb 26 1952,Philadelphia Warriors,88,Indianapolis Olympians,86,Box Score,,,,Hinkle Fieldhouse,
Tue Feb 26 1952,Milwaukee Hawks,67,Rochester Royals,99,Box Score,,,,Edgerton Park Arena,
Wed Feb 27 1952,Syracuse Nationals,81,Boston Celtics,88,Box Score,,13279,,Boston Garden,
Wed Feb 27 1952,Indianapolis Olympians,89,Philadelphia Warriors,97,Box Score,,,,Philadelphia Arena,
Thu Feb 28 1952,Rochester Royals,72,Boston Celtics,91,Box Score,,12400,,Reynolds Coliseum,at Raleigh NC
Thu Feb 28 1952,Fort Wayne Pistons,83,Syracuse Nationals,88,Box Score,,,,Onondaga War Memorial,
Fri Feb 29 1952,Baltimore Bullets,86,Philadelphia Warriors,103,Box Score,,,,Philadelphia Arena,
Sat Mar 1 1952,Milwaukee Hawks,58,Fort Wayne Pistons,66,Box Score,,,,Wharton Field House,at Moline IL
Sat Mar 1 1952,Philadelphia Warriors,77,Baltimore Bullets,90,Box Score,,,,Baltimore Coliseum,
Sat Mar 1 1952,Syracuse Nationals,83,Rochester Royals,98,Box Score,,,,Edgerton Park Arena,
Sat Mar 1 1952,Minneapolis Lakers,98,Indianapolis Olympians,88,Box Score,,,,St. Paul Auditorium,at Saint Paul MN
Sat Mar 1 1952,Boston Celtics,86,New York Knicks,105,Box Score,,4500,,69th Regiment Armory,
Sun Mar 2 1952,New York Knicks,89,Boston Celtics,87,Box Score,,4503,,Boston Garden,
Sun Mar 2 1952,Indianapolis Olympians,88,Fort Wayne Pistons,101,Box Score,,,,North Side High School Gym,
Sun Mar 2 1952,Minneapolis Lakers,96,Milwaukee Hawks,85,Box Score,,,,Milwaukee Arena,
Sun Mar 2 1952,Rochester Royals,72,Syracuse Nationals,76,Box Score,,,,Onondaga War Memorial,
Mon Mar 3 1952,Rochester Royals,96,Baltimore Bullets,99,Box Score,,,,Baltimore Coliseum,
Tue Mar 4 1952,Boston Celtics,91,Baltimore Bullets,80,Box Score,,13430,,Madison Square Garden (III),at New York NY
Tue Mar 4 1952,Fort Wayne Pistons,68,Indianapolis Olympians,86,Box Score,,,,Hinkle Fieldhouse,
Tue Mar 4 1952,Rochester Royals,90,New York Knicks,92,Box Score,OT,,,Madison Square Garden (III),
Tue Mar 4 1952,Minneapolis Lakers,81,Philadelphia Warriors,83,Box Score,,,,Philadelphia Arena,
Wed Mar 5 1952,New York Knicks,88,Baltimore Bullets,82,Box Score,,,,Boston Garden,at Boston MA
Wed Mar 5 1952,Minneapolis Lakers,74,Boston Celtics,82,Box Score,,4016,,Boston Garden,
Thu Mar 6 1952,Syracuse Nationals,83,Fort Wayne Pistons,81,Box Score,2OT,,,North Side High School Gym,
Thu Mar 6 1952,Milwaukee Hawks,74,Rochester Royals,77,Box Score,,,,Edgerton Park Arena,
Fri Mar 7 1952,Syracuse Nationals,76,Indianapolis Olympians,81,Box Score,,,,Hinkle Fieldhouse,
Fri Mar 7 1952,Fort Wayne Pistons,74,Milwaukee Hawks,75,Box Score,,,,Milwaukee Arena,
Sat Mar 8 1952,Boston Celtics,100,Baltimore Bullets,77,Box Score,,3500,,Baltimore Coliseum,
Sat Mar 8 1952,New York Knicks,99,Milwaukee Hawks,103,Box Score,,,,Baltimore Coliseum,at Baltimore MD
Sat Mar 8 1952,Syracuse Nationals,83,Philadelphia Warriors,92,Box Score,,,,Philadelphia Arena,
Sat Mar 8 1952,Minneapolis Lakers,92,Rochester Royals,94,Box Score,OT,,,Edgerton Park Arena,
Sun Mar 9 1952,Baltimore Bullets,72,Boston Celtics,89,Box Score,,8394,,Boston Garden,
Sun Mar 9 1952,New York Knicks,79,Fort Wayne Pistons,80,Box Score,,,,North Side High School Gym,
Sun Mar 9 1952,Rochester Royals,90,Minneapolis Lakers,96,Box Score,,,,Minneapolis Auditorium,
Sun Mar 9 1952,Philadelphia Warriors,82,Syracuse Nationals,99,Box Score,,,,Onondaga War Memorial,
Mon Mar 10 1952,Milwaukee Hawks,80,Baltimore Bullets,91,Box Score,,,,Baltimore Coliseum,
Tue Mar 11 1952,Boston Celtics,88,Philadelphia Warriors,84,Box Score,,5000,,Philadelphia Arena,
Tue Mar 11 1952,Rochester Royals,82,Indianapolis Olympians,81,Box Score,,,,Hinkle Fieldhouse,
Wed Mar 12 1952,Syracuse Nationals,89,Boston Celtics,71,Box Score,,4006,,Boston Garden,
Wed Mar 12 1952,New York Knicks,83,Minneapolis Lakers,85,Box Score,,,,Minneapolis Auditorium,
Thu Mar 13 1952,Rochester Royals,86,Fort Wayne Pistons,84,Box Score,,,,North Side High School Gym,
Thu Mar 13 1952,Boston Celtics,70,Syracuse Nationals,89,Box Score,,7002,,Onondaga War Memorial,
Fri Mar 14 1952,Baltimore Bullets,87,Indianapolis Olympians,103,Box Score,,,,Hinkle Fieldhouse,
Fri Mar 14 1952,Milwaukee Hawks,82,Philadelphia Warriors,85,Box Score,,,,Philadelphia Arena,
Sat Mar 15 1952,Philadelphia Warriors,105,Milwaukee Hawks,86,Box Score,,,,Madison Square Garden (III),at New York NY
Sat Mar 15 1952,Syracuse Nationals,90,New York Knicks,97,Box Score,,,,Madison Square Garden (III),
Sat Mar 15 1952,Boston Celtics,118,Rochester Royals,106,Box Score,,4040,,Edgerton Park Arena,
Sun Mar 16 1952,Baltimore Bullets,82,Minneapolis Lakers,126,Box Score,,,,Minneapolis Auditorium,
Sun Mar 16 1952,New York Knicks,90,Syracuse Nationals,84,Box Score,,,,Onondaga War Memorial,
Sun Mar 16 1952,Indianapolis Olympians,92,Fort Wayne Pistons,111,Box Score,,,,North Side High School Gym,
Sun Mar 16 1952,Philadelphia Warriors,89,Boston Celtics,96,Box Score,,3108,,Boston Garden,
Tue Mar 18 1952,Fort Wayne Pistons,78,Rochester Royals,95,Box Score,,,,Edgerton Park Arena,
Wed Mar 19 1952,New York Knicks,94,Boston Celtics,105,Box Score,,4567,,Boston Garden,
Thu Mar 20 1952,Rochester Royals,92,Fort Wayne Pistons,86,Box Score,,,,North Side High School Gym,
Thu Mar 20 1952,Philadelphia Warriors,83,Syracuse Nationals,102,Box Score,,,,Onondaga War Memorial,
Sat Mar 22 1952,Syracuse Nationals,95,Philadelphia Warriors,100,Box Score,,,,Philadelphia Arena,
Sun Mar 23 1952,Indianapolis Olympians,70,Minneapolis Lakers,78,Box Score,,,,Minneapolis Auditorium,
Sun Mar 23 1952,Boston Celtics,97,New York Knicks,101,Box Score,,8329,,Madison Square Garden (III),
Sun Mar 23 1952,Philadelphia Warriors,73,Syracuse Nationals,84,Box Score,,,,Onondaga War Memorial,
Tue Mar 25 1952,Minneapolis Lakers,94,Indianapolis Olympians,87,Box Score,,,,Hinkle Fieldhouse,
Wed Mar 26 1952,New York Knicks,88,Boston Celtics,87,Box Score,2OT,10018,,Boston Garden,
Sat Mar 29 1952,Minneapolis Lakers,78,Rochester Royals,88,Box Score,,,,Edgerton Park Arena,
Sun Mar 30 1952,Minneapolis Lakers,83,Rochester Royals,78,Box Score,OT,,,Edgerton Park Arena,
Wed Apr 2 1952,New York Knicks,87,Syracuse Nationals,85,Box Score,,,,Onondaga War Memorial,
Thu Apr 3 1952,New York Knicks,92,Syracuse Nationals,102,Box Score,,,,Onondaga War Memorial,
Sat Apr 5 1952,Rochester Royals,67,Minneapolis Lakers,77,Box Score,,,,Minneapolis Auditorium,
Sat Apr 5 1952,Syracuse Nationals,92,New York Knicks,99,Box Score,,,,69th Regiment Armory,
Sun Apr 6 1952,Rochester Royals,80,Minneapolis Lakers,82,Box Score,,,,Minneapolis Auditorium,
Tue Apr 8 1952,Syracuse Nationals,93,New York Knicks,100,Box Score,,,,69th Regiment Armory,
Sat Apr 12 1952,New York Knicks,79,Minneapolis Lakers,83,Box Score,OT,8722,,St. Paul Auditorium,at Saint Paul MN
Sun Apr 13 1952,New York Knicks,80,Minneapolis Lakers,72,Box Score,,,,St. Paul Auditorium,at Saint Paul MN
Wed Apr 16 1952,Minneapolis Lakers,82,New York Knicks,77,Box Score,,4500,,69th Regiment Armory,at 69th Regiment Armory
Fri Apr 18 1952,Minneapolis Lakers,89,New York Knicks,90,Box Score,OT,5200,,69th Regiment Armory,at 69th Regiment Armory
Sun Apr 20 1952,New York Knicks,89,Minneapolis Lakers,102,Box Score,,7244,,St. Paul Auditorium,at Saint Paul MN
Wed Apr 23 1952,Minneapolis Lakers,68,New York Knicks,76,Box Score,,3000,,69th Regiment Armory,at 69th Regiment Armory
Fri Apr 25 1952,New York Knicks,65,Minneapolis Lakers,82,Box Score,,8612,,Minneapolis Auditorium,
