--- When using SR data, please cite us and provide a link and/or a mention.


 
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Thu Nov 17 1994,Los Angeles Clippers,83,Charlotte Hornets,99,Box Score,,23698,,Charlotte Coliseum,
Thu Nov 17 1994,Sacramento Kings,94,Dallas Mavericks,96,Box Score,,13516,,Reunion Arena,
Thu Nov 17 1994,Detroit Pistons,94,Denver Nuggets,92,Box Score,,17171,,McNichols Sports Arena,
Thu Nov 17 1994,New York Knicks,100,Golden State Warriors,109,Box Score,,15025,,Oakland-Alameda County Coliseum Arena,
Thu Nov 17 1994,Chicago Bulls,83,Houston Rockets,106,Box Score,,16199,,The Summit,
Thu Nov 17 1994,Washington Bullets,103,New Jersey Nets,111,Box Score,,11383,,Brendan Byrne Arena,
Thu Nov 17 1994,Cleveland Cavaliers,81,Portland Trail Blazers,80,Box Score,,12888,,Memorial Coliseum,
Fri Nov 18 1994,Milwaukee Bucks,97,Atlanta Hawks,93,Box Score,OT,11862,2:25,Omni Coliseum,
Fri Nov 18 1994,Seattle SuperSonics,87,Indiana Pacers,94,Box Score,,16627,,Market Square Arena,
Fri Nov 18 1994,Cleveland Cavaliers,80,Los Angeles Lakers,82,Box Score,,10177,,Great Western Forum,
Fri Nov 18 1994,Boston Celtics,115,Miami Heat,111,Box Score,,14556,2:20,Miami Arena,
Fri Nov 18 1994,New Jersey Nets,103,Orlando Magic,113,Box Score,,16010,,Orlando Arena,
Fri Nov 18 1994,Los Angeles Clippers,83,Philadelphia 76ers,97,Box Score,,11259,,CoreStates Spectrum,
Fri Nov 18 1994,Portland Trail Blazers,111,Phoenix Suns,124,Box Score,,19023,,America West Arena,
Fri Nov 18 1994,Detroit Pistons,96,Utah Jazz,121,Box Score,,19911,,Delta Center,
Sat Nov 19 1994,Indiana Pacers,102,Charlotte Hornets,89,Box Score,,23698,,Charlotte Coliseum,
Sat Nov 19 1994,Chicago Bulls,111,Dallas Mavericks,85,Box Score,,17502,,Reunion Arena,
Sat Nov 19 1994,Houston Rockets,109,Denver Nuggets,101,Box Score,,17171,,McNichols Sports Arena,
Sat Nov 19 1994,Utah Jazz,115,Golden State Warriors,119,Box Score,,15025,,Oakland-Alameda County Coliseum Arena,
Sat Nov 19 1994,Seattle SuperSonics,120,Milwaukee Bucks,96,Box Score,,18633,,Bradley Center,
Sat Nov 19 1994,San Antonio Spurs,109,Minnesota Timberwolves,101,Box Score,,14109,,Target Center,
Sat Nov 19 1994,Atlanta Hawks,79,New York Knicks,92,Box Score,,19763,,Madison Square Garden (IV),
Sat Nov 19 1994,Boston Celtics,103,Washington Bullets,102,Box Score,,18756,2:25,USAir Arena,
Sun Nov 20 1994,Los Angeles Clippers,97,New Jersey Nets,98,Box Score,,11670,,Brendan Byrne Arena,
Sun Nov 20 1994,Detroit Pistons,96,Portland Trail Blazers,98,Box Score,,12888,,Memorial Coliseum,
Sun Nov 20 1994,Cleveland Cavaliers,88,Sacramento Kings,96,Box Score,,17317,,ARCO Arena (II),
Mon Nov 21 1994,San Antonio Spurs,88,New York Knicks,92,Box Score,,19763,,Madison Square Garden (IV),
Mon Nov 21 1994,Miami Heat,89,Orlando Magic,124,Box Score,,16010,,Orlando Arena,
Mon Nov 21 1994,Phoenix Suns,91,Utah Jazz,106,Box Score,,19911,,Delta Center,
Tue Nov 22 1994,Philadelphia 76ers,99,Atlanta Hawks,102,Box Score,,7863,2:09,Omni Coliseum,
Tue Nov 22 1994,Milwaukee Bucks,116,Boston Celtics,94,Box Score,,12829,2:10,Hartford Civic Center,at Hartford CT
Tue Nov 22 1994,Golden State Warriors,98,Charlotte Hornets,102,Box Score,,23698,,Charlotte Coliseum,
Tue Nov 22 1994,Minnesota Timberwolves,79,Cleveland Cavaliers,112,Box Score,,19125,,Gund Arena,
Tue Nov 22 1994,Portland Trail Blazers,102,Houston Rockets,94,Box Score,,16611,,The Summit,
Tue Nov 22 1994,Chicago Bulls,105,Los Angeles Clippers,93,Box Score,,9080,,Los Angeles Memorial Sports Arena,
Tue Nov 22 1994,New Jersey Nets,97,Seattle SuperSonics,104,Box Score,,13574,,Tacoma Dome,
Wed Nov 23 1994,Charlotte Hornets,91,Boston Celtics,98,Box Score,,14890,2:13,Boston Garden,
Wed Nov 23 1994,Chicago Bulls,111,Denver Nuggets,113,Box Score,,17171,,McNichols Sports Arena,
Wed Nov 23 1994,Milwaukee Bucks,108,Detroit Pistons,113,Box Score,,21454,,The Palace of Auburn Hills,
Wed Nov 23 1994,Dallas Mavericks,106,Los Angeles Lakers,118,Box Score,,11124,,Great Western Forum,
Wed Nov 23 1994,Cleveland Cavaliers,87,Miami Heat,100,Box Score,,14498,,Miami Arena,
Wed Nov 23 1994,Atlanta Hawks,89,Minnesota Timberwolves,77,Box Score,,13662,2:07,Target Center,
Wed Nov 23 1994,Houston Rockets,94,Orlando Magic,117,Box Score,,16010,2:13,Orlando Arena,
Wed Nov 23 1994,Los Angeles Clippers,109,Phoenix Suns,140,Box Score,,19023,,America West Arena,
Wed Nov 23 1994,New Jersey Nets,103,Sacramento Kings,98,Box Score,,17317,,ARCO Arena (II),
Wed Nov 23 1994,Portland Trail Blazers,105,San Antonio Spurs,110,Box Score,,16304,,Alamodome,
Wed Nov 23 1994,Seattle SuperSonics,103,Utah Jazz,113,Box Score,,19911,,Delta Center,
Thu Nov 24 1994,Golden State Warriors,96,Indiana Pacers,123,Box Score,,16613,,Market Square Arena,
Fri Nov 25 1994,Los Angeles Lakers,92,Atlanta Hawks,87,Box Score,,14239,2:05,Omni Coliseum,
Fri Nov 25 1994,Orlando Magic,124,Boston Celtics,118,Box Score,,14890,2:12,Boston Garden,
Fri Nov 25 1994,Portland Trail Blazers,91,Dallas Mavericks,101,Box Score,,17502,,Reunion Arena,
Fri Nov 25 1994,Miami Heat,111,Detroit Pistons,97,Box Score,,20284,,The Palace of Auburn Hills,
Fri Nov 25 1994,Milwaukee Bucks,106,Indiana Pacers,111,Box Score,,16694,,Market Square Arena,
Fri Nov 25 1994,New Jersey Nets,107,Los Angeles Clippers,102,Box Score,,7160,,Los Angeles Memorial Sports Arena,
Fri Nov 25 1994,Philadelphia 76ers,109,Minnesota Timberwolves,71,Box Score,,13919,,Target Center,
Fri Nov 25 1994,Denver Nuggets,105,Sacramento Kings,108,Box Score,OT,17317,,ARCO Arena (II),
Fri Nov 25 1994,Seattle SuperSonics,114,San Antonio Spurs,94,Box Score,,19016,,Alamodome,
Fri Nov 25 1994,Chicago Bulls,94,Utah Jazz,124,Box Score,,19911,,Delta Center,
Fri Nov 25 1994,Cleveland Cavaliers,96,Washington Bullets,94,Box Score,,12756,,Baltimore Arena,at Baltimore MD
Sat Nov 26 1994,Golden State Warriors,87,Cleveland Cavaliers,101,Box Score,,20562,,Gund Arena,
Sat Nov 26 1994,Dallas Mavericks,124,Denver Nuggets,123,Box Score,OT,17171,,McNichols Sports Arena,
Sat Nov 26 1994,Seattle SuperSonics,98,Houston Rockets,94,Box Score,,16611,,The Summit,
Sat Nov 26 1994,Orlando Magic,113,Milwaukee Bucks,105,Box Score,,18633,,Bradley Center,
Sat Nov 26 1994,Charlotte Hornets,105,New York Knicks,95,Box Score,,19763,,Madison Square Garden (IV),
Sat Nov 26 1994,Boston Celtics,108,Philadelphia 76ers,99,Box Score,,15339,2:12,CoreStates Spectrum,
Sat Nov 26 1994,San Antonio Spurs,108,Phoenix Suns,111,Box Score,,19023,,America West Arena,
Sat Nov 26 1994,Los Angeles Lakers,112,Washington Bullets,96,Box Score,,18756,,USAir Arena,
Sun Nov 27 1994,Golden State Warriors,91,Detroit Pistons,106,Box Score,,15189,,The Palace of Auburn Hills,
Sun Nov 27 1994,New Jersey Nets,110,Phoenix Suns,115,Box Score,,19023,,America West Arena,
Sun Nov 27 1994,Indiana Pacers,89,Portland Trail Blazers,99,Box Score,,12888,,Memorial Coliseum,
Sun Nov 27 1994,Utah Jazz,94,Sacramento Kings,89,Box Score,,17317,,ARCO Arena (II),
Mon Nov 28 1994,Minnesota Timberwolves,88,San Antonio Spurs,92,Box Score,,14272,,Alamodome,
Mon Nov 28 1994,Indiana Pacers,99,Seattle SuperSonics,118,Box Score,,14647,,Tacoma Dome,
Tue Nov 29 1994,Charlotte Hornets,90,Atlanta Hawks,85,Box Score,,9183,2:07,Omni Coliseum,
Tue Nov 29 1994,Minnesota Timberwolves,83,Dallas Mavericks,84,Box Score,,12810,,Reunion Arena,
Tue Nov 29 1994,Los Angeles Clippers,124,Golden State Warriors,127,Box Score,OT,15025,,Oakland-Alameda County Coliseum Arena,
Tue Nov 29 1994,Denver Nuggets,81,Houston Rockets,96,Box Score,,14295,,The Summit,
Tue Nov 29 1994,Sacramento Kings,94,Miami Heat,89,Box Score,,14301,,Miami Arena,
Tue Nov 29 1994,Phoenix Suns,123,Milwaukee Bucks,106,Box Score,,14564,,Bradley Center,
Tue Nov 29 1994,Los Angeles Lakers,129,New Jersey Nets,120,Box Score,2OT,12211,,Brendan Byrne Arena,
Tue Nov 29 1994,Utah Jazz,105,Portland Trail Blazers,94,Box Score,,12888,,Memorial Coliseum,
Tue Nov 29 1994,New York Knicks,99,Washington Bullets,91,Box Score,,18756,,USAir Arena,
Wed Nov 30 1994,Detroit Pistons,115,Boston Celtics,118,Box Score,,14890,2:12,Boston Garden,
Wed Nov 30 1994,Miami Heat,87,Charlotte Hornets,105,Box Score,,23698,,Charlotte Coliseum,
Wed Nov 30 1994,Phoenix Suns,105,Chicago Bulls,118,Box Score,,22414,,United Center,
Wed Nov 30 1994,Los Angeles Lakers,79,Cleveland Cavaliers,117,Box Score,,19014,,Gund Arena,
Wed Nov 30 1994,Sacramento Kings,107,Orlando Magic,114,Box Score,,16010,,Orlando Arena,
Wed Nov 30 1994,San Antonio Spurs,100,Seattle SuperSonics,109,Box Score,,14793,,Tacoma Dome,
Thu Dec 1 1994,Denver Nuggets,89,Dallas Mavericks,80,Box Score,,13929,,Reunion Arena,
Thu Dec 1 1994,Houston Rockets,113,Golden State Warriors,109,Box Score,,15025,,Oakland-Alameda County Coliseum Arena,
Thu Dec 1 1994,Indiana Pacers,93,Los Angeles Clippers,84,Box Score,,6685,,Los Angeles Memorial Sports Arena,
Thu Dec 1 1994,Cleveland Cavaliers,93,Milwaukee Bucks,87,Box Score,,13648,,Bradley Center,
Thu Dec 1 1994,Minnesota Timberwolves,96,Utah Jazz,94,Box Score,,19323,,Delta Center,
Fri Dec 2 1994,Phoenix Suns,107,Boston Celtics,102,Box Score,,14890,2:05,Boston Garden,
Fri Dec 2 1994,Atlanta Hawks,92,Chicago Bulls,81,Box Score,,22215,2:15,United Center,
Fri Dec 2 1994,Houston Rockets,89,Los Angeles Lakers,107,Box Score,,13056,,Great Western Forum,
Fri Dec 2 1994,New Jersey Nets,97,Miami Heat,115,Box Score,,14449,,Miami Arena,
Fri Dec 2 1994,New York Knicks,100,Orlando Magic,125,Box Score,,16010,,Orlando Arena,
Fri Dec 2 1994,Sacramento Kings,96,Philadelphia 76ers,99,Box Score,,9333,,CoreStates Spectrum,
Fri Dec 2 1994,San Antonio Spurs,95,Portland Trail Blazers,91,Box Score,,12888,,Memorial Coliseum,
Fri Dec 2 1994,Detroit Pistons,104,Washington Bullets,115,Box Score,,18756,,USAir Arena,
Sat Dec 3 1994,Orlando Magic,105,Atlanta Hawks,107,Box Score,,15752,2:12,Omni Coliseum,
Sat Dec 3 1994,Boston Celtics,109,Chicago Bulls,125,Box Score,,22129,2:02,United Center,
Sat Dec 3 1994,Philadelphia 76ers,83,Cleveland Cavaliers,78,Box Score,,20089,,Gund Arena,
Sat Dec 3 1994,Utah Jazz,112,Dallas Mavericks,87,Box Score,,17502,,Reunion Arena,
Sat Dec 3 1994,Charlotte Hornets,88,Denver Nuggets,99,Box Score,,17171,,McNichols Sports Arena,
Sat Dec 3 1994,Phoenix Suns,97,Detroit Pistons,107,Box Score,,21454,,The Palace of Auburn Hills,
Sat Dec 3 1994,Indiana Pacers,118,Golden State Warriors,107,Box Score,,15025,,Oakland-Alameda County Coliseum Arena,
Sat Dec 3 1994,Minnesota Timberwolves,103,Los Angeles Clippers,95,Box Score,,6196,,Los Angeles Memorial Sports Arena,
Sat Dec 3 1994,Sacramento Kings,94,New Jersey Nets,89,Box Score,,20049,,Brendan Byrne Arena,
Sat Dec 3 1994,Washington Bullets,95,New York Knicks,111,Box Score,,19763,,Madison Square Garden (IV),
Sat Dec 3 1994,Milwaukee Bucks,108,Seattle SuperSonics,111,Box Score,,14661,,Tacoma Dome,
Sun Dec 4 1994,Milwaukee Bucks,103,Portland Trail Blazers,106,Box Score,,12888,,Memorial Coliseum,
Mon Dec 5 1994,New Jersey Nets,99,Chicago Bulls,94,Box Score,,22307,,United Center,
Mon Dec 5 1994,Charlotte Hornets,115,Los Angeles Clippers,83,Box Score,,7492,,Los Angeles Memorial Sports Arena,
Mon Dec 5 1994,New York Knicks,101,Philadelphia 76ers,96,Box Score,OT,14212,,CoreStates Spectrum,
Tue Dec 6 1994,Orlando Magic,114,Cleveland Cavaliers,97,Box Score,,20562,,Gund Arena,
Tue Dec 6 1994,Detroit Pistons,83,Indiana Pacers,90,Box Score,,14361,,Market Square Arena,
Tue Dec 6 1994,Golden State Warriors,101,Los Angeles Lakers,113,Box Score,,10579,,Great Western Forum,
Tue Dec 6 1994,Denver Nuggets,102,Minnesota Timberwolves,95,Box Score,,13669,,Target Center,
Tue Dec 6 1994,Atlanta Hawks,94,New Jersey Nets,91,Box Score,OT,12730,2:21,Brendan Byrne Arena,
Tue Dec 6 1994,Boston Celtics,90,New York Knicks,104,Box Score,,19763,2:06,Madison Square Garden (IV),
Tue Dec 6 1994,Milwaukee Bucks,95,Sacramento Kings,108,Box Score,,17317,,ARCO Arena (II),
Tue Dec 6 1994,Dallas Mavericks,124,San Antonio Spurs,121,Box Score,OT,14007,,Alamodome,
Tue Dec 6 1994,Houston Rockets,90,Seattle SuperSonics,103,Box Score,,13017,,Tacoma Dome,
Tue Dec 6 1994,Charlotte Hornets,106,Utah Jazz,97,Box Score,,19784,,Delta Center,
Wed Dec 7 1994,Atlanta Hawks,80,Boston Celtics,93,Box Score,,14890,2:02,Boston Garden,
Wed Dec 7 1994,Milwaukee Bucks,94,Los Angeles Clippers,96,Box Score,OT,6433,,Los Angeles Memorial Sports Arena,
Wed Dec 7 1994,Philadelphia 76ers,111,Miami Heat,102,Box Score,,14514,,Miami Arena,
Wed Dec 7 1994,Cleveland Cavaliers,75,Orlando Magic,90,Box Score,,16010,,Orlando Arena,
Thu Dec 8 1994,Washington Bullets,124,Dallas Mavericks,121,Box Score,OT,14055,,Reunion Arena,
Thu Dec 8 1994,Charlotte Hornets,95,Houston Rockets,101,Box Score,,12792,,The Summit,
Thu Dec 8 1994,Phoenix Suns,133,New Jersey Nets,106,Box Score,,20049,,Brendan Byrne Arena,
Thu Dec 8 1994,Seattle SuperSonics,91,Sacramento Kings,103,Box Score,,17317,,ARCO Arena (II),
Thu Dec 8 1994,Utah Jazz,117,San Antonio Spurs,114,Box Score,2OT,14092,,Alamodome,
Fri Dec 9 1994,New York Knicks,85,Atlanta Hawks,89,Box Score,,14967,2:24,Omni Coliseum,
Fri Dec 9 1994,Cleveland Cavaliers,96,Boston Celtics,89,Box Score,,14890,2:01,Boston Garden,
Fri Dec 9 1994,Chicago Bulls,117,Detroit Pistons,96,Box Score,,21454,,The Palace of Auburn Hills,
Fri Dec 9 1994,Los Angeles Clippers,109,Los Angeles Lakers,84,Box Score,,10768,,Great Western Forum,
Fri Dec 9 1994,Orlando Magic,110,Miami Heat,96,Box Score,,15200,,Miami Arena,
Fri Dec 9 1994,Indiana Pacers,94,Philadelphia 76ers,88,Box Score,,13214,,CoreStates Spectrum,
Fri Dec 9 1994,Golden State Warriors,107,Portland Trail Blazers,116,Box Score,,12888,,Memorial Coliseum,
Sat Dec 10 1994,Detroit Pistons,79,Cleveland Cavaliers,87,Box Score,,19129,,Gund Arena,
Sat Dec 10 1994,Charlotte Hornets,86,Dallas Mavericks,99,Box Score,,17502,,Reunion Arena,
Sat Dec 10 1994,Washington Bullets,89,Denver Nuggets,111,Box Score,,17171,,McNichols Sports Arena,
Sat Dec 10 1994,San Antonio Spurs,108,Houston Rockets,96,Box Score,,16611,,The Summit,
Sat Dec 10 1994,Miami Heat,103,Indiana Pacers,117,Box Score,,16069,,Market Square Arena,
Sat Dec 10 1994,Seattle SuperSonics,132,Los Angeles Clippers,127,Box Score,2OT,9048,,Los Angeles Memorial Sports Arena,
Sat Dec 10 1994,Chicago Bulls,103,Milwaukee Bucks,106,Box Score,,18633,,Bradley Center,
Sat Dec 10 1994,Phoenix Suns,103,Minnesota Timberwolves,89,Box Score,,18161,,Target Center,
Sat Dec 10 1994,Boston Celtics,96,New Jersey Nets,108,Box Score,,14949,1:55,Brendan Byrne Arena,
Sat Dec 10 1994,Philadelphia 76ers,103,New York Knicks,107,Box Score,,19763,,Madison Square Garden (IV),
Sat Dec 10 1994,Atlanta Hawks,98,Orlando Magic,109,Box Score,,16010,,Orlando Arena,
Sat Dec 10 1994,Golden State Warriors,94,Sacramento Kings,106,Box Score,,17317,,ARCO Arena (II),
Sat Dec 10 1994,Los Angeles Lakers,120,Utah Jazz,113,Box Score,,19911,,Delta Center,
Sun Dec 11 1994,Sacramento Kings,88,Portland Trail Blazers,93,Box Score,,12888,,Memorial Coliseum,
Mon Dec 12 1994,Denver Nuggets,103,Boston Celtics,113,Box Score,,14890,2:06,Boston Garden,
Mon Dec 12 1994,Orlando Magic,101,New Jersey Nets,128,Box Score,,20049,,Brendan Byrne Arena,
Mon Dec 12 1994,Miami Heat,122,New York Knicks,111,Box Score,,19763,,Madison Square Garden (IV),
Mon Dec 12 1994,Golden State Warriors,84,Phoenix Suns,90,Box Score,,19023,,America West Arena,
Mon Dec 12 1994,Washington Bullets,101,San Antonio Spurs,122,Box Score,,14501,,Alamodome,
Mon Dec 12 1994,Portland Trail Blazers,89,Utah Jazz,101,Box Score,,19232,,Delta Center,
Tue Dec 13 1994,Minnesota Timberwolves,83,Atlanta Hawks,85,Box Score,OT,8418,2:20,Omni Coliseum,
Tue Dec 13 1994,Milwaukee Bucks,101,Charlotte Hornets,107,Box Score,,23698,,Charlotte Coliseum,
