--- When using SR data, please cite us and provide a link and/or a mention.


 
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Thu Feb 24 1955,Rochester Royals,83,Syracuse Nationals,97,Box Score,,,,Onondaga War Memorial,
Fri Feb 25 1955,Minneapolis Lakers,104,Boston Celtics,107,Box Score,,,,Concordia Fieldhouse,at Moorhead MN
Fri Feb 25 1955,New York Knicks,111,Philadelphia Warriors,113,Box Score,3OT,,,Convention Hall,
Sat Feb 26 1955,Fort Wayne Pistons,90,Minneapolis Lakers,89,Box Score,,,,Minneapolis Auditorium,
Sat Feb 26 1955,Philadelphia Warriors,80,Rochester Royals,88,Box Score,,,,Edgerton Park Arena,
Sat Feb 26 1955,Milwaukee Hawks,79,New York Knicks,72,Box Score,,,,69th Regiment Armory,
Sun Feb 27 1955,Milwaukee Hawks,57,Boston Celtics,62,Box Score,,,,Rhode Island Auditorium,at Providence RI
Sun Feb 27 1955,New York Knicks,95,Fort Wayne Pistons,83,Box Score,,,,War Memorial Coliseum,
Sun Feb 27 1955,Rochester Royals,84,Minneapolis Lakers,93,Box Score,,,,Minneapolis Auditorium,
Sun Feb 27 1955,Philadelphia Warriors,77,Syracuse Nationals,105,Box Score,,,,Onondaga War Memorial,
Mon Feb 28 1955,Minneapolis Lakers,88,Fort Wayne Pistons,90,Box Score,,,,St. Paul Auditorium,at Saint Paul MN
Mon Feb 28 1955,Philadelphia Warriors,101,Milwaukee Hawks,84,Box Score,,,,Trenton Armory,at Trenton NJ
Tue Mar 1 1955,Syracuse Nationals,105,New York Knicks,102,Box Score,,,,Madison Square Garden (III),
Tue Mar 1 1955,Fort Wayne Pistons,118,Boston Celtics,98,Box Score,,,,Madison Square Garden (III),at New York NY
Tue Mar 1 1955,Milwaukee Hawks,91,Philadelphia Warriors,88,Box Score,,,,Convention Hall,
Wed Mar 2 1955,Syracuse Nationals,103,Fort Wayne Pistons,90,Box Score,,,,Elkhart High School,at Elkhart IN
Wed Mar 2 1955,Philadelphia Warriors,78,Milwaukee Hawks,75,Box Score,,,,State Armory,at Westfield MA
Thu Mar 3 1955,Syracuse Nationals,83,Fort Wayne Pistons,81,Box Score,,,,War Memorial Coliseum,
Thu Mar 3 1955,New York Knicks,103,Milwaukee Hawks,89,Box Score,,,,Convention Hall,at Saratoga Springs NY
Thu Mar 3 1955,Rochester Royals,83,Minneapolis Lakers,76,Box Score,,,,War Memorial Coliseum,at Fort Wayne IN
Fri Mar 4 1955,Minneapolis Lakers,121,Boston Celtics,106,Box Score,,,,Boston Garden,
Fri Mar 4 1955,Syracuse Nationals,99,Milwaukee Hawks,96,Box Score,,,,Milwaukee Arena,
Fri Mar 4 1955,Rochester Royals,92,New York Knicks,95,Box Score,,,,Boston Garden,at Boston MA
Sat Mar 5 1955,Boston Celtics,89,Philadelphia Warriors,95,Box Score,,,,Convention Hall,
Sat Mar 5 1955,Minneapolis Lakers,107,Rochester Royals,104,Box Score,OT,,,Edgerton Park Arena,
Sun Mar 6 1955,Fort Wayne Pistons,104,Boston Celtics,108,Box Score,,,,Boston Garden,
Sun Mar 6 1955,Philadelphia Warriors,101,Syracuse Nationals,107,Box Score,,,,Onondaga War Memorial,
Sun Mar 6 1955,Rochester Royals,96,New York Knicks,101,Box Score,,,,Madison Square Garden (III),
Sun Mar 6 1955,Milwaukee Hawks,100,Minneapolis Lakers,98,Box Score,,,,Minneapolis Auditorium,
Mon Mar 7 1955,Fort Wayne Pistons,91,Boston Celtics,110,Box Score,,,,Boston Garden,
Mon Mar 7 1955,New York Knicks,96,Minneapolis Lakers,97,Box Score,,,,Boston Garden,at Boston MA
Tue Mar 8 1955,Philadelphia Warriors,103,Boston Celtics,112,Box Score,,,,Westchester County Center,at White Plains NY
Tue Mar 8 1955,Rochester Royals,96,New York Knicks,99,Box Score,,,,Westchester County Center,at White Plains NY
Wed Mar 9 1955,Minneapolis Lakers,89,Philadelphia Warriors,102,Box Score,,,,Convention Hall,
Wed Mar 9 1955,Syracuse Nationals,97,Rochester Royals,100,Box Score,,,,Edgerton Park Arena,
Thu Mar 10 1955,Boston Celtics,95,New York Knicks,114,Box Score,,,,Madison Square Garden (III),
Thu Mar 10 1955,Syracuse Nationals,93,Minneapolis Lakers,96,Box Score,,,,Madison Square Garden (III),at New York NY
Thu Mar 10 1955,Philadelphia Warriors,91,Fort Wayne Pistons,93,Box Score,OT,,,Memorial Gymnasium,at Columbus IN
Fri Mar 11 1955,New York Knicks,97,Boston Celtics,95,Box Score,,,,New Haven Arena,at New Haven CT
Sat Mar 12 1955,Philadelphia Warriors,78,Minneapolis Lakers,86,Box Score,,,,Veterans Memorial Auditorium,at Des Moines IA
Sat Mar 12 1955,Boston Celtics,103,Rochester Royals,105,Box Score,,,,Edgerton Park Arena,
Sat Mar 12 1955,Fort Wayne Pistons,92,Syracuse Nationals,112,Box Score,,,,Onondaga War Memorial,
Sun Mar 13 1955,New York Knicks,101,Boston Celtics,112,Box Score,,,,Boston Garden,
Sun Mar 13 1955,Milwaukee Hawks,77,Syracuse Nationals,76,Box Score,,,,Onondaga War Memorial,
Mon Mar 14 1955,Philadelphia Warriors,84,Milwaukee Hawks,99,Box Score,,,,Washington Avenue Armory,at Albany NY
Tue Mar 15 1955,New York Knicks,101,Boston Celtics,122,Box Score,,,,Boston Garden,
Wed Mar 16 1955,Rochester Royals,78,Minneapolis Lakers,82,Box Score,,,,St. Paul Auditorium,at Saint Paul MN
Wed Mar 16 1955,Boston Celtics,95,New York Knicks,102,Box Score,,,,Madison Square Garden (III),
Fri Mar 18 1955,Minneapolis Lakers,92,Rochester Royals,94,Box Score,,,,Edgerton Park Arena,
Sat Mar 19 1955,Rochester Royals,110,Minneapolis Lakers,119,Box Score,,,,St. Paul Auditorium,at Saint Paul MN
Sat Mar 19 1955,Boston Celtics,116,New York Knicks,109,Box Score,,,,Madison Square Garden (III),
Sun Mar 20 1955,Minneapolis Lakers,79,Fort Wayne Pistons,96,Box Score,,,,Elkhart Auditorium,at Elkhart IN
Tue Mar 22 1955,Minneapolis Lakers,97,Fort Wayne Pistons,98,Box Score,OT,,,Indiana State Fair Coliseum,at Indianapolis IN
Tue Mar 22 1955,Boston Celtics,100,Syracuse Nationals,110,Box Score,,,,Onondaga War Memorial,
Wed Mar 23 1955,Fort Wayne Pistons,91,Minneapolis Lakers,99,Box Score,OT,,,Minneapolis Auditorium,
Thu Mar 24 1955,Boston Celtics,110,Syracuse Nationals,116,Box Score,,,,Onondaga War Memorial,
Sat Mar 26 1955,Syracuse Nationals,97,Boston Celtics,100,Box Score,OT,,,Boston Garden,
Sun Mar 27 1955,Syracuse Nationals,110,Boston Celtics,94,Box Score,,,,Boston Arena,
Sun Mar 27 1955,Fort Wayne Pistons,105,Minneapolis Lakers,96,Box Score,,,,Minneapolis Armory,
Thu Mar 31 1955,Fort Wayne Pistons,82,Syracuse Nationals,86,Box Score,,7500,,Onondaga War Memorial,
Sat Apr 2 1955,Fort Wayne Pistons,84,Syracuse Nationals,87,Box Score,,5845,,Onondaga War Memorial,
Sun Apr 3 1955,Syracuse Nationals,89,Fort Wayne Pistons,96,Box Score,,3200,,Indiana State Fair Coliseum,at Indianapolis IN
Tue Apr 5 1955,Syracuse Nationals,102,Fort Wayne Pistons,109,Box Score,,2611,,Indiana State Fair Coliseum,at Indianapolis IN
Thu Apr 7 1955,Syracuse Nationals,71,Fort Wayne Pistons,74,Box Score,,4110,,Indiana State Fair Coliseum,at Indianapolis IN
Sat Apr 9 1955,Fort Wayne Pistons,104,Syracuse Nationals,109,Box Score,,4997,,Onondaga War Memorial,
Sun Apr 10 1955,Fort Wayne Pistons,91,Syracuse Nationals,92,Box Score,,6697,,Onondaga War Memorial,
