--- When using SR data, please cite us and provide a link and/or a mention.


 
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Sun Nov 23 1952,Minneapolis Lakers,62,Milwaukee Hawks,46,Box Score,,,,Milwaukee Arena,
Sun Nov 23 1952,Boston Celtics,102,Rochester Royals,100,Box Score,,2507,,Edgerton Park Arena,
Sun Nov 23 1952,New York Knicks,73,Syracuse Nationals,76,Box Score,,,,Onondaga War Memorial,
Tue Nov 25 1952,Baltimore Bullets,89,Rochester Royals,106,Box Score,,,,Edgerton Park Arena,
Tue Nov 25 1952,Milwaukee Hawks,78,Indianapolis Olympians,66,Box Score,,,,Hinkle Fieldhouse,
Wed Nov 26 1952,New York Knicks,94,Baltimore Bullets,92,Box Score,,,,Baltimore Coliseum,
Wed Nov 26 1952,Philadelphia Warriors,92,Boston Celtics,93,Box Score,,3748,,Boston Garden,
Wed Nov 26 1952,Fort Wayne Pistons,80,Milwaukee Hawks,72,Box Score,,,,Milwaukee Arena,
Thu Nov 27 1952,New York Knicks,104,Baltimore Bullets,92,Box Score,,,,Philadelphia Arena,at Philadelphia PA
Thu Nov 27 1952,Milwaukee Hawks,87,Fort Wayne Pistons,95,Box Score,OT,,,War Memorial Coliseum,
Thu Nov 27 1952,Indianapolis Olympians,69,Minneapolis Lakers,90,Box Score,,,,Minneapolis Auditorium,
Thu Nov 27 1952,Boston Celtics,83,Philadelphia Warriors,70,Box Score,,3500,,Philadelphia Arena,
Thu Nov 27 1952,Rochester Royals,79,Syracuse Nationals,86,Box Score,,,,Onondaga War Memorial,
Fri Nov 28 1952,Minneapolis Lakers,97,Indianapolis Olympians,82,Box Score,,,,Hinkle Fieldhouse,
Fri Nov 28 1952,Philadelphia Warriors,77,Milwaukee Hawks,78,Box Score,2OT,,,Milwaukee Arena,Protest; does not count toward record
Sat Nov 29 1952,Syracuse Nationals,87,Baltimore Bullets,74,Box Score,,,,Baltimore Coliseum,
Sat Nov 29 1952,Fort Wayne Pistons,71,Boston Celtics,78,Box Score,,14831,,Madison Square Garden (III),at New York NY
Sat Nov 29 1952,Indianapolis Olympians,72,New York Knicks,94,Box Score,,,,Madison Square Garden (III),
Sat Nov 29 1952,Minneapolis Lakers,71,Rochester Royals,83,Box Score,,,,Edgerton Park Arena,
Sun Nov 30 1952,Baltimore Bullets,95,Fort Wayne Pistons,100,Box Score,2OT,,,War Memorial Coliseum,
Sun Nov 30 1952,Rochester Royals,91,Milwaukee Hawks,88,Box Score,,,,Milwaukee Arena,
Sun Nov 30 1952,Philadelphia Warriors,66,Minneapolis Lakers,91,Box Score,,,,Minneapolis Auditorium,
Sun Nov 30 1952,Boston Celtics,66,Syracuse Nationals,78,Box Score,,4421,,Onondaga War Memorial,
Mon Dec 1 1952,Minneapolis Lakers,89,Baltimore Bullets,67,Box Score,,,,St. Paul Auditorium,at Saint Paul MN
Tue Dec 2 1952,Rochester Royals,76,Indianapolis Olympians,85,Box Score,,,,Hinkle Fieldhouse,
Tue Dec 2 1952,New York Knicks,89,Philadelphia Warriors,82,Box Score,OT,,,Convention Hall,
Wed Dec 3 1952,Milwaukee Hawks,87,Baltimore Bullets,98,Box Score,,,,Baltimore Coliseum,
Wed Dec 3 1952,Minneapolis Lakers,106,Boston Celtics,102,Box Score,OT,7034,,Boston Garden,
Wed Dec 3 1952,Philadelphia Warriors,75,New York Knicks,100,Box Score,,,,Boston Garden,at Boston MA
Thu Dec 4 1952,Milwaukee Hawks,90,Boston Celtics,73,Box Score,,9000,,Madison Square Garden (III),at New York NY
Thu Dec 4 1952,Syracuse Nationals,78,Fort Wayne Pistons,70,Box Score,,,,War Memorial Coliseum,
Thu Dec 4 1952,Minneapolis Lakers,81,New York Knicks,71,Box Score,,,,Madison Square Garden (III),
Fri Dec 5 1952,Fort Wayne Pistons,74,Indianapolis Olympians,84,Box Score,,,,Hinkle Fieldhouse,
Sat Dec 6 1952,Fort Wayne Pistons,103,Baltimore Bullets,91,Box Score,,,,Baltimore Coliseum,
Sat Dec 6 1952,Milwaukee Hawks,83,Boston Celtics,88,Box Score,,4725,,Boston Garden,
Sat Dec 6 1952,New York Knicks,78,Minneapolis Lakers,85,Box Score,OT,,,Minneapolis Auditorium,
Sat Dec 6 1952,Syracuse Nationals,82,Philadelphia Warriors,74,Box Score,,,,Convention Hall,
Sat Dec 6 1952,Indianapolis Olympians,79,Rochester Royals,82,Box Score,,,,Edgerton Park Arena,
Sun Dec 7 1952,Milwaukee Hawks,67,Syracuse Nationals,71,Box Score,,,,Onondaga War Memorial,
Sun Dec 7 1952,Philadelphia Warriors,92,Rochester Royals,94,Box Score,,,,Edgerton Park Arena,
Sun Dec 7 1952,New York Knicks,91,Fort Wayne Pistons,102,Box Score,,,,War Memorial Coliseum,
Mon Dec 8 1952,Minneapolis Lakers,76,Indianapolis Olympians,81,Box Score,,,,Milwaukee Arena,at Milwaukee WI
Mon Dec 8 1952,Syracuse Nationals,89,Milwaukee Hawks,101,Box Score,,,,Milwaukee Arena,
Tue Dec 9 1952,Philadelphia Warriors,72,Boston Celtics,86,Box Score,,8000,,Madison Square Garden (III),at New York NY
Tue Dec 9 1952,Syracuse Nationals,87,Indianapolis Olympians,70,Box Score,,,,Hinkle Fieldhouse,
Tue Dec 9 1952,Rochester Royals,77,New York Knicks,75,Box Score,,,,Madison Square Garden (III),
Wed Dec 10 1952,Rochester Royals,99,Baltimore Bullets,97,Box Score,OT,,,Baltimore Coliseum,
Wed Dec 10 1952,Philadelphia Warriors,97,Boston Celtics,103,Box Score,,,,Baltimore Coliseum,at Baltimore MD
Thu Dec 11 1952,Boston Celtics,94,Baltimore Bullets,88,Box Score,,,,Philadelphia Arena,at Philadelphia PA
Thu Dec 11 1952,Milwaukee Hawks,70,Fort Wayne Pistons,71,Box Score,OT,,,War Memorial Coliseum,
Thu Dec 11 1952,Syracuse Nationals,79,Minneapolis Lakers,82,Box Score,,,,Minneapolis Auditorium,
Thu Dec 11 1952,Rochester Royals,86,Philadelphia Warriors,98,Box Score,,,,Philadelphia Arena,
Fri Dec 12 1952,Milwaukee Hawks,49,Indianapolis Olympians,63,Box Score,,,,Hinkle Fieldhouse,
Sat Dec 13 1952,Philadelphia Warriors,78,Boston Celtics,82,Box Score,,5194,,Boston Garden,
Sat Dec 13 1952,New York Knicks,99,Rochester Royals,97,Box Score,OT,,,Edgerton Park Arena,
Sun Dec 14 1952,Rochester Royals,77,Minneapolis Lakers,95,Box Score,,,,Minneapolis Auditorium,
Sun Dec 14 1952,Philadelphia Warriors,83,Syracuse Nationals,102,Box Score,,,,Onondaga War Memorial,
Sun Dec 14 1952,Indianapolis Olympians,71,Fort Wayne Pistons,86,Box Score,,,,War Memorial Coliseum,
Sun Dec 14 1952,Boston Celtics,83,Baltimore Bullets,73,Box Score,,,,Baltimore Coliseum,
Sun Dec 14 1952,New York Knicks,74,Milwaukee Hawks,69,Box Score,,,,Milwaukee Arena,
Tue Dec 16 1952,Philadelphia Warriors,64,Fort Wayne Pistons,95,Box Score,,,,Madison Square Garden (III),at New York NY
Tue Dec 16 1952,Rochester Royals,84,Indianapolis Olympians,71,Box Score,,,,Hinkle Fieldhouse,
Tue Dec 16 1952,Syracuse Nationals,93,New York Knicks,98,Box Score,OT,,,Madison Square Garden (III),
Thu Dec 18 1952,Syracuse Nationals,83,Boston Celtics,88,Box Score,,,,Convention Hall,at Philadelphia PA
Thu Dec 18 1952,Fort Wayne Pistons,86,Philadelphia Warriors,79,Box Score,,,,Convention Hall,
Fri Dec 19 1952,Minneapolis Lakers,87,Indianapolis Olympians,69,Box Score,,,,Hinkle Fieldhouse,
Sat Dec 20 1952,Minneapolis Lakers,75,Milwaukee Hawks,86,Box Score,,,,Milwaukee Arena,
Sat Dec 20 1952,Fort Wayne Pistons,89,Rochester Royals,92,Box Score,,,,Edgerton Park Arena,
Sat Dec 20 1952,Syracuse Nationals,77,Boston Celtics,91,Box Score,,7911,,Boston Garden,
Sat Dec 20 1952,New York Knicks,102,Baltimore Bullets,99,Box Score,OT,,,Baltimore Coliseum,
Sun Dec 21 1952,Philadelphia Warriors,71,Fort Wayne Pistons,74,Box Score,,,,War Memorial Coliseum,
Sun Dec 21 1952,Rochester Royals,83,Indianapolis Olympians,65,Box Score,,,,Madison Square Garden (III),at New York NY
Sun Dec 21 1952,Baltimore Bullets,77,New York Knicks,102,Box Score,,,,Madison Square Garden (III),
Sun Dec 21 1952,Boston Celtics,86,Syracuse Nationals,90,Box Score,,,,Onondaga War Memorial,
Mon Dec 22 1952,New York Knicks,80,Milwaukee Hawks,75,Box Score,,,,Buffalo Memorial Auditorium,at Buffalo NY
Tue Dec 23 1952,Fort Wayne Pistons,59,Indianapolis Olympians,72,Box Score,,,,Hinkle Fieldhouse,
Thu Dec 25 1952,Milwaukee Hawks,69,Fort Wayne Pistons,71,Box Score,2OT,,,War Memorial Coliseum,
Thu Dec 25 1952,Baltimore Bullets,92,Syracuse Nationals,102,Box Score,,,,Onondaga War Memorial,
Thu Dec 25 1952,Rochester Royals,93,Philadelphia Warriors,78,Box Score,,,,Convention Hall,
Thu Dec 25 1952,Indianapolis Olympians,73,Minneapolis Lakers,90,Box Score,,,,Minneapolis Auditorium,
Thu Dec 25 1952,Boston Celtics,84,New York Knicks,97,Box Score,,13825,,Madison Square Garden (III),
Fri Dec 26 1952,Boston Celtics,74,Indianapolis Olympians,85,Box Score,,4896,,Hinkle Fieldhouse,
Sat Dec 27 1952,Syracuse Nationals,81,Baltimore Bullets,76,Box Score,OT,,,Baltimore Coliseum,
Sat Dec 27 1952,New York Knicks,91,Fort Wayne Pistons,92,Box Score,,,,Baltimore Coliseum,at Baltimore MD
Sat Dec 27 1952,Boston Celtics,71,Minneapolis Lakers,94,Box Score,,,,Minneapolis Auditorium,
Sat Dec 27 1952,Indianapolis Olympians,73,Rochester Royals,94,Box Score,,,,Edgerton Park Arena,
Sun Dec 28 1952,Milwaukee Hawks,77,Minneapolis Lakers,86,Box Score,,,,Minneapolis Auditorium,
Sun Dec 28 1952,Indianapolis Olympians,73,Syracuse Nationals,84,Box Score,,,,Onondaga War Memorial,
Sun Dec 28 1952,Philadelphia Warriors,54,New York Knicks,72,Box Score,,,,Madison Square Garden (III),
Sun Dec 28 1952,Boston Celtics,89,Fort Wayne Pistons,66,Box Score,,7956,,War Memorial Coliseum,
Tue Dec 30 1952,Minneapolis Lakers,69,Indianapolis Olympians,74,Box Score,,,,Hinkle Fieldhouse,
Tue Dec 30 1952,Syracuse Nationals,93,Rochester Royals,106,Box Score,,,,Edgerton Park Arena,
Wed Dec 31 1952,Syracuse Nationals,87,Boston Celtics,97,Box Score,,2965,,Boston Arena,
Wed Dec 31 1952,Indianapolis Olympians,85,Fort Wayne Pistons,91,Box Score,,,,War Memorial Coliseum,
Wed Dec 31 1952,Rochester Royals,82,Milwaukee Hawks,74,Box Score,,,,War Memorial Coliseum,at Fort Wayne IN
Wed Dec 31 1952,Baltimore Bullets,56,Minneapolis Lakers,82,Box Score,,,,Minneapolis Auditorium,
Thu Jan 1 1953,New York Knicks,108,Philadelphia Warriors,82,Box Score,,,,Convention Hall,
Thu Jan 1 1953,Baltimore Bullets,83,Milwaukee Hawks,81,Box Score,OT,,,Milwaukee Arena,
Thu Jan 1 1953,Fort Wayne Pistons,78,Syracuse Nationals,92,Box Score,,,,Onondaga War Memorial,
Thu Jan 1 1953,Boston Celtics,83,Rochester Royals,81,Box Score,OT,2890,,Edgerton Park Arena,
Fri Jan 2 1953,Baltimore Bullets,66,Indianapolis Olympians,73,Box Score,,,,Hinkle Fieldhouse,
Fri Jan 2 1953,Minneapolis Lakers,74,Milwaukee Hawks,66,Box Score,,,,Chicago Stadium,at Chicago IL
Sat Jan 3 1953,Philadelphia Warriors,77,Baltimore Bullets,81,Box Score,,,,Baltimore Coliseum,
Sat Jan 3 1953,Indianapolis Olympians,63,Boston Celtics,78,Box Score,,14107,,Madison Square Garden (III),at New York NY
Sat Jan 3 1953,Minneapolis Lakers,79,Milwaukee Hawks,75,Box Score,,,,Hibbing Memorial Building,at Hibbing MN
Sat Jan 3 1953,Syracuse Nationals,77,New York Knicks,85,Box Score,OT,,,Madison Square Garden (III),
Sat Jan 3 1953,Fort Wayne Pistons,101,Rochester Royals,106,Box Score,,,,Edgerton Park Arena,
Sun Jan 4 1953,Rochester Royals,80,Minneapolis Lakers,83,Box Score,OT,,,Minneapolis Auditorium,
Sun Jan 4 1953,Baltimore Bullets,68,Syracuse Nationals,93,Box Score,,,,Onondaga War Memorial,
Sun Jan 4 1953,Philadelphia Warriors,68,Fort Wayne Pistons,79,Box Score,,,,War Memorial Coliseum,
Sun Jan 4 1953,New York Knicks,100,Boston Celtics,103,Box Score,,3567,,Boston Arena,
Tue Jan 6 1953,Philadelphia Warriors,76,Indianapolis Olympians,71,Box Score,,,,Hinkle Fieldhouse,
Tue Jan 6 1953,Fort Wayne Pistons,71,Milwaukee Hawks,73,Box Score,,,,Milwaukee Arena,
Tue Jan 6 1953,Rochester Royals,85,Minneapolis Lakers,69,Box Score,,,,Milwaukee Arena,at Milwaukee WI
Wed Jan 7 1953,Syracuse Nationals,114,New York Knicks,93,Box Score,,,,Philadelphia Arena,at Philadelphia PA
Wed Jan 7 1953,Boston Celtics,84,Philadelphia Warriors,82,Box Score,,3500,,Philadelphia Arena,
Thu Jan 8 1953,Minneapolis Lakers,67,Syracuse Nationals,75,Box Score,,,,Onondaga War Memorial,
Thu Jan 8 1953,Milwaukee Hawks,68,New York Knicks,81,Box Score,,,,Madison Square Garden (III),
Thu Jan 8 1953,Rochester Royals,85,Boston Celtics,88,Box Score,OT,9000,,Madison Square Garden (III),at New York NY
Fri Jan 9 1953,Boston Celtics,90,Baltimore Bullets,94,Box Score,,3243,,Worcester Memorial Auditorium,at Worcester MA
Fri Jan 9 1953,New York Knicks,58,Indianapolis Olympians,54,Box Score,,,,Hinkle Fieldhouse,
Sat Jan 10 1953,Boston Celtics,105,Baltimore Bullets,126,Box Score,,3500,,Baltimore Coliseum,
Sat Jan 10 1953,Minneapolis Lakers,84,Fort Wayne Pistons,79,Box Score,,,,St. Paul Auditorium,at Saint Paul MN
Sat Jan 10 1953,Syracuse Nationals,87,Philadelphia Warriors,77,Box Score,,,,Baltimore Coliseum,at Baltimore MD
Sat Jan 10 1953,Milwaukee Hawks,81,Rochester Royals,89,Box Score,,,,Edgerton Park Arena,
Sun Jan 11 1953,Indianapolis Olympians,68,Fort Wayne Pistons,72,Box Score,,,,War Memorial Coliseum,
Sun Jan 11 1953,Philadelphia Warriors,72,Syracuse Nationals,76,Box Score,,,,Onondaga War Memorial,
Sun Jan 11 1953,New York Knicks,79,Minneapolis Lakers,85,Box Score,,,,Minneapolis Auditorium,
Sun Jan 11 1953,Rochester Royals,79,Milwaukee Hawks,83,Box Score,2OT,,,Milwaukee Arena,
Sun Jan 11 1953,Baltimore Bullets,87,Boston Celtics,131,Box Score,,2805,,Boston Arena,
Wed Jan 14 1953,Minneapolis Lakers,112,Baltimore Bullets,104,Box Score,2OT,,,Baltimore Coliseum,
Thu Jan 15 1953,Boston Celtics,85,Fort Wayne Pistons,91,Box Score,,,,War Memorial Coliseum,
Thu Jan 15 1953,Milwaukee Hawks,68,Indianapolis Olympians,75,Box Score,,,,Sheboygan Municipal Auditorium and Armory,at Sheboygan WI
Thu Jan 15 1953,Rochester Royals,85,Syracuse Nationals,109,Box Score,,,,Onondaga War Memorial,
Fri Jan 16 1953,Boston Celtics,100,Milwaukee Hawks,90,Box Score,,3340,,Milwaukee Arena,
Fri Jan 16 1953,Indianapolis Olympians,68,Fort Wayne Pistons,75,Box Score,,,,Milwaukee Arena,at Milwaukee WI
Sat Jan 17 1953,Indianapolis Olympians,66,Baltimore Bullets,82,Box Score,,,,Baltimore Coliseum,
Sat Jan 17 1953,Minneapolis Lakers,101,Rochester Royals,109,Box Score,,,,Edgerton Park Arena,
Sat Jan 17 1953,Philadelphia Warriors,76,New York Knicks,84,Box Score,,,,69th Regiment Armory,
Sun Jan 18 1953,New York Knicks,83,Boston Celtics,99,Box Score,,13909,,Boston Garden,
Sun Jan 18 1953,Rochester Royals,87,Fort Wayne Pistons,90,Box Score,,,,War Memorial Coliseum,
Sun Jan 18 1953,Philadelphia Warriors,74,Indianapolis Olympians,76,Box Score,OT,,,Boston Garden,at Boston MA
Sun Jan 18 1953,Milwaukee Hawks,83,Minneapolis Lakers,70,Box Score,,,,Minneapolis Auditorium,
Sun Jan 18 1953,Baltimore Bullets,84,Syracuse Nationals,103,Box Score,,,,Onondaga War Memorial,
Tue Jan 20 1953,Rochester Royals,59,Indianapolis Olympians,70,Box Score,,,,Hinkle Fieldhouse,
Wed Jan 21 1953,Rochester Royals,89,Baltimore Bullets,82,Box Score,,,,Baltimore Coliseum,
Wed Jan 21 1953,Fort Wayne Pistons,84,Boston Celtics,94,Box Score,,8500,,Boston Garden,
Wed Jan 21 1953,New York Knicks,70,Milwaukee Hawks,72,Box Score,,,,Boston Garden,at Boston MA
Thu Jan 22 1953,New York Knicks,112,Boston Celtics,89,Box Score,,3500,,Convention Hall,at Philadelphia PA
Thu Jan 22 1953,Milwaukee Hawks,106,Philadelphia Warriors,100,Box Score,OT,,,Convention Hall,
Thu Jan 22 1953,Fort Wayne Pistons,75,Syracuse Nationals,87,Box Score,,,,Onondaga War Memorial,
Fri Jan 23 1953,Boston Celtics,85,Indianapolis Olympians,90,Box Score,,6105,,Hinkle Fieldhouse,
Fri Jan 23 1953,Minneapolis Lakers,65,Milwaukee Hawks,67,Box Score,,,,Hinkle Fieldhouse,at Indianapolis IN
Sat Jan 24 1953,Syracuse Nationals,107,Rochester Royals,82,Box Score,,,,Edgerton Park Arena,
Sat Jan 24 1953,Indianapolis Olympians,64,Milwaukee Hawks,72,Box Score,,,,Milwaukee Arena,
Sat Jan 24 1953,Fort Wayne Pistons,76,New York Knicks,82,Box Score,,,,69th Regiment Armory,
Sun Jan 25 1953,Philadelphia Warriors,68,Baltimore Bullets,82,Box Score,,,,Baltimore Coliseum,
Sun Jan 25 1953,Milwaukee Hawks,62,Fort Wayne Pistons,65,Box Score,,,,War Memorial Coliseum,
Sun Jan 25 1953,Boston Celtics,82,Minneapolis Lakers,87,Box Score,,6144,,Minneapolis Auditorium,
Sun Jan 25 1953,New York Knicks,97,Syracuse Nationals,62,Box Score,,,,Onondaga War Memorial,
Tue Jan 27 1953,Milwaukee Hawks,58,Boston Celtics,80,Box Score,,4024,,Hinkle Fieldhouse,at Indianapolis IN
Tue Jan 27 1953,Minneapolis Lakers,96,Fort Wayne Pistons,76,Box Score,,,,War Memorial Coliseum,at Grand Forks ND
Tue Jan 27 1953,Syracuse Nationals,72,Indianapolis Olympians,76,Box Score,,,,University of North Dakota Fieldhouse,
Tue Jan 27 1953,New York Knicks,74,Rochester Royals,72,Box Score,,,,Edgerton Park Arena,
Wed Jan 28 1953,Milwaukee Hawks,84,Baltimore Bullets,83,Box Score,,,,Baltimore Coliseum,
Thu Jan 29 1953,Milwaukee Hawks,70,Baltimore Bullets,67,Box Score,,,,Philadelphia Arena,at Philadelphia PA
Thu Jan 29 1953,Boston Celtics,98,Fort Wayne Pistons,111,Box Score,,,,War Memorial Coliseum,
Thu Jan 29 1953,Syracuse Nationals,83,Minneapolis Lakers,65,Box Score,,,,Minneapolis Auditorium,
Thu Jan 29 1953,New York Knicks,72,Philadelphia Warriors,61,Box Score,,,,Philadelphia Arena,
Fri Jan 30 1953,Rochester Royals,70,Fort Wayne Pistons,68,Box Score,OT,,,Milwaukee Arena,at Milwaukee WI
Fri Jan 30 1953,Syracuse Nationals,68,Milwaukee Hawks,84,Box Score,,,,Milwaukee Arena,
Sat Jan 31 1953,Indianapolis Olympians,90,Baltimore Bullets,97,Box Score,,,,Baltimore Coliseum,
Sat Jan 31 1953,Fort Wayne Pistons,80,Minneapolis Lakers,87,Box Score,,,,Minneapolis Auditorium,
Sat Jan 31 1953,Boston Celtics,69,New York Knicks,76,Box Score,,5200,,69th Regiment Armory,
Sat Jan 31 1953,Philadelphia Warriors,83,Rochester Royals,103,Box Score,,,,Edgerton Park Arena,
Sun Feb 1 1953,Minneapolis Lakers,92,Fort Wayne Pistons,76,Box Score,,,,War Memorial Coliseum,
Sun Feb 1 1953,Philadelphia Warriors,85,New York Knicks,90,Box Score,,,,Boston Garden,at Boston MA
Sun Feb 1 1953,Baltimore Bullets,79,Syracuse Nationals,94,Box Score,,,,Onondaga War Memorial,
Sun Feb 1 1953,Rochester Royals,109,Boston Celtics,86,Box Score,,9736,,Boston Garden,
Mon Feb 2 1953,Syracuse Nationals,98,Baltimore Bullets,77,Box Score,,,,Buffalo Memorial Auditorium,at Buffalo NY
Mon Feb 2 1953,Rochester Royals,80,Milwaukee Hawks,78,Box Score,OT,,,Buffalo Memorial Auditorium,at Buffalo NY
Tue Feb 3 1953,Minneapolis Lakers,93,Indianapolis Olympians,96,Box Score,3OT,,,Hinkle Fieldhouse,
Tue Feb 3 1953,New York Knicks,76,Milwaukee Hawks,69,Box Score,,,,Hinkle Fieldhouse,at Indianapolis IN
Tue Feb 3 1953,Baltimore Bullets,82,Rochester Royals,109,Box Score,,,,Edgerton Park Arena,
Wed Feb 4 1953,Syracuse Nationals,92,Boston Celtics,105,Box Score,,5179,,Boston Garden,
Wed Feb 4 1953,Philadelphia Warriors,96,Baltimore Bullets,88,Box Score,,,,Boston Garden,at Boston MA
Thu Feb 5 1953,Indianapolis Olympians,63,Fort Wayne Pistons,68,Box Score,,,,War Memorial Coliseum,
Thu Feb 5 1953,New York Knicks,73,Minneapolis Lakers,81,Box Score,,,,Minneapolis Auditorium,
Thu Feb 5 1953,Rochester Royals,79,Syracuse Nationals,83,Box Score,OT,,,Onondaga War Memorial,
