date,season,week,season_type,away_team,away_conference,home_team,home_conference,away_points,home_points,neutral,conference_game,venue,notes
2003-09-13,2003,4,regular,Geneva,,La Salle,Metro Atlantic Athletic,37,20,TRUE,FALSE,,
2003-09-13,2003,4,regular,Fordham,Patriot,Lehigh,Patriot,16,23,FALSE,TRUE,Goodman Stadium,
2003-09-13,2003,4,regular,Robert Morris,NEC,Monmouth,NEC,10,17,TRUE,TRUE,Kessler Field,
2003-09-13,2003,4,regular,South Carolina State,MEAC,Morgan State,MEAC,27,21,FALSE,TRUE,Hughes Stadium,
2003-09-13,2003,4,regular,St. Francis (PA),NEC,Sacred Heart,NEC,12,37,FALSE,TRUE,Campus Field,
2003-09-13,2003,4,regular,William & Mary,Atlantic 10,VMI,Big South,34,24,FALSE,FALSE,Alumni Memorial Field,
2003-09-13,2003,4,regular,Louisville,Conference USA,Syracuse,Big East,30,20,FALSE,FALSE,JMA Wireless Dome,
2003-09-13,2003,4,regular,Presbyterian,FCS Independents,Charleston Southern,Big South,17,14,TRUE,FALSE,,
2003-09-13,2003,4,regular,Eastern Illinois,OVC,Missouri,Big 12,0,37,FALSE,FALSE,Memorial Stadium,
2003-09-13,2003,4,regular,North Texas,Sun Belt,Air Force,Mountain West,21,34,FALSE,FALSE,Falcon Stadium,
2003-09-13,2003,4,regular,Virginia,ACC,Western Michigan,Mid-American,59,16,FALSE,FALSE,Waldo Stadium,
2003-09-13,2003,4,regular,Massachusetts,Atlantic 10,Kansas State,Big 12,7,38,FALSE,FALSE,Bill Snyder Family Stadium,
2003-09-13,2003,4,regular,Weber State,Big Sky,Colorado State,Mountain West,7,31,FALSE,FALSE,Sonny Lubick Field at Hughes Stadium,
2003-09-13,2003,4,regular,Minnesota,Big Ten,Ohio,Mid-American,42,20,FALSE,FALSE,Peden Stadium,
2003-09-13,2003,4,regular,Sam Houston,Southland,Montana,Big Sky,14,38,FALSE,FALSE,Washington-Grizzly Stadium,
2003-09-13,2003,4,regular,Washington State,Pac-10,Colorado,Big 12,47,26,FALSE,FALSE,Folsom Field,
2003-09-13,2003,4,regular,South Carolina,SEC,Georgia,SEC,7,31,FALSE,TRUE,Sanford Stadium,
2003-09-13,2003,4,regular,Notre Dame,FBS Independents,Michigan,Big Ten,0,38,FALSE,FALSE,Michigan Stadium,
2003-09-13,2003,4,regular,Fresno State,Western Athletic,Oklahoma,Big 12,28,52,FALSE,FALSE,"Memorial Stadium (Norman, OK)",
2003-09-13,2003,4,regular,Rutgers,Big East,Army,Conference USA,36,21,FALSE,FALSE,Michie Stadium,
2003-09-13,2003,4,regular,Hawai'i,Western Athletic,USC,Pac-10,32,61,FALSE,FALSE,Los Angeles Memorial Coliseum,
2003-09-13,2003,4,regular,Humboldt State,,St. Mary's (CA),FCS Independents,20,6,TRUE,FALSE,,
2003-09-13,2003,4,regular,Kansas,Big 12,Wyoming,Mountain West,42,35,FALSE,FALSE,War Memorial Stadium,
2003-09-13,2003,4,regular,Middle Tennessee,Sun Belt,Clemson,ACC,14,37,FALSE,FALSE,"Memorial Stadium (Clemson, SC)",
2003-09-13,2003,4,regular,Florida A&M,,Florida,SEC,3,63,TRUE,FALSE,,
2003-09-13,2003,4,regular,The Citadel,Southern,Maryland,ACC,0,61,FALSE,FALSE,SECU Stadium,
2003-09-13,2003,4,regular,Rice,Western Athletic,Duke,ACC,24,27,FALSE,FALSE,Wallace Wade Stadium,
2003-09-13,2003,4,regular,Liberty,Big South,Bowling Green,Mid-American,3,62,FALSE,FALSE,Doyt L. Perry Stadium,
2003-09-13,2003,4,regular,Tennessee Tech,OVC,Chattanooga,Southern,35,10,FALSE,FALSE,Finley Stadium,
2003-09-13,2003,4,regular,Florida International,FCS Independents,Maine,Atlantic 10,14,24,FALSE,FALSE,Alfond Stadium,AT PORTLAND ME
2003-09-13,2003,4,regular,Eastern Michigan,Mid-American,Akron,Mid-American,17,24,FALSE,TRUE,,
2003-09-13,2003,4,regular,Colgate,Patriot,Buffalo,Mid-American,38,15,FALSE,FALSE,UB Stadium,
2003-09-13,2003,4,regular,UAlbany,NEC,Central Connecticut,NEC,28,10,FALSE,TRUE,Arute Field,
2003-09-13,2003,4,regular,Florida Atlantic,FCS Independents,UCF,Mid-American,29,33,TRUE,FALSE,,
2003-09-13,2003,4,regular,Webber International,,Gardner-Webb,Big South,10,52,FALSE,FALSE,Ernest W. Spangler Stadium,
2003-09-13,2003,4,regular,Youngstown State,MVFC,Kent State,Mid-American,13,16,FALSE,FALSE,Dix Stadium,
2003-09-13,2003,4,regular,Siena,Metro Atlantic Athletic,Stony Brook,NEC,3,31,FALSE,FALSE,Kenneth P. LaValle Stadium,
2003-09-13,2003,4,regular,Johnson C Smith,,Western Carolina,Southern,0,45,FALSE,FALSE,E. J. Whitmire Stadium,
2003-09-13,2003,4,regular,New Mexico State,Sun Belt,Oregon State,Pac-10,16,28,FALSE,FALSE,Reser Stadium,
2003-09-13,2003,4,regular,Troy,FBS Independents,UAB,Conference USA,20,9,FALSE,FALSE,Legion Field,
2003-09-13,2003,4,regular,Richmond,Atlantic 10,Delaware,Atlantic 10,14,44,FALSE,TRUE,Delaware Stadium,
2003-09-13,2003,4,regular,Murray State,OVC,Southern Illinois,MVFC,7,32,TRUE,FALSE,,
2003-09-13,2003,4,regular,Indiana State,MVFC,Indiana,Big Ten,3,33,FALSE,FALSE,"Memorial Stadium (Bloomington, IN)",
2003-09-13,2003,4,regular,UL Monroe,Sun Belt,Ole Miss,SEC,14,59,FALSE,FALSE,Vaught-Hemingway Stadium,
2003-09-13,2003,4,regular,Missouri State,MVFC,Oklahoma State,Big 12,3,42,FALSE,FALSE,Boone Pickens Stadium,
2003-09-13,2003,4,regular,Texas State,Southland,Tulsa,Western Athletic,15,41,TRUE,FALSE,,
2003-09-13,2003,4,regular,SMU,Western Athletic,Baylor,Big 12,7,10,FALSE,FALSE,Floyd Casey Stadium,
2003-09-13,2003,4,regular,Morehead State,Pioneer,Coastal Carolina,Big South,31,6,FALSE,FALSE,Brooks Stadium (SC),
2003-09-13,2003,4,regular,Southeast Missouri State,OVC,Arkansas State,Sun Belt,3,21,TRUE,FALSE,,
2003-09-13,2003,4,regular,Butler,Pioneer,Duquesne,Metro Atlantic Athletic,0,49,FALSE,FALSE,Arthur J. Rooney Athletic Field,
2003-09-13,2003,4,regular,Elon,Southern,Hofstra,Atlantic 10,25,23,TRUE,FALSE,,
2003-09-13,2003,4,regular,East Carolina,Conference USA,Miami,Big East,3,38,FALSE,FALSE,,
2003-09-13,2003,4,regular,Delaware State,MEAC,Northwestern State,Southland,6,43,FALSE,FALSE,Harry Turpin Stadium,
2003-09-13,2003,4,regular,Norfolk State,MEAC,Savannah St,FCS Independents,7,3,FALSE,FALSE,Ted Wright Stadium,
2003-09-13,2003,4,regular,Memphis,Conference USA,Southern Miss,Conference USA,6,23,FALSE,TRUE,M. M. Roberts Stadium,
2003-09-13,2003,4,regular,Boise State,Western Athletic,Idaho,Sun Belt,24,10,FALSE,FALSE,Kibbie Dome,
2003-09-13,2003,4,regular,Kentucky,SEC,Alabama,SEC,17,27,FALSE,TRUE,Bryant-Denny Stadium,
2003-09-14,2003,4,regular,Illinois,Big Ten,UCLA,Pac-10,3,6,FALSE,TRUE,Rose Bowl,
2003-09-14,2003,4,regular,Georgia Tech,ACC,Florida State,ACC,13,14,FALSE,TRUE,Doak Campbell Stadium,
2003-09-14,2003,4,regular,North Alabama,,Jacksonville State,OVC,28,16,TRUE,FALSE,,
2003-09-14,2003,4,regular,Western Illinois,MVFC,LSU,SEC,7,35,FALSE,FALSE,Tiger Stadium (LA),
2003-09-14,2003,4,regular,Penn State,Big Ten,Nebraska,Big 12,10,18,FALSE,FALSE,"Memorial Stadium (Lincoln, NE)",
2003-09-14,2003,4,regular,BYU,Mountain West,New Mexico,Mountain West,10,7,FALSE,TRUE,University Stadium (NM),
2003-09-14,2003,4,regular,Houston,Conference USA,Louisiana,Sun Belt,21,14,FALSE,FALSE,Cajun Field,
2003-09-14,2003,4,regular,SE Louisiana,FCS Independents,Henderson State,,35,41,TRUE,FALSE,,
2003-09-14,2003,4,regular,Truman State,,Illinois State,MVFC,6,49,FALSE,FALSE,Hancock Stadium,
2003-09-14,2003,4,regular,Tennessee State,OVC,Jackson State,SWAC,44,14,FALSE,FALSE,Nissan Stadium,
2003-09-14,2003,4,regular,Georgia Southern,Southern,McNeese,Southland,15,34,FALSE,FALSE,Cowboy Stadium,
2003-09-14,2003,4,regular,Mississippi State,SEC,Tulane,Conference USA,28,31,FALSE,FALSE,Caesars Superdome,
2003-09-14,2003,4,regular,Northern Colorado,FCS Independents,Idaho State,Big Sky,33,42,FALSE,FALSE,Holt Arena,
2003-09-14,2003,4,regular,Sacramento State,Big Sky,Cal Poly,FCS Independents,17,31,TRUE,FALSE,Mustang Stadium,
2003-09-14,2003,4,regular,Stephen F. Austin,Southland,Southern Utah,FCS Independents,21,22,FALSE,FALSE,Eccles Coliseum,
2003-09-14,2003,4,regular,Southern,SWAC,North Carolina A&T,MEAC,35,16,TRUE,FALSE,Sam Boyd Stadium,
2003-09-14,2003,4,regular,Nicholls,Southland,Portland State,Big Sky,37,44,TRUE,FALSE,,
2003-09-14,2003,4,regular,San Diego State,Mountain West,UTEP,Western Athletic,34,0,FALSE,FALSE,Sun Bowl,
2003-09-14,2003,4,regular,Utah State,Sun Belt,Arizona State,Pac-10,16,26,FALSE,FALSE,Mountain America Stadium,
2003-09-14,2003,4,regular,Oregon,Pac-10,Arizona,Pac-10,48,10,FALSE,TRUE,Arizona Stadium,
2003-09-18,2003,5,regular,Texas A&M,Big 12,Virginia Tech,Big East,19,35,FALSE,FALSE,Lane Stadium,
2003-09-18,2003,5,regular,Northern Iowa,MVFC,Stephen F. Austin,Southland,38,24,FALSE,FALSE,Homer Bryce Stadium,
2003-09-19,2003,5,regular,Nevada,Western Athletic,San José State,Western Athletic,42,30,FALSE,TRUE,CEFCU Stadium,
2003-09-20,2003,5,regular,Hawai'i,Western Athletic,UNLV,Mountain West,22,33,FALSE,FALSE,Sam Boyd Stadium,
2003-09-20,2003,5,regular,Tennessee,SEC,Florida,SEC,24,10,FALSE,TRUE,,
2003-09-20,2003,5,regular,Texas Tech,Big 12,NC State,ACC,21,49,FALSE,FALSE,Carter-Finley Stadium,
2003-09-20,2003,5,regular,UCF,Mid-American,Syracuse,Big East,14,38,FALSE,FALSE,JMA Wireless Dome,
2003-09-20,2003,5,regular,New Hampshire,Atlantic 10,Rhode Island,Atlantic 10,40,55,FALSE,TRUE,Meade Stadium,
2003-09-20,2003,5,regular,North Carolina,ACC,Wisconsin,Big Ten,27,38,FALSE,TRUE,Camp Randall Stadium,
2003-09-20,2003,5,regular,Bowling Green,Mid-American,Ohio State,Big Ten,17,24,FALSE,FALSE,Ohio Stadium,
2003-09-20,2003,5,regular,California,Pac-10,Illinois,Big Ten,31,24,FALSE,TRUE,"Memorial Stadium (Champaign, IL)",
2003-09-20,2003,5,regular,Columbia,Ivy,Fordham,Patriot,30,37,TRUE,FALSE,,
2003-09-20,2003,5,regular,William & Mary,Atlantic 10,Northeastern,Atlantic 10,14,48,TRUE,TRUE,,
2003-09-20,2003,5,regular,Colgate,Patriot,Dartmouth,Ivy,31,9,FALSE,FALSE,Memorial Field,
2003-09-20,2003,5,regular,Coastal Carolina,Big South,Jacksonville,Pioneer,9,14,TRUE,FALSE,D. B. Milne Field,
2003-09-20,2003,5,regular,Marshall,Mid-American,Kansas State,Big 12,27,20,FALSE,FALSE,Bill Snyder Family Stadium,
2003-09-20,2003,5,regular,Towson,Patriot,Yale,Ivy,28,62,FALSE,FALSE,Yale Bowl,
2003-09-20,2003,5,regular,Monmouth,NEC,Georgetown,Patriot,12,10,FALSE,FALSE,Cooper Field,
2003-09-20,2003,5,regular,Harvard,Ivy,Holy Cross,Patriot,43,23,FALSE,FALSE,Fitton Field,
2003-09-20,2003,5,regular,Bucknell,Patriot,Cornell,Ivy,19,21,FALSE,FALSE,Schoellkopf Field,
2003-09-20,2003,5,regular,Kent State,Mid-American,Penn State,Big Ten,10,32,FALSE,FALSE,Beaver Stadium,
2003-09-20,2003,5,regular,Pace,,Iona,Metro Atlantic Athletic,22,29,TRUE,FALSE,,
2003-09-20,2003,5,regular,Brown,Ivy,UAlbany,NEC,21,3,TRUE,FALSE,University Field (NY),
2003-09-20,2003,5,regular,Arizona,Pac-10,Purdue,Big Ten,7,59,FALSE,TRUE,Ross-Ade Stadium,
2003-09-20,2003,5,regular,Robert Morris,NEC,St. Peter's,Metro Atlantic Athletic,31,24,TRUE,FALSE,John F. Kennedy Stadium,
2003-09-20,2003,5,regular,St. Francis (PA),NEC,Valparaiso,Pioneer,6,38,FALSE,FALSE,Brown Field,
2003-09-20,2003,5,regular,Norfolk State,MEAC,VMI,Big South,9,34,FALSE,FALSE,Alumni Memorial Field,
2003-09-20,2003,5,regular,West Virginia State,,Charleston Southern,Big South,42,49,TRUE,FALSE,,
2003-09-20,2003,5,regular,Tuskegee,,Hampton,MEAC,0,53,TRUE,FALSE,,
2003-09-20,2003,5,regular,Kentucky Wesleyan,,Liberty,Big South,7,47,FALSE,FALSE,Williams Stadium (VA),
2003-09-20,2003,5,regular,Eastern Michigan,Mid-American,Navy,FBS Independents,7,39,FALSE,FALSE,Navy-Marine Corps Memorial Stadium,
2003-09-20,2003,5,regular,Middle Tennessee,Sun Belt,Missouri,Big 12,40,41,FALSE,FALSE,Memorial Stadium,
2003-09-20,2003,5,regular,Northwestern,Big Ten,Duke,ACC,28,10,FALSE,TRUE,Wallace Wade Stadium,
2003-09-20,2003,5,regular,Wyoming,Mountain West,Air Force,Mountain West,29,35,FALSE,TRUE,Falcon Stadium,
2003-09-20,2003,5,regular,Morehead State,Pioneer,App State,Southern,21,24,FALSE,FALSE,Kidd Brewer Stadium,
2003-09-20,2003,5,regular,Central Michigan,Mid-American,Ball State,Mid-American,14,27,FALSE,TRUE,Scheumann Stadium,
2003-09-20,2003,5,regular,East Tennessee State,Southern,Elon,Southern,0,14,FALSE,TRUE,Rhodes Stadium,
2003-09-20,2003,5,regular,Minnesota State Mankato,,Northern Colorado,FCS Independents,7,35,FALSE,FALSE,Nottingham Field,
2003-09-20,2003,5,regular,Michigan State,Big Ten,Notre Dame,FBS Independents,22,16,FALSE,FALSE,Notre Dame Stadium,
2003-09-20,2003,5,regular,Illinois State,MVFC,Eastern Illinois,OVC,21,14,FALSE,FALSE,O'Brien Stadium,
2003-09-20,2003,5,regular,Miami (OH),Mid-American,Colorado State,Mountain West,41,21,FALSE,FALSE,Sonny Lubick Field at Hughes Stadium,
2003-09-20,2003,5,regular,Tennessee State,OVC,Florida A&M,,7,10,TRUE,FALSE,Georgia Dome,AT ATLANTA GA
2003-09-20,2003,5,regular,UTEP,Western Athletic,Louisville,Conference USA,14,42,FALSE,FALSE,L&N Federal Credit Union Stadium,
2003-09-20,2003,5,regular,Colorado,Big 12,Florida State,ACC,7,47,FALSE,FALSE,Doak Campbell Stadium,
2003-09-20,2003,5,regular,Georgia,SEC,LSU,SEC,10,17,FALSE,TRUE,Tiger Stadium (LA),
2003-09-20,2003,5,regular,UCLA,Pac-10,Oklahoma,Big 12,24,59,FALSE,FALSE,"Memorial Stadium (Norman, OK)",
2003-09-20,2003,5,regular,Idaho,Sun Belt,Washington,Pac-10,14,45,FALSE,FALSE,Husky Stadium,
2003-09-20,2003,5,regular,Tulane,Conference USA,Army,Conference USA,50,33,FALSE,TRUE,Michie Stadium,
2003-09-20,2003,5,regular,Michigan,Big Ten,Oregon,Pac-10,27,31,FALSE,TRUE,Autzen Stadium,
2003-09-20,2003,5,regular,The Citadel,Southern,Western Carolina,Southern,21,28,FALSE,TRUE,E. J. Whitmire Stadium,
2003-09-20,2003,5,regular,Savannah St,FCS Independents,South Carolina State,MEAC,0,53,TRUE,FALSE,,
2003-09-20,2003,5,regular,La Salle,Metro Atlantic Athletic,College Of New Jersey,,28,27,TRUE,FALSE,,
2003-09-20,2003,5,regular,Kentucky,SEC,Indiana,Big Ten,34,17,FALSE,FALSE,"Memorial Stadium (Bloomington, IN)",
2003-09-20,2003,5,regular,New Mexico,Mountain West,Washington State,Pac-10,13,23,FALSE,TRUE,Gesa Field,
2003-09-20,2003,5,regular,Duquesne,Metro Atlantic Athletic,Pennsylvania,Ivy,10,51,FALSE,FALSE,Franklin Field,
2003-09-20,2003,5,regular,Hofstra,Atlantic 10,James Madison,Atlantic 10,20,23,FALSE,TRUE,Bridgeforth Stadium,
2003-09-20,2003,5,regular,Massachusetts,Atlantic 10,Maine,Atlantic 10,24,16,FALSE,TRUE,Alfond Stadium,
2003-09-20,2003,5,regular,UConn,FBS Independents,Buffalo,Mid-American,38,7,FALSE,FALSE,UB Stadium,
2003-09-20,2003,5,regular,Sacred Heart,NEC,Central Connecticut,NEC,27,24,FALSE,TRUE,Arute Field,
2003-09-20,2003,5,regular,Bethune-Cookman,MEAC,Florida International,FCS Independents,24,14,FALSE,FALSE,FIU Stadium,
2003-09-20,2003,5,regular,Chattanooga,Southern,Gardner-Webb,Big South,13,23,FALSE,FALSE,Ernest W. Spangler Stadium,
2003-09-20,2003,5,regular,Arizona State,Pac-10,Iowa,Big Ten,2,21,FALSE,TRUE,Kinnick Stadium,
2003-09-20,2003,5,regular,Delaware State,MEAC,North Carolina Central,FCS Independents,14,21,TRUE,FALSE,,
2003-09-20,2003,5,regular,Wagner,NEC,Stony Brook,NEC,21,28,FALSE,TRUE,Kenneth P. LaValle Stadium,
2003-09-20,2003,5,regular,West Virginia,Big East,Maryland,ACC,7,34,FALSE,FALSE,SECU Stadium,
2003-09-20,2003,5,regular,East Carolina,Conference USA,Wake Forest,ACC,16,34,FALSE,TRUE,,
2003-09-20,2003,5,regular,Stanford,Pac-10,BYU,Mountain West,18,14,FALSE,TRUE,LaVell Edwards Stadium,
2003-09-20,2003,5,regular,North Texas,Sun Belt,Arkansas,SEC,7,31,FALSE,FALSE,,
2003-09-20,2003,5,regular,West Chester,,Delaware,Atlantic 10,7,49,FALSE,FALSE,Delaware Stadium,
2003-09-20,2003,5,regular,Clemson,ACC,Georgia Tech,ACC,39,3,FALSE,TRUE,Bobby Dodd Stadium,
2003-09-20,2003,5,regular,Indiana State,MVFC,Murray State,OVC,17,10,FALSE,FALSE,Roy Stewart Stadium,
2003-09-20,2003,5,regular,Lehigh,Patriot,Princeton,Ivy,28,13,FALSE,FALSE,Princeton University Stadium,
2003-09-20,2003,5,regular,Arkansas State,Sun Belt,Tulsa,Western Athletic,7,54,FALSE,FALSE,,
2003-09-20,2003,5,regular,Boise State,Western Athletic,Oregon State,Pac-10,24,26,FALSE,FALSE,Reser Stadium,
2003-09-20,2003,5,regular,Richmond,Atlantic 10,Furman,Southern,17,31,FALSE,FALSE,Paladin Stadium,
2003-09-20,2003,5,regular,Sam Houston,Southland,Baylor,Big 12,6,27,TRUE,FALSE,Floyd Casey Stadium,
2003-09-20,2003,5,regular,UC Davis,Great West,Texas State,Southland,32,34,FALSE,FALSE,Bobcat Stadium (TX),
2003-09-20,2003,5,regular,Northern Illinois,Mid-American,Alabama,SEC,19,16,FALSE,FALSE,Bryant-Denny Stadium,
2003-09-20,2003,5,regular,Howard,MEAC,Akron,Mid-American,7,65,TRUE,FALSE,,
2003-09-20,2003,5,regular,Temple,Big East,Cincinnati,Conference USA,24,30,FALSE,FALSE,Nippert Stadium,
2003-09-20,2003,5,regular,Jacksonville State,OVC,Kansas,Big 12,6,41,FALSE,FALSE,Memorial Stadium,
2003-09-20,2003,5,regular,Siena,Metro Atlantic Athletic,Marist,Metro Atlantic Athletic,14,28,FALSE,TRUE,Leonidoff Field,
2003-09-20,2003,5,regular,Missouri State,MVFC,Southeast Missouri State,OVC,17,10,TRUE,FALSE,Houck Stadium,
2003-09-20,2003,5,regular,Oklahoma State,Big 12,SMU,Western Athletic,52,6,FALSE,FALSE,Gerald J. Ford Stadium,
2003-09-20,2003,5,regular,UAB,Conference USA,South Carolina,SEC,10,42,FALSE,FALSE,Williams-Brice Stadium,
2003-09-20,2003,5,regular,Vanderbilt,SEC,TCU,Conference USA,14,30,FALSE,FALSE,Amon G. Carter Stadium,
2003-09-20,2003,5,regular,Pittsburgh,Big East,Toledo,Mid-American,31,35,FALSE,FALSE,Glass Bowl,
2003-09-20,2003,5,regular,SE Louisiana,FCS Independents,Troy,FBS Independents,0,28,FALSE,FALSE,Veterans Memorial Stadium (AL),
2003-09-20,2003,5,regular,Georgia Southern,Southern,Wofford,Southern,14,20,FALSE,TRUE,Gibbs Stadium,
2003-09-20,2003,5,regular,Florida Atlantic,FCS Independents,Youngstown State,MVFC,13,6,FALSE,FALSE,Stambaugh Stadium,
2003-09-20,2003,5,regular,Samford,OVC,San Diego State,Mountain West,17,37,TRUE,FALSE,Qualcomm Stadium,
2003-09-20,2003,5,regular,UT Martin,OVC,Western Illinois,MVFC,0,56,FALSE,FALSE,Hanson Field,
2003-09-20,2003,5,regular,McNeese,Southland,Grambling,SWAC,31,20,FALSE,FALSE,Eddie Robinson Stadium,
2003-09-20,2003,5,regular,Miami,Big East,Boston College,Big East,33,14,FALSE,TRUE,"Alumni Stadium (Chestnut Hill, MA)",
2003-09-21,2003,5,regular,Eastern Kentucky,OVC,Western Kentucky,MVFC,3,36,FALSE,FALSE,Houchens Industries-L.T. Smith Stadium,
2003-09-21,2003,5,regular,Louisiana,Sun Belt,Minnesota,Big Ten,14,48,FALSE,FALSE,,
2003-09-21,2003,5,regular,Mississippi State,SEC,Houston,Conference USA,35,42,FALSE,FALSE,Robertson Stadium,
2003-09-21,2003,5,regular,Northwestern State,Southland,UL Monroe,Sun Belt,14,10,FALSE,FALSE,Malone Stadium,
2003-09-21,2003,5,regular,Nicholls,Southland,Texas A&M-Kingsville,,26,27,TRUE,FALSE,,
2003-09-21,2003,5,regular,Montana State,Big Sky,Cal Poly,FCS Independents,21,24,TRUE,FALSE,Mustang Stadium,
2003-09-21,2003,5,regular,Southern Utah,FCS Independents,Eastern Washington,Big Sky,21,49,FALSE,FALSE,Roos Field,
2003-09-21,2003,5,regular,Texas,Big 12,Rice,Western Athletic,48,7,FALSE,FALSE,,
2003-09-21,2003,5,regular,Louisiana Tech,Western Athletic,Fresno State,Western Athletic,6,16,FALSE,TRUE,Valley Children's Stadium,
2003-09-25,2003,6,regular,Coastal Carolina,Big South,North Greenville,,49,39,TRUE,FALSE,,
2003-09-25,2003,6,regular,Nebraska,Big 12,Southern Miss,Conference USA,38,14,FALSE,FALSE,M. M. Roberts Stadium,
2003-09-27,2003,6,regular,Brown,Ivy,Harvard,Ivy,14,52,FALSE,TRUE,Harvard Stadium,
2003-09-27,2003,6,regular,Indiana,Big Ten,Michigan,Big Ten,17,31,FALSE,TRUE,Michigan Stadium,
2003-09-27,2003,6,regular,Dartmouth,Ivy,New Hampshire,Atlantic 10,17,42,FALSE,FALSE,Wildcat Stadium,
2003-09-27,2003,6,regular,Minnesota,Big Ten,Penn State,Big Ten,20,14,FALSE,TRUE,Beaver Stadium,
2003-09-27,2003,6,regular,UConn,FBS Independents,Virginia Tech,Big East,13,47,FALSE,FALSE,Lane Stadium,
2003-09-27,2003,6,regular,Iowa,Big Ten,Michigan State,Big Ten,10,20,FALSE,TRUE,Spartan Stadium,
2003-09-27,2003,6,regular,Northwestern,Big Ten,Ohio State,Big Ten,0,20,FALSE,TRUE,Ohio Stadium,
2003-09-27,2003,6,regular,Florida,SEC,Kentucky,SEC,24,21,FALSE,TRUE,Kroger Field,
2003-09-27,2003,6,regular,Northeastern,Atlantic 10,Villanova,Atlantic 10,7,28,FALSE,TRUE,Villanova Stadium,
2003-09-27,2003,6,regular,Delaware,Atlantic 10,Hofstra,Atlantic 10,24,14,TRUE,TRUE,,
2003-09-27,2003,6,regular,Missouri,Big 12,Kansas,Big 12,14,35,FALSE,TRUE,Memorial Stadium,
2003-09-27,2003,6,regular,Cornell,Ivy,Yale,Ivy,7,21,FALSE,TRUE,Yale Bowl,
2003-09-27,2003,6,regular,Ball State,Mid-American,Boston College,Big East,29,53,FALSE,FALSE,"Alumni Stadium (Chestnut Hill, MA)",
2003-09-27,2003,6,regular,James Madison,Atlantic 10,Massachusetts,Atlantic 10,26,31,TRUE,TRUE,,
2003-09-27,2003,6,regular,Princeton,Ivy,Lafayette,Patriot,13,28,FALSE,FALSE,Fisher Field,
2003-09-27,2003,6,regular,South Florida,Conference USA,Army,Conference USA,28,0,FALSE,TRUE,Michie Stadium,
2003-09-27,2003,6,regular,Sacred Heart,NEC,UAlbany,NEC,7,42,TRUE,TRUE,University Field (NY),
2003-09-27,2003,6,regular,Towson,Patriot,Colgate,Patriot,7,26,FALSE,TRUE,Andy Kerr Stadium,
2003-09-27,2003,6,regular,Western Carolina,Southern,East Tennessee State,Southern,28,21,TRUE,TRUE,,
2003-09-27,2003,6,regular,Pennsylvania,Ivy,Lehigh,Patriot,31,24,FALSE,FALSE,Goodman Stadium,
2003-09-27,2003,6,regular,Central Connecticut,NEC,Siena,Metro Atlantic Athletic,28,10,TRUE,FALSE,,
2003-09-27,2003,6,regular,Georgetown,Patriot,VMI,Big South,14,42,FALSE,FALSE,Alumni Memorial Field,
2003-09-27,2003,6,regular,Marist,Metro Atlantic Athletic,Wagner,NEC,24,13,FALSE,FALSE,Wagner College Stadium,
2003-09-27,2003,6,regular,Iona,Metro Atlantic Athletic,Montclair State,,21,23,TRUE,FALSE,,
2003-09-27,2003,6,regular,Greeneville,,Charleston Southern,Big South,58,7,TRUE,FALSE,,
2003-09-27,2003,6,regular,St. Francis (PA),NEC,Robert Morris,NEC,6,36,TRUE,TRUE,,
2003-09-27,2003,6,regular,North Carolina,ACC,NC State,ACC,34,47,FALSE,TRUE,Carter-Finley Stadium,
2003-09-27,2003,6,regular,Cincinnati,Conference USA,Miami (OH),Mid-American,37,42,FALSE,FALSE,Yager Stadium,
2003-09-27,2003,6,regular,Gardner-Webb,Big South,Furman,Southern,0,45,FALSE,FALSE,Paladin Stadium,
2003-09-27,2003,6,regular,Arkansas State,Sun Belt,Memphis,Conference USA,16,38,FALSE,FALSE,Simmons Bank Liberty Stadium,
2003-09-27,2003,6,regular,UCF,Mid-American,Kent State,Mid-American,16,36,FALSE,TRUE,Dix Stadium,
2003-09-27,2003,6,regular,Hampton,MEAC,Morgan State,MEAC,24,21,TRUE,TRUE,,
2003-09-27,2003,6,regular,App State,Southern,The Citadel,Southern,21,24,TRUE,TRUE,,
2003-09-27,2003,6,regular,Eastern Illinois,OVC,Indiana State,MVFC,7,23,FALSE,FALSE,Memorial Stadium,
2003-09-27,2003,6,regular,Florida Atlantic,FCS Independents,Illinois State,MVFC,28,10,FALSE,FALSE,Hancock Stadium,
2003-09-27,2003,6,regular,Temple,Big East,Louisville,Conference USA,12,21,FALSE,FALSE,L&N Federal Credit Union Stadium,
2003-09-27,2003,6,regular,Northern Colorado,FCS Independents,Montana State,Big Sky,14,10,FALSE,FALSE,Bobcat Stadium,
2003-09-27,2003,6,regular,Air Force,Mountain West,BYU,Mountain West,24,10,FALSE,TRUE,LaVell Edwards Stadium,
2003-09-27,2003,6,regular,Murray State,OVC,Tennessee Tech,OVC,24,49,FALSE,TRUE,Tucker Stadium,
2003-09-27,2003,6,regular,St. Mary's (CA),FCS Independents,Western Washington,,35,42,TRUE,FALSE,,
2003-09-27,2003,6,regular,Idaho,Sun Belt,Montana,Big Sky,28,41,FALSE,FALSE,Washington-Grizzly Stadium,
2003-09-27,2003,6,regular,Pittsburgh,Big East,Texas A&M,Big 12,37,26,FALSE,FALSE,Kyle Field,
2003-09-27,2003,6,regular,Rhode Island,Atlantic 10,Richmond,Atlantic 10,17,13,TRUE,TRUE,,
