date,season,week,season_type,away_team,away_conference,home_team,home_conference,away_points,home_points,neutral,conference_game,venue,notes
2006-09-02,2006,1,regular,East Carolina,Conference USA,Navy,FBS Independents,23,28,FALSE,FALSE,Navy-Marine Corps Memorial Stadium,
2006-09-02,2006,1,regular,California,Pac-10,Tennessee,SEC,18,35,FALSE,FALSE,Neyland Stadium,
2006-09-02,2006,1,regular,Southern Miss,Conference USA,Florida,SEC,7,34,FALSE,FALSE,Ben Hill Griffin Stadium,
2006-09-02,2006,1,regular,Western Michigan,Mid-American,Indiana,Big Ten,20,39,FALSE,FALSE,"Memorial Stadium (Bloomington, IN)",
2006-09-02,2006,1,regular,Morgan State,MEAC,Towson,Atlantic 10,2,30,FALSE,FALSE,Johnny Unitas Stadium,
2006-09-02,2006,1,regular,William & Mary,Atlantic 10,Maryland,ACC,14,27,FALSE,FALSE,SECU Stadium,
2006-09-02,2006,1,regular,Richmond,Atlantic 10,Duke,ACC,13,0,FALSE,FALSE,Wallace Wade Stadium,
2006-09-02,2006,1,regular,App State,Southern,NC State,ACC,10,23,FALSE,FALSE,Carter-Finley Stadium,
2006-09-02,2006,1,regular,Bloomsburg,,James Madison,Atlantic 10,3,14,FALSE,FALSE,Bridgeforth Stadium,
2006-09-02,2006,1,regular,Villanova,Atlantic 10,UCF,Conference USA,16,35,TRUE,FALSE,,
2006-09-02,2006,1,regular,Monmouth,NEC,Fordham,Patriot,23,9,TRUE,FALSE,Coffey Field,
2006-09-02,2006,1,regular,Virginia St,,Norfolk State,MEAC,14,29,FALSE,FALSE,"William Dick"""" Price Stadium""""",
2006-09-02,2006,1,regular,Syracuse,Big East,Wake Forest,ACC,10,20,FALSE,FALSE,Allegacy Federal Credit Union Stadium,
2006-09-02,2006,1,regular,Winston-Salem,FCS Independents,North Carolina A&T,MEAC,41,14,TRUE,FALSE,Aggie Memorial Stadium,
2006-09-02,2006,1,regular,Utah,Mountain West,UCLA,Pac-10,10,31,FALSE,TRUE,Rose Bowl,
2006-09-02,2006,1,regular,McNeese,Southland,South Florida,Big East,10,41,FALSE,FALSE,Raymond James Stadium,
2006-09-02,2006,1,regular,Murray State,OVC,Missouri,Big 12,7,47,FALSE,FALSE,Memorial Stadium,
2006-09-02,2006,1,regular,Wisconsin,Big Ten,Bowling Green,Mid-American,35,14,FALSE,FALSE,,
2006-09-02,2006,1,regular,UT Martin,OVC,Ohio,Mid-American,3,29,FALSE,FALSE,Peden Stadium,
2006-09-02,2006,1,regular,Missouri State,MVFC,Oklahoma State,Big 12,10,52,FALSE,FALSE,Boone Pickens Stadium,
2006-09-02,2006,1,regular,UAB,Conference USA,Oklahoma,Big 12,17,24,FALSE,FALSE,"Memorial Stadium (Norman, OK)",
2006-09-02,2006,1,regular,Virginia,ACC,Pittsburgh,Big East,13,38,FALSE,FALSE,Acrisure Stadium,
2006-09-02,2006,1,regular,The Citadel,Southern,Texas A&M,Big 12,3,35,FALSE,FALSE,Kyle Field,
2006-09-02,2006,1,regular,Elon,Southern,Coastal Carolina,Big South,23,20,FALSE,FALSE,Brooks Stadium (SC),
2006-09-02,2006,1,regular,Tarleton State,,Texas State,Southland,23,27,TRUE,FALSE,Bobcat Stadium,
2006-09-02,2006,1,regular,Hawai'i,Western Athletic,Alabama,SEC,17,25,FALSE,FALSE,Bryant-Denny Stadium,
2006-09-02,2006,1,regular,Eastern Illinois,OVC,Illinois,Big Ten,17,42,FALSE,FALSE,"Memorial Stadium (Champaign, IL)",
2006-09-02,2006,1,regular,Southeast Missouri State,OVC,Austin Peay,FCS Independents,38,13,FALSE,FALSE,Governors Stadium,
2006-09-02,2006,1,regular,Bethune-Cookman,MEAC,Southern,SWAC,29,30,TRUE,FALSE,,
2006-09-02,2006,1,regular,Duquesne,Metro Atlantic Athletic,Bucknell,Patriot,28,31,FALSE,FALSE,Christy Mathewson-Memorial Stadium,
2006-09-02,2006,1,regular,Northwestern State,Southland,Kansas,Big 12,18,49,FALSE,FALSE,Memorial Stadium,
2006-09-02,2006,1,regular,Alabama A&M,SWAC,Tennessee State,OVC,27,20,FALSE,FALSE,Nissan Stadium,
2006-09-02,2006,1,regular,SMU,Conference USA,Texas Tech,Big 12,3,35,FALSE,FALSE,Jones AT&T Stadium,
2006-09-02,2006,1,regular,Alabama State,SWAC,Troy,Sun Belt,0,38,FALSE,FALSE,Veterans Memorial Stadium (AL),
2006-09-02,2006,1,regular,South Carolina State,MEAC,Wofford,Southern,21,28,FALSE,FALSE,Gibbs Stadium,
2006-09-02,2006,1,regular,Army,FBS Independents,Arkansas State,Sun Belt,6,14,FALSE,FALSE,,
2006-09-02,2006,1,regular,Illinois State,MVFC,Kansas State,Big 12,23,24,FALSE,FALSE,Bill Snyder Family Stadium,
2006-09-02,2006,1,regular,Eastern Kentucky,OVC,Cincinnati,Big East,0,31,FALSE,FALSE,Nippert Stadium,
2006-09-02,2006,1,regular,Washington State,Pac-10,Auburn,SEC,14,40,FALSE,FALSE,Jordan-Hare Stadium,
2006-09-03,2006,1,regular,Notre Dame,FBS Independents,Georgia Tech,ACC,14,10,FALSE,FALSE,Bobby Dodd Stadium,
2006-09-03,2006,1,regular,Louisiana,Sun Belt,LSU,SEC,3,45,FALSE,FALSE,Tiger Stadium (LA),
2006-09-03,2006,1,regular,Portland State,Big Sky,New Mexico,Mountain West,17,6,FALSE,FALSE,University Stadium (NM),
2006-09-03,2006,1,regular,USC,Pac-10,Arkansas,SEC,50,14,FALSE,FALSE,Razorback Stadium,
2006-09-03,2006,1,regular,Houston,Conference USA,Rice,Conference USA,31,30,FALSE,TRUE,Rice Stadium,
2006-09-03,2006,1,regular,Idaho State,Big Sky,UNLV,Mountain West,10,54,TRUE,FALSE,Sam Boyd Stadium,
2006-09-03,2006,1,regular,BYU,Mountain West,Arizona,Pac-10,13,16,FALSE,TRUE,Arizona Stadium,
2006-09-03,2006,1,regular,Memphis,Conference USA,Ole Miss,SEC,25,28,FALSE,FALSE,Vaught-Hemingway Stadium,
2006-09-03,2006,1,regular,TCU,Mountain West,Baylor,Big 12,17,7,FALSE,FALSE,Floyd Casey Stadium,
2006-09-04,2006,1,regular,Kentucky,SEC,Louisville,Big East,28,59,FALSE,FALSE,L&N Federal Credit Union Stadium,
2006-09-05,2006,1,regular,Florida State,ACC,Miami,ACC,13,10,FALSE,TRUE,,
2006-09-07,2006,2,regular,Urbana,,UT Martin,OVC,0,28,FALSE,FALSE,Graham Stadium,
2006-09-07,2006,2,regular,Oregon State,Pac-10,Boise State,Western Athletic,14,42,FALSE,FALSE,Albertsons Stadium,
2006-09-08,2006,2,regular,College Of New Jersey,,La Salle,Metro Atlantic Athletic,24,21,TRUE,FALSE,,
2006-09-09,2006,2,regular,Pittsburgh,Big East,Cincinnati,Big East,33,15,FALSE,TRUE,Nippert Stadium,
2006-09-09,2006,2,regular,Central Michigan,Mid-American,Michigan,Big Ten,17,41,FALSE,FALSE,Michigan Stadium,
2006-09-09,2006,2,regular,Akron,Mid-American,NC State,ACC,20,17,FALSE,FALSE,Carter-Finley Stadium,
2006-09-09,2006,2,regular,Virginia Tech,ACC,North Carolina,ACC,35,10,FALSE,TRUE,Kenan Stadium,
2006-09-09,2006,2,regular,Duke,ACC,Wake Forest,ACC,13,14,FALSE,TRUE,Allegacy Federal Credit Union Stadium,
2006-09-09,2006,2,regular,Illinois,Big Ten,Rutgers,Big East,0,33,FALSE,FALSE,High Point Solutions Stadium,
2006-09-09,2006,2,regular,Louisville,Big East,Temple,FBS Independents,62,0,FALSE,FALSE,Lincoln Financial Field,
2006-09-09,2006,2,regular,Merrimack,,Rhode Island,Atlantic 10,7,42,FALSE,FALSE,Meade Stadium,
2006-09-09,2006,2,regular,Morehead State,Pioneer,Newberry,,7,23,TRUE,FALSE,,
2006-09-09,2006,2,regular,St. Peter's,Metro Atlantic Athletic,Western Connecticut St,,3,21,TRUE,FALSE,,
2006-09-09,2006,2,regular,Ole Miss,SEC,Missouri,Big 12,7,34,FALSE,FALSE,Memorial Stadium,
2006-09-09,2006,2,regular,Auburn,SEC,Mississippi State,SEC,34,0,FALSE,TRUE,Davis Wade Stadium,
2006-09-09,2006,2,regular,Stony Brook,NEC,Georgetown,Patriot,0,7,FALSE,FALSE,Cooper Field,
2006-09-09,2006,2,regular,Northeastern,Atlantic 10,Holy Cross,Patriot,24,14,FALSE,FALSE,Fitton Field,
2006-09-09,2006,2,regular,Eastern Washington,Big Sky,West Virginia,Big East,3,52,FALSE,FALSE,Milan Puskar Stadium,
2006-09-09,2006,2,regular,Kent State,Mid-American,Army,FBS Independents,14,17,FALSE,FALSE,Michie Stadium,
2006-09-09,2006,2,regular,Hanover College,,Butler,Pioneer,20,30,FALSE,FALSE,Butler Bowl,
2006-09-09,2006,2,regular,Morgan State,MEAC,Monmouth,NEC,9,26,TRUE,FALSE,Kessler Field,
2006-09-09,2006,2,regular,Miami (OH),Mid-American,Purdue,Big Ten,31,38,FALSE,FALSE,Ross-Ade Stadium,
2006-09-09,2006,2,regular,Duquesne,Metro Atlantic Athletic,Robert Morris,NEC,27,7,FALSE,FALSE,Joe Walton Stadium,
2006-09-09,2006,2,regular,Trinity International (IL),,Valparaiso,Pioneer,39,20,FALSE,FALSE,Brown Field,
2006-09-09,2006,2,regular,Iona,Metro Atlantic Athletic,Wagner,NEC,3,7,FALSE,FALSE,Wagner College Stadium,
2006-09-09,2006,2,regular,Dayton,Pioneer,Wittenberg,,35,28,TRUE,FALSE,,
2006-09-09,2006,2,regular,Nicholls,Southland,Nebraska,Big 12,7,56,FALSE,FALSE,"Memorial Stadium (Lincoln, NE)",
2006-09-09,2006,2,regular,Massachusetts,Atlantic 10,Navy,FBS Independents,20,21,FALSE,FALSE,Navy-Marine Corps Memorial Stadium,
2006-09-09,2006,2,regular,New Hampshire,Atlantic 10,Northwestern,Big Ten,34,17,FALSE,FALSE,Ryan Field,
2006-09-09,2006,2,regular,Austin Peay,FCS Independents,Cumberland (TN),,28,21,TRUE,FALSE,,
2006-09-09,2006,2,regular,Chadron St,,Montana State,Big Sky,35,24,FALSE,FALSE,Bobcat Stadium,
2006-09-09,2006,2,regular,Buffalo,Mid-American,Bowling Green,Mid-American,40,48,FALSE,TRUE,Doyt L. Perry Stadium,
2006-09-09,2006,2,regular,South Dakota State,Great West,Montana,Big Sky,7,36,FALSE,FALSE,Washington-Grizzly Stadium,
2006-09-09,2006,2,regular,Ohio,Mid-American,Northern Illinois,Mid-American,35,23,FALSE,TRUE,Huskie Stadium,
2006-09-09,2006,2,regular,Samford,OVC,Georgia Tech,ACC,6,38,FALSE,FALSE,Bobby Dodd Stadium,
2006-09-09,2006,2,regular,Penn State,Big Ten,Notre Dame,FBS Independents,17,41,FALSE,FALSE,Notre Dame Stadium,
2006-09-09,2006,2,regular,Clemson,ACC,Boston College,ACC,33,34,FALSE,TRUE,"Alumni Stadium (Chestnut Hill, MA)",
2006-09-09,2006,2,regular,Eastern Michigan,Mid-American,Michigan State,Big Ten,20,52,FALSE,FALSE,Spartan Stadium,
2006-09-09,2006,2,regular,Iowa,Big Ten,Syracuse,Big East,20,13,FALSE,FALSE,JMA Wireless Dome,
2006-09-09,2006,2,regular,Washington,Pac-10,Oklahoma,Big 12,20,37,FALSE,FALSE,"Memorial Stadium (Norman, OK)",
2006-09-09,2006,2,regular,Wyoming,Mountain West,Virginia,ACC,12,13,FALSE,FALSE,Scott Stadium,
2006-09-09,2006,2,regular,Western Illinois,MVFC,Wisconsin,Big Ten,10,34,FALSE,FALSE,Camp Randall Stadium,
2006-09-09,2006,2,regular,Vanderbilt,SEC,Alabama,SEC,10,13,FALSE,TRUE,Bryant-Denny Stadium,
2006-09-09,2006,2,regular,James Madison,Atlantic 10,App State,Southern,10,21,FALSE,FALSE,Kidd Brewer Stadium,
2006-09-09,2006,2,regular,Idaho,Western Athletic,Washington State,Pac-10,10,56,FALSE,FALSE,Gesa Field,
2006-09-09,2006,2,regular,Tulsa,Conference USA,BYU,Mountain West,24,49,FALSE,FALSE,LaVell Edwards Stadium,
2006-09-09,2006,2,regular,Savannah St,FCS Independents,Bethune-Cookman,MEAC,6,55,FALSE,FALSE,Municipal Stadium,
2006-09-09,2006,2,regular,Maine,Atlantic 10,Youngstown State,MVFC,14,34,FALSE,FALSE,Stambaugh Stadium,
2006-09-09,2006,2,regular,Hofstra,Atlantic 10,Marshall,Conference USA,31,54,FALSE,FALSE,Joan C. Edwards Stadium,
2006-09-09,2006,2,regular,Colorado,Big 12,Colorado State,Mountain West,10,14,FALSE,FALSE,,
2006-09-09,2006,2,regular,Fort Lewis,,Idaho State,Big Sky,12,48,FALSE,FALSE,Holt Arena,
2006-09-09,2006,2,regular,North Dakota,Great West,Northern Iowa,MVFC,35,31,FALSE,FALSE,UNI-Dome,
2006-09-09,2006,2,regular,Stanford,Pac-10,San José State,Western Athletic,34,35,FALSE,FALSE,CEFCU Stadium,
2006-09-09,2006,2,regular,Troy,Sun Belt,Florida State,ACC,17,24,FALSE,FALSE,Doak Campbell Stadium,
2006-09-09,2006,2,regular,UCF,Conference USA,Florida,SEC,0,42,FALSE,FALSE,Ben Hill Griffin Stadium,
2006-09-09,2006,2,regular,Texas State,Southland,Kentucky,SEC,7,41,FALSE,FALSE,Kroger Field,
2006-09-09,2006,2,regular,Middle Tennessee,Sun Belt,Maryland,ACC,10,24,FALSE,FALSE,SECU Stadium,
2006-09-09,2006,2,regular,Lehigh,Patriot,Villanova,Atlantic 10,31,28,FALSE,FALSE,Villanova Stadium,
2006-09-09,2006,2,regular,West Georgia,,Furman,Southern,7,24,FALSE,FALSE,Paladin Stadium,
2006-09-09,2006,2,regular,Fordham,Patriot,UAlbany,NEC,9,7,TRUE,FALSE,University Field (NY),
2006-09-09,2006,2,regular,Western Kentucky,MVFC,Eastern Kentucky,OVC,21,26,FALSE,FALSE,Roy Kidd Stadium,
2006-09-09,2006,2,regular,Towson,Atlantic 10,Elon,Southern,24,17,FALSE,FALSE,Rhodes Stadium,
2006-09-09,2006,2,regular,Tennessee Tech,OVC,Gardner-Webb,Big South,26,30,FALSE,FALSE,Ernest W. Spangler Stadium,
2006-09-09,2006,2,regular,Howard,MEAC,Hampton,MEAC,7,46,FALSE,TRUE,Armstrong Stadium,
2006-09-09,2006,2,regular,VMI,Big South,Norfolk State,MEAC,19,32,FALSE,FALSE,"William Dick"""" Price Stadium""""",
2006-09-09,2006,2,regular,South Carolina State,MEAC,Winston-Salem,FCS Independents,35,6,FALSE,FALSE,Bowman Gray Stadium,
2006-09-09,2006,2,regular,Arizona,Pac-10,LSU,SEC,3,45,FALSE,FALSE,Tiger Stadium (LA),
2006-09-09,2006,2,regular,Indiana,Big Ten,Ball State,Mid-American,24,23,FALSE,FALSE,Scheumann Stadium,
2006-09-09,2006,2,regular,East Carolina,Conference USA,UAB,Conference USA,12,17,FALSE,TRUE,Legion Field,
2006-09-09,2006,2,regular,Utah State,Western Athletic,Arkansas,SEC,0,20,FALSE,FALSE,Razorback Stadium,
2006-09-09,2006,2,regular,Minnesota,Big Ten,California,Pac-10,17,42,FALSE,TRUE,California Memorial Stadium,
2006-09-09,2006,2,regular,West Chester,,Delaware,Atlantic 10,7,30,TRUE,FALSE,,
2006-09-09,2006,2,regular,Florida International,Sun Belt,South Florida,Big East,20,21,FALSE,FALSE,Raymond James Stadium,
2006-09-09,2006,2,regular,UNLV,Mountain West,Iowa State,Big 12,10,16,FALSE,FALSE,Jack Trice Stadium,
2006-09-09,2006,2,regular,Northwestern State,Southland,Baylor,Big 12,10,47,TRUE,FALSE,Floyd Casey Stadium,
2006-09-09,2006,2,regular,Louisiana,Sun Belt,Texas A&M,Big 12,7,51,FALSE,FALSE,Kyle Field,
2006-09-09,2006,2,regular,Tulane,Conference USA,Houston,Conference USA,7,45,FALSE,TRUE,Robertson Stadium,
2006-09-09,2006,2,regular,SMU,Conference USA,North Texas,Sun Belt,6,24,FALSE,FALSE,,
2006-09-09,2006,2,regular,Central Connecticut,NEC,Georgia Southern,Southern,17,13,FALSE,FALSE,Allen E. Paulson Stadium,
2006-09-09,2006,2,regular,Lafayette,Patriot,Bucknell,Patriot,31,0,FALSE,TRUE,Christy Mathewson-Memorial Stadium,
2006-09-09,2006,2,regular,Wingate,,Davidson,Pioneer,22,16,FALSE,FALSE,Richardson Stadium,
2006-09-09,2006,2,regular,St. Francis (PA),NEC,Delaware State,MEAC,28,63,FALSE,FALSE,Alumni Stadium,
2006-09-09,2006,2,regular,Upper Iowa University,,Drake,Pioneer,7,40,FALSE,FALSE,Drake Stadium,
2006-09-09,2006,2,regular,Indiana State,MVFC,Eastern Illinois,OVC,21,31,FALSE,FALSE,O'Brien Stadium,
2006-09-09,2006,2,regular,UL Monroe,Sun Belt,Kansas,Big 12,19,21,FALSE,FALSE,Memorial Stadium,
2006-09-09,2006,2,regular,Glenville State,,Liberty,Big South,7,31,FALSE,FALSE,Williams Stadium (VA),
2006-09-09,2006,2,regular,Sacred Heart,NEC,Marist,Metro Atlantic Athletic,19,28,FALSE,FALSE,Leonidoff Field,
2006-09-09,2006,2,regular,Florida A&M,MEAC,Miami,ACC,10,51,TRUE,FALSE,,
2006-09-09,2006,2,regular,Arkansas-Monticello,,Sam Houston,Southland,3,41,FALSE,FALSE,Elliott T. Bowers Stadium,
2006-09-09,2006,2,regular,Missouri S&T,,Southeast Missouri State,OVC,23,44,TRUE,FALSE,Houck Stadium,
2006-09-09,2006,2,regular,SE Louisiana,Southland,Southern Miss,Conference USA,0,45,FALSE,FALSE,M. M. Roberts Stadium,
2006-09-09,2006,2,regular,Delta State,,Stephen F. Austin,Southland,17,14,FALSE,FALSE,Homer Bryce Stadium,
2006-09-09,2006,2,regular,Southwest Baptist,,Missouri State,MVFC,14,45,FALSE,FALSE,Plaster Sports Complex,
2006-09-09,2006,2,regular,UC Davis,Great West,TCU,Mountain West,13,46,FALSE,FALSE,Amon G. Carter Stadium,
2006-09-09,2006,2,regular,Air Force,Mountain West,Tennessee,SEC,30,31,FALSE,FALSE,Neyland Stadium,
2006-09-09,2006,2,regular,Murray State,OVC,Tennessee State,OVC,15,25,FALSE,TRUE,Nissan Stadium,
2006-09-09,2006,2,regular,Charleston Southern,Big South,The Citadel,Southern,38,35,FALSE,FALSE,Johnson Hagood Stadium,
2006-09-09,2006,2,regular,Toledo,Mid-American,Western Michigan,Mid-American,10,31,FALSE,TRUE,Waldo Stadium,
2006-09-09,2006,2,regular,Coastal Carolina,Big South,Wofford,Southern,41,38,FALSE,FALSE,Gibbs Stadium,
2006-09-09,2006,2,regular,Oklahoma State,Big 12,Arkansas State,Sun Belt,35,7,FALSE,FALSE,,
2006-09-09,2006,2,regular,Florida Atlantic,Sun Belt,Kansas State,Big 12,0,45,FALSE,FALSE,Bill Snyder Family Stadium,
2006-09-09,2006,2,regular,Central Arkansas,FCS Independents,Illinois State,MVFC,3,18,FALSE,FALSE,Hancock Stadium,
2006-09-09,2006,2,regular,Georgia,SEC,South Carolina,SEC,18,0,FALSE,TRUE,Williams-Brice Stadium,
2006-09-10,2006,2,regular,New Mexico,Mountain West,New Mexico State,Western Athletic,34,28,FALSE,FALSE,Aggie Memorial Stadium,
2006-09-10,2006,2,regular,Chattanooga,Southern,Memphis,Conference USA,14,33,FALSE,FALSE,Simmons Bank Liberty Stadium,
2006-09-10,2006,2,regular,Ohio State,Big Ten,Texas,Big 12,24,7,FALSE,FALSE,DKR-Texas Memorial Stadium,
