--- When using SR data, please cite us and provide a link and/or a mention.


 
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
54,Sunday Jun 2,boxscore,CLE,@,MIL,W,11,6,,36-18,1,up 2.0,Poole,Karl,,3:13,D,21150,1.16,+,
55,Tuesday Jun 4,boxscore,CLE,,SEA,L,7,10,,36-19,1,up 1.0,Carmona,Mesa,Charlton,3:23,N,42179,1.11,-,
56,Wednesday Jun 5,boxscore,CLE,,SEA,W,13,5,,37-19,1,up 1.0,Plunk,Milacki,,3:24,N,42274,1.21,+,
57,Thursday Jun 6,boxscore,CLE,,SEA,L,2,5,,37-20,1,up 1.0,Wells,Martínez,Charlton,3:02,N,42236,1.14,-,
58,Friday Jun 7,boxscore,CLE,,CAL,W,4,3,,38-20,1,up 1.0,McDowell,Boskie,Mesa,2:26,N,42260,1.21,+,
59,Saturday Jun 8,boxscore,CLE,,CAL,W,5,0,,39-20,1,up 1.0,Hershiser,Finley,,2:43,D,42267,1.10,++,
60,Sunday Jun 9,boxscore,CLE,,CAL,L,6,8,13,39-21,1,Tied,Hancock,Tavárez,,4:34,D,42237,1.02,-,
61,Monday Jun 10,boxscore,CLE,,OAK,W,5,4,,40-21,1,Tied,Nagy,Johns,Mesa,2:59,N,42167,1.16,+,
62,Tuesday Jun 11,boxscore,CLE,,OAK,W-wo,6,5,13,41-21,1,up 1.0,Ogea,Reyes,,4:54,N,42249,1.06,++,
63,Wednesday Jun 12,boxscore,CLE,,OAK,L,6,9,,41-22,1,up 1.0,Montgomery,McDowell,Mohler,3:11,N,40673,1.01,-,
64,Thursday Jun 13,boxscore,CLE,@,NYY,W,6,2,,42-22,1,up 1.5,Hershiser,Rogers,Shuey,3:13,N,30707,1.12,+,
65,Friday Jun 14,boxscore,CLE,@,NYY,L,3,4,,42-23,1,up 0.5,Gooden,Ogea,Wetteland,2:59,N,32580,1.02,-,
66,Saturday Jun 15,boxscore,CLE,@,NYY,W,10,3,,43-23,1,up 1.5,Nagy,Boehringer,,3:06,D,42032,1.07,+,
67,Sunday Jun 16,boxscore,CLE,@,NYY,L,4,5,,43-24,1,up 1.5,Pettitte,Martínez,Wetteland,3:41,D,51180,1.00,-,
68,Tuesday Jun 18,boxscore,CLE,,BOS,W,9,7,,44-24,1,up 3.0,Swindell,Sele,Mesa,3:38,N,42209,1.03,+,
