--- When using SR data, please cite us and provide a link and/or a mention.


 
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
62,Tuesday Jun 11,boxscore,SFG,,PIT,L,2,7,,31-31,3,4.0,Neagle,Fernández,,3:05,D,11530,1.20,--,
63,Thursday Jun 13,boxscore,SFG,,HOU,W,12,8,,32-31,3,2.5,Leiter,Kile,,3:25,D,10527,1.14,+,
64,Friday Jun 14,boxscore,SFG,,HOU,L,1,9,,32-32,4,2.5,Hampton,VanLandingham,Wagner,2:45,N,10758,1.17,-,
65,Saturday Jun 15,boxscore,SFG,,HOU,L,3,4,,32-33,4,3.5,Wall,Watson,Jones,2:39,D,18530,1.13,--,
66,Sunday Jun 16,boxscore,SFG,,HOU,W-wo,8,7,,33-33,4,2.5,DeLucia,Morman,,3:16,D,27624,1.02,+,
67,Monday Jun 17,boxscore,SFG,,FLA,W,1,0,,34-33,4,2.0,Fernández,Leiter,Beck,2:30,D,9524,1.10,++,
68,Tuesday Jun 18,boxscore,SFG,,FLA,W-wo,9,8,15,35-33,3,1.5,Juden,Rapp,,4:36,D,15439,1.18,+++,
69,Wednesday Jun 19,boxscore,SFG,,FLA,W-wo,7,4,15,36-33,2,1.5,Bautista,Mathews,,4:02,N,13274,1.28,++++,
70,Friday Jun 21,boxscore,SFG,@,ATL,L-wo,7,8,11,36-34,2,1.0,Wade,Beck,,3:10,N,38432,1.36,-,
71,Saturday Jun 22,boxscore,SFG,@,ATL,L,0,6,,36-35,2,2.0,Maddux,Gardner,,2:25,N,49365,1.31,--,
72,Sunday Jun 23,boxscore,SFG,@,ATL,L,0,1,,36-36,4,3.0,Glavine,Fernández,Wohlers,2:23,D,35645,1.30,---,
73,Monday Jun 24,boxscore,SFG,@,FLA,L,1,2,,36-37,4,3.5,Burkett,Leiter,Nen,2:50,N,16860,1.13,----,
74,Tuesday Jun 25,boxscore,SFG,@,FLA,L-wo,4,5,10,36-38,4,3.5,Powell,Beck,,3:25,N,16577,1.07,-----,
75,Wednesday Jun 26,boxscore,SFG,@,FLA,L,2,3,,36-39,4,3.5,Brown,Watson,,2:15,D,21188,1.04,------,
76,Thursday Jun 27,boxscore,SFG,,SDP,L,1,11,,36-40,4,3.5,Valenzuela,Gardner,,2:55,N,12325,1.20,-------,
77,Friday Jun 28,boxscore,SFG,,SDP,L,1,6,,36-41,4,3.5,Ashby,Fernández,Hoffman,3:10,N,13129,1.15,--------,
78,Saturday Jun 29,boxscore,SFG,,SDP,L,6,7,,36-42,4,4.5,Blair,Beck,Hoffman,2:49,D,24540,1.00,---------,
79,Sunday Jun 30,boxscore,SFG,,SDP,L,4,7,,36-43,4,5.5,Tewksbury,VanLandingham,Hoffman,3:12,D,26373,.88,----------,
80,Monday Jul 1,boxscore,SFG,,COL,W,9,6,,37-43,4,4.5,Juden,Painter,Beck,3:25,D,16142,.70,+,
81,Tuesday Jul 2,boxscore,SFG,,COL,W,5,1,,38-43,4,4.5,Gardner,Ritz,,2:41,D,13571,.83,++,
82,Wednesday Jul 3,boxscore,SFG,,COL,L,2,3,,38-44,4,4.5,Leskanic,Beck,Ruffin,2:57,N,44356,.87,-,
83,Thursday Jul 4,boxscore,SFG,@,SDP,L,4,8,,38-45,4,5.5,Tewksbury,Leiter,,3:05,D,14111,.86,--,
84,Friday Jul 5,boxscore,SFG,@,SDP,L-wo,6,7,11,38-46,4,6.5,Bergman,Bautista,,3:45,N,22589,.72,---,
85,Saturday Jul 6,boxscore,SFG,@,SDP,L,3,7,,38-47,4,7.5,Worrell,Bourgeois,Hoffman,2:55,N,51021,.62,----,
86,Sunday Jul 7,boxscore,SFG,@,SDP,L,3,10,,38-48,4,8.5,Valenzuela,Fernández,,2:56,D,32693,.51,-----,
87,Thursday Jul 11,boxscore,SFG,@,LAD,L,3,8,,38-49,4,8.5,Martínez,Leiter,,3:05,N,37305,.41,------,
88,Friday Jul 12,boxscore,SFG,@,LAD,L,1,6,,38-50,4,9.5,Valdez,Fernández,,2:42,N,44569,.35,-------,
89,Saturday Jul 13,boxscore,SFG,@,LAD,W,7,0,,39-50,4,8.5,Estes,Nomo,,2:48,N,54226,.30,+,
90,Sunday Jul 14,boxscore,SFG,@,LAD,W,6,0,,40-50,4,7.5,VanLandingham,Park,,3:05,N,42862,.38,++,
91,Monday Jul 15,boxscore,SFG,@,COL,L,3,7,,40-51,4,8.5,Bailey,Bourgeois,,2:49,N,48032,.44,-,
92,Tuesday Jul 16,boxscore,SFG,@,COL,L,3,5,,40-52,4,8.5,Freeman,Leiter,Ruffin,2:42,N,49035,.36,--,
93,Wednesday Jul 17,boxscore,SFG,@,COL,L,3,4,,40-53,4,9.0,Wright,Fernández,Ruffin,2:48,D,48453,.29,---,
94,Thursday Jul 18,boxscore,SFG,,LAD,L,3,8,,40-54,4,9.5,Nomo,Estes,,2:52,N,28072,.23,----,
95,Friday Jul 19,boxscore,SFG,,LAD,W,5,4,,41-54,4,9.5,VanLandingham,Candiotti,Beck,3:23,N,27562,.15,+,
96,Saturday Jul 20,boxscore,SFG,,LAD,W-wo,7,6,,42-54,4,8.5,Bautista,Worrell,,3:15,D,50014,.20,++,
97,Sunday Jul 21,boxscore,SFG,,LAD,L,6,7,,42-55,4,9.5,Osuna,DeLucia,Worrell,3:15,D,36345,.25,-,
98,Monday Jul 22,boxscore,SFG,,CHC,W-wo,3,2,,43-55,4,8.5,Bautista,Bottenfield,,2:40,D,12902,.14,+,
99,Tuesday Jul 23,boxscore,SFG,,CHC,L,6,9,,43-56,4,9.5,Myers,DeLucia,Patterson,3:10,D,15878,.18,-,
100,Wednesday Jul 24,boxscore,SFG,,CHC,L,1,7,,43-57,4,10.0,Castillo,VanLandingham,,2:42,N,13695,.11,--,
101,Thursday Jul 25,boxscore,SFG,,ATL,W,4,3,,44-57,4,9.0,Watson,Maddux,Beck,2:06,N,16871,.09,+,
102,Friday Jul 26,boxscore,SFG,,ATL,L,1,2,,44-58,4,10.0,Glavine,Leiter,Wohlers,2:51,N,17560,.12,-,
103,Saturday Jul 27,boxscore,SFG,,ATL,W,7,5,,45-58,4,10.0,Gardner,Woodall,Beck,2:26,D,38761,.09,+,
104,Sunday Jul 28,boxscore,SFG,,ATL,W,10,3,,46-58,4,9.0,Estes,Smoltz,Beck,3:04,D,34525,.09,++,
105,Tuesday Jul 30,boxscore,SFG,@,CHC,L,0,4,,46-59,4,10.5,Castillo,VanLandingham,Adams,2:46,N,37424,.13,-,
106,Wednesday Jul 31,boxscore,SFG,@,CHC,L,1,4,,46-60,4,10.5,Trachsel,Watson,Wendell,2:36,D,28988,.09,--,
107,Friday Aug 2,boxscore,SFG,@,HOU,L,1,5,,46-61,4,11.0,Drabek,Gardner,Hernandez,2:45,N,22682,.09,---,
108,Saturday Aug 3,boxscore,SFG,@,HOU,L,1,4,,46-62,4,11.0,Reynolds,Estes,,2:29,N,35930,.06,----,
109,Sunday Aug 4,boxscore,SFG,@,HOU,L,6,7,,46-63,4,12.0,Hampton,Fernández,Wagner,2:53,D,33646,.04,-----,
110,Monday Aug 5,boxscore,SFG,,CIN,L,3,4,,46-64,4,12.0,Salkeld,VanLandingham,Brantley,2:56,N,12277,.02,------,
111,Tuesday Aug 6,boxscore,SFG,,CIN,L,2,3,,46-65,4,13.0,Carrasco,Beck,Brantley,2:37,D,12434,.02,-------,
