--- When using SR data, please cite us and provide a link and/or a mention.


 
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
134,Thursday Aug 29,boxscore,STL,,FLA,L,9,10,,69-65,2,2.5,Leiter,Stottlemyre,Nen,3:33,N,23105,2.00,---,
135,Friday Aug 30,boxscore,STL,,COL,W,7,4,,70-65,2,2.5,Benes,Wright,Eckersley,2:48,N,25530,2.01,+,
136,Saturday Aug 31,boxscore,STL,,COL,W,2,1,,71-65,2,2.5,Benes,Bailey,Eckersley,2:36,N,35804,2.08,++,
137,Sunday Sep 1,boxscore,STL,,COL,W,15,6,,72-65,2,1.5,Petkovsek,Rekar,,3:46,D,28552,2.10,+++,
138,Monday Sep 2,boxscore,STL,,HOU,W-wo,8,7,10,73-65,2,0.5,Benes,Brocail,,4:01,D,32955,3.77,++++,
139,Tuesday Sep 3,boxscore,STL,,HOU,W,12,3,,74-65,1,up 0.5,Stottlemyre,Reynolds,,2:51,N,23955,4.29,+++++,
140,Wednesday Sep 4,boxscore,STL,,HOU,W,6,4,,75-65,1,up 1.5,Benes,Wall,Eckersley,2:45,N,34891,4.45,++++++,
141,Friday Sep 6,boxscore,STL,,SDP,W,8,3,,76-65,1,up 1.5,Petkovsek,Tewksbury,,3:05,N,28116,2.65,+++++++,
142,Saturday Sep 7,boxscore,STL,,SDP,W,8,3,,77-65,1,up 1.5,Osborne,Ashby,,2:50,D,42846,2.71,++++++++,
143,Sunday Sep 8,boxscore,STL,,SDP,L,4,5,,77-66,1,up 1.5,Valenzuela,Stottlemyre,Hoffman,2:50,D,30897,2.72,-,
144,Monday Sep 9,boxscore,STL,@,SFG,W,6,2,,78-66,1,up 2.5,Benes,Gardner,,3:03,N,10307,2.76,+,
145,Tuesday Sep 10,boxscore,STL,@,SFG,W,1,0,,79-66,1,up 2.5,Petkovsek,Rueter,Eckersley,2:32,D,8770,2.38,++,
