--- When using SR data, please cite us and provide a link and/or a mention.


 
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
59,Wednesday Jun 5,boxscore,KCR,@,OAK,W,5,2,,26-33,5,12.5,Haney,Johns,Montgomery,2:50,N,8113,.27,+,
60,Friday Jun 7,boxscore,KCR,,SEA,W,9,5,,27-33,5,12.0,Valera,Wolcott,,2:59,N,20891,.32,++,
61,Saturday Jun 8,boxscore,KCR,,SEA,W,12,8,,28-33,5,12.0,Appier,Milacki,Montgomery,3:03,N,30022,.34,+++,
62,Sunday Jun 9,boxscore,KCR,,SEA,L,2,3,,28-34,5,12.0,Hitchcock,Gubicza,Charlton,2:25,D,20489,.38,-,
63,Monday Jun 10,boxscore,KCR,,CAL,L,5,7,10,28-35,5,13.0,McElroy,Pugh,Percival,2:56,N,15691,.29,--,
64,Tuesday Jun 11,boxscore,KCR,,CAL,L,9,11,,28-36,5,14.0,McElroy,Valera,Percival,3:22,N,16687,.21,---,
65,Wednesday Jun 12,boxscore,KCR,,CAL,L,3,4,10,28-37,5,14.0,McElroy,Montgomery,Percival,3:03,D,15428,.20,----,
66,Thursday Jun 13,boxscore,KCR,,BAL,W,10,2,,29-37,5,14.0,Linton,Mercker,,2:38,N,20108,.15,+,
67,Friday Jun 14,boxscore,KCR,,BAL,L,1,6,,29-38,5,14.0,Mussina,Gubicza,,2:27,N,28502,.20,-,
68,Saturday Jun 15,boxscore,KCR,,BAL,W-wo,7,6,16,30-38,5,14.0,Magnante,Krivda,,4:41,N,24784,.17,+,
69,Sunday Jun 16,boxscore,KCR,,BAL,L,5,13,,30-39,5,14.0,Coppinger,Jacome,Mills,3:08,N,19437,.19,-,
70,Monday Jun 17,boxscore,KCR,@,MIL,L,4,9,,30-40,5,14.5,Burrows,Appier,,2:58,N,9315,.16,--,
71,Tuesday Jun 18,boxscore,KCR,@,MIL,L,1,9,,30-41,5,15.5,Karl,Linton,Potts,2:20,N,9116,.13,---,
72,Wednesday Jun 19,boxscore,KCR,@,MIL,W,8,4,10,31-41,5,15.5,Pichardo,Mercedes,,3:06,D,13431,.12,+,
73,Friday Jun 21,boxscore,KCR,@,BAL,L,3,9,,31-42,5,15.5,Rhodes,Haney,,2:58,N,47644,.13,-,
74,Saturday Jun 22,boxscore,KCR,@,BAL,L-wo,3,5,,31-43,5,15.5,Erickson,Montgomery,,2:26,D,47534,.13,--,
75,Sunday Jun 23,boxscore,KCR,@,BAL,W,4,0,,32-43,5,14.5,Appier,Krivda,,2:44,D,47608,.11,+,
76,Tuesday Jun 25,boxscore,KCR,,MIL,L,3,5,,32-44,5,15.5,Bones,Gubicza,Fetters,2:38,N,14448,.13,-,
77,Wednesday Jun 26,boxscore,KCR,,MIL,W,7,3,,33-44,5,14.5,Haney,Givens,,2:21,N,14560,.10,+,
78,Thursday Jun 27,boxscore,KCR,,MIL,L,2,6,,33-45,5,14.5,McDonald,Belcher,,2:45,N,17670,.12,-,
79,Friday Jun 28,boxscore,KCR,,MIN,W,6,2,,34-45,5,13.5,Appier,Radke,,2:28,N,21515,.09,+,
80,Saturday Jun 29,boxscore,KCR,,MIN,L,7,12,,34-46,5,14.5,Trombley,Linton,,3:26,N,23232,.11,-,
81,Sunday Jun 30,boxscore,KCR,,MIN,L,2,5,,34-47,5,15.5,Rodriguez,Gubicza,Stevens,2:15,D,28246,.09,--,
82,Monday Jul 1,boxscore,KCR,@,CLE,W,4,2,,35-47,5,14.5,Haney,Nagy,,2:23,N,40814,.07,+,
83,Tuesday Jul 2,boxscore,KCR,@,CLE,L-wo,2,3,,35-48,5,15.5,Poole,Belcher,,2:30,N,42283,.09,-,
84,Wednesday Jul 3,boxscore,KCR,@,CLE,L,4,6,,35-49,5,16.5,Tavárez,Magnante,Shuey,2:40,N,42470,.06,--,
85,Thursday Jul 4,boxscore,KCR,@,MIN,W,5,3,,36-49,5,15.5,Linton,Robertson,Montgomery,2:58,N,37295,.05,+,
86,Friday Jul 5,boxscore,KCR,@,MIN,L-wo,8,9,,36-50,5,15.5,Guardado,Montgomery,,2:56,N,18465,.05,-,
87,Saturday Jul 6,boxscore,KCR,@,MIN,W,8,5,,37-50,5,14.5,Haney,Aguilera,Montgomery,2:40,N,18699,.04,+,
88,Sunday Jul 7,boxscore,KCR,@,MIN,W,8,2,,38-50,5,14.5,Belcher,Aldred,,2:42,N,14251,.06,++,
89,Thursday Jul 11,boxscore,KCR,,CHW,W,3,2,,39-50,5,14.5,Haney,Álvarez,,2:18,N,22928,.08,+++,
90,Friday Jul 12,boxscore,KCR,,CHW,L,6,7,,39-51,5,15.5,Tapani,Belcher,Hernández,3:11,N,18458,.11,-,
91,Saturday Jul 13,boxscore,KCR,,CHW,L,1,3,,39-52,5,16.5,Fernandez,Rosado,,2:23,N,25363,.06,--,
92,Sunday Jul 14,boxscore,KCR,,CHW,L,2,3,,39-53,5,16.5,Baldwin,Linton,Hernández,2:13,D,17024,.04,---,
