--- When using SR data, please cite us and provide a link and/or a mention.


 
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
65,Saturday Jun 15,boxscore,COL,,PHI,W,4,2,,34-31,3,1.5,Reynoso,Mulholland,Ruffin,2:32,N,48023,1.27,+++++,
66,Sunday Jun 16,boxscore,COL,,PHI,W,11,3,,35-31,3,0.5,Ritz,Muñoz,,2:26,D,48041,1.28,++++++,
67,Monday Jun 17,boxscore,COL,,MON,L,3,5,,35-32,3,1.0,Urbina,Freeman,Rojas,2:43,N,48021,1.49,-,
68,Tuesday Jun 18,boxscore,COL,,MON,L,8,12,,35-33,3,1.5,Dyer,Holmes,,3:11,N,50025,1.41,--,
69,Wednesday Jun 19,boxscore,COL,,MON,W-wo,7,6,10,36-33,2,1.5,Ruffin,Scott,,3:36,D,48007,1.34,+,
70,Friday Jun 21,boxscore,COL,@,PHI,L-wo,3,4,10,36-34,2,1.0,Borland,Ruffin,,3:10,N,25085,1.30,-,
71,Saturday Jun 22,boxscore,COL,@,PHI,L,4,5,,36-35,2,2.0,Blazier,Hawblitzel,Bottalico,3:00,D,28604,1.21,--,
72,Sunday Jun 23,boxscore,COL,@,PHI,W,7,4,,37-35,2,2.0,Freeman,Fernandez,Ruffin,3:18,D,33385,1.20,+,
73,Monday Jun 24,boxscore,COL,@,NYM,L,1,2,,37-36,3,2.5,Isringhausen,Holmes,Franco,2:29,N,16988,1.25,-,
74,Tuesday Jun 25,boxscore,COL,@,NYM,L,2,3,,37-37,3,2.5,Jones,Thompson,Franco,2:34,N,18251,1.22,--,
75,Wednesday Jun 26,boxscore,COL,@,NYM,L,5,9,,37-38,3,2.5,Mlicki,Reed,,3:15,D,20675,1.15,---,
76,Thursday Jun 27,boxscore,COL,,LAD,W,13,1,,38-38,3,1.5,Ritz,Astacio,,2:59,N,48043,1.52,+,
77,Friday Jun 28,boxscore,COL,,LAD,W,13,4,,39-38,3,0.5,Freeman,Martínez,,2:58,N,48025,1.62,++,
78,Saturday Jun 29,boxscore,COL,,LAD,L,10,13,,39-39,3,1.5,Valdez,Rekar,,3:31,N,48009,1.69,-,
79,Sunday Jun 30,boxscore,COL,,LAD,W-wo,16,15,,40-39,3,1.5,Ruffin,Worrell,,4:20,D,48103,1.58,+,
80,Monday Jul 1,boxscore,COL,@,SFG,L,6,9,,40-40,3,1.5,Juden,Painter,Beck,3:25,D,16142,1.38,-,
81,Tuesday Jul 2,boxscore,COL,@,SFG,L,1,5,,40-41,3,2.5,Gardner,Ritz,,2:41,D,13571,1.34,--,
82,Wednesday Jul 3,boxscore,COL,@,SFG,W,3,2,,41-41,3,1.5,Leskanic,Beck,Ruffin,2:57,N,44356,1.24,+,
83,Thursday Jul 4,boxscore,COL,@,LAD,L,4,9,,41-42,3,2.5,Valdez,Freeman,,3:00,N,54331,1.68,-,
84,Friday Jul 5,boxscore,COL,@,LAD,L,1,8,,41-43,3,3.5,Nomo,Bailey,,2:50,N,43415,1.53,--,
85,Saturday Jul 6,boxscore,COL,@,LAD,L,2,3,,41-44,3,4.5,Osuna,Ruffin,Worrell,2:51,D,35562,1.40,---,
86,Sunday Jul 7,boxscore,COL,@,LAD,W,3,0,,42-44,3,4.5,Ritz,Astacio,,2:33,D,38269,1.20,+,
87,Thursday Jul 11,boxscore,COL,,SDP,W-wo,8,5,10,43-44,3,3.5,Ruffin,Hoffman,,3:04,N,45703,1.34,++,
88,Friday Jul 12,boxscore,COL,,SDP,W,13,12,,44-44,3,3.5,Holmes,Blair,,3:12,N,48053,1.49,+++,
89,Saturday Jul 13,boxscore,COL,,SDP,W,11,6,,45-44,3,2.5,Ritz,Sanders,,2:54,N,48009,1.54,++++,
90,Sunday Jul 14,boxscore,COL,,SDP,W,8,4,,46-44,3,1.5,Reynoso,Valenzuela,,3:03,D,48065,1.73,+++++,
91,Monday Jul 15,boxscore,COL,,SFG,W,7,3,,47-44,2,1.5,Bailey,Bourgeois,,2:49,N,48032,1.52,++++++,
92,Tuesday Jul 16,boxscore,COL,,SFG,W,5,3,,48-44,2,0.5,Freeman,Leiter,Ruffin,2:42,N,49035,1.60,+++++++,
93,Wednesday Jul 17,boxscore,COL,,SFG,W,4,3,,49-44,1,up 0.5,Wright,Fernández,Ruffin,2:48,D,48453,1.68,++++++++,
94,Thursday Jul 18,boxscore,COL,@,SDP,L,2,9,,49-45,3,0.5,Sanders,Ritz,,3:04,D,24212,2.21,-,
95,Friday Jul 19,boxscore,COL,@,SDP,L,3,4,,49-46,3,1.5,Valenzuela,Reynoso,Hoffman,2:53,N,26559,2.13,--,
96,Saturday Jul 20,boxscore,COL,@,SDP,W,5,4,,50-46,2,0.5,Leskanic,Bochtler,Ruffin,2:59,N,55046,2.13,+,
97,Sunday Jul 21,boxscore,COL,@,SDP,L,0,2,,50-47,3,1.5,Tewksbury,Freeman,Hoffman,2:26,N,36686,2.29,-,
98,Tuesday Jul 23 (1),boxscore,COL,,NYM,W,10,7,,51-47,2,0.5,Ruffin,Henry,,3:27,D,48016,1.61,+,1996-04-13 (Snow)
