--- When using SR data, please cite us and provide a link and/or a mention.


 
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
68,Tuesday Jun 18,boxscore,PHI,@,STL,L,2,3,,29-39,5,13.5,Osborne,Fernandez,Eckersley,2:35,N,31311,.35,-----,
69,Wednesday Jun 19,boxscore,PHI,@,STL,L-wo,2,3,,29-40,5,14.5,Benes,Bottalico,,2:45,D,34612,.29,------,
70,Friday Jun 21,boxscore,PHI,,COL,W-wo,4,3,10,30-40,5,14.5,Borland,Ruffin,,3:10,N,25085,.25,+,
71,Saturday Jun 22,boxscore,PHI,,COL,W,5,4,,31-40,5,14.5,Blazier,Hawblitzel,Bottalico,3:00,D,28604,.28,++,
72,Sunday Jun 23,boxscore,PHI,,COL,L,4,7,,31-41,5,15.5,Freeman,Fernandez,Ruffin,3:18,D,33385,.34,-,
73,Monday Jun 24,boxscore,PHI,@,CIN,L,0,7,,31-42,5,15.5,Portugal,Schilling,,2:44,N,20835,.23,--,
74,Tuesday Jun 25 (1),boxscore,PHI,@,CIN,L,1,9,,31-43,5,17.0,Burba,Quirico,,2:32,N,,.20,---,1996-04-28 (Rain)
75,Tuesday Jun 25 (2),boxscore,PHI,@,CIN,L,1,3,,31-44,5,17.0,Jarvis,Mimbs,Smith,2:32,N,23369,.17,----,
76,Wednesday Jun 26,boxscore,PHI,@,CIN,L,2,4,,31-45,5,17.0,Salkeld,Williams,Brantley,2:32,N,32286,.12,-----,
77,Friday Jun 28,boxscore,PHI,,MON,W,7,3,,32-45,5,16.5,Mulholland,Urbina,Ryan,3:05,N,21703,.14,+,
78,Saturday Jun 29,boxscore,PHI,,MON,L,0,1,,32-46,5,16.5,Fassero,Schilling,,2:16,N,22898,.19,-,
79,Sunday Jun 30,boxscore,PHI,,MON,L,5,6,,32-47,5,17.5,Rojas,Bottalico,Dyer,2:43,D,24949,.12,--,
80,Monday Jul 1,boxscore,PHI,,NYM,W,6,4,,33-47,5,17.5,Williams,Jones,Ryan,2:48,N,20779,.06,+,
81,Tuesday Jul 2,boxscore,PHI,,NYM,W,3,2,,34-47,5,16.5,Springer,Harnisch,Bottalico,2:23,N,20890,.10,++,
82,Wednesday Jul 3,boxscore,PHI,,NYM,L,6,10,,34-48,5,17.5,Byrd,Ryan,Henry,3:05,N,43158,.11,-,
83,Thursday Jul 4,boxscore,PHI,,FLA,W,8,5,,35-48,5,16.5,Blazier,Rapp,Bottalico,3:09,D,17460,.08,+,
84,Friday Jul 5,boxscore,PHI,,FLA,W,7,4,,36-48,5,15.5,Borland,Miller,Bottalico,3:07,N,46872,.11,++,
85,Saturday Jul 6,boxscore,PHI,,FLA,W,2,1,,37-48,5,15.5,Williams,Brown,Bottalico,2:19,N,22278,.14,+++,
86,Sunday Jul 7,boxscore,PHI,,FLA,L,4,7,10,37-49,5,16.5,Mathews,Jordan,Nen,3:23,D,28183,.17,-,
87,Thursday Jul 11,boxscore,PHI,@,MON,W,3,2,,38-49,5,15.5,Schilling,Fassero,Bottalico,2:58,N,17546,.15,+,
88,Friday Jul 12,boxscore,PHI,@,MON,W,5,3,,39-49,5,15.5,Mulholland,Martínez,,2:16,N,14322,.21,++,
89,Saturday Jul 13,boxscore,PHI,@,MON,W,6,2,,40-49,5,15.5,Mimbs,Cormier,,2:50,N,30215,.25,+++,
90,Sunday Jul 14,boxscore,PHI,@,MON,L,2,5,,40-50,5,16.5,Scott,Williams,Rojas,2:47,D,31515,.34,-,
91,Monday Jul 15,boxscore,PHI,@,NYM,L,5,7,,40-51,5,17.5,Dipoto,Springer,Henry,3:26,N,15549,.21,--,
92,Tuesday Jul 16,boxscore,PHI,@,NYM,L,3,6,,40-52,5,18.5,Clark,Schilling,Franco,2:16,N,18478,.16,---,
93,Wednesday Jul 17,boxscore,PHI,@,NYM,L-wo,2,3,,40-53,5,19.0,Mlicki,Frey,,2:52,D,29459,.14,----,
94,Thursday Jul 18,boxscore,PHI,@,FLA,L,0,7,,40-54,5,20.0,Brown,Mimbs,,2:06,N,16521,.11,-----,
95,Friday Jul 19,boxscore,PHI,@,FLA,L,2,11,,40-55,5,20.0,Hammond,Williams,,2:48,N,19123,.08,------,
96,Saturday Jul 20,boxscore,PHI,@,FLA,L,4,7,,40-56,5,20.0,Rapp,Springer,Nen,2:57,N,24336,.05,-------,
97,Sunday Jul 21,boxscore,PHI,@,FLA,W,12,3,,41-56,5,19.0,Schilling,Burkett,Bottalico,2:53,D,20873,.04,+,
98,Monday Jul 22 (1),boxscore,PHI,,CIN,L,2,5,,41-57,5,20.5,Portugal,Mulholland,Brantley,2:35,N,,.05,-,1996-04-07 (Rain)
99,Monday Jul 22 (2),boxscore,PHI,,CIN,L,3,5,,41-58,5,20.5,Smith,Ryan,Brantley,3:02,N,22808,.03,--,
100,Tuesday Jul 23,boxscore,PHI,,CIN,L,3,5,,41-59,5,21.5,Jarvis,Mimbs,,2:24,N,23100,.02,---,
101,Wednesday Jul 24,boxscore,PHI,,CIN,L,1,3,,41-60,5,22.5,Burba,Williams,Brantley,2:49,D,27352,.01,----,
102,Thursday Jul 25,boxscore,PHI,@,PIT,L,4,6,,41-61,5,22.5,Miceli,Springer,Córdova,2:48,N,12163,.01,-----,
103,Friday Jul 26,boxscore,PHI,@,PIT,L,4,7,,41-62,5,23.5,Ericks,Bottalico,Plesac,2:34,N,17239,.01,------,
104,Saturday Jul 27,boxscore,PHI,@,PIT,W,2,1,,42-62,5,22.5,Mulholland,Parris,,2:38,N,23121,.01,+,
105,Sunday Jul 28,boxscore,PHI,@,PIT,L,8,12,,42-63,5,22.5,Ericks,Borland,,3:00,N,15189,.00,-,
106,Tuesday Jul 30,boxscore,PHI,,STL,W-wo,8,7,,43-63,5,21.5,Ryan,Mathews,,3:37,N,20166,.00,+,
107,Thursday Aug 1 (1),boxscore,PHI,,STL,W,2,1,,44-63,5,22.5,Springer,Osborne,Ryan,2:38,N,,.00,++,1996-07-31 (Rain)
108,Thursday Aug 1 (2),boxscore,PHI,,STL,L,1,7,,44-64,5,22.5,Benes,Mimbs,,2:23,N,22934,.01,-,
109,Friday Aug 2,boxscore,PHI,,PIT,L,3,8,,44-65,5,22.5,Wilkins,Blazier,,2:41,N,24505,.00,--,
110,Saturday Aug 3,boxscore,PHI,,PIT,W-wo,7,6,,45-65,5,22.5,Bottalico,Plesac,,3:07,D,22690,.00,+,
111,Sunday Aug 4,boxscore,PHI,,PIT,W,4,2,,46-65,5,22.5,Williams,Miceli,Ryan,2:42,D,25498,.00,++,
112,Monday Aug 5,boxscore,PHI,,PIT,W,3,0,,47-65,5,22.0,Schilling,Neagle,,2:35,N,20337,.00,+++,
113,Tuesday Aug 6,boxscore,PHI,@,ATL,L,4,10,,47-66,5,23.0,Bielecki,Springer,,2:20,N,32036,.00,-,
114,Wednesday Aug 7,boxscore,PHI,@,ATL,L,1,14,8,47-67,5,24.0,Smoltz,Muñoz,,2:24,N,29920,.00,--,
115,Thursday Aug 8,boxscore,PHI,@,ATL,W,4,1,,48-67,5,23.0,Beech,Maddux,Bottalico,2:28,N,32401,.00,+,
116,Friday Aug 9,boxscore,PHI,,HOU,L,1,5,,48-68,5,23.0,Reynolds,West,,2:46,N,21780,.00,-,
117,Saturday Aug 10,boxscore,PHI,,HOU,L,1,3,,48-69,5,23.0,Hampton,Schilling,Wagner,2:35,D,18486,.00,--,
118,Sunday Aug 11,boxscore,PHI,,HOU,L,5,10,,48-70,5,24.0,Kile,Williams,,2:52,D,24150,.00,---,
119,Tuesday Aug 13 (1),boxscore,PHI,,ATL,L,0,2,,48-71,5,26.0,Maddux,Hunter,,2:14,N,,.00,----,1996-08-12 (Rain)
120,Tuesday Aug 13 (2),boxscore,PHI,,ATL,L,2,5,,48-72,5,26.0,Hartgraves,Beech,Wohlers,2:31,N,25196,.00,-----,
121,Wednesday Aug 14,boxscore,PHI,,ATL,W,4,1,,49-72,5,25.0,West,Glavine,Bottalico,2:48,N,28206,.00,+,
122,Thursday Aug 15,boxscore,PHI,,ATL,L,5,8,,49-73,5,26.0,Wade,Schilling,,2:56,D,28011,.00,-,
123,Friday Aug 16,boxscore,PHI,,SFG,L,4,6,,49-74,5,27.0,VanLandingham,Williams,Beck,3:01,N,20163,.00,--,
124,Saturday Aug 17,boxscore,PHI,,SFG,L,4,8,,49-75,5,28.0,Watson,Hunter,Beck,3:11,N,24522,.00,---,
125,Sunday Aug 18,boxscore,PHI,,SFG,W,7,6,,50-75,5,28.0,Borland,Gardner,Bottalico,2:53,D,24480,.00,+,
126,Tuesday Aug 20,boxscore,PHI,@,LAD,W,3,1,,51-75,5,28.0,Jordan,Osuna,Bottalico,2:34,N,35457,.00,++,
127,Wednesday Aug 21,boxscore,PHI,@,LAD,W,6,0,,52-75,5,28.0,Schilling,Nomo,,2:21,N,39502,.00,+++,
128,Thursday Aug 22,boxscore,PHI,@,LAD,L,5,8,,52-76,5,28.0,Astacio,Williams,Worrell,3:11,N,29608,.00,-,
129,Friday Aug 23,boxscore,PHI,@,SDP,W,7,4,,53-76,5,28.0,Hunter,Worrell,Bottalico,2:42,N,22102,.00,+,
130,Saturday Aug 24,boxscore,PHI,@,SDP,L,1,7,,53-77,5,29.0,Hamilton,Beech,,2:30,N,31023,.00,-,
131,Sunday Aug 25,boxscore,PHI,@,SDP,L,2,11,,53-78,5,29.0,Sanders,West,,3:13,D,30036,.00,--,
132,Monday Aug 26,boxscore,PHI,@,SFG,L,0,1,,53-79,5,29.5,VanLandingham,Schilling,Beck,2:17,D,8640,.00,---,
133,Tuesday Aug 27,boxscore,PHI,@,SFG,W,3,2,,54-79,5,28.5,Williams,Bautista,Bottalico,3:02,D,9549,.00,+,
134,Wednesday Aug 28,boxscore,PHI,@,SFG,L,6,7,,54-80,5,29.5,Dewey,Jordan,Beck,2:49,N,16223,.00,-,
135,Friday Aug 30,boxscore,PHI,,LAD,L,6,7,12,54-81,5,30.5,Dreifort,Parrett,Worrell,3:48,N,22129,.00,--,
136,Saturday Aug 31,boxscore,PHI,,LAD,L,7,11,,54-82,5,30.5,Valdez,Schilling,Osuna,2:53,N,24821,.00,---,
137,Sunday Sep 1,boxscore,PHI,,LAD,W,6,3,,55-82,5,29.5,Williams,Worrell,Bottalico,2:31,N,24959,.00,+,
138,Monday Sep 2,boxscore,PHI,,SDP,L,1,5,,55-83,5,29.5,Valenzuela,Hunter,,2:46,N,15263,.00,-,
139,Tuesday Sep 3,boxscore,PHI,,SDP,W,8,2,,56-83,5,28.5,Mimbs,Hamilton,Ryan,2:24,N,16797,.00,+,
140,Wednesday Sep 4,boxscore,PHI,,SDP,L,1,2,,56-84,5,28.5,Sanders,Beech,Hoffman,2:16,N,18754,.00,-,
141,Thursday Sep 5,boxscore,PHI,,CHC,W,6,1,,57-84,5,28.0,Schilling,Castillo,,2:33,N,18164,.00,+,
142,Friday Sep 6,boxscore,PHI,,CHC,L,4,6,,57-85,5,29.0,Bullinger,Ryan,Wendell,3:13,N,17803,.00,-,
143,Saturday Sep 7,boxscore,PHI,,CHC,W,4,2,,58-85,5,29.0,Hunter,Bottenfield,Bottalico,2:46,D,18021,.00,+,
144,Sunday Sep 8,boxscore,PHI,,CHC,L,3,5,,58-86,5,29.0,Navarro,Mimbs,Wendell,2:54,D,27600,.00,-,
145,Tuesday Sep 10,boxscore,PHI,@,HOU,L,3,4,,58-87,5,29.0,Morman,Schilling,Hernandez,2:25,N,12700,.00,--,
146,Wednesday Sep 11,boxscore,PHI,@,HOU,W,10,8,,59-87,5,28.0,Parrett,Holt,Bottalico,3:57,N,17300,.00,+,
147,Thursday Sep 12,boxscore,PHI,@,HOU,L,1,4,,59-88,5,28.0,Kile,Williams,,2:12,D,16103,.00,-,
148,Friday Sep 13,boxscore,PHI,@,CHC,L,2,4,,59-89,5,28.0,Trachsel,Hunter,Wendell,2:34,D,23048,.00,--,
149,Saturday Sep 14,boxscore,PHI,@,CHC,W,6,2,,60-89,5,27.0,Mimbs,Navarro,Ryan,2:49,D,36290,.00,+,
150,Sunday Sep 15,boxscore,PHI,@,CHC,W,6,1,,61-89,5,27.0,Schilling,Foster,,2:38,N,24697,.00,++,
151,Tuesday Sep 17,boxscore,PHI,,FLA,L,5,11,,61-90,5,28.5,Rapp,Beech,,3:09,N,15507,.00,-,
152,Wednesday Sep 18,boxscore,PHI,,FLA,W,8,6,,62-90,5,28.5,Borland,Miller,Bottalico,3:06,N,17158,.00,+,
153,Thursday Sep 19,boxscore,PHI,,NYM,L,2,7,,62-91,5,28.5,Clark,Hunter,,2:23,N,16689,.00,-,
154,Friday Sep 20,boxscore,PHI,,NYM,L,2,5,,62-92,5,29.5,Wilson,Mimbs,Franco,2:10,N,22001,.00,--,
155,Saturday Sep 21,boxscore,PHI,,NYM,W,2,1,,63-92,5,29.5,Schilling,Harnisch,,2:17,N,23283,.00,+,
156,Sunday Sep 22,boxscore,PHI,,NYM,W-wo,4,3,,64-92,5,29.5,Bottalico,Wallace,,2:58,N,27672,.00,++,
157,Tuesday Sep 24,boxscore,PHI,,MON,L,2,6,,64-93,5,30.0,Juden,Williams,Rojas,3:22,N,16044,.00,-,
158,Wednesday Sep 25,boxscore,PHI,,MON,W,3,1,,65-93,5,29.0,West,Paniagua,Bottalico,2:34,N,17544,.00,+,
159,Thursday Sep 26,boxscore,PHI,,MON,L,2,5,,65-94,5,29.0,Daal,Schilling,Rojas,2:27,N,16587,.00,-,
160,Friday Sep 27,boxscore,PHI,@,NYM,W,6,5,,66-94,5,29.0,Jordan,Dipoto,Bottalico,3:08,N,15889,.00,+,
161,Saturday Sep 28,boxscore,PHI,@,NYM,L,2,4,,66-95,5,30.0,Person,Maduro,Wallace,2:02,N,16801,.00,-,
162,Sunday Sep 29,boxscore,PHI,@,NYM,W,9,5,,67-95,5,29.0,Blazier,Fyhrie,,2:36,D,21975,.00,+,
