--- When using SR data, please cite us and provide a link and/or a mention.


 
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
54,Friday May 31,boxscore,SDP,@,PHI,W,4,2,,34-20,1,up 5.5,Ashby,Mulholland,Hoffman,2:44,N,22110,1.33,+,
55,Saturday Jun 1,boxscore,SDP,@,PHI,W,8,3,,35-20,1,up 6.5,Bergman,Mimbs,,2:37,N,27623,1.26,++,
56,Sunday Jun 2,boxscore,SDP,@,PHI,L-wo,8,9,12,35-21,1,up 5.5,Borland,Hoffman,,4:18,D,32035,1.19,-,
57,Monday Jun 3,boxscore,SDP,,STL,L,0,3,,35-22,1,up 5.0,Benes,Tewksbury,,2:09,N,13625,1.21,--,
58,Tuesday Jun 4,boxscore,SDP,,STL,L,5,11,,35-23,1,up 5.0,Petkovsek,Worrell,,3:30,N,13427,1.32,---,
59,Wednesday Jun 5,boxscore,SDP,,STL,W-wo,6,4,,36-23,1,up 6.0,Hoffman,Fossas,,3:06,N,12216,1.27,+,
60,Friday Jun 7,boxscore,SDP,,PIT,L,0,10,,36-24,1,up 5.5,Smith,Bergman,,2:34,N,20312,1.28,-,
61,Saturday Jun 8,boxscore,SDP,,PIT,L,8,9,14,36-25,1,up 4.5,Córdova,Blair,,5:03,N,41378,1.30,--,
62,Sunday Jun 9,boxscore,SDP,,PIT,L,0,6,,36-26,1,up 3.5,Darwin,Tewksbury,,2:49,D,30932,1.39,---,
63,Monday Jun 10,boxscore,SDP,,CIN,L,3,6,,36-27,1,up 2.5,Smith,Bochtler,Brantley,3:12,N,41120,1.38,----,
64,Tuesday Jun 11,boxscore,SDP,,CIN,L,1,4,,36-28,1,up 2.5,Jarvis,Valenzuela,Brantley,3:10,N,12029,1.43,-----,
65,Wednesday Jun 12,boxscore,SDP,,CIN,L,4,9,,36-29,1,up 2.0,Smiley,Florie,,2:59,N,11411,1.41,------,
66,Thursday Jun 13,boxscore,SDP,@,CHC,L-wo,3,6,14,36-30,1,up 1.0,Jones,Blair,,4:01,N,28953,1.45,-------,
67,Friday Jun 14,boxscore,SDP,@,CHC,L,1,5,,36-31,1,up 1.0,Trachsel,Tewksbury,,2:26,D,30877,1.43,--------,
68,Saturday Jun 15,boxscore,SDP,@,CHC,W,2,1,,37-31,1,up 1.0,Worrell,Navarro,Hoffman,2:27,D,39465,1.37,+,
69,Sunday Jun 16,boxscore,SDP,@,CHC,L,4,8,,37-32,1,Tied,Castillo,Valenzuela,Bullinger,2:33,D,33376,1.44,-,
70,Monday Jun 17,boxscore,SDP,@,ATL,L,3,9,,37-33,2,0.5,Maddux,Bergman,,2:26,N,32934,1.53,--,
71,Tuesday Jun 18,boxscore,SDP,@,ATL,L,3,5,,37-34,2,1.0,Clontz,Hamilton,Wohlers,2:41,N,32730,1.44,---,
72,Wednesday Jun 19,boxscore,SDP,@,ATL,L,1,5,,37-35,4,2.0,Smoltz,Tewksbury,,1:59,D,34823,1.41,----,
73,Thursday Jun 20,boxscore,SDP,,CHC,L,2,3,,37-36,4,2.0,Navarro,Worrell,Wendell,2:24,D,19969,1.24,-----,
74,Friday Jun 21,boxscore,SDP,,CHC,W-wo,2,1,10,38-36,2,1.0,Hoffman,Wendell,,2:48,N,49503,1.13,+,
75,Saturday Jun 22,boxscore,SDP,,CHC,L,6,9,16,38-37,2,2.0,Myers,Blair,,5:14,N,51917,1.23,-,
76,Sunday Jun 23,boxscore,SDP,,CHC,W,5,4,,39-37,2,2.0,Hamilton,Telemaco,Hoffman,2:31,D,30672,1.19,+,
77,Tuesday Jun 25,boxscore,SDP,,HOU,L,4,9,,39-38,2,2.0,Jones,Sanders,,2:39,N,13458,1.28,-,
78,Wednesday Jun 26,boxscore,SDP,,HOU,L,3,4,,39-39,2,2.0,Wall,Worrell,Wagner,2:54,N,12388,1.23,--,
79,Thursday Jun 27,boxscore,SDP,@,SFG,W,11,1,,40-39,2,1.0,Valenzuela,Gardner,,2:55,N,12325,1.39,+,
80,Friday Jun 28,boxscore,SDP,@,SFG,W,6,1,,41-39,1,Tied,Ashby,Fernández,Hoffman,3:10,N,13129,1.53,++,
81,Saturday Jun 29,boxscore,SDP,@,SFG,W,7,6,,42-39,1,Tied,Blair,Beck,Hoffman,2:49,D,24540,1.56,+++,
82,Sunday Jun 30,boxscore,SDP,@,SFG,W,7,4,,43-39,1,up 1.0,Tewksbury,VanLandingham,Hoffman,3:12,D,26373,1.58,++++,
83,Monday Jul 1,boxscore,SDP,,LAD,L,2,10,,43-40,1,Tied,Candiotti,Worrell,,3:04,N,40343,1.91,-,
84,Tuesday Jul 2,boxscore,SDP,,LAD,L,3,7,,43-41,2,1.0,Astacio,Valenzuela,,2:46,N,28294,1.97,--,
85,Wednesday Jul 3,boxscore,SDP,,LAD,W,3,2,,44-41,1,Tied,Hamilton,Martínez,Hoffman,2:43,N,48841,1.84,+,
86,Thursday Jul 4,boxscore,SDP,,SFG,W,8,4,,45-41,1,Tied,Tewksbury,Leiter,,3:05,D,14111,1.63,++,
87,Friday Jul 5,boxscore,SDP,,SFG,W-wo,7,6,11,46-41,1,Tied,Bergman,Bautista,,3:45,N,22589,1.63,+++,
88,Saturday Jul 6,boxscore,SDP,,SFG,W,7,3,,47-41,1,Tied,Worrell,Bourgeois,Hoffman,2:55,N,51021,1.64,++++,
89,Sunday Jul 7,boxscore,SDP,,SFG,W,10,3,,48-41,1,up 1.0,Valenzuela,Fernández,,2:56,D,32693,1.64,+++++,
90,Thursday Jul 11,boxscore,SDP,@,COL,L-wo,5,8,10,48-42,1,Tied,Ruffin,Hoffman,,3:04,N,45703,1.86,-,
91,Friday Jul 12,boxscore,SDP,@,COL,L,12,13,,48-43,2,1.0,Holmes,Blair,,3:12,N,48053,1.93,--,
92,Saturday Jul 13,boxscore,SDP,@,COL,L,6,11,,48-44,2,1.0,Ritz,Sanders,,2:54,N,48009,1.90,---,
93,Sunday Jul 14,boxscore,SDP,@,COL,L,4,8,,48-45,2,1.0,Reynoso,Valenzuela,,3:03,D,48065,1.97,----,
