--- When using SR data, please cite us and provide a link and/or a mention.


 
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
104,Sunday Jul 28,boxscore,CHC,@,COL,W,7,5,,50-54,4,5.5,Bullinger,Ritz,Bottenfield,2:55,D,48073,.59,+,
105,Tuesday Jul 30,boxscore,CHC,,SFG,W,4,0,,51-54,4,4.5,Castillo,VanLandingham,Adams,2:46,N,37424,.63,++,
106,Wednesday Jul 31,boxscore,CHC,,SFG,W,4,1,,52-54,4,4.0,Trachsel,Watson,Wendell,2:36,D,28988,.76,+++,
107,Thursday Aug 1,boxscore,CHC,,COL,W,4,1,,53-54,4,3.5,Navarro,Thompson,Patterson,2:52,D,25564,.89,++++,
108,Friday Aug 2,boxscore,CHC,,COL,L,2,7,,53-55,4,4.5,Ritz,Telemaco,,2:53,D,34186,1.01,-,
109,Saturday Aug 3,boxscore,CHC,,COL,L,2,8,,53-56,4,5.0,Wright,Bullinger,,2:52,D,40460,.81,--,
110,Sunday Aug 4,boxscore,CHC,,COL,L,1,6,,53-57,4,6.0,Reynoso,Castillo,,3:05,D,38738,.69,---,
111,Monday Aug 5,boxscore,CHC,,NYM,W,7,3,,54-57,4,5.5,Trachsel,Wilson,,2:46,N,36766,.48,+,
112,Tuesday Aug 6,boxscore,CHC,,NYM,W,3,0,,55-57,4,4.5,Navarro,Clark,Patterson,2:20,D,24558,.54,++,
113,Wednesday Aug 7,boxscore,CHC,,NYM,L,7,11,,55-58,4,5.5,Dipoto,Adams,,3:10,D,27086,.64,-,
114,Friday Aug 9,boxscore,CHC,@,MON,W,11,9,,56-58,4,5.0,Bullinger,Cormier,Patterson,3:02,N,15498,.65,+,
115,Saturday Aug 10,boxscore,CHC,@,MON,W,3,2,,57-58,4,5.0,Casian,Dyer,Wendell,2:32,N,16724,.76,++,
116,Sunday Aug 11,boxscore,CHC,@,MON,L-wo,3,4,10,57-59,4,6.0,Rojas,Bottenfield,,3:02,D,20120,.84,-,
117,Monday Aug 12,boxscore,CHC,@,NYM,W,11,1,,58-59,3,5.0,Navarro,Isringhausen,,2:43,N,17636,.55,+,
118,Tuesday Aug 13,boxscore,CHC,@,NYM,W,3,2,,59-59,3,4.0,Telemaco,Harnisch,Wendell,2:49,N,17819,.70,++,
119,Wednesday Aug 14,boxscore,CHC,@,NYM,L,5,8,,59-60,4,5.0,Jones,Bullinger,Franco,3:12,N,20110,.89,-,
120,Friday Aug 16,boxscore,CHC,,HOU,L,3,8,,59-61,4,6.0,Hampton,Castillo,,3:10,D,37139,.93,--,
121,Saturday Aug 17,boxscore,CHC,,HOU,W,12,3,,60-61,4,5.0,Trachsel,Kile,,2:59,D,39775,.64,+,
122,Sunday Aug 18,boxscore,CHC,,HOU,W,10,8,,61-61,4,5.0,Navarro,Brocail,Wendell,3:30,D,37210,.77,++,
123,Monday Aug 19,boxscore,CHC,,FLA,L,3,4,,61-62,4,5.5,Brown,Telemaco,Nen,3:04,N,32302,.70,-,
124,Tuesday Aug 20,boxscore,CHC,,FLA,W,8,1,,62-62,4,5.0,Foster,Hutton,,2:29,D,22119,.55,+,
125,Wednesday Aug 21,boxscore,CHC,,FLA,W,8,3,,63-62,3,4.0,Castillo,Rapp,,2:37,D,27699,.70,++,
126,Friday Aug 23,boxscore,CHC,@,ATL,L,3,4,,63-63,4,4.0,Maddux,Trachsel,Wohlers,2:37,N,38210,1.03,-,
127,Saturday Aug 24,boxscore,CHC,@,ATL,L-wo,5,6,,63-64,4,4.5,Clontz,Casian,,2:58,D,46804,.83,--,
128,Sunday Aug 25,boxscore,CHC,@,ATL,W,3,2,,64-64,3,4.5,Foster,Wohlers,Wendell,2:32,D,35176,.67,+,
129,Tuesday Aug 27,boxscore,CHC,@,HOU,L,5,6,,64-65,3,5.0,Morman,Adams,Hernandez,2:40,N,15374,1.18,-,
130,Wednesday Aug 28,boxscore,CHC,@,HOU,L-wo,4,5,,64-66,3,6.0,Olson,Bottenfield,,3:10,N,18026,.93,--,
131,Thursday Aug 29,boxscore,CHC,@,HOU,W,4,3,,65-66,3,5.0,Navarro,Reynolds,Wendell,2:53,D,16151,.73,+,
132,Friday Aug 30 (1),boxscore,CHC,,ATL,W,3,2,,66-66,3,5.5,Foster,Glavine,Patterson,2:12,D,,.68,++,1996-05-28 (Rain)
133,Friday Aug 30 (2),boxscore,CHC,,ATL,L,5,6,,66-67,3,5.5,Borowski,Bottenfield,Wohlers,3:23,D,31548,.85,-,
134,Saturday Aug 31,boxscore,CHC,,ATL,W,12,0,,67-67,3,5.5,Castillo,Neagle,Adams,2:54,D,38691,.56,+,
135,Sunday Sep 1,boxscore,CHC,,ATL,W-wo,2,1,12,68-67,3,4.5,Campbell,Borowski,,3:05,D,40192,.57,++,
136,Monday Sep 2,boxscore,CHC,@,FLA,L,3,4,,68-68,3,4.5,Valdes,Trachsel,Nen,2:42,N,16622,.80,-,
137,Tuesday Sep 3,boxscore,CHC,@,FLA,W,11,3,,69-68,3,4.0,Navarro,Leiter,,3:13,N,15528,.56,+,
138,Wednesday Sep 4,boxscore,CHC,@,FLA,L,2,9,,69-69,4,5.0,Brown,Foster,,2:38,N,14879,.72,-,
139,Thursday Sep 5,boxscore,CHC,@,PHI,L,1,6,,69-70,4,5.5,Schilling,Castillo,,2:33,N,18164,.54,--,
140,Friday Sep 6,boxscore,CHC,@,PHI,W,6,4,,70-70,4,5.5,Bullinger,Ryan,Wendell,3:13,N,17803,.39,+,
141,Saturday Sep 7,boxscore,CHC,@,PHI,L,2,4,,70-71,4,6.5,Hunter,Bottenfield,Bottalico,2:46,D,18021,.43,-,
142,Sunday Sep 8,boxscore,CHC,@,PHI,W,5,3,,71-71,4,5.5,Navarro,Mimbs,Wendell,2:54,D,27600,.20,+,
143,Monday Sep 9,boxscore,CHC,,MON,W,3,1,,72-71,4,5.5,Foster,Paniagua,,2:31,N,24452,.38,++,
144,Tuesday Sep 10,boxscore,CHC,,MON,W,10,3,,73-71,3,5.5,Bottenfield,Daal,,3:17,N,26700,.47,+++,
145,Wednesday Sep 11,boxscore,CHC,,MON,L,1,2,,73-72,3,5.5,Urbina,Adams,Rojas,2:31,D,30729,.47,-,
146,Friday Sep 13,boxscore,CHC,,PHI,W,4,2,,74-72,3,5.0,Trachsel,Hunter,Wendell,2:34,D,23048,.41,+,
147,Saturday Sep 14,boxscore,CHC,,PHI,L,2,6,,74-73,3,5.0,Mimbs,Navarro,Ryan,2:49,D,36290,.48,-,
148,Sunday Sep 15,boxscore,CHC,,PHI,L,1,6,,74-74,3,5.0,Schilling,Foster,,2:38,N,24697,.42,--,
149,Tuesday Sep 17,boxscore,CHC,@,STL,L,3,5,,74-75,3,6.0,Osborne,Patterson,Mathews,2:55,N,29612,.63,---,
150,Wednesday Sep 18,boxscore,CHC,@,STL,L,3,5,,74-76,3,7.0,Stottlemyre,Trachsel,Eckersley,2:56,N,32843,.25,----,
151,Thursday Sep 19,boxscore,CHC,@,STL,L-wo,4,5,13,74-77,3,8.0,Bailey,Campbell,,4:19,N,34923,.05,-----,
152,Friday Sep 20,boxscore,CHC,@,PIT,L,4,6,,74-78,4,8.0,Lieber,Foster,Ericks,2:46,N,19285,.00,------,
153,Saturday Sep 21,boxscore,CHC,@,PIT,L,3,8,,74-79,4,8.5,Loiselle,Swartzbaugh,,2:27,N,23619,.00,-------,
154,Sunday Sep 22,boxscore,CHC,@,PIT,L,3,11,8,74-80,4,8.0,Córdova,Castillo,,2:50,D,27472,.00,--------,
155,Monday Sep 23,boxscore,CHC,@,PIT,W,4,3,,75-80,4,8.0,Trachsel,Schmidt,Patterson,2:55,N,7684,.00,+,
156,Tuesday Sep 24,boxscore,CHC,@,CIN,L,3,6,,75-81,4,9.0,Lyons,Navarro,Brantley,2:40,N,18584,.00,-,
157,Wednesday Sep 25,boxscore,CHC,@,CIN,L,3,4,,75-82,4,10.0,Burba,Foster,Brantley,3:04,N,18506,.00,--,
158,Thursday Sep 26,boxscore,CHC,@,CIN,L,4,12,,75-83,4,10.5,Jarvis,Swartzbaugh,,2:41,D,20777,.00,---,
159,Friday Sep 27 (1),boxscore,CHC,,PIT,L,4,7,10,75-84,4,11.0,Plesac,Wendell,,3:15,D,,.00,----,1996-07-17 (Rain)
160,Friday Sep 27 (2),boxscore,CHC,,PIT,W-wo,10,9,,76-84,4,11.0,Adams,Boever,,3:23,D,18757,.00,+,
161,Saturday Sep 28,boxscore,CHC,,PIT,L,7,8,10,76-85,4,12.0,Plesac,Wendell,,3:54,D,29729,.00,-,
162,Sunday Sep 29,boxscore,CHC,,PIT,L,3,8,,76-86,4,12.0,Loaiza,Navarro,,2:32,D,26873,.00,--,
