Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT
2011-09-08,2011,R,RS,GB,NO,H,42,34,0
2011-09-08,2011,R,RS,NO,GB,A,34,42,0
2011-09-11,2011,R,RS,PHI,STL,A,31,13,0
2011-09-11,2011,R,RS,STL,PHI,H,13,31,0
2011-09-11,2011,R,RS,HOU,IND,H,34,7,0
2011-09-11,2011,R,RS,IND,HOU,A,7,34,0
2011-09-11,2011,R,RS,JAX,TEN,H,16,14,0
2011-09-11,2011,R,RS,TEN,JAX,A,14,16,0
2011-09-11,2011,R,RS,BAL,PIT,H,35,7,0
2011-09-11,2011,R,RS,PIT,BAL,A,7,35,0
2011-09-11,2011,R,RS,CHI,ATL,H,30,12,0
2011-09-11,2011,R,RS,ATL,CHI,A,12,30,0
2011-09-11,2011,R,RS,BUF,KC,A,41,7,0
2011-09-11,2011,R,RS,KC,BUF,H,7,41,0
2011-09-11,2011,R,RS,CIN,CLE,A,27,17,0
2011-09-11,2011,R,RS,CLE,CIN,H,17,27,0
2011-09-11,2011,R,RS,DET,TB,A,27,20,0
2011-09-11,2011,R,RS,TB,DET,H,20,27,0
2011-09-11,2011,R,RS,ARI,CAR,H,28,21,0
2011-09-11,2011,R,RS,CAR,ARI,A,21,28,0
2011-09-11,2011,R,RS,SD,MIN,H,24,17,0
2011-09-11,2011,R,RS,MIN,SD,A,17,24,0
2011-09-11,2011,R,RS,SF,SEA,H,33,17,0
2011-09-11,2011,R,RS,SEA,SF,A,17,33,0
2011-09-11,2011,R,RS,WAS,NYG,H,28,14,0
2011-09-11,2011,R,RS,NYG,WAS,A,14,28,0
2011-09-11,2011,R,RS,NYJ,DAL,H,27,24,0
2011-09-11,2011,R,RS,DAL,NYJ,A,24,27,0
2011-09-12,2011,R,RS,NE,MIA,A,38,24,0
2011-09-12,2011,R,RS,MIA,NE,H,24,38,0
2011-09-12,2011,R,RS,OAK,DEN,A,23,20,0
2011-09-12,2011,R,RS,DEN,OAK,H,20,23,0
2011-09-18,2011,R,RS,GB,CAR,A,30,23,0
2011-09-18,2011,R,RS,CAR,GB,H,23,30,0
2011-09-18,2011,R,RS,NO,CHI,H,30,13,0
2011-09-18,2011,R,RS,CHI,NO,A,13,30,0
2011-09-18,2011,R,RS,CLE,IND,A,27,19,0
2011-09-18,2011,R,RS,IND,CLE,H,19,27,0
2011-09-18,2011,R,RS,DET,KC,H,48,3,0
2011-09-18,2011,R,RS,KC,DET,A,3,48,0
2011-09-18,2011,R,RS,NYJ,JAX,H,32,3,0
2011-09-18,2011,R,RS,JAX,NYJ,A,3,32,0
2011-09-18,2011,R,RS,TEN,BAL,H,26,13,0
2011-09-18,2011,R,RS,BAL,TEN,A,13,26,0
2011-09-18,2011,R,RS,PIT,SEA,H,24,0,0
2011-09-18,2011,R,RS,SEA,PIT,A,0,24,0
2011-09-18,2011,R,RS,BUF,OAK,H,38,35,0
2011-09-18,2011,R,RS,OAK,BUF,A,35,38,0
2011-09-18,2011,R,RS,WAS,ARI,H,22,21,0
2011-09-18,2011,R,RS,ARI,WAS,A,21,22,0
2011-09-18,2011,R,RS,TB,MIN,A,24,20,0
2011-09-18,2011,R,RS,MIN,TB,H,20,24,0
2011-09-18,2011,R,RS,DAL,SF,A,27,24,1
2011-09-18,2011,R,RS,SF,DAL,H,24,27,1
2011-09-18,2011,R,RS,DEN,CIN,H,24,22,0
2011-09-18,2011,R,RS,CIN,DEN,A,22,24,0
2011-09-18,2011,R,RS,HOU,MIA,A,23,13,0
2011-09-18,2011,R,RS,MIA,HOU,H,13,23,0
2011-09-18,2011,R,RS,NE,SD,H,35,21,0
2011-09-18,2011,R,RS,SD,NE,A,21,35,0
2011-09-18,2011,R,RS,ATL,PHI,H,35,31,0
2011-09-18,2011,R,RS,PHI,ATL,A,31,35,0
2011-09-19,2011,R,RS,NYG,STL,H,28,16,0
2011-09-19,2011,R,RS,STL,NYG,A,16,28,0
2011-09-25,2011,R,RS,CAR,JAX,H,16,10,0
2011-09-25,2011,R,RS,JAX,CAR,A,10,16,0
2011-09-25,2011,R,RS,SF,CIN,A,13,8,0
2011-09-25,2011,R,RS,CIN,SF,H,8,13,0
2011-09-25,2011,R,RS,CLE,MIA,H,17,16,0
2011-09-25,2011,R,RS,MIA,CLE,A,16,17,0
2011-09-25,2011,R,RS,TEN,DEN,H,17,14,0
2011-09-25,2011,R,RS,DEN,TEN,A,14,17,0
2011-09-25,2011,R,RS,NO,HOU,H,40,33,0
2011-09-25,2011,R,RS,HOU,NO,A,33,40,0
2011-09-25,2011,R,RS,BUF,NE,H,34,31,0
2011-09-25,2011,R,RS,NE,BUF,A,31,34,0
2011-09-25,2011,R,RS,NYG,PHI,A,29,16,0
2011-09-25,2011,R,RS,PHI,NYG,H,16,29,0
2011-09-25,2011,R,RS,DET,MIN,A,26,23,1
2011-09-25,2011,R,RS,MIN,DET,H,23,26,1
2011-09-25,2011,R,RS,OAK,NYJ,H,34,24,0
2011-09-25,2011,R,RS,NYJ,OAK,A,24,34,0
2011-09-25,2011,R,RS,SD,KC,H,20,17,0
2011-09-25,2011,R,RS,KC,SD,A,17,20,0
2011-09-25,2011,R,RS,BAL,STL,A,37,7,0
2011-09-25,2011,R,RS,STL,BAL,H,7,37,0
2011-09-25,2011,R,RS,GB,CHI,A,27,17,0
2011-09-25,2011,R,RS,CHI,GB,H,17,27,0
2011-09-25,2011,R,RS,SEA,ARI,H,13,10,0
2011-09-25,2011,R,RS,ARI,SEA,A,10,13,0
2011-09-25,2011,R,RS,TB,ATL,H,16,13,0
2011-09-25,2011,R,RS,ATL,TB,A,13,16,0
2011-09-25,2011,R,RS,PIT,IND,A,23,20,0
2011-09-25,2011,R,RS,IND,PIT,H,20,23,0
2011-09-26,2011,R,RS,DAL,WAS,H,18,16,0
2011-09-26,2011,R,RS,WAS,DAL,A,16,18,0
2011-10-02,2011,R,RS,WAS,STL,A,17,10,0
2011-10-02,2011,R,RS,STL,WAS,H,10,17,0
2011-10-02,2011,R,RS,DET,DAL,A,34,30,0
2011-10-02,2011,R,RS,DAL,DET,H,30,34,0
2011-10-02,2011,R,RS,KC,MIN,H,22,17,0
2011-10-02,2011,R,RS,MIN,KC,A,17,22,0
2011-10-02,2011,R,RS,CIN,BUF,H,23,20,0
2011-10-02,2011,R,RS,BUF,CIN,A,20,23,0
2011-10-02,2011,R,RS,TEN,CLE,A,31,13,0
2011-10-02,2011,R,RS,CLE,TEN,H,13,31,0
2011-10-02,2011,R,RS,HOU,PIT,H,17,10,0
2011-10-02,2011,R,RS,PIT,HOU,A,10,17,0
2011-10-02,2011,R,RS,NO,JAX,A,23,10,0
2011-10-02,2011,R,RS,JAX,NO,H,10,23,0
2011-10-02,2011,R,RS,SF,PHI,A,24,23,0
2011-10-02,2011,R,RS,PHI,SF,H,23,24,0
2011-10-02,2011,R,RS,CHI,CAR,H,34,29,0
2011-10-02,2011,R,RS,CAR,CHI,A,29,34,0
2011-10-02,2011,R,RS,ATL,SEA,A,30,28,0
2011-10-02,2011,R,RS,SEA,ATL,H,28,30,0
2011-10-02,2011,R,RS,NYG,ARI,A,31,27,0
2011-10-02,2011,R,RS,ARI,NYG,H,27,31,0
2011-10-02,2011,R,RS,GB,DEN,H,49,23,0
2011-10-02,2011,R,RS,DEN,GB,A,23,49,0
2011-10-02,2011,R,RS,SD,MIA,H,26,16,0
2011-10-02,2011,R,RS,MIA,SD,A,16,26,0
2011-10-02,2011,R,RS,NE,OAK,A,31,19,0
2011-10-02,2011,R,RS,OAK,NE,H,19,31,0
2011-10-02,2011,R,RS,BAL,NYJ,H,34,17,0
2011-10-02,2011,R,RS,NYJ,BAL,A,17,34,0
2011-10-03,2011,R,RS,TB,IND,H,24,17,0
2011-10-03,2011,R,RS,IND,TB,A,17,24,0
2011-10-09,2011,R,RS,CIN,JAX,A,30,20,0
2011-10-09,2011,R,RS,JAX,CIN,H,20,30,0
2011-10-09,2011,R,RS,KC,IND,A,28,24,0
2011-10-09,2011,R,RS,IND,KC,H,24,28,0
2011-10-09,2011,R,RS,OAK,HOU,A,25,20,0
2011-10-09,2011,R,RS,HOU,OAK,H,20,25,0
2011-10-09,2011,R,RS,PIT,TEN,H,38,17,0
2011-10-09,2011,R,RS,TEN,PIT,A,17,38,0
2011-10-09,2011,R,RS,BUF,PHI,H,31,24,0
2011-10-09,2011,R,RS,PHI,BUF,A,24,31,0
2011-10-09,2011,R,RS,NO,CAR,A,30,27,0
2011-10-09,2011,R,RS,CAR,NO,H,27,30,0
2011-10-09,2011,R,RS,SEA,NYG,A,36,25,0
2011-10-09,2011,R,RS,NYG,SEA,H,25,36,0
2011-10-09,2011,R,RS,MIN,ARI,H,34,10,0
2011-10-09,2011,R,RS,ARI,MIN,A,10,34,0
