Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT
2019-09-05,2019,R,RS,GB,CHI,A,10,3,0
2019-09-05,2019,R,RS,CHI,GB,H,3,10,0
2019-09-08,2019,R,RS,MIN,ATL,H,28,12,0
2019-09-08,2019,R,RS,ATL,MIN,A,12,28,0
2019-09-08,2019,R,RS,BUF,NYJ,A,17,16,0
2019-09-08,2019,R,RS,NYJ,BUF,H,16,17,0
2019-09-08,2019,R,RS,STL,CAR,A,30,27,0
2019-09-08,2019,R,RS,CAR,STL,H,27,30,0
2019-09-08,2019,R,RS,TEN,CLE,A,43,13,0
2019-09-08,2019,R,RS,CLE,TEN,H,13,43,0
2019-09-08,2019,R,RS,KC,JAX,A,40,26,0
2019-09-08,2019,R,RS,JAX,KC,H,26,40,0
2019-09-08,2019,R,RS,BAL,MIA,A,59,10,0
2019-09-08,2019,R,RS,MIA,BAL,H,10,59,0
2019-09-08,2019,R,RS,PHI,WAS,H,32,27,0
2019-09-08,2019,R,RS,WAS,PHI,A,27,32,0
2019-09-08,2019,R,RS,SEA,CIN,H,21,20,0
2019-09-08,2019,R,RS,CIN,SEA,A,20,21,0
2019-09-08,2019,R,RS,SD,IND,H,30,24,1
2019-09-08,2019,R,RS,IND,SD,A,24,30,1
2019-09-08,2019,R,RS,DET,ARI,A,27,27,1
2019-09-08,2019,R,RS,ARI,DET,H,27,27,1
2019-09-08,2019,R,RS,DAL,NYG,H,35,17,0
2019-09-08,2019,R,RS,NYG,DAL,A,17,35,0
2019-09-08,2019,R,RS,SF,TB,A,31,17,0
2019-09-08,2019,R,RS,TB,SF,H,17,31,0
2019-09-08,2019,R,RS,NE,PIT,H,33,3,0
2019-09-08,2019,R,RS,PIT,NE,A,3,33,0
2019-09-09,2019,R,RS,NO,HOU,H,30,28,0
2019-09-09,2019,R,RS,HOU,NO,A,28,30,0
2019-09-09,2019,R,RS,OAK,DEN,H,24,16,0
2019-09-09,2019,R,RS,DEN,OAK,A,16,24,0
2019-09-12,2019,R,RS,TB,CAR,A,20,14,0
2019-09-12,2019,R,RS,CAR,TB,H,14,20,0
2019-09-15,2019,R,RS,BUF,NYG,A,28,14,0
2019-09-15,2019,R,RS,NYG,BUF,H,14,28,0
2019-09-15,2019,R,RS,SF,CIN,A,41,17,0
2019-09-15,2019,R,RS,CIN,SF,H,17,41,0
2019-09-15,2019,R,RS,IND,TEN,A,19,17,0
2019-09-15,2019,R,RS,TEN,IND,H,17,19,0
2019-09-15,2019,R,RS,BAL,ARI,H,23,17,0
2019-09-15,2019,R,RS,ARI,BAL,A,17,23,0
2019-09-15,2019,R,RS,DAL,WAS,A,31,21,0
2019-09-15,2019,R,RS,WAS,DAL,H,21,31,0
2019-09-15,2019,R,RS,DET,SD,H,13,10,0
2019-09-15,2019,R,RS,SD,DET,A,10,13,0
2019-09-15,2019,R,RS,GB,MIN,H,21,16,0
2019-09-15,2019,R,RS,MIN,GB,A,16,21,0
2019-09-15,2019,R,RS,HOU,JAX,H,13,12,0
2019-09-15,2019,R,RS,JAX,HOU,A,12,13,0
2019-09-15,2019,R,RS,NE,MIA,A,43,0,0
2019-09-15,2019,R,RS,MIA,NE,H,0,43,0
2019-09-15,2019,R,RS,SEA,PIT,A,28,26,0
2019-09-15,2019,R,RS,PIT,SEA,H,26,28,0
2019-09-15,2019,R,RS,KC,OAK,A,28,10,0
2019-09-15,2019,R,RS,OAK,KC,H,10,28,0
2019-09-15,2019,R,RS,CHI,DEN,A,16,14,0
2019-09-15,2019,R,RS,DEN,CHI,H,14,16,0
2019-09-15,2019,R,RS,STL,NO,H,27,9,0
2019-09-15,2019,R,RS,NO,STL,A,9,27,0
2019-09-15,2019,R,RS,ATL,PHI,H,24,20,0
2019-09-15,2019,R,RS,PHI,ATL,A,20,24,0
2019-09-16,2019,R,RS,CLE,NYJ,A,23,3,0
2019-09-16,2019,R,RS,NYJ,CLE,H,3,23,0
2019-09-19,2019,R,RS,JAX,TEN,H,20,7,0
2019-09-19,2019,R,RS,TEN,JAX,A,7,20,0
2019-09-22,2019,R,RS,IND,ATL,H,27,24,0
2019-09-22,2019,R,RS,ATL,IND,A,24,27,0
2019-09-22,2019,R,RS,BUF,CIN,H,21,17,0
2019-09-22,2019,R,RS,CIN,BUF,A,17,21,0
2019-09-22,2019,R,RS,DAL,MIA,H,31,6,0
2019-09-22,2019,R,RS,MIA,DAL,A,6,31,0
2019-09-22,2019,R,RS,GB,DEN,H,27,16,0
2019-09-22,2019,R,RS,DEN,GB,A,16,27,0
2019-09-22,2019,R,RS,DET,PHI,A,27,24,0
2019-09-22,2019,R,RS,PHI,DET,H,24,27,0
2019-09-22,2019,R,RS,KC,BAL,H,33,28,0
2019-09-22,2019,R,RS,BAL,KC,A,28,33,0
2019-09-22,2019,R,RS,MIN,OAK,H,34,14,0
2019-09-22,2019,R,RS,OAK,MIN,A,14,34,0
2019-09-22,2019,R,RS,NE,NYJ,H,30,14,0
2019-09-22,2019,R,RS,NYJ,NE,A,14,30,0
2019-09-22,2019,R,RS,CAR,ARI,A,38,20,0
2019-09-22,2019,R,RS,ARI,CAR,H,20,38,0
2019-09-22,2019,R,RS,NYG,TB,A,32,31,0
2019-09-22,2019,R,RS,TB,NYG,H,31,32,0
2019-09-22,2019,R,RS,HOU,SD,A,27,20,0
2019-09-22,2019,R,RS,SD,HOU,H,20,27,0
2019-09-22,2019,R,RS,NO,SEA,A,33,27,0
2019-09-22,2019,R,RS,SEA,NO,H,27,33,0
2019-09-22,2019,R,RS,SF,PIT,H,24,20,0
2019-09-22,2019,R,RS,PIT,SF,A,20,24,0
2019-09-22,2019,R,RS,STL,CLE,A,20,13,0
2019-09-22,2019,R,RS,CLE,STL,H,13,20,0
2019-09-23,2019,R,RS,CHI,WAS,A,31,15,0
2019-09-23,2019,R,RS,WAS,CHI,H,15,31,0
2019-09-26,2019,R,RS,PHI,GB,A,34,27,0
2019-09-26,2019,R,RS,GB,PHI,H,27,34,0
2019-09-29,2019,R,RS,TEN,ATL,A,24,10,0
2019-09-29,2019,R,RS,ATL,TEN,H,10,24,0
2019-09-29,2019,R,RS,NE,BUF,A,16,10,0
2019-09-29,2019,R,RS,BUF,NE,H,10,16,0
2019-09-29,2019,R,RS,CAR,HOU,A,16,10,0
2019-09-29,2019,R,RS,HOU,CAR,H,10,16,0
2019-09-29,2019,R,RS,CLE,BAL,A,40,25,0
2019-09-29,2019,R,RS,BAL,CLE,H,25,40,0
2019-09-29,2019,R,RS,OAK,IND,A,31,24,0
2019-09-29,2019,R,RS,IND,OAK,H,24,31,0
2019-09-29,2019,R,RS,KC,DET,A,34,30,0
2019-09-29,2019,R,RS,DET,KC,H,30,34,0
2019-09-29,2019,R,RS,SD,MIA,A,30,10,0
2019-09-29,2019,R,RS,MIA,SD,H,10,30,0
2019-09-29,2019,R,RS,NYG,WAS,H,24,3,0
2019-09-29,2019,R,RS,WAS,NYG,A,3,24,0
2019-09-29,2019,R,RS,SEA,ARI,A,27,10,0
2019-09-29,2019,R,RS,ARI,SEA,H,10,27,0
2019-09-29,2019,R,RS,TB,STL,A,55,40,0
2019-09-29,2019,R,RS,STL,TB,H,40,55,0
2019-09-29,2019,R,RS,CHI,MIN,H,16,6,0
2019-09-29,2019,R,RS,MIN,CHI,A,6,16,0
2019-09-29,2019,R,RS,JAX,DEN,A,26,24,0
2019-09-29,2019,R,RS,DEN,JAX,H,24,26,0
2019-09-29,2019,R,RS,NO,DAL,H,12,10,0
2019-09-29,2019,R,RS,DAL,NO,A,10,12,0
2019-09-30,2019,R,RS,PIT,CIN,H,27,3,0
2019-09-30,2019,R,RS,CIN,PIT,A,3,27,0
2019-10-03,2019,R,RS,SEA,STL,H,30,29,0
2019-10-03,2019,R,RS,STL,SEA,A,29,30,0
2019-10-06,2019,R,RS,PHI,NYJ,H,31,6,0
2019-10-06,2019,R,RS,NYJ,PHI,A,6,31,0
2019-10-06,2019,R,RS,HOU,ATL,H,53,32,0
2019-10-06,2019,R,RS,ATL,HOU,A,32,53,0
2019-10-06,2019,R,RS,BUF,TEN,A,14,7,0
2019-10-06,2019,R,RS,TEN,BUF,H,7,14,0
2019-10-06,2019,R,RS,CAR,JAX,H,34,27,0
2019-10-06,2019,R,RS,JAX,CAR,A,27,34,0
2019-10-06,2019,R,RS,OAK,CHI,H,24,21,0
2019-10-06,2019,R,RS,CHI,OAK,A,21,24,0
2019-10-06,2019,R,RS,ARI,CIN,A,26,23,0
2019-10-06,2019,R,RS,CIN,ARI,H,23,26,0
2019-10-06,2019,R,RS,MIN,NYG,A,28,10,0
2019-10-06,2019,R,RS,NYG,MIN,H,10,28,0
2019-10-06,2019,R,RS,NO,TB,H,31,24,0
2019-10-06,2019,R,RS,TB,NO,A,24,31,0
2019-10-06,2019,R,RS,NE,WAS,A,33,7,0
2019-10-06,2019,R,RS,WAS,NE,H,7,33,0
2019-10-06,2019,R,RS,BAL,PIT,A,26,23,1
2019-10-06,2019,R,RS,PIT,BAL,H,23,26,1
2019-10-06,2019,R,RS,DEN,SD,A,20,13,0
2019-10-06,2019,R,RS,SD,DEN,H,13,20,0
2019-10-06,2019,R,RS,GB,DAL,A,34,24,0
2019-10-06,2019,R,RS,DAL,GB,H,24,34,0
2019-10-06,2019,R,RS,IND,KC,A,19,13,0
2019-10-06,2019,R,RS,KC,IND,H,13,19,0
2019-10-07,2019,R,RS,SF,CLE,H,31,3,0
2019-10-07,2019,R,RS,CLE,SF,A,3,31,0
2019-10-10,2019,R,RS,NE,NYG,H,35,14,0
2019-10-10,2019,R,RS,NYG,NE,A,14,35,0
2019-10-13,2019,R,RS,CAR,TB,A,37,26,0
2019-10-13,2019,R,RS,TB,CAR,H,26,37,0
2019-10-13,2019,R,RS,WAS,MIA,A,17,16,0
2019-10-13,2019,R,RS,MIA,WAS,H,16,17,0
2019-10-13,2019,R,RS,BAL,CIN,H,23,17,0
2019-10-13,2019,R,RS,CIN,BAL,A,17,23,0
2019-10-13,2019,R,RS,SEA,CLE,A,32,28,0
2019-10-13,2019,R,RS,CLE,SEA,H,28,32,0
2019-10-13,2019,R,RS,HOU,KC,A,31,24,0
2019-10-13,2019,R,RS,KC,HOU,H,24,31,0
2019-10-13,2019,R,RS,NO,JAX,A,13,6,0
2019-10-13,2019,R,RS,JAX,NO,H,6,13,0
2019-10-13,2019,R,RS,MIN,PHI,H,38,20,0
