Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT
2001-09-09,2001,R,RS,OAK,KC,A,27,24,0
2001-09-09,2001,R,RS,KC,OAK,H,24,27,0
2001-09-09,2001,R,RS,GB,DET,H,28,6,0
2001-09-09,2001,R,RS,DET,GB,A,6,28,0
2001-09-09,2001,R,RS,TB,DAL,A,10,6,0
2001-09-09,2001,R,RS,DAL,TB,H,6,10,0
2001-09-09,2001,R,RS,CAR,MIN,A,24,13,0
2001-09-09,2001,R,RS,MIN,CAR,H,13,24,0
2001-09-09,2001,R,RS,BAL,CHI,H,17,6,0
2001-09-09,2001,R,RS,CHI,BAL,A,6,17,0
2001-09-09,2001,R,RS,SEA,CLE,A,9,6,0
2001-09-09,2001,R,RS,CLE,SEA,H,6,9,0
2001-09-09,2001,R,RS,CIN,NE,H,23,17,0
2001-09-09,2001,R,RS,NE,CIN,A,17,23,0
2001-09-09,2001,R,RS,IND,NYJ,A,45,24,0
2001-09-09,2001,R,RS,NYJ,IND,H,24,45,0
2001-09-09,2001,R,RS,NO,BUF,A,24,6,0
2001-09-09,2001,R,RS,BUF,NO,H,6,24,0
2001-09-09,2001,R,RS,JAX,PIT,H,21,3,0
2001-09-09,2001,R,RS,PIT,JAX,A,3,21,0
2001-09-09,2001,R,RS,SF,ATL,H,16,13,1
2001-09-09,2001,R,RS,ATL,SF,A,13,16,1
2001-09-09,2001,R,RS,SD,WAS,H,30,3,0
2001-09-09,2001,R,RS,WAS,SD,A,3,30,0
2001-09-09,2001,R,RS,STL,PHI,A,20,17,1
2001-09-09,2001,R,RS,PHI,STL,H,17,20,1
2001-09-09,2001,R,RS,MIA,TEN,A,31,23,0
2001-09-09,2001,R,RS,TEN,MIA,H,23,31,0
2001-09-10,2001,R,RS,DEN,NYG,H,31,20,0
2001-09-10,2001,R,RS,NYG,DEN,A,20,31,0
2001-09-23,2001,R,RS,NYG,KC,A,13,3,0
2001-09-23,2001,R,RS,KC,NYG,H,3,13,0
2001-09-23,2001,R,RS,CHI,MIN,H,17,10,0
2001-09-23,2001,R,RS,MIN,CHI,A,10,17,0
2001-09-23,2001,R,RS,IND,BUF,H,42,26,0
2001-09-23,2001,R,RS,BUF,IND,A,26,42,0
2001-09-23,2001,R,RS,JAX,TEN,H,13,6,0
2001-09-23,2001,R,RS,TEN,JAX,A,6,13,0
2001-09-23,2001,R,RS,MIA,OAK,H,18,15,0
2001-09-23,2001,R,RS,OAK,MIA,A,15,18,0
2001-09-23,2001,R,RS,CIN,BAL,H,21,10,0
2001-09-23,2001,R,RS,BAL,CIN,A,10,21,0
2001-09-23,2001,R,RS,ATL,CAR,H,24,16,0
2001-09-23,2001,R,RS,CAR,ATL,A,16,24,0
2001-09-23,2001,R,RS,SD,DAL,A,32,21,0
2001-09-23,2001,R,RS,DAL,SD,H,21,32,0
2001-09-23,2001,R,RS,CLE,DET,H,24,14,0
2001-09-23,2001,R,RS,DET,CLE,A,14,24,0
2001-09-23,2001,R,RS,NYJ,NE,A,10,3,0
2001-09-23,2001,R,RS,NE,NYJ,H,3,10,0
2001-09-23,2001,R,RS,PHI,SEA,A,27,3,0
2001-09-23,2001,R,RS,SEA,PHI,H,3,27,0
2001-09-23,2001,R,RS,STL,SF,A,30,26,0
2001-09-23,2001,R,RS,SF,STL,H,26,30,0
2001-09-23,2001,R,RS,DEN,ARI,A,38,17,0
2001-09-23,2001,R,RS,ARI,DEN,H,17,38,0
2001-09-24,2001,R,RS,GB,WAS,H,37,0,0
2001-09-24,2001,R,RS,WAS,GB,A,0,37,0
2001-09-30,2001,R,RS,STL,MIA,H,42,10,0
2001-09-30,2001,R,RS,MIA,STL,A,10,42,0
2001-09-30,2001,R,RS,MIN,TB,H,20,16,0
2001-09-30,2001,R,RS,TB,MIN,A,16,20,0
2001-09-30,2001,R,RS,KC,WAS,A,45,13,0
2001-09-30,2001,R,RS,WAS,KC,H,13,45,0
2001-09-30,2001,R,RS,PIT,BUF,A,20,3,0
2001-09-30,2001,R,RS,BUF,PIT,H,3,20,0
2001-09-30,2001,R,RS,GB,CAR,A,28,7,0
2001-09-30,2001,R,RS,CAR,GB,H,7,28,0
2001-09-30,2001,R,RS,NE,IND,H,44,13,0
2001-09-30,2001,R,RS,IND,NE,A,13,44,0
2001-09-30,2001,R,RS,NYG,NO,H,21,13,0
2001-09-30,2001,R,RS,NO,NYG,A,13,21,0
2001-09-30,2001,R,RS,ATL,ARI,A,34,14,0
2001-09-30,2001,R,RS,ARI,ATL,H,14,34,0
2001-09-30,2001,R,RS,OAK,SEA,H,38,14,0
2001-09-30,2001,R,RS,SEA,OAK,A,14,38,0
2001-09-30,2001,R,RS,SD,CIN,H,28,14,0
2001-09-30,2001,R,RS,CIN,SD,A,14,28,0
2001-09-30,2001,R,RS,CLE,JAX,A,23,14,0
2001-09-30,2001,R,RS,JAX,CLE,H,14,23,0
2001-09-30,2001,R,RS,BAL,DEN,A,20,13,0
2001-09-30,2001,R,RS,DEN,BAL,H,13,20,0
2001-09-30,2001,R,RS,PHI,DAL,H,40,18,0
2001-09-30,2001,R,RS,DAL,PHI,A,18,40,0
2001-10-01,2001,R,RS,SF,NYJ,A,19,17,0
2001-10-01,2001,R,RS,NYJ,SF,H,17,19,0
2001-10-07,2001,R,RS,NO,MIN,H,28,15,0
2001-10-07,2001,R,RS,MIN,NO,A,15,28,0
2001-10-07,2001,R,RS,BAL,TEN,H,26,7,0
2001-10-07,2001,R,RS,TEN,BAL,A,7,26,0
2001-10-07,2001,R,RS,PIT,CIN,H,16,7,0
2001-10-07,2001,R,RS,CIN,PIT,A,7,16,0
2001-10-07,2001,R,RS,CLE,SD,H,20,16,0
2001-10-07,2001,R,RS,SD,CLE,A,16,20,0
2001-10-07,2001,R,RS,MIA,NE,H,30,10,0
2001-10-07,2001,R,RS,NE,MIA,A,10,30,0
2001-10-07,2001,R,RS,NYG,WAS,H,23,9,0
2001-10-07,2001,R,RS,WAS,NYG,A,9,23,0
2001-10-07,2001,R,RS,CHI,ATL,A,31,3,0
2001-10-07,2001,R,RS,ATL,CHI,H,3,31,0
2001-10-07,2001,R,RS,ARI,PHI,A,21,20,0
2001-10-07,2001,R,RS,PHI,ARI,H,20,21,0
2001-10-07,2001,R,RS,OAK,DAL,H,28,21,0
2001-10-07,2001,R,RS,DAL,OAK,A,21,28,0
2001-10-07,2001,R,RS,DEN,KC,H,20,6,0
2001-10-07,2001,R,RS,KC,DEN,A,6,20,0
2001-10-07,2001,R,RS,NYJ,BUF,A,42,36,0
2001-10-07,2001,R,RS,BUF,NYJ,H,36,42,0
2001-10-07,2001,R,RS,SEA,JAX,H,24,15,0
2001-10-07,2001,R,RS,JAX,SEA,A,15,24,0
2001-10-07,2001,R,RS,TB,GB,H,14,10,0
2001-10-07,2001,R,RS,GB,TB,A,10,14,0
2001-10-07,2001,R,RS,SF,CAR,H,24,14,0
2001-10-07,2001,R,RS,CAR,SF,A,14,24,0
2001-10-08,2001,R,RS,STL,DET,A,35,0,0
2001-10-08,2001,R,RS,DET,STL,H,0,35,0
2001-10-14,2001,R,RS,PIT,KC,A,20,17,0
2001-10-14,2001,R,RS,KC,PIT,H,17,20,0
2001-10-14,2001,R,RS,STL,NYG,H,15,14,0
2001-10-14,2001,R,RS,NYG,STL,A,14,15,0
2001-10-14,2001,R,RS,CHI,ARI,H,20,13,0
