Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT
2016-09-08,2016,R,RS,DEN,CAR,H,21,20,0
2016-09-08,2016,R,RS,CAR,DEN,A,20,21,0
2016-09-11,2016,R,RS,BAL,BUF,H,13,7,0
2016-09-11,2016,R,RS,BUF,BAL,A,7,13,0
2016-09-11,2016,R,RS,GB,JAX,A,27,23,0
2016-09-11,2016,R,RS,JAX,GB,H,23,27,0
2016-09-11,2016,R,RS,TB,ATL,A,31,24,0
2016-09-11,2016,R,RS,ATL,TB,H,24,31,0
2016-09-11,2016,R,RS,HOU,CHI,H,23,14,0
2016-09-11,2016,R,RS,CHI,HOU,A,14,23,0
2016-09-11,2016,R,RS,CIN,NYJ,A,23,22,0
2016-09-11,2016,R,RS,NYJ,CIN,H,22,23,0
2016-09-11,2016,R,RS,PHI,CLE,H,29,10,0
2016-09-11,2016,R,RS,CLE,PHI,A,10,29,0
2016-09-11,2016,R,RS,KC,SD,H,33,27,1
2016-09-11,2016,R,RS,SD,KC,A,27,33,1
2016-09-11,2016,R,RS,MIN,TEN,A,25,16,0
2016-09-11,2016,R,RS,TEN,MIN,H,16,25,0
2016-09-11,2016,R,RS,OAK,NO,A,35,34,0
2016-09-11,2016,R,RS,NO,OAK,H,34,35,0
2016-09-11,2016,R,RS,SEA,MIA,H,12,10,0
2016-09-11,2016,R,RS,MIA,SEA,A,10,12,0
2016-09-11,2016,R,RS,DET,IND,A,39,35,0
2016-09-11,2016,R,RS,IND,DET,H,35,39,0
2016-09-11,2016,R,RS,NYG,DAL,A,20,19,0
2016-09-11,2016,R,RS,DAL,NYG,H,19,20,0
2016-09-11,2016,R,RS,NE,ARI,A,23,21,0
2016-09-11,2016,R,RS,ARI,NE,H,21,23,0
2016-09-12,2016,R,RS,PIT,WAS,A,38,16,0
2016-09-12,2016,R,RS,WAS,PIT,H,16,38,0
2016-09-12,2016,R,RS,SF,STL,H,28,0,0
2016-09-12,2016,R,RS,STL,SF,A,0,28,0
2016-09-15,2016,R,RS,NYJ,BUF,A,37,31,0
2016-09-15,2016,R,RS,BUF,NYJ,H,31,37,0
2016-09-18,2016,R,RS,PIT,CIN,H,24,16,0
2016-09-18,2016,R,RS,CIN,PIT,A,16,24,0
2016-09-18,2016,R,RS,BAL,CLE,A,25,20,0
2016-09-18,2016,R,RS,CLE,BAL,H,20,25,0
2016-09-18,2016,R,RS,TEN,DET,A,16,15,0
2016-09-18,2016,R,RS,DET,TEN,H,15,16,0
2016-09-18,2016,R,RS,HOU,KC,H,19,12,0
2016-09-18,2016,R,RS,KC,HOU,A,12,19,0
2016-09-18,2016,R,RS,NE,MIA,H,31,24,0
2016-09-18,2016,R,RS,MIA,NE,A,24,31,0
2016-09-18,2016,R,RS,CAR,SF,H,46,27,0
2016-09-18,2016,R,RS,SF,CAR,A,27,46,0
2016-09-18,2016,R,RS,DAL,WAS,A,27,23,0
2016-09-18,2016,R,RS,WAS,DAL,H,23,27,0
2016-09-18,2016,R,RS,NYG,NO,H,16,13,0
2016-09-18,2016,R,RS,NO,NYG,A,13,16,0
2016-09-18,2016,R,RS,ARI,TB,H,40,7,0
2016-09-18,2016,R,RS,TB,ARI,A,7,40,0
2016-09-18,2016,R,RS,STL,SEA,H,9,3,0
2016-09-18,2016,R,RS,SEA,STL,A,3,9,0
2016-09-18,2016,R,RS,ATL,OAK,A,35,28,0
2016-09-18,2016,R,RS,OAK,ATL,H,28,35,0
2016-09-18,2016,R,RS,DEN,IND,H,34,20,0
2016-09-18,2016,R,RS,IND,DEN,A,20,34,0
2016-09-18,2016,R,RS,SD,JAX,H,38,14,0
2016-09-18,2016,R,RS,JAX,SD,A,14,38,0
2016-09-18,2016,R,RS,MIN,GB,H,17,14,0
2016-09-18,2016,R,RS,GB,MIN,A,14,17,0
2016-09-19,2016,R,RS,PHI,CHI,A,29,14,0
2016-09-19,2016,R,RS,CHI,PHI,H,14,29,0
2016-09-22,2016,R,RS,NE,HOU,H,27,0,0
2016-09-22,2016,R,RS,HOU,NE,A,0,27,0
2016-09-25,2016,R,RS,BUF,ARI,H,33,18,0
2016-09-25,2016,R,RS,ARI,BUF,A,18,33,0
2016-09-25,2016,R,RS,MIN,CAR,A,22,10,0
2016-09-25,2016,R,RS,CAR,MIN,H,10,22,0
2016-09-25,2016,R,RS,DEN,CIN,A,29,17,0
2016-09-25,2016,R,RS,CIN,DEN,H,17,29,0
2016-09-25,2016,R,RS,MIA,CLE,H,30,24,1
2016-09-25,2016,R,RS,CLE,MIA,A,24,30,1
2016-09-25,2016,R,RS,GB,DET,H,34,27,0
2016-09-25,2016,R,RS,DET,GB,A,27,34,0
2016-09-25,2016,R,RS,BAL,JAX,A,19,17,0
2016-09-25,2016,R,RS,JAX,BAL,H,17,19,0
2016-09-25,2016,R,RS,WAS,NYG,A,29,27,0
2016-09-25,2016,R,RS,NYG,WAS,H,27,29,0
2016-09-25,2016,R,RS,OAK,TEN,A,17,10,0
2016-09-25,2016,R,RS,TEN,OAK,H,10,17,0
2016-09-25,2016,R,RS,STL,TB,A,37,32,0
2016-09-25,2016,R,RS,TB,STL,H,32,37,0
2016-09-25,2016,R,RS,SEA,SF,H,37,18,0
2016-09-25,2016,R,RS,SF,SEA,A,18,37,0
2016-09-25,2016,R,RS,IND,SD,H,26,22,0
2016-09-25,2016,R,RS,SD,IND,A,22,26,0
2016-09-25,2016,R,RS,PHI,PIT,H,34,3,0
2016-09-25,2016,R,RS,PIT,PHI,A,3,34,0
2016-09-25,2016,R,RS,KC,NYJ,H,24,3,0
2016-09-25,2016,R,RS,NYJ,KC,A,3,24,0
2016-09-25,2016,R,RS,DAL,CHI,H,31,17,0
2016-09-25,2016,R,RS,CHI,DAL,A,17,31,0
2016-09-26,2016,R,RS,ATL,NO,A,45,32,0
2016-09-26,2016,R,RS,NO,ATL,H,32,45,0
2016-09-29,2016,R,RS,CIN,MIA,H,22,7,0
2016-09-29,2016,R,RS,MIA,CIN,A,7,22,0
2016-10-02,2016,R,RS,JAX,IND,H,30,27,0
2016-10-02,2016,R,RS,IND,JAX,A,27,30,0
2016-10-02,2016,R,RS,CHI,DET,H,17,14,0
2016-10-02,2016,R,RS,DET,CHI,A,14,17,0
2016-10-02,2016,R,RS,BUF,NE,A,16,0,0
2016-10-02,2016,R,RS,NE,BUF,H,0,16,0
2016-10-02,2016,R,RS,HOU,TEN,H,27,20,0
2016-10-02,2016,R,RS,TEN,HOU,A,20,27,0
2016-10-02,2016,R,RS,OAK,BAL,A,28,27,0
2016-10-02,2016,R,RS,BAL,OAK,H,27,28,0
2016-10-02,2016,R,RS,SEA,NYJ,A,27,17,0
2016-10-02,2016,R,RS,NYJ,SEA,H,17,27,0
2016-10-02,2016,R,RS,ATL,CAR,H,48,33,0
2016-10-02,2016,R,RS,CAR,ATL,A,33,48,0
2016-10-02,2016,R,RS,WAS,CLE,H,31,20,0
2016-10-02,2016,R,RS,CLE,WAS,A,20,31,0
2016-10-02,2016,R,RS,DEN,TB,A,27,7,0
2016-10-02,2016,R,RS,TB,DEN,H,7,27,0
2016-10-02,2016,R,RS,STL,ARI,A,17,13,0
2016-10-02,2016,R,RS,ARI,STL,H,13,17,0
2016-10-02,2016,R,RS,DAL,SF,A,24,17,0
2016-10-02,2016,R,RS,SF,DAL,H,17,24,0
2016-10-02,2016,R,RS,NO,SD,A,35,34,0
2016-10-02,2016,R,RS,SD,NO,H,34,35,0
2016-10-02,2016,R,RS,PIT,KC,H,43,14,0
2016-10-02,2016,R,RS,KC,PIT,A,14,43,0
2016-10-03,2016,R,RS,MIN,NYG,H,24,10,0
2016-10-03,2016,R,RS,NYG,MIN,A,10,24,0
2016-10-06,2016,R,RS,ARI,SF,A,33,21,0
2016-10-06,2016,R,RS,SF,ARI,H,21,33,0
2016-10-09,2016,R,RS,IND,CHI,H,29,23,0
2016-10-09,2016,R,RS,CHI,IND,A,23,29,0
2016-10-09,2016,R,RS,NE,CLE,A,33,13,0
2016-10-09,2016,R,RS,CLE,NE,H,13,33,0
2016-10-09,2016,R,RS,DET,PHI,H,24,23,0
2016-10-09,2016,R,RS,PHI,DET,A,23,24,0
2016-10-09,2016,R,RS,TEN,MIA,A,30,17,0
2016-10-09,2016,R,RS,MIA,TEN,H,17,30,0
2016-10-09,2016,R,RS,PIT,NYJ,H,31,13,0
2016-10-09,2016,R,RS,NYJ,PIT,A,13,31,0
2016-10-09,2016,R,RS,WAS,BAL,A,16,10,0
2016-10-09,2016,R,RS,BAL,WAS,H,10,16,0
2016-10-09,2016,R,RS,MIN,HOU,H,31,13,0
2016-10-09,2016,R,RS,HOU,MIN,A,13,31,0
2016-10-09,2016,R,RS,ATL,DEN,A,23,16,0
2016-10-09,2016,R,RS,DEN,ATL,H,16,23,0
2016-10-09,2016,R,RS,BUF,STL,A,30,19,0
2016-10-09,2016,R,RS,STL,BUF,H,19,30,0
2016-10-09,2016,R,RS,DAL,CIN,H,28,14,0
2016-10-09,2016,R,RS,CIN,DAL,A,14,28,0
2016-10-09,2016,R,RS,OAK,SD,H,34,31,0
2016-10-09,2016,R,RS,SD,OAK,A,31,34,0
2016-10-09,2016,R,RS,GB,NYG,H,23,16,0
2016-10-09,2016,R,RS,NYG,GB,A,16,23,0
2016-10-10,2016,R,RS,TB,CAR,A,17,14,0
2016-10-10,2016,R,RS,CAR,TB,H,14,17,0
2016-10-13,2016,R,RS,SD,DEN,H,21,13,0
2016-10-13,2016,R,RS,DEN,SD,A,13,21,0
2016-10-16,2016,R,RS,BUF,SF,H,45,16,0
2016-10-16,2016,R,RS,SF,BUF,A,16,45,0
2016-10-16,2016,R,RS,JAX,CHI,A,17,16,0
2016-10-16,2016,R,RS,CHI,JAX,H,16,17,0
2016-10-16,2016,R,RS,NE,CIN,H,35,17,0
2016-10-16,2016,R,RS,CIN,NE,A,17,35,0
2016-10-16,2016,R,RS,TEN,CLE,H,28,26,0
2016-10-16,2016,R,RS,CLE,TEN,A,26,28,0
2016-10-16,2016,R,RS,DET,STL,H,31,28,0
2016-10-16,2016,R,RS,STL,DET,A,28,31,0
2016-10-16,2016,R,RS,MIA,PIT,H,30,15,0
2016-10-16,2016,R,RS,PIT,MIA,A,15,30,0
2016-10-16,2016,R,RS,NYG,BAL,H,27,23,0
2016-10-16,2016,R,RS,BAL,NYG,A,23,27,0
2016-10-16,2016,R,RS,WAS,PHI,H,27,20,0
2016-10-16,2016,R,RS,PHI,WAS,A,20,27,0
2016-10-16,2016,R,RS,NO,CAR,H,41,38,0
2016-10-16,2016,R,RS,CAR,NO,A,38,41,0
2016-10-16,2016,R,RS,KC,OAK,A,26,10,0
2016-10-16,2016,R,RS,OAK,KC,H,10,26,0
2016-10-16,2016,R,RS,DAL,GB,A,30,16,0
2016-10-16,2016,R,RS,GB,DAL,H,16,30,0
2016-10-16,2016,R,RS,SEA,ATL,H,26,24,0
2016-10-16,2016,R,RS,ATL,SEA,A,24,26,0
2016-10-16,2016,R,RS,HOU,IND,H,26,23,1
2016-10-16,2016,R,RS,IND,HOU,A,23,26,1
2016-10-17,2016,R,RS,ARI,NYJ,H,28,3,0
2016-10-17,2016,R,RS,NYJ,ARI,A,3,28,0
2016-10-20,2016,R,RS,GB,CHI,H,26,10,0
2016-10-20,2016,R,RS,CHI,GB,A,10,26,0
2016-10-23,2016,R,RS,NYG,STL,A,17,10,0
2016-10-23,2016,R,RS,STL,NYG,H,10,17,0
2016-10-23,2016,R,RS,OAK,JAX,A,33,16,0
2016-10-23,2016,R,RS,JAX,OAK,H,16,33,0
2016-10-23,2016,R,RS,PHI,MIN,H,21,10,0
2016-10-23,2016,R,RS,MIN,PHI,A,10,21,0
2016-10-23,2016,R,RS,MIA,BUF,H,28,25,0
2016-10-23,2016,R,RS,BUF,MIA,A,25,28,0
2016-10-23,2016,R,RS,CIN,CLE,H,31,17,0
2016-10-23,2016,R,RS,CLE,CIN,A,17,31,0
2016-10-23,2016,R,RS,IND,TEN,A,34,26,0
2016-10-23,2016,R,RS,TEN,IND,H,26,34,0
2016-10-23,2016,R,RS,DET,WAS,H,20,17,0
2016-10-23,2016,R,RS,WAS,DET,A,17,20,0
2016-10-23,2016,R,RS,KC,NO,H,27,21,0
2016-10-23,2016,R,RS,NO,KC,A,21,27,0
2016-10-23,2016,R,RS,NYJ,BAL,H,24,16,0
2016-10-23,2016,R,RS,BAL,NYJ,A,16,24,0
2016-10-23,2016,R,RS,SD,ATL,A,33,30,1
2016-10-23,2016,R,RS,ATL,SD,H,30,33,1
2016-10-23,2016,R,RS,TB,SF,A,34,17,0
2016-10-23,2016,R,RS,SF,TB,H,17,34,0
2016-10-23,2016,R,RS,NE,PIT,A,27,16,0
2016-10-23,2016,R,RS,PIT,NE,H,16,27,0
2016-10-23,2016,R,RS,SEA,ARI,A,6,6,1
2016-10-23,2016,R,RS,ARI,SEA,H,6,6,1
2016-10-24,2016,R,RS,DEN,HOU,H,27,9,0
2016-10-24,2016,R,RS,HOU,DEN,A,9,27,0
2016-10-27,2016,R,RS,TEN,JAX,H,36,22,0
2016-10-27,2016,R,RS,JAX,TEN,A,22,36,0
2016-10-30,2016,R,RS,WAS,CIN,A,27,27,1
2016-10-30,2016,R,RS,CIN,WAS,H,27,27,1
2016-10-30,2016,R,RS,CAR,ARI,H,30,20,0
2016-10-30,2016,R,RS,ARI,CAR,A,20,30,0
2016-10-30,2016,R,RS,NE,BUF,A,41,25,0
2016-10-30,2016,R,RS,BUF,NE,H,25,41,0
2016-10-30,2016,R,RS,NYJ,CLE,A,31,28,0
2016-10-30,2016,R,RS,CLE,NYJ,H,28,31,0
2016-10-30,2016,R,RS,KC,IND,A,30,14,0
2016-10-30,2016,R,RS,IND,KC,H,14,30,0
2016-10-30,2016,R,RS,OAK,TB,A,30,24,1
2016-10-30,2016,R,RS,TB,OAK,H,24,30,1
2016-10-30,2016,R,RS,NO,SEA,H,25,20,0
2016-10-30,2016,R,RS,SEA,NO,A,20,25,0
2016-10-30,2016,R,RS,HOU,DET,H,20,13,0
2016-10-30,2016,R,RS,DET,HOU,A,13,20,0
2016-10-30,2016,R,RS,DEN,SD,H,27,19,0
2016-10-30,2016,R,RS,SD,DEN,A,19,27,0
2016-10-30,2016,R,RS,ATL,GB,H,33,32,0
2016-10-30,2016,R,RS,GB,ATL,A,32,33,0
2016-10-30,2016,R,RS,DAL,PHI,H,29,23,1
2016-10-30,2016,R,RS,PHI,DAL,A,23,29,1
2016-10-31,2016,R,RS,CHI,MIN,H,20,10,0
2016-10-31,2016,R,RS,MIN,CHI,A,10,20,0
2016-11-03,2016,R,RS,ATL,TB,A,43,28,0
2016-11-03,2016,R,RS,TB,ATL,H,28,43,0
2016-11-06,2016,R,RS,KC,JAX,H,19,14,0
2016-11-06,2016,R,RS,JAX,KC,A,14,19,0
2016-11-06,2016,R,RS,MIA,NYJ,H,27,23,0
2016-11-06,2016,R,RS,NYJ,MIA,A,23,27,0
2016-11-06,2016,R,RS,NYG,PHI,H,28,23,0
2016-11-06,2016,R,RS,PHI,NYG,A,23,28,0
2016-11-06,2016,R,RS,BAL,PIT,H,21,14,0
2016-11-06,2016,R,RS,PIT,BAL,A,14,21,0
2016-11-06,2016,R,RS,DAL,CLE,A,35,10,0
2016-11-06,2016,R,RS,CLE,DAL,H,10,35,0
2016-11-06,2016,R,RS,DET,MIN,A,22,16,1
2016-11-06,2016,R,RS,MIN,DET,H,16,22,1
2016-11-06,2016,R,RS,CAR,STL,A,13,10,0
2016-11-06,2016,R,RS,STL,CAR,H,10,13,0
2016-11-06,2016,R,RS,NO,SF,A,41,23,0
2016-11-06,2016,R,RS,SF,NO,H,23,41,0
2016-11-06,2016,R,RS,IND,GB,A,31,26,0
2016-11-06,2016,R,RS,GB,IND,H,26,31,0
2016-11-06,2016,R,RS,SD,TEN,H,43,35,0
2016-11-06,2016,R,RS,TEN,SD,A,35,43,0
2016-11-06,2016,R,RS,OAK,DEN,H,30,20,0
2016-11-06,2016,R,RS,DEN,OAK,A,20,30,0
2016-11-07,2016,R,RS,SEA,BUF,H,31,25,0
