Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT
1998-09-06,1998,R,RS,ATL,CAR,A,19,14,0
1998-09-06,1998,R,RS,CAR,ATL,H,14,19,0
1998-09-06,1998,R,RS,JAX,CHI,A,24,23,0
1998-09-06,1998,R,RS,CHI,JAX,H,23,24,0
1998-09-06,1998,R,RS,TEN,CIN,A,23,14,0
1998-09-06,1998,R,RS,CIN,TEN,H,14,23,0
1998-09-06,1998,R,RS,GB,DET,H,38,19,0
1998-09-06,1998,R,RS,DET,GB,A,19,38,0
1998-09-06,1998,R,RS,MIN,TB,H,31,7,0
1998-09-06,1998,R,RS,TB,MIN,A,7,31,0
1998-09-06,1998,R,RS,NO,STL,A,24,17,0
1998-09-06,1998,R,RS,STL,NO,H,17,24,0
1998-09-06,1998,R,RS,NYG,WAS,H,31,24,0
1998-09-06,1998,R,RS,WAS,NYG,A,24,31,0
1998-09-06,1998,R,RS,SEA,PHI,A,38,0,0
1998-09-06,1998,R,RS,PHI,SEA,H,0,38,0
1998-09-06,1998,R,RS,PIT,BAL,A,20,13,0
1998-09-06,1998,R,RS,BAL,PIT,H,13,20,0
1998-09-06,1998,R,RS,DAL,ARI,H,38,10,0
1998-09-06,1998,R,RS,ARI,DAL,A,10,38,0
1998-09-06,1998,R,RS,SD,BUF,H,16,14,0
1998-09-06,1998,R,RS,BUF,SD,A,14,16,0
1998-09-06,1998,R,RS,MIA,IND,A,24,15,0
1998-09-06,1998,R,RS,IND,MIA,H,15,24,0
1998-09-06,1998,R,RS,SF,NYJ,H,36,30,1
1998-09-06,1998,R,RS,NYJ,SF,A,30,36,1
1998-09-06,1998,R,RS,KC,OAK,H,28,8,0
1998-09-06,1998,R,RS,OAK,KC,A,8,28,0
1998-09-07,1998,R,RS,DEN,NE,H,27,21,0
1998-09-07,1998,R,RS,NE,DEN,A,21,27,0
1998-09-13,1998,R,RS,ATL,PHI,H,17,12,0
1998-09-13,1998,R,RS,PHI,ATL,A,12,17,0
1998-09-13,1998,R,RS,MIA,BUF,H,13,7,0
1998-09-13,1998,R,RS,BUF,MIA,A,7,13,0
1998-09-13,1998,R,RS,NO,CAR,H,19,14,0
1998-09-13,1998,R,RS,CAR,NO,A,14,19,0
1998-09-13,1998,R,RS,PIT,CHI,H,17,12,0
1998-09-13,1998,R,RS,CHI,PIT,A,12,17,0
1998-09-13,1998,R,RS,CIN,DET,A,34,28,1
1998-09-13,1998,R,RS,DET,CIN,H,28,34,1
1998-09-13,1998,R,RS,GB,TB,H,23,15,0
1998-09-13,1998,R,RS,TB,GB,A,15,23,0
1998-09-13,1998,R,RS,JAX,KC,H,21,16,0
1998-09-13,1998,R,RS,KC,JAX,A,16,21,0
1998-09-13,1998,R,RS,MIN,STL,A,38,31,0
1998-09-13,1998,R,RS,STL,MIN,H,31,38,0
1998-09-13,1998,R,RS,BAL,NYJ,A,24,10,0
1998-09-13,1998,R,RS,NYJ,BAL,H,10,24,0
1998-09-13,1998,R,RS,SD,TEN,A,13,7,0
1998-09-13,1998,R,RS,TEN,SD,H,7,13,0
1998-09-13,1998,R,RS,SEA,ARI,H,33,14,0
1998-09-13,1998,R,RS,ARI,SEA,A,14,33,0
1998-09-13,1998,R,RS,DEN,DAL,H,42,23,0
1998-09-13,1998,R,RS,DAL,DEN,A,23,42,0
1998-09-13,1998,R,RS,OAK,NYG,H,20,17,0
1998-09-13,1998,R,RS,NYG,OAK,A,17,20,0
1998-09-13,1998,R,RS,NE,IND,H,29,6,0
1998-09-13,1998,R,RS,IND,NE,A,6,29,0
1998-09-14,1998,R,RS,SF,WAS,A,45,10,0
1998-09-14,1998,R,RS,WAS,SF,H,10,45,0
1998-09-20,1998,R,RS,STL,BUF,A,34,33,0
1998-09-20,1998,R,RS,BUF,STL,H,33,34,0
1998-09-20,1998,R,RS,GB,CIN,A,13,6,0
1998-09-20,1998,R,RS,CIN,GB,H,6,13,0
1998-09-20,1998,R,RS,NYJ,IND,H,44,6,0
1998-09-20,1998,R,RS,IND,NYJ,A,6,44,0
1998-09-20,1998,R,RS,MIN,DET,H,29,6,0
1998-09-20,1998,R,RS,DET,MIN,A,6,29,0
1998-09-20,1998,R,RS,KC,SD,H,23,7,0
1998-09-20,1998,R,RS,SD,KC,A,7,23,0
1998-09-20,1998,R,RS,MIA,PIT,H,21,0,0
1998-09-20,1998,R,RS,PIT,MIA,A,0,21,0
1998-09-20,1998,R,RS,NE,TEN,H,27,16,0
1998-09-20,1998,R,RS,TEN,NE,A,16,27,0
1998-09-20,1998,R,RS,TB,CHI,H,27,15,0
1998-09-20,1998,R,RS,CHI,TB,A,15,27,0
1998-09-20,1998,R,RS,SEA,WAS,H,24,14,0
1998-09-20,1998,R,RS,WAS,SEA,A,14,24,0
1998-09-20,1998,R,RS,DEN,OAK,A,34,17,0
1998-09-20,1998,R,RS,OAK,DEN,H,17,34,0
1998-09-20,1998,R,RS,JAX,BAL,H,24,10,0
1998-09-20,1998,R,RS,BAL,JAX,A,10,24,0
1998-09-20,1998,R,RS,ARI,PHI,H,17,3,0
1998-09-20,1998,R,RS,PHI,ARI,A,3,17,0
1998-09-21,1998,R,RS,DAL,NYG,A,31,7,0
1998-09-21,1998,R,RS,NYG,DAL,H,7,31,0
1998-09-27,1998,R,RS,GB,CAR,A,37,30,0
1998-09-27,1998,R,RS,CAR,GB,H,30,37,0
1998-09-27,1998,R,RS,NO,IND,A,19,13,1
1998-09-27,1998,R,RS,IND,NO,H,13,19,1
1998-09-27,1998,R,RS,ARI,STL,A,20,17,0
1998-09-27,1998,R,RS,STL,ARI,H,17,20,0
1998-09-27,1998,R,RS,OAK,DAL,A,13,12,0
1998-09-27,1998,R,RS,DAL,OAK,H,12,13,0
1998-09-27,1998,R,RS,DEN,WAS,A,38,16,0
1998-09-27,1998,R,RS,WAS,DEN,H,16,38,0
1998-09-27,1998,R,RS,JAX,TEN,A,27,22,0
1998-09-27,1998,R,RS,TEN,JAX,H,22,27,0
1998-09-27,1998,R,RS,KC,PHI,A,24,21,0
1998-09-27,1998,R,RS,PHI,KC,H,21,24,0
1998-09-27,1998,R,RS,PIT,SEA,H,13,10,0
1998-09-27,1998,R,RS,SEA,PIT,A,10,13,0
1998-09-27,1998,R,RS,SF,ATL,H,31,20,0
1998-09-27,1998,R,RS,ATL,SF,A,20,31,0
