date,season,team_id,opponent_id,home_away,points_for,points_against,type,round,expected_win_pct,result,team_538,opponent_538,jkey,elo_prob1,score1,score2
1995-11-03,1996,ATL,IND,H,106,111,R,RS,0.618584122089031,0,ATL,IND,1995-11-03_ATL_IND,0.528055276,106.0,111.0
1995-11-03,1996,BOS,MIL,H,100,101,R,RS,0.618584122089031,0,BOS,MIL,1995-11-03_BOS_MIL,0.690102117,100.0,101.0
1995-11-03,1996,BRK,TOR,A,79,94,R,RS,0.381415877910969,0,NJN,TOR,1995-11-03_NJN_TOR,0.505830457,79.0,94.0
1995-11-03,1996,CHI,NO,H,105,91,R,RS,0.618584122089031,1,CHI,CHH,1995-11-03_CHI_CHH,0.707123622,105.0,91.0
1995-11-03,1996,CLE,ORL,A,88,99,R,RS,0.381415877910969,0,CLE,ORL,1995-11-03_CLE_ORL,0.251220444,88.0,99.0
1995-11-03,1996,DAL,SA,A,103,97,R,RS,0.381415877910969,1,DAL,SAS,1995-11-03_DAL_SAS,0.177107215,103.0,97.0
1995-11-03,1996,DEN,LAL,A,96,98,R,RS,0.381415877910969,0,DEN,LAL,1995-11-03_DEN_LAL,0.380280286,96.0,98.0
1995-11-03,1996,DET,NY,H,100,106,R,RS,0.618584122089031,0,DET,NYK,1995-11-03_DET_NYK,0.319525541,100.0,106.0
1995-11-03,1996,GS,HOU,A,92,110,R,RS,0.381415877910969,0,GSW,HOU,1995-11-03_GSW_HOU,0.130539346,92.0,110.0
1995-11-03,1996,HOU,GS,H,110,92,R,RS,0.618584122089031,1,HOU,GSW,1995-11-03_HOU_GSW,0.869460654,110.0,92.0
1995-11-03,1996,IND,ATL,A,111,106,R,RS,0.381415877910969,1,IND,ATL,1995-11-03_IND_ATL,0.471944724,111.0,106.0
1995-11-03,1996,LAC,PHX,H,112,106,R,RS,0.618584122089031,1,LAC,PHO,1995-11-03_LAC_PHO,0.334096178,112.0,106.0
1995-11-03,1996,LAL,DEN,H,98,96,R,RS,0.618584122089031,1,LAL,DEN,1995-11-03_LAL_DEN,0.619719714,98.0,96.0
1995-11-03,1996,MEM,POR,A,92,80,R,RS,0.381415877910969,1,VAN,POR,1995-11-03_VAN_POR,0.12725884,92.0,80.0
1995-11-03,1996,MIL,BOS,A,101,100,R,RS,0.381415877910969,1,MIL,BOS,1995-11-03_MIL_BOS,0.309897883,101.0,100.0
1995-11-03,1996,MIN,SAC,A,86,95,R,RS,0.381415877910969,0,MIN,SAC,1995-11-03_MIN_SAC,0.210363912,86.0,95.0
1995-11-03,1996,NO,CHI,A,91,105,R,RS,0.381415877910969,0,CHH,CHI,1995-11-03_CHH_CHI,0.292876378,91.0,105.0
1995-11-03,1996,NY,DET,A,106,100,R,RS,0.381415877910969,1,NYK,DET,1995-11-03_NYK_DET,0.680474459,106.0,100.0
1995-11-03,1996,OKC,UTA,A,94,112,R,RS,0.381415877910969,0,SEA,UTA,1995-11-03_SEA_UTA,0.389894134,94.0,112.0
1995-11-03,1996,ORL,CLE,H,99,88,R,RS,0.618584122089031,1,ORL,CLE,1995-11-03_ORL_CLE,0.748779556,99.0,88.0
1995-11-03,1996,PHI,WAS,H,105,103,R,RS,0.618584122089031,1,PHI,WSB,1995-11-03_PHI_WSB,0.670624564,105.0,103.0
1995-11-03,1996,PHX,LAC,A,106,112,R,RS,0.381415877910969,0,PHO,LAC,1995-11-03_PHO_LAC,0.665903822,106.0,112.0
1995-11-03,1996,POR,MEM,H,80,92,R,RS,0.618584122089031,0,POR,VAN,1995-11-03_POR_VAN,0.87274116,80.0,92.0
1995-11-03,1996,SA,DAL,H,97,103,R,RS,0.618584122089031,0,SAS,DAL,1995-11-03_SAS_DAL,0.822892785,97.0,103.0
1995-11-03,1996,SAC,MIN,H,95,86,R,RS,0.618584122089031,1,SAC,MIN,1995-11-03_SAC_MIN,0.789636088,95.0,86.0
1995-11-03,1996,TOR,BRK,H,94,79,R,RS,0.618584122089031,1,TOR,NJN,1995-11-03_TOR_NJN,0.494169543,94.0,79.0
1995-11-03,1996,UTA,OKC,H,112,94,R,RS,0.618584122089031,1,UTA,SEA,1995-11-03_UTA_SEA,0.610105866,112.0,94.0
1995-11-03,1996,WAS,PHI,A,103,105,R,RS,0.381415877910969,0,WSB,PHI,1995-11-03_WSB_PHI,0.329375436,103.0,105.0
1995-11-04,1996,ATL,ORL,H,124,91,R,RS,0.588879807121523,1,ATL,ORL,1995-11-04_ATL_ORL,0.540974939,124.0,91.0
1995-11-04,1996,BOS,CHI,A,85,107,R,RS,0.355310502640793,0,BOS,CHI,1995-11-04_BOS_CHI,0.206784579,85.0,107.0
1995-11-04,1996,CHI,BOS,H,107,85,R,RS,0.644689497359207,1,CHI,BOS,1995-11-04_CHI_BOS,0.793215421,107.0,85.0
1995-11-04,1996,CLE,MIA,A,71,85,R,RS,0.347167684540413,0,CLE,MIA,1995-11-04_CLE_MIA,0.389410458,71.0,85.0
1995-11-04,1996,DAL,GS,H,99,84,R,RS,0.651437000101981,1,DAL,GSW,1995-11-04_DAL_GSW,0.747638584,99.0,84.0
1995-11-04,1996,DEN,SA,H,108,116,R,RS,0.627588449584831,0,DEN,SAS,1995-11-04_DEN_SAS,0.524865522,108.0,116.0
1995-11-04,1996,DET,WAS,A,89,100,R,RS,0.372411550415169,0,DET,WSB,1995-11-04_DET_WSB,0.375716683,89.0,100.0
1995-11-04,1996,GS,DAL,A,84,99,R,RS,0.348562999898019,0,GSW,DAL,1995-11-04_GSW_DAL,0.252361416,84.0,99.0
1995-11-04,1996,IND,TOR,H,97,89,R,RS,0.619638344205585,1,IND,TOR,1995-11-04_IND_TOR,0.904228619,97.0,89.0
1995-11-04,1996,LAL,OKC,A,89,103,R,RS,0.406110925407904,0,LAL,SEA,1995-11-04_LAL_SEA,0.250172304,89.0,103.0
1995-11-04,1996,MIA,CLE,H,85,71,R,RS,0.652832315459587,1,MIA,CLE,1995-11-04_MIA_CLE,0.610589542,85.0,71.0
1995-11-04,1996,MIL,NY,H,71,84,R,RS,0.613365338303252,0,MIL,NYK,1995-11-04_MIL_NYK,0.403684652,71.0,84.0
1995-11-04,1996,NO,PHI,H,119,108,R,RS,0.595702126785723,1,CHH,PHI,1995-11-04_CHH_PHI,0.806976786,119.0,108.0
1995-11-04,1996,NY,MIL,A,84,71,R,RS,0.386634661696748,1,NYK,MIL,1995-11-04_NYK_MIL,0.596315348,84.0,71.0
1995-11-04,1996,OKC,LAL,H,103,89,R,RS,0.593889074592096,1,SEA,LAL,1995-11-04_SEA_LAL,0.749827696,103.0,89.0
1995-11-04,1996,ORL,ATL,A,91,124,R,RS,0.411120192878477,0,ORL,ATL,1995-11-04_ORL_ATL,0.459025061,91.0,124.0
1995-11-04,1996,PHI,NO,A,108,119,R,RS,0.404297873214277,0,PHI,CHH,1995-11-04_PHI_CHH,0.193023214,108.0,119.0
1995-11-04,1996,SA,DEN,A,116,108,R,RS,0.372411550415169,1,SAS,DEN,1995-11-04_SAS_DEN,0.475134478,116.0,108.0
1995-11-04,1996,TOR,IND,A,89,97,R,RS,0.380361655794415,0,TOR,IND,1995-11-04_TOR_IND,0.095771381,89.0,97.0
1995-11-04,1996,WAS,DET,H,100,89,R,RS,0.627588449584831,1,WSB,DET,1995-11-04_WSB_DET,0.624283317,100.0,89.0
1995-11-05,1996,HOU,PHX,A,106,104,R,RS,0.408669555541991,1,HOU,PHO,1995-11-05_HOU_PHO,0.434622254,106.0,104.0
1995-11-05,1996,LAC,SAC,A,82,99,R,RS,0.379778269644727,0,LAC,SAC,1995-11-05_LAC_SAC,0.230057662,82.0,99.0
1995-11-05,1996,MEM,MIN,H,100,98,R,RS,0.652278174500641,1,VAN,MIN,1995-11-05_VAN_MIN,0.609971253,100.0,98.0
1995-11-05,1996,MIN,MEM,A,98,100,R,RS,0.347721825499359,0,MIN,VAN,1995-11-05_MIN_VAN,0.390028747,98.0,100.0
1995-11-05,1996,PHX,HOU,H,104,106,R,RS,0.591330444458009,0,PHO,HOU,1995-11-05_PHO_HOU,0.565377746,104.0,106.0
1995-11-05,1996,POR,UTA,H,109,105,R,RS,0.579354879517757,1,POR,UTA,1995-11-05_POR_UTA,0.487348413,109.0,105.0
1995-11-05,1996,SAC,LAC,H,99,82,R,RS,0.620221730355273,1,SAC,LAC,1995-11-05_SAC_LAC,0.769942338,99.0,82.0
1995-11-05,1996,UTA,POR,A,105,109,R,RS,0.420645120482243,0,UTA,POR,1995-11-05_UTA_POR,0.512651587,105.0,109.0
1995-11-06,1996,ATL,UTA,A,96,105,R,RS,0.404297730535565,0,ATL,UTA,1995-11-06_ATL_UTA,0.262031198,96.0,105.0
1995-11-06,1996,ORL,WAS,H,105,95,R,RS,0.60352713559595,1,ORL,WSB,1995-11-06_ORL_WSB,0.846685981,105.0,95.0
1995-11-06,1996,UTA,ATL,H,105,96,R,RS,0.595702269464435,1,UTA,ATL,1995-11-06_UTA_ATL,0.737968802,105.0,96.0
1995-11-06,1996,WAS,ORL,A,95,105,R,RS,0.39647286440405,0,WSB,ORL,1995-11-06_WSB_ORL,0.153314019,95.0,105.0
1995-11-07,1996,BRK,POR,H,104,84,R,RS,0.65821145386774,1,NJN,POR,1995-11-07_NJN_POR,0.467104358,104.0,84.0
1995-11-07,1996,CHI,TOR,H,117,108,R,RS,0.645782096896709,1,CHI,TOR,1995-11-07_CHI_TOR,0.905239667,117.0,108.0
1995-11-07,1996,CLE,IND,H,101,104,R,RS,0.563292243772137,0,CLE,IND,1995-11-07_CLE_IND,0.450939171,101.0,104.0
1995-11-07,1996,DAL,MEM,H,99,88,R,RS,0.641947570496354,1,DAL,VAN,1995-11-07_DAL_VAN,0.813470401,99.0,88.0
1995-11-07,1996,DEN,GS,A,93,98,R,RS,0.384247313464039,0,DEN,GSW,1995-11-07_DEN_GSW,0.55259351,93.0,98.0
1995-11-07,1996,DET,NO,A,96,108,R,RS,0.352896459824881,0,DET,CHH,1995-11-07_DET_CHH,0.168509791,96.0,108.0
1995-11-07,1996,GS,DEN,H,98,93,R,RS,0.615752686535961,1,GSW,DEN,1995-11-07_GSW_DEN,0.44740649,98.0,93.0
1995-11-07,1996,HOU,MIL,H,106,89,R,RS,0.636038343458192,1,HOU,MIL,1995-11-07_HOU_MIL,0.852729782,106.0,89.0
1995-11-07,1996,IND,CLE,A,104,101,R,RS,0.436707756227863,1,IND,CLE,1995-11-07_IND_CLE,0.549060829,104.0,101.0
1995-11-07,1996,LAC,OKC,A,108,127,R,RS,0.355839113378077,0,LAC,SEA,1995-11-07_LAC_SEA,0.117750419,108.0,127.0
1995-11-07,1996,LAL,MIN,A,92,93,R,RS,0.414986175703264,0,LAL,MIN,1995-11-07_LAL_MIN,0.603020916,92.0,93.0
1995-11-07,1996,MEM,DAL,A,88,99,R,RS,0.358052429503646,0,VAN,DAL,1995-11-07_VAN_DAL,0.186529599,88.0,99.0
1995-11-07,1996,MIL,HOU,A,89,106,R,RS,0.363961656541808,0,MIL,HOU,1995-11-07_MIL_HOU,0.147270218,89.0,106.0
1995-11-07,1996,MIN,LAL,H,93,92,R,RS,0.585013824296736,1,MIN,LAL,1995-11-07_MIN_LAL,0.396979084,93.0,92.0
1995-11-07,1996,NO,DET,H,108,96,R,RS,0.647103540175119,1,CHH,DET,1995-11-07_CHH_DET,0.831490209,108.0,96.0
1995-11-07,1996,NY,PHX,H,94,102,R,RS,0.698515967561941,0,NYK,PHO,1995-11-07_NYK_PHO,0.699906772,94.0,102.0
1995-11-07,1996,OKC,LAC,H,127,108,R,RS,0.644160886621923,1,SEA,LAC,1995-11-07_SEA_LAC,0.882249581,127.0,108.0
1995-11-07,1996,PHI,SAC,H,106,109,R,RS,0.606530273454502,0,PHI,SAC,1995-11-07_PHI_SAC,0.481559337,106.0,109.0
1995-11-07,1996,PHX,NY,A,102,94,R,RS,0.301484032438059,1,PHO,NYK,1995-11-07_PHO_NYK,0.300093228,102.0,94.0
1995-11-07,1996,POR,BRK,A,84,104,R,RS,0.34178854613226,0,POR,NJN,1995-11-07_POR_NJN,0.532895642,84.0,104.0
1995-11-07,1996,SAC,PHI,A,109,106,R,RS,0.393469726545498,1,SAC,PHI,1995-11-07_SAC_PHI,0.518440663,109.0,106.0
1995-11-07,1996,TOR,CHI,A,108,117,R,RS,0.354217903103291,0,TOR,CHI,1995-11-07_TOR_CHI,0.094760333,108.0,117.0
1995-11-08,1996,ATL,LAC,A,100,92,R,RS,0.419081245535063,1,ATL,LAC,1995-11-08_ATL_LAC,0.580541909,100.0,92.0
1995-11-08,1996,BOS,PHX,H,113,109,R,RS,0.635841387568503,1,BOS,PHO,1995-11-08_BOS_PHO,0.465478387,113.0,109.0
1995-11-08,1996,BRK,ORL,A,122,130,R,RS,0.357514981622723,0,NJN,ORL,1995-11-08_NJN_ORL,0.189090122,122.0,130.0
1995-11-08,1996,DEN,OKC,H,117,122,R,RS,0.566002786902401,0,DEN,SEA,1995-11-08_DEN_SEA,0.487658061,117.0,122.0
1995-11-08,1996,DET,POR,H,107,100,R,RS,0.603749302104032,1,DET,POR,1995-11-08_DET_POR,0.441685934,107.0,100.0
1995-11-08,1996,HOU,MIA,A,82,89,R,RS,0.36823968291491,0,HOU,MIA,1995-11-08_HOU_MIA,0.598821647,82.0,89.0
1995-11-08,1996,LAC,ATL,H,92,100,R,RS,0.580918754464937,0,LAC,ATL,1995-11-08_LAC_ATL,0.419458091,92.0,100.0
1995-11-08,1996,LAL,UTA,A,98,108,R,RS,0.327159526664165,0,LAL,UTA,1995-11-08_LAL_UTA,0.240755684,98.0,108.0
1995-11-08,1996,MEM,SA,A,62,111,R,RS,0.352796566791919,0,VAN,SAS,1995-11-08_VAN_SAS,0.092110472,62.0,111.0
1995-11-08,1996,MIA,HOU,H,89,82,R,RS,0.63176031708509,1,MIA,HOU,1995-11-08_MIA_HOU,0.401178353,89.0,82.0
1995-11-08,1996,NO,WAS,A,96,110,R,RS,0.379435385834129,0,CHH,WSB,1995-11-08_CHH_WSB,0.612327489,96.0,110.0
1995-11-08,1996,OKC,DEN,A,122,117,R,RS,0.433997213097599,1,SEA,DEN,1995-11-08_SEA_DEN,0.512341939,122.0,117.0
1995-11-08,1996,ORL,BRK,H,130,122,R,RS,0.642485018377277,1,ORL,NJN,1995-11-08_ORL_NJN,0.810909878,130.0,122.0
1995-11-08,1996,PHX,BOS,A,109,113,R,RS,0.364158612431497,0,PHO,BOS,1995-11-08_PHO_BOS,0.534521613,109.0,113.0
1995-11-08,1996,POR,DET,A,100,107,R,RS,0.396250697895968,0,POR,DET,1995-11-08_POR_DET,0.558314066,100.0,107.0
1995-11-08,1996,SA,MEM,H,111,62,R,RS,0.647203433208081,1,SAS,VAN,1995-11-08_SAS_VAN,0.907889528,111.0,62.0
1995-11-08,1996,SAC,TOR,A,109,90,R,RS,0.431495303198697,1,SAC,TOR,1995-11-08_SAC_TOR,0.622532249,109.0,90.0
1995-11-08,1996,TOR,SAC,H,90,109,R,RS,0.568504696801303,0,TOR,SAC,1995-11-08_TOR_SAC,0.377467751,90.0,109.0
1995-11-08,1996,UTA,LAL,H,108,98,R,RS,0.672840473335835,1,UTA,LAL,1995-11-08_UTA_LAL,0.759244316,108.0,98.0
1995-11-08,1996,WAS,NO,H,110,96,R,RS,0.62056461416587,1,WSB,CHH,1995-11-08_WSB_CHH,0.387672511,110.0,96.0
1995-11-09,1996,ATL,GS,A,125,121,R,RS,0.39150182425757,1,ATL,GSW,1995-11-09_ATL_GSW,0.553488527,125.0,121.0
1995-11-09,1996,CHI,CLE,A,106,88,R,RS,0.464860096574478,1,CHI,CLE,1995-11-09_CHI_CLE,0.557169182,106.0,88.0
1995-11-09,1996,CLE,CHI,H,88,106,R,RS,0.535139903425522,0,CLE,CHI,1995-11-09_CLE_CHI,0.442830818,88.0,106.0
1995-11-09,1996,DAL,MIL,H,104,94,R,RS,0.684236366670609,1,DAL,MIL,1995-11-09_DAL_MIL,0.721262869,104.0,94.0
1995-11-09,1996,GS,ATL,H,121,125,R,RS,0.60849817574243,0,GSW,ATL,1995-11-09_GSW_ATL,0.446511473,121.0,125.0
1995-11-09,1996,IND,NY,A,95,103,R,RS,0.402407699387924,0,IND,NYK,1995-11-09_IND_NYK,0.371878279,95.0,103.0
1995-11-09,1996,MIL,DAL,A,94,104,R,RS,0.315763633329391,0,MIL,DAL,1995-11-09_MIL_DAL,0.278737131,94.0,104.0
1995-11-09,1996,NY,IND,H,103,95,R,RS,0.597592300612076,1,NYK,IND,1995-11-09_NYK_IND,0.628121721,103.0,95.0
1995-11-10,1996,BOS,ORL,H,94,110,R,RS,0.58595985076427,0,BOS,ORL,1995-11-10_BOS_ORL,0.502284149,94.0,110.0
1995-11-10,1996,BRK,MIA,A,80,106,R,RS,0.348881236400792,0,NJN,MIA,1995-11-10_NJN_MIA,0.269581014,80.0,106.0
1995-11-10,1996,CLE,DET,A,80,100,R,RS,0.332659295321287,0,CLE,DET,1995-11-10_CLE_DET,0.483209389,80.0,100.0
1995-11-10,1996,DEN,UTA,A,86,109,R,RS,0.304394577594599,0,DEN,UTA,1995-11-10_DEN_UTA,0.230632022,86.0,109.0
1995-11-10,1996,DET,CLE,H,100,80,R,RS,0.667340704678713,1,DET,CLE,1995-11-10_DET_CLE,0.516790611,100.0,80.0
1995-11-10,1996,IND,SAC,H,95,119,R,RS,0.557778506971753,0,IND,SAC,1995-11-10_IND_SAC,0.754043032,95.0,119.0
1995-11-10,1996,LAC,MEM,A,98,91,R,RS,0.352174580409771,1,LAC,VAN,1995-11-10_LAC_VAN,0.410955532,98.0,91.0
1995-11-10,1996,LAL,OKC,H,100,97,R,RS,0.562957409838958,1,LAL,SEA,1995-11-10_LAL_SEA,0.469720686,100.0,97.0
1995-11-10,1996,MEM,LAC,H,91,98,R,RS,0.647825419590229,0,VAN,LAC,1995-11-10_VAN_LAC,0.589044468,91.0,98.0
1995-11-10,1996,MIA,BRK,H,106,80,R,RS,0.651118763599208,1,MIA,NJN,1995-11-10_MIA_NJN,0.730418986,106.0,80.0
1995-11-10,1996,MIL,SA,A,90,104,R,RS,0.301509102318334,0,MIL,SAS,1995-11-10_MIL_SAS,0.144103421,90.0,104.0
1995-11-10,1996,MIN,POR,H,102,108,R,RS,0.665923609163467,0,MIN,POR,1995-11-10_MIN_POR,0.451066877,102.0,108.0
1995-11-10,1996,NO,PHI,A,90,104,R,RS,0.376138415307497,0,CHH,PHI,1995-11-10_CHH_PHI,0.567670101,90.0,104.0
1995-11-10,1996,NY,WAS,A,110,109,R,RS,0.384995089700928,1,NYK,WSB,1995-11-10_NYK_WSB,0.680513884,110.0,109.0
1995-11-10,1996,OKC,LAL,A,97,100,R,RS,0.437042590161042,0,SEA,LAL,1995-11-10_SEA_LAL,0.530279314,97.0,100.0
1995-11-10,1996,ORL,BOS,A,110,94,R,RS,0.41404014923573,1,ORL,BOS,1995-11-10_ORL_BOS,0.497715851,110.0,94.0
1995-11-10,1996,PHI,NO,H,104,90,R,RS,0.623861584692503,1,PHI,CHH,1995-11-10_PHI_CHH,0.432329899,104.0,90.0
1995-11-10,1996,PHX,TOR,A,112,108,R,RS,0.402285854104523,1,PHO,TOR,1995-11-10_PHO_TOR,0.733631003,112.0,108.0
1995-11-10,1996,POR,MIN,A,108,102,R,RS,0.334076390836533,1,POR,MIN,1995-11-10_POR_MIN,0.548933123,108.0,102.0
1995-11-10,1996,SA,MIL,H,104,90,R,RS,0.698490897681666,1,SAS,MIL,1995-11-10_SAS_MIL,0.855896579,104.0,90.0
1995-11-10,1996,SAC,IND,A,119,95,R,RS,0.442221493028247,1,SAC,IND,1995-11-10_SAC_IND,0.245956968,119.0,95.0
1995-11-10,1996,TOR,PHX,H,108,112,R,RS,0.597714145895477,0,TOR,PHO,1995-11-10_TOR_PHO,0.266368997,108.0,112.0
1995-11-10,1996,UTA,DEN,H,109,86,R,RS,0.695605422405401,1,UTA,DEN,1995-11-10_UTA_DEN,0.769367978,109.0,86.0
1995-11-10,1996,WAS,NY,H,109,110,R,RS,0.615004910299072,0,WSB,NYK,1995-11-10_WSB_NYK,0.319486116,109.0,110.0
1995-11-11,1996,ATL,DAL,A,113,100,R,RS,0.355288210623378,1,ATL,DAL,1995-11-11_ATL_DAL,0.417034427,113.0,100.0
1995-11-11,1996,BRK,SAC,H,86,84,R,RS,0.494647504116711,1,NJN,SAC,1995-11-11_NJN_SAC,0.43377275,86.0,84.0
1995-11-11,1996,CHI,POR,H,110,106,R,RS,0.717131546075436,1,CHI,POR,1995-11-11_CHI_POR,0.786282104,110.0,106.0
1995-11-11,1996,DAL,ATL,H,100,113,R,RS,0.644711789376622,0,DAL,ATL,1995-11-11_DAL_ATL,0.582965573,100.0,113.0
1995-11-11,1996,GS,LAL,H,123,105,R,RS,0.62207212886161,1,GSW,LAL,1995-11-11_GSW_LAL,0.461937789,123.0,105.0
1995-11-11,1996,HOU,MIN,H,119,97,R,RS,0.716864589101052,1,HOU,MIN,1995-11-11_HOU_MIN,0.900069141,119.0,97.0
1995-11-11,1996,LAL,GS,A,105,123,R,RS,0.37792787113839,0,LAL,GSW,1995-11-11_LAL_GSW,0.538062211,105.0,123.0
1995-11-11,1996,MEM,OKC,A,81,117,R,RS,0.336600764883343,0,VAN,SEA,1995-11-11_VAN_SEA,0.085523695,81.0,117.0
1995-11-11,1996,MIA,ORL,A,93,94,R,RS,0.386948244637741,0,MIA,ORL,1995-11-11_MIA_ORL,0.250610647,93.0,94.0
1995-11-11,1996,MIN,HOU,A,97,119,R,RS,0.283135410898948,0,MIN,HOU,1995-11-11_MIN_HOU,0.099930859,97.0,119.0
1995-11-11,1996,NO,TOR,H,123,117,R,RS,0.647232932995151,1,CHH,TOR,1995-11-11_CHH_TOR,0.856025536,123.0,117.0
1995-11-11,1996,OKC,MEM,H,117,81,R,RS,0.663399235116657,1,SEA,VAN,1995-11-11_SEA_VAN,0.914476305,117.0,81.0
1995-11-11,1996,ORL,MIA,H,94,93,R,RS,0.613051755362259,1,ORL,MIA,1995-11-11_ORL_MIA,0.749389353,94.0,93.0
1995-11-11,1996,POR,CHI,A,106,110,R,RS,0.282868453924564,0,POR,CHI,1995-11-11_POR_CHI,0.213717896,106.0,110.0
1995-11-11,1996,SAC,BRK,A,84,86,R,RS,0.505352495883289,0,SAC,NJN,1995-11-11_SAC_NJN,0.56622725,84.0,86.0
1995-11-11,1996,TOR,NO,A,117,123,R,RS,0.352767067004849,0,TOR,CHH,1995-11-11_TOR_CHH,0.143974464,117.0,123.0
1995-11-12,1996,CLE,SA,H,81,84,R,RS,0.501194544852755,0,CLE,SAS,1995-11-12_CLE_SAS,0.365811104,81.0,84.0
1995-11-12,1996,DEN,LAC,A,103,108,R,RS,0.337491014385624,0,DEN,LAC,1995-11-12_DEN_LAC,0.543052065,103.0,108.0
1995-11-12,1996,GS,PHX,A,109,112,R,RS,0.33896163941521,0,GSW,PHO,1995-11-12_GSW_PHO,0.172154225,109.0,112.0
1995-11-12,1996,LAC,DEN,H,108,103,R,RS,0.662508985614376,1,LAC,DEN,1995-11-12_LAC_DEN,0.456947935,108.0,103.0
1995-11-12,1996,NY,UTA,H,120,110,R,RS,0.617756918356547,1,NYK,UTA,1995-11-12_NYK_UTA,0.619514438,120.0,110.0
1995-11-12,1996,PHX,GS,H,112,109,R,RS,0.66103836058479,1,PHO,GSW,1995-11-12_PHO_GSW,0.827845775,112.0,109.0
1995-11-12,1996,SA,CLE,A,84,81,R,RS,0.498805455147245,1,SAS,CLE,1995-11-12_SAS_CLE,0.634188896,84.0,81.0
1995-11-12,1996,UTA,NY,A,110,120,R,RS,0.382243081643453,0,UTA,NYK,1995-11-12_UTA_NYK,0.380485562,110.0,120.0
1995-11-13,1996,DAL,MEM,A,94,89,R,RS,0.459792433647367,1,DAL,VAN,1995-11-13_DAL_VAN,0.600543236,94.0,89.0
1995-11-13,1996,MEM,DAL,H,89,94,R,RS,0.540207566352633,0,VAN,DAL,1995-11-13_VAN_DAL,0.399456764,89.0,94.0
1995-11-13,1996,TOR,UTA,H,100,103,R,RS,0.553045766635607,0,TOR,UTA,1995-11-13_TOR_UTA,0.217428033,100.0,103.0
1995-11-13,1996,UTA,TOR,A,103,100,R,RS,0.446954233364393,1,UTA,TOR,1995-11-13_UTA_TOR,0.782571967,103.0,100.0
1995-11-14,1996,ATL,NO,H,111,104,R,RS,0.67459497754696,1,ATL,CHH,1995-11-14_ATL_CHH,0.696303845,111.0,104.0
1995-11-14,1996,CHI,ORL,A,88,94,R,RS,0.409233202358964,0,CHI,ORL,1995-11-14_CHI_ORL,0.416335828,88.0,94.0
1995-11-14,1996,GS,LAC,H,106,118,R,RS,0.603984487471827,0,GSW,LAC,1995-11-14_GSW_LAC,0.672686224,106.0,118.0
1995-11-14,1996,LAC,GS,A,118,106,R,RS,0.396015512528173,1,LAC,GSW,1995-11-14_LAC_GSW,0.327313776,118.0,106.0
1995-11-14,1996,LAL,SAC,A,106,100,R,RS,0.2751331063334,1,LAL,SAC,1995-11-14_LAL_SAC,0.311644658,106.0,100.0
1995-11-14,1996,MIL,SA,H,98,84,R,RS,0.565864851647983,1,MIL,SAS,1995-11-14_MIL_SAS,0.334833098,98.0,84.0
1995-11-14,1996,NO,ATL,A,104,111,R,RS,0.32540502245304,0,CHH,ATL,1995-11-14_CHH_ATL,0.303696155,104.0,111.0
1995-11-14,1996,NY,POR,A,99,105,R,RS,0.442811658330758,0,NYK,POR,1995-11-14_NYK_POR,0.538367953,99.0,105.0
1995-11-14,1996,OKC,PHI,A,115,107,R,RS,0.403707567125742,1,SEA,PHI,1995-11-14_SEA_PHI,0.689198516,115.0,107.0
1995-11-14,1996,ORL,CHI,H,94,88,R,RS,0.590766797641035,1,ORL,CHI,1995-11-14_ORL_CHI,0.583664172,94.0,88.0
1995-11-14,1996,PHI,OKC,H,107,115,R,RS,0.596292432874258,0,PHI,SEA,1995-11-14_PHI_SEA,0.310801484,107.0,115.0
1995-11-14,1996,POR,NY,H,105,99,R,RS,0.557188341669242,1,POR,NYK,1995-11-14_POR_NYK,0.461632047,105.0,99.0
1995-11-14,1996,SA,MIL,A,84,98,R,RS,0.434135148352017,0,SAS,MIL,1995-11-14_SAS_MIL,0.665166902,84.0,98.0
1995-11-14,1996,SAC,LAL,H,100,106,R,RS,0.7248668936666,0,SAC,LAL,1995-11-14_SAC_LAL,0.688355342,100.0,106.0
1995-11-15,1996,BOS,UTA,H,90,102,R,RS,0.575530104140835,0,BOS,UTA,1995-11-15_BOS_UTA,0.403105003,90.0,102.0
1995-11-15,1996,BRK,NO,H,90,79,R,RS,0.661279966379886,1,NJN,CHH,1995-11-15_NJN_CHH,0.497053157,90.0,79.0
1995-11-15,1996,CHI,CLE,H,113,94,R,RS,0.713843673745766,1,CHI,CLE,1995-11-15_CHI_CLE,0.834987776,113.0,94.0
1995-11-15,1996,CLE,CHI,A,94,113,R,RS,0.286156326254234,0,CLE,CHI,1995-11-15_CLE_CHI,0.165012224,94.0,113.0
1995-11-15,1996,DAL,LAL,A,97,114,R,RS,0.461996032997086,0,DAL,LAL,1995-11-15_DAL_LAL,0.327600031,97.0,114.0
1995-11-15,1996,DEN,PHX,A,137,127,R,RS,0.301374858753766,1,DEN,PHO,1995-11-15_DEN_PHO,0.254412029,137.0,127.0
1995-11-15,1996,DET,OKC,H,94,87,R,RS,0.58804486275225,1,DET,SEA,1995-11-15_DET_SEA,0.293276509,94.0,87.0
1995-11-15,1996,HOU,TOR,A,96,93,R,RS,0.543727880946706,1,HOU,TOR,1995-11-15_HOU_TOR,0.795911595,96.0,93.0
1995-11-15,1996,IND,MIA,A,103,97,R,RS,0.370773853703225,1,IND,MIA,1995-11-15_IND_MIA,0.477437479,103.0,97.0
