date,games_remaining,team,current_w,p10,p50,p90,actual_final_w,in_range,pit
2024-02-04,490,nba_0029,9,14,18,22,15,True,0.1633
2024-02-04,490,nba_0011,28,40,46,50,47,True,0.62
2024-02-04,490,nba_0028,18,28,32,37,27,False,0.0633
2024-02-04,490,nba_0027,25,37,42,46,31,False,0.0
2024-02-04,490,nba_0008,6,10,13,17,14,True,0.6083
2024-02-04,490,nba_0003,28,43,48,53,49,True,0.6033
2024-02-04,490,nba_0016,35,52,56,61,56,True,0.5333
2024-02-04,490,nba_0020,30,43,48,53,47,True,0.3617
2024-02-04,490,nba_0015,33,46,51,55,49,True,0.3267
2024-02-04,490,nba_0006,26,36,41,46,50,False,0.99
2024-02-04,490,nba_0025,35,52,57,61,57,True,0.5283
2024-02-04,490,nba_0007,35,50,55,59,57,True,0.74
2024-02-04,490,nba_0013,26,36,41,46,47,False,0.925
2024-02-04,490,nba_0023,29,43,48,52,46,True,0.3183
2024-02-04,490,nba_0010,23,33,38,43,41,True,0.7667
2024-02-11,442,nba_0022,15,21,24,29,21,True,0.135
2024-02-11,442,nba_0024,10,14,17,21,22,False,0.9667
2024-02-11,442,nba_0014,28,38,43,47,46,True,0.8267
2024-02-11,442,nba_0002,41,59,62,66,64,True,0.6983
2024-02-11,442,nba_0004,25,33,38,43,39,True,0.6183
2024-02-11,442,nba_0018,33,46,51,55,50,True,0.4083
2024-02-11,442,nba_0017,21,29,33,38,32,True,0.3483
2024-02-11,442,nba_0026,19,27,31,35,25,False,0.025
2024-02-11,442,nba_0012,35,52,56,60,51,False,0.0767
2024-02-11,442,nba_0005,35,52,56,60,48,False,0.005
2024-02-11,442,nba_0001,24,33,37,42,36,True,0.3867
2024-02-11,442,nba_0009,25,38,43,47,46,True,0.83
2024-02-11,442,nba_0021,31,42,47,51,49,True,0.7617
2024-02-11,442,nba_0019,29,41,46,50,47,True,0.665
2024-02-11,442,nba_0030,11,14,17,21,21,True,0.9
2024-02-11,442,nba_0028,18,26,30,35,27,True,0.1567
2024-02-11,442,nba_0011,30,41,46,50,47,True,0.6183
2024-02-11,442,nba_0029,9,13,17,21,15,True,0.2517
2024-02-11,442,nba_0027,26,37,41,45,31,False,0.0
2024-02-11,442,nba_0008,8,12,15,20,14,True,0.3333
2024-02-11,442,nba_0003,31,44,49,53,49,True,0.5167
2024-02-11,442,nba_0016,36,52,56,60,56,True,0.4917
2024-02-11,442,nba_0020,31,41,45,50,47,True,0.685
2024-02-11,442,nba_0015,34,46,50,55,49,True,0.4
2024-02-11,442,nba_0006,30,41,46,50,50,True,0.87
2024-02-11,442,nba_0025,36,52,55,59,57,True,0.7033
2024-02-11,442,nba_0013,28,38,43,47,47,True,0.92
2024-02-11,442,nba_0007,36,50,55,58,57,True,0.7917
2024-02-11,442,nba_0023,30,41,46,50,46,True,0.495
2024-02-11,442,nba_0010,23,31,36,40,41,False,0.9367
2024-02-18,410,nba_0022,15,20,23,27,21,True,0.2083
2024-02-18,410,nba_0024,11,15,18,22,22,True,0.9117
2024-02-18,410,nba_0014,30,41,45,49,46,True,0.62
2024-02-18,410,nba_0002,43,59,63,66,64,True,0.6333
2024-02-18,410,nba_0004,26,35,39,43,39,True,0.4633
2024-02-18,410,nba_0018,33,44,49,53,50,True,0.6167
2024-02-18,410,nba_0017,21,28,33,37,32,True,0.3967
2024-02-18,410,nba_0026,19,25,29,33,25,True,0.0983
2024-02-18,410,nba_0012,36,51,55,59,51,True,0.1
2024-02-18,410,nba_0005,36,51,55,59,48,False,0.0233
2024-02-18,410,nba_0001,24,30,35,39,36,True,0.6233
2024-02-18,410,nba_0009,27,39,44,48,46,True,0.7417
2024-02-18,410,nba_0021,33,43,48,52,49,True,0.66
2024-02-18,410,nba_0019,30,42,46,50,47,True,0.6267
2024-02-18,410,nba_0030,13,17,19,23,21,True,0.7117
2024-02-18,410,nba_0028,20,28,31,35,27,False,0.0617
2024-02-18,410,nba_0011,31,41,45,49,47,True,0.76
2024-02-18,410,nba_0029,9,13,17,21,15,True,0.295
2024-02-18,410,nba_0008,8,12,15,19,14,True,0.375
2024-02-18,410,nba_0027,26,34,38,42,31,False,0.005
2024-02-18,410,nba_0003,33,45,50,54,49,True,0.4167
2024-02-18,410,nba_0016,39,55,58,61,56,True,0.2133
2024-02-18,410,nba_0020,32,41,45,49,47,True,0.7
2024-02-18,410,nba_0015,35,45,49,52,49,True,0.5267
2024-02-18,410,nba_0006,32,42,47,51,50,True,0.8633
2024-02-18,410,nba_0025,37,52,56,60,57,True,0.6167
2024-02-18,410,nba_0007,36,48,52,57,57,True,0.9217
2024-02-18,410,nba_0013,30,39,43,48,47,True,0.8483
2024-02-18,410,nba_0023,31,42,47,51,46,True,0.435
2024-02-18,410,nba_0010,24,32,36,40,41,False,0.9333
2024-02-25,374,nba_0022,15,18,22,25,21,True,0.4133
2024-02-25,374,nba_0024,11,14,17,20,22,False,0.9667
2024-02-25,374,nba_0010,25,33,36,40,41,False,0.9317
2024-02-25,374,nba_0014,31,42,46,50,46,True,0.4667
2024-02-25,374,nba_0002,45,61,65,67,64,True,0.3833
2024-02-25,374,nba_0018,34,45,49,53,50,True,0.635
2024-02-25,374,nba_0017,21,27,32,36,32,True,0.5217
2024-02-25,374,nba_0026,21,27,31,35,25,False,0.0133
2024-02-25,374,nba_0012,37,50,54,57,51,True,0.1583
2024-02-25,374,nba_0005,37,50,53,57,48,False,0.045
2024-02-25,374,nba_0001,25,31,35,39,36,True,0.6183
2024-02-25,374,nba_0009,29,39,44,48,46,True,0.745
2024-02-25,374,nba_0021,34,42,46,50,49,True,0.8283
2024-02-25,374,nba_0019,32,42,47,50,47,True,0.5733
2024-02-25,374,nba_0030,15,19,22,25,21,True,0.39
2024-02-25,374,nba_0028,20,27,31,34,27,True,0.095
2024-02-25,374,nba_0011,33,42,46,50,47,True,0.625
2024-02-25,374,nba_0029,9,13,16,20,15,True,0.405
2024-02-25,374,nba_0027,27,33,37,41,31,False,0.0083
2024-02-25,374,nba_0008,8,11,14,18,14,True,0.495
2024-02-25,374,nba_0003,34,44,48,51,49,True,0.6517
2024-02-25,374,nba_0016,40,55,58,61,56,True,0.215
2024-02-25,374,nba_0020,33,40,44,49,47,True,0.7817
2024-02-25,374,nba_0015,37,47,51,54,49,True,0.295
2024-02-25,374,nba_0025,40,54,58,61,57,True,0.395
2024-02-25,374,nba_0006,33,42,46,50,50,True,0.9
2024-02-25,374,nba_0007,39,50,54,57,57,True,0.8667
2024-02-25,374,nba_0013,31,39,42,46,47,False,0.9333
2024-02-25,374,nba_0023,33,45,48,52,46,True,0.22
2024-02-25,374,nba_0004,27,36,39,43,39,True,0.4533
2024-03-03,323,nba_0022,17,20,23,27,21,True,0.1833
2024-03-03,323,nba_0024,13,17,20,23,22,True,0.8117
2024-03-03,323,nba_0014,34,45,48,51,46,True,0.2
2024-03-03,323,nba_0002,48,63,66,68,64,True,0.2583
2024-03-03,323,nba_0004,28,35,38,42,39,True,0.6117
2024-03-03,323,nba_0018,36,44,48,51,50,True,0.7883
2024-03-03,323,nba_0017,24,31,34,37,32,True,0.23
2024-03-03,323,nba_0026,23,28,31,34,25,False,0.01
2024-03-03,323,nba_0012,39,51,54,58,51,True,0.1283
2024-03-03,323,nba_0005,39,49,53,56,48,False,0.0533
2024-03-03,323,nba_0001,26,31,34,37,36,True,0.7817
2024-03-03,323,nba_0009,32,42,46,49,46,True,0.5333
2024-03-03,323,nba_0021,35,41,45,48,49,False,0.9367
2024-03-03,323,nba_0019,35,44,47,51,47,True,0.445
2024-03-03,323,nba_0030,15,18,21,24,21,True,0.5567
2024-03-03,323,nba_0028,20,24,27,30,27,True,0.4733
2024-03-03,323,nba_0029,9,12,15,19,15,True,0.5417
2024-03-03,323,nba_0011,34,41,44,48,47,True,0.8617
2024-03-03,323,nba_0027,27,32,35,39,31,False,0.0383
2024-03-03,323,nba_0008,9,12,15,18,14,True,0.3667
2024-03-03,323,nba_0003,36,45,49,52,49,True,0.5583
2024-03-03,323,nba_0016,42,52,56,59,56,True,0.5133
2024-03-03,323,nba_0020,35,42,45,48,47,True,0.75
2024-03-03,323,nba_0015,40,48,52,55,49,True,0.1617
2024-03-03,323,nba_0025,42,54,57,60,57,True,0.45
2024-03-03,323,nba_0006,34,41,45,49,50,False,0.9733
2024-03-03,323,nba_0007,42,53,56,59,57,True,0.6067
2024-03-03,323,nba_0013,33,39,43,47,47,True,0.91
2024-03-03,323,nba_0023,34,44,47,51,46,True,0.3083
2024-03-03,323,nba_0010,26,33,36,40,41,False,0.9567
2024-03-10,269,nba_0022,18,20,23,26,21,True,0.2183
2024-03-10,269,nba_0024,14,18,20,23,22,True,0.805
2024-03-10,269,nba_0014,35,42,46,49,46,True,0.545
2024-03-10,269,nba_0002,49,62,64,66,64,True,0.435
2024-03-10,269,nba_0004,31,38,41,43,39,True,0.2483
2024-03-10,269,nba_0018,37,43,47,50,50,True,0.92
2024-03-10,269,nba_0017,26,30,33,36,32,True,0.3183
2024-03-10,269,nba_0026,23,26,29,32,25,False,0.015
2024-03-10,269,nba_0012,41,50,54,56,51,True,0.2133
2024-03-10,269,nba_0005,41,48,52,55,48,True,0.0883
2024-03-10,269,nba_0001,29,34,37,39,36,True,0.4167
2024-03-10,269,nba_0009,33,41,44,47,46,True,0.8283
2024-03-10,269,nba_0021,37,43,46,49,49,True,0.925
2024-03-10,269,nba_0019,37,44,47,50,47,True,0.5
2024-03-10,269,nba_0030,16,18,20,23,21,True,0.6217
2024-03-10,269,nba_0028,22,26,28,31,27,True,0.2517
2024-03-10,269,nba_0011,36,42,46,48,47,True,0.7367
2024-03-10,269,nba_0029,11,13,16,19,15,True,0.3033
2024-03-10,269,nba_0008,10,12,15,18,14,True,0.3583
2024-03-10,269,nba_0027,28,32,35,37,31,False,0.06
2024-03-10,269,nba_0003,39,48,51,54,49,True,0.22
2024-03-10,269,nba_0016,44,53,56,58,56,True,0.6
2024-03-10,269,nba_0020,36,41,44,46,47,False,0.9317
2024-03-10,269,nba_0015,42,49,52,55,49,True,0.0983
2024-03-10,269,nba_0025,45,54,57,60,57,True,0.4683
2024-03-10,269,nba_0006,36,42,45,48,50,False,0.9633
2024-03-10,269,nba_0007,44,53,56,59,57,True,0.6583
2024-03-10,269,nba_0013,36,41,44,47,47,True,0.8667
2024-03-10,269,nba_0023,36,43,47,50,46,True,0.3783
2024-03-10,269,nba_0010,29,35,38,41,41,True,0.9
2024-03-17,219,nba_0022,19,21,23,25,21,True,0.1933
2024-03-17,219,nba_0024,15,17,19,22,22,True,0.9217
2024-03-17,219,nba_0014,37,43,46,48,46,True,0.5817
2024-03-17,219,nba_0002,53,63,66,67,64,True,0.2083
2024-03-17,219,nba_0004,33,37,40,42,39,True,0.38
2024-03-17,219,nba_0018,40,46,49,51,50,True,0.7567
2024-03-17,219,nba_0017,26,29,32,35,32,True,0.4767
2024-03-17,219,nba_0026,23,26,28,30,25,False,0.0533
2024-03-17,219,nba_0012,42,49,52,54,51,True,0.3917
2024-03-17,219,nba_0005,42,48,51,53,48,True,0.115
2024-03-17,219,nba_0001,30,34,36,39,36,True,0.4533
2024-03-17,219,nba_0009,35,41,44,47,46,True,0.7833
2024-03-17,219,nba_0021,39,44,46,49,49,True,0.9333
2024-03-17,219,nba_0019,40,46,48,51,47,True,0.2783
2024-03-17,219,nba_0030,17,18,20,22,21,True,0.7617
2024-03-17,219,nba_0028,23,25,27,30,27,True,0.4083
2024-03-17,219,nba_0011,38,43,46,49,47,True,0.685
2024-03-17,219,nba_0029,11,13,15,18,15,True,0.4483
2024-03-17,219,nba_0008,12,14,15,18,14,True,0.205
2024-03-17,219,nba_0027,29,32,34,37,31,False,0.0667
2024-03-17,219,nba_0003,41,47,50,53,49,True,0.2933
2024-03-17,219,nba_0016,46,55,57,59,56,True,0.3433
2024-03-17,219,nba_0020,37,41,44,46,47,False,0.945
2024-03-17,219,nba_0015,44,50,52,55,49,False,0.0583
2024-03-17,219,nba_0006,39,45,47,50,50,True,0.9133
2024-03-17,219,nba_0025,47,54,57,59,57,True,0.555
2024-03-17,219,nba_0013,36,41,43,46,47,False,0.9683
2024-03-17,219,nba_0007,47,54,57,59,57,True,0.57
2024-03-17,219,nba_0023,38,44,47,50,46,True,0.25
2024-03-17,219,nba_0010,32,37,40,43,41,True,0.7283
2024-03-24,169,nba_0022,19,20,22,24,21,True,0.375
2024-03-24,169,nba_0024,15,16,18,20,22,False,0.99
2024-03-24,169,nba_0014,39,44,46,48,46,True,0.5183
2024-03-24,169,nba_0002,57,64,66,68,64,True,0.0867
2024-03-24,169,nba_0004,34,37,39,42,39,True,0.4367
2024-03-24,169,nba_0018,42,47,49,51,50,True,0.7283
2024-03-24,169,nba_0017,26,29,31,33,32,True,0.72
2024-03-24,169,nba_0026,23,24,26,28,25,True,0.2067
2024-03-24,169,nba_0012,44,49,51,54,51,True,0.4633
2024-03-24,169,nba_0005,43,47,50,52,48,True,0.1667
2024-03-24,169,nba_0001,31,34,36,38,36,True,0.58
2024-03-24,169,nba_0009,36,40,43,45,46,False,0.9683
2024-03-24,169,nba_0021,42,45,47,50,49,True,0.8367
2024-03-24,169,nba_0019,42,46,48,51,47,True,0.215
2024-03-24,169,nba_0030,17,18,19,22,21,True,0.7883
2024-03-24,169,nba_0029,13,15,16,18,15,True,0.1767
2024-03-24,169,nba_0028,24,26,28,30,27,True,0.305
2024-03-24,169,nba_0011,40,44,46,48,47,True,0.705
2024-03-24,169,nba_0027,29,31,33,35,31,True,0.1433
2024-03-24,169,nba_0008,12,13,15,16,14,True,0.3017
2024-03-24,169,nba_0003,44,49,51,53,49,True,0.1483
2024-03-24,169,nba_0016,49,55,57,59,56,True,0.2517
2024-03-24,169,nba_0020,39,42,44,47,47,True,0.925
2024-03-24,169,nba_0015,46,51,53,55,49,False,0.0233
2024-03-24,169,nba_0006,41,45,48,50,50,True,0.89
2024-03-24,169,nba_0025,49,54,56,59,57,True,0.6683
2024-03-24,169,nba_0007,50,56,58,60,57,True,0.2583
2024-03-24,169,nba_0013,39,42,45,47,47,True,0.8917
2024-03-24,169,nba_0023,41,45,48,50,46,True,0.18
2024-03-24,169,nba_0010,35,39,41,43,41,True,0.5167
2024-03-31,115,nba_0022,19,20,21,23,21,True,0.5717
2024-03-31,115,nba_0024,18,19,20,22,22,True,0.9383
2024-03-31,115,nba_0010,38,40,42,44,41,True,0.3
2024-03-31,115,nba_0014,41,44,46,47,46,True,0.5933
2024-03-31,115,nba_0002,58,63,65,66,64,True,0.2617
2024-03-31,115,nba_0018,44,46,48,50,50,True,0.9
2024-03-31,115,nba_0017,29,31,32,34,32,True,0.48
2024-03-31,115,nba_0026,23,24,25,26,25,True,0.485
2024-03-31,115,nba_0012,47,50,52,54,51,True,0.2433
2024-03-31,115,nba_0005,45,47,49,51,48,True,0.2367
2024-03-31,115,nba_0001,34,36,37,39,36,True,0.1483
2024-03-31,115,nba_0009,40,43,45,46,46,True,0.795
2024-03-31,115,nba_0021,43,45,47,49,49,True,0.905
2024-03-31,115,nba_0019,43,45,47,49,47,True,0.4483
2024-03-31,115,nba_0030,18,18,20,21,21,True,0.8317
2024-03-31,115,nba_0028,24,25,27,29,27,True,0.5433
2024-03-31,115,nba_0011,42,45,47,48,47,True,0.6367
2024-03-31,115,nba_0008,13,14,15,17,14,True,0.1783
2024-03-31,115,nba_0003,45,48,50,52,49,True,0.2733
2024-03-31,115,nba_0016,51,55,57,58,56,True,0.32
2024-03-31,115,nba_0020,40,42,44,45,47,False,0.9983
2024-03-31,115,nba_0015,47,51,52,54,49,False,0.0083
2024-03-31,115,nba_0006,45,49,50,52,50,True,0.4067
2024-03-31,115,nba_0025,52,56,57,59,57,True,0.39
2024-03-31,115,nba_0013,42,44,46,48,47,True,0.7333
2024-03-31,115,nba_0007,52,55,57,59,57,True,0.4733
2024-03-31,115,nba_0023,43,45,47,48,46,True,0.2583
2024-03-31,115,nba_0004,36,38,39,41,39,True,0.4
2024-03-31,115,nba_0029,14,14,16,17,15,True,0.2676
2024-03-31,115,nba_0027,29,29,31,32,31,True,0.5953
2024-04-07,57,nba_0022,21,21,22,23,21,True,0.1783
2024-04-07,57,nba_0024,19,19,20,22,22,True,0.9367
2024-04-07,57,nba_0010,38,39,40,41,41,True,0.7967
2024-04-07,57,nba_0014,43,45,46,47,46,True,0.62
2024-04-07,57,nba_0002,62,65,66,66,64,False,0.0367
2024-04-07,57,nba_0018,46,47,48,49,50,False,0.9783
2024-04-07,57,nba_0017,31,31,32,33,32,True,0.385
2024-04-07,57,nba_0012,50,51,53,54,51,True,0.0867
2024-04-07,57,nba_0005,46,47,48,49,48,True,0.3467
2024-04-07,57,nba_0009,43,44,46,47,46,True,0.5933
2024-04-07,57,nba_0019,46,47,48,49,47,True,0.2267
2024-04-07,57,nba_0030,19,19,19,20,21,False,0.9617
2024-04-07,57,nba_0028,27,27,28,30,27,True,0.095
2024-04-07,57,nba_0011,45,46,47,48,47,True,0.4983
2024-04-07,57,nba_0029,15,15,15,16,15,True,0.295
2024-04-07,57,nba_0027,29,29,30,31,31,True,0.8633
2024-04-07,57,nba_0003,46,47,48,49,49,True,0.76
2024-04-07,57,nba_0016,54,56,57,58,56,True,0.1567
2024-04-07,57,nba_0020,44,45,46,47,47,True,0.8167
2024-04-07,57,nba_0015,47,47,49,50,49,True,0.6617
2024-04-07,57,nba_0006,48,50,51,52,50,True,0.2617
2024-04-07,57,nba_0025,53,55,56,57,57,True,0.8333
2024-04-07,57,nba_0007,54,56,57,58,57,True,0.4917
2024-04-07,57,nba_0013,45,45,47,48,47,True,0.645
2024-04-07,57,nba_0023,45,46,47,49,46,True,0.1333
2024-04-07,57,nba_0004,37,38,39,40,39,True,0.4783
2024-04-07,57,nba_0001,36,37,38,39,36,False,0.0234
2024-04-07,57,nba_0026,25,25,26,27,25,True,0.2107
2024-04-07,57,nba_0021,46,47,48,49,49,True,0.8378
2024-04-07,57,nba_0008,13,13,14,15,14,True,0.5836
