date,games_remaining,team,current_w,p10,p50,p90,actual_final_w,in_range,pit
2022-11-06,1087,nba_0028,7,35,47,60,51,True,0.6417
2022-11-06,1087,nba_0012,5,28,39,51,44,True,0.73
2022-11-06,1087,nba_0018,4,28,38,50,47,True,0.84
2022-11-06,1087,nba_0005,8,43,53,62,51,True,0.405
2022-11-06,1087,nba_0019,2,23,33,45,34,True,0.5467
2022-11-06,1087,nba_0026,6,35,46,57,41,True,0.2717
2022-11-06,1087,nba_0017,4,28,38,50,45,True,0.76
2022-11-06,1087,nba_0024,5,27,38,50,22,False,0.0167
2022-11-06,1087,nba_0009,3,24,35,46,44,True,0.8517
2022-11-06,1087,nba_0014,4,27,40,50,44,True,0.7033
2022-11-06,1087,nba_0013,2,22,33,43,43,True,0.9033
2022-11-06,1087,nba_0022,6,32,43,55,33,True,0.1267
2022-11-06,1087,nba_0006,5,33,45,57,38,True,0.22
2022-11-06,1087,nba_0001,6,34,45,58,41,True,0.315
2022-11-06,1087,nba_0023,3,26,37,49,48,True,0.845
2022-11-06,1087,nba_0020,4,28,40,52,54,False,0.9517
2022-11-06,1087,nba_0011,4,27,40,50,35,True,0.2817
2022-11-06,1087,nba_0025,4,28,39,51,40,True,0.5383
2022-11-06,1087,nba_0030,3,25,36,48,27,True,0.1783
2022-11-06,1087,nba_0029,4,26,36,47,35,True,0.4583
2022-11-06,1087,nba_0016,5,28,39,51,42,True,0.6217
2022-11-06,1087,nba_0002,6,35,46,57,57,True,0.885
2022-11-06,1087,nba_0007,6,34,45,56,53,True,0.815
2022-11-06,1087,nba_0003,5,34,45,56,42,True,0.345
2022-11-06,1087,nba_0021,7,38,49,59,45,True,0.325
2022-11-06,1087,nba_0004,5,30,41,52,40,True,0.4717
2022-11-06,1087,nba_0015,9,40,53,63,58,True,0.78
2022-11-06,1087,nba_0008,2,19,31,41,17,False,0.0633
2022-11-06,1087,nba_0027,8,39,50,59,37,False,0.055
2022-11-06,1087,nba_0010,1,21,31,42,22,True,0.1217
2022-11-13,1032,nba_0012,7,30,39,50,44,True,0.7483
2022-11-13,1032,nba_0028,9,36,47,56,51,True,0.7317
2022-11-13,1032,nba_0018,6,28,38,49,47,True,0.865
2022-11-13,1032,nba_0005,8,35,48,57,51,True,0.63
2022-11-13,1032,nba_0019,4,26,35,45,34,True,0.445
2022-11-13,1032,nba_0026,7,32,43,53,41,True,0.435
2022-11-13,1032,nba_0017,6,30,40,50,45,True,0.7067
2022-11-13,1032,nba_0024,6,27,37,48,22,False,0.025
2022-11-13,1032,nba_0009,5,26,36,46,44,True,0.8533
2022-11-13,1032,nba_0014,6,29,39,50,44,True,0.7467
2022-11-13,1032,nba_0013,3,21,30,41,43,False,0.9267
2022-11-13,1032,nba_0022,9,37,47,58,33,False,0.0583
2022-11-13,1032,nba_0006,7,34,44,54,38,True,0.2517
2022-11-13,1032,nba_0001,8,35,45,56,41,True,0.3083
2022-11-13,1032,nba_0023,6,30,42,52,48,True,0.755
2022-11-13,1032,nba_0020,7,32,43,53,54,False,0.9283
2022-11-13,1032,nba_0011,6,30,40,50,35,True,0.2617
2022-11-13,1032,nba_0025,6,28,41,50,40,True,0.4617
2022-11-13,1032,nba_0030,3,20,29,40,27,True,0.405
2022-11-13,1032,nba_0002,10,41,53,62,57,True,0.71
2022-11-13,1032,nba_0016,6,27,37,48,42,True,0.7433
2022-11-13,1032,nba_0029,8,32,42,53,35,True,0.2017
2022-11-13,1032,nba_0007,9,38,50,60,53,True,0.6767
2022-11-13,1032,nba_0003,7,33,45,54,42,True,0.38
2022-11-13,1032,nba_0021,8,38,48,59,45,True,0.365
2022-11-13,1032,nba_0004,6,29,39,48,40,True,0.5367
2022-11-13,1032,nba_0015,10,39,50,61,58,True,0.8183
2022-11-13,1032,nba_0008,3,19,29,39,17,False,0.0367
2022-11-13,1032,nba_0027,10,40,49,58,37,False,0.05
2022-11-13,1032,nba_0010,2,20,30,41,22,True,0.155
2022-11-20,983,nba_0012,10,33,43,51,44,True,0.5633
2022-11-20,983,nba_0028,10,35,45,55,51,True,0.7517
2022-11-20,983,nba_0018,8,30,39,48,47,True,0.88
2022-11-20,983,nba_0005,10,37,48,57,51,True,0.6383
2022-11-20,983,nba_0019,5,23,32,42,34,True,0.5933
2022-11-20,983,nba_0026,9,35,44,54,41,True,0.3333
2022-11-20,983,nba_0017,8,31,42,51,45,True,0.6683
2022-11-20,983,nba_0024,6,22,30,40,22,True,0.1033
2022-11-20,983,nba_0009,8,31,40,49,44,True,0.7267
2022-11-20,983,nba_0014,7,27,35,47,44,True,0.8217
2022-11-20,983,nba_0013,5,23,33,43,43,True,0.9017
2022-11-20,983,nba_0022,10,34,45,55,33,False,0.0817
2022-11-20,983,nba_0006,9,33,44,52,38,True,0.2617
2022-11-20,983,nba_0001,10,36,46,56,41,True,0.305
2022-11-20,983,nba_0023,9,34,44,54,48,True,0.6833
2022-11-20,983,nba_0020,8,32,42,52,54,False,0.9433
2022-11-20,983,nba_0011,9,33,44,55,35,True,0.1333
2022-11-20,983,nba_0025,7,30,40,51,40,True,0.4933
2022-11-20,983,nba_0030,4,21,29,39,27,True,0.3933
2022-11-20,983,nba_0016,8,30,41,51,42,True,0.54
2022-11-20,983,nba_0002,13,47,56,64,57,True,0.5983
2022-11-20,983,nba_0029,10,32,43,54,35,True,0.165
2022-11-20,983,nba_0007,10,37,47,56,53,True,0.8033
2022-11-20,983,nba_0003,9,36,46,55,42,True,0.3533
2022-11-20,983,nba_0021,10,37,47,56,45,True,0.3817
2022-11-20,983,nba_0004,6,26,35,44,40,True,0.715
2022-11-20,983,nba_0015,11,37,48,58,58,True,0.9083
2022-11-20,983,nba_0008,3,18,26,36,17,False,0.0767
2022-11-20,983,nba_0027,12,40,50,60,37,False,0.035
2022-11-20,983,nba_0010,3,20,28,38,22,True,0.1967
2022-11-27,932,nba_0028,12,38,47,56,51,True,0.675
2022-11-27,932,nba_0012,12,32,41,50,44,True,0.6333
2022-11-27,932,nba_0018,9,29,38,48,47,True,0.8667
2022-11-27,932,nba_0005,13,41,51,59,51,True,0.5333
2022-11-27,932,nba_0019,5,19,27,37,34,True,0.8333
2022-11-27,932,nba_0026,10,33,42,52,41,True,0.465
2022-11-27,932,nba_0017,10,33,43,51,45,True,0.645
2022-11-27,932,nba_0024,6,19,26,36,22,True,0.255
2022-11-27,932,nba_0009,11,34,44,53,44,True,0.5233
2022-11-27,932,nba_0014,10,30,40,50,44,True,0.71
2022-11-27,932,nba_0013,7,26,35,45,43,True,0.8567
2022-11-27,932,nba_0022,11,34,44,52,33,False,0.0667
2022-11-27,932,nba_0006,9,31,39,49,38,True,0.43
2022-11-27,932,nba_0001,11,35,43,53,41,True,0.42
2022-11-27,932,nba_0023,10,35,44,54,48,True,0.685
2022-11-27,932,nba_0020,11,37,45,55,54,True,0.88
2022-11-27,932,nba_0011,11,32,42,51,35,True,0.16
2022-11-27,932,nba_0025,8,27,36,46,40,True,0.6967
2022-11-27,932,nba_0030,6,23,32,41,27,True,0.2617
2022-11-27,932,nba_0029,10,29,39,48,35,True,0.2833
2022-11-27,932,nba_0002,16,47,57,64,57,True,0.4967
2022-11-27,932,nba_0016,10,31,40,50,42,True,0.59
2022-11-27,932,nba_0007,12,38,49,57,53,True,0.7733
2022-11-27,932,nba_0003,11,38,47,56,42,True,0.2533
2022-11-27,932,nba_0021,13,39,49,59,45,True,0.2783
2022-11-27,932,nba_0004,8,29,38,47,40,True,0.62
2022-11-27,932,nba_0015,14,39,49,58,58,True,0.8967
2022-11-27,932,nba_0008,5,20,29,38,17,False,0.035
2022-11-27,932,nba_0027,12,35,45,53,37,True,0.1667
2022-11-27,932,nba_0010,5,21,30,40,22,True,0.135
2022-12-04,879,nba_0012,13,32,40,50,44,True,0.6817
2022-12-04,879,nba_0028,14,38,46,55,51,True,0.7067
2022-12-04,879,nba_0018,11,29,39,47,47,True,0.9183
2022-12-04,879,nba_0005,15,41,50,57,51,True,0.5883
2022-12-04,879,nba_0019,5,17,25,33,34,False,0.9217
2022-12-04,879,nba_0026,12,32,42,51,41,True,0.4467
2022-12-04,879,nba_0017,13,36,44,51,45,True,0.5967
2022-12-04,879,nba_0024,6,16,23,31,22,True,0.465
2022-12-04,879,nba_0009,13,37,45,53,44,True,0.4617
2022-12-04,879,nba_0014,11,33,41,50,44,True,0.6767
2022-12-04,879,nba_0013,10,30,40,49,43,True,0.6733
2022-12-04,879,nba_0022,13,35,44,51,33,False,0.065
2022-12-04,879,nba_0006,11,31,43,50,38,True,0.32
2022-12-04,879,nba_0001,13,35,44,53,41,True,0.2783
2022-12-04,879,nba_0023,13,38,47,56,48,True,0.5667
2022-12-04,879,nba_0020,12,34,43,52,54,False,0.9467
2022-12-04,879,nba_0011,12,32,40,49,35,True,0.2483
2022-12-04,879,nba_0025,10,28,37,45,40,True,0.655
2022-12-04,879,nba_0030,7,23,30,38,27,True,0.3067
2022-12-04,879,nba_0002,19,51,59,65,57,True,0.3783
2022-12-04,879,nba_0029,11,29,38,48,35,True,0.365
2022-12-04,879,nba_0016,11,29,38,46,42,True,0.74
2022-12-04,879,nba_0007,14,38,48,56,53,True,0.7933
2022-12-04,879,nba_0003,15,41,51,59,42,True,0.1083
2022-12-04,879,nba_0021,16,42,52,59,45,True,0.1733
2022-12-04,879,nba_0004,9,29,37,46,40,True,0.6733
2022-12-04,879,nba_0015,16,40,50,58,58,True,0.9017
2022-12-04,879,nba_0008,6,19,27,35,17,False,0.0617
2022-12-04,879,nba_0027,14,36,44,52,37,True,0.1517
2022-12-04,879,nba_0010,6,22,30,39,22,True,0.1017
2022-12-11,829,nba_0028,17,41,50,57,51,True,0.5933
2022-12-11,829,nba_0012,15,33,41,48,44,True,0.72
2022-12-11,829,nba_0018,14,34,43,51,47,True,0.7517
2022-12-11,829,nba_0005,17,40,50,58,51,True,0.5617
2022-12-11,829,nba_0019,8,21,27,35,34,True,0.8683
2022-12-11,829,nba_0026,13,31,38,47,41,True,0.6717
2022-12-11,829,nba_0017,16,37,46,53,45,True,0.4733
2022-12-11,829,nba_0024,8,18,25,33,22,True,0.2567
2022-12-11,829,nba_0009,14,35,44,52,44,True,0.4667
2022-12-11,829,nba_0014,12,29,37,46,44,True,0.855
2022-12-11,829,nba_0013,11,30,39,46,43,True,0.775
2022-12-11,829,nba_0022,14,35,42,51,33,False,0.06
2022-12-11,829,nba_0006,13,34,41,50,38,True,0.28
2022-12-11,829,nba_0001,14,33,41,49,41,True,0.5267
2022-12-11,829,nba_0023,14,37,47,54,48,True,0.6067
2022-12-11,829,nba_0020,14,35,44,52,54,False,0.9467
2022-12-11,829,nba_0011,14,33,42,50,35,True,0.1533
2022-12-11,829,nba_0025,11,29,38,46,40,True,0.6417
2022-12-11,829,nba_0030,7,19,26,34,27,True,0.58
2022-12-11,829,nba_0016,13,31,40,48,42,True,0.6133
2022-12-11,829,nba_0002,21,52,60,65,57,True,0.3267
2022-12-11,829,nba_0029,11,27,35,43,35,True,0.5133
2022-12-11,829,nba_0007,16,40,49,56,53,True,0.7417
2022-12-11,829,nba_0003,18,44,53,60,42,False,0.06
2022-12-11,829,nba_0021,16,38,46,54,45,True,0.4267
2022-12-11,829,nba_0004,11,31,39,47,40,True,0.5333
2022-12-11,829,nba_0015,19,42,52,60,58,True,0.82
2022-12-11,829,nba_0008,7,20,26,34,17,False,0.0317
2022-12-11,829,nba_0027,15,33,42,51,37,True,0.2483
2022-12-11,829,nba_0010,8,24,31,39,22,False,0.0583
2022-12-18,779,nba_0028,19,43,52,59,51,True,0.47
2022-12-18,779,nba_0012,18,35,43,50,44,True,0.595
2022-12-18,779,nba_0018,17,40,48,54,47,True,0.4567
2022-12-18,779,nba_0005,20,43,51,59,51,True,0.5
2022-12-18,779,nba_0019,11,24,31,39,34,True,0.6567
2022-12-18,779,nba_0026,13,29,36,43,41,True,0.84
2022-12-18,779,nba_0017,19,40,48,55,45,True,0.27
2022-12-18,779,nba_0024,9,19,25,33,22,True,0.2917
2022-12-18,779,nba_0009,15,34,42,49,44,True,0.665
2022-12-18,779,nba_0014,16,35,42,50,44,True,0.6583
2022-12-18,779,nba_0013,13,30,38,46,43,True,0.77
2022-12-18,779,nba_0022,17,37,45,53,33,False,0.0217
2022-12-18,779,nba_0006,15,35,42,50,38,True,0.2583
2022-12-18,779,nba_0001,15,34,41,49,41,True,0.4917
2022-12-18,779,nba_0023,16,39,47,55,48,True,0.5667
2022-12-18,779,nba_0020,16,38,46,54,54,True,0.8983
2022-12-18,779,nba_0011,15,31,38,46,35,True,0.2817
2022-12-18,779,nba_0025,12,28,36,44,40,True,0.7483
2022-12-18,779,nba_0030,7,17,24,30,27,True,0.735
2022-12-18,779,nba_0016,15,32,40,48,42,True,0.6367
2022-12-18,779,nba_0002,22,47,55,61,57,True,0.6517
2022-12-18,779,nba_0029,11,24,31,38,35,True,0.7517
2022-12-18,779,nba_0007,18,39,47,55,53,True,0.835
2022-12-18,779,nba_0003,18,41,49,57,42,True,0.1283
2022-12-18,779,nba_0021,18,39,47,56,45,True,0.3367
2022-12-18,779,nba_0004,11,27,34,42,40,True,0.8433
2022-12-18,779,nba_0015,21,44,52,60,58,True,0.8017
2022-12-18,779,nba_0008,8,21,27,33,17,False,0.01
2022-12-18,779,nba_0027,17,36,43,51,37,True,0.135
2022-12-18,779,nba_0010,9,23,30,39,22,False,0.0767
2022-12-25,733,nba_0028,20,45,51,57,51,True,0.5183
2022-12-25,733,nba_0012,19,36,43,50,44,True,0.5717
2022-12-25,733,nba_0018,18,37,45,51,47,True,0.6433
2022-12-25,733,nba_0005,22,44,51,57,51,True,0.485
2022-12-25,733,nba_0019,13,27,34,41,34,True,0.5133
2022-12-25,733,nba_0026,15,32,39,47,41,True,0.625
2022-12-25,733,nba_0017,21,44,51,58,45,True,0.1533
2022-12-25,733,nba_0024,10,20,26,32,22,True,0.2117
2022-12-25,733,nba_0009,16,34,41,48,44,True,0.6967
2022-12-25,733,nba_0014,16,31,38,46,44,True,0.8233
2022-12-25,733,nba_0013,13,27,34,42,43,False,0.9417
2022-12-25,733,nba_0022,17,35,43,50,33,False,0.04
2022-12-25,733,nba_0006,18,37,44,51,38,True,0.1583
2022-12-25,733,nba_0001,17,33,41,48,41,True,0.5233
2022-12-25,733,nba_0023,17,36,44,51,48,True,0.76
2022-12-25,733,nba_0020,20,41,48,55,54,True,0.85
2022-12-25,733,nba_0011,17,33,41,48,35,True,0.16
2022-12-25,733,nba_0025,14,31,37,44,40,True,0.7483
2022-12-25,733,nba_0030,9,19,26,32,27,True,0.5783
2022-12-25,733,nba_0016,16,32,39,45,42,True,0.735
2022-12-25,733,nba_0029,13,28,34,42,35,True,0.5717
2022-12-25,733,nba_0002,24,47,55,60,57,True,0.6717
2022-12-25,733,nba_0007,21,43,50,57,53,True,0.705
2022-12-25,733,nba_0003,20,43,50,57,42,False,0.0833
2022-12-25,733,nba_0021,19,36,44,52,45,True,0.5783
2022-12-25,733,nba_0004,14,32,39,46,40,True,0.6067
2022-12-25,733,nba_0015,22,43,50,57,58,False,0.9217
2022-12-25,733,nba_0008,8,18,24,31,17,False,0.0717
2022-12-25,733,nba_0027,19,37,44,51,37,True,0.0983
2022-12-25,733,nba_0010,9,20,27,34,22,True,0.215
2023-01-01,681,nba_0012,21,37,44,50,44,True,0.5
2023-01-01,681,nba_0028,23,45,53,58,51,True,0.3933
2023-01-01,681,nba_0018,19,36,43,50,47,True,0.7567
2023-01-01,681,nba_0005,23,42,48,56,51,True,0.6783
2023-01-01,681,nba_0019,13,23,29,35,34,True,0.8417
2023-01-01,681,nba_0026,16,31,38,44,41,True,0.77
2023-01-01,681,nba_0017,24,47,54,60,45,False,0.0567
2023-01-01,681,nba_0024,12,21,27,32,22,True,0.1417
2023-01-01,681,nba_0009,19,37,43,50,44,True,0.59
2023-01-01,681,nba_0014,19,34,41,47,44,True,0.7033
2023-01-01,681,nba_0013,15,31,37,44,43,True,0.8517
2023-01-01,681,nba_0022,18,36,43,50,33,False,0.0233
2023-01-01,681,nba_0006,21,39,46,52,38,False,0.065
2023-01-01,681,nba_0001,17,30,37,45,41,True,0.7717
2023-01-01,681,nba_0023,19,37,44,51,48,True,0.77
2023-01-01,681,nba_0020,21,40,48,54,54,True,0.8967
2023-01-01,681,nba_0011,20,37,44,51,35,False,0.0483
2023-01-01,681,nba_0025,15,27,35,41,40,True,0.87
2023-01-01,681,nba_0030,10,20,27,33,27,True,0.5417
2023-01-01,681,nba_0002,26,49,56,61,57,True,0.6467
2023-01-01,681,nba_0016,16,29,36,43,42,True,0.86
2023-01-01,681,nba_0029,17,33,40,47,35,True,0.145
2023-01-01,681,nba_0007,24,46,53,58,53,True,0.5467
2023-01-01,681,nba_0003,23,43,50,57,42,False,0.0783
2023-01-01,681,nba_0021,20,37,43,50,45,True,0.635
2023-01-01,681,nba_0004,16,31,38,45,40,True,0.6567
2023-01-01,681,nba_0015,23,40,48,55,58,False,0.9833
2023-01-01,681,nba_0008,10,20,25,32,17,False,0.0283
2023-01-01,681,nba_0027,19,34,41,47,37,True,0.2433
2023-01-01,681,nba_0010,10,20,25,32,22,True,0.23
2023-01-08,626,nba_0028,26,47,54,59,51,True,0.285
2023-01-08,626,nba_0012,21,34,39,45,44,True,0.83
2023-01-08,626,nba_0018,22,38,45,51,47,True,0.6483
2023-01-08,626,nba_0005,26,44,50,56,51,True,0.5867
2023-01-08,626,nba_0019,15,26,31,37,34,True,0.75
2023-01-08,626,nba_0026,17,30,36,42,41,True,0.855
2023-01-08,626,nba_0017,27,50,55,60,45,False,0.0217
2023-01-08,626,nba_0024,13,21,27,33,22,True,0.1367
2023-01-08,626,nba_0009,20,34,40,46,44,True,0.7733
2023-01-08,626,nba_0014,21,36,42,48,44,True,0.6517
2023-01-08,626,nba_0013,19,36,41,48,43,True,0.5883
2023-01-08,626,nba_0022,19,34,40,48,33,False,0.0833
2023-01-08,626,nba_0006,23,39,45,51,38,False,0.0733
2023-01-08,626,nba_0001,19,32,38,45,41,True,0.72
2023-01-08,626,nba_0023,20,35,43,49,48,True,0.8283
2023-01-08,626,nba_0020,24,41,48,54,54,True,0.885
2023-01-08,626,nba_0011,23,38,45,50,35,False,0.0317
2023-01-08,626,nba_0025,18,32,38,45,40,True,0.6767
2023-01-08,626,nba_0030,11,21,26,33,27,True,0.5767
2023-01-08,626,nba_0002,28,48,54,61,57,True,0.6717
2023-01-08,626,nba_0016,20,34,40,46,42,True,0.68
2023-01-08,626,nba_0029,17,32,38,45,35,True,0.2517
2023-01-08,626,nba_0007,26,47,53,59,53,True,0.5033
2023-01-08,626,nba_0003,24,41,47,54,42,True,0.1483
2023-01-08,626,nba_0021,20,33,40,45,45,True,0.8917
2023-01-08,626,nba_0004,19,34,41,46,40,True,0.445
2023-01-08,626,nba_0015,25,41,47,54,58,False,0.9867
2023-01-08,626,nba_0008,11,20,25,30,17,False,0.0267
2023-01-08,626,nba_0027,20,33,39,45,37,True,0.365
2023-01-08,626,nba_0010,10,18,23,28,22,True,0.4517
2023-01-15,575,nba_0028,29,49,55,61,51,True,0.18
2023-01-15,575,nba_0012,23,34,40,45,44,True,0.8217
2023-01-15,575,nba_0018,25,41,46,52,47,True,0.5617
2023-01-15,575,nba_0005,27,43,49,54,51,True,0.665
2023-01-15,575,nba_0019,16,25,31,37,34,True,0.7317
2023-01-15,575,nba_0026,19,31,36,41,41,True,0.8833
2023-01-15,575,nba_0017,27,46,52,57,45,False,0.0783
2023-01-15,575,nba_0024,13,20,24,30,22,True,0.29
2023-01-15,575,nba_0009,21,33,39,45,44,True,0.8517
2023-01-15,575,nba_0014,24,38,44,49,44,True,0.4933
2023-01-15,575,nba_0013,19,33,39,44,43,True,0.8583
2023-01-15,575,nba_0022,21,34,40,46,33,False,0.0817
2023-01-15,575,nba_0006,24,37,43,48,38,True,0.15
2023-01-15,575,nba_0001,21,33,39,46,41,True,0.6217
2023-01-15,575,nba_0023,24,39,45,51,48,True,0.7017
2023-01-15,575,nba_0020,27,42,48,54,54,True,0.8833
2023-01-15,575,nba_0011,23,35,41,47,35,True,0.0883
2023-01-15,575,nba_0025,21,36,42,47,40,True,0.3333
2023-01-15,575,nba_0030,11,20,24,31,27,True,0.73
2023-01-15,575,nba_0029,18,32,37,43,35,True,0.315
2023-01-15,575,nba_0016,22,35,40,45,42,True,0.6767
2023-01-15,575,nba_0002,32,53,58,63,57,True,0.3817
2023-01-15,575,nba_0007,30,50,56,61,53,True,0.2633
2023-01-15,575,nba_0003,26,43,49,54,42,False,0.0717
2023-01-15,575,nba_0021,21,33,39,45,45,True,0.9133
2023-01-15,575,nba_0004,20,34,39,45,40,True,0.5967
2023-01-15,575,nba_0015,27,43,48,53,58,False,0.9933
2023-01-15,575,nba_0008,12,20,24,30,17,False,0.0233
2023-01-15,575,nba_0027,22,34,40,46,37,True,0.2783
2023-01-15,575,nba_0010,10,17,21,27,22,True,0.5667
2023-01-22,525,nba_0012,25,36,40,45,44,True,0.8333
2023-01-22,525,nba_0028,31,50,54,59,51,True,0.1917
2023-01-22,525,nba_0018,25,37,42,47,47,True,0.8833
2023-01-22,525,nba_0005,29,44,49,54,51,True,0.66
2023-01-22,525,nba_0019,17,26,31,36,34,True,0.77
2023-01-22,525,nba_0026,21,31,36,41,41,True,0.8933
2023-01-22,525,nba_0017,29,46,51,56,45,False,0.0683
2023-01-22,525,nba_0024,14,21,25,29,22,True,0.185
2023-01-22,525,nba_0009,23,35,41,46,44,True,0.7967
2023-01-22,525,nba_0014,26,39,45,49,44,True,0.4467
2023-01-22,525,nba_0013,22,34,40,46,43,True,0.745
2023-01-22,525,nba_0022,21,32,37,43,33,True,0.16
2023-01-22,525,nba_0006,25,37,41,47,38,True,0.1783
2023-01-22,525,nba_0001,24,36,41,46,41,True,0.515
2023-01-22,525,nba_0023,26,41,46,52,48,True,0.665
2023-01-22,525,nba_0020,30,46,52,57,54,True,0.7317
2023-01-22,525,nba_0011,23,34,39,45,35,True,0.1533
2023-01-22,525,nba_0025,23,37,43,49,40,True,0.235
2023-01-22,525,nba_0030,13,21,26,31,27,True,0.6533
2023-01-22,525,nba_0016,24,35,40,45,42,True,0.71
2023-01-22,525,nba_0002,35,54,59,63,57,True,0.275
2023-01-22,525,nba_0029,20,32,38,44,35,True,0.225
2023-01-22,525,nba_0007,33,50,56,60,53,True,0.2733
2023-01-22,525,nba_0003,26,39,45,49,42,True,0.2633
2023-01-22,525,nba_0021,24,36,41,47,45,True,0.8183
2023-01-22,525,nba_0004,21,35,40,46,40,True,0.5167
2023-01-22,525,nba_0015,29,43,49,54,58,False,0.99
2023-01-22,525,nba_0008,12,19,24,29,17,False,0.03
2023-01-22,525,nba_0027,24,35,40,45,37,True,0.1983
2023-01-22,525,nba_0010,10,15,20,25,22,True,0.7317
2023-01-29,475,nba_0012,28,38,43,48,44,True,0.64
2023-01-29,475,nba_0028,32,47,52,56,51,True,0.3533
2023-01-29,475,nba_0018,27,38,43,48,47,True,0.82
2023-01-29,475,nba_0005,31,45,49,53,51,True,0.735
2023-01-29,475,nba_0019,19,27,31,36,34,True,0.7633
2023-01-29,475,nba_0026,23,33,38,42,41,True,0.825
2023-01-29,475,nba_0017,30,44,50,55,45,True,0.145
2023-01-29,475,nba_0024,14,19,23,27,22,True,0.41
2023-01-29,475,nba_0009,25,37,42,47,44,True,0.715
2023-01-29,475,nba_0014,28,40,45,50,44,True,0.4117
2023-01-29,475,nba_0013,23,33,38,44,43,True,0.8517
2023-01-29,475,nba_0022,23,33,37,43,33,True,0.115
2023-01-29,475,nba_0006,26,36,41,46,38,True,0.205
2023-01-29,475,nba_0001,25,36,41,46,41,True,0.4983
2023-01-29,475,nba_0023,27,40,45,51,48,True,0.745
