--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Wk,Date,Time,Day,Winner,Pts,,Loser,Pts,Notes
437,8,Oct 15 2016,3:30 PM,Sat,Louisiana Tech,56,@,Massachusetts,28,Gillette Stadium - Foxborough Massachusetts
438,8,Oct 15 2016,7:00 PM,Sat,Louisiana-Monroe,40,,Texas State,34,Malone Stadium - Monroe Louisiana
439,8,Oct 15 2016,7:00 PM,Sat,Marshall,27,,Florida Atlantic,21,Joan C. Edwards Stadium - Huntington West Virginia
440,8,Oct 15 2016,2:30 PM,Sat,Miami (OH),18,,Kent State,14,Fred Yager Stadium - Oxford Ohio
441,8,Oct 15 2016,12:00 PM,Sat,Minnesota,31,@,Maryland,10,Maryland Stadium - College Park Maryland
442,8,Oct 15 2016,3:30 PM,Sat,(10) Nebraska,27,@,Indiana,22,Memorial Stadium - Bloomington Indiana
443,8,Oct 15 2016,11:59 PM,Sat,Nevada-Las Vegas,41,@,Hawaii,38,Hawaiian Tel Federal Credit Union Field at Aloha Stadium - Honolulu Hawaii
444,8,Oct 15 2016,3:30 PM,Sat,New Mexico,45,N,Air Force,40,Cotton Bowl Stadium - Dallas Texas
445,8,Oct 15 2016,3:30 PM,Sat,North Carolina,20,@,(16) Miami (FL),13,Hard Rock Stadium - Miami Gardens Florida
446,8,Oct 15 2016,3:30 PM,Sat,Northwestern,54,@,Michigan State,40,Spartan Stadium - East Lansing Michigan
447,8,Oct 15 2016,8:00 PM,Sat,(2) Ohio State,30,@,(8) Wisconsin,23,Camp Randall Stadium - Madison Wisconsin
448,8,Oct 15 2016,12:00 PM,Sat,(19) Oklahoma,38,,Kansas State,17,Gaylord Family - Oklahoma Memorial Stadium - Norman Oklahoma
449,8,Oct 15 2016,12:30 PM,Sat,Pittsburgh,45,@,Virginia,31,Scott Stadium - Charlottesville Virginia
450,8,Oct 15 2016,10:30 PM,Sat,San Jose State,14,,Nevada,10,CEFCU Stadium - San Jose California
451,8,Oct 15 2016,7:00 PM,Sat,South Florida,42,,Connecticut,27,Raymond James Stadium - Tampa Florida
452,8,Oct 15 2016,3:30 PM,Sat,Southern California,48,@,Arizona,14,Arizona Stadium - Tucson Arizona
453,8,Oct 15 2016,7:30 PM,Sat,Stanford,17,@,Notre Dame,10,Notre Dame Stadium - South Bend Indiana
454,8,Oct 15 2016,3:45 PM,Sat,Syracuse,31,,(17) Virginia Tech,17,Carrier Dome - Syracuse New York
455,8,Oct 15 2016,7:30 PM,Sat,Temple,26,@,Central Florida,25,Bright House Networks Stadium - Orlando Florida
456,8,Oct 15 2016,7:00 PM,Sat,Texas,27,,Iowa State,6,Darrell K Royal-Texas Memorial Stadium - Austin Texas
457,8,Oct 15 2016,7:00 PM,Sat,Texas-San Antonio,14,@,Rice,13,Rice Stadium - Houston Texas
458,8,Oct 15 2016,3:30 PM,Sat,Toledo,42,,Bowling Green,35,Glass Bowl - Toledo Ohio
459,8,Oct 15 2016,3:30 PM,Sat,Troy,31,,Georgia State,21,Veterans Memorial Stadium - Troy Alabama
460,8,Oct 15 2016,4:00 PM,Sat,(21) Utah,19,@,Oregon State,14,Reser Stadium - Corvallis Oregon
461,8,Oct 15 2016,12:00 PM,Sat,Vanderbilt,17,@,Georgia,16,Sanford Stadium - Athens Georgia
462,8,Oct 15 2016,10:30 PM,Sat,Washington State,27,,UCLA,21,Martin Stadium - Pullman Washington
463,8,Oct 15 2016,12:00 PM,Sat,(20) West Virginia,48,@,Texas Tech,17,Jones AT&T Stadium - Lubbock Texas
464,8,Oct 15 2016,2:30 PM,Sat,Western Kentucky,44,@,Middle Tennessee State,43,Johnny "Red" Floyd Stadium - Murfreesboro Tennessee
465,8,Oct 15 2016,3:30 PM,Sat,(24) Western Michigan,41,@,Akron,0,InfoCision Stadium - Akron Ohio
466,9,Oct 20 2016,,Thu,(14) Boise State,28,,Brigham Young,27,Albertsons Stadium - Boise Idaho
467,9,Oct 20 2016,7:30 PM,Thu,Troy,28,@,South Alabama,21,Ladd-Peebles Stadium - Mobile Alabama
468,9,Oct 20 2016,7:00 PM,Thu,Virginia Tech,37,,Miami (FL),16,Lane Stadium - Blacksburg Virginia
469,9,Oct 21 2016,10:30 PM,Fri,California,52,,Oregon,49,Memorial Stadium - Berkeley California
470,9,Oct 21 2016,10:30 PM,Fri,San Diego State,42,,San Jose State,3,Qualcomm Stadium - San Diego California
471,9,Oct 21 2016,7:00 PM,Fri,Temple,46,,South Florida,30,Lincoln Financial Field - Philadelphia Pennsylvania
472,9,Oct 22 2016,3:00 PM,Sat,Akron,35,@,Ball State,25,Scheumann Stadium - Muncie Indiana
473,9,Oct 22 2016,,Sat,(1) Alabama,33,,(6) Texas A&M,14,Bryant-Denny Stadium - Tuscaloosa Alabama
474,9,Oct 22 2016,3:30 PM,Sat,Appalachian State,37,,Idaho,19,Kidd Brewer Stadium - Boone North Carolina
475,9,Oct 22 2016,6:00 PM,Sat,(21) Auburn,56,,(17) Arkansas,3,Jordan Hare Stadium - Auburn Alabama
476,9,Oct 22 2016,12:00 PM,Sat,Central Florida,24,@,Connecticut,16,Rentschler Field - East Hartford Connecticut
477,9,Oct 22 2016,5:30 PM,Sat,Charlotte,27,@,Marshall,24,Joan C. Edwards Stadium - Huntington West Virginia
478,9,Oct 22 2016,7:00 PM,Sat,Cincinnati,31,,East Carolina,19,Nippert Stadium - Cincinnati Ohio
479,9,Oct 22 2016,3:00 PM,Sat,Colorado,10,@,Stanford,5,Stanford Stadium - Stanford California
480,9,Oct 22 2016,5:30 PM,Sat,Colorado State,42,@,Nevada-Las Vegas,23,Sam Boyd Stadium - Las Vegas Nevada
481,9,Oct 22 2016,8:00 PM,Sat,Georgia Southern,22,@,New Mexico State,19,Aggie Memorial Stadium - Las Cruces New Mexico
482,9,Oct 22 2016,3:30 PM,Sat,Georgia State,31,,Tennessee-Martin,6,Georgia Dome - Atlanta Georgia
483,9,Oct 22 2016,2:00 PM,Sat,Hawaii,34,@,Air Force,27,Falcon Stadium - Colorado Springs Colorado
484,9,Oct 22 2016,12:00 PM,Sat,Kansas State,24,,Texas,21,Bill Snyder Family Football Stadium - Manhattan Kansas
485,9,Oct 22 2016,7:30 PM,Sat,Kentucky,40,,Mississippi State,38,Commonwealth Stadium - Lexington Kentucky
486,9,Oct 22 2016,7:00 PM,Sat,Louisiana,27,@,Texas State,3,Bobcat Stadium - San Marcos Texas
487,9,Oct 22 2016,9:00 PM,Sat,(25) Louisiana State,38,,(23) Mississippi,21,Tiger Stadium - Baton Rouge Louisiana
488,9,Oct 22 2016,7:00 PM,Sat,Louisiana Tech,44,@,Florida International,24,FIU Stadium - Miami Florida
489,9,Oct 22 2016,12:00 PM,Sat,(7) Louisville,54,,North Carolina State,13,Papa John's Cardinal Stadium - Louisville Kentucky
490,9,Oct 22 2016,7:30 PM,Sat,Maryland,28,,Michigan State,17,Maryland Stadium - College Park Maryland
491,9,Oct 22 2016,12:00 PM,Sat,Miami (OH),40,@,Bowling Green,26,Doyt L. Perry Stadium - Bowling Green Ohio
492,9,Oct 22 2016,3:30 PM,Sat,(3) Michigan,41,,Illinois,8,Michigan Stadium - Ann Arbor Michigan
493,9,Oct 22 2016,4:00 PM,Sat,Middle Tennessee State,51,@,Missouri,45,Faurot Field - Columbia Missouri
494,9,Oct 22 2016,12:00 PM,Sat,Minnesota,34,,Rutgers,32,TCF Bank Stadium - Minneapolis Minnesota
495,9,Oct 22 2016,3:30 PM,Sat,(24) Navy,42,,Memphis,28,Navy Marine Corps Memorial Stadium - Annapolis Maryland
496,9,Oct 22 2016,3:30 PM,Sat,(8) Nebraska,27,,Purdue,14,Memorial Stadium - Lincoln Nebraska
497,9,Oct 22 2016,9:00 PM,Sat,New Mexico,59,,Louisiana-Monroe,17,University Stadium - Albuquerque New Mexico
498,9,Oct 22 2016,3:00 PM,Sat,(22) North Carolina,35,@,Virginia,14,Scott Stadium - Charlottesville Virginia
499,9,Oct 22 2016,12:00 PM,Sat,North Texas,35,@,Army,18,Michie Stadium - West Point New York
500,9,Oct 22 2016,3:30 PM,Sat,Northern Illinois,44,,Buffalo,7,Huskie Stadium - DeKalb Illinois
501,9,Oct 22 2016,12:00 PM,Sat,Northwestern,24,,Indiana,14,Ryan Field - Evanston Illinois
502,9,Oct 22 2016,1:00 PM,Sat,Ohio,14,@,Kent State,10,Dix Stadium - Kent Ohio
503,9,Oct 22 2016,8:00 PM,Sat,(16) Oklahoma,66,@,Texas Tech,59,Jones AT&T Stadium - Lubbock Texas
504,9,Oct 22 2016,12:00 PM,Sat,Oklahoma State,44,@,Kansas,20,Memorial Stadium - Lawrence Kansas
505,9,Oct 22 2016,8:00 PM,Sat,Penn State,24,,(2) Ohio State,21,Beaver Stadium - University Park Pennsylvania
506,9,Oct 22 2016,3:30 PM,Sat,Rice,65,,Prairie View A&M,44,Rice Stadium - Houston Texas
507,9,Oct 22 2016,12:00 PM,Sat,South Carolina,34,,Massachusetts,28,Williams-Brice Stadium - Columbia South Carolina
508,9,Oct 22 2016,7:00 PM,Sat,Southern Methodist,38,,(11) Houston,16,Gerald J. Ford Stadium - Dallas Texas
509,9,Oct 22 2016,12:30 PM,Sat,Syracuse,28,@,Boston College,20,Alumni Stadium - Chestnut Hill Massachusetts
510,9,Oct 22 2016,7:00 PM,Sat,Texas-El Paso,52,@,Texas-San Antonio,49,Alamodome - San Antonio Texas
511,9,Oct 22 2016,12:00 PM,Sat,Toledo,31,,Central Michigan,17,Glass Bowl - Toledo Ohio
512,9,Oct 22 2016,3:45 PM,Sat,Tulsa,50,,Tulane,27,Skelly Field at H.A. Chapman Stadium - Tulsa Oklahoma
513,9,Oct 22 2016,4:00 PM,Sat,(19) Utah,52,@,UCLA,45,Rose Bowl - Pasadena California
514,9,Oct 22 2016,10:30 PM,Sat,Utah State,38,,Fresno State,20,Merlin Olsen Field at Maverik Stadium - Logan Utah
515,9,Oct 22 2016,7:30 PM,Sat,Vanderbilt,35,,Tennessee State,17,Vanderbilt Stadium - Nashville Tennessee
516,9,Oct 22 2016,6:30 PM,Sat,(5) Washington,41,,Oregon State,17,Husky Stadium - Seattle Washington
517,9,Oct 22 2016,10:00 PM,Sat,Washington State,37,@,Arizona State,32,Sun Devil Stadium - Tempe Arizona
518,9,Oct 22 2016,3:30 PM,Sat,(12) West Virginia,34,,Texas Christian,10,Milan Puskar Stadium - Morgantown West Virginia
519,9,Oct 22 2016,7:00 PM,Sat,Western Kentucky,59,,Old Dominion,24,Houchens Industries-L.T. Smith Stadium - Bowling Green Kentucky
520,9,Oct 22 2016,3:30 PM,Sat,(20) Western Michigan,45,,Eastern Michigan,31,Waldo Stadium - Kalamazoo Michigan
521,9,Oct 22 2016,12:00 PM,Sat,(10) Wisconsin,17,@,Iowa,9,Kinnick Stadium - Iowa City Iowa
522,9,Oct 22 2016,10:30 PM,Sat,Wyoming,42,@,Nevada,34,MacKay Stadium - Reno Nevada
523,10,Oct 27 2016,7:30 PM,Thu,Appalachian State,34,@,Georgia Southern,10,Allen E. Paulson Stadium - Statesboro Georgia
524,10,Oct 27 2016,7:30 PM,Thu,Buffalo,41,,Akron,20,University of Buffalo Stadium - Buffalo New York
525,10,Oct 27 2016,7:30 PM,Thu,Ohio,31,@,Toledo,26,Glass Bowl - Toledo Ohio
526,10,Oct 27 2016,10:30 PM,Thu,Southern California,45,,California,24,Los Angeles Memorial Coliseum - Los Angeles California
527,10,Oct 27 2016,7:00 PM,Thu,(25) Virginia Tech,39,@,Pittsburgh,36,Heinz Field - Pittsburgh Pennsylvania
528,10,Oct 28 2016,10:30 PM,Fri,Air Force,31,@,Fresno State,21,Bulldog Stadium - Fresno California
529,10,Oct 28 2016,8:00 PM,Fri,San Diego State,40,@,Utah State,13,Merlin Olsen Field at Maverik Stadium - Logan Utah
530,10,Oct 28 2016,7:00 PM,Fri,South Florida,52,,(22) Navy,45,Raymond James Stadium - Tampa Florida
531,10,Oct 29 2016,7:00 PM,Sat,Arkansas State,51,,Louisiana-Monroe,10,Centennial Bank Stadium - Jonesboro Arkansas
532,10,Oct 29 2016,3:30 PM,Sat,Army,21,@,Wake Forest,13,BB&T Field - Winston-Salem North Carolina
533,10,Oct 29 2016,7:15 PM,Sat,(15) Auburn,40,@,Mississippi,29,Vaught-Hemingway Stadium - Oxford Mississippi
534,10,Oct 29 2016,12:30 PM,Sat,Boston College,21,@,North Carolina State,14,Carter Finley Stadium - Raleigh North Carolina
535,10,Oct 29 2016,8:00 PM,Sat,(3) Clemson,37,@,(12) Florida State,34,Doak Campbell Stadium - Tallahassee Florida
536,10,Oct 29 2016,4:00 AM,Sat,Coastal Carolina,48,@,Presbyterian,17,
537,10,Oct 29 2016,12:00 PM,Sat,East Carolina,41,,Connecticut,3,Dowdy-Ficklen Stadium - Greenville North Carolina
538,10,Oct 29 2016,3:30 PM,Sat,(14) Florida,24,N,Georgia,10,EverBank Field - Jacksonville Florida
539,10,Oct 29 2016,12:00 PM,Sat,Georgia Tech,38,,Duke,35,Bobby Dodd Stadium - Atlanta Georgia
540,10,Oct 29 2016,12:00 PM,Sat,Houston,31,,Central Florida,24,TDECU Stadium - Houston Texas
541,10,Oct 29 2016,3:30 PM,Sat,Indiana,42,,Maryland,36,Memorial Stadium - Bloomington Indiana
542,10,Oct 29 2016,12:00 PM,Sat,Kansas State,31,@,Iowa State,26,Jack Trice Stadium - Ames Iowa
543,10,Oct 29 2016,12:00 PM,Sat,Kent State,27,@,Central Michigan,24,Kelly/Shorts Stadium - Mount Pleasant Michigan
544,10,Oct 29 2016,12:00 PM,Sat,Kentucky,35,@,Missouri,21,Faurot Field - Columbia Missouri
545,10,Oct 29 2016,7:00 PM,Sat,Louisiana Tech,61,,Rice,16,Joe Aillet Stadium - Ruston Louisiana
546,10,Oct 29 2016,12:00 PM,Sat,(5) Louisville,32,@,Virginia,25,Scott Stadium - Charlottesville Virginia
547,10,Oct 29 2016,12:00 PM,Sat,Massachusetts,34,,Wagner,10,Warren McGuirk Alumni Stadium - Amherst Massachusetts
548,10,Oct 29 2016,3:30 PM,Sat,Miami (OH),28,@,Eastern Michigan,15,Rynearson Stadium - Ypsilanti Michigan
549,10,Oct 29 2016,12:00 PM,Sat,(2) Michigan,32,@,Michigan State,23,Spartan Stadium - East Lansing Michigan
550,10,Oct 29 2016,7:00 PM,Sat,Middle Tennessee State,42,@,Florida International,35,FIU Stadium - Miami Florida
551,10,Oct 29 2016,12:00 PM,Sat,Minnesota,40,@,Illinois,17,Memorial Stadium - Champaign Illinois
552,10,Oct 29 2016,3:30 PM,Sat,Mississippi State,56,,Samford,41,Davis Wade Stadium - Starkville Mississippi
553,10,Oct 29 2016,11:59 PM,Sat,New Mexico,28,@,Hawaii,21,Hawaiian Tel Federal Credit Union Field at Aloha Stadium - Honolulu Hawaii
554,10,Oct 29 2016,3:30 PM,Sat,Notre Dame,30,,Miami (FL),27,Notre Dame Stadium - South Bend Indiana
555,10,Oct 29 2016,3:30 PM,Sat,(6) Ohio State,24,,Northwestern,20,Ohio Stadium - Columbus Ohio
556,10,Oct 29 2016,7:00 PM,Sat,(16) Oklahoma,56,,Kansas,3,Gaylord Family - Oklahoma Memorial Stadium - Norman Oklahoma
557,10,Oct 29 2016,12:00 PM,Sat,Oklahoma State,37,,(10) West Virginia,20,Boone Pickens Stadium - Stillwater Oklahoma
558,10,Oct 29 2016,8:00 PM,Sat,Old Dominion,31,@,Texas-El Paso,21,Sun Bowl Stadium - El Paso Texas
559,10,Oct 29 2016,5:00 PM,Sat,Oregon,54,,Arizona State,35,Autzen Stadium - Eugene Oregon
560,10,Oct 29 2016,12:00 PM,Sat,(24) Penn State,62,@,Purdue,24,Ross-Ade Stadium - West Lafayette Indiana
561,10,Oct 29 2016,10:30 PM,Sat,San Jose State,30,,Nevada-Las Vegas,24,CEFCU Stadium - San Jose California
562,10,Oct 29 2016,5:00 PM,Sat,South Alabama,13,,Georgia State,10,Ladd-Peebles Stadium - Mobile Alabama
563,10,Oct 29 2016,7:15 PM,Sat,South Carolina,24,,(18) Tennessee,21,Williams-Brice Stadium - Columbia South Carolina
564,10,Oct 29 2016,4:00 PM,Sat,Southern Methodist,35,@,Tulane,31,Yulman Stadium - New Orleans Louisiana
565,10,Oct 29 2016,7:00 PM,Sat,Southern Mississippi,24,,Marshall,14,M.M. Roberts Stadium - Hattiesburg Mississippi
566,10,Oct 29 2016,11:00 PM,Sat,Stanford,34,@,Arizona,10,Arizona Stadium - Tucson Arizona
567,10,Oct 29 2016,3:30 PM,Sat,Temple,34,,Cincinnati,13,Lincoln Financial Field - Philadelphia Pennsylvania
568,10,Oct 29 2016,3:30 PM,Sat,Texas,35,,(8) Baylor,34,Darrell K Royal-Texas Memorial Stadium - Austin Texas
569,10,Oct 29 2016,7:30 PM,Sat,(9) Texas A&M,52,,New Mexico State,10,Kyle Field - College Station Texas
570,10,Oct 29 2016,3:30 PM,Sat,Texas Tech,27,@,Texas Christian,24,Amon G. Carter Stadium - Fort Worth Texas
571,10,Oct 29 2016,7:00 PM,Sat,Texas-San Antonio,31,,North Texas,17,Alamodome - San Antonio Texas
572,10,Oct 29 2016,8:00 PM,Sat,Tulsa,59,@,Memphis,30,Liberty Bowl Memorial Stadium - Memphis Tennessee
573,10,Oct 29 2016,3:30 PM,Sat,(4) Washington,31,@,(17) Utah,24,Rice-Eccles Stadium - Salt Lake City Utah
574,10,Oct 29 2016,10:45 PM,Sat,Washington State,35,@,Oregon State,31,Reser Stadium - Corvallis Oregon
575,10,Oct 29 2016,3:30 PM,Sat,Western Kentucky,52,@,Florida Atlantic,3,FAU Football Stadium - Boca Raton Florida
576,10,Oct 29 2016,7:00 PM,Sat,(11) Wisconsin,23,,(7) Nebraska,17,Camp Randall Stadium - Madison Wisconsin
577,10,Oct 29 2016,7:00 PM,Sat,Wyoming,30,,(13) Boise State,28,War Memorial Stadium - Laramie Wyoming
578,11,Nov 1 2016,8:00 PM,Tue,Northern Illinois,45,,Bowling Green,20,Huskie Stadium - DeKalb Illinois
579,11,Nov 1 2016,8:00 PM,Tue,(17) Western Michigan,52,@,Ball State,20,Scheumann Stadium - Muncie Indiana
580,11,Nov 2 2016,7:30 PM,Wed,Toledo,48,@,Akron,17,InfoCision Stadium - Akron Ohio
581,11,Nov 3 2016,7:30 PM,Thu,Arkansas State,31,@,Georgia State,16,Georgia Dome - Atlanta Georgia
582,11,Nov 3 2016,9:00 PM,Thu,(21) Colorado,20,,UCLA,10,Folsom Field - Boulder Colorado
583,11,Nov 3 2016,,Thu,Ohio,34,,Buffalo,10,Peden Stadium - Athens Ohio
584,11,Nov 3 2016,7:30 PM,Thu,(12) Oklahoma,34,@,Iowa State,24,Jack Trice Stadium - Ames Iowa
585,11,Nov 4 2016,10:15 PM,Fri,(24) Boise State,45,,San Jose State,31,Albertsons Stadium - Boise Idaho
586,11,Nov 4 2016,6:00 PM,Fri,Miami (OH),37,,Central Michigan,17,Fred Yager Stadium - Oxford Ohio
587,11,Nov 4 2016,7:00 PM,Fri,Temple,21,@,Connecticut,0,Rentschler Field - East Hartford Connecticut
588,11,Nov 5 2016,12:00 PM,Sat,Air Force,31,@,Army,12,Michie Stadium - West Point New York
589,11,Nov 5 2016,8:00 PM,Sat,(1) Alabama,10,@,(15) Louisiana State,0,Tiger Stadium - Baton Rouge Louisiana
590,11,Nov 5 2016,3:30 PM,Sat,Appalachian State,35,,Texas State,10,Kidd Brewer Stadium - Boone North Carolina
591,11,Nov 5 2016,3:30 PM,Sat,Arkansas,31,,(10) Florida,10,Donald W. Reynolds Razorback Stadium - Fayetteville Arkansas
592,11,Nov 5 2016,12:00 PM,Sat,(11) Auburn,23,,Vanderbilt,16,Jordan Hare Stadium - Auburn Alabama
593,11,Nov 5 2016,3:30 PM,Sat,Brigham Young,20,@,Cincinnati,3,Nippert Stadium - Cincinnati Ohio
594,11,Nov 5 2016,5:00 PM,Sat,Central Florida,37,,Tulane,6,Bright House Networks Stadium - Orlando Florida
595,11,Nov 5 2016,3:30 PM,Sat,Charlotte,38,@,Southern Mississippi,27,M.M. Roberts Stadium - Hattiesburg Mississippi
596,11,Nov 5 2016,,Sat,(3) Clemson,54,,Syracuse,0,Clemson Memorial Stadium - Clemson South Carolina
597,11,Nov 5 2016,4:00 AM,Sat,Coastal Carolina,38,,Monmouth,17,
598,11,Nov 5 2016,3:30 PM,Sat,Colorado State,37,,Fresno State,0,Sonny Lubick Field at Hughes Stadium - Fort Collins Colorado
599,11,Nov 5 2016,3:30 PM,Sat,Florida Atlantic,42,@,Rice,25,Rice Stadium - Houston Texas
600,11,Nov 5 2016,7:00 PM,Sat,(19) Florida State,24,@,North Carolina State,20,Carter Finley Stadium - Raleigh North Carolina
601,11,Nov 5 2016,7:30 PM,Sat,Georgia,27,@,Kentucky,24,Commonwealth Stadium - Lexington Kentucky
602,11,Nov 5 2016,5:00 PM,Sat,Idaho,23,@,Louisiana,13,Cajun Field - Lafayette Louisiana
603,11,Nov 5 2016,12:00 PM,Sat,Illinois,31,,Michigan State,27,Memorial Stadium - Champaign Illinois
604,11,Nov 5 2016,12:00 PM,Sat,Indiana,33,@,Rutgers,27,High Points Solutions Stadium - Piscataway New Jersey
605,11,Nov 5 2016,5:30 PM,Sat,Louisiana Tech,45,@,North Texas,24,Apogee Stadium - Denton Texas
606,11,Nov 5 2016,5:00 PM,Sat,Louisiana-Monroe,42,,South Alabama,35,Malone Stadium - Monroe Louisiana
607,11,Nov 5 2016,12:00 PM,Sat,(5) Louisville,52,@,Boston College,7,Alumni Stadium - Chestnut Hill Massachusetts
608,11,Nov 5 2016,4:00 PM,Sat,Memphis,51,@,Southern Methodist,7,Gerald J. Ford Stadium - Dallas Texas
609,11,Nov 5 2016,12:30 PM,Sat,Miami (FL),51,,Pittsburgh,28,Hard Rock Stadium - Miami Gardens Florida
610,11,Nov 5 2016,3:30 PM,Sat,(2) Michigan,59,,Maryland,3,Michigan Stadium - Ann Arbor Michigan
611,11,Nov 5 2016,3:30 PM,Sat,Minnesota,44,,Purdue,31,TCF Bank Stadium - Minneapolis Minnesota
612,11,Nov 5 2016,12:00 PM,Sat,Mississippi,37,,Georgia Southern,27,Vaught-Hemingway Stadium - Oxford Mississippi
613,11,Nov 5 2016,12:00 PM,Sat,Mississippi State,35,,(7) Texas A&M,28,Davis Wade Stadium - Starkville Mississippi
614,11,Nov 5 2016,11:30 AM,Sat,Navy,28,N,Notre Dame,27,EverBank Field - Jacksonville Florida
615,11,Nov 5 2016,10:15 PM,Sat,New Mexico,35,,Nevada,26,University Stadium - Albuquerque New Mexico
616,11,Nov 5 2016,12:30 PM,Sat,(18) North Carolina,48,,Georgia Tech,20,Kenan Memorial Stadium - Chapel Hill North Carolina
617,11,Nov 5 2016,8:00 PM,Sat,(6) Ohio State,62,,(9) Nebraska,3,Ohio Stadium - Columbus Ohio
618,11,Nov 5 2016,3:30 PM,Sat,(22) Oklahoma State,43,@,Kansas State,37,Bill Snyder Family Football Stadium - Manhattan Kansas
619,11,Nov 5 2016,7:00 PM,Sat,Old Dominion,38,,Marshall,14,S.B. Ballard Stadium - Norfolk Virginia
620,11,Nov 5 2016,7:30 PM,Sat,(20) Penn State,41,,Iowa,14,Beaver Stadium - University Park Pennsylvania
621,11,Nov 5 2016,7:00 PM,Sat,San Diego State,55,,Hawaii,0,Qualcomm Stadium - San Diego California
622,11,Nov 5 2016,4:00 PM,Sat,South Carolina,31,,Missouri,21,Williams-Brice Stadium - Columbia South Carolina
623,11,Nov 5 2016,7:00 PM,Sat,Southern California,45,,Oregon,20,Los Angeles Memorial Coliseum - Los Angeles California
624,11,Nov 5 2016,3:30 PM,Sat,Stanford,26,,Oregon State,15,Stanford Stadium - Stanford California
625,11,Nov 5 2016,4:00 PM,Sat,Tennessee,55,,Tennessee Tech,0,Neyland Stadium - Knoxville Tennessee
626,11,Nov 5 2016,12:00 PM,Sat,Texas,45,@,Texas Tech,37,Jones AT&T Stadium - Lubbock Texas
627,11,Nov 5 2016,3:30 PM,Sat,Texas Christian,62,@,(13) Baylor,22,McLane Stadium - Waco Texas
628,11,Nov 5 2016,,Sat,Texas-El Paso,42,,Houston Baptist,10,Sun Bowl Stadium - El Paso Texas
629,11,Nov 5 2016,2:30 PM,Sat,Texas-San Antonio,45,@,Middle Tennessee State,25,Johnny "Red" Floyd Stadium - Murfreesboro Tennessee
630,11,Nov 5 2016,3:30 PM,Sat,Troy,52,,Massachusetts,31,Veterans Memorial Stadium - Troy Alabama
631,11,Nov 5 2016,8:00 PM,Sat,Tulsa,45,,East Carolina,24,Skelly Field at H.A. Chapman Stadium - Tulsa Oklahoma
632,11,Nov 5 2016,3:30 PM,Sat,(23) Virginia Tech,24,@,Duke,21,Wallace Wade Stadium - Durham North Carolina
633,11,Nov 5 2016,3:00 PM,Sat,Wake Forest,27,,Virginia,20,BB&T Field - Winston-Salem North Carolina
634,11,Nov 5 2016,10:30 PM,Sat,(4) Washington,66,@,California,27,Memorial Stadium - Berkeley California
635,11,Nov 5 2016,4:00 PM,Sat,(25) Washington State,69,,Arizona,7,Martin Stadium - Pullman Washington
636,11,Nov 5 2016,7:00 PM,Sat,(14) West Virginia,48,,Kansas,21,Milan Puskar Stadium - Morgantown West Virginia
637,11,Nov 5 2016,5:30 PM,Sat,Western Kentucky,49,,Florida International,21,Houchens Industries-L.T. Smith Stadium - Bowling Green Kentucky
638,11,Nov 5 2016,12:00 PM,Sat,(8) Wisconsin,21,@,Northwestern,7,Ryan Field - Evanston Illinois
639,11,Nov 5 2016,10:15 PM,Sat,Wyoming,52,,Utah State,28,War Memorial Stadium - Laramie Wyoming
640,12,Nov 8 2016,7:00 PM,Tue,Eastern Michigan,48,@,Ball State,41,Scheumann Stadium - Muncie Indiana
641,12,Nov 8 2016,7:30 PM,Tue,(14) Western Michigan,37,@,Kent State,21,Dix Stadium - Kent Ohio
642,12,Nov 9 2016,8:00 PM,Wed,Bowling Green,38,@,Akron,28,InfoCision Stadium - Akron Ohio
643,12,Nov 9 2016,8:00 PM,Wed,Toledo,31,N,Northern Illinois,24,Guaranteed Rate Field - Chicago Illinois
644,12,Nov 10 2016,7:30 PM,Thu,Duke,28,,(15) North Carolina,27,Wallace Wade Stadium - Durham North Carolina
645,12,Nov 10 2016,7:30 PM,Thu,Louisiana,33,@,Georgia Southern,26,Allen E. Paulson Stadium - Statesboro Georgia
646,12,Nov 10 2016,9:30 PM,Thu,(13) Utah,49,@,Arizona State,26,Sun Devil Stadium - Tempe Arizona
647,12,Nov 11 2016,7:30 PM,Fri,(20) Florida State,45,,Boston College,7,Doak Campbell Stadium - Tallahassee Florida
648,12,Nov 12 2016,10:15 PM,Sat,Air Force,49,,Colorado State,46,Falcon Stadium - Colorado Springs Colorado
649,12,Nov 12 2016,12:00 PM,Sat,(1) Alabama,51,,Mississippi State,3,Bryant-Denny Stadium - Tuscaloosa Alabama
650,12,Nov 12 2016,3:00 PM,Sat,Arkansas State,41,,New Mexico State,22,Centennial Bank Stadium - Jonesboro Arkansas
651,12,Nov 12 2016,7:00 PM,Sat,(24) Boise State,52,@,Hawaii,16,Hawaiian Tel Federal Credit Union Field at Aloha Stadium - Honolulu Hawaii
652,12,Nov 12 2016,,Sat,Brigham Young,37,,Southern Utah,7,Lavell Edwards Stadium - Provo Utah
653,12,Nov 12 2016,12:00 PM,Sat,Central Florida,24,,Cincinnati,3,Spectrum Stadium - Orlando Florida
654,12,Nov 12 2016,10:00 PM,Sat,(16) Colorado,49,@,Arizona,24,Arizona Stadium - Tucson Arizona
655,12,Nov 12 2016,12:00 PM,Sat,(22) Florida,20,,South Carolina,7,Ben Hill Griffin Stadium - Gainesville Florida
