--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Wk,Date,Day,Winner,Pts,,Loser,Pts,Notes
374,8,Oct 17 1998,Sat,Wyoming,28,@,Nevada-Las Vegas,25,
375,9,Oct 22 1998,Thu,Arizona State,44,,Stanford,38,
376,9,Oct 24 1998,Sat,Air Force,42,@,Tulsa,21,
377,9,Oct 24 1998,Sat,(14) Arizona,45,,Louisiana-Monroe,7,
378,9,Oct 24 1998,Sat,Auburn,32,,Louisiana Tech,17,
379,9,Oct 24 1998,Sat,Boise State,30,,Utah State,16,
380,9,Oct 24 1998,Sat,Bowling Green,42,,Kent State,21,
381,9,Oct 24 1998,Sat,Brigham Young,46,,San Jose State,43,
382,9,Oct 24 1998,Sat,Central Florida,42,@,Louisiana,10,
383,9,Oct 24 1998,Sat,Central Michigan,26,,Western Michigan,24,
384,9,Oct 24 1998,Sat,Colorado State,42,,Texas Christian,21,
385,9,Oct 24 1998,Sat,Duke,28,,Clemson,23,
386,9,Oct 24 1998,Sat,(6) Florida State,34,@,(20) Georgia Tech,7,
387,9,Oct 24 1998,Sat,Fresno State,32,,Texas-El Paso,6,
388,9,Oct 24 1998,Sat,(11) Georgia,28,@,Kentucky,26,
389,9,Oct 24 1998,Sat,Houston,31,@,North Texas,9,
390,9,Oct 24 1998,Sat,Kansas,33,,(17) Colorado,17,
391,9,Oct 24 1998,Sat,(4) Kansas State,52,,Iowa State,7,
392,9,Oct 24 1998,Sat,Louisiana State,41,,(24) Mississippi State,6,
393,9,Oct 24 1998,Sat,Louisville,35,,Memphis,32,
394,9,Oct 24 1998,Sat,Marshall,42,,Ball State,10,
395,9,Oct 24 1998,Sat,Miami (FL),34,@,(13) West Virginia,31,
396,9,Oct 24 1998,Sat,Miami (OH),41,@,Cincinnati,0,
397,9,Oct 24 1998,Sat,Michigan,21,,Indiana,10,
398,9,Oct 24 1998,Sat,Minnesota,19,,Michigan State,18,
399,9,Oct 24 1998,Sat,Mississippi,30,,Arkansas State,17,
400,9,Oct 24 1998,Sat,Navy,32,@,Boston College,31,
401,9,Oct 24 1998,Sat,(7) Nebraska,20,,(19) Missouri,13,
402,9,Oct 24 1998,Sat,Nevada,58,@,Idaho,23,
403,9,Oct 24 1998,Sat,New Mexico,30,@,Hawaii,20,
404,9,Oct 24 1998,Sat,North Carolina,38,@,Wake Forest,31,
405,9,Oct 24 1998,Sat,Northern Illinois,26,@,Eastern Michigan,14,
406,9,Oct 24 1998,Sat,(18) Notre Dame,20,,Army,17,
407,9,Oct 24 1998,Sat,(1) Ohio State,36,@,Northwestern,10,
408,9,Oct 24 1998,Sat,Oklahoma State,41,,Oklahoma,26,
409,9,Oct 24 1998,Sat,(12) Oregon,17,,Southern California,13,
410,9,Oct 24 1998,Sat,Purdue,42,,Illinois,9,
411,9,Oct 24 1998,Sat,San Diego State,21,,Utah,20,
412,9,Oct 24 1998,Sat,Southern Methodist,10,,Nevada-Las Vegas,7,
413,9,Oct 24 1998,Sat,Southern Mississippi,41,,East Carolina,7,
414,9,Oct 24 1998,Sat,(3) Tennessee,35,,Alabama,18,
415,9,Oct 24 1998,Sat,Texas,30,,Baylor,20,
416,9,Oct 24 1998,Sat,(8) Texas A&M,17,,(25) Texas Tech,10,
417,9,Oct 24 1998,Sat,Toledo,24,@,Akron,17,
418,9,Oct 24 1998,Sat,(22) Tulane,52,@,Rutgers,24,
419,9,Oct 24 1998,Sat,(2) UCLA,28,@,California,16,
420,9,Oct 24 1998,Sat,Vanderbilt,17,,South Carolina,14,
421,9,Oct 24 1998,Sat,(16) Virginia,23,,North Carolina State,13,
422,9,Oct 24 1998,Sat,(23) Virginia Tech,41,@,Alabama-Birmingham,0,
423,9,Oct 24 1998,Sat,Washington,35,,Oregon State,34,
424,9,Oct 24 1998,Sat,(9) Wisconsin,31,@,Iowa,0,
425,9,Oct 24 1998,Sat,Wyoming,34,,Rice,24,
426,10,Oct 29 1998,Thu,Brigham Young,13,,San Diego State,0,
427,10,Oct 31 1998,Sat,Air Force,31,,Southern Methodist,7,
428,10,Oct 31 1998,Sat,Alabama,30,,Southern Mississippi,20,
429,10,Oct 31 1998,Sat,(13) Arizona,38,,(12) Oregon,3,
430,10,Oct 31 1998,Sat,Arizona State,38,@,Washington State,28,
431,10,Oct 31 1998,Sat,(14) Arkansas,24,@,Auburn,21,
432,10,Oct 31 1998,Sat,Bowling Green,34,,Marshall,13,
433,10,Oct 31 1998,Sat,California,20,@,Oregon State,19,
434,10,Oct 31 1998,Sat,Central Florida,44,,Youngstown State,32,
435,10,Oct 31 1998,Sat,Central Michigan,28,,Akron,27,
436,10,Oct 31 1998,Sat,(6) Florida,38,N,(11) Georgia,7,
437,10,Oct 31 1998,Sat,(5) Florida State,39,,North Carolina,13,
438,10,Oct 31 1998,Sat,Fresno State,28,@,New Mexico,20,
439,10,Oct 31 1998,Sat,(23) Georgia Tech,31,@,Maryland,14,
440,10,Oct 31 1998,Sat,Houston,34,@,East Carolina,31,
441,10,Oct 31 1998,Sat,Idaho,41,@,North Texas,23,
442,10,Oct 31 1998,Sat,(4) Kansas State,54,@,Kansas,6,
443,10,Oct 31 1998,Sat,Louisiana Tech,56,,Nicholls State,28,
444,10,Oct 31 1998,Sat,Louisiana-Monroe,20,,Alabama-Birmingham,14,
445,10,Oct 31 1998,Sat,Louisville,63,,Western Kentucky,34,
446,10,Oct 31 1998,Sat,Memphis,35,,Arkansas State,19,
447,10,Oct 31 1998,Sat,(25) Miami (FL),35,,Boston College,17,
448,10,Oct 31 1998,Sat,Miami (OH),35,,Ohio,21,
449,10,Oct 31 1998,Sat,(22) Michigan,15,@,Minnesota,10,
450,10,Oct 31 1998,Sat,Michigan State,29,,Northwestern,5,
451,10,Oct 31 1998,Sat,Mississippi,37,,Louisiana State,31,
452,10,Oct 31 1998,Sat,(18) Missouri,28,@,Texas Tech,26,
453,10,Oct 31 1998,Sat,Nevada,52,,Boise State,24,
454,10,Oct 31 1998,Sat,North Carolina State,46,@,Clemson,39,
455,10,Oct 31 1998,Sat,(16) Notre Dame,27,,Baylor,3,
456,10,Oct 31 1998,Sat,(1) Ohio State,38,@,Indiana,7,
457,10,Oct 31 1998,Sat,Oklahoma,17,,Iowa State,14,
458,10,Oct 31 1998,Sat,(10) Penn State,27,,Illinois,0,
459,10,Oct 31 1998,Sat,Purdue,36,,Iowa,14,
460,10,Oct 31 1998,Sat,Rice,35,,Colorado State,23,
461,10,Oct 31 1998,Sat,Rutgers,21,,Temple,10,
462,10,Oct 31 1998,Sat,Southern California,33,,Washington,10,
463,10,Oct 31 1998,Sat,(17) Syracuse,45,,Pittsburgh,28,
464,10,Oct 31 1998,Sat,(3) Tennessee,49,@,South Carolina,14,
465,10,Oct 31 1998,Sat,Texas,20,@,(7) Nebraska,16,
466,10,Oct 31 1998,Sat,(8) Texas A&M,17,@,Oklahoma State,6,
467,10,Oct 31 1998,Sat,Texas-El Paso,30,,Hawaii,13,
468,10,Oct 31 1998,Sat,Toledo,16,@,Northern Illinois,3,
469,10,Oct 31 1998,Sat,(19) Tulane,72,,Louisiana,20,
470,10,Oct 31 1998,Sat,Tulsa,20,@,Nevada-Las Vegas,16,
471,10,Oct 31 1998,Sat,(2) UCLA,28,,Stanford,24,
472,10,Oct 31 1998,Sat,Utah,49,@,San Jose State,17,
473,10,Oct 31 1998,Sat,Utah State,29,@,New Mexico State,26,
474,10,Oct 31 1998,Sat,Vanderbilt,36,,Duke,33,
475,10,Oct 31 1998,Sat,(15) Virginia,38,@,Wake Forest,17,
476,10,Oct 31 1998,Sat,(20) Virginia Tech,27,,(21) West Virginia,13,
477,10,Oct 31 1998,Sat,Western Michigan,48,@,Kent State,23,
478,10,Oct 31 1998,Sat,Wyoming,34,@,Texas Christian,27,
479,11,Nov 5 1998,Thu,East Carolina,24,@,Cincinnati,21,
480,11,Nov 7 1998,Sat,(25) Air Force,35,@,Army,7,
481,11,Nov 7 1998,Sat,Alabama,22,@,Louisiana State,16,
482,11,Nov 7 1998,Sat,(10) Arizona,41,,Washington State,7,
483,11,Nov 7 1998,Sat,Arizona State,55,,California,22,
484,11,Nov 7 1998,Sat,(11) Arkansas,34,,Mississippi,0,
485,11,Nov 7 1998,Sat,Auburn,10,,Central Florida,6,
486,11,Nov 7 1998,Sat,Boise State,55,@,New Mexico State,51,
487,11,Nov 7 1998,Sat,Bowling Green,58,,Akron,21,
488,11,Nov 7 1998,Sat,Brigham Young,46,,New Mexico,21,
489,11,Nov 7 1998,Sat,(5) Florida,45,@,Vanderbilt,13,
490,11,Nov 7 1998,Sat,(6) Florida State,45,,(12) Virginia,14,
491,11,Nov 7 1998,Sat,Illinois,31,,Indiana,16,
492,11,Nov 7 1998,Sat,Kansas,23,,North Texas,14,
493,11,Nov 7 1998,Sat,(4) Kansas State,49,@,Baylor,6,
494,11,Nov 7 1998,Sat,Kentucky,37,,Mississippi State,35,
495,11,Nov 7 1998,Sat,Louisiana Tech,69,@,Arkansas State,21,
496,11,Nov 7 1998,Sat,Louisiana-Monroe,34,,Louisiana,24,
497,11,Nov 7 1998,Sat,Marshall,28,,Central Michigan,0,
498,11,Nov 7 1998,Sat,Miami (OH),41,@,Northern Illinois,10,
499,11,Nov 7 1998,Sat,(22) Michigan,27,,(9) Penn State,0,
500,11,Nov 7 1998,Sat,Michigan State,28,@,(1) Ohio State,24,
501,11,Nov 7 1998,Sat,(18) Missouri,38,,Colorado,14,
502,11,Nov 7 1998,Sat,(14) Nebraska,42,@,Iowa State,7,
503,11,Nov 7 1998,Sat,Nevada,26,@,Utah State,21,
504,11,Nov 7 1998,Sat,North Carolina,24,,Maryland,13,
505,11,Nov 7 1998,Sat,North Carolina State,38,,Wake Forest,27,
506,11,Nov 7 1998,Sat,(13) Notre Dame,31,@,Boston College,26,
507,11,Nov 7 1998,Sat,Ohio,49,,Eastern Michigan,21,
508,11,Nov 7 1998,Sat,(21) Oregon,27,,Washington,22,
509,11,Nov 7 1998,Sat,Purdue,56,@,Northwestern,21,
510,11,Nov 7 1998,Sat,Rice,14,@,Texas Christian,12,
511,11,Nov 7 1998,Sat,Rutgers,36,@,Navy,33,
512,11,Nov 7 1998,Sat,San Diego State,10,,Fresno State,0,
513,11,Nov 7 1998,Sat,San Jose State,45,@,Hawaii,17,
514,11,Nov 7 1998,Sat,Southern California,34,@,Stanford,9,
515,11,Nov 7 1998,Sat,Southern Methodist,33,,Tulsa,3,
516,11,Nov 7 1998,Sat,Southern Mississippi,21,@,Houston,15,
517,11,Nov 7 1998,Sat,Temple,34,@,Pittsburgh,33,
518,11,Nov 7 1998,Sat,(2) Tennessee,37,,Alabama-Birmingham,13,
519,11,Nov 7 1998,Sat,(20) Texas,37,,Oklahoma State,34,
520,11,Nov 7 1998,Sat,(7) Texas A&M,29,,Oklahoma,0,
521,11,Nov 7 1998,Sat,(15) Tulane,41,@,Memphis,31,
522,11,Nov 7 1998,Sat,(3) UCLA,41,@,Oregon State,34,
523,11,Nov 7 1998,Sat,Utah,34,,Texas-El Paso,27,
524,11,Nov 7 1998,Sat,West Virginia,35,,(15) Syracuse,28,
525,11,Nov 7 1998,Sat,Western Michigan,24,@,Ball State,23,
526,11,Nov 7 1998,Sat,(8) Wisconsin,26,,Minnesota,7,
527,11,Nov 7 1998,Sat,Wyoming,27,@,Colorado State,19,
528,12,Nov 12 1998,Thu,(22) Georgia Tech,24,@,Clemson,21,
529,12,Nov 14 1998,Sat,(23) Air Force,10,@,(25) Wyoming,3,
530,12,Nov 14 1998,Sat,Akron,24,,Eastern Michigan,21,
531,12,Nov 14 1998,Sat,Alabama-Birmingham,26,,Middle Tennessee State,17,
532,12,Nov 14 1998,Sat,(9) Arizona,27,@,California,23,
533,12,Nov 14 1998,Sat,Arkansas State,17,,Louisiana-Monroe,13,
534,12,Nov 14 1998,Sat,Boston College,23,@,Pittsburgh,15,
535,12,Nov 14 1998,Sat,Brigham Young,31,@,Texas-El Paso,14,
536,12,Nov 14 1998,Sat,Central Florida,37,,Ball State,14,
537,12,Nov 14 1998,Sat,Cincinnati,44,,Houston,43,
538,12,Nov 14 1998,Sat,Colorado,37,,Iowa State,8,
539,12,Nov 14 1998,Sat,Colorado State,32,@,Southern Methodist,10,
540,12,Nov 14 1998,Sat,(4) Florida,33,,South Carolina,14,
541,12,Nov 14 1998,Sat,(5) Florida State,24,@,Wake Forest,7,
542,12,Nov 14 1998,Sat,Fresno State,51,,Hawaii,12,
543,12,Nov 14 1998,Sat,(17) Georgia,28,@,Auburn,17,
544,12,Nov 14 1998,Sat,Idaho,36,,New Mexico State,32,
545,12,Nov 14 1998,Sat,Indiana,20,,Minnesota,19,
546,12,Nov 14 1998,Sat,(2) Kansas State,40,,(11) Nebraska,30,
547,12,Nov 14 1998,Sat,Kentucky,55,,Vanderbilt,17,
548,12,Nov 14 1998,Sat,Louisville,63,@,East Carolina,45,
549,12,Nov 14 1998,Sat,Maryland,42,@,Duke,25,
550,12,Nov 14 1998,Sat,(24) Miami (FL),42,@,Temple,7,
551,12,Nov 14 1998,Sat,Miami (OH),56,,Kent State,0,
552,12,Nov 14 1998,Sat,(15) Michigan,27,,(8) Wisconsin,10,
553,12,Nov 14 1998,Sat,Mississippi State,26,,Alabama,14,
554,12,Nov 14 1998,Sat,Nevada,63,,Cal Poly,0,
555,12,Nov 14 1998,Sat,(12) Notre Dame,30,@,Navy,0,
556,12,Nov 14 1998,Sat,Ohio,28,,Northern Illinois,12,
557,12,Nov 14 1998,Sat,(7) Ohio State,45,@,Iowa,14,
558,12,Nov 14 1998,Sat,Oklahoma,28,@,Baylor,16,
559,12,Nov 14 1998,Sat,Oklahoma State,44,,Louisiana,20,
560,12,Nov 14 1998,Sat,(20) Oregon,51,,Arizona State,19,
561,12,Nov 14 1998,Sat,(19) Penn State,41,,Northwestern,10,
562,12,Nov 14 1998,Sat,Purdue,25,@,Michigan State,24,
563,12,Nov 14 1998,Sat,Rice,38,,Nevada-Las Vegas,16,
564,12,Nov 14 1998,Sat,San Diego State,34,@,San Jose State,6,
565,12,Nov 14 1998,Sat,Southern Mississippi,45,,Memphis,3,
566,12,Nov 14 1998,Sat,Stanford,38,,Washington State,28,
567,12,Nov 14 1998,Sat,Syracuse,28,,(16) Virginia Tech,26,
568,12,Nov 14 1998,Sat,(1) Tennessee,28,,(10) Arkansas,24,
569,12,Nov 14 1998,Sat,(6) Texas A&M,17,,(13) Missouri,14,
570,12,Nov 14 1998,Sat,Texas Christian,17,@,Tulsa,7,
571,12,Nov 14 1998,Sat,Texas Tech,42,,(18) Texas,35,
572,12,Nov 14 1998,Sat,Toledo,17,,Central Michigan,14,
573,12,Nov 14 1998,Sat,(14) Tulane,49,@,Army,35,
574,12,Nov 14 1998,Sat,(3) UCLA,36,@,Washington,24,
575,12,Nov 14 1998,Sat,Utah,41,@,New Mexico,7,
576,12,Nov 14 1998,Sat,Utah State,28,,North Texas,27,
577,12,Nov 14 1998,Sat,(21) Virginia,30,,North Carolina,13,
578,12,Nov 14 1998,Sat,West Virginia,28,@,Rutgers,14,
579,12,Nov 14 1998,Sat,Western Michigan,56,,Bowling Green,27,
580,13,Nov 19 1998,Thu,(22) Miami (FL),38,,Pittsburgh,10,
581,13,Nov 21 1998,Sat,(20) Air Force,22,,Rice,16,
582,13,Nov 21 1998,Sat,Alabama,31,,Auburn,17,
583,13,Nov 21 1998,Sat,Alabama-Birmingham,48,,Tennessee-Martin,17,
584,13,Nov 21 1998,Sat,Bowling Green,34,@,Northern Illinois,23,
585,13,Nov 21 1998,Sat,Brigham Young,26,@,Utah,24,
586,13,Nov 21 1998,Sat,Central Florida,38,,New Mexico,6,
587,13,Nov 21 1998,Sat,Central Michigan,31,,Ball State,21,
588,13,Nov 21 1998,Sat,Cincinnati,51,@,Arkansas State,7,
589,13,Nov 21 1998,Sat,Clemson,28,,South Carolina,19,
590,13,Nov 21 1998,Sat,East Carolina,34,@,Memphis,31,
591,13,Nov 21 1998,Sat,Eastern Michigan,10,,Toledo,7,
592,13,Nov 21 1998,Sat,(5) Florida State,23,,(4) Florida,12,
593,13,Nov 21 1998,Sat,Fresno State,24,,San Jose State,21,
594,13,Nov 21 1998,Sat,(14) Georgia,24,,Mississippi,17,
595,13,Nov 21 1998,Sat,(21) Georgia Tech,63,,Wake Forest,35,
596,13,Nov 21 1998,Sat,Idaho,36,@,Boise State,35,
597,13,Nov 21 1998,Sat,Iowa State,23,,Kansas,20,
598,13,Nov 21 1998,Sat,(2) Kansas State,31,@,(19) Missouri,25,
599,13,Nov 21 1998,Sat,Louisiana,38,,Western Kentucky,24,
600,13,Nov 21 1998,Sat,Louisiana-Monroe,43,,Portland State,27,
601,13,Nov 21 1998,Sat,Louisville,35,,Army,23,
602,13,Nov 21 1998,Sat,Marshall,29,,Wofford,27,
603,13,Nov 21 1998,Sat,Miami (OH),20,@,Akron,14,
604,13,Nov 21 1998,Sat,Michigan State,41,,Illinois,9,
605,13,Nov 21 1998,Sat,Minnesota,49,,Iowa,7,
606,13,Nov 21 1998,Sat,Mississippi State,22,,(9) Arkansas,21,
607,13,Nov 21 1998,Sat,North Carolina,28,@,Duke,6,
608,13,Nov 21 1998,Sat,North Carolina State,35,@,Maryland,21,
609,13,Nov 21 1998,Sat,North Texas,19,,New Mexico State,11,
610,13,Nov 21 1998,Sat,Northwestern,47,@,Hawaii,21,
611,13,Nov 21 1998,Sat,(10) Notre Dame,39,,Louisiana State,36,
612,13,Nov 21 1998,Sat,Ohio,31,@,Kent State,21,
613,13,Nov 21 1998,Sat,(7) Ohio State,31,,(11) Michigan,16,
614,13,Nov 21 1998,Sat,Oklahoma,20,,Texas Tech,17,
615,13,Nov 21 1998,Sat,Oklahoma State,24,,Baylor,10,
616,13,Nov 21 1998,Sat,Oregon State,44,,(15) Oregon,41,
617,13,Nov 21 1998,Sat,Purdue,52,,Indiana,7,
618,13,Nov 21 1998,Sat,San Diego State,34,,Texas-El Paso,29,
619,13,Nov 21 1998,Sat,Southern Methodist,24,@,Navy,11,
620,13,Nov 21 1998,Sat,Southern Mississippi,55,@,Nevada,28,
621,13,Nov 21 1998,Sat,Stanford,10,@,California,3,
622,13,Nov 21 1998,Sat,(24) Syracuse,38,@,Temple,7,
623,13,Nov 21 1998,Sat,(1) Tennessee,59,,Kentucky,21,
624,13,Nov 21 1998,Sat,Texas Christian,41,@,Nevada-Las Vegas,18,
625,13,Nov 21 1998,Sat,(12) Tulane,48,,Houston,20,
626,13,Nov 21 1998,Sat,Tulsa,35,,Wyoming,0,
627,13,Nov 21 1998,Sat,(3) UCLA,34,,Southern California,17,
628,13,Nov 21 1998,Sat,(23) Virginia Tech,47,,Rutgers,7,
629,13,Nov 21 1998,Sat,Washington,16,@,Washington State,9,
630,13,Nov 21 1998,Sat,West Virginia,35,,Boston College,10,
631,13,Nov 21 1998,Sat,(13) Wisconsin,24,,(16) Penn State,3,
632,14,Nov 26 1998,Thu,(25) Mississippi State,28,@,Mississippi,6,
633,14,Nov 26 1998,Thu,(11) Tulane,63,,Louisiana Tech,30,
634,14,Nov 27 1998,Fri,(7) Arizona,50,,Arizona State,42,
635,14,Nov 27 1998,Fri,(13) Arkansas,41,,Louisiana State,14,
636,14,Nov 27 1998,Fri,(14) Nebraska,16,,Colorado,14,
637,14,Nov 27 1998,Fri,Texas,26,,(6) Texas A&M,24,
638,14,Nov 27 1998,Fri,West Virginia,52,@,Pittsburgh,14,
639,14,Nov 28 1998,Sat,(17) Georgia Tech,21,@,(12) Georgia,19,
640,14,Nov 28 1998,Sat,(15) Michigan,48,@,Hawaii,17,
641,14,Nov 28 1998,Sat,North Carolina,37,N,North Carolina State,34,
642,14,Nov 28 1998,Sat,(23) Penn State,51,,Michigan State,28,
643,14,Nov 28 1998,Sat,Southern California,10,,(9) Notre Dame,0,
644,14,Nov 28 1998,Sat,(21) Syracuse,66,,(19) Miami (FL),13,
645,14,Nov 28 1998,Sat,(1) Tennessee,41,@,Vanderbilt,0,
646,14,Nov 28 1998,Sat,(16) Virginia,36,@,(20) Virginia Tech,32,
647,15,Dec 4 1998,Fri,Marshall,23,,Toledo,17,MAC Championship (Huntington WV)
648,15,Dec 5 1998,Sat,(17) Air Force,20,N,Brigham Young,13,WAC Championship (Whitney NV)
649,15,Dec 5 1998,Sat,Army,34,N,Navy,30,
650,15,Dec 5 1998,Sat,Miami (FL),49,,(3) UCLA,45,
651,15,Dec 5 1998,Sat,(1) Tennessee,24,N,(23) Mississippi State,14,SEC Championship (Atlanta GA)
652,15,Dec 5 1998,Sat,(10) Texas A&M,36,N,(2) Kansas State,33,Big 12 Championship (St. Louis MO)
653,16,Dec 19 1998,Sat,North Carolina,20,N,San Diego State,13,Las Vegas Bowl (Las Vegas NV)
654,17,Dec 23 1998,Wed,Marshall,48,N,Louisville,29,Motor City Bowl (Pontiac MI)
655,17,Dec 25 1998,Fri,(16) Air Force,45,N,Washington,25,Oahu Classic (Honolulu HI)
656,17,Dec 25 1998,Fri,Colorado,51,N,(21) Oregon,43,Aloha Classic (Honolulu HI)
657,17,Dec 26 1998,Sat,(23) Missouri,34,N,West Virginia,31,Insight Bowl (Tucson AZ)
658,18,Dec 29 1998,Tue,(24) Miami (FL),46,,North Carolina State,23,Micron PC Bowl (Miami FL)
659,18,Dec 29 1998,Tue,Purdue,37,N,(4) Kansas State,34,Alamo Bowl (San Antonio TX)
660,18,Dec 29 1998,Tue,Virginia Tech,38,N,Alabama,7,Music City Bowl (Nashville TN)
661,18,Dec 30 1998,Wed,(5) Arizona,23,N,(14) Nebraska,20,Holiday Bowl (San Diego CA)
662,18,Dec 30 1998,Wed,Idaho,42,N,Southern Mississippi,35,Humanitarian Bowl (Boise ID)
663,18,Dec 31 1998,Thu,(19) Georgia,35,N,(13) Virginia,33,Peach Bowl (Atlanta GA)
664,18,Dec 31 1998,Thu,Mississippi,35,N,Texas Tech,18,Independence Bowl (Shreveport LA)
665,18,Dec 31 1998,Thu,Texas Christian,28,N,Southern California,19,Sun Bowl (El Paso TX)
666,18,Dec 31 1998,Thu,(10) Tulane,41,N,Brigham Young,27,Liberty Bowl (Memphis TN)
667,18,Jan 1 1999,Fri,(12) Georgia Tech,35,N,(17) Notre Dame,28,Gator Bowl (Jacksonville FL)
668,18,Jan 1 1999,Fri,(15) Michigan,45,N,(11) Arkansas,31,Citrus Bowl (Orlando FL)
669,18,Jan 1 1999,Fri,(3) Ohio State,24,N,(8) Texas A&M,14,Sugar Bowl (New Orleans LA)
670,18,Jan 1 1999,Fri,(22) Penn State,26,N,Kentucky,14,Outback Bowl (Tampa FL)
671,18,Jan 1 1999,Fri,(20) Texas,38,N,(25) Mississippi State,11,Cotton Bowl (Dallas TX)
672,18,Jan 1 1999,Fri,(9) Wisconsin,38,@,(6) UCLA,31,Rose Bowl (Pasadena CA)
673,18,Jan 2 1999,Sat,(7) Florida,31,N,(18) Syracuse,10,Orange Bowl (Miami FL)
674,19,Jan 4 1999,Mon,(1) Tennessee,23,N,(2) Florida State,16,Fiesta Bowl (Tempe AZ)
