--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Wk,Date,Day,Winner,Pts,,Loser,Pts,Notes
379,9,Oct 19 1996,Sat,South Carolina,23,,Arkansas,17,
380,9,Oct 19 1996,Sat,Southern Mississippi,16,,Memphis,0,
381,9,Oct 19 1996,Sat,(24) Utah,21,,Texas Christian,7,
382,9,Oct 19 1996,Sat,Utah State,39,@,Boise State,14,
383,9,Oct 19 1996,Sat,(20) Virginia,62,,North Carolina State,14,
384,9,Oct 19 1996,Sat,(25) Washington,41,,UCLA,21,
385,9,Oct 19 1996,Sat,Washington State,21,,(19) California,18,
386,9,Oct 19 1996,Sat,(15) West Virginia,30,@,Temple,10,
387,9,Oct 19 1996,Sat,(23) Wyoming,42,,Fresno State,21,
388,10,Oct 26 1996,Sat,Air Force,34,,Hawaii,7,
389,10,Oct 26 1996,Sat,Akron,34,@,Northern Illinois,17,
390,10,Oct 26 1996,Sat,Arizona,33,,Oregon State,7,
391,10,Oct 26 1996,Sat,(4) Arizona State,41,@,Stanford,9,
392,10,Oct 26 1996,Sat,Army,27,@,Miami (OH),7,
393,10,Oct 26 1996,Sat,Ball State,24,@,Central Michigan,17,
394,10,Oct 26 1996,Sat,Baylor,49,,Iowa State,21,
395,10,Oct 26 1996,Sat,(15) Brigham Young,45,@,Texas Christian,21,
396,10,Oct 26 1996,Sat,Cincinnati,10,@,Louisville,7,
397,10,Oct 26 1996,Sat,(8) Colorado,28,,Texas,24,
398,10,Oct 26 1996,Sat,Colorado State,27,,San Diego State,18,
399,10,Oct 26 1996,Sat,Eastern Michigan,51,,Kent State,10,
400,10,Oct 26 1996,Sat,(3) Florida State,31,,(14) Virginia,24,
401,10,Oct 26 1996,Sat,Fresno State,34,@,Nevada-Las Vegas,23,
402,10,Oct 26 1996,Sat,Georgia Tech,27,,Central Florida,20,
403,10,Oct 26 1996,Sat,(16) Kansas State,42,,Oklahoma,35,
404,10,Oct 26 1996,Sat,Kentucky,24,,Georgia,17,
405,10,Oct 26 1996,Sat,Louisiana,13,,Memphis,9,
406,10,Oct 26 1996,Sat,(13) Louisiana State,28,,Mississippi State,20,
407,10,Oct 26 1996,Sat,Louisiana Tech,35,,Alabama-Birmingham,31,
408,10,Oct 26 1996,Sat,Maryland,22,@,Duke,19,
409,10,Oct 26 1996,Sat,(25) Miami (FL),10,@,(12) West Virginia,7,
410,10,Oct 26 1996,Sat,(10) Michigan,44,@,Minnesota,10,
411,10,Oct 26 1996,Sat,Michigan State,30,,Wisconsin,13,
412,10,Oct 26 1996,Sat,Mississippi,38,,Arkansas State,21,
413,10,Oct 26 1996,Sat,Missouri,35,,Oklahoma State,28,
414,10,Oct 26 1996,Sat,Navy,47,@,Wake Forest,18,
415,10,Oct 26 1996,Sat,(5) Nebraska,63,,Kansas,7,
416,10,Oct 26 1996,Sat,Nevada,40,@,North Texas,13,
417,10,Oct 26 1996,Sat,New Mexico State,52,,Southern Utah,21,
418,10,Oct 26 1996,Sat,(9) North Carolina,42,@,Houston,14,
419,10,Oct 26 1996,Sat,(11) Northwestern,27,,Illinois,24,
420,10,Oct 26 1996,Sat,Ohio,38,,Bowling Green,0,
421,10,Oct 26 1996,Sat,(2) Ohio State,38,@,(20) Iowa,26,
422,10,Oct 26 1996,Sat,(17) Penn State,48,@,Indiana,26,
423,10,Oct 26 1996,Sat,Rice,48,@,Texas-El Paso,21,
424,10,Oct 26 1996,Sat,Rutgers,28,,Temple,17,
425,10,Oct 26 1996,Sat,South Carolina,27,@,Vanderbilt,0,
426,10,Oct 26 1996,Sat,Southern California,29,@,Washington State,24,
427,10,Oct 26 1996,Sat,Southern Methodist,52,,New Mexico,31,
428,10,Oct 26 1996,Sat,(24) Southern Mississippi,31,@,Tulane,28,
429,10,Oct 26 1996,Sat,Syracuse,45,@,Boston College,17,
430,10,Oct 26 1996,Sat,(6) Tennessee,20,,(7) Alabama,13,
431,10,Oct 26 1996,Sat,Texas Tech,13,@,Texas A&M,10,
432,10,Oct 26 1996,Sat,Toledo,10,,Western Michigan,7,
433,10,Oct 26 1996,Sat,UCLA,38,@,California,29,
434,10,Oct 26 1996,Sat,(21) Utah,45,,Tulsa,19,
435,10,Oct 26 1996,Sat,Utah State,35,,Idaho,28,
436,10,Oct 26 1996,Sat,Virginia Tech,34,,Pittsburgh,17,
437,10,Oct 26 1996,Sat,(23) Washington,33,@,Oregon,14,
438,11,Oct 31 1996,Thu,Pittsburgh,20,,Boston College,13,
439,11,Nov 2 1996,Sat,Akron,21,,Bowling Green,14,
440,11,Nov 2 1996,Sat,(4) Arizona State,29,@,Oregon State,14,
441,11,Nov 2 1996,Sat,Army,41,,Lafayette,21,
442,11,Nov 2 1996,Sat,(24) Auburn,28,,Arkansas,7,
443,11,Nov 2 1996,Sat,Ball State,39,@,Eastern Michigan,25,
444,11,Nov 2 1996,Sat,(13) Brigham Young,40,,Texas-El Paso,18,
445,11,Nov 2 1996,Sat,California,56,,Arizona,55,
446,11,Nov 2 1996,Sat,Central Florida,42,,Illinois State,15,
447,11,Nov 2 1996,Sat,Central Michigan,52,@,Kent State,51,
448,11,Nov 2 1996,Sat,Clemson,35,,Maryland,3,
449,11,Nov 2 1996,Sat,(7) Colorado,41,@,Missouri,13,
450,11,Nov 2 1996,Sat,Colorado State,42,@,Air Force,41,
451,11,Nov 2 1996,Sat,East Carolina,34,,Arkansas State,16,
452,11,Nov 2 1996,Sat,(1) Florida,47,N,Georgia,7,
453,11,Nov 2 1996,Sat,(3) Florida State,49,@,Georgia Tech,3,
454,11,Nov 2 1996,Sat,Fresno State,41,,Boise State,7,
455,11,Nov 2 1996,Sat,Houston,20,@,Tulane,17,
456,11,Nov 2 1996,Sat,Idaho,37,,Eastern Washington,27,
457,11,Nov 2 1996,Sat,(25) Iowa,31,@,Illinois,21,
458,11,Nov 2 1996,Sat,Kansas,34,@,Iowa State,31,
459,11,Nov 2 1996,Sat,Louisiana Tech,40,@,Northern Illinois,14,
460,11,Nov 2 1996,Sat,Louisville,13,,Memphis,10,
461,11,Nov 2 1996,Sat,(22) Miami (FL),57,@,Temple,26,
462,11,Nov 2 1996,Sat,Miami (OH),27,@,Toledo,7,
463,11,Nov 2 1996,Sat,(9) Michigan,45,,Michigan State,29,
464,11,Nov 2 1996,Sat,Mississippi State,59,,Louisiana-Monroe,0,
465,11,Nov 2 1996,Sat,(5) Nebraska,73,@,Oklahoma,21,
466,11,Nov 2 1996,Sat,Nevada,63,,New Mexico State,14,
467,11,Nov 2 1996,Sat,New Mexico,34,@,Tulsa,23,
468,11,Nov 2 1996,Sat,(8) North Carolina,52,,North Carolina State,20,
469,11,Nov 2 1996,Sat,(19) Notre Dame,54,N,Navy,27,
470,11,Nov 2 1996,Sat,Ohio,38,@,Western Michigan,0,
471,11,Nov 2 1996,Sat,(2) Ohio State,45,,Minnesota,0,
472,11,Nov 2 1996,Sat,(15) Penn State,34,,(11) Northwestern,9,
473,11,Nov 2 1996,Sat,Rice,51,,(20) Utah,10,
474,11,Nov 2 1996,Sat,San Diego State,49,@,San Jose State,20,
475,11,Nov 2 1996,Sat,(23) Southern Mississippi,21,,Cincinnati,17,
476,11,Nov 2 1996,Sat,Stanford,21,@,UCLA,20,
477,11,Nov 2 1996,Sat,Syracuse,30,@,(18) West Virginia,7,
478,11,Nov 2 1996,Sat,(6) Tennessee,31,@,South Carolina,14,
479,11,Nov 2 1996,Sat,Texas,28,,Baylor,23,
480,11,Nov 2 1996,Sat,Texas A&M,38,@,Oklahoma State,19,
481,11,Nov 2 1996,Sat,Texas Christian,42,,Nevada-Las Vegas,34,
482,11,Nov 2 1996,Sat,Utah State,21,,North Texas,13,
483,11,Nov 2 1996,Sat,Vanderbilt,31,,Alabama-Birmingham,15,
484,11,Nov 2 1996,Sat,(16) Virginia,27,@,Duke,3,
485,11,Nov 2 1996,Sat,Virginia Tech,47,,Louisiana,16,
486,11,Nov 2 1996,Sat,(21) Washington,21,@,Southern California,10,
487,11,Nov 2 1996,Sat,Wisconsin,33,,Purdue,25,
488,11,Nov 2 1996,Sat,(17) Wyoming,59,,Southern Methodist,17,
489,12,Nov 7 1996,Thu,San Diego State,28,,(16) Wyoming,24,
490,12,Nov 9 1996,Sat,(10) Alabama,26,@,(11) Louisiana State,0,
491,12,Nov 9 1996,Sat,(4) Arizona State,35,,California,7,
492,12,Nov 9 1996,Sat,Arkansas,13,,Mississippi,7,
493,12,Nov 9 1996,Sat,Arkansas State,55,,Louisiana Tech,38,
494,12,Nov 9 1996,Sat,Army,23,,Air Force,7,
495,12,Nov 9 1996,Sat,(22) Auburn,28,,Louisiana-Monroe,24,
496,12,Nov 9 1996,Sat,Ball State,50,,Kent State,6,
497,12,Nov 9 1996,Sat,(12) Brigham Young,49,,Rice,0,
498,12,Nov 9 1996,Sat,Central Florida,35,@,Alabama-Birmingham,13,
499,12,Nov 9 1996,Sat,Clemson,24,@,(15) Virginia,16,
500,12,Nov 9 1996,Sat,(7) Colorado,49,,Iowa State,42,
501,12,Nov 9 1996,Sat,Colorado State,42,@,Fresno State,20,
502,12,Nov 9 1996,Sat,Eastern Michigan,20,,Akron,17,
503,12,Nov 9 1996,Sat,(1) Florida,28,@,Vanderbilt,21,
504,12,Nov 9 1996,Sat,(3) Florida State,44,,Wake Forest,7,
505,12,Nov 9 1996,Sat,Houston,56,,(20) Southern Mississippi,49,
506,12,Nov 9 1996,Sat,Idaho,34,,New Mexico State,19,
507,12,Nov 9 1996,Sat,(13) Kansas State,38,@,Kansas,12,
508,12,Nov 9 1996,Sat,Kentucky,24,,Mississippi State,21,
509,12,Nov 9 1996,Sat,Louisiana,45,,Northern Illinois,31,
510,12,Nov 9 1996,Sat,Memphis,21,,(6) Tennessee,17,
511,12,Nov 9 1996,Sat,Miami (OH),24,,Ohio,8,
512,12,Nov 9 1996,Sat,Michigan State,38,,Indiana,15,
513,12,Nov 9 1996,Sat,Navy,30,,Delaware,14,
514,12,Nov 9 1996,Sat,(5) Nebraska,51,,Missouri,7,
515,12,Nov 9 1996,Sat,Nevada,54,@,Utah State,27,
516,12,Nov 9 1996,Sat,(8) North Carolina,28,,Louisville,10,
517,12,Nov 9 1996,Sat,North Carolina State,44,,Duke,22,
518,12,Nov 9 1996,Sat,North Texas,30,@,Boise State,27,
519,12,Nov 9 1996,Sat,(18) Northwestern,40,@,(23) Iowa,13,
520,12,Nov 9 1996,Sat,(17) Notre Dame,48,@,Boston College,21,
521,12,Nov 9 1996,Sat,(2) Ohio State,48,@,Illinois,0,
522,12,Nov 9 1996,Sat,Oklahoma,27,@,Oklahoma State,17,
523,12,Nov 9 1996,Sat,Oregon,49,,Arizona,31,
524,12,Nov 9 1996,Sat,Purdue,9,,(9) Michigan,3,
525,12,Nov 9 1996,Sat,San Jose State,38,@,Hawaii,17,
526,12,Nov 9 1996,Sat,Southern Methodist,30,@,Texas-El Paso,0,
527,12,Nov 9 1996,Sat,Stanford,24,,Southern California,20,
528,12,Nov 9 1996,Sat,(24) Syracuse,31,@,Tulane,7,
529,12,Nov 9 1996,Sat,Texas,38,@,Texas Tech,32,
530,12,Nov 9 1996,Sat,Texas A&M,24,@,Baylor,7,
531,12,Nov 9 1996,Sat,Texas Christian,31,@,Tulsa,24,
532,12,Nov 9 1996,Sat,Toledo,23,,Central Michigan,20,
533,12,Nov 9 1996,Sat,UCLA,38,,Washington State,14,
534,12,Nov 9 1996,Sat,Utah,31,@,New Mexico,24,
535,12,Nov 9 1996,Sat,(25) Virginia Tech,35,,East Carolina,14,
536,12,Nov 9 1996,Sat,(19) Washington,42,,Oregon State,3,
537,12,Nov 9 1996,Sat,West Virginia,55,@,Rutgers,14,
538,12,Nov 9 1996,Sat,Western Michigan,16,@,Bowling Green,13,
539,12,Nov 9 1996,Sat,Wisconsin,45,,Minnesota,28,
540,13,Nov 14 1996,Thu,Maryland,13,,Georgia Tech,10,
541,13,Nov 16 1996,Sat,Air Force,44,@,Fresno State,38,
542,13,Nov 16 1996,Sat,Arizona,35,,UCLA,17,
543,13,Nov 16 1996,Sat,Ball State,24,,Toledo,14,
544,13,Nov 16 1996,Sat,Boise State,33,@,New Mexico State,32,
545,13,Nov 16 1996,Sat,Boston College,21,,Temple,20,
546,13,Nov 16 1996,Sat,(10) Brigham Young,45,@,Hawaii,14,
547,13,Nov 16 1996,Sat,Central Florida,27,,Bowling Green,19,
548,13,Nov 16 1996,Sat,Cincinnati,34,@,Alabama-Birmingham,14,
549,13,Nov 16 1996,Sat,Clemson,40,,North Carolina State,17,
550,13,Nov 16 1996,Sat,(6) Colorado,12,,(9) Kansas State,0,
551,13,Nov 16 1996,Sat,East Carolina,55,,Ohio,45,
552,13,Nov 16 1996,Sat,(1) Florida,52,,South Carolina,25,
553,13,Nov 16 1996,Sat,(3) Florida State,54,,(25) Southern Mississippi,14,
554,13,Nov 16 1996,Sat,Georgia,56,@,(20) Auburn,49,
555,13,Nov 16 1996,Sat,Houston,38,,Louisville,7,
556,13,Nov 16 1996,Sat,Iowa,31,,Wisconsin,0,
557,13,Nov 16 1996,Sat,Kentucky,25,,Vanderbilt,0,
558,13,Nov 16 1996,Sat,(17) Louisiana State,39,@,Mississippi,7,
559,13,Nov 16 1996,Sat,Louisiana-Monroe,31,,Jacksonville State,28,
560,13,Nov 16 1996,Sat,Minnesota,23,,Illinois,21,
561,13,Nov 16 1996,Sat,Mississippi State,17,,(8) Alabama,16,
562,13,Nov 16 1996,Sat,Missouri,49,@,Baylor,42,
563,13,Nov 16 1996,Sat,Navy,35,,Tulane,21,
564,13,Nov 16 1996,Sat,(5) Nebraska,49,@,Iowa State,14,
565,13,Nov 16 1996,Sat,Nevada,66,,Arkansas State,14,
566,13,Nov 16 1996,Sat,Nevada-Las Vegas,44,,San Diego State,42,
567,13,Nov 16 1996,Sat,North Texas,24,,Idaho,17,
568,13,Nov 16 1996,Sat,(13) Northwestern,27,,Purdue,24,
569,13,Nov 16 1996,Sat,(14) Notre Dame,60,,Pittsburgh,6,
570,13,Nov 16 1996,Sat,(2) Ohio State,27,@,Indiana,17,
571,13,Nov 16 1996,Sat,Oregon,40,,California,23,
572,13,Nov 16 1996,Sat,Oregon State,67,,Northern Illinois,28,
573,13,Nov 16 1996,Sat,(11) Penn State,29,@,(16) Michigan,17,
574,13,Nov 16 1996,Sat,Rice,30,@,Texas Christian,17,
575,13,Nov 16 1996,Sat,Stanford,33,,Washington State,17,
576,13,Nov 16 1996,Sat,(19) Syracuse,42,,(22) Army,17,
577,13,Nov 16 1996,Sat,(12) Tennessee,55,,Arkansas,14,
578,13,Nov 16 1996,Sat,Texas,38,@,Kansas,17,
579,13,Nov 16 1996,Sat,Texas A&M,33,,Oklahoma,16,
580,13,Nov 16 1996,Sat,Texas Tech,56,,Louisiana,21,
581,13,Nov 16 1996,Sat,Tulsa,38,@,Texas-El Paso,21,
582,13,Nov 16 1996,Sat,(24) Virginia,20,,(6) North Carolina,17,
583,13,Nov 16 1996,Sat,(21) Virginia Tech,21,@,(18) Miami (FL),7,
584,13,Nov 16 1996,Sat,Wake Forest,17,,Duke,16,
585,13,Nov 16 1996,Sat,(15) Washington,53,,San Jose State,10,
586,13,Nov 16 1996,Sat,Western Michigan,76,,Kent State,27,
587,13,Nov 16 1996,Sat,(23) Wyoming,25,@,Colorado State,24,
588,14,Nov 21 1996,Thu,Alabama-Birmingham,49,,Charleston Southern,13,
589,14,Nov 21 1996,Thu,Southern Methodist,27,,Texas Christian,24,
590,14,Nov 23 1996,Sat,(15) Alabama,24,,Auburn,23,
591,14,Nov 23 1996,Sat,(4) Arizona State,56,@,Arizona,14,
592,14,Nov 23 1996,Sat,Arkansas,16,@,Mississippi State,13,
593,14,Nov 23 1996,Sat,(8) Brigham Young,37,@,Utah,17,
594,14,Nov 23 1996,Sat,Cincinnati,35,,Louisiana-Monroe,13,
595,14,Nov 23 1996,Sat,East Carolina,20,@,Memphis,10,
596,14,Nov 23 1996,Sat,(3) Florida State,48,,Maryland,10,
597,14,Nov 23 1996,Sat,Idaho,64,@,Boise State,19,
598,14,Nov 23 1996,Sat,Indiana,33,@,Purdue,16,
599,14,Nov 23 1996,Sat,(24) Iowa,43,@,Minnesota,24,
600,14,Nov 23 1996,Sat,(14) Kansas State,35,,Iowa State,20,
601,14,Nov 23 1996,Sat,(18) Louisiana State,35,,Tulane,17,
602,14,Nov 23 1996,Sat,(25) Miami (FL),43,,Boston College,26,
603,14,Nov 23 1996,Sat,(21) Michigan,13,@,(2) Ohio State,9,
604,14,Nov 23 1996,Sat,Mississippi,31,@,Georgia,27,
605,14,Nov 23 1996,Sat,Missouri,42,,Kansas,25,
606,14,Nov 23 1996,Sat,Navy,36,@,Georgia Tech,26,
607,14,Nov 23 1996,Sat,New Mexico,44,,Texas-El Paso,17,
608,14,Nov 23 1996,Sat,(13) North Carolina,27,@,Duke,10,
609,14,Nov 23 1996,Sat,North Carolina State,37,,Wake Forest,22,
610,14,Nov 23 1996,Sat,(10) Notre Dame,62,,Rutgers,0,
611,14,Nov 23 1996,Sat,Oklahoma State,37,,Baylor,17,
612,14,Nov 23 1996,Sat,Oregon,49,@,Oregon State,13,
613,14,Nov 23 1996,Sat,(7) Penn State,32,,Michigan State,29,
614,14,Nov 23 1996,Sat,Rice,42,,Tulsa,14,
615,14,Nov 23 1996,Sat,San Diego State,31,,Fresno State,21,
616,14,Nov 23 1996,Sat,San Jose State,31,,Nevada-Las Vegas,28,
617,14,Nov 23 1996,Sat,South Carolina,34,@,(22) Clemson,31,
618,14,Nov 23 1996,Sat,Stanford,42,@,California,21,
619,14,Nov 23 1996,Sat,(16) Syracuse,36,@,Temple,15,
620,14,Nov 23 1996,Sat,(9) Tennessee,56,,Kentucky,10,
621,14,Nov 23 1996,Sat,Texas Tech,22,@,Oklahoma,12,
622,14,Nov 23 1996,Sat,Toledo,24,@,Ohio,23,
623,14,Nov 23 1996,Sat,UCLA,48,,Southern California,41,
624,14,Nov 23 1996,Sat,(17) Virginia Tech,31,,(23) West Virginia,14,
625,14,Nov 23 1996,Sat,(12) Washington,31,@,Washington State,24,
626,14,Nov 23 1996,Sat,Wisconsin,35,@,Illinois,15,
627,15,Nov 28 1996,Thu,San Diego State,28,,Air Force,23,
628,15,Nov 29 1996,Fri,(19) Louisiana State,17,@,Arkansas,7,
629,15,Nov 29 1996,Fri,(4) Nebraska,17,,(5) Colorado,12,
630,15,Nov 29 1996,Fri,Texas,51,,Texas A&M,15,
631,15,Nov 29 1996,Fri,(17) Virginia Tech,26,,(20) Virginia,9,
632,15,Nov 30 1996,Sat,East Carolina,50,N,North Carolina State,29,
633,15,Nov 30 1996,Sat,(2) Florida State,24,,(1) Florida,21,
634,15,Nov 30 1996,Sat,Georgia,19,,Georgia Tech,10,
635,15,Nov 30 1996,Sat,(23) Miami (FL),38,@,(16) Syracuse,31,
636,15,Nov 30 1996,Sat,Mississippi State,17,@,Mississippi,0,
637,15,Nov 30 1996,Sat,Pittsburgh,24,,Rutgers,9,
638,15,Nov 30 1996,Sat,Southern California,27,,(10) Notre Dame,20,
639,15,Nov 30 1996,Sat,(9) Tennessee,14,@,Vanderbilt,7,
640,15,Nov 30 1996,Sat,Wisconsin,59,@,Hawaii,10,
641,16,Dec 7 1996,Sat,(23) Army,28,N,Navy,24,
642,16,Dec 7 1996,Sat,(6) Brigham Young,28,N,(20) Wyoming,25,WAC Championship (Whitney NV)
643,16,Dec 7 1996,Sat,(4) Florida,45,N,(11) Alabama,30,SEC Championship (Atlanta GA)
644,16,Dec 7 1996,Sat,Texas,37,N,(3) Nebraska,27,Big 12 Championship (St. Louis MO)
645,17,Dec 19 1996,Thu,Nevada,18,N,Ball State,15,Las Vegas Bowl (Las Vegas NV)
646,18,Dec 25 1996,Wed,Navy,42,N,California,38,Aloha Bowl (Honolulu HI)
647,18,Dec 27 1996,Fri,(19) Miami (FL),31,,Virginia,21,Carquest Bowl (Miami FL)
648,18,Dec 27 1996,Fri,(23) Syracuse,30,N,Houston,17,Liberty Bowl (Memphis TN)
649,18,Dec 27 1996,Fri,Wisconsin,38,N,Utah,10,Copper Bowl (Tucson AZ)
650,18,Dec 28 1996,Sat,(17) Louisiana State,10,N,Clemson,7,Peach Bowl (Atlanta GA)
651,18,Dec 29 1996,Sun,(21) Iowa,27,N,Texas Tech,0,Alamo Bowl (San Antonio TX)
652,19,Dec 30 1996,Mon,(8) Colorado,33,N,(13) Washington,21,Holiday Bowl (San Diego CA)
653,20,Dec 31 1996,Tue,Auburn,32,N,(24) Army,29,Independence Bowl (Shreveport LA)
654,20,Dec 31 1996,Tue,(6) Nebraska,41,N,(10) Virginia Tech,21,Orange Bowl (Miami FL)
655,20,Dec 31 1996,Tue,Stanford,38,N,Michigan State,0,Sun Bowl (El Paso TX)
656,20,Jan 1 1997,Wed,(16) Alabama,17,N,(15) Michigan,14,Outback Bowl (Tampa FL)
657,20,Jan 1 1997,Wed,(5) Brigham Young,19,N,(14) Kansas State,15,Cotton Bowl (Dallas TX)
658,20,Jan 1 1997,Wed,(12) North Carolina,20,N,(25) West Virginia,13,Gator Bowl (Jacksonville FL)
659,20,Jan 1 1997,Wed,(4) Ohio State,20,N,(2) Arizona State,17,Rose Bowl (Pasadena CA)
660,20,Jan 1 1997,Wed,(7) Penn State,38,N,(20) Texas,15,Fiesta Bowl (Tempe AZ)
661,20,Jan 1 1997,Wed,(9) Tennessee,48,N,(11) Northwestern,28,Citrus Bowl (Orlando FL)
662,20,Jan 2 1997,Thu,(3) Florida,52,N,(1) Florida State,20,Sugar Bowl (New Orleans LA)
