--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Wk,Date,Day,Winner,Pts,,Loser,Pts,Notes
379,7,Oct 11 2008,Sat,Iowa,45,@,Indiana,9,
380,7,Oct 11 2008,Sat,(16) Kansas,30,,Colorado,14,
381,7,Oct 11 2008,Sat,Kansas State,44,@,Texas A&M,30,
382,7,Oct 11 2008,Sat,Louisiana,59,@,North Texas,30,
383,7,Oct 11 2008,Sat,Miami (FL),20,,Central Florida,14,
384,7,Oct 11 2008,Sat,(23) Michigan State,37,@,Northwestern,20,
385,7,Oct 11 2008,Sat,Minnesota,27,@,Illinois,20,
386,7,Oct 11 2008,Sat,Mississippi State,17,,(13) Vanderbilt,14,
387,7,Oct 11 2008,Sat,New Mexico State,48,@,Nevada,45,
388,7,Oct 11 2008,Sat,(22) North Carolina,29,,Notre Dame,24,
389,7,Oct 11 2008,Sat,Northern Illinois,17,,Miami (OH),13,
390,7,Oct 11 2008,Sat,Ohio,26,@,Kent State,19,
391,7,Oct 11 2008,Sat,(12) Ohio State,16,,Purdue,3,
392,7,Oct 11 2008,Sat,(17) Oklahoma State,28,@,(3) Missouri,23,
393,7,Oct 11 2008,Sat,Oregon,31,,UCLA,24,
394,7,Oct 11 2008,Sat,Oregon State,66,,Washington State,13,
395,7,Oct 11 2008,Sat,(6) Penn State,48,@,Wisconsin,7,
396,7,Oct 11 2008,Sat,San Jose State,30,,Utah State,7,
397,7,Oct 11 2008,Sat,South Carolina,24,@,Kentucky,17,
398,7,Oct 11 2008,Sat,(8) Southern California,28,,Arizona State,0,
399,7,Oct 11 2008,Sat,Stanford,24,,Arizona,23,
400,7,Oct 11 2008,Sat,(5) Texas,45,N,(1) Oklahoma,35,
401,7,Oct 11 2008,Sat,Texas Christian,13,@,Colorado State,7,
402,7,Oct 11 2008,Sat,(7) Texas Tech,37,,Nebraska,31,
403,7,Oct 11 2008,Sat,Texas-El Paso,24,,Tulane,21,
404,7,Oct 11 2008,Sat,Toledo,13,@,Michigan,10,
405,7,Oct 11 2008,Sat,Tulsa,37,@,Southern Methodist,31,
406,7,Oct 11 2008,Sat,(14) Utah,40,@,Wyoming,7,
407,7,Oct 11 2008,Sat,Virginia,35,,East Carolina,20,
408,7,Oct 11 2008,Sat,West Virginia,17,,Syracuse,6,
409,7,Oct 11 2008,Sat,Western Michigan,34,@,Buffalo,28,
410,8,Oct 16 2008,Thu,Florida State,26,@,North Carolina State,17,
411,8,Oct 16 2008,Thu,Texas Christian,32,,(9) Brigham Young,7,
412,8,Oct 17 2008,Fri,(15) Boise State,27,,Hawaii,7,
413,8,Oct 18 2008,Sat,Air Force,29,@,Nevada-Las Vegas,28,
414,8,Oct 18 2008,Sat,Akron,42,@,Eastern Michigan,35,
415,8,Oct 18 2008,Sat,(2) Alabama,24,,Mississippi,20,
416,8,Oct 18 2008,Sat,Alabama-Birmingham,23,,Marshall,21,
417,8,Oct 18 2008,Sat,Arizona,42,,(25) California,27,
418,8,Oct 18 2008,Sat,Boston College,28,,(17) Virginia Tech,23,
419,8,Oct 18 2008,Sat,Buffalo,27,,Army,24,
420,8,Oct 18 2008,Sat,Central Michigan,38,,Western Michigan,28,
421,8,Oct 18 2008,Sat,Colorado,14,,Kansas State,13,
422,8,Oct 18 2008,Sat,East Carolina,30,,Memphis,10,
423,8,Oct 18 2008,Sat,Florida Atlantic,24,@,Western Kentucky,20,
424,8,Oct 18 2008,Sat,(10) Georgia,24,,(22) Vanderbilt,14,
425,8,Oct 18 2008,Sat,Georgia Tech,21,@,Clemson,17,
426,8,Oct 18 2008,Sat,Houston,44,@,Southern Methodist,38,
427,8,Oct 18 2008,Sat,Illinois,55,,Indiana,13,
428,8,Oct 18 2008,Sat,Iowa,38,,Wisconsin,16,
429,8,Oct 18 2008,Sat,Kentucky,21,,Arkansas,20,
430,8,Oct 18 2008,Sat,Louisiana,28,,Arkansas State,23,
431,8,Oct 18 2008,Sat,(13) Louisiana State,24,@,South Carolina,17,
432,8,Oct 18 2008,Sat,Louisiana Tech,46,,Idaho,14,
433,8,Oct 18 2008,Sat,Louisiana-Monroe,35,,North Texas,23,
434,8,Oct 18 2008,Sat,Louisville,42,,Middle Tennessee State,23,
435,8,Oct 18 2008,Sat,Maryland,26,,(21) Wake Forest,0,
436,8,Oct 18 2008,Sat,Miami (FL),49,@,Duke,31,
437,8,Oct 18 2008,Sat,Miami (OH),27,@,Bowling Green,20,
438,8,Oct 18 2008,Sat,Nebraska,35,@,Iowa State,7,
439,8,Oct 18 2008,Sat,Nevada,44,,Utah State,17,
440,8,Oct 18 2008,Sat,New Mexico,70,,San Diego State,7,
441,8,Oct 18 2008,Sat,Northern Illinois,38,,Toledo,7,
442,8,Oct 18 2008,Sat,Northwestern,48,,Purdue,26,
443,8,Oct 18 2008,Sat,(12) Ohio State,45,@,(20) Michigan State,7,
444,8,Oct 18 2008,Sat,(4) Oklahoma,45,,(16) Kansas,31,
445,8,Oct 18 2008,Sat,(8) Oklahoma State,34,,Baylor,6,
446,8,Oct 18 2008,Sat,Oregon State,34,@,Washington,13,
447,8,Oct 18 2008,Sat,(3) Penn State,46,,Michigan,17,
448,8,Oct 18 2008,Sat,(23) Pittsburgh,42,@,Navy,21,
449,8,Oct 18 2008,Sat,Rice,45,,Southern Mississippi,40,
450,8,Oct 18 2008,Sat,Rutgers,12,,Connecticut,10,
451,8,Oct 18 2008,Sat,San Jose State,31,@,New Mexico State,14,
452,8,Oct 18 2008,Sat,(19) South Florida,45,,Syracuse,13,
453,8,Oct 18 2008,Sat,(6) Southern California,69,@,Washington State,0,
454,8,Oct 18 2008,Sat,Tennessee,34,,Mississippi State,3,
455,8,Oct 18 2008,Sat,(1) Texas,56,,(11) Missouri,31,
456,8,Oct 18 2008,Sat,(7) Texas Tech,43,@,Texas A&M,25,
457,8,Oct 18 2008,Sat,Troy,33,,Florida International,23,
458,8,Oct 18 2008,Sat,Tulsa,77,,Texas-El Paso,35,
459,8,Oct 18 2008,Sat,UCLA,23,,Stanford,20,
460,8,Oct 18 2008,Sat,(14) Utah,49,,Colorado State,16,
461,8,Oct 18 2008,Sat,Virginia,16,,(18) North Carolina,13,
462,9,Oct 21 2008,Tue,Temple,14,,Ohio,10,
463,9,Oct 23 2008,Thu,Air Force,23,,New Mexico,10,
464,9,Oct 23 2008,Thu,West Virginia,34,,Auburn,17,
465,9,Oct 24 2008,Fri,(13) Boise State,33,@,San Jose State,16,
466,9,Oct 25 2008,Sat,(2) Alabama,29,@,Tennessee,9,
467,9,Oct 25 2008,Sat,Army,14,,Louisiana Tech,7,
468,9,Oct 25 2008,Sat,(20) Ball State,38,,Eastern Michigan,16,
469,9,Oct 25 2008,Sat,(18) Brigham Young,42,,Nevada-Las Vegas,35,
470,9,Oct 25 2008,Sat,California,41,,UCLA,20,
471,9,Oct 25 2008,Sat,Central Michigan,24,@,Toledo,23,
472,9,Oct 25 2008,Sat,Colorado State,38,@,San Diego State,34,
473,9,Oct 25 2008,Sat,Connecticut,40,,Cincinnati,16,
474,9,Oct 25 2008,Sat,Duke,10,@,Vanderbilt,7,
475,9,Oct 25 2008,Sat,(5) Florida,63,,Kentucky,5,
476,9,Oct 25 2008,Sat,Florida Atlantic,29,@,Louisiana-Monroe,28,
477,9,Oct 25 2008,Sat,(24) Florida State,30,,Virginia Tech,20,
478,9,Oct 25 2008,Sat,Fresno State,30,@,Utah State,28,
479,9,Oct 25 2008,Sat,(9) Georgia,52,@,(11) Louisiana State,38,
480,9,Oct 25 2008,Sat,Hawaii,38,,Nevada,31,
481,9,Oct 25 2008,Sat,Idaho,20,,New Mexico State,14,
482,9,Oct 25 2008,Sat,Indiana,21,,Northwestern,19,
483,9,Oct 25 2008,Sat,Kent State,54,@,Miami (OH),21,
484,9,Oct 25 2008,Sat,Louisville,24,,(14) South Florida,20,
485,9,Oct 25 2008,Sat,Maryland,27,,North Carolina State,24,
486,9,Oct 25 2008,Sat,Memphis,36,,Southern Mississippi,30,
487,9,Oct 25 2008,Sat,Miami (FL),16,,Wake Forest,10,
488,9,Oct 25 2008,Sat,Michigan State,35,@,Michigan,21,
489,9,Oct 25 2008,Sat,(25) Minnesota,17,@,Purdue,6,
490,9,Oct 25 2008,Sat,Mississippi,23,@,Arkansas,21,
491,9,Oct 25 2008,Sat,Mississippi State,31,,Middle Tennessee State,22,
492,9,Oct 25 2008,Sat,(16) Missouri,58,,Colorado,0,
493,9,Oct 25 2008,Sat,Navy,34,,Southern Methodist,7,
494,9,Oct 25 2008,Sat,Nebraska,32,,Baylor,20,
495,9,Oct 25 2008,Sat,North Carolina,45,,(23) Boston College,24,
496,9,Oct 25 2008,Sat,Northern Illinois,16,,Bowling Green,13,
497,9,Oct 25 2008,Sat,Notre Dame,33,@,Washington,7,
498,9,Oct 25 2008,Sat,(4) Oklahoma,58,@,Kansas State,35,
499,9,Oct 25 2008,Sat,Oregon,54,@,Arizona State,20,
500,9,Oct 25 2008,Sat,(3) Penn State,13,@,(10) Ohio State,6,
501,9,Oct 25 2008,Sat,Rice,42,@,Tulane,17,
502,9,Oct 25 2008,Sat,Rutgers,54,@,(17) Pittsburgh,34,
503,9,Oct 25 2008,Sat,(6) Southern California,17,@,Arizona,10,
504,9,Oct 25 2008,Sat,(1) Texas,28,,(7) Oklahoma State,24,
505,9,Oct 25 2008,Sat,Texas A&M,49,@,Iowa State,35,
506,9,Oct 25 2008,Sat,(15) Texas Christian,54,,Wyoming,7,
507,9,Oct 25 2008,Sat,(8) Texas Tech,63,@,(19) Kansas,21,
508,9,Oct 25 2008,Sat,Troy,45,@,North Texas,17,
509,9,Oct 25 2008,Sat,Virginia,24,@,(21) Georgia Tech,17,
510,9,Oct 25 2008,Sat,Wisconsin,27,,Illinois,17,
511,9,Oct 26 2008,Sun,(22) Tulsa,49,,Central Florida,19,
512,10,Oct 28 2008,Tue,Buffalo,32,@,Ohio,19,
513,10,Oct 28 2008,Tue,Marshall,37,,Houston,23,
514,10,Oct 30 2008,Thu,Cincinnati,24,,(24) South Florida,10,
515,10,Nov 1 2008,Sat,Air Force,16,@,Army,7,
516,10,Nov 1 2008,Sat,(2) Alabama,35,,Arkansas State,0,
517,10,Nov 1 2008,Sat,Arkansas,30,,(19) Tulsa,23,
518,10,Nov 1 2008,Sat,(11) Boise State,49,@,New Mexico State,0,
519,10,Nov 1 2008,Sat,Bowling Green,45,,Kent State,30,
520,10,Nov 1 2008,Sat,(17) Brigham Young,45,@,Colorado State,42,
521,10,Nov 1 2008,Sat,California,26,,(23) Oregon,16,
522,10,Nov 1 2008,Sat,Central Michigan,37,@,Indiana,34,
523,10,Nov 1 2008,Sat,Clemson,27,@,Boston College,21,
524,10,Nov 1 2008,Sat,(5) Florida,49,N,(8) Georgia,10,
525,10,Nov 1 2008,Sat,Georgia Tech,31,,(16) Florida State,28,
526,10,Nov 1 2008,Sat,Illinois,27,,Iowa,24,
527,10,Nov 1 2008,Sat,Kansas,52,,Kansas State,21,
528,10,Nov 1 2008,Sat,Kentucky,14,@,Mississippi State,13,
529,10,Nov 1 2008,Sat,Louisiana,49,,Florida International,20,
530,10,Nov 1 2008,Sat,(15) Louisiana State,35,,Tulane,10,
531,10,Nov 1 2008,Sat,Louisiana Tech,38,,Fresno State,35,
532,10,Nov 1 2008,Sat,Louisiana-Monroe,31,,Troy,30,
533,10,Nov 1 2008,Sat,Miami (FL),24,@,Virginia,17,
534,10,Nov 1 2008,Sat,(22) Michigan State,25,,Wisconsin,24,
535,10,Nov 1 2008,Sat,Mississippi,17,,Auburn,7,
536,10,Nov 1 2008,Sat,(14) Missouri,31,@,Baylor,28,
537,10,Nov 1 2008,Sat,Navy,33,,Temple,27,
538,10,Nov 1 2008,Sat,North Texas,51,@,Western Kentucky,40,
539,10,Nov 1 2008,Sat,Northwestern,24,@,(20) Minnesota,17,
540,10,Nov 1 2008,Sat,(4) Oklahoma,62,,Nebraska,28,
541,10,Nov 1 2008,Sat,(9) Oklahoma State,59,,Iowa State,17,
542,10,Nov 1 2008,Sat,Oregon State,27,,Arizona State,25,
543,10,Nov 1 2008,Sat,Pittsburgh,36,@,Notre Dame,33,
544,10,Nov 1 2008,Sat,Purdue,48,,Michigan,42,
545,10,Nov 1 2008,Sat,Rice,49,@,Texas-El Paso,44,
546,10,Nov 1 2008,Sat,San Jose State,30,@,Idaho,24,
547,10,Nov 1 2008,Sat,South Carolina,27,,Tennessee,6,
548,10,Nov 1 2008,Sat,(7) Southern California,56,,Washington,0,
549,10,Nov 1 2008,Sat,Southern Mississippi,70,,Alabama-Birmingham,14,
550,10,Nov 1 2008,Sat,Stanford,58,,Washington State,0,
551,10,Nov 1 2008,Sat,Syracuse,28,,Louisville,21,
552,10,Nov 1 2008,Sat,Texas A&M,24,,Colorado,17,
553,10,Nov 1 2008,Sat,(12) Texas Christian,44,@,Nevada-Las Vegas,14,
554,10,Nov 1 2008,Sat,(6) Texas Tech,39,,(1) Texas,33,
555,10,Nov 1 2008,Sat,(10) Utah,13,@,New Mexico,10,
556,10,Nov 1 2008,Sat,Utah State,30,,Hawaii,14,
557,10,Nov 1 2008,Sat,Wake Forest,33,,Duke,30,
558,10,Nov 1 2008,Sat,West Virginia,35,@,Connecticut,13,
559,10,Nov 1 2008,Sat,Western Michigan,31,,Eastern Michigan,10,
560,10,Nov 1 2008,Sat,Wyoming,35,,San Diego State,10,
561,10,Nov 2 2008,Sun,East Carolina,13,@,Central Florida,10,
562,11,Nov 4 2008,Tue,Buffalo,37,,Miami (OH),17,
563,11,Nov 5 2008,Wed,Akron,47,,Toledo,30,
564,11,Nov 5 2008,Wed,(16) Ball State,45,,Northern Illinois,14,
565,11,Nov 6 2008,Thu,(10) Utah,13,,(11) Texas Christian,10,
566,11,Nov 6 2008,Thu,Virginia Tech,23,,(23) Maryland,13,
567,11,Nov 7 2008,Fri,Nevada,41,@,Fresno State,28,
568,11,Nov 8 2008,Sat,Air Force,38,,Colorado State,17,
569,11,Nov 8 2008,Sat,(1) Alabama,27,@,(15) Louisiana State,21,
570,11,Nov 8 2008,Sat,Arizona,59,@,Washington State,28,
571,11,Nov 8 2008,Sat,Arizona State,39,@,Washington,19,
572,11,Nov 8 2008,Sat,Auburn,37,,Tennessee-Martin,20,
573,11,Nov 8 2008,Sat,(9) Boise State,49,,Utah State,14,
574,11,Nov 8 2008,Sat,Boston College,17,,Notre Dame,0,
575,11,Nov 8 2008,Sat,Bowling Green,28,@,Ohio,3,
576,11,Nov 8 2008,Sat,(17) Brigham Young,41,,San Diego State,12,
577,11,Nov 8 2008,Sat,Cincinnati,26,@,(20) West Virginia,23,
578,11,Nov 8 2008,Sat,Colorado,28,,Iowa State,24,
579,11,Nov 8 2008,Sat,East Carolina,19,,Marshall,16,
580,11,Nov 8 2008,Sat,(4) Florida,42,@,Vanderbilt,14,
581,11,Nov 8 2008,Sat,Florida Atlantic,46,,North Texas,13,
582,11,Nov 8 2008,Sat,Florida International,22,,Arkansas State,21,
583,11,Nov 8 2008,Sat,(24) Florida State,41,,Clemson,27,
584,11,Nov 8 2008,Sat,(14) Georgia,42,@,Kentucky,38,
585,11,Nov 8 2008,Sat,Hawaii,42,@,New Mexico State,30,
586,11,Nov 8 2008,Sat,Houston,42,,Tulane,14,
587,11,Nov 8 2008,Sat,Iowa,24,,(3) Penn State,23,
588,11,Nov 8 2008,Sat,Louisiana Tech,21,@,San Jose State,0,
589,11,Nov 8 2008,Sat,Memphis,31,@,Southern Methodist,26,
590,11,Nov 8 2008,Sat,Michigan,29,@,Minnesota,6,
591,11,Nov 8 2008,Sat,(18) Michigan State,21,,Purdue,7,
592,11,Nov 8 2008,Sat,Middle Tennessee State,24,,Louisiana-Monroe,21,
593,11,Nov 8 2008,Sat,(13) Missouri,41,,Kansas State,24,
594,11,Nov 8 2008,Sat,Nebraska,45,,Kansas,35,
595,11,Nov 8 2008,Sat,Nevada-Las Vegas,27,,New Mexico,20,
596,11,Nov 8 2008,Sat,(19) North Carolina,28,,(22) Georgia Tech,7,
597,11,Nov 8 2008,Sat,North Carolina State,27,@,Duke,17,
598,11,Nov 8 2008,Sat,(12) Ohio State,45,@,Northwestern,10,
599,11,Nov 8 2008,Sat,(6) Oklahoma,66,@,Texas A&M,28,
600,11,Nov 8 2008,Sat,Oregon,35,,Stanford,28,
601,11,Nov 8 2008,Sat,Oregon State,34,@,UCLA,6,
602,11,Nov 8 2008,Sat,(25) Pittsburgh,41,,Louisville,7,
603,11,Nov 8 2008,Sat,Rice,38,,Army,31,
604,11,Nov 8 2008,Sat,Rutgers,35,,Syracuse,17,
605,11,Nov 8 2008,Sat,South Carolina,34,,Arkansas,21,
606,11,Nov 8 2008,Sat,(7) Southern California,17,,(21) California,3,
607,11,Nov 8 2008,Sat,Southern Mississippi,17,@,Central Florida,6,
608,11,Nov 8 2008,Sat,(5) Texas,45,,Baylor,21,
609,11,Nov 8 2008,Sat,(2) Texas Tech,56,,(8) Oklahoma State,20,
610,11,Nov 8 2008,Sat,Texas-El Paso,37,@,Louisiana,24,
611,11,Nov 8 2008,Sat,Troy,17,,Western Kentucky,7,
612,11,Nov 8 2008,Sat,Wake Forest,28,,Virginia,17,
613,11,Nov 8 2008,Sat,Western Michigan,23,,Illinois,17,
614,11,Nov 8 2008,Sat,Wisconsin,55,@,Indiana,20,
615,11,Nov 8 2008,Sat,Wyoming,13,@,Tennessee,7,
616,12,Nov 11 2008,Tue,(14) Ball State,31,@,Miami (OH),16,
617,12,Nov 12 2008,Wed,Central Michigan,33,@,Northern Illinois,30,
618,12,Nov 12 2008,Wed,Kent State,41,,Temple,38,
619,12,Nov 13 2008,Thu,Buffalo,43,@,Akron,40,
620,12,Nov 13 2008,Thu,Miami (FL),16,,Virginia Tech,14,
621,12,Nov 13 2008,Thu,Nevada-Las Vegas,22,,Wyoming,14,
622,12,Nov 14 2008,Fri,(22) Cincinnati,28,@,Louisville,20,
623,12,Nov 15 2008,Sat,(1) Alabama,32,,Mississippi State,7,
624,12,Nov 15 2008,Sat,Alabama-Birmingham,41,@,Tulane,24,
625,12,Nov 15 2008,Sat,Arizona State,31,,Washington State,0,
626,12,Nov 15 2008,Sat,Baylor,41,,Texas A&M,21,
627,12,Nov 15 2008,Sat,(9) Boise State,45,@,Idaho,10,
628,12,Nov 15 2008,Sat,Boston College,27,@,(20) Florida State,17,
629,12,Nov 15 2008,Sat,(16) Brigham Young,38,@,Air Force,24,
630,12,Nov 15 2008,Sat,Central Florida,30,@,Marshall,14,
631,12,Nov 15 2008,Sat,Clemson,31,,Duke,7,
632,12,Nov 15 2008,Sat,Colorado State,20,,New Mexico,6,
633,12,Nov 15 2008,Sat,Connecticut,39,@,Syracuse,14,
634,12,Nov 15 2008,Sat,(3) Florida,56,,(24) South Carolina,6,
635,12,Nov 15 2008,Sat,Florida Atlantic,40,,Louisiana,29,
636,12,Nov 15 2008,Sat,Fresno State,24,,New Mexico State,17,
637,12,Nov 15 2008,Sat,(13) Georgia,17,@,Auburn,13,
638,12,Nov 15 2008,Sat,Houston,70,,(25) Tulsa,30,
639,12,Nov 15 2008,Sat,Iowa,22,,Purdue,17,
640,12,Nov 15 2008,Sat,(19) Louisiana State,40,,Troy,31,
641,12,Nov 15 2008,Sat,Louisiana Tech,45,,Utah State,38,
642,12,Nov 15 2008,Sat,Maryland,17,,(17) North Carolina,15,
643,12,Nov 15 2008,Sat,Middle Tennessee State,21,@,Western Kentucky,10,
644,12,Nov 15 2008,Sat,Mississippi,59,,Louisiana-Monroe,0,
645,12,Nov 15 2008,Sat,(12) Missouri,52,@,Iowa State,20,
646,12,Nov 15 2008,Sat,Nebraska,56,@,Kansas State,28,
647,12,Nov 15 2008,Sat,Nevada,41,,San Jose State,17,
648,12,Nov 15 2008,Sat,North Carolina State,21,,Wake Forest,17,
649,12,Nov 15 2008,Sat,Northwestern,21,@,Michigan,14,
650,12,Nov 15 2008,Sat,Notre Dame,27,@,Navy,21,
651,12,Nov 15 2008,Sat,(10) Ohio State,30,@,Illinois,20,
652,12,Nov 15 2008,Sat,(11) Oklahoma State,30,@,Colorado,17,
653,12,Nov 15 2008,Sat,Oregon,55,,Arizona,45,
654,12,Nov 15 2008,Sat,(23) Oregon State,34,,California,21,
655,12,Nov 15 2008,Sat,(7) Penn State,34,,Indiana,7,
656,12,Nov 15 2008,Sat,Rutgers,49,@,South Florida,16,
657,12,Nov 15 2008,Sat,(6) Southern California,45,@,Stanford,23,
658,12,Nov 15 2008,Sat,Southern Mississippi,21,,East Carolina,3,
659,12,Nov 15 2008,Sat,(4) Texas,35,@,Kansas,7,
660,12,Nov 15 2008,Sat,Texas-El Paso,36,,Southern Methodist,10,
661,12,Nov 15 2008,Sat,UCLA,27,@,Washington,7,
662,12,Nov 15 2008,Sat,(8) Utah,63,@,San Diego State,14,
663,12,Nov 15 2008,Sat,Vanderbilt,31,@,Kentucky,24,
664,12,Nov 15 2008,Sat,Western Michigan,27,,Toledo,17,
665,12,Nov 15 2008,Sat,Wisconsin,35,,Minnesota,32,
666,13,Nov 18 2008,Tue,Northern Illinois,42,@,Kent State,14,
667,13,Nov 19 2008,Wed,(14) Ball State,31,@,Central Michigan,24,
668,13,Nov 20 2008,Thu,Georgia Tech,41,,(23) Miami (FL),23,
669,13,Nov 21 2008,Fri,Buffalo,40,@,Bowling Green,34,
670,13,Nov 21 2008,Fri,Fresno State,24,@,San Jose State,10,
671,13,Nov 21 2008,Fri,Toledo,42,,Miami (OH),14,
672,13,Nov 22 2008,Sat,Arkansas State,28,,Florida Atlantic,14,
673,13,Nov 22 2008,Sat,(9) Boise State,41,@,Nevada,34,
674,13,Nov 22 2008,Sat,Boston College,24,@,Wake Forest,21,
675,13,Nov 22 2008,Sat,California,37,,Stanford,16,
676,13,Nov 22 2008,Sat,Central Florida,28,@,Memphis,21,
677,13,Nov 22 2008,Sat,(19) Cincinnati,28,,(20) Pittsburgh,21,
678,13,Nov 22 2008,Sat,Clemson,13,@,Virginia,3,
679,13,Nov 22 2008,Sat,Colorado State,31,@,Wyoming,20,
680,13,Nov 22 2008,Sat,East Carolina,17,@,Alabama-Birmingham,13,
681,13,Nov 22 2008,Sat,(3) Florida,70,,Citadel,19,
682,13,Nov 22 2008,Sat,Florida State,37,@,(22) Maryland,3,
683,13,Nov 22 2008,Sat,Hawaii,49,,Idaho,17,
684,13,Nov 22 2008,Sat,Houston,42,,Texas-El Paso,37,
685,13,Nov 22 2008,Sat,Iowa,55,@,Minnesota,0,
686,13,Nov 22 2008,Sat,Kansas State,38,,Iowa State,30,
687,13,Nov 22 2008,Sat,Louisiana Tech,35,@,New Mexico State,31,
688,13,Nov 22 2008,Sat,Louisiana-Monroe,31,@,Florida International,27,
689,13,Nov 22 2008,Sat,Middle Tennessee State,52,,North Texas,13,
690,13,Nov 22 2008,Sat,Mississippi,31,@,(18) Louisiana State,13,
691,13,Nov 22 2008,Sat,Mississippi State,31,,Arkansas,28,
692,13,Nov 22 2008,Sat,North Carolina State,41,@,(25) North Carolina,10,
693,13,Nov 22 2008,Sat,Northwestern,27,,Illinois,10,
694,13,Nov 22 2008,Sat,Ohio,49,,Akron,42,
695,13,Nov 22 2008,Sat,(10) Ohio State,42,,Michigan,7,
696,13,Nov 22 2008,Sat,(5) Oklahoma,65,,(2) Texas Tech,21,
697,13,Nov 22 2008,Sat,(21) Oregon State,19,@,Arizona,17,
698,13,Nov 22 2008,Sat,(7) Penn State,49,,(17) Michigan State,18,
699,13,Nov 22 2008,Sat,Purdue,62,,Indiana,10,
700,13,Nov 22 2008,Sat,Rice,35,,Marshall,10,
701,13,Nov 22 2008,Sat,Rutgers,30,,Army,3,
702,13,Nov 22 2008,Sat,San Diego State,42,,Nevada-Las Vegas,21,
703,13,Nov 22 2008,Sat,Syracuse,24,@,Notre Dame,23,
704,13,Nov 22 2008,Sat,Temple,55,,Eastern Michigan,52,
705,13,Nov 22 2008,Sat,Tennessee,20,@,Vanderbilt,10,
706,13,Nov 22 2008,Sat,(15) Texas Christian,44,,Air Force,10,
707,13,Nov 22 2008,Sat,Troy,48,,Louisiana,3,
708,13,Nov 22 2008,Sat,Tulsa,56,,Tulane,7,
709,13,Nov 22 2008,Sat,(8) Utah,48,,(16) Brigham Young,24,
710,13,Nov 22 2008,Sat,Virginia Tech,14,,Duke,3,
711,13,Nov 22 2008,Sat,Washington State,16,,Washington,13,
712,13,Nov 22 2008,Sat,West Virginia,35,@,Louisville,21,
713,13,Nov 22 2008,Sat,Wisconsin,36,,Cal Poly,35,
714,13,Nov 23 2008,Sun,South Florida,17,,Connecticut,13,
715,14,Nov 25 2008,Tue,(15) Ball State,45,,Western Michigan,22,
716,14,Nov 25 2008,Tue,Navy,16,@,Northern Illinois,0,
717,14,Nov 27 2008,Thu,(4) Texas,49,,Texas A&M,9,
718,14,Nov 28 2008,Fri,Arizona State,34,,UCLA,9,
719,14,Nov 28 2008,Fri,Arkansas,31,,Louisiana State,30,
720,14,Nov 28 2008,Fri,(9) Boise State,61,,Fresno State,10,
721,14,Nov 28 2008,Fri,Bowling Green,38,@,Toledo,10,
722,14,Nov 28 2008,Fri,East Carolina,53,,Texas-El Paso,21,
723,14,Nov 28 2008,Fri,Eastern Michigan,56,,Central Michigan,52,
724,14,Nov 28 2008,Fri,Kent State,24,@,Buffalo,21,
725,14,Nov 28 2008,Fri,(25) Mississippi,45,,Mississippi State,0,
726,14,Nov 28 2008,Fri,Nebraska,40,,Colorado,31,
727,14,Nov 28 2008,Fri,Ohio,41,@,Miami (OH),26,
728,14,Nov 28 2008,Fri,Pittsburgh,19,,West Virginia,15,
729,14,Nov 28 2008,Fri,Temple,27,,Akron,6,
730,14,Nov 29 2008,Sat,(1) Alabama,36,,Auburn,0,
731,14,Nov 29 2008,Sat,Alabama-Birmingham,15,@,Central Florida,0,
732,14,Nov 29 2008,Sat,Arkansas State,33,@,North Texas,28,
733,14,Nov 29 2008,Sat,(20) Boston College,28,,Maryland,21,
734,14,Nov 29 2008,Sat,(16) Cincinnati,30,,Syracuse,10,
735,14,Nov 29 2008,Sat,Clemson,31,,South Carolina,14,
736,14,Nov 29 2008,Sat,(2) Florida,45,@,(23) Florida State,15,
737,14,Nov 29 2008,Sat,Florida Atlantic,57,N,Florida International,50,
738,14,Nov 29 2008,Sat,(18) Georgia Tech,45,@,(13) Georgia,42,
739,14,Nov 29 2008,Sat,Hawaii,24,,Washington State,10,
740,14,Nov 29 2008,Sat,Kansas,40,N,(12) Missouri,37,
741,14,Nov 29 2008,Sat,Memphis,45,,Tulane,6,
742,14,Nov 29 2008,Sat,Nevada,35,@,Louisiana Tech,31,
743,14,Nov 29 2008,Sat,North Carolina,28,@,Duke,20,
744,14,Nov 29 2008,Sat,North Carolina State,38,,Miami (FL),28,
745,14,Nov 29 2008,Sat,(3) Oklahoma,61,@,(11) Oklahoma State,41,
746,14,Nov 29 2008,Sat,(19) Oregon,65,@,(17) Oregon State,38,
747,14,Nov 29 2008,Sat,Rice,56,,Houston,42,
748,14,Nov 29 2008,Sat,(5) Southern California,38,,Notre Dame,3,
749,14,Nov 29 2008,Sat,Southern Mississippi,28,@,Southern Methodist,12,
750,14,Nov 29 2008,Sat,Tennessee,28,,Kentucky,10,
751,14,Nov 29 2008,Sat,(7) Texas Tech,35,,Baylor,28,
752,14,Nov 29 2008,Sat,Tulsa,38,@,Marshall,35,
753,14,Nov 29 2008,Sat,Utah State,47,,New Mexico State,2,
754,14,Nov 29 2008,Sat,Virginia Tech,17,,Virginia,14,
755,14,Nov 29 2008,Sat,Wake Forest,23,,Vanderbilt,10,
756,15,Dec 3 2008,Wed,Louisiana,42,,Middle Tennessee State,28,
757,15,Dec 4 2008,Thu,Rutgers,63,,Louisville,14,
