--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Wk,Date,Day,Winner,Pts,,Loser,Pts,Notes
143,5,Sep 20 1997,Sat,Alabama-Birmingham,34,,Jacksonville State,16,
144,5,Sep 20 1997,Sat,Arkansas,17,@,(11) Alabama,16,
145,5,Sep 20 1997,Sat,(12) Auburn,31,@,(10) Louisiana State,28,
146,5,Sep 20 1997,Sat,Boise State,24,,Weber State,7,
147,5,Sep 20 1997,Sat,Boston College,35,@,Rutgers,21,
148,5,Sep 20 1997,Sat,Bowling Green,31,@,Akron,28,
149,5,Sep 20 1997,Sat,Brigham Young,13,@,(14) Arizona State,10,
150,5,Sep 20 1997,Sat,California,40,,Oklahoma,36,
151,5,Sep 20 1997,Sat,Central Florida,41,,Idaho,10,
152,5,Sep 20 1997,Sat,Cincinnati,34,,Kansas,7,
153,5,Sep 20 1997,Sat,Duke,20,,Army,17,
154,5,Sep 20 1997,Sat,(3) Florida,33,,(4) Tennessee,20,
155,5,Sep 20 1997,Sat,(5) Florida State,35,@,(16) Clemson,28,
156,5,Sep 20 1997,Sat,(25) Georgia,42,,Louisiana-Monroe,3,
157,5,Sep 20 1997,Sat,Georgia Tech,28,@,Wake Forest,26,
158,5,Sep 20 1997,Sat,(13) Iowa,63,@,Iowa State,20,
159,5,Sep 20 1997,Sat,Kent State,41,@,Eastern Michigan,38,
160,5,Sep 20 1997,Sat,Kentucky,49,@,Indiana,7,
161,5,Sep 20 1997,Sat,Louisiana Tech,56,,Central Michigan,28,
162,5,Sep 20 1997,Sat,Marshall,48,,Western Illinois,7,
163,5,Sep 20 1997,Sat,(8) Michigan,38,,Baylor,3,
164,5,Sep 20 1997,Sat,(17) Michigan State,23,@,Notre Dame,7,
165,5,Sep 20 1997,Sat,Minnesota,20,@,Memphis,17,
166,5,Sep 20 1997,Sat,Missouri,42,@,Tulsa,21,
167,5,Sep 20 1997,Sat,Navy,46,@,Southern Methodist,16,
168,5,Sep 20 1997,Sat,(7) Nebraska,27,@,(2) Washington,14,
169,5,Sep 20 1997,Sat,Nevada-Las Vegas,25,,Hawaii,15,
170,5,Sep 20 1997,Sat,New Mexico,25,@,Utah State,22,
171,5,Sep 20 1997,Sat,(6) North Carolina,40,@,Maryland,14,
172,5,Sep 20 1997,Sat,North Carolina State,41,,Northern Illinois,14,
173,5,Sep 20 1997,Sat,North Texas,30,@,Texas Tech,27,
174,5,Sep 20 1997,Sat,Ohio,50,,Buffalo,0,
175,5,Sep 20 1997,Sat,(9) Ohio State,28,,Arizona,20,
176,5,Sep 20 1997,Sat,Oregon,43,,Fresno State,40,
177,5,Sep 20 1997,Sat,(1) Penn State,57,@,Louisville,21,
178,5,Sep 20 1997,Sat,Purdue,28,,Ball State,14,
179,5,Sep 20 1997,Sat,Rice,40,@,Northwestern,34,
180,5,Sep 20 1997,Sat,South Carolina,26,@,East Carolina,0,
181,5,Sep 20 1997,Sat,Southern Mississippi,35,,Nevada,19,
182,5,Sep 20 1997,Sat,Southern Utah,34,@,Arkansas State,24,
183,5,Sep 20 1997,Sat,(21) Stanford,27,@,Oregon State,24,
184,5,Sep 20 1997,Sat,Syracuse,30,,Tulane,19,
185,5,Sep 20 1997,Sat,Texas A&M,66,,Louisiana,0,
186,5,Sep 20 1997,Sat,Toledo,23,@,Western Michigan,13,
187,5,Sep 20 1997,Sat,Utah,56,,Texas-El Paso,3,
188,5,Sep 20 1997,Sat,Vanderbilt,40,,Texas Christian,16,
189,5,Sep 20 1997,Sat,(18) Virginia Tech,23,@,Temple,13,
190,5,Sep 20 1997,Sat,(19) Washington State,35,@,Illinois,22,
191,5,Sep 20 1997,Sat,Wisconsin,36,,San Diego State,10,
192,5,Sep 20 1997,Sat,Wyoming,30,,San Jose State,10,
193,6,Sep 25 1997,Thu,Wake Forest,19,,North Carolina State,18,
194,6,Sep 27 1997,Sat,Air Force,24,,San Diego State,18,
195,6,Sep 27 1997,Sat,(21) Alabama,27,,Southern Mississippi,13,
196,6,Sep 27 1997,Sat,Alabama-Birmingham,42,@,Louisiana,7,
197,6,Sep 27 1997,Sat,(25) Arizona State,13,@,Oregon State,10,
198,6,Sep 27 1997,Sat,Arkansas,17,,Louisiana Tech,13,
199,6,Sep 27 1997,Sat,(8) Auburn,41,,Central Florida,14,
200,6,Sep 27 1997,Sat,(23) Brigham Young,19,@,Southern Methodist,16,
201,6,Sep 27 1997,Sat,Cincinnati,24,@,Boston College,6,
202,6,Sep 27 1997,Sat,(16) Colorado,20,,Wyoming,19,
203,6,Sep 27 1997,Sat,Duke,26,,Navy,17,
204,6,Sep 27 1997,Sat,Eastern Michigan,31,@,Central Michigan,24,
205,6,Sep 27 1997,Sat,(1) Florida,55,@,Kentucky,28,
206,6,Sep 27 1997,Sat,Georgia Tech,23,,(17) Clemson,20,
207,6,Sep 27 1997,Sat,Houston,45,@,Minnesota,43,
208,6,Sep 27 1997,Sat,(11) Iowa,38,,Illinois,10,
209,6,Sep 27 1997,Sat,(18) Kansas State,58,,Bowling Green,0,
210,6,Sep 27 1997,Sat,(13) Louisiana State,56,,Akron,0,
211,6,Sep 27 1997,Sat,Marshall,42,@,Ball State,16,
212,6,Sep 27 1997,Sat,Maryland,24,@,Temple,21,
213,6,Sep 27 1997,Sat,Miami (OH),38,@,Army,14,
214,6,Sep 27 1997,Sat,(6) Michigan,21,,Notre Dame,14,
215,6,Sep 27 1997,Sat,Mississippi,15,,Vanderbilt,3,
216,6,Sep 27 1997,Sat,Mississippi State,37,,South Carolina,17,
217,6,Sep 27 1997,Sat,Nevada-Las Vegas,41,,Illinois State,6,
218,6,Sep 27 1997,Sat,(5) North Carolina,48,,Virginia,20,
219,6,Sep 27 1997,Sat,Ohio,31,,Western Michigan,7,
220,6,Sep 27 1997,Sat,(7) Ohio State,31,@,Missouri,10,
221,6,Sep 27 1997,Sat,Oklahoma,35,,Louisville,14,
222,6,Sep 27 1997,Sat,Oklahoma State,38,,Louisiana-Monroe,7,
223,6,Sep 27 1997,Sat,Purdue,21,,Northwestern,9,
224,6,Sep 27 1997,Sat,Southern California,27,@,California,17,
225,6,Sep 27 1997,Sat,(20) Stanford,58,,Oregon,49,
226,6,Sep 27 1997,Sat,Texas,38,@,Rice,31,
227,6,Sep 27 1997,Sat,(22) Texas A&M,36,@,North Texas,10,
228,6,Sep 27 1997,Sat,Texas-El Paso,24,,New Mexico State,16,
229,6,Sep 27 1997,Sat,Toledo,31,,Nevada,13,
230,6,Sep 27 1997,Sat,(24) UCLA,40,,Arizona,27,
231,6,Sep 27 1997,Sat,(14) Virginia Tech,50,,Arkansas State,0,
232,6,Sep 27 1997,Sat,(15) Washington State,58,,Boise State,0,
233,6,Sep 27 1997,Sat,West Virginia,28,@,Miami (FL),17,
234,6,Sep 27 1997,Sat,Wisconsin,27,,Indiana,26,
235,7,Oct 2 1997,Thu,Fresno State,27,,Utah,13,
236,7,Oct 3 1997,Fri,(24) Brigham Young,42,,Utah State,35,
237,7,Oct 4 1997,Sat,(23) Air Force,17,,Citadel,3,
238,7,Oct 4 1997,Sat,Akron,53,,Central Michigan,14,
239,7,Oct 4 1997,Sat,Alabama-Birmingham,20,,Western Kentucky,16,
240,7,Oct 4 1997,Sat,Arizona,31,,San Diego State,28,
241,7,Oct 4 1997,Sat,(8) Auburn,23,@,South Carolina,6,
242,7,Oct 4 1997,Sat,Bowling Green,35,,Northern Illinois,10,
243,7,Oct 4 1997,Sat,Cal Poly,38,@,New Mexico State,35,
244,7,Oct 4 1997,Sat,Central Florida,59,@,Kent State,43,
245,7,Oct 4 1997,Sat,Cincinnati,20,,Memphis,17,
246,7,Oct 4 1997,Sat,Clemson,39,,Texas-El Paso,7,
247,7,Oct 4 1997,Sat,Colorado State,63,,Hawaii,0,
248,7,Oct 4 1997,Sat,(1) Florida,56,,Arkansas,7,
249,7,Oct 4 1997,Sat,(4) Florida State,47,,Miami (FL),0,
250,7,Oct 4 1997,Sat,(18) Georgia,47,,Mississippi State,0,
251,7,Oct 4 1997,Sat,Georgia Tech,42,@,Boston College,14,
252,7,Oct 4 1997,Sat,Idaho,30,,North Texas,17,
253,7,Oct 4 1997,Sat,Kansas,20,,Oklahoma,17,
254,7,Oct 4 1997,Sat,Kentucky,40,,(20) Alabama,34,
255,7,Oct 4 1997,Sat,Louisiana,41,@,Arkansas State,38,
256,7,Oct 4 1997,Sat,(13) Louisiana State,7,@,Vanderbilt,6,
257,7,Oct 4 1997,Sat,Louisiana Tech,41,,California,34,
258,7,Oct 4 1997,Sat,Louisiana-Monroe,17,,Northwestern State,7,
259,7,Oct 4 1997,Sat,Maryland,16,,Duke,10,
260,7,Oct 4 1997,Sat,Miami (OH),24,@,(14) Virginia Tech,17,
261,7,Oct 4 1997,Sat,(6) Michigan,37,@,Indiana,0,
262,7,Oct 4 1997,Sat,(12) Michigan State,31,,Minnesota,10,
263,7,Oct 4 1997,Sat,Missouri,45,,Iowa State,21,
264,7,Oct 4 1997,Sat,(3) Nebraska,56,,(17) Kansas State,26,
265,7,Oct 4 1997,Sat,New Mexico,22,,Southern Methodist,15,
266,7,Oct 4 1997,Sat,(5) North Carolina,31,@,Texas Christian,10,
267,7,Oct 4 1997,Sat,Ohio,47,@,Eastern Michigan,7,
268,7,Oct 4 1997,Sat,(7) Ohio State,23,,(11) Iowa,7,
269,7,Oct 4 1997,Sat,Oklahoma State,42,,Texas,16,
270,7,Oct 4 1997,Sat,Oregon State,26,,San Jose State,12,
271,7,Oct 4 1997,Sat,(2) Penn State,41,@,Illinois,6,
272,7,Oct 4 1997,Sat,Rice,42,@,Tulsa,24,
273,7,Oct 4 1997,Sat,Southern California,35,,Nevada-Las Vegas,21,
274,7,Oct 4 1997,Sat,Southern Mississippi,42,,Louisville,24,
275,7,Oct 4 1997,Sat,(19) Stanford,33,,Notre Dame,15,
276,7,Oct 4 1997,Sat,Syracuse,56,,East Carolina,0,
277,7,Oct 4 1997,Sat,Temple,17,,Pittsburgh,13,
278,7,Oct 4 1997,Sat,(9) Tennessee,31,,Mississippi,17,
279,7,Oct 4 1997,Sat,(21) Texas A&M,16,@,(16) Colorado,10,
280,7,Oct 4 1997,Sat,Texas Tech,35,@,Baylor,14,
281,7,Oct 4 1997,Sat,Tulane,41,,Army,0,
282,7,Oct 4 1997,Sat,(22) UCLA,66,,Houston,10,
283,7,Oct 4 1997,Sat,Virginia,21,,Wake Forest,13,
284,7,Oct 4 1997,Sat,(10) Washington,26,,(25) Arizona State,14,
285,7,Oct 4 1997,Sat,(15) Washington State,24,@,Oregon,13,
286,7,Oct 4 1997,Sat,West Virginia,48,,Rutgers,0,
287,7,Oct 4 1997,Sat,Western Michigan,21,,Ball State,13,
288,7,Oct 4 1997,Sat,Wisconsin,26,@,Northwestern,25,
289,7,Oct 4 1997,Sat,Wyoming,28,,Montana,13,
290,8,Oct 9 1997,Thu,Syracuse,50,@,Rutgers,3,
291,8,Oct 11 1997,Sat,(19) Air Force,10,@,Navy,7,
292,8,Oct 11 1997,Sat,Arizona,28,,(16) Stanford,22,
293,8,Oct 11 1997,Sat,Arizona State,35,,Southern California,7,
294,8,Oct 11 1997,Sat,(8) Auburn,49,,Louisiana Tech,13,
295,8,Oct 11 1997,Sat,Boise State,52,,New Mexico State,10,
296,8,Oct 11 1997,Sat,Central Florida,52,,Samford,7,
297,8,Oct 11 1997,Sat,Cincinnati,33,,Alabama-Birmingham,29,
298,8,Oct 11 1997,Sat,Colorado State,55,@,San Jose State,20,
299,8,Oct 11 1997,Sat,Eastern Michigan,38,,Ball State,32,
300,8,Oct 11 1997,Sat,(4) Florida State,51,@,Duke,27,
301,8,Oct 11 1997,Sat,(25) Georgia Tech,27,,North Carolina State,17,
302,8,Oct 11 1997,Sat,Hawaii,28,,Fresno State,16,
303,8,Oct 11 1997,Sat,Idaho,44,,California-Davis,14,
304,8,Oct 11 1997,Sat,(22) Kansas State,41,,Missouri,11,
305,8,Oct 11 1997,Sat,(14) Louisiana State,28,,(1) Florida,21,
306,8,Oct 11 1997,Sat,Marshall,52,,Akron,17,
307,8,Oct 11 1997,Sat,Memphis,38,,Arkansas State,9,
308,8,Oct 11 1997,Sat,Miami (OH),62,@,Kent State,26,
309,8,Oct 11 1997,Sat,(6) Michigan,23,,Northwestern,6,
310,8,Oct 11 1997,Sat,(11) Michigan State,38,@,Indiana,6,
311,8,Oct 11 1997,Sat,Mississippi State,24,,Louisiana-Monroe,10,
312,8,Oct 11 1997,Sat,(3) Nebraska,49,@,Baylor,21,
313,8,Oct 11 1997,Sat,Nevada-Las Vegas,21,,Texas Christian,19,
314,8,Oct 11 1997,Sat,New Mexico,36,@,San Diego State,21,
315,8,Oct 11 1997,Sat,North Alabama,48,@,Louisiana,42,
316,8,Oct 11 1997,Sat,(5) North Carolina,30,,Wake Forest,12,
317,8,Oct 11 1997,Sat,Notre Dame,45,@,Pittsburgh,21,
318,8,Oct 11 1997,Sat,(20) Oklahoma State,33,,(24) Colorado,29,
319,8,Oct 11 1997,Sat,Oregon State,24,,Utah State,16,
320,8,Oct 11 1997,Sat,(2) Penn State,31,,(7) Ohio State,27,
321,8,Oct 11 1997,Sat,Purdue,59,@,Minnesota,43,
322,8,Oct 11 1997,Sat,Rice,27,,(21) Brigham Young,14,
323,8,Oct 11 1997,Sat,South Carolina,38,,Kentucky,24,
324,8,Oct 11 1997,Sat,Southern Methodist,20,@,Utah,19,
325,8,Oct 11 1997,Sat,Southern Mississippi,23,@,East Carolina,13,
326,8,Oct 11 1997,Sat,(9) Tennessee,38,,(13) Georgia,13,
327,8,Oct 11 1997,Sat,Texas,27,N,Oklahoma,24,
328,8,Oct 11 1997,Sat,(15) Texas A&M,56,,Iowa State,17,
329,8,Oct 11 1997,Sat,Texas Tech,17,,Kansas,7,
330,8,Oct 11 1997,Sat,Texas-El Paso,33,@,Tulsa,18,
331,8,Oct 11 1997,Sat,Toledo,41,@,Central Michigan,10,
332,8,Oct 11 1997,Sat,Tulane,64,@,Louisville,33,
333,8,Oct 11 1997,Sat,(18) UCLA,39,@,Oregon,31,
334,8,Oct 11 1997,Sat,Vanderbilt,17,@,Northern Illinois,7,
335,8,Oct 11 1997,Sat,Virginia,21,@,Clemson,7,
336,8,Oct 11 1997,Sat,(23) Virginia Tech,17,,Boston College,7,
337,8,Oct 11 1997,Sat,(10) Washington,30,@,California,3,
338,8,Oct 11 1997,Sat,West Virginia,31,@,Maryland,14,
339,8,Oct 11 1997,Sat,Western Michigan,34,@,Bowling Green,21,
340,8,Oct 11 1997,Sat,Wisconsin,31,,Illinois,7,
341,8,Oct 11 1997,Sat,Wyoming,34,@,Nevada,30,
342,9,Oct 18 1997,Sat,Arizona State,31,@,(25) Stanford,14,
343,9,Oct 18 1997,Sat,Army,37,,Rutgers,35,
344,9,Oct 18 1997,Sat,Ball State,37,,Central Michigan,34,
345,9,Oct 18 1997,Sat,Boise State,17,@,North Texas,14,
346,9,Oct 18 1997,Sat,Brigham Young,17,,Hawaii,3,
347,9,Oct 18 1997,Sat,Colorado,42,,Kansas,6,
348,9,Oct 18 1997,Sat,Colorado State,14,@,Wyoming,7,
349,9,Oct 18 1997,Sat,Eastern Michigan,45,,Akron,0,
350,9,Oct 18 1997,Sat,(7) Florida,24,@,(6) Auburn,10,
351,9,Oct 18 1997,Sat,(3) Florida State,38,,(21) Georgia Tech,0,
352,9,Oct 18 1997,Sat,Fresno State,20,@,(18) Air Force,17,
353,9,Oct 18 1997,Sat,(19) Georgia,34,@,Vanderbilt,13,
354,9,Oct 18 1997,Sat,Houston,41,,Cincinnati,38,
355,9,Oct 18 1997,Sat,(20) Kansas State,36,,(14) Texas A&M,17,
356,9,Oct 18 1997,Sat,Kentucky,49,,Louisiana-Monroe,14,
357,9,Oct 18 1997,Sat,Louisiana Tech,42,,Arkansas State,14,
358,9,Oct 18 1997,Sat,Miami (FL),45,@,Boston College,44,
359,9,Oct 18 1997,Sat,Miami (OH),45,,Marshall,21,
360,9,Oct 18 1997,Sat,(5) Michigan,28,,(15) Iowa,24,
361,9,Oct 18 1997,Sat,Mississippi,36,@,(8) Louisiana State,21,
362,9,Oct 18 1997,Sat,Missouri,37,,Texas,29,
363,9,Oct 18 1997,Sat,Navy,42,,Virginia Military Institute,7,
364,9,Oct 18 1997,Sat,(2) Nebraska,29,,Texas Tech,0,
365,9,Oct 18 1997,Sat,Nevada,42,,Idaho,23,
366,9,Oct 18 1997,Sat,(4) North Carolina,20,@,North Carolina State,7,
367,9,Oct 18 1997,Sat,Northwestern,19,,(12) Michigan State,17,
368,9,Oct 18 1997,Sat,Ohio,24,,Bowling Green,0,
369,9,Oct 18 1997,Sat,(11) Ohio State,31,,Indiana,0,
370,9,Oct 18 1997,Sat,Oklahoma,24,,Baylor,23,
371,9,Oct 18 1997,Sat,Oregon,31,,Utah,13,
372,9,Oct 18 1997,Sat,(1) Penn State,16,,Minnesota,15,
373,9,Oct 18 1997,Sat,Purdue,45,,(24) Wisconsin,20,
374,9,Oct 18 1997,Sat,Rice,35,@,New Mexico,23,
375,9,Oct 18 1997,Sat,San Diego State,20,,Nevada-Las Vegas,17,
376,9,Oct 18 1997,Sat,San Jose State,10,@,Texas-El Paso,7,
377,9,Oct 18 1997,Sat,South Carolina,39,@,Arkansas,13,
378,9,Oct 18 1997,Sat,Southern California,20,@,Notre Dame,17,
