--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Wk,Date,Day,Winner,Pts,,Loser,Pts,Notes
379,8,Oct 16 1999,Sat,Virginia,47,@,North Carolina State,26,
380,8,Oct 16 1999,Sat,(4) Virginia Tech,62,,(16) Syracuse,0,
381,8,Oct 16 1999,Sat,West Virginia,62,,Rutgers,16,
382,8,Oct 16 1999,Sat,Western Michigan,45,,Buffalo,17,
383,8,Oct 16 1999,Sat,(17) Wisconsin,59,,Indiana,0,
384,8,Oct 16 1999,Sat,Wyoming,38,@,Louisiana-Monroe,20,
385,9,Oct 23 1999,Sat,Akron,35,@,Navy,29,
386,9,Oct 23 1999,Sat,Arizona State,33,,Washington State,21,
387,9,Oct 23 1999,Sat,Arkansas State,14,@,North Texas,10,
388,9,Oct 23 1999,Sat,Army,35,,New Mexico State,18,
389,9,Oct 23 1999,Sat,Boise State,52,,Nevada,17,
390,9,Oct 23 1999,Sat,(19) Brigham Young,29,@,Nevada-Las Vegas,0,
391,9,Oct 23 1999,Sat,Colorado,16,@,Iowa State,12,
392,9,Oct 23 1999,Sat,Colorado State,24,@,Wyoming,13,
393,9,Oct 23 1999,Sat,(20) East Carolina,52,,Tulane,7,
394,9,Oct 23 1999,Sat,Eastern Michigan,20,@,Toledo,13,
395,9,Oct 23 1999,Sat,(1) Florida State,17,@,Clemson,14,
396,9,Oct 23 1999,Sat,Fresno State,24,,Texas-El Paso,23,
397,9,Oct 23 1999,Sat,(14) Georgia,49,,Kentucky,34,
398,9,Oct 23 1999,Sat,Hawaii,35,@,Tulsa,21,
399,9,Oct 23 1999,Sat,Idaho,31,,Utah State,3,
400,9,Oct 23 1999,Sat,Illinois,35,@,(9) Michigan,29,
401,9,Oct 23 1999,Sat,Indiana,38,@,Iowa,31,
402,9,Oct 23 1999,Sat,Kansas,21,,Missouri,0,
403,9,Oct 23 1999,Sat,(7) Kansas State,44,@,Oklahoma State,21,
404,9,Oct 23 1999,Sat,Louisiana Tech,46,@,Central Florida,35,
405,9,Oct 23 1999,Sat,Louisiana-Monroe,31,@,Louisiana,7,
406,9,Oct 23 1999,Sat,Louisville,39,,Houston,33,
407,9,Oct 23 1999,Sat,(15) Marshall,59,@,Buffalo,3,
408,9,Oct 23 1999,Sat,Maryland,45,,North Carolina,7,
409,9,Oct 23 1999,Sat,(23) Miami (FL),31,@,Boston College,28,
410,9,Oct 23 1999,Sat,(12) Mississippi State,17,,Louisiana State,16,
411,9,Oct 23 1999,Sat,North Carolina State,31,@,Duke,24,
412,9,Oct 23 1999,Sat,Northern Illinois,50,,Kent State,7,
413,9,Oct 23 1999,Sat,Ohio,17,,Bowling Green,14,
414,9,Oct 23 1999,Sat,(22) Ohio State,20,@,(24) Minnesota,17,
415,9,Oct 23 1999,Sat,Oklahoma,51,,(13) Texas A&M,6,
416,9,Oct 23 1999,Sat,Oregon,44,@,Arizona,41,
417,9,Oct 23 1999,Sat,Oregon State,55,,UCLA,7,
418,9,Oct 23 1999,Sat,(2) Penn State,31,@,(16) Purdue,25,
419,9,Oct 23 1999,Sat,Pittsburgh,38,@,Rutgers,15,
420,9,Oct 23 1999,Sat,Rice,42,,Texas Christian,21,
421,9,Oct 23 1999,Sat,(21) Southern Mississippi,28,,Cincinnati,20,
422,9,Oct 23 1999,Sat,Stanford,35,@,Southern California,31,
423,9,Oct 23 1999,Sat,(5) Tennessee,21,@,(10) Alabama,7,
424,9,Oct 23 1999,Sat,(18) Texas,24,,(3) Nebraska,20,
425,9,Oct 23 1999,Sat,Texas Tech,35,@,Baylor,7,
426,9,Oct 23 1999,Sat,Utah,38,,San Diego State,16,
427,9,Oct 23 1999,Sat,Vanderbilt,11,@,South Carolina,10,
428,9,Oct 23 1999,Sat,Wake Forest,47,,Alabama-Birmingham,3,
429,9,Oct 23 1999,Sat,Washington,31,@,California,27,
430,9,Oct 23 1999,Sat,West Virginia,20,,Temple,17,
431,9,Oct 23 1999,Sat,Western Michigan,28,,Ball State,0,
432,9,Oct 23 1999,Sat,(17) Wisconsin,40,,(11) Michigan State,10,
433,10,Oct 28 1999,Thu,Colorado State,31,,Utah,24,
434,10,Oct 30 1999,Sat,(14) Alabama,35,,(20) Southern Mississippi,14,
435,10,Oct 30 1999,Sat,Arizona,33,@,UCLA,7,
436,10,Oct 30 1999,Sat,Arkansas,34,,Auburn,10,
437,10,Oct 30 1999,Sat,Arkansas State,31,,Louisiana,27,
438,10,Oct 30 1999,Sat,Boise State,33,@,Utah State,27,
439,10,Oct 30 1999,Sat,Boston College,24,@,Syracuse,23,
440,10,Oct 30 1999,Sat,Bowling Green,31,,Central Michigan,7,
441,10,Oct 30 1999,Sat,(16) Brigham Young,27,,Air Force,20,
442,10,Oct 30 1999,Sat,California,17,,Southern California,7,
443,10,Oct 30 1999,Sat,Central Florida,31,,Eastern Michigan,6,
444,10,Oct 30 1999,Sat,Cincinnati,52,@,Miami (OH),42,
445,10,Oct 30 1999,Sat,Clemson,12,@,Wake Forest,3,
446,10,Oct 30 1999,Sat,Colorado,38,,(24) Oklahoma,24,
447,10,Oct 30 1999,Sat,Duke,25,@,Maryland,22,
448,10,Oct 30 1999,Sat,(17) East Carolina,19,@,Houston,3,
449,10,Oct 30 1999,Sat,(5) Florida,30,N,(10) Georgia,14,
450,10,Oct 30 1999,Sat,(1) Florida State,35,@,Virginia,10,
451,10,Oct 30 1999,Sat,Fresno State,28,@,Tulsa,14,
452,10,Oct 30 1999,Sat,Furman,28,@,North Carolina,3,
453,10,Oct 30 1999,Sat,(7) Georgia Tech,48,,North Carolina State,21,
454,10,Oct 30 1999,Sat,(6) Kansas State,48,,Baylor,7,
455,10,Oct 30 1999,Sat,Kent State,41,,Buffalo,20,
456,10,Oct 30 1999,Sat,Louisiana Tech,34,@,Toledo,17,
457,10,Oct 30 1999,Sat,Louisiana-Monroe,10,,Middle Tennessee State,0,
458,10,Oct 30 1999,Sat,Louisville,23,,Alabama-Birmingham,14,
459,10,Oct 30 1999,Sat,(13) Marshall,41,,Northern Illinois,9,
460,10,Oct 30 1999,Sat,Memphis,49,@,Tulane,7,
461,10,Oct 30 1999,Sat,(23) Miami (FL),28,,West Virginia,20,
462,10,Oct 30 1999,Sat,(15) Michigan,34,@,Indiana,31,
463,10,Oct 30 1999,Sat,(25) Mississippi,42,@,Louisiana State,23,
464,10,Oct 30 1999,Sat,Missouri,34,,Texas Tech,7,
465,10,Oct 30 1999,Sat,(8) Nebraska,24,@,Kansas,17,
466,10,Oct 30 1999,Sat,Nevada,41,,North Texas,28,
467,10,Oct 30 1999,Sat,New Mexico,27,,Nevada-Las Vegas,6,
468,10,Oct 30 1999,Sat,New Mexico State,42,,Idaho,14,
469,10,Oct 30 1999,Sat,Notre Dame,28,,Navy,24,
470,10,Oct 30 1999,Sat,Ohio,37,@,Ball State,25,
471,10,Oct 30 1999,Sat,(21) Ohio State,41,,Iowa,11,
472,10,Oct 30 1999,Sat,Oregon,20,,Arizona State,17,
473,10,Oct 30 1999,Sat,Oregon State,27,@,Washington State,13,
474,10,Oct 30 1999,Sat,(2) Penn State,27,@,Illinois,7,
475,10,Oct 30 1999,Sat,(18) Purdue,33,@,Minnesota,28,
476,10,Oct 30 1999,Sat,Southern Methodist,27,,Rice,2,
477,10,Oct 30 1999,Sat,Temple,56,,Rutgers,28,
478,10,Oct 30 1999,Sat,(4) Tennessee,30,,South Carolina,7,
479,10,Oct 30 1999,Sat,(12) Texas,44,@,Iowa State,41,
480,10,Oct 30 1999,Sat,(22) Texas A&M,21,,Oklahoma State,3,
481,10,Oct 30 1999,Sat,Texas Christian,34,@,Hawaii,14,
482,10,Oct 30 1999,Sat,Texas-El Paso,42,,San Jose State,26,
483,10,Oct 30 1999,Sat,(3) Virginia Tech,30,@,Pittsburgh,17,
484,10,Oct 30 1999,Sat,Washington,35,,Stanford,30,
485,10,Oct 30 1999,Sat,Western Michigan,24,@,Akron,10,
486,10,Oct 30 1999,Sat,(11) Wisconsin,35,@,Northwestern,19,
487,11,Nov 4 1999,Thu,(8) Mississippi State,23,,Kentucky,22,
488,11,Nov 6 1999,Sat,Air Force,28,,Army,0,
489,11,Nov 6 1999,Sat,(12) Alabama,23,,Louisiana State,17,
490,11,Nov 6 1999,Sat,Alabama-Birmingham,36,,(18) East Carolina,17,
491,11,Nov 6 1999,Sat,Arizona State,26,@,Southern California,16,
492,11,Nov 6 1999,Sat,Auburn,28,,Central Florida,10,
493,11,Nov 6 1999,Sat,Boise State,63,,Arkansas State,10,
494,11,Nov 6 1999,Sat,(15) Brigham Young,30,@,San Diego State,7,
495,11,Nov 6 1999,Sat,Clemson,58,,Duke,7,
496,11,Nov 6 1999,Sat,Colorado State,36,@,New Mexico,22,
497,11,Nov 6 1999,Sat,Eastern Michigan,31,,Ball State,21,
498,11,Nov 6 1999,Sat,(5) Florida,13,,Vanderbilt,6,
499,11,Nov 6 1999,Sat,Fresno State,47,,Rice,18,
500,11,Nov 6 1999,Sat,Hawaii,62,@,San Jose State,41,
501,11,Nov 6 1999,Sat,Hofstra,20,@,Buffalo,13,
502,11,Nov 6 1999,Sat,Houston,36,,Tulane,31,
503,11,Nov 6 1999,Sat,Idaho,42,@,Nevada,33,
504,11,Nov 6 1999,Sat,Illinois,40,@,Iowa,24,
505,11,Nov 6 1999,Sat,Kansas,45,,Baylor,10,
506,11,Nov 6 1999,Sat,(6) Kansas State,20,,Colorado,14,
507,11,Nov 6 1999,Sat,Louisiana Tech,58,,Louisiana-Monroe,17,
508,11,Nov 6 1999,Sat,Louisville,23,@,Cincinnati,13,
509,11,Nov 6 1999,Sat,(13) Marshall,28,@,Kent State,16,
510,11,Nov 6 1999,Sat,(22) Miami (FL),33,@,Pittsburgh,3,
511,11,Nov 6 1999,Sat,Miami (OH),32,,Akron,23,
512,11,Nov 6 1999,Sat,(16) Michigan,37,,Northwestern,3,
513,11,Nov 6 1999,Sat,(19) Michigan State,23,,(20) Ohio State,7,
514,11,Nov 6 1999,Sat,Middle Tennessee State,70,,Tennessee-Martin,14,
515,11,Nov 6 1999,Sat,Minnesota,24,@,(2) Penn State,23,
516,11,Nov 6 1999,Sat,(23) Mississippi,38,,Arkansas,16,
517,11,Nov 6 1999,Sat,Navy,34,@,Rutgers,7,
518,11,Nov 6 1999,Sat,(9) Nebraska,37,,(21) Texas A&M,0,
519,11,Nov 6 1999,Sat,New Mexico State,14,@,Utah State,6,
520,11,Nov 6 1999,Sat,North Carolina State,30,,Maryland,17,
521,11,Nov 6 1999,Sat,Oklahoma,37,,Missouri,0,
522,11,Nov 6 1999,Sat,Oregon,52,,Washington State,10,
523,11,Nov 6 1999,Sat,Oregon State,17,,California,7,
524,11,Nov 6 1999,Sat,(25) Southern Mississippi,20,@,Memphis,5,
525,11,Nov 6 1999,Sat,Syracuse,27,,Temple,10,
526,11,Nov 6 1999,Sat,(4) Tennessee,38,,(24) Notre Dame,14,
527,11,Nov 6 1999,Sat,(11) Texas,34,@,Oklahoma State,21,
528,11,Nov 6 1999,Sat,Texas Tech,28,,Iowa State,16,
529,11,Nov 6 1999,Sat,Toledo,32,@,Central Michigan,13,
530,11,Nov 6 1999,Sat,Tulsa,43,@,Texas-El Paso,19,
531,11,Nov 6 1999,Sat,Virginia,45,,(7) Georgia Tech,38,
532,11,Nov 6 1999,Sat,(3) Virginia Tech,22,@,West Virginia,20,
533,11,Nov 6 1999,Sat,Wake Forest,19,@,North Carolina,3,
534,11,Nov 6 1999,Sat,Washington,33,@,Arizona,25,
535,11,Nov 6 1999,Sat,(10) Wisconsin,28,@,(17) Purdue,21,
536,11,Nov 6 1999,Sat,Wyoming,43,@,Utah,29,
537,12,Nov 11 1999,Thu,North Carolina,10,N,North Carolina State,6,
538,12,Nov 13 1999,Sat,Air Force,35,,Nevada-Las Vegas,16,
539,12,Nov 13 1999,Sat,Akron,37,,Kent State,34,
540,12,Nov 13 1999,Sat,(11) Alabama,19,,(8) Mississippi State,7,
541,12,Nov 13 1999,Sat,Arkansas,28,,(3) Tennessee,24,
542,12,Nov 13 1999,Sat,Arkansas State,44,,Nevada,28,
543,12,Nov 13 1999,Sat,Auburn,38,@,(14) Georgia,21,
544,12,Nov 13 1999,Sat,Boise State,45,,New Mexico State,26,
545,12,Nov 13 1999,Sat,Boston College,34,,West Virginia,17,
546,12,Nov 13 1999,Sat,Bowling Green,35,,Ball State,14,
547,12,Nov 13 1999,Sat,Central Florida,39,@,Middle Tennessee State,14,
548,12,Nov 13 1999,Sat,Central Michigan,29,,Eastern Michigan,26,
549,12,Nov 13 1999,Sat,Colorado,37,@,Baylor,0,
550,12,Nov 13 1999,Sat,Duke,48,,Wake Forest,35,
551,12,Nov 13 1999,Sat,(24) East Carolina,48,,Cincinnati,34,
552,12,Nov 13 1999,Sat,(4) Florida,20,@,South Carolina,3,
553,12,Nov 13 1999,Sat,(1) Florida State,49,,Maryland,10,
554,12,Nov 13 1999,Sat,(13) Georgia Tech,45,,Clemson,42,
555,12,Nov 13 1999,Sat,Hawaii,31,,Fresno State,24,
556,12,Nov 13 1999,Sat,Houston,20,@,Louisiana State,7,
557,12,Nov 13 1999,Sat,Idaho,33,@,Montana,30,
558,12,Nov 13 1999,Sat,Illinois,46,@,(25) Ohio State,20,
559,12,Nov 13 1999,Sat,Kentucky,19,@,Vanderbilt,17,
560,12,Nov 13 1999,Sat,Louisiana Tech,41,@,Alabama-Birmingham,20,
561,12,Nov 13 1999,Sat,Louisiana-Monroe,37,@,Tulsa,34,
562,12,Nov 13 1999,Sat,(12) Marshall,31,@,Western Michigan,17,
563,12,Nov 13 1999,Sat,Memphis,14,,Army,10,
564,12,Nov 13 1999,Sat,(16) Michigan,31,@,(6) Penn State,27,
565,12,Nov 13 1999,Sat,(17) Michigan State,34,@,Northwestern,0,
566,12,Nov 13 1999,Sat,(20) Minnesota,44,,Indiana,20,
567,12,Nov 13 1999,Sat,Navy,45,,Tulane,21,
568,12,Nov 13 1999,Sat,(7) Nebraska,41,,(5) Kansas State,15,
569,12,Nov 13 1999,Sat,Ohio,40,,Miami (OH),28,
570,12,Nov 13 1999,Sat,Oklahoma,31,@,Iowa State,10,
571,12,Nov 13 1999,Sat,Oklahoma State,45,,Kansas,13,
572,12,Nov 13 1999,Sat,Oregon,24,@,California,19,
573,12,Nov 13 1999,Sat,Oregon State,28,,Arizona,20,
574,12,Nov 13 1999,Sat,Pittsburgh,37,,Notre Dame,27,
575,12,Nov 13 1999,Sat,Rutgers,24,,Syracuse,21,
576,12,Nov 13 1999,Sat,Southern California,31,@,Washington State,28,
577,12,Nov 13 1999,Sat,Southern Methodist,58,,Cal State Northridge,16,
578,12,Nov 13 1999,Sat,(21) Southern Mississippi,48,,Louisiana,0,
579,12,Nov 13 1999,Sat,Stanford,50,@,Arizona State,30,
580,12,Nov 13 1999,Sat,(10) Texas,58,,Texas Tech,7,
581,12,Nov 13 1999,Sat,Texas A&M,51,@,Missouri,14,
582,12,Nov 13 1999,Sat,Texas Christian,27,,North Texas,3,
583,12,Nov 13 1999,Sat,Texas-El Paso,30,@,Rice,29,
584,12,Nov 13 1999,Sat,Toledo,44,,Northern Illinois,14,
585,12,Nov 13 1999,Sat,UCLA,23,,(23) Washington,20,
586,12,Nov 13 1999,Sat,Utah,52,,New Mexico,7,
587,12,Nov 13 1999,Sat,Virginia,50,,Buffalo,21,
588,12,Nov 13 1999,Sat,(2) Virginia Tech,43,,(19) Miami (FL),10,
589,12,Nov 13 1999,Sat,(9) Wisconsin,41,,Iowa,3,
590,12,Nov 13 1999,Sat,Wyoming,31,,(15) Brigham Young,17,
591,13,Nov 18 1999,Thu,Colorado State,41,,Air Force,21,
592,13,Nov 20 1999,Sat,(8) Alabama,28,@,Auburn,17,
593,13,Nov 20 1999,Sat,Alabama-Birmingham,23,@,Tulane,20,
594,13,Nov 20 1999,Sat,(22) Arkansas,14,,(12) Mississippi State,9,
595,13,Nov 20 1999,Sat,Boise State,45,@,Idaho,14,
596,13,Nov 20 1999,Sat,(25) Boston College,31,@,Notre Dame,29,
597,13,Nov 20 1999,Sat,Bowling Green,33,@,Central Florida,30,
598,13,Nov 20 1999,Sat,Central Michigan,27,@,Ball State,21,
599,13,Nov 20 1999,Sat,Clemson,31,@,South Carolina,21,
600,13,Nov 20 1999,Sat,(23) East Carolina,23,,North Carolina State,6,
601,13,Nov 20 1999,Sat,(1) Florida State,30,@,(3) Florida,23,
602,13,Nov 20 1999,Sat,Fresno State,63,,San Jose State,12,
603,13,Nov 20 1999,Sat,(21) Georgia,20,@,(16) Mississippi,17,
604,13,Nov 20 1999,Sat,Hawaii,48,,Navy,41,
605,13,Nov 20 1999,Sat,Houston,26,@,Army,14,
606,13,Nov 20 1999,Sat,Illinois,29,,Northwestern,7,
607,13,Nov 20 1999,Sat,Kansas,31,,Iowa State,28,
608,13,Nov 20 1999,Sat,(9) Kansas State,66,,Missouri,0,
609,13,Nov 20 1999,Sat,Louisiana,37,,Wofford,34,
610,13,Nov 20 1999,Sat,Memphis,21,@,Cincinnati,13,
611,13,Nov 20 1999,Sat,Miami (FL),55,,Rutgers,0,
612,13,Nov 20 1999,Sat,Miami (OH),43,,Buffalo,0,
613,13,Nov 20 1999,Sat,(10) Michigan,24,,Ohio State,17,
614,13,Nov 20 1999,Sat,(15) Michigan State,35,,(13) Penn State,28,
615,13,Nov 20 1999,Sat,Middle Tennessee State,24,,East Tennessee State,7,
616,13,Nov 20 1999,Sat,(17) Minnesota,25,@,Iowa,21,
617,13,Nov 20 1999,Sat,New Mexico State,22,,North Texas,9,
618,13,Nov 20 1999,Sat,North Carolina,38,,Duke,0,
619,13,Nov 20 1999,Sat,Northern Illinois,30,,Eastern Michigan,23,
620,13,Nov 20 1999,Sat,Oklahoma State,34,@,Baylor,14,
621,13,Nov 20 1999,Sat,Oregon,25,,Oregon State,14,
622,13,Nov 20 1999,Sat,(19) Purdue,30,@,Indiana,24,
623,13,Nov 20 1999,Sat,San Diego State,37,@,Nevada-Las Vegas,7,
624,13,Nov 20 1999,Sat,Southern California,17,,UCLA,7,
625,13,Nov 20 1999,Sat,Southern Methodist,28,@,Tulsa,14,
626,13,Nov 20 1999,Sat,(18) Southern Mississippi,30,@,Louisville,27,
627,13,Nov 20 1999,Sat,Stanford,31,,California,13,
628,13,Nov 20 1999,Sat,(7) Tennessee,56,@,Kentucky,21,
629,13,Nov 20 1999,Sat,Texas Christian,52,,Texas-El Paso,24,
630,13,Nov 20 1999,Sat,Texas Tech,38,,Oklahoma,28,
631,13,Nov 20 1999,Sat,Toledo,45,,Western Michigan,21,
632,13,Nov 20 1999,Sat,Utah,20,@,(19) Brigham Young,17,
633,13,Nov 20 1999,Sat,Utah State,37,@,Nevada,35,
634,13,Nov 20 1999,Sat,Virginia,34,@,Maryland,30,
635,13,Nov 20 1999,Sat,(2) Virginia Tech,62,@,Temple,7,
636,13,Nov 20 1999,Sat,Wake Forest,26,,(14) Georgia Tech,23,
637,13,Nov 20 1999,Sat,Washington,24,,Washington State,14,
638,13,Nov 20 1999,Sat,Wyoming,42,,New Mexico,28,
639,14,Nov 25 1999,Thu,(18) Mississippi State,23,,(23) Mississippi,20,
640,14,Nov 26 1999,Fri,Louisiana State,35,,(17) Arkansas,10,
641,14,Nov 26 1999,Fri,(12) Marshall,34,,Ohio,3,
642,14,Nov 26 1999,Fri,(3) Nebraska,33,@,Colorado,30,
643,14,Nov 26 1999,Fri,Southern California,45,,(25) Louisiana Tech,19,
644,14,Nov 26 1999,Fri,(24) Texas A&M,20,,(7) Texas,16,
645,14,Nov 26 1999,Fri,Texas Christian,21,,Southern Methodist,0,
646,14,Nov 26 1999,Fri,(2) Virginia Tech,38,,(22) Boston College,14,
647,14,Nov 27 1999,Sat,Arizona State,42,,Arizona,27,
648,14,Nov 27 1999,Sat,Colorado State,35,@,Nevada-Las Vegas,17,
649,14,Nov 27 1999,Sat,(20) Georgia Tech,51,,(16) Georgia,48,
650,14,Nov 27 1999,Sat,Miami (FL),45,,Syracuse,13,
651,14,Nov 27 1999,Sat,New Mexico,33,,Air Force,28,
652,14,Nov 27 1999,Sat,Oklahoma,44,,Oklahoma State,7,
653,14,Nov 27 1999,Sat,San Diego State,39,,Wyoming,7,
654,14,Nov 27 1999,Sat,Stanford,40,,Notre Dame,37,
655,14,Nov 27 1999,Sat,(6) Tennessee,38,,Vanderbilt,10,
656,14,Nov 27 1999,Sat,Utah State,34,@,North Texas,7,
657,14,Nov 27 1999,Sat,Washington State,22,@,Hawaii,14,
658,14,Nov 27 1999,Sat,West Virginia,52,@,Pittsburgh,21,
659,15,Dec 3 1999,Fri,(11) Marshall,34,,Western Michigan,30,MAC Championship (Huntington WV)
660,15,Dec 4 1999,Sat,(7) Alabama,34,N,(5) Florida,7,SEC Championship (Atlanta GA)
661,15,Dec 4 1999,Sat,(23) Miami (FL),55,,Temple,0,
662,15,Dec 4 1999,Sat,Navy,19,N,Army,9,
663,15,Dec 4 1999,Sat,(3) Nebraska,22,N,(12) Texas,6,Big 12 Championship (San Antonio TX)
664,16,Dec 18 1999,Sat,Utah,17,N,Fresno State,16,Las Vegas Bowl (Las Vegas NV)
665,17,Dec 22 1999,Wed,Texas Christian,28,N,(20) East Carolina,14,Mobile Alabama Bowl (Mobile AL)
666,17,Dec 25 1999,Sat,Hawaii,23,,Oregon State,17,Oahu Classic (Honolulu HI)
667,17,Dec 25 1999,Sat,Wake Forest,23,N,Arizona State,3,Aloha Classic (Honolulu HI)
668,17,Dec 27 1999,Mon,(11) Marshall,21,N,Brigham Young,3,Motor City Bowl (Pontiac MI)
669,18,Dec 28 1999,Tue,(13) Penn State,24,N,(18) Texas A&M,0,Alamo Bowl (San Antonio TX)
670,18,Dec 29 1999,Wed,(7) Kansas State,24,N,Washington,20,Holiday Bowl (San Diego CA)
671,18,Dec 29 1999,Wed,Syracuse,20,N,Kentucky,13,Music City Bowl (Nashville TN)
672,18,Dec 30 1999,Thu,Boise State,34,,Louisville,31,Humanitarian Bowl (Boise ID)
673,18,Dec 30 1999,Thu,Illinois,63,N,Virginia,21,Micron PC Bowl (Miami FL)
674,18,Dec 30 1999,Thu,(15) Mississippi State,17,N,Clemson,7,Peach Bowl (Atlanta GA)
675,18,Dec 31 1999,Fri,Colorado,62,N,(25) Boston College,28,Insight Bowl (Tucson AZ)
676,18,Dec 31 1999,Fri,Mississippi,27,N,Oklahoma,25,Independence Bowl (Shreveport LA)
677,18,Dec 31 1999,Fri,Oregon,24,N,(12) Minnesota,20,Sun Bowl (El Paso TX)
678,18,Dec 31 1999,Fri,(16) Southern Mississippi,23,N,Colorado State,17,Liberty Bowl (Memphis TN)
679,18,Jan 1 2000,Sat,(24) Arkansas,27,N,(14) Texas,6,Cotton Bowl (Dallas TX)
680,18,Jan 1 2000,Sat,(21) Georgia,28,N,(19) Purdue,25,Outback Bowl (Tampa FL)
681,18,Jan 1 2000,Sat,(23) Miami (FL),28,N,(17) Georgia Tech,13,Gator Bowl (Jacksonville FL)
682,18,Jan 1 2000,Sat,(8) Michigan,35,N,(5) Alabama,34,Orange Bowl (Miami FL)
683,18,Jan 1 2000,Sat,(9) Michigan State,37,N,(10) Florida,34,Citrus Bowl (Orlando FL)
684,18,Jan 1 2000,Sat,(4) Wisconsin,17,N,(22) Stanford,9,Rose Bowl (Pasadena CA)
685,18,Jan 2 2000,Sun,(3) Nebraska,31,N,(6) Tennessee,21,Fiesta Bowl (Tempe AZ)
686,19,Jan 4 2000,Tue,(1) Florida State,46,N,(2) Virginia Tech,29,Sugar Bowl (New Orleans LA)
