--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Wk,Date,Time,Day,Winner,Pts,,Loser,Pts,Notes
654,12,Nov 9 2019,3:30 PM,Sat,Virginia Tech,36,,(22) Wake Forest,17,Lane Stadium - Blacksburg Virginia
655,12,Nov 9 2019,12:00 PM,Sat,Western Kentucky,45,@,Arkansas,19,Donald W. Reynolds Razorback Stadium - Fayetteville Arkansas
656,12,Nov 9 2019,4:00 PM,Sat,(16) Wisconsin,24,,(18) Iowa,22,Camp Randall Stadium - Madison Wisconsin
657,13,Nov 12 2019,6:00 PM,Tue,Eastern Michigan,42,@,Akron,14,InfoCision Stadium - Akron Ohio
658,13,Nov 12 2019,6:30 PM,Tue,Western Michigan,37,@,Ohio,34,Peden Stadium - Athens Ohio
659,13,Nov 13 2019,8:00 PM,Wed,Miami (OH),44,,Bowling Green,3,Fred Yager Stadium - Oxford Ohio
660,13,Nov 13 2019,8:00 PM,Wed,Northern Illinois,31,@,Toledo,28,Glass Bowl - Toledo Ohio
661,13,Nov 14 2019,7:00 PM,Thu,Kent State,30,,Buffalo,27,Dix Stadium - Kent Ohio
662,13,Nov 14 2019,8:00 PM,Thu,Pittsburgh,34,,North Carolina,27,Heinz Field - Pittsburgh Pennsylvania
663,13,Nov 15 2019,7:00 PM,Fri,Marshall,31,,Louisiana Tech,10,
664,13,Nov 15 2019,7:00 PM,Fri,Marshall,31,,Louisiana Tech,10,Joan C. Edwards Stadium - Huntington West Virginia
665,13,Nov 15 2019,9:30 PM,Fri,San Diego State,17,,Fresno State,7,SDCCU Stadium - San Diego California
666,13,Nov 16 2019,7:00 PM,Sat,Air Force,38,@,Colorado State,21,Sonny Lubrick Field at Canvas Stadium - Fort Collins Colorado
667,13,Nov 16 2019,12:00 PM,Sat,(4) Alabama,38,@,Mississippi State,7,Davis Wade Stadium - Starkville Mississippi
668,13,Nov 16 2019,1:00 PM,Sat,Alabama-Birmingham,37,,Texas-El Paso,10,Legion Field - Birmingham Alabama
669,13,Nov 16 2019,7:30 PM,Sat,Appalachian State,56,@,Georgia State,27,Georgia State Stadium - Atlanta Georgia
670,13,Nov 16 2019,3:00 PM,Sat,Arkansas State,28,,Coastal Carolina,27,Centennial Bank Stadium - Jonesboro Arkansas
671,13,Nov 16 2019,12:00 PM,Sat,Army,47,,Virginia Military Institute,6,Michie Stadium - West Point New York
672,13,Nov 16 2019,10:15 PM,Sat,(19) Boise State,42,,New Mexico,9,Albertsons Stadium - Boise Idaho
673,13,Nov 16 2019,3:00 PM,Sat,Brigham Young,42,,Idaho State,10,LaVell Edwards Stadium - Provo Utah
674,13,Nov 16 2019,3:30 PM,Sat,Central Michigan,45,@,Ball State,44,Scheumann Stadium - Muncie Indiana
675,13,Nov 16 2019,7:00 PM,Sat,(17) Cincinnati,20,@,South Florida,17,Raymond James Stadium - Tampa Florida
676,13,Nov 16 2019,3:30 PM,Sat,(3) Clemson,52,,Wake Forest,3,Clemson Memorial Stadium - Clemson South Carolina
677,13,Nov 16 2019,,Sat,(11) Florida,23,@,Missouri,6,Memorial Stadium/Faurot Field - Columbia Missouri
678,13,Nov 16 2019,,Sat,Florida State,49,,Alabama State,12,Doak Campbell Stadium - Tallahassee Florida
679,13,Nov 16 2019,3:30 PM,Sat,(5) Georgia,21,@,(13) Auburn,14,Jordan-Hare Stadium - Auburn Alabama
680,13,Nov 16 2019,3:00 PM,Sat,Georgia Southern,51,,Louisiana-Monroe,29,Allen E. Paulson Stadium - Statesboro Georgia
681,13,Nov 16 2019,4:00 PM,Sat,Hawaii,21,@,Nevada-Las Vegas,7,Sam Boyd Stadium - Las Vegas Nevada
682,13,Nov 16 2019,4:00 PM,Sat,(23) Iowa,23,,(7) Minnesota,19,Kinnick Stadium - Iowa City Iowa
683,13,Nov 16 2019,3:30 PM,Sat,Iowa State,23,,(22) Texas,21,Jack Trice Stadium - Ames Iowa
684,13,Nov 16 2019,3:30 PM,Sat,Kentucky,38,@,Vanderbilt,14,Vanderbilt Stadium - Nashville Tennessee
685,13,Nov 16 2019,5:00 PM,Sat,Louisiana,37,@,South Alabama,27,Ladd-Peebles Stadium - Mobile Alabama
686,13,Nov 16 2019,7:00 PM,Sat,(1) Louisiana State,58,@,Mississippi,37,Vaught-Hemingway Stadium - Oxford Mississippi
687,13,Nov 16 2019,7:30 PM,Sat,Louisville,34,@,North Carolina State,20,Carter-Finley Stadium - Raleigh North Carolina
688,13,Nov 16 2019,3:30 PM,Sat,(18) Memphis,45,@,Houston,27,TDECU Stadium - Houston Texas
689,13,Nov 16 2019,12:00 PM,Sat,(14) Michigan,44,,Michigan State,10,Michigan Stadium - Ann Arbor Michigan
690,13,Nov 16 2019,4:00 PM,Sat,New Mexico State,41,,Incarnate Word,28,Aggie Memorial Stadium - Las Cruces New Mexico
691,13,Nov 16 2019,12:00 PM,Sat,Northwestern,45,,Massachusetts,6,Ryan Field - Evanston Illinois
692,13,Nov 16 2019,2:30 PM,Sat,(16) Notre Dame,52,,(21) Navy,20,Notre Dame Stadium - South Bend Indiana
693,13,Nov 16 2019,3:30 PM,Sat,(2) Ohio State,56,@,Rutgers,21,SHI Stadium - Piscataway New Jersey
694,13,Nov 16 2019,7:30 PM,Sat,(10) Oklahoma,34,@,(12) Baylor,31,McLane Stadium - Waco Texas
695,13,Nov 16 2019,12:00 PM,Sat,(25) Oklahoma State,31,,Kansas,13,Boone Pickens Stadium - Stillwater Oklahoma
696,13,Nov 16 2019,10:30 PM,Sat,(6) Oregon,34,,Arizona,6,Autzen Stadium - Eugene Oregon
697,13,Nov 16 2019,7:30 PM,Sat,Oregon State,35,,Arizona State,34,Reser Stadium - Corvallis Oregon
698,13,Nov 16 2019,12:00 PM,Sat,(9) Penn State,34,,(24) Indiana,27,Beaver Stadium - University Park Pennsylvania
699,13,Nov 16 2019,4:30 PM,Sat,Rice,31,@,Middle Tennessee State,28,Johnny "Red" Floyd Stadium - Murfreesboro Tennessee
700,13,Nov 16 2019,11:00 PM,Sat,Southern California,41,@,California,17,California Memorial Stadium - Berkeley California
701,13,Nov 16 2019,6:00 PM,Sat,Southern Mississippi,36,@,Texas-San Antonio,17,Alamodome - San Antonio Texas
702,13,Nov 16 2019,4:00 PM,Sat,Syracuse,49,@,Duke,6,Wallace Wade Stadium - Durham North Carolina
703,13,Nov 16 2019,,Sat,Temple,29,,Tulane,21,Lincoln Financial Field - Philadelphia Pennsylvania
704,13,Nov 16 2019,,Sat,Texas A&M,30,,South Carolina,6,Kyle Field - College Station Texas
705,13,Nov 16 2019,12:00 PM,Sat,Texas Christian,33,@,Texas Tech,31,Jones AT&T Stadium - Lubbock Texas
706,13,Nov 16 2019,,Sat,Troy,63,@,Texas State,27,Bobcat Stadium - San Marcos Texas
707,13,Nov 16 2019,,Sat,(8) Utah,49,,UCLA,3,Rice-Eccles Stadium - Salt Lake City Utah
708,13,Nov 16 2019,4:00 PM,Sat,Utah State,26,,Wyoming,21,Merlin Olsen Field at Maverik Stadium - Logan Utah
709,13,Nov 16 2019,3:30 PM,Sat,Virginia Tech,45,@,Georgia Tech,0,Bobby Dodd Stadium - Atlanta Georgia
710,13,Nov 16 2019,4:30 PM,Sat,Washington State,49,,Stanford,22,Martin Stadium - Pullman Washington
711,13,Nov 16 2019,3:30 PM,Sat,West Virginia,24,@,Kansas State,20,Bill Snyder Family Stadium - Manhattan Kansas
712,13,Nov 16 2019,12:00 PM,Sat,(15) Wisconsin,37,@,Nebraska,21,Memorial Stadium - Lincoln Nebraska
713,14,Nov 19 2019,7:30 PM,Tue,Eastern Michigan,45,@,Northern Illinois,17,Huskie Stadium - DeKalb Illinois
714,14,Nov 19 2019,7:30 PM,Tue,Ohio,66,@,Bowling Green,24,Doyt Perry Stadium - Bowling Green Ohio
715,14,Nov 20 2019,7:30 PM,Wed,Buffalo,49,,Toledo,30,UB Stadium - Buffalo New York
716,14,Nov 20 2019,7:30 PM,Wed,Miami (OH),20,,Akron,17,Fred Yager Stadium - Oxford Ohio
717,14,Nov 21 2019,8:00 PM,Thu,Georgia Tech,28,,North Carolina State,26,Bobby Dodd Stadium - Atlanta Georgia
718,14,Nov 22 2019,9:30 PM,Fri,Wyoming,17,,Colorado State,7,Jonah Field War Memorial Stadium - Laramie Wyoming
719,14,Nov 23 2019,2:00 PM,Sat,Air Force,44,@,New Mexico,22,Dreamstyle Stadium - Albuquerque New Mexico
720,14,Nov 23 2019,12:00 PM,Sat,(5) Alabama,66,,Western Carolina,3,Bryant-Denny Stadium - Tuscaloosa Alabama
721,14,Nov 23 2019,3:30 PM,Sat,Alabama-Birmingham,20,,Louisiana Tech,14,Legion Field - Birmingham Alabama
722,14,Nov 23 2019,2:30 PM,Sat,(23) Appalachian State,35,,Texas State,13,Kidd Brewer Stadium - Boone North Carolina
723,14,Nov 23 2019,8:30 PM,Sat,Arizona State,31,,(6) Oregon,28,Sun Devil Stadium - Tempe Arizona
724,14,Nov 23 2019,3:00 PM,Sat,Arkansas State,38,,Georgia Southern,33,Centennial Bank Stadium - Jonesboro Arkansas
725,14,Nov 23 2019,12:00 PM,Sat,(16) Auburn,52,,Samford,0,Jordan-Hare Stadium - Auburn Alabama
726,14,Nov 23 2019,3:30 PM,Sat,(13) Baylor,24,,Texas,10,McLane Stadium - Waco Texas
727,14,Nov 23 2019,10:30 PM,Sat,(20) Boise State,56,@,Utah State,21,Merlin Olsen Field at Maverik Stadium - Logan Utah
728,14,Nov 23 2019,2:00 PM,Sat,Brigham Young,56,@,Massachusetts,24,Warren McGuirk Alumni Stadium - Amherst Massachusetts
729,14,Nov 23 2019,4:00 PM,Sat,California,24,@,Stanford,20,Stanford Stadium - Stanford California
730,14,Nov 23 2019,12:00 PM,Sat,Central Florida,34,@,Tulane,31,Yulman Stadium - New Orleans Louisiana
731,14,Nov 23 2019,3:30 PM,Sat,Charlotte,24,,Marshall,13,Jerry Richardson Stadium - Charlotte North Carolina
732,14,Nov 23 2019,7:00 PM,Sat,(17) Cincinnati,15,,Temple,13,Nippert Stadium - Cincinnati Ohio
733,14,Nov 23 2019,10:00 PM,Sat,Colorado,20,,Washington,14,Folsom Field - Boulder Colorado
734,14,Nov 23 2019,12:00 PM,Sat,East Carolina,31,@,Connecticut,24,Pratt & Whitney Stadium at Rentschler Field - East Hartford Connecticut
735,14,Nov 23 2019,6:00 PM,Sat,Florida Atlantic,40,@,Texas-San Antonio,26,Alamodome - San Antonio Texas
736,14,Nov 23 2019,7:00 PM,Sat,Florida International,30,,Miami (FL),24,Marlins Park - Miami Florida
737,14,Nov 23 2019,4:30 PM,Sat,(4) Georgia,19,,(24) Texas A&M,13,Sanford Stadium - Athens Georgia
738,14,Nov 23 2019,2:00 PM,Sat,Georgia State,28,,South Alabama,15,Georgia State Stadium - Atlanta Georgia
739,14,Nov 23 2019,11:00 PM,Sat,Hawaii,14,,San Diego State,11,Aloha Stadium - Honolulu Hawaii
740,14,Nov 23 2019,7:30 PM,Sat,Houston,24,@,Tulsa,14,Skelly Field at H.A. Chapman Stadium - Tulsa Oklahoma
741,14,Nov 23 2019,12:00 PM,Sat,(19) Iowa,19,,Illinois,10,Kinnick Stadium - Iowa City Iowa
742,14,Nov 23 2019,12:00 PM,Sat,Iowa State,41,,Kansas,31,Jack Trice Stadium - Ames Iowa
743,14,Nov 23 2019,7:00 PM,Sat,Kansas State,30,@,Texas Tech,27,Jones AT&T Stadium - Lubbock Texas
744,14,Nov 23 2019,12:00 PM,Sat,Kent State,41,,Ball State,38,Dix Stadium - Kent Ohio
745,14,Nov 23 2019,3:30 PM,Sat,Kentucky,50,,Tennessee-Martin,7,Kroger Field - Lexington Kentucky
746,14,Nov 23 2019,5:00 PM,Sat,Louisiana,53,,Troy,3,Cajun Field - Lafayette Louisiana
747,14,Nov 23 2019,7:00 PM,Sat,(1) Louisiana State,56,,Arkansas,20,Tiger Stadium - Baton Rouge Louisiana
748,14,Nov 23 2019,5:00 PM,Sat,Louisiana-Monroe,45,,Coastal Carolina,42,Malone Stadium - Monroe Louisiana
749,14,Nov 23 2019,4:00 PM,Sat,Louisville,56,,Syracuse,34,Cardinal Stadium - Louisville Kentucky
750,14,Nov 23 2019,5:00 PM,Sat,(18) Memphis,49,@,South Florida,10,Raymond James Stadium - Tampa Florida
751,14,Nov 23 2019,3:30 PM,Sat,(12) Michigan,39,@,Indiana,14,Memorial Stadium "The Rock" - Bloomington Indiana
752,14,Nov 23 2019,12:00 PM,Sat,Michigan State,27,@,Rutgers,0,SHI Stadium - Piscataway New Jersey
753,14,Nov 23 2019,4:30 PM,Sat,Middle Tennessee State,38,,Old Dominion,17,Johnny "Red" Floyd Stadium - Murfreesboro Tennessee
754,14,Nov 23 2019,12:00 PM,Sat,(11) Minnesota,38,@,Northwestern,22,Ryan Field - Evanston Illinois
755,14,Nov 23 2019,7:30 PM,Sat,Mississippi State,45,,Abilene Christian,7,Davis Wade Stadium - Starkville Mississippi
756,14,Nov 23 2019,3:30 PM,Sat,Navy,35,,(21) Southern Methodist,28,Navy-Marine Corps Memorial Stadium - Annapolis Maryland
757,14,Nov 23 2019,3:30 PM,Sat,Nebraska,54,@,Maryland,7,Capital One Field at Maryland Stadium - College Park Maryland
758,14,Nov 23 2019,10:30 PM,Sat,Nevada,35,@,Fresno State,28,Bulldog Stadium - Fresno California
759,14,Nov 23 2019,4:00 PM,Sat,Nevada-Las Vegas,38,,San Jose State,35,Sam Boyd Stadium - Las Vegas Nevada
760,14,Nov 23 2019,4:00 PM,Sat,New Mexico State,44,,Texas-El Paso,35,Aggie Memorial Stadium - Las Cruces New Mexico
761,14,Nov 23 2019,3:30 PM,Sat,North Carolina,56,,Mercer,7,Kenan Memorial Stadium - Chapel Hill North Carolina
762,14,Nov 23 2019,2:30 PM,Sat,(15) Notre Dame,40,,Boston College,7,Notre Dame Stadium - South Bend Indiana
763,14,Nov 23 2019,12:00 PM,Sat,(2) Ohio State,28,,(9) Penn State,17,Ohio Stadium - Columbus Ohio
764,14,Nov 23 2019,8:00 PM,Sat,(8) Oklahoma,28,,Texas Christian,24,Gaylord Family - Oklahoma Memorial Stadium - Norman Oklahoma
765,14,Nov 23 2019,12:00 PM,Sat,(22) Oklahoma State,20,@,West Virginia,13,Mountaineer Field at Milan Puskar Stadium - Morgantown West Virginia
766,14,Nov 23 2019,3:30 PM,Sat,Rice,20,,North Texas,14,Rice Stadium - Houston Texas
767,14,Nov 23 2019,3:30 PM,Sat,Southern California,52,,UCLA,35,Los Angeles Memorial Coliseum - Los Angeles California
768,14,Nov 23 2019,7:30 PM,Sat,Tennessee,24,@,Missouri,20,Memorial Stadium/Faurot Field - Columbia Missouri
769,14,Nov 23 2019,10:00 PM,Sat,(7) Utah,35,@,Arizona,7,Arizona Stadium - Tucson Arizona
770,14,Nov 23 2019,3:30 PM,Sat,Vanderbilt,38,,East Tennessee State,0,Vanderbilt Stadium - Nashville Tennessee
771,14,Nov 23 2019,12:00 PM,Sat,Virginia,55,,Liberty,27,Scott Stadium - Charlottesville Virginia
772,14,Nov 23 2019,3:30 PM,Sat,(25) Virginia Tech,28,,Pittsburgh,0,Lane Stadium - Blacksburg Virginia
773,14,Nov 23 2019,7:30 PM,Sat,Wake Forest,39,,Duke,27,BB&T Field - Winston-Salem North Carolina
774,14,Nov 23 2019,9:00 PM,Sat,Washington State,54,,Oregon State,53,Martin Stadium - Pullman Washington
775,14,Nov 23 2019,3:30 PM,Sat,Western Kentucky,28,@,Southern Mississippi,10,M. M. Roberts Stadium - Hattiesburg Mississippi
776,14,Nov 23 2019,4:00 PM,Sat,(14) Wisconsin,45,,Purdue,24,Camp Randall Stadium - Madison Wisconsin
777,15,Nov 26 2019,7:00 PM,Tue,Northern Illinois,17,,Western Michigan,14,Huskie Stadium - DeKalb Illinois
778,15,Nov 26 2019,6:00 PM,Tue,Ohio,52,@,Akron,3,InfoCision Stadium - Akron Ohio
779,15,Nov 28 2019,7:30 PM,Thu,Mississippi State,21,,Mississippi,20,Davis Wade Stadium - Starkville Mississippi
780,15,Nov 29 2019,6:00 PM,Fri,(22) Appalachian State,48,@,Troy,13,
781,15,Nov 29 2019,6:00 PM,Fri,(22) Appalachian State,48,@,Troy,13,Veterans Memorial Stadium - Troy Alabama
782,15,Nov 29 2019,12:00 PM,Fri,Ball State,41,,Miami (OH),27,Scheumann Stadium - Muncie Indiana
783,15,Nov 29 2019,3:30 PM,Fri,(20) Boise State,31,@,Colorado State,24,Sonny Lubrick Field at Canvas Stadium - Fort Collins Colorado
784,15,Nov 29 2019,12:00 PM,Fri,Buffalo,49,,Bowling Green,7,UB Stadium - Buffalo New York
785,15,Nov 29 2019,8:00 PM,Fri,Central Florida,34,,South Florida,7,Spectrum Stadium - Orlando Florida
786,15,Nov 29 2019,12:00 PM,Fri,Central Michigan,49,,Toledo,7,Kelly/Shorts Stadium - Mount Pleasant Michigan
787,15,Nov 29 2019,2:30 PM,Fri,(19) Iowa,27,@,Nebraska,24,Memorial Stadium - Lincoln Nebraska
788,15,Nov 29 2019,12:00 PM,Fri,Kent State,34,@,Eastern Michigan,26,Rynearson Stadium - Ypsilanti Michigan
789,15,Nov 29 2019,,Fri,(17) Memphis,34,,(18) Cincinnati,24,Liberty Bowl Memorial Stadium - Memphis Tennessee
790,15,Nov 29 2019,2:30 PM,Fri,Missouri,24,@,Arkansas,14,
791,15,Nov 29 2019,2:30 PM,Fri,Missouri,24,@,Arkansas,14,War Memorial Stadium - Little Rock Arkansas
792,15,Nov 29 2019,5:00 PM,Fri,South Alabama,34,,Arkansas State,30,
793,15,Nov 29 2019,5:00 PM,Fri,South Alabama,34,,Arkansas State,30,Ladd-Peebles Stadium - Mobile Alabama
794,15,Nov 29 2019,12:00 PM,Fri,Texas,49,,Texas Tech,24,Darrell K Royal-Texas Memorial Stadium - Austin Texas
795,15,Nov 29 2019,12:00 PM,Fri,Virginia,39,,(23) Virginia Tech,30,Scott Stadium - Charlottesville Virginia
796,15,Nov 29 2019,4:00 PM,Fri,Washington,31,,Washington State,13,Husky Stadium - Seattle Washington
797,15,Nov 29 2019,3:30 PM,Fri,West Virginia,20,@,Texas Christian,17,Amon G. Carter Stadium - Fort Worth Texas
798,15,Nov 30 2019,2:00 PM,Sat,Air Force,20,,Wyoming,6,Falcon Stadium - Colorado Springs Colorado
799,15,Nov 30 2019,4:00 PM,Sat,Alabama-Birmingham,26,@,North Texas,21,Apogee Stadium - Denton Texas
800,15,Nov 30 2019,10:00 PM,Sat,Arizona State,24,,Arizona,14,Sun Devil Stadium - Tempe Arizona
801,15,Nov 30 2019,10:00 PM,Sat,Arizona State,24,,Arizona,14,
802,15,Nov 30 2019,3:30 PM,Sat,(16) Auburn,48,,(5) Alabama,45,Jordan-Hare Stadium - Auburn Alabama
803,15,Nov 30 2019,3:30 PM,Sat,(11) Baylor,61,@,Kansas,6,David Booth Kansas Memorial Stadium - Lawrence Kansas
804,15,Nov 30 2019,3:30 PM,Sat,Boston College,26,@,Pittsburgh,19,Heinz Field - Pittsburgh Pennsylvania
805,15,Nov 30 2019,10:30 PM,Sat,California,28,@,UCLA,18,Rose Bowl - Pasadena California
806,15,Nov 30 2019,2:00 PM,Sat,Charlotte,38,@,Old Dominion,22,Foreman Field at S.B. Ballard Stadium - Norfolk Virginia
807,15,Nov 30 2019,12:00 PM,Sat,(3) Clemson,38,@,South Carolina,3,Williams-Brice Stadium - Columbia South Carolina
808,15,Nov 30 2019,12:00 PM,Sat,Coastal Carolina,24,,Texas State,21,Brooks Stadium - Conway South Carolina
809,15,Nov 30 2019,3:30 PM,Sat,Duke,27,,Miami (FL),17,Wallace Wade Stadium - Durham North Carolina
810,15,Nov 30 2019,7:30 PM,Sat,(8) Florida,40,,Florida State,17,Ben Hill Griffin Stadium - Gainesville Florida
811,15,Nov 30 2019,3:30 PM,Sat,Florida Atlantic,34,,Southern Mississippi,17,FAU Football Stadium - Boca Raton Florida
812,15,Nov 30 2019,12:00 PM,Sat,(4) Georgia,52,@,Georgia Tech,7,Bobby Dodd Stadium - Atlanta Georgia
813,15,Nov 30 2019,6:00 PM,Sat,Georgia Southern,38,,Georgia State,10,Allen E. Paulson Stadium - Statesboro Georgia
814,15,Nov 30 2019,11:59 PM,Sat,Hawaii,52,,Army,31,Aloha Stadium - Honolulu Hawaii
815,15,Nov 30 2019,12:00 PM,Sat,Indiana,44,@,Purdue,41,Ross-Ade Stadium - West Lafayette Indiana
816,15,Nov 30 2019,7:00 PM,Sat,Kansas State,27,,Iowa State,17,Bill Snyder Family Stadium - Manhattan Kansas
817,15,Nov 30 2019,12:00 PM,Sat,Kentucky,45,,Louisville,13,Kroger Field - Lexington Kentucky
818,15,Nov 30 2019,2:00 PM,Sat,Liberty,49,,New Mexico State,28,Williams Stadium - Lynchburg Virginia
819,15,Nov 30 2019,7:30 PM,Sat,Louisiana,31,,Louisiana-Monroe,30,Cajun Field - Lafayette Louisiana
820,15,Nov 30 2019,7:00 PM,Sat,(1) Louisiana State,50,,Texas A&M,7,Tiger Stadium - Baton Rouge Louisiana
821,15,Nov 30 2019,3:30 PM,Sat,Louisiana Tech,41,,Texas-San Antonio,27,Joe Aillet Stadium - Ruston Louisiana
822,15,Nov 30 2019,12:00 PM,Sat,Marshall,30,,Florida International,27,Joan C. Edwards Stadium - Huntington West Virginia
823,15,Nov 30 2019,3:30 PM,Sat,Michigan State,19,,Maryland,16,Spartan Stadium - East Lansing Michigan
824,15,Nov 30 2019,6:00 PM,Sat,(24) Navy,56,@,Houston,41,TDECU Stadium - Houston Texas
825,15,Nov 30 2019,3:00 PM,Sat,Nevada-Las Vegas,33,@,Nevada,30,MacKay Stadium - Reno Nevada
826,15,Nov 30 2019,7:00 PM,Sat,North Carolina,41,@,North Carolina State,10,Carter-Finley Stadium - Raleigh North Carolina
827,15,Nov 30 2019,1:00 PM,Sat,Northwestern,29,@,Illinois,10,Memorial Stadium - Champaign Illinois
828,15,Nov 30 2019,4:00 PM,Sat,(15) Notre Dame,45,@,Stanford,24,Stanford Stadium - Stanford California
829,15,Nov 30 2019,12:00 PM,Sat,(2) Ohio State,56,@,(10) Michigan,27,Michigan Stadium - Ann Arbor Michigan
830,15,Nov 30 2019,8:00 PM,Sat,(7) Oklahoma,34,@,(21) Oklahoma State,16,Boone Pickens Stadium - Stillwater Oklahoma
831,15,Nov 30 2019,4:00 PM,Sat,(14) Oregon,24,,Oregon State,10,Autzen Stadium - Eugene Oregon
832,15,Nov 30 2019,3:30 PM,Sat,(12) Penn State,27,,Rutgers,6,Beaver Stadium - University Park Pennsylvania
833,15,Nov 30 2019,3:00 PM,Sat,Rice,30,@,Texas-El Paso,16,Sun Bowl - El Paso Texas
834,15,Nov 30 2019,9:00 PM,Sat,San Diego State,13,,Brigham Young,3,SDCCU Stadium - San Diego California
835,15,Nov 30 2019,10:30 PM,Sat,San Jose State,17,,Fresno State,16,CEFCU Stadium - San Jose California
836,15,Nov 30 2019,4:00 PM,Sat,Southern Methodist,37,,Tulane,20,Gerald J. Ford Stadium - Dallas Texas
837,15,Nov 30 2019,12:30 PM,Sat,Syracuse,39,,Wake Forest,30,Carrier Dome - Syracuse New York
838,15,Nov 30 2019,,Sat,Temple,49,,Connecticut,17,Lincoln Financial Field - Philadelphia Pennsylvania
839,15,Nov 30 2019,4:00 PM,Sat,Tennessee,28,,Vanderbilt,10,Neyland Stadium - Knoxville Tennessee
840,15,Nov 30 2019,1:00 PM,Sat,Tulsa,49,@,East Carolina,24,Dowdy-Ficklen Stadium - Greenville North Carolina
841,15,Nov 30 2019,7:30 PM,Sat,(6) Utah,45,,Colorado,15,Rice-Eccles Stadium - Salt Lake City Utah
842,15,Nov 30 2019,4:00 PM,Sat,Utah State,38,@,New Mexico,25,Dreamstyle Stadium - Albuquerque New Mexico
843,15,Nov 30 2019,2:00 PM,Sat,Western Kentucky,31,,Middle Tennessee State,26,Houchens Industries-L.T. Smith Stadium - Bowling Green Kentucky
844,15,Nov 30 2019,3:30 PM,Sat,(13) Wisconsin,38,@,(9) Minnesota,17,TCF Bank Stadium - Minneapolis Minnesota
845,16,Dec 6 2019,8:00 PM,Fri,(13) Oregon,37,N,(5) Utah,15,Pac-12 Championship (Santa Clara CA)
846,16,Dec 7 2019,12:00 PM,Sat,(20) Appalachian State,45,,Louisiana,38,Sun Belt Championship (Boone NC)
847,16,Dec 7 2019,4:00 PM,Sat,(19) Boise State,31,,Hawaii,10,MWC Championship (Boise ID)
848,16,Dec 7 2019,7:30 PM,Sat,(3) Clemson,62,N,(22) Virginia,17,ACC Championship (Charlotte NC)
849,16,Dec 7 2019,1:30 PM,Sat,Florida Atlantic,49,,Alabama-Birmingham,6,Conference USA Championship (Boca Raton FL)
850,16,Dec 7 2019,4:00 PM,Sat,(1) Louisiana State,37,N,(4) Georgia,10,SEC Championship (Atlanta GA)
851,16,Dec 7 2019,3:30 PM,Sat,(16) Memphis,29,,(21) Cincinnati,24,American Athletic Conference Championship (Memphis TN)
852,16,Dec 7 2019,12:00 PM,Sat,Miami (OH),26,N,Central Michigan,21,MAC Championship (Detroit MI)
853,16,Dec 7 2019,8:00 PM,Sat,(2) Ohio State,34,N,(10) Wisconsin,21,Big Ten Championship (Indianapolis IN)
854,16,Dec 7 2019,12:00 PM,Sat,(6) Oklahoma,30,N,(8) Baylor,23,Big 12 Championship (Arlington TX)
855,17,Dec 14 2019,3:00 PM,Sat,(21) Navy,31,N,Army,7,Lincoln Financial Field - Philadelphia Pennsylvania
856,18,Dec 20 2019,2:00 PM,Fri,Buffalo,31,N,Charlotte,9,Bahamas Bowl (Thomas A. Robinson Stadium - Nassau BHS)
857,18,Dec 20 2019,7:30 PM,Fri,Kent State,51,N,Utah State,41,Frisco Bowl (Toyota Stadium - Frisco Texas)
858,18,Dec 21 2019,9:00 PM,Sat,(20) Appalachian State,31,N,Alabama-Birmingham,17,New Orleans Bowl (Mercedes-Benz Superdome - New Orleans Louisiana)
859,18,Dec 21 2019,5:30 PM,Sat,Arkansas State,34,N,Florida International,26,Camellia Bowl (Cramton Bowl - Montgomery Alabama)
860,18,Dec 21 2019,,Sat,Florida Atlantic,52,N,Southern Methodist,28,Boca Raton Bowl (FAU Football Stadium - Boca Raton Florida)
861,18,Dec 21 2019,2:30 PM,Sat,Liberty,23,N,Georgia Southern,16,Cure Bowl (Exploria Stadium - Orlando Florida)
862,18,Dec 21 2019,2:00 PM,Sat,San Diego State,48,N,Central Michigan,11,New Mexico Bowl (Dreamstyle Stadium - Albuquerque New Mexico)
863,18,Dec 21 2019,7:30 PM,Sat,Washington,38,N,(18) Boise State,7,Las Vegas Bowl (Sam Boyd Stadium - Las Vegas Nevada)
864,18,Dec 23 2019,2:30 PM,Mon,Central Florida,48,N,Marshall,25,Gasparilla Bowl (Raymond James Stadium - Tampa Florida)
865,19,Dec 24 2019,8:00 PM,Tue,Hawaii,38,N,Brigham Young,34,Hawaii Bowl (Aloha Stadium - Honolulu Hawaii)
866,19,Dec 26 2019,4:00 PM,Thu,Louisiana Tech,14,N,Miami (FL),0,Independence Bowl (Independence Stadium - Shreveport Louisiana)
867,19,Dec 26 2019,8:00 PM,Thu,Pittsburgh,34,N,Eastern Michigan,30,Quick Lane Bowl (Ford Field - Detroit Michigan)
868,19,Dec 27 2019,10:15 PM,Fri,(24) Air Force,31,N,Washington State,21,Cheez-It Bowl (Chase Field - Phoenix Arizona)
869,19,Dec 27 2019,8:00 PM,Fri,(19) Iowa,49,N,(22) Southern California,24,Holiday Bowl (SDCCU Stadium - San Diego California)
870,19,Dec 27 2019,3:20 PM,Fri,Michigan State,27,N,Wake Forest,21,Pinstripe Bowl (Yankee Stadium - New York New York)
