Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT,TeamAPRank,OppAPRank
2010-09-04,2010,R,,oregon-state,texas-christian,A,21,30,0,24.0,6.0
2010-09-04,2010,R,,texas-el-paso,arkansas-pine-bluff,H,31,10,0,,
2010-09-04,2010,R,,arkansas-pine-bluff,texas-el-paso,A,10,31,0,,
2010-09-04,2010,R,,troy,bowling-green,H,30,27,0,,
2010-09-04,2010,R,,bowling-green,troy,A,27,30,0,,
2010-09-04,2010,R,,virginia,richmond,H,34,13,0,,
2010-09-04,2010,R,,richmond,virginia,A,13,34,0,,
2010-09-04,2010,R,,west-virginia,coastal-carolina,H,31,0,0,25.0,
2010-09-04,2010,R,,coastal-carolina,west-virginia,A,0,31,0,,25.0
2010-09-04,2010,R,,wisconsin,nevada-las-vegas,A,41,21,0,12.0,
2010-09-04,2010,R,,nevada-las-vegas,wisconsin,H,21,41,0,,12.0
2010-09-04,2010,R,,wyoming,southern-utah,H,28,20,0,,
2010-09-04,2010,R,,southern-utah,wyoming,A,20,28,0,,
2010-09-05,2010,R,,east-carolina,tulsa,H,51,49,0,,
2010-09-05,2010,R,,tulsa,east-carolina,A,49,51,0,,
2010-09-05,2010,R,,texas-tech,southern-methodist,H,35,27,0,,
2010-09-05,2010,R,,southern-methodist,texas-tech,A,27,35,0,,
2010-09-06,2010,R,,boise-state,virginia-tech,A,33,30,0,3.0,13.0
2010-09-06,2010,R,,virginia-tech,boise-state,H,30,33,0,13.0,3.0
2010-09-06,2010,R,,maryland,navy,N,17,14,0,,
2010-09-06,2010,R,,navy,maryland,N,14,17,0,,
2010-09-09,2010,R,,auburn,mississippi-state,A,17,14,0,21.0,
2010-09-09,2010,R,,mississippi-state,auburn,H,14,17,0,,21.0
2010-09-09,2010,R,,temple,central-michigan,H,13,10,0,,
2010-09-09,2010,R,,central-michigan,temple,A,10,13,0,,
2010-09-10,2010,R,,houston,texas-el-paso,H,54,24,0,,
2010-09-10,2010,R,,texas-el-paso,houston,A,24,54,0,,
2010-09-10,2010,R,,west-virginia,marshall,A,24,21,0,23.0,
2010-09-10,2010,R,,marshall,west-virginia,H,21,24,0,,23.0
2010-09-11,2010,R,,air-force,brigham-young,H,35,14,0,,
2010-09-11,2010,R,,brigham-young,air-force,A,14,35,0,,
2010-09-11,2010,R,,alabama,penn-state,H,24,3,0,1.0,18.0
2010-09-11,2010,R,,penn-state,alabama,A,3,24,0,18.0,1.0
2010-09-11,2010,R,,arizona,citadel,H,52,6,0,,
2010-09-11,2010,R,,citadel,arizona,A,6,52,0,,
2010-09-11,2010,R,,arizona-state,northern-arizona,H,41,20,0,,
2010-09-11,2010,R,,northern-arizona,arizona-state,A,20,41,0,,
2010-09-11,2010,R,,arkansas,louisiana-monroe,N,31,7,0,14.0,
2010-09-11,2010,R,,louisiana-monroe,arkansas,N,7,31,0,,14.0
2010-09-11,2010,R,,baylor,buffalo,H,34,6,0,,
2010-09-11,2010,R,,buffalo,baylor,A,6,34,0,,
2010-09-11,2010,R,,boston-college,kent-state,H,26,13,0,,
2010-09-11,2010,R,,kent-state,boston-college,A,13,26,0,,
2010-09-11,2010,R,,california,colorado,H,52,7,0,,
2010-09-11,2010,R,,colorado,california,A,7,52,0,,
2010-09-11,2010,R,,cincinnati,indiana-state,H,40,7,0,,
2010-09-11,2010,R,,indiana-state,cincinnati,A,7,40,0,,
2010-09-11,2010,R,,clemson,presbyterian,H,58,21,0,,
2010-09-11,2010,R,,presbyterian,clemson,A,21,58,0,,
2010-09-11,2010,R,,connecticut,texas-southern,H,62,3,0,,
2010-09-11,2010,R,,texas-southern,connecticut,A,3,62,0,,
2010-09-11,2010,R,,east-carolina,memphis,H,49,27,0,,
2010-09-11,2010,R,,memphis,east-carolina,A,27,49,0,,
2010-09-11,2010,R,,florida,south-florida,H,38,14,0,8.0,
2010-09-11,2010,R,,south-florida,florida,A,14,38,0,,8.0
2010-09-11,2010,R,,gardner-webb,akron,A,38,37,0,,
2010-09-11,2010,R,,akron,gardner-webb,H,37,38,0,,
2010-09-11,2010,R,,hawaii,army,A,31,28,0,,
2010-09-11,2010,R,,army,hawaii,H,28,31,0,,
2010-09-11,2010,R,,illinois,southern-illinois,H,35,3,0,,
2010-09-11,2010,R,,southern-illinois,illinois,A,3,35,0,,
2010-09-11,2010,R,,iowa,iowa-state,H,35,7,0,9.0,
2010-09-11,2010,R,,iowa-state,iowa,A,7,35,0,,9.0
2010-09-11,2010,R,,james-madison,virginia-tech,A,21,16,0,,13.0
2010-09-11,2010,R,,virginia-tech,james-madison,H,16,21,0,13.0,
2010-09-11,2010,R,,kansas,georgia-tech,H,28,25,0,,15.0
2010-09-11,2010,R,,georgia-tech,kansas,A,25,28,0,15.0,
2010-09-11,2010,R,,kansas-state,missouri-state,H,48,24,0,,
2010-09-11,2010,R,,missouri-state,kansas-state,A,24,48,0,,
2010-09-11,2010,R,,kentucky,western-kentucky,H,63,28,0,,
2010-09-11,2010,R,,western-kentucky,kentucky,A,28,63,0,,
2010-09-11,2010,R,,liberty,ball-state,A,27,23,0,,
2010-09-11,2010,R,,ball-state,liberty,H,23,27,0,,
2010-09-11,2010,R,,louisiana,arkansas-state,H,31,24,0,,
2010-09-11,2010,R,,arkansas-state,louisiana,A,24,31,0,,
2010-09-11,2010,R,,louisiana-state,vanderbilt,A,27,3,0,19.0,
2010-09-11,2010,R,,vanderbilt,louisiana-state,H,3,27,0,,19.0
2010-09-11,2010,R,,louisville,eastern-kentucky,H,23,13,0,,
2010-09-11,2010,R,,eastern-kentucky,louisville,A,13,23,0,,
2010-09-11,2010,R,,maryland,morgan-state,H,62,3,0,,
2010-09-11,2010,R,,morgan-state,maryland,A,3,62,0,,
2010-09-11,2010,R,,miami-oh,eastern-michigan,H,28,21,0,,
2010-09-11,2010,R,,eastern-michigan,miami-oh,A,21,28,0,,
2010-09-11,2010,R,,michigan,notre-dame,A,28,24,0,,
2010-09-11,2010,R,,notre-dame,michigan,H,24,28,0,,
2010-09-11,2010,R,,michigan-state,florida-atlantic,H,30,17,0,,
2010-09-11,2010,R,,florida-atlantic,michigan-state,A,17,30,0,,
2010-09-11,2010,R,,michigan-state,florida-atlantic,N,30,17,0,,
2010-09-11,2010,R,,florida-atlantic,michigan-state,N,17,30,0,,
2010-09-11,2010,R,,middle-tennessee-state,austin-peay,H,56,33,0,,
2010-09-11,2010,R,,austin-peay,middle-tennessee-state,A,33,56,0,,
2010-09-11,2010,R,,mississippi,tulane,A,27,13,0,,
2010-09-11,2010,R,,tulane,mississippi,H,13,27,0,,
2010-09-11,2010,R,,missouri,mcneese-state,H,50,6,0,,
2010-09-11,2010,R,,mcneese-state,missouri,A,6,50,0,,
2010-09-11,2010,R,,navy,georgia-southern,H,13,7,0,,
2010-09-11,2010,R,,georgia-southern,navy,A,7,13,0,,
2010-09-11,2010,R,,nebraska,idaho,H,38,17,0,6.0,
2010-09-11,2010,R,,idaho,nebraska,A,17,38,0,,6.0
2010-09-11,2010,R,,nevada,colorado-state,H,51,6,0,,
2010-09-11,2010,R,,colorado-state,nevada,A,6,51,0,,
2010-09-11,2010,R,,north-carolina-state,central-florida,A,28,21,0,,
2010-09-11,2010,R,,central-florida,north-carolina-state,H,21,28,0,,
2010-09-11,2010,R,,northern-illinois,north-dakota,H,23,17,0,,
2010-09-11,2010,R,,north-dakota,northern-illinois,A,17,23,0,,
2010-09-11,2010,R,,northwestern,illinois-state,H,37,3,0,,
2010-09-11,2010,R,,illinois-state,northwestern,A,3,37,0,,
2010-09-11,2010,R,,ohio-state,miami-fl,H,36,24,0,2.0,12.0
2010-09-11,2010,R,,miami-fl,ohio-state,A,24,36,0,12.0,2.0
2010-09-11,2010,R,,oklahoma,florida-state,H,47,17,0,10.0,17.0
2010-09-11,2010,R,,florida-state,oklahoma,A,17,47,0,17.0,10.0
2010-09-11,2010,R,,oklahoma-state,troy,H,41,38,0,,
2010-09-11,2010,R,,troy,oklahoma-state,A,38,41,0,,
2010-09-11,2010,R,,oregon,tennessee,A,48,13,0,7.0,
2010-09-11,2010,R,,tennessee,oregon,H,13,48,0,,7.0
2010-09-11,2010,R,,pittsburgh,new-hampshire,H,38,16,0,,
2010-09-11,2010,R,,new-hampshire,pittsburgh,A,16,38,0,,
2010-09-11,2010,R,,purdue,western-illinois,H,31,21,0,,
2010-09-11,2010,R,,western-illinois,purdue,A,21,31,0,,
2010-09-11,2010,R,,rice,north-texas,A,32,31,0,,
2010-09-11,2010,R,,north-texas,rice,H,31,32,0,,
2010-09-11,2010,R,,rutgers,florida-international,A,19,14,0,,
2010-09-11,2010,R,,florida-international,rutgers,H,14,19,0,,
2010-09-11,2010,R,,san-diego-state,new-mexico-state,A,41,21,0,,
2010-09-11,2010,R,,new-mexico-state,san-diego-state,H,21,41,0,,
2010-09-11,2010,R,,south-carolina,georgia,H,17,6,0,24.0,22.0
2010-09-11,2010,R,,georgia,south-carolina,A,6,17,0,22.0,24.0
2010-09-11,2010,R,,south-dakota,minnesota,A,41,38,0,,
2010-09-11,2010,R,,minnesota,south-dakota,H,38,41,0,,
2010-09-11,2010,R,,southern-california,virginia,H,17,14,0,16.0,
2010-09-11,2010,R,,virginia,southern-california,A,14,17,0,,16.0
2010-09-11,2010,R,,southern-methodist,alabama-birmingham,H,28,7,0,,
2010-09-11,2010,R,,alabama-birmingham,southern-methodist,A,7,28,0,,
2010-09-11,2010,R,,southern-mississippi,prairie-view-a-m,H,34,7,0,,
2010-09-11,2010,R,,prairie-view-a-m,southern-mississippi,A,7,34,0,,
2010-09-11,2010,R,,stanford,ucla,A,35,0,0,25.0,
2010-09-11,2010,R,,ucla,stanford,H,0,35,0,,25.0
2010-09-11,2010,R,,texas,wyoming,H,34,7,0,5.0,
2010-09-11,2010,R,,wyoming,texas,A,7,34,0,,5.0
2010-09-11,2010,R,,texas-a-m,louisiana-tech,H,48,16,0,,
2010-09-11,2010,R,,louisiana-tech,texas-a-m,A,16,48,0,,
2010-09-11,2010,R,,texas-christian,tennessee-tech,H,62,7,0,4.0,
2010-09-11,2010,R,,tennessee-tech,texas-christian,A,7,62,0,,4.0
2010-09-11,2010,R,,texas-tech,new-mexico,A,52,17,0,,
2010-09-11,2010,R,,new-mexico,texas-tech,H,17,52,0,,
2010-09-11,2010,R,,toledo,ohio,A,20,13,0,,
2010-09-11,2010,R,,ohio,toledo,H,13,20,0,,
2010-09-11,2010,R,,tulsa,bowling-green,H,33,20,0,,
2010-09-11,2010,R,,bowling-green,tulsa,A,20,33,0,,
2010-09-11,2010,R,,utah,nevada-las-vegas,H,38,10,0,20.0,
2010-09-11,2010,R,,nevada-las-vegas,utah,A,10,38,0,,20.0
2010-09-11,2010,R,,utah-state,idaho-state,H,38,17,0,,
2010-09-11,2010,R,,idaho-state,utah-state,A,17,38,0,,
2010-09-11,2010,R,,wake-forest,duke,H,54,48,0,,
2010-09-11,2010,R,,duke,wake-forest,A,48,54,0,,
2010-09-11,2010,R,,washington,syracuse,H,41,20,0,,
2010-09-11,2010,R,,syracuse,washington,A,20,41,0,,
2010-09-11,2010,R,,washington-state,montana-state,H,23,22,0,,
2010-09-11,2010,R,,montana-state,washington-state,A,22,23,0,,
2010-09-11,2010,R,,western-michigan,nicholls-state,H,49,14,0,,
2010-09-11,2010,R,,nicholls-state,western-michigan,A,14,49,0,,
2010-09-11,2010,R,,wisconsin,san-jose-state,H,27,14,0,11.0,
2010-09-11,2010,R,,san-jose-state,wisconsin,A,14,27,0,,11.0
2010-09-16,2010,R,,north-carolina-state,cincinnati,H,30,19,0,,
2010-09-16,2010,R,,cincinnati,north-carolina-state,A,19,30,0,,
2010-09-17,2010,R,,nevada,california,H,52,31,0,,
2010-09-17,2010,R,,california,nevada,A,31,52,0,,
2010-09-17,2010,R,,southern-mississippi,kansas,H,31,16,0,,
2010-09-17,2010,R,,kansas,southern-mississippi,A,16,31,0,,
2010-09-18,2010,R,,alabama,duke,A,62,13,0,1.0,
2010-09-18,2010,R,,duke,alabama,H,13,62,0,,1.0
2010-09-18,2010,R,,alabama-birmingham,troy,H,34,33,0,,
2010-09-18,2010,R,,troy,alabama-birmingham,A,33,34,0,,
2010-09-18,2010,R,,arizona,iowa,H,34,27,0,24.0,9.0
2010-09-18,2010,R,,iowa,arizona,A,27,34,0,9.0,24.0
2010-09-18,2010,R,,arkansas,georgia,A,31,24,0,12.0,
2010-09-18,2010,R,,georgia,arkansas,H,24,31,0,,12.0
2010-09-18,2010,R,,arkansas-state,louisiana-monroe,H,34,20,0,,
2010-09-18,2010,R,,louisiana-monroe,arkansas-state,A,20,34,0,,
2010-09-18,2010,R,,army,north-texas,H,24,0,0,,
2010-09-18,2010,R,,north-texas,army,A,0,24,0,,
2010-09-18,2010,R,,auburn,clemson,H,27,24,0,16.0,
2010-09-18,2010,R,,clemson,auburn,A,24,27,0,,16.0
2010-09-18,2010,R,,boise-state,wyoming,A,51,6,0,3.0,
2010-09-18,2010,R,,wyoming,boise-state,H,6,51,0,,3.0
2010-09-18,2010,R,,bowling-green,marshall,H,44,28,0,,
2010-09-18,2010,R,,marshall,bowling-green,A,28,44,0,,
2010-09-18,2010,R,,central-florida,buffalo,A,24,10,0,,
2010-09-18,2010,R,,buffalo,central-florida,H,10,24,0,,
2010-09-18,2010,R,,central-michigan,eastern-michigan,A,52,14,0,,
2010-09-18,2010,R,,eastern-michigan,central-michigan,H,14,52,0,,
2010-09-18,2010,R,,colorado,hawaii,H,31,13,0,,
2010-09-18,2010,R,,hawaii,colorado,A,13,31,0,,
2010-09-18,2010,R,,florida,tennessee,A,31,17,0,10.0,
2010-09-18,2010,R,,tennessee,florida,H,17,31,0,,10.0
2010-09-18,2010,R,,florida-state,brigham-young,H,34,10,0,,
2010-09-18,2010,R,,brigham-young,florida-state,A,10,34,0,,
2010-09-18,2010,R,,fresno-state,utah-state,A,41,24,0,,
2010-09-18,2010,R,,utah-state,fresno-state,H,24,41,0,,
2010-09-18,2010,R,,georgia-tech,north-carolina,A,30,24,0,,
2010-09-18,2010,R,,north-carolina,georgia-tech,H,24,30,0,,
2010-09-18,2010,R,,idaho,nevada-las-vegas,H,30,7,0,,
2010-09-18,2010,R,,nevada-las-vegas,idaho,A,7,30,0,,
2010-09-18,2010,R,,illinois,northern-illinois,H,28,22,0,,
2010-09-18,2010,R,,northern-illinois,illinois,A,22,28,0,,
2010-09-18,2010,R,,indiana,western-kentucky,A,38,21,0,,
2010-09-18,2010,R,,western-kentucky,indiana,H,21,38,0,,
2010-09-18,2010,R,,kansas-state,iowa-state,H,27,20,0,,
2010-09-18,2010,R,,iowa-state,kansas-state,A,20,27,0,,
2010-09-18,2010,R,,kentucky,akron,H,47,10,0,,
2010-09-18,2010,R,,akron,kentucky,A,10,47,0,,
2010-09-18,2010,R,,louisiana-state,mississippi-state,H,29,7,0,15.0,
2010-09-18,2010,R,,mississippi-state,louisiana-state,A,7,29,0,,15.0
2010-09-18,2010,R,,memphis,middle-tennessee-state,H,24,17,0,,
2010-09-18,2010,R,,middle-tennessee-state,memphis,A,17,24,0,,
2010-09-18,2010,R,,miami-oh,colorado-state,H,31,10,0,,
2010-09-18,2010,R,,colorado-state,miami-oh,A,10,31,0,,
2010-09-18,2010,R,,michigan,massachusetts,H,42,37,0,20.0,
2010-09-18,2010,R,,massachusetts,michigan,A,37,42,0,,20.0
2010-09-18,2010,R,,michigan-state,notre-dame,H,34,31,0,,
2010-09-18,2010,R,,notre-dame,michigan-state,A,31,34,0,,
2010-09-18,2010,R,,missouri,san-diego-state,H,27,24,0,,
2010-09-18,2010,R,,san-diego-state,missouri,A,24,27,0,,
2010-09-18,2010,R,,navy,louisiana-tech,A,37,23,0,,
2010-09-18,2010,R,,louisiana-tech,navy,H,23,37,0,,
2010-09-18,2010,R,,nebraska,washington,A,56,21,0,8.0,
2010-09-18,2010,R,,washington,nebraska,H,21,56,0,,8.0
2010-09-18,2010,R,,northwestern,rice,A,30,13,0,,
2010-09-18,2010,R,,rice,northwestern,H,13,30,0,,
2010-09-18,2010,R,,ohio-state,ohio,H,43,7,0,2.0,
2010-09-18,2010,R,,ohio,ohio-state,A,7,43,0,,2.0
2010-09-18,2010,R,,oklahoma,air-force,H,27,24,0,7.0,
2010-09-18,2010,R,,air-force,oklahoma,A,24,27,0,,7.0
2010-09-18,2010,R,,oklahoma-state,tulsa,H,65,28,0,,
2010-09-18,2010,R,,tulsa,oklahoma-state,A,28,65,0,,
2010-09-18,2010,R,,oregon,portland-state,H,69,0,0,5.0,
2010-09-18,2010,R,,portland-state,oregon,A,0,69,0,,5.0
2010-09-18,2010,R,,oregon-state,louisville,H,35,28,0,25.0,
2010-09-18,2010,R,,louisville,oregon-state,A,28,35,0,,25.0
2010-09-18,2010,R,,penn-state,kent-state,H,24,0,0,22.0,
2010-09-18,2010,R,,kent-state,penn-state,A,0,24,0,,22.0
2010-09-18,2010,R,,purdue,ball-state,H,24,13,0,,
2010-09-18,2010,R,,ball-state,purdue,A,13,24,0,,
2010-09-18,2010,R,,san-jose-state,southern-utah,H,16,11,0,,
2010-09-18,2010,R,,southern-utah,san-jose-state,A,11,16,0,,
2010-09-18,2010,R,,south-carolina,furman,H,38,19,0,13.0,
2010-09-18,2010,R,,furman,south-carolina,A,19,38,0,,13.0
2010-09-18,2010,R,,southern-california,minnesota,A,32,21,0,18.0,
2010-09-18,2010,R,,minnesota,southern-california,H,21,32,0,,18.0
2010-09-18,2010,R,,southern-methodist,washington-state,H,35,21,0,,
2010-09-18,2010,R,,washington-state,southern-methodist,A,21,35,0,,
2010-09-18,2010,R,,stanford,wake-forest,H,68,24,0,19.0,
2010-09-18,2010,R,,wake-forest,stanford,A,24,68,0,,19.0
2010-09-18,2010,R,,syracuse,maine,H,38,14,0,,
2010-09-18,2010,R,,maine,syracuse,A,14,38,0,,
2010-09-18,2010,R,,temple,connecticut,H,30,16,0,,
2010-09-18,2010,R,,connecticut,temple,A,16,30,0,,
2010-09-18,2010,R,,texas,texas-tech,A,24,14,0,6.0,
2010-09-18,2010,R,,texas-tech,texas,H,14,24,0,,6.0
2010-09-18,2010,R,,texas-a-m,florida-international,H,27,20,0,,
