Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT,TeamAPRank,OppAPRank,Notes
1997-08-23,1997,R,,northwestern,oklahoma,H,24,0,0,,,
1997-08-23,1997,R,,oklahoma,northwestern,A,0,24,0,,,
1997-08-24,1997,R,,syracuse,wisconsin,N,34,0,0,17.0,24.0,
1997-08-24,1997,R,,wisconsin,syracuse,N,0,34,0,24.0,17.0,
1997-08-28,1997,R,,central-michigan,northern-illinois,H,44,10,0,,,
1997-08-28,1997,R,,northern-illinois,central-michigan,A,10,44,0,,,
1997-08-28,1997,R,,cincinnati,tulsa,H,34,24,0,,,
1997-08-28,1997,R,,tulsa,cincinnati,A,24,34,0,,,
1997-08-28,1997,R,,kansas,alabama-birmingham,H,24,0,0,,,
1997-08-28,1997,R,,alabama-birmingham,kansas,A,0,24,0,,,
1997-08-28,1997,R,,ohio,kent-state,H,31,7,0,,,
1997-08-28,1997,R,,kent-state,ohio,A,7,31,0,,,
1997-08-28,1997,R,,ohio-state,wyoming,H,24,10,0,9.0,,
1997-08-28,1997,R,,wyoming,ohio-state,A,10,24,0,,9.0,
1997-08-28,1997,R,,western-michigan,temple,H,34,14,0,,,
1997-08-28,1997,R,,temple,western-michigan,A,14,34,0,,,
1997-08-30,1997,R,,air-force,idaho,H,14,10,0,,,
1997-08-30,1997,R,,idaho,air-force,A,10,14,0,,,
1997-08-30,1997,R,,alabama,houston,H,42,17,0,16.0,,
1997-08-30,1997,R,,houston,alabama,A,17,42,0,,16.0,
1997-08-30,1997,R,,arizona-state,new-mexico-state,H,41,10,0,,,
1997-08-30,1997,R,,new-mexico-state,arizona-state,A,10,41,0,,,
1997-08-30,1997,R,,cal-state-northridge,boise-state,A,63,23,0,,,
1997-08-30,1997,R,,boise-state,cal-state-northridge,H,23,63,0,,,
1997-08-30,1997,R,,colorado-state,nevada,H,45,13,0,,,
1997-08-30,1997,R,,nevada,colorado-state,A,13,45,0,,,
1997-08-30,1997,R,,florida,southern-mississippi,H,21,6,0,2.0,,
1997-08-30,1997,R,,southern-mississippi,florida,A,6,21,0,,2.0,
1997-08-30,1997,R,,fresno-state,portland-state,H,35,7,0,,,
1997-08-30,1997,R,,portland-state,fresno-state,A,7,35,0,,,
1997-08-30,1997,R,,georgia,arkansas-state,H,38,7,0,,,
1997-08-30,1997,R,,arkansas-state,georgia,A,7,38,0,,,
1997-08-30,1997,R,,hawaii,minnesota,H,17,3,0,,,
1997-08-30,1997,R,,minnesota,hawaii,A,3,17,0,,,
1997-08-30,1997,R,,kentucky,louisville,H,38,24,0,,,
1997-08-30,1997,R,,louisville,kentucky,A,24,38,0,,,
1997-08-30,1997,R,,louisiana-tech,bowling-green,H,30,23,0,,,
1997-08-30,1997,R,,bowling-green,louisiana-tech,A,23,30,0,,,
1997-08-30,1997,R,,louisiana-monroe,nicholls-state,H,28,0,0,,,
1997-08-30,1997,R,,nicholls-state,louisiana-monroe,A,0,28,0,,,
1997-08-30,1997,R,,miami-fl,baylor,A,45,14,0,14.0,,
1997-08-30,1997,R,,baylor,miami-fl,H,14,45,0,,14.0,
1997-08-30,1997,R,,miami-oh,ball-state,H,27,10,0,,,
1997-08-30,1997,R,,ball-state,miami-oh,A,10,27,0,,,
1997-08-30,1997,R,,mississippi,central-florida,H,24,23,0,,,
1997-08-30,1997,R,,central-florida,mississippi,A,23,24,0,,,
1997-08-30,1997,R,,mississippi-state,memphis,H,13,10,0,,,
1997-08-30,1997,R,,memphis,mississippi-state,A,10,13,0,,,
1997-08-30,1997,R,,nebraska,akron,H,59,14,0,6.0,,
