Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT,TeamAPRank,OppAPRank
2022-08-27,2022,R,,florida-atlantic,charlotte,H,43,13,0,,
2022-08-27,2022,R,,charlotte,florida-atlantic,A,13,43,0,,
2022-08-27,2022,R,,florida-state,duquesne,H,47,7,0,,
2022-08-27,2022,R,,duquesne,florida-state,A,7,47,0,,
2022-08-27,2022,R,,illinois,wyoming,H,38,6,0,,
2022-08-27,2022,R,,wyoming,illinois,A,6,38,0,,
2022-08-27,2022,R,,nevada,new-mexico-state,A,23,12,0,,
2022-08-27,2022,R,,new-mexico-state,nevada,H,12,23,0,,
2022-08-27,2022,R,,nevada-las-vegas,idaho-state,H,52,21,0,,
2022-08-27,2022,R,,idaho-state,nevada-las-vegas,A,21,52,0,,
2022-08-27,2022,R,,north-carolina,florida-a-m,H,56,24,0,,
2022-08-27,2022,R,,florida-a-m,north-carolina,A,24,56,0,,
2022-08-27,2022,R,,north-texas,texas-el-paso,A,31,13,0,,
2022-08-27,2022,R,,texas-el-paso,north-texas,H,13,31,0,,
2022-08-27,2022,R,,northwestern,nebraska,N,31,28,0,,
2022-08-27,2022,R,,nebraska,northwestern,N,28,31,0,,
2022-08-27,2022,R,,utah-state,connecticut,H,31,20,0,,
2022-08-27,2022,R,,connecticut,utah-state,A,20,31,0,,
2022-08-27,2022,R,,vanderbilt,hawaii,A,63,10,0,,
2022-08-27,2022,R,,hawaii,vanderbilt,H,10,63,0,,
2022-08-27,2022,R,,western-kentucky,austin-peay,H,38,27,0,,
2022-08-27,2022,R,,austin-peay,western-kentucky,A,27,38,0,,
2022-09-01,2022,R,,akron,st-francis-pa,H,30,23,0,,
2022-09-01,2022,R,,st-francis-pa,akron,A,23,30,0,,
2022-09-01,2022,R,,alabama-birmingham,alabama-a-m,H,59,0,0,,
2022-09-01,2022,R,,alabama-a-m,alabama-birmingham,A,0,59,0,,
2022-09-01,2022,R,,arizona-state,northern-arizona,H,40,3,0,,
2022-09-01,2022,R,,northern-arizona,arizona-state,A,3,40,0,,
2022-09-01,2022,R,,central-florida,south-carolina-state,H,56,10,0,,
2022-09-01,2022,R,,south-carolina-state,central-florida,A,10,56,0,,
2022-09-01,2022,R,,florida-international,bryant,H,38,37,0,,
2022-09-01,2022,R,,bryant,florida-international,A,37,38,0,,
2022-09-01,2022,R,,fresno-state,cal-poly,H,35,7,0,,
2022-09-01,2022,R,,cal-poly,fresno-state,A,7,35,0,,
2022-09-01,2022,R,,minnesota,new-mexico-state,H,38,0,0,,
2022-09-01,2022,R,,new-mexico-state,minnesota,A,0,38,0,,
2022-09-01,2022,R,,missouri,louisiana-tech,H,52,24,0,,
2022-09-01,2022,R,,louisiana-tech,missouri,A,24,52,0,,
2022-09-01,2022,R,,northern-illinois,eastern-illinois,H,34,27,0,,
2022-09-01,2022,R,,eastern-illinois,northern-illinois,A,27,34,0,,
2022-09-01,2022,R,,oklahoma-state,central-michigan,H,58,44,0,12.0,
2022-09-01,2022,R,,central-michigan,oklahoma-state,A,44,58,0,,12.0
2022-09-01,2022,R,,penn-state,purdue,A,35,31,0,,
2022-09-01,2022,R,,purdue,penn-state,H,31,35,0,,
2022-09-01,2022,R,,pittsburgh,west-virginia,H,38,31,0,17.0,
2022-09-01,2022,R,,west-virginia,pittsburgh,A,31,38,0,,17.0
2022-09-01,2022,R,,san-jose-state,portland-state,H,21,17,0,,
2022-09-01,2022,R,,portland-state,san-jose-state,A,17,21,0,,
2022-09-01,2022,R,,tennessee,ball-state,H,59,10,0,,
2022-09-01,2022,R,,ball-state,tennessee,A,10,59,0,,
2022-09-01,2022,R,,toledo,long-island,H,37,0,0,,
2022-09-01,2022,R,,long-island,toledo,A,0,37,0,,
2022-09-01,2022,R,,wake-forest,virginia-military-institute,H,44,10,0,22.0,
2022-09-01,2022,R,,virginia-military-institute,wake-forest,A,10,44,0,,22.0
2022-09-02,2022,R,,duke,temple,H,30,0,0,,
2022-09-02,2022,R,,temple,duke,A,0,30,0,,
2022-09-02,2022,R,,eastern-michigan,eastern-kentucky,H,42,34,0,,
2022-09-02,2022,R,,eastern-kentucky,eastern-michigan,A,34,42,0,,
2022-09-02,2022,R,,indiana,illinois,H,23,20,0,,
2022-09-02,2022,R,,illinois,indiana,A,20,23,0,,
2022-09-02,2022,R,,kansas,tennessee-tech,H,56,10,0,,
2022-09-02,2022,R,,tennessee-tech,kansas,A,10,56,0,,
2022-09-02,2022,R,,michigan-state,western-michigan,H,35,13,0,15.0,
2022-09-02,2022,R,,western-michigan,michigan-state,A,13,35,0,,15.0
2022-09-02,2022,R,,old-dominion,virginia-tech,H,20,17,0,,
2022-09-02,2022,R,,virginia-tech,old-dominion,A,17,20,0,,
2022-09-02,2022,R,,texas-christian,colorado,A,38,13,0,,
2022-09-02,2022,R,,colorado,texas-christian,H,13,38,0,,
2022-09-02,2022,R,,william-mary,charlotte,A,41,24,0,,
2022-09-02,2022,R,,charlotte,william-mary,H,24,41,0,,
2022-09-03,2022,R,,air-force,northern-iowa,H,48,17,0,,
2022-09-03,2022,R,,northern-iowa,air-force,A,17,48,0,,
2022-09-03,2022,R,,alabama,utah-state,H,55,0,0,1.0,
2022-09-03,2022,R,,utah-state,alabama,A,0,55,0,,1.0
2022-09-03,2022,R,,arizona,san-diego-state,A,38,20,0,,
2022-09-03,2022,R,,san-diego-state,arizona,H,20,38,0,,
2022-09-03,2022,R,,arkansas,cincinnati,H,31,24,0,19.0,23.0
2022-09-03,2022,R,,cincinnati,arkansas,A,24,31,0,23.0,19.0
2022-09-03,2022,R,,arkansas-state,grambling-state,H,58,3,0,,
2022-09-03,2022,R,,grambling-state,arkansas-state,A,3,58,0,,
2022-09-03,2022,R,,auburn,mercer,H,42,16,0,,
2022-09-03,2022,R,,mercer,auburn,A,16,42,0,,
2022-09-03,2022,R,,baylor,albany,H,69,10,0,10.0,
2022-09-03,2022,R,,albany,baylor,A,10,69,0,,10.0
2022-09-03,2022,R,,brigham-young,south-florida,A,50,21,0,25.0,
2022-09-03,2022,R,,south-florida,brigham-young,H,21,50,0,,25.0
2022-09-03,2022,R,,california,california-davis,H,34,13,0,,
2022-09-03,2022,R,,california-davis,california,A,13,34,0,,
2022-09-03,2022,R,,coastal-carolina,army,H,38,28,0,,
2022-09-03,2022,R,,army,coastal-carolina,A,28,38,0,,
2022-09-03,2022,R,,connecticut,central-connecticut-state,H,28,3,0,,
2022-09-03,2022,R,,central-connecticut-state,connecticut,A,3,28,0,,
2022-09-03,2022,R,,delaware,navy,A,14,7,0,,
2022-09-03,2022,R,,navy,delaware,H,7,14,0,,
2022-09-03,2022,R,,florida,utah,H,29,26,0,,7.0
2022-09-03,2022,R,,utah,florida,A,26,29,0,7.0,
2022-09-03,2022,R,,georgia,oregon,N,49,3,0,3.0,11.0
2022-09-03,2022,R,,oregon,georgia,N,3,49,0,11.0,3.0
2022-09-03,2022,R,,georgia-southern,morgan-state,H,59,7,0,,
2022-09-03,2022,R,,morgan-state,georgia-southern,A,7,59,0,,
2022-09-03,2022,R,,houston,texas-san-antonio,A,37,35,0,24.0,
2022-09-03,2022,R,,texas-san-antonio,houston,H,35,37,0,,24.0
2022-09-03,2022,R,,iowa,south-dakota-state,H,7,3,0,,
2022-09-03,2022,R,,south-dakota-state,iowa,A,3,7,0,,
2022-09-03,2022,R,,iowa-state,southeast-missouri-state,H,42,10,0,,
2022-09-03,2022,R,,southeast-missouri-state,iowa-state,A,10,42,0,,
2022-09-03,2022,R,,james-madison,middle-tennessee-state,H,44,7,0,,
2022-09-03,2022,R,,middle-tennessee-state,james-madison,A,7,44,0,,
2022-09-03,2022,R,,kansas-state,south-dakota,H,34,0,0,,
2022-09-03,2022,R,,south-dakota,kansas-state,A,0,34,0,,
2022-09-03,2022,R,,kentucky,miami-oh,H,37,13,0,20.0,
2022-09-03,2022,R,,miami-oh,kentucky,A,13,37,0,,20.0
2022-09-03,2022,R,,liberty,southern-mississippi,A,29,27,0,,
2022-09-03,2022,R,,southern-mississippi,liberty,H,27,29,0,,
2022-09-03,2022,R,,louisiana,southeastern-louisiana,H,24,7,0,,
2022-09-03,2022,R,,southeastern-louisiana,louisiana,A,7,24,0,,
2022-09-03,2022,R,,marshall,norfolk-state,H,55,3,0,,
2022-09-03,2022,R,,norfolk-state,marshall,A,3,55,0,,
2022-09-03,2022,R,,maryland,buffalo,H,31,10,0,,
2022-09-03,2022,R,,buffalo,maryland,A,10,31,0,,
2022-09-03,2022,R,,miami-fl,bethune-cookman,H,70,13,0,16.0,
2022-09-03,2022,R,,bethune-cookman,miami-fl,A,13,70,0,,16.0
2022-09-03,2022,R,,michigan,colorado-state,H,51,7,0,8.0,
2022-09-03,2022,R,,colorado-state,michigan,A,7,51,0,,8.0
2022-09-03,2022,R,,mississippi,troy,H,28,10,0,21.0,
2022-09-03,2022,R,,troy,mississippi,A,10,28,0,,21.0
2022-09-03,2022,R,,mississippi-state,memphis,H,49,23,0,,
2022-09-03,2022,R,,memphis,mississippi-state,A,23,49,0,,
2022-09-03,2022,R,,nebraska,north-dakota,H,38,17,0,,
2022-09-03,2022,R,,north-dakota,nebraska,A,17,38,0,,
2022-09-03,2022,R,,nevada,texas-state,H,38,14,0,,
2022-09-03,2022,R,,texas-state,nevada,A,14,38,0,,
2022-09-03,2022,R,,new-mexico,maine,H,41,0,0,,
2022-09-03,2022,R,,maine,new-mexico,A,0,41,0,,
2022-09-03,2022,R,,north-carolina,appalachian-state,A,63,61,0,,
2022-09-03,2022,R,,appalachian-state,north-carolina,H,61,63,0,,
2022-09-03,2022,R,,north-carolina-state,east-carolina,A,21,20,0,13.0,
2022-09-03,2022,R,,east-carolina,north-carolina-state,H,20,21,0,,13.0
2022-09-03,2022,R,,ohio,florida-atlantic,H,41,38,0,,
2022-09-03,2022,R,,florida-atlantic,ohio,A,38,41,0,,
2022-09-03,2022,R,,ohio-state,notre-dame,H,21,10,0,2.0,5.0
2022-09-03,2022,R,,notre-dame,ohio-state,A,10,21,0,5.0,2.0
2022-09-03,2022,R,,oklahoma,texas-el-paso,H,45,13,0,9.0,
2022-09-03,2022,R,,texas-el-paso,oklahoma,A,13,45,0,,9.0
2022-09-03,2022,R,,oregon-state,boise-state,H,34,17,0,,
2022-09-03,2022,R,,boise-state,oregon-state,A,17,34,0,,
2022-09-03,2022,R,,rutgers,boston-college,A,22,21,0,,
2022-09-03,2022,R,,boston-college,rutgers,H,21,22,0,,
2022-09-03,2022,R,,south-alabama,nicholls-state,H,48,7,0,,
2022-09-03,2022,R,,nicholls-state,south-alabama,A,7,48,0,,
2022-09-03,2022,R,,south-carolina,georgia-state,H,35,14,0,,
2022-09-03,2022,R,,georgia-state,south-carolina,A,14,35,0,,
2022-09-03,2022,R,,southern-california,rice,H,66,14,0,14.0,
2022-09-03,2022,R,,rice,southern-california,A,14,66,0,,14.0
2022-09-03,2022,R,,southern-methodist,north-texas,A,48,10,0,,
2022-09-03,2022,R,,north-texas,southern-methodist,H,10,48,0,,
2022-09-03,2022,R,,stanford,colgate,H,41,10,0,,
2022-09-03,2022,R,,colgate,stanford,A,10,41,0,,
2022-09-03,2022,R,,syracuse,louisville,H,31,7,0,,
2022-09-03,2022,R,,louisville,syracuse,A,7,31,0,,
2022-09-03,2022,R,,texas,louisiana-monroe,H,52,10,0,,
2022-09-03,2022,R,,louisiana-monroe,texas,A,10,52,0,,
2022-09-03,2022,R,,texas-a-m,sam-houston,H,31,0,0,6.0,
2022-09-03,2022,R,,sam-houston,texas-a-m,A,0,31,0,,6.0
2022-09-03,2022,R,,texas-tech,murray-state,H,63,10,0,,
2022-09-03,2022,R,,murray-state,texas-tech,A,10,63,0,,
2022-09-03,2022,R,,tulane,massachusetts,H,42,10,0,,
2022-09-03,2022,R,,massachusetts,tulane,A,10,42,0,,
2022-09-03,2022,R,,ucla,bowling-green,H,45,17,0,,
2022-09-03,2022,R,,bowling-green,ucla,A,17,45,0,,
2022-09-03,2022,R,,vanderbilt,elon,H,42,31,0,,
2022-09-03,2022,R,,elon,vanderbilt,A,31,42,0,,
