Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT,TeamAPRank,OppAPRank,Notes
2015-09-03,2015,R,,arizona,texas-san-antonio,H,42,32,0,22.0,,
2015-09-03,2015,R,,texas-san-antonio,arizona,A,32,42,0,,22.0,
2015-09-03,2015,R,,ball-state,virginia-military-institute,H,48,36,0,,,
2015-09-03,2015,R,,virginia-military-institute,ball-state,A,36,48,0,,,
2015-09-03,2015,R,,connecticut,villanova,H,20,15,0,,,
2015-09-03,2015,R,,villanova,connecticut,A,15,20,0,,,
2015-09-03,2015,R,,duke,tulane,A,37,7,0,,,
2015-09-03,2015,R,,tulane,duke,H,7,37,0,,,
2015-09-03,2015,R,,florida-international,central-florida,A,15,14,0,,,
2015-09-03,2015,R,,central-florida,florida-international,H,14,15,0,,,
2015-09-03,2015,R,,fresno-state,abilene-christian,H,34,13,0,,,
2015-09-03,2015,R,,abilene-christian,fresno-state,A,13,34,0,,,
2015-09-03,2015,R,,georgia-tech,alcorn-state,H,69,6,0,16.0,,
2015-09-03,2015,R,,alcorn-state,georgia-tech,A,6,69,0,,16.0,
2015-09-03,2015,R,,hawaii,colorado,H,28,20,0,,,
2015-09-03,2015,R,,colorado,hawaii,A,20,28,0,,,
2015-09-03,2015,R,,nevada,california-davis,H,31,17,0,,,
2015-09-03,2015,R,,california-davis,nevada,A,17,31,0,,,
2015-09-03,2015,R,,ohio,idaho,A,45,28,0,,,
2015-09-03,2015,R,,idaho,ohio,H,28,45,0,,,
2015-09-03,2015,R,,oklahoma-state,central-michigan,A,24,13,0,,,
2015-09-03,2015,R,,central-michigan,oklahoma-state,H,13,24,0,,,
2015-09-03,2015,R,,san-jose-state,new-hampshire,H,43,13,0,,,
2015-09-03,2015,R,,new-hampshire,san-jose-state,A,13,43,0,,,
2015-09-03,2015,R,,south-carolina,north-carolina,N,17,13,0,,,
2015-09-03,2015,R,,north-carolina,south-carolina,N,13,17,0,,,
2015-09-03,2015,R,,texas-christian,minnesota,A,23,17,0,2.0,,
2015-09-03,2015,R,,minnesota,texas-christian,H,17,23,0,,2.0,
2015-09-03,2015,R,,utah,michigan,H,24,17,0,,,
2015-09-03,2015,R,,michigan,utah,A,17,24,0,,,
2015-09-03,2015,R,,utah-state,southern-utah,H,12,9,0,,,
2015-09-03,2015,R,,southern-utah,utah-state,A,9,12,0,,,
2015-09-03,2015,R,,wake-forest,elon,H,41,3,0,,,
2015-09-03,2015,R,,elon,wake-forest,A,3,41,0,,,
2015-09-03,2015,R,,western-kentucky,vanderbilt,A,14,12,0,,,
2015-09-03,2015,R,,vanderbilt,western-kentucky,H,12,14,0,,,
2015-09-04,2015,R,,baylor,southern-methodist,A,56,21,0,4.0,,
2015-09-04,2015,R,,southern-methodist,baylor,H,21,56,0,,4.0,
2015-09-04,2015,R,,boise-state,washington,H,16,13,0,23.0,,
2015-09-04,2015,R,,washington,boise-state,A,13,16,0,,23.0,
2015-09-04,2015,R,,charlotte,georgia-state,A,23,20,0,,,
2015-09-04,2015,R,,georgia-state,charlotte,H,20,23,0,,,
2015-09-04,2015,R,,fordham,army,A,37,35,0,,,
2015-09-04,2015,R,,army,fordham,H,35,37,0,,,
2015-09-04,2015,R,,michigan-state,western-michigan,A,37,24,0,5.0,,
