Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT,TeamAPRank,OppAPRank,Notes
2013-08-29,2013,R,,ball-state,illinois-state,H,51,28,0,,,
2013-08-29,2013,R,,illinois-state,ball-state,A,28,51,0,,,
2013-08-29,2013,R,,bowling-green,tulsa,H,34,7,0,,,
2013-08-29,2013,R,,tulsa,bowling-green,A,7,34,0,,,
2013-08-29,2013,R,,central-florida,akron,H,38,7,0,,,
2013-08-29,2013,R,,akron,central-florida,A,7,38,0,,,
2013-08-29,2013,R,,fresno-state,rutgers,H,52,51,0,,,
2013-08-29,2013,R,,rutgers,fresno-state,A,51,52,0,,,
2013-08-29,2013,R,,indiana,indiana-state,H,73,35,0,,,
2013-08-29,2013,R,,indiana-state,indiana,A,35,73,0,,,
2013-08-29,2013,R,,kent-state,liberty,H,17,10,0,,,
2013-08-29,2013,R,,liberty,kent-state,A,10,17,0,,,
2013-08-29,2013,R,,middle-tennessee-state,western-carolina,H,45,24,0,,,
2013-08-29,2013,R,,western-carolina,middle-tennessee-state,A,24,45,0,,,
2013-08-29,2013,R,,minnesota,nevada-las-vegas,H,51,23,0,,,
2013-08-29,2013,R,,nevada-las-vegas,minnesota,A,23,51,0,,,
2013-08-29,2013,R,,mississippi,vanderbilt,A,39,35,0,,,
2013-08-29,2013,R,,vanderbilt,mississippi,H,35,39,0,,,
2013-08-29,2013,R,,san-jose-state,sacramento-state,H,24,0,0,,,
2013-08-29,2013,R,,sacramento-state,san-jose-state,A,0,24,0,,,
2013-08-29,2013,R,,south-carolina,north-carolina,H,27,10,0,6.0,,
2013-08-29,2013,R,,north-carolina,south-carolina,A,10,27,0,,6.0,
2013-08-29,2013,R,,southern-california,hawaii,A,30,13,0,24.0,,
2013-08-29,2013,R,,hawaii,southern-california,H,13,30,0,,24.0,
2013-08-29,2013,R,,southern-utah,south-alabama,A,22,21,0,,,
2013-08-29,2013,R,,south-alabama,southern-utah,H,21,22,0,,,
2013-08-29,2013,R,,towson,connecticut,A,33,18,0,,,
2013-08-29,2013,R,,connecticut,towson,H,18,33,0,,,
2013-08-29,2013,R,,tulane,jackson-state,H,34,7,0,,,
2013-08-29,2013,R,,jackson-state,tulane,A,7,34,0,,,
2013-08-29,2013,R,,utah,utah-state,H,30,26,0,,,
2013-08-29,2013,R,,utah-state,utah,A,26,30,0,,,
2013-08-29,2013,R,,wake-forest,presbyterian,H,31,7,0,,,
2013-08-29,2013,R,,presbyterian,wake-forest,A,7,31,0,,,
2013-08-30,2013,R,,arizona,northern-arizona,H,35,0,0,,,
2013-08-30,2013,R,,northern-arizona,arizona,A,0,35,0,,,
2013-08-30,2013,R,,army,morgan-state,H,28,12,0,,,
2013-08-30,2013,R,,morgan-state,army,A,12,28,0,,,
2013-08-30,2013,R,,houston,southern,H,62,13,0,,,
2013-08-30,2013,R,,southern,houston,A,13,62,0,,,
2013-08-30,2013,R,,miami-fl,florida-atlantic,H,34,6,0,,,
