Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT,TeamAPRank,OppAPRank,Notes
2000-08-26,2000,R,,florida-state,brigham-young,H,29,3,0,2.0,,
2000-08-26,2000,R,,brigham-young,florida-state,A,3,29,0,,2.0,
2000-08-26,2000,R,,kansas-state,iowa,H,27,7,0,8.0,,
2000-08-26,2000,R,,iowa,kansas-state,A,7,27,0,,8.0,
2000-08-26,2000,R,,louisiana-tech,mississippi-valley-state,H,63,10,0,,,
2000-08-26,2000,R,,mississippi-valley-state,louisiana-tech,A,10,63,0,,,
2000-08-26,2000,R,,texas-tech,new-mexico,H,24,3,0,,,
2000-08-26,2000,R,,new-mexico,texas-tech,A,3,24,0,,,
2000-08-27,2000,R,,southern-california,penn-state,N,29,5,0,15.0,22.0,
2000-08-27,2000,R,,penn-state,southern-california,N,5,29,0,22.0,15.0,
2000-08-31,2000,R,,appalachian-state,wake-forest,A,20,16,0,,,
2000-08-31,2000,R,,wake-forest,appalachian-state,H,16,20,0,,,
2000-08-31,2000,R,,arizona-state,san-diego-state,A,10,7,0,,,
2000-08-31,2000,R,,san-diego-state,arizona-state,H,7,10,0,,,
2000-08-31,2000,R,,auburn,wyoming,H,35,21,0,,,
2000-08-31,2000,R,,wyoming,auburn,A,21,35,0,,,
2000-08-31,2000,R,,baylor,north-texas,A,20,7,0,,,
2000-08-31,2000,R,,north-texas,baylor,H,7,20,0,,,
2000-08-31,2000,R,,marshall,southeast-missouri-state,H,63,7,0,,,
2000-08-31,2000,R,,southeast-missouri-state,marshall,A,7,63,0,,,
2000-08-31,2000,R,,miami-fl,mcneese-state,H,61,14,0,5.0,,
2000-08-31,2000,R,,mcneese-state,miami-fl,A,14,61,0,,5.0,
2000-08-31,2000,R,,northwestern,northern-illinois,H,35,17,0,,,
2000-08-31,2000,R,,northern-illinois,northwestern,A,17,35,0,,,
2000-08-31,2000,R,,wisconsin,western-michigan,H,19,7,0,4.0,,
2000-08-31,2000,R,,western-michigan,wisconsin,A,7,19,0,,4.0,
2000-09-02,2000,R,,air-force,cal-state-northridge,H,55,6,0,,,
2000-09-02,2000,R,,cal-state-northridge,air-force,A,6,55,0,,,
2000-09-02,2000,R,,arizona,utah,A,17,3,0,,,
2000-09-02,2000,R,,utah,arizona,H,3,17,0,,,
2000-09-02,2000,R,,arkansas,missouri-state,H,38,0,0,,,
2000-09-02,2000,R,,missouri-state,arkansas,A,0,38,0,,,
2000-09-02,2000,R,,boise-state,new-mexico,A,31,14,0,,,
2000-09-02,2000,R,,new-mexico,boise-state,H,14,31,0,,,
2000-09-02,2000,R,,brigham-young,virginia,A,38,35,0,,,
2000-09-02,2000,R,,virginia,brigham-young,H,35,38,0,,,
2000-09-02,2000,R,,clemson,citadel,H,38,0,0,17.0,,
2000-09-02,2000,R,,citadel,clemson,A,0,38,0,,17.0,
2000-09-02,2000,R,,colorado-state,colorado,N,28,24,0,,23.0,
2000-09-02,2000,R,,colorado,colorado-state,N,24,28,0,23.0,,
2000-09-02,2000,R,,east-carolina,duke,A,38,0,0,,,
2000-09-02,2000,R,,duke,east-carolina,H,0,38,0,,,
2000-09-02,2000,R,,eastern-michigan,connecticut,H,32,25,0,,,
2000-09-02,2000,R,,connecticut,eastern-michigan,A,25,32,0,,,
2000-09-02,2000,R,,florida,ball-state,H,40,19,0,9.0,,
2000-09-02,2000,R,,ball-state,florida,A,19,40,0,,9.0,
2000-09-02,2000,R,,georgia,georgia-southern,H,29,7,0,10.0,,
2000-09-02,2000,R,,georgia-southern,georgia,A,7,29,0,,10.0,
2000-09-02,2000,R,,georgia-tech,central-florida,H,21,17,0,,,
2000-09-02,2000,R,,central-florida,georgia-tech,A,17,21,0,,,
2000-09-02,2000,R,,illinois,middle-tennessee-state,H,35,6,0,21.0,,
2000-09-02,2000,R,,middle-tennessee-state,illinois,A,6,35,0,,21.0,
2000-09-02,2000,R,,iowa-state,ohio,H,25,15,0,,,
2000-09-02,2000,R,,ohio,iowa-state,A,15,25,0,,,
2000-09-02,2000,R,,kansas-state,louisiana-tech,H,54,10,0,8.0,,
2000-09-02,2000,R,,louisiana-tech,kansas-state,A,10,54,0,,8.0,
2000-09-02,2000,R,,louisiana-state,western-carolina,H,58,0,0,,,
2000-09-02,2000,R,,western-carolina,louisiana-state,A,0,58,0,,,
2000-09-02,2000,R,,louisville,kentucky,H,40,34,0,,,
2000-09-02,2000,R,,kentucky,louisville,A,34,40,0,,,
2000-09-02,2000,R,,miami-oh,vanderbilt,A,33,30,0,,,
2000-09-02,2000,R,,vanderbilt,miami-oh,H,30,33,0,,,
2000-09-02,2000,R,,michigan,bowling-green,H,42,7,0,6.0,,
2000-09-02,2000,R,,bowling-green,michigan,A,7,42,0,,6.0,
2000-09-02,2000,R,,minnesota,louisiana-monroe,H,47,10,0,,,
2000-09-02,2000,R,,louisiana-monroe,minnesota,A,10,47,0,,,
2000-09-02,2000,R,,mississippi,tulane,H,49,20,0,18.0,,
2000-09-02,2000,R,,tulane,mississippi,A,20,49,0,,18.0,
2000-09-02,2000,R,,mississippi-state,memphis,A,17,3,0,,,
2000-09-02,2000,R,,memphis,mississippi-state,H,3,17,0,,,
2000-09-02,2000,R,,missouri,western-illinois,H,50,20,0,,,
2000-09-02,2000,R,,western-illinois,missouri,A,20,50,0,,,
2000-09-02,2000,R,,nebraska,san-jose-state,H,49,13,0,1.0,,
2000-09-02,2000,R,,san-jose-state,nebraska,A,13,49,0,,1.0,
2000-09-02,2000,R,,north-carolina,tulsa,H,30,9,0,,,
2000-09-02,2000,R,,tulsa,north-carolina,A,9,30,0,,,
2000-09-02,2000,R,,north-carolina-state,arkansas-state,H,38,31,0,,,
2000-09-02,2000,R,,arkansas-state,north-carolina-state,A,31,38,0,,,
2000-09-02,2000,R,,notre-dame,texas-a-m,H,24,10,0,,25.0,
2000-09-02,2000,R,,texas-a-m,notre-dame,A,10,24,0,25.0,,
2000-09-02,2000,R,,ohio-state,fresno-state,H,43,10,0,16.0,,
2000-09-02,2000,R,,fresno-state,ohio-state,A,10,43,0,,16.0,
