Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT,TeamAPRank,OppAPRank
2024-08-31,2024,R,,appalachian-state,east-tennessee-state,H,38,10,0,,
2024-08-31,2024,R,,east-tennessee-state,appalachian-state,A,10,38,0,,
2024-08-31,2024,R,,arizona,new-mexico,H,61,39,0,21.0,
2024-08-31,2024,R,,new-mexico,arizona,A,39,61,0,,21.0
2024-08-31,2024,R,,arizona-state,wyoming,H,48,7,0,,
2024-08-31,2024,R,,wyoming,arizona-state,A,7,48,0,,
2024-08-31,2024,R,,arkansas-state,central-arkansas,H,34,31,0,,
2024-08-31,2024,R,,central-arkansas,arkansas-state,A,31,34,0,,
2024-08-31,2024,R,,auburn,alabama-a-m,H,73,3,0,,
2024-08-31,2024,R,,alabama-a-m,auburn,A,3,73,0,,
2024-08-31,2024,R,,baylor,tarleton-state,H,45,3,0,,
2024-08-31,2024,R,,tarleton-state,baylor,A,3,45,0,,
2024-08-31,2024,R,,boise-state,georgia-southern,A,56,45,0,,
2024-08-31,2024,R,,georgia-southern,boise-state,H,45,56,0,,
2024-08-31,2024,R,,brigham-young,southern-illinois,H,41,13,0,,
2024-08-31,2024,R,,southern-illinois,brigham-young,A,13,41,0,,
2024-08-31,2024,R,,california,california-davis,H,31,13,0,,
2024-08-31,2024,R,,california-davis,california,A,13,31,0,,
2024-08-31,2024,R,,cincinnati,towson,H,38,20,0,,
2024-08-31,2024,R,,towson,cincinnati,A,20,38,0,,
2024-08-31,2024,R,,east-carolina,norfolk-state,H,42,3,0,,
2024-08-31,2024,R,,norfolk-state,east-carolina,A,3,42,0,,
2024-08-31,2024,R,,eastern-michigan,massachusetts,A,28,14,0,,
2024-08-31,2024,R,,massachusetts,eastern-michigan,H,14,28,0,,
2024-08-31,2024,R,,georgia,clemson,N,34,3,0,1.0,14.0
2024-08-31,2024,R,,clemson,georgia,N,3,34,0,14.0,1.0
2024-08-31,2024,R,,georgia-tech,georgia-state,H,35,12,0,,
2024-08-31,2024,R,,georgia-state,georgia-tech,A,12,35,0,,
2024-08-31,2024,R,,indiana,florida-international,H,31,7,0,,
2024-08-31,2024,R,,florida-international,indiana,A,7,31,0,,
2024-08-31,2024,R,,iowa,illinois-state,H,40,0,0,25.0,
2024-08-31,2024,R,,illinois-state,iowa,A,0,40,0,,25.0
2024-08-31,2024,R,,iowa-state,north-dakota,H,21,3,0,,
2024-08-31,2024,R,,north-dakota,iowa-state,A,3,21,0,,
2024-08-31,2024,R,,james-madison,charlotte,A,30,7,0,,
2024-08-31,2024,R,,charlotte,james-madison,H,7,30,0,,
2024-08-31,2024,R,,kansas-state,tennessee-martin,H,41,6,0,18.0,
2024-08-31,2024,R,,tennessee-martin,kansas-state,A,6,41,0,,18.0
2024-08-31,2024,R,,kentucky,southern-mississippi,H,31,0,0,,
2024-08-31,2024,R,,southern-mississippi,kentucky,A,0,31,0,,
2024-08-31,2024,R,,liberty,campbell,H,41,24,0,,
2024-08-31,2024,R,,campbell,liberty,A,24,41,0,,
2024-08-31,2024,R,,louisiana,grambling-state,H,40,10,0,,
2024-08-31,2024,R,,grambling-state,louisiana,A,10,40,0,,
2024-08-31,2024,R,,louisiana-tech,nicholls-state,H,25,17,0,,
2024-08-31,2024,R,,nicholls-state,louisiana-tech,A,17,25,0,,
2024-08-31,2024,R,,louisville,austin-peay,H,62,0,0,,
2024-08-31,2024,R,,austin-peay,louisville,A,0,62,0,,
2024-08-31,2024,R,,marshall,stony-brook,H,45,3,0,,
2024-08-31,2024,R,,stony-brook,marshall,A,3,45,0,,
2024-08-31,2024,R,,maryland,connecticut,H,50,7,0,,
2024-08-31,2024,R,,connecticut,maryland,A,7,50,0,,
2024-08-31,2024,R,,memphis,north-alabama,H,40,0,0,,
2024-08-31,2024,R,,north-alabama,memphis,A,0,40,0,,
2024-08-31,2024,R,,miami-fl,florida,A,41,17,0,19.0,
2024-08-31,2024,R,,florida,miami-fl,H,17,41,0,,19.0
2024-08-31,2024,R,,michigan,fresno-state,H,30,10,0,9.0,
2024-08-31,2024,R,,fresno-state,michigan,A,10,30,0,,9.0
2024-08-31,2024,R,,middle-tennessee-state,tennessee-tech,H,32,25,0,,
2024-08-31,2024,R,,tennessee-tech,middle-tennessee-state,A,25,32,0,,
2024-08-31,2024,R,,mississippi,furman,H,76,0,0,6.0,
2024-08-31,2024,R,,furman,mississippi,A,0,76,0,,6.0
2024-08-31,2024,R,,mississippi-state,eastern-kentucky,H,56,7,0,,
2024-08-31,2024,R,,eastern-kentucky,mississippi-state,A,7,56,0,,
2024-08-31,2024,R,,navy,bucknell,H,49,21,0,,
2024-08-31,2024,R,,bucknell,navy,A,21,49,0,,
2024-08-31,2024,R,,nebraska,texas-el-paso,H,40,7,0,,
2024-08-31,2024,R,,texas-el-paso,nebraska,A,7,40,0,,
2024-08-31,2024,R,,nevada,troy,A,28,26,0,,
2024-08-31,2024,R,,troy,nevada,H,26,28,0,,
2024-08-31,2024,R,,nevada-las-vegas,houston,A,27,7,0,,
2024-08-31,2024,R,,houston,nevada-las-vegas,H,7,27,0,,
2024-08-31,2024,R,,new-mexico-state,southeast-missouri-state,H,23,16,0,,
2024-08-31,2024,R,,southeast-missouri-state,new-mexico-state,A,16,23,0,,
2024-08-31,2024,R,,north-texas,south-alabama,A,52,38,0,,
2024-08-31,2024,R,,south-alabama,north-texas,H,38,52,0,,
2024-08-31,2024,R,,northern-illinois,western-illinois,H,54,15,0,,
2024-08-31,2024,R,,western-illinois,northern-illinois,A,15,54,0,,
2024-08-31,2024,R,,northwestern,miami-oh,H,13,6,0,,
2024-08-31,2024,R,,miami-oh,northwestern,A,6,13,0,,
2024-08-31,2024,R,,notre-dame,texas-a-m,A,23,13,0,7.0,20.0
2024-08-31,2024,R,,texas-a-m,notre-dame,H,13,23,0,20.0,7.0
2024-08-31,2024,R,,ohio-state,akron,H,52,6,0,2.0,
2024-08-31,2024,R,,akron,ohio-state,A,6,52,0,,2.0
2024-08-31,2024,R,,oklahoma-state,south-dakota-state,H,44,20,0,17.0,
2024-08-31,2024,R,,south-dakota-state,oklahoma-state,A,20,44,0,,17.0
2024-08-31,2024,R,,oregon,idaho,H,24,14,0,3.0,
2024-08-31,2024,R,,idaho,oregon,A,14,24,0,,3.0
2024-08-31,2024,R,,oregon-state,idaho-state,H,38,15,0,,
2024-08-31,2024,R,,idaho-state,oregon-state,A,15,38,0,,
2024-08-31,2024,R,,penn-state,west-virginia,A,34,12,0,8.0,
2024-08-31,2024,R,,west-virginia,penn-state,H,12,34,0,,8.0
2024-08-31,2024,R,,pittsburgh,kent-state,H,55,24,0,,
2024-08-31,2024,R,,kent-state,pittsburgh,A,24,55,0,,
2024-08-31,2024,R,,purdue,indiana-state,H,49,0,0,,
2024-08-31,2024,R,,indiana-state,purdue,A,0,49,0,,
2024-08-31,2024,R,,sam-houston,rice,A,34,14,0,,
2024-08-31,2024,R,,rice,sam-houston,H,14,34,0,,
2024-08-31,2024,R,,san-diego-state,texas-a-m-commerce,H,45,14,0,,
2024-08-31,2024,R,,texas-a-m-commerce,san-diego-state,A,14,45,0,,
2024-08-31,2024,R,,south-carolina,old-dominion,H,23,19,0,,
2024-08-31,2024,R,,old-dominion,south-carolina,A,19,23,0,,
2024-08-31,2024,R,,south-florida,bethune-cookman,H,48,3,0,,
2024-08-31,2024,R,,bethune-cookman,south-florida,A,3,48,0,,
2024-08-31,2024,R,,southern-methodist,houston-baptist,H,59,7,0,,
2024-08-31,2024,R,,houston-baptist,southern-methodist,A,7,59,0,,
2024-08-31,2024,R,,syracuse,ohio,H,38,22,0,,
2024-08-31,2024,R,,ohio,syracuse,A,22,38,0,,
2024-08-31,2024,R,,tennessee,chattanooga,H,69,3,0,15.0,
2024-08-31,2024,R,,chattanooga,tennessee,A,3,69,0,,15.0
2024-08-31,2024,R,,texas,colorado-state,H,52,0,0,4.0,
2024-08-31,2024,R,,colorado-state,texas,A,0,52,0,,4.0
2024-08-31,2024,R,,texas-state,lamar,H,34,27,0,,
2024-08-31,2024,R,,lamar,texas-state,A,27,34,0,,
2024-08-31,2024,R,,texas-tech,abilene-christian,H,52,51,0,,
2024-08-31,2024,R,,abilene-christian,texas-tech,A,51,52,0,,
2024-08-31,2024,R,,texas-san-antonio,kennesaw-state,H,28,16,0,,
2024-08-31,2024,R,,kennesaw-state,texas-san-antonio,A,16,28,0,,
2024-08-31,2024,R,,ucla,hawaii,A,16,13,0,,
2024-08-31,2024,R,,hawaii,ucla,H,13,16,0,,
2024-08-31,2024,R,,utah-state,robert-morris,H,36,14,0,,
2024-08-31,2024,R,,robert-morris,utah-state,A,14,36,0,,
2024-08-31,2024,R,,vanderbilt,virginia-tech,H,34,27,0,,
2024-08-31,2024,R,,virginia-tech,vanderbilt,A,27,34,0,,
2024-08-31,2024,R,,virginia,richmond,H,34,13,0,,
2024-08-31,2024,R,,richmond,virginia,A,13,34,0,,
2024-08-31,2024,R,,washington,weber-state,H,35,3,0,,
2024-08-31,2024,R,,weber-state,washington,A,3,35,0,,
2024-08-31,2024,R,,washington-state,portland-state,H,70,30,0,,
2024-08-31,2024,R,,portland-state,washington-state,A,30,70,0,,
2024-09-01,2024,R,,southern-california,louisiana-state,N,27,20,0,23.0,13.0
2024-09-01,2024,R,,louisiana-state,southern-california,N,20,27,0,13.0,23.0
2024-09-02,2024,R,,boston-college,florida-state,A,28,13,0,,10.0
2024-09-02,2024,R,,florida-state,boston-college,H,13,28,0,10.0,
2024-09-06,2024,R,,brigham-young,southern-methodist,A,18,15,0,,
2024-09-06,2024,R,,southern-methodist,brigham-young,H,15,18,0,,
2024-09-06,2024,R,,duke,northwestern,A,26,20,0,,
2024-09-06,2024,R,,northwestern,duke,H,20,26,0,,
2024-09-06,2024,R,,indiana,western-illinois,H,77,3,0,,
2024-09-06,2024,R,,western-illinois,indiana,A,3,77,0,,
2024-09-07,2024,R,,alabama,south-florida,H,42,16,0,4.0,
2024-09-07,2024,R,,south-florida,alabama,A,16,42,0,,4.0
2024-09-07,2024,R,,arizona,northern-arizona,H,22,10,0,20.0,
2024-09-07,2024,R,,northern-arizona,arizona,A,10,22,0,,20.0
2024-09-07,2024,R,,arizona-state,mississippi-state,H,30,23,0,,
2024-09-07,2024,R,,mississippi-state,arizona-state,A,23,30,0,,
2024-09-07,2024,R,,arkansas-state,tulsa,H,28,24,0,,
2024-09-07,2024,R,,tulsa,arkansas-state,A,24,28,0,,
2024-09-07,2024,R,,army,florida-atlantic,A,24,7,0,,
2024-09-07,2024,R,,florida-atlantic,army,H,7,24,0,,
2024-09-07,2024,R,,ball-state,missouri-state,H,42,34,0,,
2024-09-07,2024,R,,missouri-state,ball-state,A,34,42,0,,
2024-09-07,2024,R,,boston-college,duquesne,H,56,0,0,,
2024-09-07,2024,R,,duquesne,boston-college,A,0,56,0,,
2024-09-07,2024,R,,california,auburn,A,21,14,0,,
2024-09-07,2024,R,,auburn,california,H,14,21,0,,
2024-09-07,2024,R,,central-florida,sam-houston,H,45,14,0,,
2024-09-07,2024,R,,sam-houston,central-florida,A,14,45,0,,
2024-09-07,2024,R,,clemson,appalachian-state,H,66,20,0,25.0,
2024-09-07,2024,R,,appalachian-state,clemson,A,20,66,0,,25.0
2024-09-07,2024,R,,coastal-carolina,william-mary,H,40,21,0,,
2024-09-07,2024,R,,william-mary,coastal-carolina,A,21,40,0,,
2024-09-07,2024,R,,colorado-state,northern-colorado,H,38,17,0,,
2024-09-07,2024,R,,northern-colorado,colorado-state,A,17,38,0,,
2024-09-07,2024,R,,connecticut,merrimack,H,63,17,0,,
2024-09-07,2024,R,,merrimack,connecticut,A,17,63,0,,
2024-09-07,2024,R,,east-carolina,old-dominion,A,20,14,0,,
2024-09-07,2024,R,,old-dominion,east-carolina,H,14,20,0,,
2024-09-07,2024,R,,florida,samford,H,45,7,0,,
2024-09-07,2024,R,,samford,florida,A,7,45,0,,
2024-09-07,2024,R,,florida-international,central-michigan,H,52,16,0,,
2024-09-07,2024,R,,central-michigan,florida-international,A,16,52,0,,
2024-09-07,2024,R,,fresno-state,sacramento-state,H,46,30,0,,
2024-09-07,2024,R,,sacramento-state,fresno-state,A,30,46,0,,
2024-09-07,2024,R,,georgia,tennessee-tech,H,48,3,0,1.0,
2024-09-07,2024,R,,tennessee-tech,georgia,A,3,48,0,,1.0
2024-09-07,2024,R,,georgia-southern,nevada,A,20,17,0,,
2024-09-07,2024,R,,nevada,georgia-southern,H,17,20,0,,
2024-09-07,2024,R,,georgia-state,chattanooga,H,24,21,0,,
2024-09-07,2024,R,,chattanooga,georgia-state,A,21,24,0,,
2024-09-07,2024,R,,idaho,wyoming,A,17,13,0,,
2024-09-07,2024,R,,wyoming,idaho,H,13,17,0,,
2024-09-07,2024,R,,illinois,kansas,H,23,17,0,,19.0
2024-09-07,2024,R,,kansas,illinois,A,17,23,0,19.0,
2024-09-07,2024,R,,iowa-state,iowa,A,20,19,0,,21.0
2024-09-07,2024,R,,iowa,iowa-state,H,19,20,0,21.0,
2024-09-07,2024,R,,james-madison,gardner-webb,H,13,6,0,,
2024-09-07,2024,R,,gardner-webb,james-madison,A,6,13,0,,
2024-09-07,2024,R,,kansas-state,tulane,A,34,27,0,17.0,
2024-09-07,2024,R,,tulane,kansas-state,H,27,34,0,,17.0
2024-09-07,2024,R,,liberty,new-mexico-state,A,30,24,0,,
2024-09-07,2024,R,,new-mexico-state,liberty,H,24,30,0,,
2024-09-07,2024,R,,louisiana,kennesaw-state,A,34,10,0,,
2024-09-07,2024,R,,kennesaw-state,louisiana,H,10,34,0,,
2024-09-07,2024,R,,louisiana-state,nicholls-state,H,44,21,0,18.0,
2024-09-07,2024,R,,nicholls-state,louisiana-state,A,21,44,0,,18.0
2024-09-07,2024,R,,louisiana-monroe,alabama-birmingham,H,32,6,0,,
2024-09-07,2024,R,,alabama-birmingham,louisiana-monroe,A,6,32,0,,
2024-09-07,2024,R,,louisville,jacksonville-state,H,49,14,0,22.0,
2024-09-07,2024,R,,jacksonville-state,louisville,A,14,49,0,,22.0
2024-09-07,2024,R,,memphis,troy,H,38,17,0,,
2024-09-07,2024,R,,troy,memphis,A,17,38,0,,
2024-09-07,2024,R,,miami-fl,florida-a-m,H,56,9,0,12.0,
2024-09-07,2024,R,,florida-a-m,miami-fl,A,9,56,0,,12.0
2024-09-07,2024,R,,michigan-state,maryland,A,27,24,0,,
2024-09-07,2024,R,,maryland,michigan-state,H,24,27,0,,
2024-09-07,2024,R,,minnesota,rhode-island,H,48,0,0,,
2024-09-07,2024,R,,rhode-island,minnesota,A,0,48,0,,
2024-09-07,2024,R,,mississippi,middle-tennessee-state,H,52,3,0,6.0,
2024-09-07,2024,R,,middle-tennessee-state,mississippi,A,3,52,0,,6.0
2024-09-07,2024,R,,missouri,buffalo,H,38,0,0,9.0,
2024-09-07,2024,R,,buffalo,missouri,A,0,38,0,,9.0
2024-09-07,2024,R,,navy,temple,H,38,11,0,,
2024-09-07,2024,R,,temple,navy,A,11,38,0,,
2024-09-07,2024,R,,nebraska,colorado,H,28,10,0,,
2024-09-07,2024,R,,colorado,nebraska,A,10,28,0,,
2024-09-07,2024,R,,nevada-las-vegas,utah-tech,H,72,14,0,,
2024-09-07,2024,R,,utah-tech,nevada-las-vegas,A,14,72,0,,
2024-09-07,2024,R,,north-carolina,charlotte,H,38,20,0,,
2024-09-07,2024,R,,charlotte,north-carolina,A,20,38,0,,
2024-09-07,2024,R,,north-texas,stephen-f-austin,H,35,20,0,,
2024-09-07,2024,R,,stephen-f-austin,north-texas,A,20,35,0,,
2024-09-07,2024,R,,northern-illinois,notre-dame,A,16,14,0,,5.0
2024-09-07,2024,R,,notre-dame,northern-illinois,H,14,16,0,5.0,
2024-09-07,2024,R,,ohio,south-alabama,H,27,20,0,,
2024-09-07,2024,R,,south-alabama,ohio,A,20,27,0,,
2024-09-07,2024,R,,ohio-state,western-michigan,H,56,0,0,2.0,
2024-09-07,2024,R,,western-michigan,ohio-state,A,0,56,0,,2.0
2024-09-07,2024,R,,oklahoma,houston,H,16,12,0,15.0,
2024-09-07,2024,R,,houston,oklahoma,A,12,16,0,,15.0
2024-09-07,2024,R,,oklahoma-state,arkansas,H,39,31,0,16.0,
2024-09-07,2024,R,,arkansas,oklahoma-state,A,31,39,0,,16.0
2024-09-07,2024,R,,oregon,boise-state,H,37,34,0,7.0,
2024-09-07,2024,R,,boise-state,oregon,A,34,37,0,,7.0
2024-09-07,2024,R,,oregon-state,san-diego-state,A,21,0,0,,
2024-09-07,2024,R,,san-diego-state,oregon-state,H,0,21,0,,
2024-09-07,2024,R,,penn-state,bowling-green,H,34,27,0,8.0,
2024-09-07,2024,R,,bowling-green,penn-state,A,27,34,0,,8.0
2024-09-07,2024,R,,pittsburgh,cincinnati,A,28,27,0,,
2024-09-07,2024,R,,cincinnati,pittsburgh,H,27,28,0,,
2024-09-07,2024,R,,rice,texas-southern,H,69,7,0,,
2024-09-07,2024,R,,texas-southern,rice,A,7,69,0,,
2024-09-07,2024,R,,rutgers,akron,H,49,17,0,,
2024-09-07,2024,R,,akron,rutgers,A,17,49,0,,
2024-09-07,2024,R,,san-jose-state,air-force,A,17,7,0,,
2024-09-07,2024,R,,air-force,san-jose-state,H,7,17,0,,
2024-09-07,2024,R,,south-carolina,kentucky,A,31,6,0,,
2024-09-07,2024,R,,kentucky,south-carolina,H,6,31,0,,
2024-09-07,2024,R,,southern-california,utah-state,H,48,0,0,13.0,
2024-09-07,2024,R,,utah-state,southern-california,A,0,48,0,,13.0
2024-09-07,2024,R,,southern-mississippi,southeastern-louisiana,H,35,10,0,,
2024-09-07,2024,R,,southeastern-louisiana,southern-mississippi,A,10,35,0,,
2024-09-07,2024,R,,southern-utah,texas-el-paso,A,27,24,0,,
2024-09-07,2024,R,,texas-el-paso,southern-utah,H,24,27,0,,
2024-09-07,2024,R,,st-francis-pa,kent-state,A,23,17,0,,
2024-09-07,2024,R,,kent-state,st-francis-pa,H,17,23,0,,
2024-09-07,2024,R,,stanford,cal-poly,H,41,7,0,,
2024-09-07,2024,R,,cal-poly,stanford,A,7,41,0,,
2024-09-07,2024,R,,syracuse,georgia-tech,H,31,28,0,,23.0
2024-09-07,2024,R,,georgia-tech,syracuse,A,28,31,0,23.0,
2024-09-07,2024,R,,tennessee,north-carolina-state,N,51,10,0,14.0,24.0
2024-09-07,2024,R,,north-carolina-state,tennessee,N,10,51,0,24.0,14.0
2024-09-07,2024,R,,texas,michigan,A,31,12,0,3.0,10.0
2024-09-07,2024,R,,michigan,texas,H,12,31,0,10.0,3.0
2024-09-07,2024,R,,texas-a-m,mcneese-state,H,52,10,0,,
2024-09-07,2024,R,,mcneese-state,texas-a-m,A,10,52,0,,
2024-09-07,2024,R,,texas-christian,long-island,H,45,0,0,,
2024-09-07,2024,R,,long-island,texas-christian,A,0,45,0,,
2024-09-07,2024,R,,texas-state,texas-san-antonio,H,49,10,0,,
2024-09-07,2024,R,,texas-san-antonio,texas-state,A,10,49,0,,
2024-09-07,2024,R,,toledo,massachusetts,H,38,23,0,,
2024-09-07,2024,R,,massachusetts,toledo,A,23,38,0,,
2024-09-07,2024,R,,utah,baylor,H,23,12,0,11.0,
2024-09-07,2024,R,,baylor,utah,A,12,23,0,,11.0
2024-09-07,2024,R,,vanderbilt,alcorn-state,H,55,0,0,,
2024-09-07,2024,R,,alcorn-state,vanderbilt,A,0,55,0,,
2024-09-07,2024,R,,virginia,wake-forest,A,31,30,0,,
2024-09-07,2024,R,,wake-forest,virginia,H,30,31,0,,
2024-09-07,2024,R,,virginia-tech,marshall,H,31,14,0,,
2024-09-07,2024,R,,marshall,virginia-tech,A,14,31,0,,
2024-09-07,2024,R,,washington,eastern-michigan,H,30,9,0,,
2024-09-07,2024,R,,eastern-michigan,washington,A,9,30,0,,
2024-09-07,2024,R,,washington-state,texas-tech,H,37,16,0,,
2024-09-07,2024,R,,texas-tech,washington-state,A,16,37,0,,
2024-09-07,2024,R,,west-virginia,albany,H,49,14,0,,
2024-09-07,2024,R,,albany,west-virginia,A,14,49,0,,
2024-09-07,2024,R,,western-kentucky,eastern-kentucky,H,31,0,0,,
2024-09-07,2024,R,,eastern-kentucky,western-kentucky,A,0,31,0,,
2024-09-07,2024,R,,wisconsin,south-dakota,H,27,13,0,,
2024-09-07,2024,R,,south-dakota,wisconsin,A,13,27,0,,
2024-09-12,2024,R,,arizona-state,texas-state,A,31,28,0,,
2024-09-12,2024,R,,texas-state,arizona-state,H,28,31,0,,
2024-09-12,2024,R,,south-alabama,northwestern-state,H,87,10,0,,
2024-09-12,2024,R,,northwestern-state,south-alabama,A,10,87,0,,
2024-09-13,2024,R,,kansas-state,arizona,H,31,7,0,14.0,20.0
2024-09-13,2024,R,,arizona,kansas-state,A,7,31,0,20.0,14.0
2024-09-13,2024,R,,nevada-las-vegas,kansas,A,23,20,0,,
2024-09-13,2024,R,,kansas,nevada-las-vegas,H,20,23,0,,
2024-09-14,2024,R,,akron,colgate,H,31,20,0,,
2024-09-14,2024,R,,colgate,akron,A,20,31,0,,
2024-09-14,2024,R,,alabama,wisconsin,A,42,10,0,4.0,
2024-09-14,2024,R,,wisconsin,alabama,H,10,42,0,,4.0
2024-09-14,2024,R,,appalachian-state,east-carolina,A,21,19,0,,
2024-09-14,2024,R,,east-carolina,appalachian-state,H,19,21,0,,
2024-09-14,2024,R,,arkansas,alabama-birmingham,H,37,27,0,,
2024-09-14,2024,R,,alabama-birmingham,arkansas,A,27,37,0,,
2024-09-14,2024,R,,auburn,new-mexico,H,45,19,0,,
2024-09-14,2024,R,,new-mexico,auburn,A,19,45,0,,
2024-09-14,2024,R,,baylor,air-force,H,31,3,0,,
2024-09-14,2024,R,,air-force,baylor,A,3,31,0,,
2024-09-14,2024,R,,brigham-young,wyoming,A,34,14,0,,
2024-09-14,2024,R,,wyoming,brigham-young,H,14,34,0,,
2024-09-14,2024,R,,buffalo,massachusetts,H,34,3,0,,
2024-09-14,2024,R,,massachusetts,buffalo,A,3,34,0,,
2024-09-14,2024,R,,california,san-diego-state,H,31,10,0,,
2024-09-14,2024,R,,san-diego-state,california,A,10,31,0,,
2024-09-14,2024,R,,central-florida,texas-christian,A,35,34,0,,
2024-09-14,2024,R,,texas-christian,central-florida,H,34,35,0,,
2024-09-14,2024,R,,charlotte,gardner-webb,H,27,26,0,,
2024-09-14,2024,R,,gardner-webb,charlotte,A,26,27,0,,
2024-09-14,2024,R,,cincinnati,miami-oh,A,27,16,0,,
2024-09-14,2024,R,,miami-oh,cincinnati,H,16,27,0,,
2024-09-14,2024,R,,coastal-carolina,temple,A,28,20,0,,
2024-09-14,2024,R,,temple,coastal-carolina,H,20,28,0,,
2024-09-14,2024,R,,colorado,colorado-state,A,28,9,0,,
2024-09-14,2024,R,,colorado-state,colorado,H,9,28,0,,
2024-09-14,2024,R,,duke,connecticut,H,26,21,0,,
2024-09-14,2024,R,,connecticut,duke,A,21,26,0,,
2024-09-14,2024,R,,eastern-michigan,jacksonville-state,H,37,34,0,,
