Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT,TeamAPRank,OppAPRank,Notes
2001-08-23,2001,R,,louisville,new-mexico-state,H,45,24,0,,,
2001-08-23,2001,R,,new-mexico-state,louisville,A,24,45,0,,,
2001-08-25,2001,R,,brigham-young,tulane,H,70,35,0,,,
2001-08-25,2001,R,,tulane,brigham-young,A,35,70,0,,,
2001-08-25,2001,R,,nebraska,texas-christian,H,21,7,0,4.0,,
2001-08-25,2001,R,,texas-christian,nebraska,A,7,21,0,,4.0,
2001-08-25,2001,R,,oklahoma,north-carolina,H,41,27,0,3.0,,
2001-08-25,2001,R,,north-carolina,oklahoma,A,27,41,0,,3.0,
2001-08-25,2001,R,,wisconsin,virginia,H,26,17,0,22.0,,
2001-08-25,2001,R,,virginia,wisconsin,A,17,26,0,,22.0,
2001-08-26,2001,R,,fresno-state,colorado,A,24,22,0,,,
2001-08-26,2001,R,,colorado,fresno-state,H,22,24,0,,,
2001-08-26,2001,R,,georgia-tech,syracuse,N,13,7,0,10.0,,
2001-08-26,2001,R,,syracuse,georgia-tech,N,7,13,0,,10.0,
2001-08-30,2001,R,,akron,ohio,H,31,29,0,,,
2001-08-30,2001,R,,ohio,akron,A,29,31,0,,,
2001-08-30,2001,R,,alabama-birmingham,montana-state,H,41,13,0,,,
2001-08-30,2001,R,,montana-state,alabama-birmingham,A,13,41,0,,,
2001-08-30,2001,R,,arizona,san-diego-state,A,23,10,0,,,
2001-08-30,2001,R,,san-diego-state,arizona,H,10,23,0,,,
2001-08-30,2001,R,,arkansas,nevada-las-vegas,H,14,10,0,,,
2001-08-30,2001,R,,nevada-las-vegas,arkansas,A,10,14,0,,,
2001-08-30,2001,R,,central-michigan,eastern-kentucky,H,42,28,0,,,
2001-08-30,2001,R,,eastern-kentucky,central-michigan,A,28,42,0,,,
2001-08-30,2001,R,,middle-tennessee-state,vanderbilt,A,37,28,0,,,
2001-08-30,2001,R,,vanderbilt,middle-tennessee-state,H,28,37,0,,,
2001-08-30,2001,R,,northern-illinois,south-florida,H,20,17,0,,,
2001-08-30,2001,R,,south-florida,northern-illinois,A,17,20,0,,,
2001-08-30,2001,R,,rutgers,buffalo,A,31,15,0,,,
2001-08-30,2001,R,,buffalo,rutgers,H,15,31,0,,,
2001-08-30,2001,R,,temple,navy,H,45,26,0,,,
2001-08-30,2001,R,,navy,temple,A,26,45,0,,,
2001-08-30,2001,R,,toledo,minnesota,H,38,7,0,,,
2001-08-30,2001,R,,minnesota,toledo,A,7,38,0,,,
2001-08-30,2001,R,,tulsa,indiana-state,H,51,0,0,,,
2001-08-30,2001,R,,indiana-state,tulsa,A,0,51,0,,,
2001-08-30,2001,R,,washington-state,idaho,H,36,7,0,,,
2001-08-30,2001,R,,idaho,washington-state,A,7,36,0,,,
2001-08-30,2001,R,,western-michigan,illinois-state,H,48,7,0,,,
2001-08-30,2001,R,,illinois-state,western-michigan,A,7,48,0,,,
2001-09-01,2001,R,,auburn,ball-state,H,30,0,0,,,
