Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT,TeamAPRank,OppAPRank,Notes
2014-08-27,2014,R,,georgia-state,abilene-christian,H,38,37,0,,,
2014-08-27,2014,R,,abilene-christian,georgia-state,A,37,38,0,,,
2014-08-28,2014,R,,akron,howard,H,41,0,0,,,
2014-08-28,2014,R,,howard,akron,A,0,41,0,,,
2014-08-28,2014,R,,arizona-state,weber-state,H,45,14,0,19.0,,
2014-08-28,2014,R,,weber-state,arizona-state,A,14,45,0,,19.0,
2014-08-28,2014,R,,central-michigan,chattanooga,H,20,16,0,,,
2014-08-28,2014,R,,chattanooga,central-michigan,A,16,20,0,,,
2014-08-28,2014,R,,louisiana-monroe,wake-forest,H,17,10,0,,,
2014-08-28,2014,R,,wake-forest,louisiana-monroe,A,10,17,0,,,
2014-08-28,2014,R,,minnesota,eastern-illinois,H,42,20,0,,,
2014-08-28,2014,R,,eastern-illinois,minnesota,A,20,42,0,,,
2014-08-28,2014,R,,mississippi,boise-state,N,35,13,0,18.0,,Georgia Dome - Atlanta GA
2014-08-28,2014,R,,boise-state,mississippi,N,13,35,0,,18.0,Georgia Dome - Atlanta GA
2014-08-28,2014,R,,new-mexico-state,cal-poly,H,28,10,0,,,
2014-08-28,2014,R,,cal-poly,new-mexico-state,A,10,28,0,,,
2014-08-28,2014,R,,northern-illinois,presbyterian,H,55,3,0,,,
2014-08-28,2014,R,,presbyterian,northern-illinois,A,3,55,0,,,
2014-08-28,2014,R,,rutgers,washington-state,N,41,38,0,,,CenturyLink Field - Seattle WA
2014-08-28,2014,R,,washington-state,rutgers,N,38,41,0,,,CenturyLink Field - Seattle WA
2014-08-28,2014,R,,san-jose-state,north-dakota,H,42,10,0,,,
2014-08-28,2014,R,,north-dakota,san-jose-state,A,10,42,0,,,
2014-08-28,2014,R,,temple,vanderbilt,A,37,7,0,,,
2014-08-28,2014,R,,vanderbilt,temple,H,7,37,0,,,
2014-08-28,2014,R,,texas-a-m,south-carolina,A,52,28,0,21.0,9.0,
2014-08-28,2014,R,,south-carolina,texas-a-m,H,28,52,0,9.0,21.0,
2014-08-28,2014,R,,tulsa,tulane,H,38,31,0,,,
2014-08-28,2014,R,,tulane,tulsa,A,31,38,0,,,
2014-08-28,2014,R,,utah,idaho-state,H,56,14,0,,,
2014-08-28,2014,R,,idaho-state,utah,A,14,56,0,,,
2014-08-29,2014,R,,arizona,nevada-las-vegas,H,58,13,0,,,
2014-08-29,2014,R,,nevada-las-vegas,arizona,A,13,58,0,,,
2014-08-29,2014,R,,brigham-young,connecticut,A,35,10,0,,,
2014-08-29,2014,R,,connecticut,brigham-young,H,10,35,0,,,
2014-08-29,2014,R,,colorado-state,colorado,N,31,17,0,,,Sports Authority Field at Mile High Stadium - Denver CO
2014-08-29,2014,R,,colorado,colorado-state,N,17,31,0,,,Sports Authority Field at Mile High Stadium - Denver CO
2014-08-29,2014,R,,michigan-state,jacksonville-state,H,45,7,0,8.0,,
