Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT,TeamAPRank,OppAPRank,Notes
2019-08-29,2019,R,,albany,central-michigan,A,21,38,0,,,Kelly/Shorts Stadium - Mount Pleasant Michigan
2019-08-29,2019,R,,charlotte,gardner-webb,H,49,28,0,,,Jerry Richardson Stadium - Charlotte North Carolina
2019-08-29,2019,R,,gardner-webb,charlotte,A,28,49,0,,,Jerry Richardson Stadium - Charlotte North Carolina
2019-08-29,2019,R,,cincinnati,ucla,H,24,14,0,,,Nippert Stadium - Cincinnati Ohio
2019-08-29,2019,R,,ucla,cincinnati,A,14,24,0,,,Nippert Stadium - Cincinnati Ohio
2019-08-29,2019,R,,clemson,georgia-tech,H,52,14,0,1.0,,Clemson Memorial Stadium - Clemson South Carolina
2019-08-29,2019,R,,georgia-tech,clemson,A,14,52,0,,1.0,Clemson Memorial Stadium - Clemson South Carolina
2019-08-29,2019,R,,connecticut,wagner,H,24,21,0,,,Pratt & Whitney Stadium at Rentschler Field - East Hartford Connecticut
2019-08-29,2019,R,,wagner,connecticut,A,21,24,0,,,Pratt & Whitney Stadium at Rentschler Field - East Hartford Connecticut
2019-08-29,2019,R,,minnesota,south-dakota-state,H,28,21,0,,,TCF Bank Stadium - Minneapolis Minnesota
2019-08-29,2019,R,,south-dakota-state,minnesota,A,21,28,0,,,TCF Bank Stadium - Minneapolis Minnesota
2019-08-29,2019,R,,san-jose-state,northern-colorado,H,35,18,0,,,CEFCU Stadium - San Jose California
2019-08-29,2019,R,,northern-colorado,san-jose-state,A,18,35,0,,,CEFCU Stadium - San Jose California
2019-08-29,2019,R,,texas-a-m,texas-state,H,41,7,0,12.0,,Kyle Field - College Station Texas
2019-08-29,2019,R,,texas-state,texas-a-m,A,7,41,0,,12.0,Kyle Field - College Station Texas
2019-08-29,2019,R,,tulane,florida-international,H,42,14,0,,,Yulman Stadium - New Orleans Louisiana
2019-08-29,2019,R,,florida-international,tulane,A,14,42,0,,,Yulman Stadium - New Orleans Louisiana
2019-08-29,2019,R,,utah,brigham-young,A,30,12,0,14.0,,LaVell Edwards Stadium - Provo Utah
2019-08-29,2019,R,,brigham-young,utah,H,12,30,0,,14.0,LaVell Edwards Stadium - Provo Utah
2019-08-30,2019,R,,army,rice,H,14,7,0,,,Michie Stadium - West Point New York
2019-08-30,2019,R,,rice,army,A,7,14,0,,,Michie Stadium - West Point New York
2019-08-30,2019,R,,colorado,colorado-state,N,52,31,0,,,Empower Field at Mile High - Denver Colorado
2019-08-30,2019,R,,colorado-state,colorado,N,31,52,0,,,Empower Field at Mile High - Denver Colorado
2019-08-30,2019,R,,michigan-state,tulsa,H,28,7,0,18.0,,Spartan Stadium - East Lansing Michigan
2019-08-30,2019,R,,tulsa,michigan-state,A,7,28,0,,18.0,Spartan Stadium - East Lansing Michigan
2019-08-30,2019,R,,nevada,purdue,H,34,31,0,,,MacKay Stadium - Reno Nevada
2019-08-30,2019,R,,purdue,nevada,A,31,34,0,,,MacKay Stadium - Reno Nevada
2019-08-30,2019,R,,oklahoma-state,oregon-state,A,52,36,0,,,Reser Stadium - Corvallis Oregon
2019-08-30,2019,R,,oregon-state,oklahoma-state,H,36,52,0,,,Reser Stadium - Corvallis Oregon
2019-08-30,2019,R,,rutgers,massachusetts,H,48,21,0,,,SHI Stadium - Piscataway New Jersey
2019-08-30,2019,R,,massachusetts,rutgers,A,21,48,0,,,SHI Stadium - Piscataway New Jersey
2019-08-30,2019,R,,wake-forest,utah-state,H,38,35,0,,,BB&T Field - Winston-Salem North Carolina
2019-08-30,2019,R,,utah-state,wake-forest,A,35,38,0,,,BB&T Field - Winston-Salem North Carolina
2019-08-30,2019,R,,wisconsin,south-florida,A,49,0,0,19.0,,Raymond James Stadium - Tampa Florida
2019-08-30,2019,R,,south-florida,wisconsin,H,0,49,0,,19.0,Raymond James Stadium - Tampa Florida
2019-08-31,2019,R,,air-force,colgate,H,48,7,0,,,Falcon Stadium - Colorado Springs Colorado
2019-08-31,2019,R,,colgate,air-force,A,7,48,0,,,Falcon Stadium - Colorado Springs Colorado
2019-08-31,2019,R,,alabama,duke,N,42,3,0,2.0,,Mercedes-Benz Stadium - Atlanta Georgia
2019-08-31,2019,R,,duke,alabama,N,3,42,0,,2.0,Mercedes-Benz Stadium - Atlanta Georgia
2019-08-31,2019,R,,appalachian-state,east-tennessee-state,H,42,7,0,,,Kidd Brewer Stadium - Boone North Carolina
2019-08-31,2019,R,,east-tennessee-state,appalachian-state,A,7,42,0,,,Kidd Brewer Stadium - Boone North Carolina
2019-08-31,2019,R,,arkansas,portland-state,H,20,13,0,,,Donald W. Reynolds Razorback Stadium - Fayetteville Arkansas
2019-08-31,2019,R,,portland-state,arkansas,A,13,20,0,,,Donald W. Reynolds Razorback Stadium - Fayetteville Arkansas
2019-08-31,2019,R,,auburn,oregon,N,27,21,0,16.0,11.0,AT&T Stadium - Arlington Texas
2019-08-31,2019,R,,oregon,auburn,N,21,27,0,11.0,16.0,AT&T Stadium - Arlington Texas
2019-08-31,2019,R,,baylor,stephen-f-austin,H,56,17,0,,,McLane Stadium - Waco Texas
2019-08-31,2019,R,,stephen-f-austin,baylor,A,17,56,0,,,McLane Stadium - Waco Texas
2019-08-31,2019,R,,boise-state,florida-state,A,36,31,0,,,Doak Campbell Stadium - Tallahassee Florida
2019-08-31,2019,R,,florida-state,boise-state,H,31,36,0,,,Doak Campbell Stadium - Tallahassee Florida
2019-08-31,2019,R,,boston-college,virginia-tech,H,35,28,0,,,Alumni Stadium - Chestnut Hill Massachusetts
2019-08-31,2019,R,,virginia-tech,boston-college,A,28,35,0,,,Alumni Stadium - Chestnut Hill Massachusetts
2019-08-31,2019,R,,california,california-davis,H,27,13,0,,,California Memorial Stadium - Berkeley California
2019-08-31,2019,R,,california-davis,california,A,13,27,0,,,California Memorial Stadium - Berkeley California
2019-08-31,2019,R,,eastern-michigan,coastal-carolina,A,30,23,0,,,Brooks Stadium - Conway South Carolina
2019-08-31,2019,R,,coastal-carolina,eastern-michigan,H,23,30,0,,,Brooks Stadium - Conway South Carolina
2019-08-31,2019,R,,georgia,vanderbilt,A,30,6,0,3.0,,Vanderbilt Stadium - Nashville Tennessee
2019-08-31,2019,R,,vanderbilt,georgia,H,6,30,0,,3.0,Vanderbilt Stadium - Nashville Tennessee
2019-08-31,2019,R,,georgia-state,tennessee,A,38,30,0,,,Neyland Stadium - Knoxville Tennessee
2019-08-31,2019,R,,tennessee,georgia-state,H,30,38,0,,,Neyland Stadium - Knoxville Tennessee
2019-08-31,2019,R,,illinois,akron,H,42,3,0,,,Memorial Stadium - Champaign Illinois
2019-08-31,2019,R,,akron,illinois,A,3,42,0,,,Memorial Stadium - Champaign Illinois
2019-08-31,2019,R,,indiana,ball-state,N,34,24,0,,,Lucas Oil Stadium - Indianapolis Indiana
2019-08-31,2019,R,,ball-state,indiana,N,24,34,0,,,Lucas Oil Stadium - Indianapolis Indiana
2019-08-31,2019,R,,iowa,miami-oh,H,38,14,0,20.0,,Kinnick Stadium - Iowa City Iowa
2019-08-31,2019,R,,miami-oh,iowa,A,14,38,0,,20.0,Kinnick Stadium - Iowa City Iowa
2019-08-31,2019,R,,iowa-state,northern-iowa,H,29,26,0,21.0,,Jack Trice Stadium - Ames Iowa
2019-08-31,2019,R,,northern-iowa,iowa-state,A,26,29,0,,21.0,Jack Trice Stadium - Ames Iowa
2019-08-31,2019,R,,kansas,indiana-state,H,24,17,0,,,David Booth Kansas Memorial Stadium - Lawrence Kansas
2019-08-31,2019,R,,indiana-state,kansas,A,17,24,0,,,David Booth Kansas Memorial Stadium - Lawrence Kansas
2019-08-31,2019,R,,kansas-state,nicholls-state,H,49,14,0,,,Bill Snyder Family Stadium - Manhattan Kansas
2019-08-31,2019,R,,nicholls-state,kansas-state,A,14,49,0,,,Bill Snyder Family Stadium - Manhattan Kansas
2019-08-31,2019,R,,kentucky,toledo,H,38,24,0,,,Kroger Field - Lexington Kentucky
2019-08-31,2019,R,,toledo,kentucky,A,24,38,0,,,Kroger Field - Lexington Kentucky
2019-08-31,2019,R,,louisiana-state,georgia-southern,H,55,3,0,6.0,,Tiger Stadium - Baton Rouge Louisiana
2019-08-31,2019,R,,georgia-southern,louisiana-state,A,3,55,0,,6.0,Tiger Stadium - Baton Rouge Louisiana
2019-08-31,2019,R,,louisiana-monroe,grambling-state,H,31,9,0,,,Malone Stadium - Monroe Louisiana
2019-08-31,2019,R,,grambling-state,louisiana-monroe,A,9,31,0,,,Malone Stadium - Monroe Louisiana
2019-08-31,2019,R,,marshall,virginia-military-institute,H,56,17,0,,,Joan C. Edwards Stadium - Huntington West Virginia
2019-08-31,2019,R,,virginia-military-institute,marshall,A,17,56,0,,,Joan C. Edwards Stadium - Huntington West Virginia
2019-08-31,2019,R,,maryland,howard,H,79,0,0,,,Capital One Field at Maryland Stadium - College Park Maryland
2019-08-31,2019,R,,howard,maryland,A,0,79,0,,,Capital One Field at Maryland Stadium - College Park Maryland
2019-08-31,2019,R,,memphis,mississippi,H,15,10,0,,,Liberty Bowl Memorial Stadium - Memphis Tennessee
2019-08-31,2019,R,,mississippi,memphis,A,10,15,0,,,Liberty Bowl Memorial Stadium - Memphis Tennessee
2019-08-31,2019,R,,michigan,middle-tennessee-state,H,40,21,0,7.0,,Michigan Stadium - Ann Arbor Michigan
2019-08-31,2019,R,,middle-tennessee-state,michigan,A,21,40,0,,7.0,Michigan Stadium - Ann Arbor Michigan
2019-08-31,2019,R,,mississippi-state,louisiana,N,38,28,0,,,Mercedes-Benz Superdome - New Orleans Louisiana
2019-08-31,2019,R,,louisiana,mississippi-state,N,28,38,0,,,Mercedes-Benz Superdome - New Orleans Louisiana
2019-08-31,2019,R,,navy,holy-cross,H,45,7,0,,,Navy-Marine Corps Memorial Stadium - Annapolis Maryland
2019-08-31,2019,R,,holy-cross,navy,A,7,45,0,,,Navy-Marine Corps Memorial Stadium - Annapolis Maryland
2019-08-31,2019,R,,nebraska,south-alabama,H,35,21,0,24.0,,Memorial Stadium - Lincoln Nebraska
2019-08-31,2019,R,,south-alabama,nebraska,A,21,35,0,,24.0,Memorial Stadium - Lincoln Nebraska
2019-08-31,2019,R,,nevada-las-vegas,southern-utah,H,56,23,0,,,Sam Boyd Stadium - Las Vegas Nevada
2019-08-31,2019,R,,southern-utah,nevada-las-vegas,A,23,56,0,,,Sam Boyd Stadium - Las Vegas Nevada
2019-08-31,2019,R,,new-mexico,sam-houston,H,39,31,0,,,Dreamstyle Stadium - Albuquerque New Mexico
2019-08-31,2019,R,,sam-houston,new-mexico,A,31,39,0,,,Dreamstyle Stadium - Albuquerque New Mexico
2019-08-31,2019,R,,north-carolina,south-carolina,N,24,20,0,,,Bank of America Stadium - Charlotte North Carolina
2019-08-31,2019,R,,south-carolina,north-carolina,N,20,24,0,,,Bank of America Stadium - Charlotte North Carolina
2019-08-31,2019,R,,north-carolina-state,east-carolina,H,34,6,0,,,Carter-Finley Stadium - Raleigh North Carolina
2019-08-31,2019,R,,east-carolina,north-carolina-state,A,6,34,0,,,Carter-Finley Stadium - Raleigh North Carolina
2019-08-31,2019,R,,north-texas,abilene-christian,H,51,31,0,,,Apogee Stadium - Denton Texas
2019-08-31,2019,R,,abilene-christian,north-texas,A,31,51,0,,,Apogee Stadium - Denton Texas
2019-08-31,2019,R,,northern-illinois,illinois-state,H,24,10,0,,,Huskie Stadium - DeKalb Illinois
2019-08-31,2019,R,,illinois-state,northern-illinois,A,10,24,0,,,Huskie Stadium - DeKalb Illinois
2019-08-31,2019,R,,ohio,rhode-island,H,41,20,0,,,Peden Stadium - Athens Ohio
2019-08-31,2019,R,,rhode-island,ohio,A,20,41,0,,,Peden Stadium - Athens Ohio
2019-08-31,2019,R,,ohio-state,florida-atlantic,H,45,21,0,5.0,,Ohio Stadium - Columbus Ohio
2019-08-31,2019,R,,florida-atlantic,ohio-state,A,21,45,0,,5.0,Ohio Stadium - Columbus Ohio
2019-08-31,2019,R,,old-dominion,norfolk-state,H,24,21,0,,,Foreman Field at S.B. Ballard Stadium - Norfolk Virginia
2019-08-31,2019,R,,norfolk-state,old-dominion,A,21,24,0,,,Foreman Field at S.B. Ballard Stadium - Norfolk Virginia
2019-08-31,2019,R,,penn-state,idaho,H,79,7,0,15.0,,Beaver Stadium - University Park Pennsylvania
2019-08-31,2019,R,,idaho,penn-state,A,7,79,0,,15.0,Beaver Stadium - University Park Pennsylvania
2019-08-31,2019,R,,san-diego-state,weber-state,H,6,0,0,,,SDCCU Stadium - San Diego California
2019-08-31,2019,R,,weber-state,san-diego-state,A,0,6,0,,,SDCCU Stadium - San Diego California
2019-08-31,2019,R,,southern-california,fresno-state,H,31,23,0,,,Los Angeles Memorial Coliseum - Los Angeles California
2019-08-31,2019,R,,fresno-state,southern-california,A,23,31,0,,,Los Angeles Memorial Coliseum - Los Angeles California
2019-08-31,2019,R,,southern-methodist,arkansas-state,A,37,30,0,,,Centennial Bank Stadium - Jonesboro Arkansas
2019-08-31,2019,R,,arkansas-state,southern-methodist,H,30,37,0,,,Centennial Bank Stadium - Jonesboro Arkansas
2019-08-31,2019,R,,southern-mississippi,alcorn-state,H,38,10,0,,,M. M. Roberts Stadium - Hattiesburg Mississippi
2019-08-31,2019,R,,alcorn-state,southern-mississippi,A,10,38,0,,,M. M. Roberts Stadium - Hattiesburg Mississippi
2019-08-31,2019,R,,stanford,northwestern,H,17,7,0,25.0,,Stanford Stadium - Stanford California
2019-08-31,2019,R,,northwestern,stanford,A,7,17,0,,25.0,Stanford Stadium - Stanford California
2019-08-31,2019,R,,syracuse,liberty,A,24,0,0,22.0,,Williams Stadium - Lynchburg Virginia
2019-08-31,2019,R,,liberty,syracuse,H,0,24,0,,22.0,Williams Stadium - Lynchburg Virginia
2019-08-31,2019,R,,temple,bucknell,H,56,12,0,,,Lincoln Financial Field - Philadelphia Pennsylvania
2019-08-31,2019,R,,bucknell,temple,A,12,56,0,,,Lincoln Financial Field - Philadelphia Pennsylvania
2019-08-31,2019,R,,texas,louisiana-tech,H,45,14,0,10.0,,Darrell K Royal-Texas Memorial Stadium - Austin Texas
2019-08-31,2019,R,,louisiana-tech,texas,A,14,45,0,,10.0,Darrell K Royal-Texas Memorial Stadium - Austin Texas
2019-08-31,2019,R,,texas-christian,arkansas-pine-bluff,H,39,7,0,,,Amon G. Carter Stadium - Fort Worth Texas
2019-08-31,2019,R,,arkansas-pine-bluff,texas-christian,A,7,39,0,,,Amon G. Carter Stadium - Fort Worth Texas
2019-08-31,2019,R,,texas-tech,montana-state,H,45,10,0,,,Jones AT&T Stadium - Lubbock Texas
2019-08-31,2019,R,,montana-state,texas-tech,A,10,45,0,,,Jones AT&T Stadium - Lubbock Texas
2019-08-31,2019,R,,texas-el-paso,houston-baptist,H,36,34,0,,,Sun Bowl - El Paso Texas
2019-08-31,2019,R,,houston-baptist,texas-el-paso,A,34,36,0,,,Sun Bowl - El Paso Texas
2019-08-31,2019,R,,texas-san-antonio,incarnate-word,H,35,7,0,,,Alamodome - San Antonio Texas
2019-08-31,2019,R,,incarnate-word,texas-san-antonio,A,7,35,0,,,Alamodome - San Antonio Texas
2019-08-31,2019,R,,troy,campbell,H,43,14,0,,,Veterans Memorial Stadium - Troy Alabama
2019-08-31,2019,R,,campbell,troy,A,14,43,0,,,Veterans Memorial Stadium - Troy Alabama
2019-08-31,2019,R,,virginia,pittsburgh,A,30,14,0,,,Heinz Field - Pittsburgh Pennsylvania
2019-08-31,2019,R,,pittsburgh,virginia,H,14,30,0,,,Heinz Field - Pittsburgh Pennsylvania
2019-08-31,2019,R,,washington,eastern-washington,H,47,14,0,13.0,,Husky Stadium - Seattle Washington
2019-08-31,2019,R,,eastern-washington,washington,A,14,47,0,,13.0,Husky Stadium - Seattle Washington
2019-08-31,2019,R,,washington-state,new-mexico-state,H,58,7,0,23.0,,Martin Stadium - Pullman Washington
2019-08-31,2019,R,,new-mexico-state,washington-state,A,7,58,0,,23.0,Martin Stadium - Pullman Washington
2019-08-31,2019,R,,west-virginia,james-madison,H,20,13,0,,,Mountaineer Field at Milan Puskar Stadium - Morgantown West Virginia
2019-08-31,2019,R,,james-madison,west-virginia,A,13,20,0,,,Mountaineer Field at Milan Puskar Stadium - Morgantown West Virginia
2019-08-31,2019,R,,western-michigan,monmouth,H,48,13,0,,,Waldo Stadium - Kalamazoo Michigan
2019-08-31,2019,R,,monmouth,western-michigan,A,13,48,0,,,Waldo Stadium - Kalamazoo Michigan
2019-08-31,2019,R,,wyoming,missouri,H,37,31,0,,,Jonah Field War Memorial Stadium - Laramie Wyoming
2019-08-31,2019,R,,missouri,wyoming,A,31,37,0,,,Jonah Field War Memorial Stadium - Laramie Wyoming
2019-09-01,2019,R,,oklahoma,houston,H,49,31,0,4.0,,Gaylord Family - Oklahoma Memorial Stadium - Norman Oklahoma
2019-09-01,2019,R,,houston,oklahoma,A,31,49,0,,4.0,Gaylord Family - Oklahoma Memorial Stadium - Norman Oklahoma
2019-09-02,2019,R,,notre-dame,louisville,A,35,17,0,9.0,,Cardinal Stadium - Louisville Kentucky
2019-09-02,2019,R,,louisville,notre-dame,H,17,35,0,,9.0,Cardinal Stadium - Louisville Kentucky
2019-09-06,2019,R,,arizona-state,sacramento-state,H,19,7,0,,,Sun Devil Stadium - Tempe Arizona
2019-09-06,2019,R,,sacramento-state,arizona-state,A,7,19,0,,,Sun Devil Stadium - Tempe Arizona
2019-09-06,2019,R,,boise-state,marshall,H,14,7,0,24.0,,Albertsons Stadium - Boise Idaho
2019-09-06,2019,R,,marshall,boise-state,A,7,14,0,,24.0,Albertsons Stadium - Boise Idaho
2019-09-06,2019,R,,virginia,william-mary,H,52,17,0,,,Scott Stadium - Charlottesville Virginia
2019-09-06,2019,R,,william-mary,virginia,A,17,52,0,,,Scott Stadium - Charlottesville Virginia
2019-09-06,2019,R,,wake-forest,rice,A,41,21,0,,,Rice Stadium - Houston Texas
2019-09-06,2019,R,,rice,wake-forest,H,21,41,0,,,Rice Stadium - Houston Texas
2019-09-07,2019,R,,alabama,new-mexico-state,H,62,10,0,2.0,,Bryant-Denny Stadium - Tuscaloosa Alabama
2019-09-07,2019,R,,new-mexico-state,alabama,A,10,62,0,,2.0,Bryant-Denny Stadium - Tuscaloosa Alabama
2019-09-07,2019,R,,alabama-birmingham,akron,A,31,20,0,,,InfoCision Stadium - Akron Ohio
2019-09-07,2019,R,,akron,alabama-birmingham,H,20,31,0,,,InfoCision Stadium - Akron Ohio
2019-09-07,2019,R,,appalachian-state,charlotte,H,56,41,0,,,Kidd Brewer Stadium - Boone North Carolina
2019-09-07,2019,R,,charlotte,appalachian-state,A,41,56,0,,,Kidd Brewer Stadium - Boone North Carolina
2019-09-07,2019,R,,arizona,northern-arizona,H,65,41,0,,,Arizona Stadium - Tucson Arizona
2019-09-07,2019,R,,northern-arizona,arizona,A,41,65,0,,,Arizona Stadium - Tucson Arizona
2019-09-07,2019,R,,arkansas-state,nevada-las-vegas,A,43,17,0,,,Sam Boyd Stadium - Las Vegas Nevada
2019-09-07,2019,R,,nevada-las-vegas,arkansas-state,H,17,43,0,,,Sam Boyd Stadium - Las Vegas Nevada
2019-09-07,2019,R,,auburn,tulane,H,24,6,0,10.0,,Jordan-Hare Stadium - Auburn Alabama
2019-09-07,2019,R,,tulane,auburn,A,6,24,0,,10.0,Jordan-Hare Stadium - Auburn Alabama
2019-09-07,2019,R,,ball-state,fordham,H,57,29,0,,,Scheumann Stadium - Muncie Indiana
2019-09-07,2019,R,,fordham,ball-state,A,29,57,0,,,Scheumann Stadium - Muncie Indiana
2019-09-07,2019,R,,baylor,texas-san-antonio,H,63,14,0,,,McLane Stadium - Waco Texas
2019-09-07,2019,R,,texas-san-antonio,baylor,A,14,63,0,,,McLane Stadium - Waco Texas
2019-09-07,2019,R,,boston-college,richmond,H,45,13,0,,,Alumni Stadium - Chestnut Hill Massachusetts
2019-09-07,2019,R,,richmond,boston-college,A,13,45,0,,,Alumni Stadium - Chestnut Hill Massachusetts
2019-09-07,2019,R,,brigham-young,tennessee,A,29,26,0,,,Neyland Stadium - Knoxville Tennessee
2019-09-07,2019,R,,tennessee,brigham-young,H,26,29,0,,,Neyland Stadium - Knoxville Tennessee
2019-09-07,2019,R,,california,washington,A,20,19,0,,14.0,Husky Stadium - Seattle Washington
2019-09-07,2019,R,,washington,california,H,19,20,0,14.0,,Husky Stadium - Seattle Washington
2019-09-07,2019,R,,central-florida,florida-atlantic,A,48,14,0,18.0,,FAU Football Stadium - Boca Raton Florida
2019-09-07,2019,R,,florida-atlantic,central-florida,H,14,48,0,,18.0,FAU Football Stadium - Boca Raton Florida
2019-09-07,2019,R,,clemson,texas-a-m,H,24,10,0,1.0,12.0,Clemson Memorial Stadium - Clemson South Carolina
2019-09-07,2019,R,,texas-a-m,clemson,A,10,24,0,12.0,1.0,Clemson Memorial Stadium - Clemson South Carolina
2019-09-07,2019,R,,coastal-carolina,kansas,A,12,7,0,,,David Booth Kansas Memorial Stadium - Lawrence Kansas
2019-09-07,2019,R,,kansas,coastal-carolina,H,7,12,0,,,David Booth Kansas Memorial Stadium - Lawrence Kansas
2019-09-07,2019,R,,colorado,nebraska,H,34,31,0,,25.0,Folsom Field - Boulder Colorado
2019-09-07,2019,R,,nebraska,colorado,A,31,34,0,25.0,,Folsom Field - Boulder Colorado
2019-09-07,2019,R,,colorado-state,western-illinois,H,38,13,0,,,Sonny Lubrick Field at Canvas Stadium - Fort Collins Colorado
2019-09-07,2019,R,,western-illinois,colorado-state,A,13,38,0,,,Sonny Lubrick Field at Canvas Stadium - Fort Collins Colorado
2019-09-07,2019,R,,duke,north-carolina-a-t,H,45,13,0,,,Wallace Wade Stadium - Durham North Carolina
2019-09-07,2019,R,,north-carolina-a-t,duke,A,13,45,0,,,Wallace Wade Stadium - Durham North Carolina
2019-09-07,2019,R,,east-carolina,gardner-webb,H,48,9,0,,,Dowdy-Ficklen Stadium - Greenville North Carolina
2019-09-07,2019,R,,gardner-webb,east-carolina,A,9,48,0,,,Dowdy-Ficklen Stadium - Greenville North Carolina
2019-09-07,2019,R,,florida,tennessee-martin,H,45,0,0,11.0,,Ben Hill Griffin Stadium - Gainesville Florida
2019-09-07,2019,R,,tennessee-martin,florida,A,0,45,0,,11.0,Ben Hill Griffin Stadium - Gainesville Florida
2019-09-07,2019,R,,florida-state,louisiana-monroe,H,45,44,0,,,Doak Campbell Stadium - Tallahassee Florida
2019-09-07,2019,R,,louisiana-monroe,florida-state,A,44,45,0,,,Doak Campbell Stadium - Tallahassee Florida
2019-09-07,2019,R,,georgia,murray-state,H,63,17,0,3.0,,Sanford Stadium - Athens Georgia
2019-09-07,2019,R,,murray-state,georgia,A,17,63,0,,3.0,Sanford Stadium - Athens Georgia
2019-09-07,2019,R,,georgia-southern,maine,H,26,18,0,,,Allen E. Paulson Stadium - Statesboro Georgia
2019-09-07,2019,R,,maine,georgia-southern,A,18,26,0,,,Allen E. Paulson Stadium - Statesboro Georgia
2019-09-07,2019,R,,georgia-state,furman,H,48,42,0,,,Georgia State Stadium - Atlanta Georgia
2019-09-07,2019,R,,furman,georgia-state,A,42,48,0,,,Georgia State Stadium - Atlanta Georgia
2019-09-07,2019,R,,georgia-tech,south-florida,H,14,10,0,,,Bobby Dodd Stadium - Atlanta Georgia
2019-09-07,2019,R,,south-florida,georgia-tech,A,10,14,0,,,Bobby Dodd Stadium - Atlanta Georgia
2019-09-07,2019,R,,hawaii,oregon-state,H,31,28,0,,,Aloha Stadium - Honolulu Hawaii
2019-09-07,2019,R,,oregon-state,hawaii,A,28,31,0,,,Aloha Stadium - Honolulu Hawaii
2019-09-07,2019,R,,houston,prairie-view-a-m,H,37,17,0,,,TDECU Stadium - Houston Texas
2019-09-07,2019,R,,prairie-view-a-m,houston,A,17,37,0,,,TDECU Stadium - Houston Texas
2019-09-07,2019,R,,illinois,connecticut,A,31,23,0,,,Pratt & Whitney Stadium at Rentschler Field - East Hartford Connecticut
2019-09-07,2019,R,,connecticut,illinois,H,23,31,0,,,Pratt & Whitney Stadium at Rentschler Field - East Hartford Connecticut
2019-09-07,2019,R,,indiana,eastern-illinois,H,52,0,0,,,"Memorial Stadium ""The Rock"" - Bloomington Indiana"
2019-09-07,2019,R,,eastern-illinois,indiana,A,0,52,0,,,"Memorial Stadium ""The Rock"" - Bloomington Indiana"
2019-09-07,2019,R,,iowa,rutgers,H,30,0,0,20.0,,Kinnick Stadium - Iowa City Iowa
2019-09-07,2019,R,,rutgers,iowa,A,0,30,0,,20.0,Kinnick Stadium - Iowa City Iowa
2019-09-07,2019,R,,kansas-state,bowling-green,H,52,0,0,,,Bill Snyder Family Stadium - Manhattan Kansas
2019-09-07,2019,R,,bowling-green,kansas-state,A,0,52,0,,,Bill Snyder Family Stadium - Manhattan Kansas
2019-09-07,2019,R,,kent-state,kennesaw-state,H,26,23,0,,,Dix Stadium - Kent Ohio
2019-09-07,2019,R,,kennesaw-state,kent-state,A,23,26,0,,,Dix Stadium - Kent Ohio
2019-09-07,2019,R,,kentucky,eastern-michigan,H,38,17,0,,,Kroger Field - Lexington Kentucky
2019-09-07,2019,R,,eastern-michigan,kentucky,A,17,38,0,,,Kroger Field - Lexington Kentucky
2019-09-07,2019,R,,louisiana,liberty,H,35,14,0,,,Cajun Field - Lafayette Louisiana
2019-09-07,2019,R,,liberty,louisiana,A,14,35,0,,,Cajun Field - Lafayette Louisiana
2019-09-07,2019,R,,louisiana-state,texas,A,45,38,0,6.0,9.0,Darrell K Royal-Texas Memorial Stadium - Austin Texas
2019-09-07,2019,R,,texas,louisiana-state,H,38,45,0,9.0,6.0,Darrell K Royal-Texas Memorial Stadium - Austin Texas
