Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT,TeamAPRank,OppAPRank
2003-08-23,2003,R,,kansas-state,california,H,42,28,0,7.0,
2003-08-23,2003,R,,california,kansas-state,A,28,42,0,,7.0
2003-08-23,2003,R,,san-jose-state,grambling-state,H,29,0,0,,
2003-08-23,2003,R,,grambling-state,san-jose-state,A,0,29,0,,
2003-08-28,2003,R,,ball-state,indiana-state,H,31,7,0,,
2003-08-28,2003,R,,indiana-state,ball-state,A,7,31,0,,
2003-08-28,2003,R,,bowling-green,eastern-kentucky,H,63,13,0,,
2003-08-28,2003,R,,eastern-kentucky,bowling-green,A,13,63,0,,
2003-08-28,2003,R,,brigham-young,georgia-tech,H,24,13,0,,
2003-08-28,2003,R,,georgia-tech,brigham-young,A,13,24,0,,
2003-08-28,2003,R,,eastern-michigan,east-tennessee-state,H,28,21,0,,
2003-08-28,2003,R,,east-tennessee-state,eastern-michigan,A,21,28,0,,
2003-08-28,2003,R,,florida-atlantic,middle-tennessee-state,A,20,19,0,,
2003-08-28,2003,R,,middle-tennessee-state,florida-atlantic,H,19,20,0,,
2003-08-28,2003,R,,kent-state,akron,A,41,38,0,,
2003-08-28,2003,R,,akron,kent-state,H,38,41,0,,
2003-08-28,2003,R,,miami-fl,louisiana-tech,A,48,9,0,3.0,
2003-08-28,2003,R,,louisiana-tech,miami-fl,H,9,48,0,,3.0
2003-08-28,2003,R,,northern-illinois,maryland,H,20,13,0,,15.0
2003-08-28,2003,R,,maryland,northern-illinois,A,13,20,0,15.0,
2003-08-28,2003,R,,ohio,southeast-missouri-state,H,17,3,0,,
2003-08-28,2003,R,,southeast-missouri-state,ohio,A,3,17,0,,
2003-08-28,2003,R,,oregon-state,sacramento-state,H,40,7,0,,
2003-08-28,2003,R,,sacramento-state,oregon-state,A,7,40,0,,
2003-08-28,2003,R,,utah,utah-state,H,40,20,0,,
2003-08-28,2003,R,,utah-state,utah,A,20,40,0,,
2003-08-29,2003,R,,nevada-las-vegas,toledo,H,28,18,0,,
2003-08-29,2003,R,,toledo,nevada-las-vegas,A,18,28,0,,
2003-08-30,2003,R,,air-force,wofford,H,49,0,0,,
2003-08-30,2003,R,,wofford,air-force,A,0,49,0,,
2003-08-30,2003,R,,alabama,south-florida,H,40,17,0,,
2003-08-30,2003,R,,south-florida,alabama,A,17,40,0,,
2003-08-30,2003,R,,alabama-birmingham,baylor,A,24,19,0,,
2003-08-30,2003,R,,baylor,alabama-birmingham,H,19,24,0,,
2003-08-30,2003,R,,arizona,texas-el-paso,H,42,7,0,,
2003-08-30,2003,R,,texas-el-paso,arizona,A,7,42,0,,
2003-08-30,2003,R,,california,southern-mississippi,H,34,2,0,,
2003-08-30,2003,R,,southern-mississippi,california,A,2,34,0,,
2003-08-30,2003,R,,colorado,colorado-state,N,42,35,0,,23.0
2003-08-30,2003,R,,colorado-state,colorado,N,35,42,0,23.0,
2003-08-30,2003,R,,connecticut,indiana,H,34,10,0,,
2003-08-30,2003,R,,indiana,connecticut,A,10,34,0,,
2003-08-30,2003,R,,florida,san-jose-state,H,65,3,0,,
2003-08-30,2003,R,,san-jose-state,florida,A,3,65,0,,
2003-08-30,2003,R,,florida-state,north-carolina,A,37,0,0,13.0,
2003-08-30,2003,R,,north-carolina,florida-state,H,0,37,0,,13.0
2003-08-30,2003,R,,georgia,clemson,A,30,0,0,11.0,
2003-08-30,2003,R,,clemson,georgia,H,0,30,0,,11.0
2003-08-30,2003,R,,hawaii,appalachian-state,H,40,17,0,,
2003-08-30,2003,R,,appalachian-state,hawaii,A,17,40,0,,
2003-08-30,2003,R,,houston,rice,H,48,14,0,,
2003-08-30,2003,R,,rice,houston,A,14,48,0,,
2003-08-30,2003,R,,iowa,miami-oh,H,21,3,0,,
2003-08-30,2003,R,,miami-oh,iowa,A,3,21,0,,
2003-08-30,2003,R,,iowa-state,northern-iowa,H,17,10,0,,
2003-08-30,2003,R,,northern-iowa,iowa-state,A,10,17,0,,
2003-08-30,2003,R,,kansas-state,troy,H,41,5,0,7.0,
2003-08-30,2003,R,,troy,kansas-state,A,5,41,0,,7.0
2003-08-30,2003,R,,louisiana-state,louisiana-monroe,H,49,7,0,14.0,
2003-08-30,2003,R,,louisiana-monroe,louisiana-state,A,7,49,0,,14.0
2003-08-30,2003,R,,marshall,hofstra,H,45,21,0,,
2003-08-30,2003,R,,hofstra,marshall,A,21,45,0,,
2003-08-30,2003,R,,memphis,tennessee-tech,H,40,10,0,,
2003-08-30,2003,R,,tennessee-tech,memphis,A,10,40,0,,
2003-08-30,2003,R,,michigan,central-michigan,H,45,7,0,4.0,
2003-08-30,2003,R,,central-michigan,michigan,A,7,45,0,,4.0
2003-08-30,2003,R,,michigan-state,western-michigan,H,26,21,0,,
2003-08-30,2003,R,,western-michigan,michigan-state,A,21,26,0,,
2003-08-30,2003,R,,minnesota,tulsa,H,49,10,0,,
2003-08-30,2003,R,,tulsa,minnesota,A,10,49,0,,
2003-08-30,2003,R,,mississippi,vanderbilt,A,24,21,0,,
2003-08-30,2003,R,,vanderbilt,mississippi,H,21,24,0,,
2003-08-30,2003,R,,missouri,illinois,N,22,15,0,,
2003-08-30,2003,R,,illinois,missouri,N,15,22,0,,
2003-08-30,2003,R,,navy,virginia-military-institute,H,37,10,0,,
2003-08-30,2003,R,,virginia-military-institute,navy,A,10,37,0,,
2003-08-30,2003,R,,nebraska,oklahoma-state,H,17,7,0,,24.0
2003-08-30,2003,R,,oklahoma-state,nebraska,A,7,17,0,24.0,
2003-08-30,2003,R,,nevada,southern-utah,H,24,23,0,,
2003-08-30,2003,R,,southern-utah,nevada,A,23,24,0,,
2003-08-30,2003,R,,new-mexico,texas-state,H,72,8,0,,
2003-08-30,2003,R,,texas-state,new-mexico,A,8,72,0,,
2003-08-30,2003,R,,north-carolina-state,western-carolina,H,59,20,0,16.0,
2003-08-30,2003,R,,western-carolina,north-carolina-state,A,20,59,0,,16.0
2003-08-30,2003,R,,northwestern,kansas,A,28,20,0,,
2003-08-30,2003,R,,kansas,northwestern,H,20,28,0,,
2003-08-30,2003,R,,ohio-state,washington,H,28,9,0,2.0,17.0
2003-08-30,2003,R,,washington,ohio-state,A,9,28,0,17.0,2.0
2003-08-30,2003,R,,oklahoma,north-texas,H,37,3,0,1.0,
2003-08-30,2003,R,,north-texas,oklahoma,A,3,37,0,,1.0
2003-08-30,2003,R,,oregon,mississippi-state,A,42,34,0,,
2003-08-30,2003,R,,mississippi-state,oregon,H,34,42,0,,
2003-08-30,2003,R,,penn-state,temple,H,23,10,0,,
2003-08-30,2003,R,,temple,penn-state,A,10,23,0,,
2003-08-30,2003,R,,rutgers,buffalo,H,24,10,0,,
2003-08-30,2003,R,,buffalo,rutgers,A,10,24,0,,
2003-08-30,2003,R,,san-diego-state,eastern-washington,H,19,9,0,,
2003-08-30,2003,R,,eastern-washington,san-diego-state,A,9,19,0,,
2003-08-30,2003,R,,south-carolina,louisiana,H,14,7,0,,
2003-08-30,2003,R,,louisiana,south-carolina,A,7,14,0,,
2003-08-30,2003,R,,southern-california,auburn,A,23,0,0,8.0,6.0
2003-08-30,2003,R,,auburn,southern-california,H,0,23,0,6.0,8.0
2003-08-30,2003,R,,tennessee,fresno-state,H,24,6,0,12.0,
2003-08-30,2003,R,,fresno-state,tennessee,A,6,24,0,,12.0
2003-08-30,2003,R,,texas-a-m,arkansas-state,H,26,11,0,,
