Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT,TeamAPRank,OppAPRank,Notes
2009-09-05,2009,R,,central-michigan,arizona,A,6,19,0,,,
2009-09-05,2009,R,,arizona-state,idaho-state,H,50,3,0,,,
2009-09-05,2009,R,,idaho-state,arizona-state,A,3,50,0,,,
2009-09-05,2009,R,,arkansas,missouri-state,H,48,10,0,,,
2009-09-05,2009,R,,missouri-state,arkansas,A,10,48,0,,,
2009-09-05,2009,R,,arkansas-state,mississippi-valley-state,H,61,0,0,,,
2009-09-05,2009,R,,mississippi-valley-state,arkansas-state,A,0,61,0,,,
2009-09-05,2009,R,,army,eastern-michigan,A,27,14,0,,,
2009-09-05,2009,R,,eastern-michigan,army,H,14,27,0,,,
2009-09-05,2009,R,,auburn,louisiana-tech,H,37,13,0,,,
2009-09-05,2009,R,,louisiana-tech,auburn,A,13,37,0,,,
2009-09-05,2009,R,,baylor,wake-forest,A,24,21,0,,,
2009-09-05,2009,R,,wake-forest,baylor,H,21,24,0,,,
2009-09-05,2009,R,,boston-college,northeastern,H,54,0,0,,,
2009-09-05,2009,R,,northeastern,boston-college,A,0,54,0,,,
2009-09-05,2009,R,,brigham-young,oklahoma,N,14,13,0,20.0,3.0,
2009-09-05,2009,R,,oklahoma,brigham-young,N,13,14,0,3.0,20.0,
2009-09-05,2009,R,,buffalo,texas-el-paso,A,23,17,0,,,
2009-09-05,2009,R,,texas-el-paso,buffalo,H,17,23,0,,,
2009-09-05,2009,R,,california,maryland,H,52,13,0,12.0,,
2009-09-05,2009,R,,maryland,california,A,13,52,0,,12.0,
2009-09-05,2009,R,,central-florida,samford,H,28,24,0,,,
2009-09-05,2009,R,,samford,central-florida,A,24,28,0,,,
2009-09-05,2009,R,,clemson,middle-tennessee-state,H,37,14,0,,,
2009-09-05,2009,R,,middle-tennessee-state,clemson,A,14,37,0,,,
2009-09-05,2009,R,,connecticut,ohio,A,23,16,0,,,
2009-09-05,2009,R,,ohio,connecticut,H,16,23,0,,,
2009-09-05,2009,R,,east-carolina,appalachian-state,H,29,24,0,,,
2009-09-05,2009,R,,appalachian-state,east-carolina,A,24,29,0,,,
2009-09-05,2009,R,,florida,charleston-southern,H,62,3,0,1.0,,
2009-09-05,2009,R,,charleston-southern,florida,A,3,62,0,,1.0,
2009-09-05,2009,R,,fresno-state,california-davis,H,51,0,0,,,
2009-09-05,2009,R,,california-davis,fresno-state,A,0,51,0,,,
2009-09-05,2009,R,,georgia-tech,jacksonville-state,H,37,17,0,15.0,,
2009-09-05,2009,R,,jacksonville-state,georgia-tech,A,17,37,0,,15.0,
2009-09-05,2009,R,,houston,northwestern-state,H,55,7,0,,,
2009-09-05,2009,R,,northwestern-state,houston,A,7,55,0,,,
2009-09-05,2009,R,,idaho,new-mexico-state,A,21,6,0,,,
2009-09-05,2009,R,,new-mexico-state,idaho,H,6,21,0,,,
2009-09-05,2009,R,,iowa,northern-iowa,H,17,16,0,22.0,,
2009-09-05,2009,R,,northern-iowa,iowa,A,16,17,0,,22.0,
2009-09-05,2009,R,,kansas,northern-colorado,H,49,3,0,25.0,,
2009-09-05,2009,R,,northern-colorado,kansas,A,3,49,0,,25.0,
2009-09-05,2009,R,,kansas-state,massachusetts,H,21,17,0,,,
2009-09-05,2009,R,,massachusetts,kansas-state,A,17,21,0,,,
2009-09-05,2009,R,,kentucky,miami-oh,N,42,0,0,,,Paul Brown Stadium - Cincinnati Ohio
2009-09-05,2009,R,,miami-oh,kentucky,N,0,42,0,,,Paul Brown Stadium - Cincinnati Ohio
2009-09-05,2009,R,,kentucky,miami-oh,N,42,0,0,,,
2009-09-05,2009,R,,miami-oh,kentucky,N,0,42,0,,,
2009-09-05,2009,R,,louisiana,southern,H,42,19,0,,,
2009-09-05,2009,R,,southern,louisiana,A,19,42,0,,,
2009-09-05,2009,R,,louisiana-state,washington,A,31,23,0,11.0,,
2009-09-05,2009,R,,washington,louisiana-state,H,23,31,0,,11.0,
2009-09-05,2009,R,,louisville,indiana-state,H,30,10,0,,,
2009-09-05,2009,R,,indiana-state,louisville,A,10,30,0,,,
2009-09-05,2009,R,,marshall,southern-illinois,H,31,28,0,,,
2009-09-05,2009,R,,southern-illinois,marshall,A,28,31,0,,,
2009-09-05,2009,R,,michigan,western-michigan,H,31,7,0,,,
2009-09-05,2009,R,,western-michigan,michigan,A,7,31,0,,,
2009-09-05,2009,R,,michigan-state,montana-state,H,44,3,0,,,
2009-09-05,2009,R,,montana-state,michigan-state,A,3,44,0,,,
2009-09-05,2009,R,,minnesota,syracuse,A,23,20,0,,,
2009-09-05,2009,R,,syracuse,minnesota,H,20,23,0,,,
2009-09-05,2009,R,,mississippi-state,jackson-state,H,45,7,0,,,
2009-09-05,2009,R,,jackson-state,mississippi-state,A,7,45,0,,,
2009-09-05,2009,R,,missouri,illinois,N,37,9,0,,,
2009-09-05,2009,R,,illinois,missouri,N,9,37,0,,,
2009-09-05,2009,R,,nebraska,florida-atlantic,H,49,3,0,24.0,,
2009-09-05,2009,R,,florida-atlantic,nebraska,A,3,49,0,,24.0,
2009-09-05,2009,R,,nevada-las-vegas,sacramento-state,H,38,3,0,,,
2009-09-05,2009,R,,sacramento-state,nevada-las-vegas,A,3,38,0,,,
2009-09-05,2009,R,,north-carolina,citadel,H,40,6,0,21.0,,
2009-09-05,2009,R,,citadel,north-carolina,A,6,40,0,,21.0,
2009-09-05,2009,R,,northwestern,towson,H,47,14,0,,,
2009-09-05,2009,R,,towson,northwestern,A,14,47,0,,,
2009-09-05,2009,R,,notre-dame,nevada,H,35,0,0,23.0,,
2009-09-05,2009,R,,nevada,notre-dame,A,0,35,0,,23.0,
2009-09-05,2009,R,,ohio-state,navy,H,31,27,0,6.0,,
2009-09-05,2009,R,,navy,ohio-state,A,27,31,0,,6.0,
2009-09-05,2009,R,,oklahoma-state,georgia,H,24,10,0,9.0,13.0,
2009-09-05,2009,R,,georgia,oklahoma-state,A,10,24,0,13.0,9.0,
2009-09-05,2009,R,,oregon-state,portland-state,H,34,7,0,,,
2009-09-05,2009,R,,portland-state,oregon-state,A,7,34,0,,,
2009-09-05,2009,R,,penn-state,akron,H,31,7,0,9.0,,
2009-09-05,2009,R,,akron,penn-state,A,7,31,0,,9.0,
2009-09-05,2009,R,,pittsburgh,youngstown-state,H,38,3,0,,,
2009-09-05,2009,R,,youngstown-state,pittsburgh,A,3,38,0,,,
2009-09-05,2009,R,,purdue,toledo,H,52,31,0,,,
2009-09-05,2009,R,,toledo,purdue,A,31,52,0,,,
2009-09-05,2009,R,,richmond,duke,A,24,16,0,,,
2009-09-05,2009,R,,duke,richmond,H,16,24,0,,,
2009-09-05,2009,R,,south-florida,wofford,H,40,7,0,,,
2009-09-05,2009,R,,wofford,south-florida,A,7,40,0,,,
2009-09-05,2009,R,,southern-california,san-jose-state,H,56,3,0,4.0,,
2009-09-05,2009,R,,san-jose-state,southern-california,A,3,56,0,,4.0,
2009-09-05,2009,R,,southern-methodist,stephen-f-austin,H,31,23,0,,,
2009-09-05,2009,R,,stephen-f-austin,southern-methodist,A,23,31,0,,,
2009-09-05,2009,R,,southern-mississippi,alcorn-state,H,52,0,0,,,
2009-09-05,2009,R,,alcorn-state,southern-mississippi,A,0,52,0,,,
2009-09-05,2009,R,,stanford,washington-state,A,39,13,0,,,
2009-09-05,2009,R,,washington-state,stanford,H,13,39,0,,,
2009-09-05,2009,R,,tennessee,western-kentucky,H,63,7,0,,,
2009-09-05,2009,R,,western-kentucky,tennessee,A,7,63,0,,,
2009-09-05,2009,R,,texas,louisiana-monroe,H,59,20,0,2.0,,
2009-09-05,2009,R,,louisiana-monroe,texas,A,20,59,0,,2.0,
2009-09-05,2009,R,,texas-a-m,new-mexico,H,41,6,0,,,
2009-09-05,2009,R,,new-mexico,texas-a-m,A,6,41,0,,,
2009-09-05,2009,R,,texas-tech,north-dakota,H,38,13,0,,,
2009-09-05,2009,R,,north-dakota,texas-tech,A,13,38,0,,,
2009-09-05,2009,R,,ucla,san-diego-state,H,33,14,0,,,
2009-09-05,2009,R,,san-diego-state,ucla,A,14,33,0,,,
2009-09-05,2009,R,,vanderbilt,western-carolina,H,45,0,0,,,
2009-09-05,2009,R,,western-carolina,vanderbilt,A,0,45,0,,,
2009-09-05,2009,R,,west-virginia,liberty,H,33,20,0,,,
2009-09-05,2009,R,,liberty,west-virginia,A,20,33,0,,,
2009-09-05,2009,R,,william-mary,virginia,A,26,14,0,,,
2009-09-05,2009,R,,virginia,william-mary,H,14,26,0,,,
2009-09-05,2009,R,,wisconsin,northern-illinois,H,28,20,0,,,
2009-09-05,2009,R,,northern-illinois,wisconsin,A,20,28,0,,,
2009-09-05,2009,R,,wyoming,weber-state,H,29,22,0,,,
2009-09-05,2009,R,,weber-state,wyoming,A,22,29,0,,,
2009-09-06,2009,R,,colorado-state,colorado,A,23,17,0,,,
2009-09-06,2009,R,,colorado,colorado-state,H,17,23,0,,,
2009-09-06,2009,R,,mississippi,memphis,A,45,14,0,8.0,,
2009-09-06,2009,R,,memphis,mississippi,H,14,45,0,,8.0,
2009-09-07,2009,R,,cincinnati,rutgers,A,47,15,0,,,
2009-09-07,2009,R,,rutgers,cincinnati,H,15,47,0,,,
2009-09-07,2009,R,,miami-fl,florida-state,A,38,34,0,,18.0,
2009-09-07,2009,R,,florida-state,miami-fl,H,34,38,0,18.0,,
2009-09-10,2009,R,,georgia-tech,clemson,H,30,27,0,15.0,,
2009-09-10,2009,R,,clemson,georgia-tech,A,27,30,0,,15.0,
2009-09-11,2009,R,,toledo,colorado,H,54,38,0,,,
2009-09-11,2009,R,,colorado,toledo,A,38,54,0,,,
2009-09-12,2009,R,,akron,morgan-state,H,41,0,0,,,
2009-09-12,2009,R,,morgan-state,akron,A,0,41,0,,,
2009-09-12,2009,R,,alabama,florida-international,H,40,14,0,4.0,,
2009-09-12,2009,R,,florida-international,alabama,A,14,40,0,,4.0,
2009-09-12,2009,R,,arizona,northern-arizona,H,34,17,0,,,
2009-09-12,2009,R,,northern-arizona,arizona,A,17,34,0,,,
2009-09-12,2009,R,,auburn,mississippi-state,H,49,24,0,,,
2009-09-12,2009,R,,mississippi-state,auburn,A,24,49,0,,,
2009-09-12,2009,R,,boise-state,miami-oh,H,48,0,0,12.0,,
2009-09-12,2009,R,,miami-oh,boise-state,A,0,48,0,,12.0,
2009-09-12,2009,R,,boston-college,kent-state,H,34,7,0,,,
2009-09-12,2009,R,,kent-state,boston-college,A,7,34,0,,,
2009-09-12,2009,R,,brigham-young,tulane,A,54,3,0,9.0,,
2009-09-12,2009,R,,tulane,brigham-young,H,3,54,0,,9.0,
2009-09-12,2009,R,,california,eastern-washington,H,59,7,0,10.0,,
2009-09-12,2009,R,,eastern-washington,california,A,7,59,0,,10.0,
2009-09-12,2009,R,,central-michigan,michigan-state,A,29,27,0,,,
2009-09-12,2009,R,,michigan-state,central-michigan,H,27,29,0,,,
2009-09-12,2009,R,,cincinnati,southeast-missouri-state,H,70,3,0,23.0,,
2009-09-12,2009,R,,southeast-missouri-state,cincinnati,A,3,70,0,,23.0,
2009-09-12,2009,R,,colorado-state,weber-state,H,24,23,0,,,
2009-09-12,2009,R,,weber-state,colorado-state,A,23,24,0,,,
2009-09-12,2009,R,,duke,army,A,35,19,0,,,
2009-09-12,2009,R,,army,duke,H,19,35,0,,,
2009-09-12,2009,R,,florida,troy,H,56,6,0,1.0,,
2009-09-12,2009,R,,troy,florida,A,6,56,0,,1.0,
2009-09-12,2009,R,,florida-state,jacksonville-state,H,19,9,0,,,
2009-09-12,2009,R,,jacksonville-state,florida-state,A,9,19,0,,,
2009-09-12,2009,R,,georgia,south-carolina,H,41,37,0,21.0,,
2009-09-12,2009,R,,south-carolina,georgia,A,37,41,0,,21.0,
2009-09-12,2009,R,,hawaii,washington-state,A,38,20,0,,,
2009-09-12,2009,R,,washington-state,hawaii,H,20,38,0,,,
2009-09-12,2009,R,,houston,oklahoma-state,A,45,35,0,,5.0,
2009-09-12,2009,R,,oklahoma-state,houston,H,35,45,0,5.0,,
2009-09-12,2009,R,,illinois,illinois-state,H,45,17,0,,,
2009-09-12,2009,R,,illinois-state,illinois,A,17,45,0,,,
2009-09-12,2009,R,,indiana,western-michigan,H,23,19,0,,,
2009-09-12,2009,R,,western-michigan,indiana,A,19,23,0,,,
2009-09-12,2009,R,,iowa,iowa-state,A,35,3,0,,,
2009-09-12,2009,R,,iowa-state,iowa,H,3,35,0,,,
2009-09-12,2009,R,,kansas,texas-el-paso,A,34,7,0,24.0,,
2009-09-12,2009,R,,texas-el-paso,kansas,H,7,34,0,,24.0,
2009-09-12,2009,R,,louisiana,kansas-state,H,17,15,0,,,
2009-09-12,2009,R,,kansas-state,louisiana,A,15,17,0,,,
2009-09-12,2009,R,,louisiana-state,vanderbilt,H,23,9,0,11.0,,
2009-09-12,2009,R,,vanderbilt,louisiana-state,A,9,23,0,,11.0,
2009-09-12,2009,R,,louisiana-monroe,texas-southern,H,58,0,0,,,
2009-09-12,2009,R,,texas-southern,louisiana-monroe,A,0,58,0,,,
2009-09-12,2009,R,,maryland,james-madison,H,38,35,0,,,
2009-09-12,2009,R,,james-madison,maryland,A,35,38,0,,,
2009-09-12,2009,R,,michigan,notre-dame,H,38,34,0,,18.0,
2009-09-12,2009,R,,notre-dame,michigan,A,34,38,0,18.0,,
2009-09-12,2009,R,,middle-tennessee-state,memphis,H,31,14,0,,,
2009-09-12,2009,R,,memphis,middle-tennessee-state,A,14,31,0,,,
2009-09-12,2009,R,,minnesota,air-force,H,20,13,0,,,
2009-09-12,2009,R,,air-force,minnesota,A,13,20,0,,,
2009-09-12,2009,R,,missouri,bowling-green,H,27,20,0,25.0,,
2009-09-12,2009,R,,bowling-green,missouri,A,20,27,0,,25.0,
2009-09-12,2009,R,,navy,louisiana-tech,H,32,14,0,,,
2009-09-12,2009,R,,louisiana-tech,navy,A,14,32,0,,,
2009-09-12,2009,R,,nebraska,arkansas-state,H,38,9,0,22.0,,
2009-09-12,2009,R,,arkansas-state,nebraska,A,9,38,0,,22.0,
2009-09-12,2009,R,,new-hampshire,ball-state,A,23,16,0,,,
2009-09-12,2009,R,,ball-state,new-hampshire,H,16,23,0,,,
2009-09-12,2009,R,,new-mexico-state,prairie-view-a-m,H,21,18,0,,,
2009-09-12,2009,R,,prairie-view-a-m,new-mexico-state,A,18,21,0,,,
2009-09-12,2009,R,,north-carolina,connecticut,A,12,10,0,19.0,,
2009-09-12,2009,R,,connecticut,north-carolina,H,10,12,0,,19.0,
2009-09-12,2009,R,,north-carolina-state,murray-state,H,65,7,0,,,
2009-09-12,2009,R,,murray-state,north-carolina-state,A,7,65,0,,,
2009-09-12,2009,R,,northern-illinois,western-illinois,H,41,7,0,,,
2009-09-12,2009,R,,western-illinois,northern-illinois,A,7,41,0,,,
2009-09-12,2009,R,,northwestern,eastern-michigan,H,27,24,0,,,
2009-09-12,2009,R,,eastern-michigan,northwestern,A,24,27,0,,,
2009-09-12,2009,R,,ohio,north-texas,A,31,30,0,,,
2009-09-12,2009,R,,north-texas,ohio,H,30,31,0,,,
2009-09-12,2009,R,,oklahoma,idaho-state,H,64,0,0,13.0,,
2009-09-12,2009,R,,idaho-state,oklahoma,A,0,64,0,,13.0,
2009-09-12,2009,R,,oregon,purdue,H,38,36,0,,,
2009-09-12,2009,R,,purdue,oregon,A,36,38,0,,,
2009-09-12,2009,R,,oregon-state,nevada-las-vegas,A,23,21,0,,,
2009-09-12,2009,R,,nevada-las-vegas,oregon-state,H,21,23,0,,,
2009-09-12,2009,R,,penn-state,syracuse,H,28,7,0,7.0,,
2009-09-12,2009,R,,syracuse,penn-state,A,7,28,0,,7.0,
2009-09-12,2009,R,,pittsburgh,buffalo,A,54,27,0,,,
2009-09-12,2009,R,,buffalo,pittsburgh,H,27,54,0,,,
2009-09-12,2009,R,,rutgers,howard,H,45,7,0,,,
2009-09-12,2009,R,,howard,rutgers,A,7,45,0,,,
2009-09-12,2009,R,,san-diego-state,southern-utah,H,35,19,0,,,
2009-09-12,2009,R,,southern-utah,san-diego-state,A,19,35,0,,,
2009-09-12,2009,R,,south-florida,western-kentucky,A,35,13,0,,,
2009-09-12,2009,R,,western-kentucky,south-florida,H,13,35,0,,,
2009-09-12,2009,R,,southern-california,ohio-state,A,18,15,0,3.0,8.0,
2009-09-12,2009,R,,ohio-state,southern-california,H,15,18,0,8.0,3.0,
2009-09-12,2009,R,,southern-methodist,alabama-birmingham,A,35,33,0,,,
2009-09-12,2009,R,,alabama-birmingham,southern-methodist,H,33,35,0,,,
2009-09-12,2009,R,,southern-mississippi,central-florida,H,26,19,0,,,
2009-09-12,2009,R,,central-florida,southern-mississippi,A,19,26,0,,,
2009-09-12,2009,R,,texas,wyoming,A,41,10,0,2.0,,
2009-09-12,2009,R,,wyoming,texas,H,10,41,0,,2.0,
2009-09-12,2009,R,,texas-christian,virginia,A,30,14,0,16.0,,
2009-09-12,2009,R,,virginia,texas-christian,H,14,30,0,,16.0,
2009-09-12,2009,R,,texas-tech,rice,H,55,10,0,,,
2009-09-12,2009,R,,rice,texas-tech,A,10,55,0,,,
2009-09-12,2009,R,,tulsa,new-mexico,A,44,10,0,,,
2009-09-12,2009,R,,new-mexico,tulsa,H,10,44,0,,,
2009-09-12,2009,R,,ucla,tennessee,A,19,15,0,,,
2009-09-12,2009,R,,tennessee,ucla,H,15,19,0,,,
2009-09-12,2009,R,,utah,san-jose-state,A,24,14,0,17.0,,
2009-09-12,2009,R,,san-jose-state,utah,H,14,24,0,,17.0,
2009-09-12,2009,R,,virginia-tech,marshall,H,52,10,0,14.0,,
2009-09-12,2009,R,,marshall,virginia-tech,A,10,52,0,,14.0,
2009-09-12,2009,R,,wake-forest,stanford,H,24,17,0,,,
2009-09-12,2009,R,,stanford,wake-forest,A,17,24,0,,,
2009-09-12,2009,R,,washington,idaho,H,42,23,0,,,
2009-09-12,2009,R,,idaho,washington,A,23,42,0,,,
2009-09-12,2009,R,,west-virginia,east-carolina,H,35,20,0,,,
2009-09-12,2009,R,,east-carolina,west-virginia,A,20,35,0,,,
2009-09-12,2009,R,,wisconsin,fresno-state,H,34,31,0,,,
2009-09-12,2009,R,,fresno-state,wisconsin,A,31,34,0,,,
2009-09-17,2009,R,,miami-fl,georgia-tech,H,33,17,0,20.0,14.0,
2009-09-17,2009,R,,georgia-tech,miami-fl,A,17,33,0,14.0,20.0,
2009-09-18,2009,R,,boise-state,fresno-state,A,51,34,0,10.0,,
2009-09-18,2009,R,,fresno-state,boise-state,H,34,51,0,,10.0,
2009-09-19,2009,R,,air-force,new-mexico,A,37,13,0,,,
2009-09-19,2009,R,,new-mexico,air-force,H,13,37,0,,,
2009-09-19,2009,R,,alabama,north-texas,H,53,7,0,4.0,,
2009-09-19,2009,R,,north-texas,alabama,A,7,53,0,,4.0,
2009-09-19,2009,R,,arizona-state,louisiana-monroe,H,38,14,0,,,
2009-09-19,2009,R,,louisiana-monroe,arizona-state,A,14,38,0,,,
2009-09-19,2009,R,,army,ball-state,H,24,17,0,,,
2009-09-19,2009,R,,ball-state,army,A,17,24,0,,,
2009-09-19,2009,R,,auburn,west-virginia,H,41,30,0,,,
2009-09-19,2009,R,,west-virginia,auburn,A,30,41,0,,,
2009-09-19,2009,R,,california,minnesota,A,35,21,0,8.0,,
2009-09-19,2009,R,,minnesota,california,H,21,35,0,,8.0,
2009-09-19,2009,R,,central-arkansas,western-kentucky,A,28,7,0,,,
2009-09-19,2009,R,,western-kentucky,central-arkansas,H,7,28,0,,,
2009-09-19,2009,R,,central-florida,buffalo,H,23,17,0,,,
2009-09-19,2009,R,,buffalo,central-florida,A,17,23,0,,,
2009-09-19,2009,R,,central-michigan,alcorn-state,H,48,0,0,,,
2009-09-19,2009,R,,alcorn-state,central-michigan,A,0,48,0,,,
2009-09-19,2009,R,,cincinnati,oregon-state,A,28,18,0,17.0,,
2009-09-19,2009,R,,oregon-state,cincinnati,H,18,28,0,,17.0,
2009-09-19,2009,R,,clemson,boston-college,H,25,7,0,,,
2009-09-19,2009,R,,boston-college,clemson,A,7,25,0,,,
2009-09-19,2009,R,,colorado,wyoming,H,24,0,0,,,
2009-09-19,2009,R,,wyoming,colorado,A,0,24,0,,,
2009-09-19,2009,R,,colorado-state,nevada,H,35,20,0,,,
2009-09-19,2009,R,,nevada,colorado-state,A,20,35,0,,,
2009-09-19,2009,R,,connecticut,baylor,A,30,22,0,,,
2009-09-19,2009,R,,baylor,connecticut,H,22,30,0,,,
2009-09-19,2009,R,,florida,tennessee,H,23,13,0,1.0,,
2009-09-19,2009,R,,tennessee,florida,A,13,23,0,,1.0,
2009-09-19,2009,R,,florida-state,brigham-young,A,54,28,0,,7.0,
2009-09-19,2009,R,,brigham-young,florida-state,H,28,54,0,7.0,,
2009-09-19,2009,R,,georgia,arkansas,A,52,41,0,23.0,,
2009-09-19,2009,R,,arkansas,georgia,H,41,52,0,,23.0,
2009-09-19,2009,R,,idaho,san-diego-state,H,34,20,0,,,
2009-09-19,2009,R,,san-diego-state,idaho,A,20,34,0,,,
2009-09-19,2009,R,,indiana,akron,A,38,21,0,,,
2009-09-19,2009,R,,akron,indiana,H,21,38,0,,,
2009-09-19,2009,R,,iowa,arizona,H,27,17,0,,,
2009-09-19,2009,R,,arizona,iowa,A,17,27,0,,,
2009-09-19,2009,R,,iowa-state,kent-state,A,34,14,0,,,
2009-09-19,2009,R,,kent-state,iowa-state,H,14,34,0,,,
2009-09-19,2009,R,,kansas,duke,H,44,16,0,22.0,,
2009-09-19,2009,R,,duke,kansas,A,16,44,0,,22.0,
2009-09-19,2009,R,,kentucky,louisville,H,31,27,0,,,
2009-09-19,2009,R,,louisville,kentucky,A,27,31,0,,,
2009-09-19,2009,R,,louisiana-state,louisiana,H,31,3,0,9.0,,
2009-09-19,2009,R,,louisiana,louisiana-state,A,3,31,0,,9.0,
2009-09-19,2009,R,,louisiana-tech,nicholls-state,H,48,13,0,,,
2009-09-19,2009,R,,nicholls-state,louisiana-tech,A,13,48,0,,,
2009-09-19,2009,R,,marshall,bowling-green,H,17,10,0,,,
2009-09-19,2009,R,,bowling-green,marshall,A,10,17,0,,,
2009-09-19,2009,R,,memphis,tennessee-martin,H,41,14,0,,,
2009-09-19,2009,R,,tennessee-martin,memphis,A,14,41,0,,,
2009-09-19,2009,R,,michigan,eastern-michigan,H,45,17,0,25.0,,
2009-09-19,2009,R,,eastern-michigan,michigan,A,17,45,0,,25.0,
2009-09-19,2009,R,,middle-tennessee-state,maryland,A,32,31,0,,,
2009-09-19,2009,R,,maryland,middle-tennessee-state,H,31,32,0,,,
2009-09-19,2009,R,,mississippi,southeastern-louisiana,H,52,6,0,5.0,,
2009-09-19,2009,R,,southeastern-louisiana,mississippi,A,6,52,0,,5.0,
2009-09-19,2009,R,,mississippi-state,vanderbilt,A,15,3,0,,,
2009-09-19,2009,R,,vanderbilt,mississippi-state,H,3,15,0,,,
2009-09-19,2009,R,,missouri,furman,H,52,12,0,,,
2009-09-19,2009,R,,furman,missouri,A,12,52,0,,,
2009-09-19,2009,R,,nevada-las-vegas,hawaii,H,34,33,0,,,
2009-09-19,2009,R,,hawaii,nevada-las-vegas,A,33,34,0,,,
2009-09-19,2009,R,,north-carolina,east-carolina,H,31,17,0,24.0,,
2009-09-19,2009,R,,east-carolina,north-carolina,A,17,31,0,,24.0,
2009-09-19,2009,R,,north-carolina-state,gardner-webb,H,45,14,0,,,
2009-09-19,2009,R,,gardner-webb,north-carolina-state,A,14,45,0,,,
2009-09-19,2009,R,,northern-illinois,purdue,A,28,21,0,,,
2009-09-19,2009,R,,purdue,northern-illinois,H,21,28,0,,,
2009-09-19,2009,R,,notre-dame,michigan-state,H,33,30,0,,,
2009-09-19,2009,R,,michigan-state,notre-dame,A,30,33,0,,,
2009-09-19,2009,R,,ohio,cal-poly,H,28,10,0,,,
2009-09-19,2009,R,,cal-poly,ohio,A,10,28,0,,,
2009-09-19,2009,R,,ohio-state,toledo,N,38,0,0,11.0,,FirstEnergy Stadium - Cleveland Ohio
2009-09-19,2009,R,,toledo,ohio-state,N,0,38,0,,11.0,FirstEnergy Stadium - Cleveland Ohio
2009-09-19,2009,R,,ohio-state,toledo,N,38,0,0,11.0,,
2009-09-19,2009,R,,toledo,ohio-state,N,0,38,0,,11.0,
2009-09-19,2009,R,,oklahoma,tulsa,H,45,0,0,12.0,,
2009-09-19,2009,R,,tulsa,oklahoma,A,0,45,0,,12.0,
2009-09-19,2009,R,,oklahoma-state,rice,H,41,24,0,16.0,,
2009-09-19,2009,R,,rice,oklahoma-state,A,24,41,0,,16.0,
2009-09-19,2009,R,,oregon,utah,H,31,24,0,,18.0,
2009-09-19,2009,R,,utah,oregon,A,24,31,0,18.0,,
2009-09-19,2009,R,,penn-state,temple,H,31,6,0,5.0,,
2009-09-19,2009,R,,temple,penn-state,A,6,31,0,,5.0,
2009-09-19,2009,R,,pittsburgh,navy,H,27,14,0,,,
2009-09-19,2009,R,,navy,pittsburgh,A,14,27,0,,,
2009-09-19,2009,R,,rutgers,florida-international,H,23,15,0,,,
2009-09-19,2009,R,,florida-international,rutgers,A,15,23,0,,,
2009-09-19,2009,R,,south-carolina,florida-atlantic,H,38,16,0,,,
2009-09-19,2009,R,,florida-atlantic,south-carolina,A,16,38,0,,,
2009-09-19,2009,R,,south-florida,charleston-southern,H,59,0,0,,,
2009-09-19,2009,R,,charleston-southern,south-florida,A,0,59,0,,,
2009-09-19,2009,R,,southern-mississippi,virginia,H,37,34,0,,,
