Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT,TeamAPRank,OppAPRank,Notes
1996-08-31,1996,R,,middle-tennessee-state,louisiana-tech,A,0,20,0,,,
1996-08-31,1996,R,,louisville,kentucky,A,38,14,0,,,
1996-08-31,1996,R,,kentucky,louisville,H,14,38,0,,,
1996-08-31,1996,R,,maryland,northern-illinois,H,30,6,0,,,
1996-08-31,1996,R,,northern-illinois,maryland,A,6,30,0,,,
1996-08-31,1996,R,,miami-fl,memphis,A,30,7,0,11.0,,
1996-08-31,1996,R,,memphis,miami-fl,H,7,30,0,,11.0,
1996-08-31,1996,R,,miami-oh,kent-state,H,64,6,0,,,
1996-08-31,1996,R,,kent-state,miami-oh,A,6,64,0,,,
1996-08-31,1996,R,,michigan,illinois,H,20,8,0,12.0,,
1996-08-31,1996,R,,illinois,michigan,A,8,20,0,,12.0,
1996-08-31,1996,R,,michigan-state,purdue,H,52,14,0,,,
1996-08-31,1996,R,,purdue,michigan-state,A,14,52,0,,,
1996-08-31,1996,R,,mississippi,idaho-state,H,38,14,0,,,
1996-08-31,1996,R,,idaho-state,mississippi,A,14,38,0,,,
1996-08-31,1996,R,,north-carolina,clemson,H,45,0,0,,,
1996-08-31,1996,R,,clemson,north-carolina,A,0,45,0,,,
1996-08-31,1996,R,,oklahoma-state,missouri-state,H,23,20,0,,,
1996-08-31,1996,R,,missouri-state,oklahoma-state,A,20,23,0,,,
1996-08-31,1996,R,,oregon,fresno-state,A,30,27,0,,,
1996-08-31,1996,R,,fresno-state,oregon,H,27,30,0,,,
1996-08-31,1996,R,,rutgers,villanova,H,38,28,0,,,
1996-08-31,1996,R,,villanova,rutgers,A,28,38,0,,,
1996-08-31,1996,R,,southern-methodist,tulsa,H,17,10,0,,,
1996-08-31,1996,R,,tulsa,southern-methodist,A,10,17,0,,,
1996-08-31,1996,R,,southern-mississippi,georgia,A,11,7,0,,,
1996-08-31,1996,R,,georgia,southern-mississippi,H,7,11,0,,,
1996-08-31,1996,R,,temple,eastern-michigan,A,28,24,0,,,
1996-08-31,1996,R,,eastern-michigan,temple,H,24,28,0,,,
1996-08-31,1996,R,,tennessee,nevada-las-vegas,H,62,3,0,2.0,,
1996-08-31,1996,R,,nevada-las-vegas,tennessee,A,3,62,0,,2.0,
1996-08-31,1996,R,,texas,missouri,H,40,10,0,8.0,,
1996-08-31,1996,R,,missouri,texas,A,10,40,0,,8.0,
1996-08-31,1996,R,,utah-state,utah,H,20,17,0,,,
1996-08-31,1996,R,,utah,utah-state,A,17,20,0,,,
1996-08-31,1996,R,,west-virginia,pittsburgh,A,34,0,0,,,
1996-08-31,1996,R,,pittsburgh,west-virginia,H,0,34,0,,,
1996-08-31,1996,R,,wyoming,idaho,H,40,38,0,,,
1996-08-31,1996,R,,idaho,wyoming,A,38,40,0,,,
1996-09-05,1996,R,,notre-dame,vanderbilt,A,14,7,0,6.0,,
1996-09-05,1996,R,,vanderbilt,notre-dame,H,7,14,0,,6.0,
1996-09-07,1996,R,,air-force,nevada-las-vegas,A,65,17,0,,,
1996-09-07,1996,R,,nevada-las-vegas,air-force,H,17,65,0,,,
1996-09-07,1996,R,,alabama,southern-mississippi,H,20,10,0,14.0,,
1996-09-07,1996,R,,southern-mississippi,alabama,A,10,20,0,,14.0,
1996-09-07,1996,R,,arizona-state,washington,H,45,42,0,20.0,,
1996-09-07,1996,R,,washington,arizona-state,A,42,45,0,,20.0,
1996-09-07,1996,R,,arkansas-state,austin-peay,H,24,0,0,,,
1996-09-07,1996,R,,austin-peay,arkansas-state,A,0,24,0,,,
1996-09-07,1996,R,,auburn,fresno-state,H,62,0,0,18.0,,
1996-09-07,1996,R,,fresno-state,auburn,A,0,62,0,,18.0,
1996-09-07,1996,R,,baylor,louisiana-tech,A,24,16,0,,,
1996-09-07,1996,R,,louisiana-tech,baylor,H,16,24,0,,,
1996-09-07,1996,R,,boise-state,portland-state,H,33,22,0,,,
1996-09-07,1996,R,,portland-state,boise-state,A,22,33,0,,,
1996-09-07,1996,R,,california,san-jose-state,A,45,25,0,,,
1996-09-07,1996,R,,san-jose-state,california,H,25,45,0,,,
1996-09-07,1996,R,,cincinnati,kentucky,H,24,3,0,,,
1996-09-07,1996,R,,kentucky,cincinnati,A,3,24,0,,,
1996-09-07,1996,R,,clemson,furman,H,19,3,0,,,
1996-09-07,1996,R,,furman,clemson,A,3,19,0,,,
1996-09-07,1996,R,,colorado,colorado-state,A,48,34,0,5.0,,
1996-09-07,1996,R,,colorado-state,colorado,H,34,48,0,,5.0,
1996-09-07,1996,R,,east-carolina,east-tennessee-state,H,45,21,0,,,
1996-09-07,1996,R,,east-tennessee-state,east-carolina,A,21,45,0,,,
1996-09-07,1996,R,,florida,georgia-southern,H,62,14,0,4.0,,
1996-09-07,1996,R,,georgia-southern,florida,A,14,62,0,,4.0,
1996-09-07,1996,R,,florida-state,duke,H,44,7,0,3.0,,
1996-09-07,1996,R,,duke,florida-state,A,7,44,0,,3.0,
1996-09-07,1996,R,,georgia-tech,north-carolina-state,A,28,16,0,,,
1996-09-07,1996,R,,north-carolina-state,georgia-tech,H,16,28,0,,,
1996-09-07,1996,R,,indiana,toledo,A,40,6,0,,,
1996-09-07,1996,R,,toledo,indiana,H,6,40,0,,,
1996-09-07,1996,R,,iowa,arizona,H,21,20,0,22.0,,
1996-09-07,1996,R,,arizona,iowa,A,20,21,0,,22.0,
1996-09-07,1996,R,,kansas-state,indiana-state,H,59,3,0,21.0,,
1996-09-07,1996,R,,indiana-state,kansas-state,A,3,59,0,,21.0,
1996-09-07,1996,R,,louisiana-state,houston,H,35,34,0,17.0,,
1996-09-07,1996,R,,houston,louisiana-state,A,34,35,0,,17.0,
1996-09-07,1996,R,,maryland,alabama-birmingham,H,39,15,0,,,
1996-09-07,1996,R,,alabama-birmingham,maryland,A,15,39,0,,,
1996-09-07,1996,R,,miami-fl,citadel,H,52,6,0,11.0,,
1996-09-07,1996,R,,citadel,miami-fl,A,6,52,0,,11.0,
1996-09-07,1996,R,,miami-oh,ball-state,A,16,6,0,,,
1996-09-07,1996,R,,ball-state,miami-oh,H,6,16,0,,,
1996-09-07,1996,R,,minnesota,louisiana-monroe,A,30,3,0,,,
1996-09-07,1996,R,,louisiana-monroe,minnesota,H,3,30,0,,,
1996-09-07,1996,R,,mississippi,virginia-military-institute,H,31,7,0,,,
1996-09-07,1996,R,,virginia-military-institute,mississippi,A,7,31,0,,,
1996-09-07,1996,R,,mississippi-state,memphis,A,31,10,0,,,
1996-09-07,1996,R,,memphis,mississippi-state,H,10,31,0,,,
1996-09-07,1996,R,,montana,oregon-state,A,35,14,0,,,
1996-09-07,1996,R,,oregon-state,montana,H,14,35,0,,,
1996-09-07,1996,R,,navy,rutgers,A,10,6,0,,,
1996-09-07,1996,R,,rutgers,navy,H,6,10,0,,,
1996-09-07,1996,R,,nebraska,michigan-state,H,55,14,0,1.0,,
1996-09-07,1996,R,,michigan-state,nebraska,A,14,55,0,,1.0,
1996-09-07,1996,R,,new-mexico,northern-arizona,H,49,33,0,,,
1996-09-07,1996,R,,northern-arizona,new-mexico,A,33,49,0,,,
1996-09-07,1996,R,,north-carolina,syracuse,A,27,10,0,24.0,9.0,
1996-09-07,1996,R,,syracuse,north-carolina,H,10,27,0,9.0,24.0,
1996-09-07,1996,R,,north-texas,illinois-state,H,20,14,0,,,
1996-09-07,1996,R,,illinois-state,north-texas,A,14,20,0,,,
1996-09-07,1996,R,,ohio,hawaii,A,21,10,0,,,
1996-09-07,1996,R,,hawaii,ohio,H,10,21,0,,,
1996-09-07,1996,R,,ohio-state,rice,H,70,7,0,10.0,,
1996-09-07,1996,R,,rice,ohio-state,A,7,70,0,,10.0,
1996-09-07,1996,R,,oregon,nevada,H,44,30,0,,,
1996-09-07,1996,R,,nevada,oregon,A,30,44,0,,,
1996-09-07,1996,R,,penn-state,louisville,H,24,7,0,7.0,,
1996-09-07,1996,R,,louisville,penn-state,A,7,24,0,,7.0,
1996-09-07,1996,R,,pittsburgh,kent-state,H,52,14,0,,,
1996-09-07,1996,R,,kent-state,pittsburgh,A,14,52,0,,,
1996-09-07,1996,R,,san-diego-state,idaho,H,40,21,0,,,
1996-09-07,1996,R,,idaho,san-diego-state,A,21,40,0,,,
1996-09-07,1996,R,,south-carolina,central-florida,H,33,14,0,,,
1996-09-07,1996,R,,central-florida,south-carolina,A,14,33,0,,,
1996-09-07,1996,R,,southern-california,illinois,A,55,3,0,19.0,,
1996-09-07,1996,R,,illinois,southern-california,H,3,55,0,,19.0,
1996-09-07,1996,R,,southern-methodist,arkansas,A,23,10,0,,,
1996-09-07,1996,R,,arkansas,southern-methodist,H,10,23,0,,,
1996-09-07,1996,R,,tennessee,ucla,H,35,20,0,2.0,,
1996-09-07,1996,R,,ucla,tennessee,A,20,35,0,,2.0,
1996-09-07,1996,R,,texas,new-mexico-state,H,41,7,0,8.0,,
1996-09-07,1996,R,,new-mexico-state,texas,A,7,41,0,,8.0,
1996-09-07,1996,R,,texas-christian,oklahoma,A,20,7,0,,,
1996-09-07,1996,R,,oklahoma,texas-christian,H,7,20,0,,,
1996-09-07,1996,R,,texas-tech,oklahoma-state,H,31,3,0,,,
1996-09-07,1996,R,,oklahoma-state,texas-tech,A,3,31,0,,,
1996-09-07,1996,R,,utah,stanford,A,17,10,0,,,
1996-09-07,1996,R,,stanford,utah,H,10,17,0,,,
1996-09-07,1996,R,,utah-state,cal-state-northridge,H,57,27,0,,,
1996-09-07,1996,R,,cal-state-northridge,utah-state,A,27,57,0,,,
1996-09-07,1996,R,,virginia,central-michigan,H,55,21,0,23.0,,
1996-09-07,1996,R,,central-michigan,virginia,A,21,55,0,,23.0,
1996-09-07,1996,R,,virginia-tech,akron,A,21,18,0,15.0,,
1996-09-07,1996,R,,akron,virginia-tech,H,18,21,0,,15.0,
1996-09-07,1996,R,,wake-forest,northwestern,H,28,27,0,,13.0,
1996-09-07,1996,R,,northwestern,wake-forest,A,27,28,0,13.0,,
1996-09-07,1996,R,,washington-state,temple,A,38,34,0,,,
1996-09-07,1996,R,,temple,washington-state,H,34,38,0,,,
1996-09-07,1996,R,,west-virginia,western-michigan,H,34,9,0,,,
1996-09-07,1996,R,,western-michigan,west-virginia,A,9,34,0,,,
1996-09-07,1996,R,,western-illinois,northern-illinois,A,17,0,0,,,
1996-09-07,1996,R,,northern-illinois,western-illinois,H,0,17,0,,,
1996-09-07,1996,R,,wisconsin,eastern-michigan,H,24,3,0,,,
1996-09-07,1996,R,,eastern-michigan,wisconsin,A,3,24,0,,,
1996-09-07,1996,R,,wyoming,iowa-state,A,41,38,0,,,
1996-09-07,1996,R,,iowa-state,wyoming,H,38,41,0,,,
1996-09-12,1996,R,,miami-fl,rutgers,A,33,0,0,10.0,,
1996-09-12,1996,R,,rutgers,miami-fl,H,0,33,0,,10.0,
1996-09-14,1996,R,,alabama,vanderbilt,H,36,26,0,13.0,,
1996-09-14,1996,R,,vanderbilt,alabama,A,26,36,0,,13.0,
1996-09-14,1996,R,,alabama-birmingham,arkansas-state,H,42,17,0,,,
1996-09-14,1996,R,,arkansas-state,alabama-birmingham,A,17,42,0,,,
1996-09-14,1996,R,,arizona,illinois,H,41,0,0,,,
1996-09-14,1996,R,,illinois,arizona,A,0,41,0,,,
1996-09-14,1996,R,,arizona-state,north-texas,H,52,7,0,18.0,,
1996-09-14,1996,R,,north-texas,arizona-state,A,7,52,0,,18.0,
1996-09-14,1996,R,,army,ohio,H,37,20,0,,,
1996-09-14,1996,R,,ohio,army,A,20,37,0,,,
1996-09-14,1996,R,,auburn,mississippi,A,45,28,0,15.0,,
1996-09-14,1996,R,,mississippi,auburn,H,28,45,0,,15.0,
1996-09-14,1996,R,,baylor,louisville,A,14,13,0,,,
1996-09-14,1996,R,,louisville,baylor,H,13,14,0,,,
1996-09-14,1996,R,,bowling-green,temple,H,20,16,0,,,
1996-09-14,1996,R,,temple,bowling-green,A,16,20,0,,,
1996-09-14,1996,R,,california,san-diego-state,H,42,37,0,,,
1996-09-14,1996,R,,san-diego-state,california,A,37,42,0,,,
1996-09-14,1996,R,,eastern-michigan,western-michigan,A,19,12,0,,,
1996-09-14,1996,R,,western-michigan,eastern-michigan,H,12,19,0,,,
1996-09-14,1996,R,,eastern-washington,boise-state,A,27,21,0,,,
1996-09-14,1996,R,,boise-state,eastern-washington,H,21,27,0,,,
1996-09-14,1996,R,,georgia-tech,wake-forest,H,30,10,0,,,
1996-09-14,1996,R,,wake-forest,georgia-tech,A,10,30,0,,,
1996-09-14,1996,R,,houston,pittsburgh,A,42,35,0,,,
1996-09-14,1996,R,,pittsburgh,houston,H,35,42,0,,,
1996-09-14,1996,R,,idaho,saint-mary-s-ca,H,52,17,0,,,
1996-09-14,1996,R,,saint-mary-s-ca,idaho,A,17,52,0,,,
1996-09-14,1996,R,,indiana,miami-oh,H,21,14,0,,,
1996-09-14,1996,R,,miami-oh,indiana,A,14,21,0,,,
1996-09-14,1996,R,,iowa,iowa-state,H,38,13,0,21.0,,
1996-09-14,1996,R,,iowa-state,iowa,A,13,38,0,,21.0,
1996-09-14,1996,R,,kansas,texas-christian,A,52,17,0,24.0,,
1996-09-14,1996,R,,texas-christian,kansas,H,17,52,0,,24.0,
1996-09-14,1996,R,,kansas-state,cincinnati,H,35,0,0,17.0,,
1996-09-14,1996,R,,cincinnati,kansas-state,A,0,35,0,,17.0,
1996-09-14,1996,R,,kent-state,youngstown-state,H,28,12,0,,,
1996-09-14,1996,R,,youngstown-state,kent-state,A,12,28,0,,,
1996-09-14,1996,R,,louisiana,texas-a-m,H,29,22,0,,25.0,
1996-09-14,1996,R,,texas-a-m,louisiana,A,22,29,0,25.0,,
1996-09-14,1996,R,,louisiana-tech,central-michigan,A,38,37,0,,,
1996-09-14,1996,R,,central-michigan,louisiana-tech,H,37,38,0,,,
1996-09-14,1996,R,,memphis,missouri,A,19,16,0,,,
1996-09-14,1996,R,,missouri,memphis,H,16,19,0,,,
1996-09-14,1996,R,,michigan,colorado,A,20,13,0,11.0,5.0,
1996-09-14,1996,R,,colorado,michigan,H,13,20,0,5.0,11.0,
1996-09-14,1996,R,,minnesota,ball-state,H,26,23,0,,,
1996-09-14,1996,R,,ball-state,minnesota,A,23,26,0,,,
1996-09-14,1996,R,,nevada,montana-state,H,31,7,0,,,
1996-09-14,1996,R,,montana-state,nevada,A,7,31,0,,,
1996-09-14,1996,R,,new-mexico,central-florida,H,17,7,0,,,
1996-09-14,1996,R,,central-florida,new-mexico,A,7,17,0,,,
1996-09-14,1996,R,,northwestern,duke,A,38,13,0,,,
1996-09-14,1996,R,,duke,northwestern,H,13,38,0,,,
1996-09-14,1996,R,,notre-dame,purdue,H,35,0,0,9.0,,
1996-09-14,1996,R,,purdue,notre-dame,A,0,35,0,,9.0,
1996-09-14,1996,R,,oklahoma-state,tulsa,H,30,9,0,,,
1996-09-14,1996,R,,tulsa,oklahoma-state,A,9,30,0,,,
1996-09-14,1996,R,,oregon,colorado-state,H,35,28,0,,,
1996-09-14,1996,R,,colorado-state,oregon,A,28,35,0,,,
1996-09-14,1996,R,,penn-state,northern-illinois,H,49,0,0,6.0,,
1996-09-14,1996,R,,northern-illinois,penn-state,A,0,49,0,,6.0,
1996-09-14,1996,R,,rice,tulane,A,21,14,0,,,
1996-09-14,1996,R,,tulane,rice,H,14,21,0,,,
1996-09-14,1996,R,,south-carolina,georgia,H,23,14,0,,,
1996-09-14,1996,R,,georgia,south-carolina,A,14,23,0,,,
1996-09-14,1996,R,,southern-california,oregon-state,H,46,17,0,16.0,,
1996-09-14,1996,R,,oregon-state,southern-california,A,17,46,0,,16.0,
1996-09-14,1996,R,,southern-mississippi,utah-state,H,31,24,0,,,
1996-09-14,1996,R,,utah-state,southern-mississippi,A,24,31,0,,,
1996-09-14,1996,R,,stanford,san-jose-state,H,25,2,0,,,
1996-09-14,1996,R,,san-jose-state,stanford,A,2,25,0,,,
1996-09-14,1996,R,,texas-el-paso,new-mexico-state,H,14,7,0,,,
1996-09-14,1996,R,,new-mexico-state,texas-el-paso,A,7,14,0,,,
1996-09-14,1996,R,,toledo,akron,A,27,10,0,,,
1996-09-14,1996,R,,akron,toledo,H,10,27,0,,,
1996-09-14,1996,R,,ucla,louisiana-monroe,H,44,0,0,,,
1996-09-14,1996,R,,louisiana-monroe,ucla,A,0,44,0,,,
1996-09-14,1996,R,,utah,southern-methodist,A,21,17,0,,,
1996-09-14,1996,R,,southern-methodist,utah,H,17,21,0,,,
1996-09-14,1996,R,,virginia,maryland,H,21,3,0,22.0,,
1996-09-14,1996,R,,maryland,virginia,A,3,21,0,,22.0,
1996-09-14,1996,R,,virginia-tech,boston-college,A,45,7,0,19.0,,
1996-09-14,1996,R,,boston-college,virginia-tech,H,7,45,0,,19.0,
1996-09-14,1996,R,,washington,brigham-young,H,29,17,0,,14.0,
1996-09-14,1996,R,,brigham-young,washington,A,17,29,0,14.0,,
1996-09-14,1996,R,,west-virginia,east-carolina,H,10,9,0,,,
1996-09-14,1996,R,,east-carolina,west-virginia,A,9,10,0,,,
1996-09-14,1996,R,,wisconsin,nevada-las-vegas,A,52,17,0,,,
1996-09-14,1996,R,,nevada-las-vegas,wisconsin,H,17,52,0,,,
1996-09-14,1996,R,,wyoming,hawaii,H,66,0,0,,,
1996-09-14,1996,R,,hawaii,wyoming,A,0,66,0,,,
1996-09-19,1996,R,,florida-state,north-carolina-state,A,51,17,0,3.0,,
1996-09-19,1996,R,,north-carolina-state,florida-state,H,17,51,0,,3.0,
1996-09-21,1996,R,,alabama,arkansas,A,17,7,0,13.0,,
1996-09-21,1996,R,,arkansas,alabama,H,7,17,0,,13.0,
1996-09-21,1996,R,,alabama-birmingham,jacksonville-state,H,24,17,0,,,
1996-09-21,1996,R,,jacksonville-state,alabama-birmingham,A,17,24,0,,,
1996-09-21,1996,R,,arizona-state,nebraska,H,19,0,0,17.0,1.0,
1996-09-21,1996,R,,nebraska,arizona-state,A,0,19,0,1.0,17.0,
1996-09-21,1996,R,,army,duke,H,35,17,0,,,
1996-09-21,1996,R,,duke,army,A,17,35,0,,,
1996-09-21,1996,R,,ball-state,central-florida,H,31,10,0,,,
1996-09-21,1996,R,,central-florida,ball-state,A,10,31,0,,,
1996-09-21,1996,R,,baylor,oregon-state,H,42,10,0,,,
1996-09-21,1996,R,,oregon-state,baylor,A,10,42,0,,,
1996-09-21,1996,R,,bowling-green,miami-oh,A,14,10,0,,,
1996-09-21,1996,R,,miami-oh,bowling-green,H,10,14,0,,,
1996-09-21,1996,R,,brigham-young,new-mexico,H,17,14,0,,,
1996-09-21,1996,R,,new-mexico,brigham-young,A,14,17,0,,,
1996-09-21,1996,R,,cal-state-northridge,new-mexico-state,A,33,0,0,,,
1996-09-21,1996,R,,new-mexico-state,cal-state-northridge,H,0,33,0,,,
1996-09-21,1996,R,,california,nevada,H,33,15,0,,,
1996-09-21,1996,R,,nevada,california,A,15,33,0,,,
1996-09-21,1996,R,,central-michigan,western-michigan,H,38,28,0,,,
1996-09-21,1996,R,,western-michigan,central-michigan,A,28,38,0,,,
1996-09-21,1996,R,,colorado-state,nevada-las-vegas,H,35,16,0,,,
1996-09-21,1996,R,,nevada-las-vegas,colorado-state,A,16,35,0,,,
1996-09-21,1996,R,,east-carolina,south-carolina,A,23,7,0,,,
1996-09-21,1996,R,,south-carolina,east-carolina,H,7,23,0,,,
1996-09-21,1996,R,,florida,tennessee,A,35,29,0,4.0,2.0,
1996-09-21,1996,R,,tennessee,florida,H,29,35,0,2.0,4.0,
1996-09-21,1996,R,,georgia,texas-tech,H,15,12,0,,,
1996-09-21,1996,R,,texas-tech,georgia,A,12,15,0,,,
1996-09-21,1996,R,,hawaii,boise-state,H,20,14,0,,,
1996-09-21,1996,R,,boise-state,hawaii,A,14,20,0,,,
1996-09-21,1996,R,,illinois,akron,H,38,7,0,,,
1996-09-21,1996,R,,akron,illinois,A,7,38,0,,,
1996-09-21,1996,R,,iowa-state,northern-iowa,H,42,23,0,,,
1996-09-21,1996,R,,northern-iowa,iowa-state,A,23,42,0,,,
1996-09-21,1996,R,,kansas-state,rice,A,34,7,0,16.0,,
1996-09-21,1996,R,,rice,kansas-state,H,7,34,0,,16.0,
1996-09-21,1996,R,,kentucky,indiana,H,3,0,0,,,
1996-09-21,1996,R,,indiana,kentucky,A,0,3,0,,,
1996-09-21,1996,R,,louisiana-state,auburn,A,19,15,0,21.0,13.0,
1996-09-21,1996,R,,auburn,louisiana-state,H,15,19,0,13.0,21.0,
1996-09-21,1996,R,,louisiana-tech,mississippi-state,A,38,23,0,,,
1996-09-21,1996,R,,mississippi-state,louisiana-tech,H,23,38,0,,,
1996-09-21,1996,R,,louisiana-monroe,sam-houston,H,34,31,0,,,
1996-09-21,1996,R,,sam-houston,louisiana-monroe,A,31,34,0,,,
1996-09-21,1996,R,,louisville,michigan-state,A,30,20,0,,,
1996-09-21,1996,R,,michigan-state,louisville,H,20,30,0,,,
1996-09-21,1996,R,,memphis,tulane,H,17,10,0,,,
1996-09-21,1996,R,,tulane,memphis,A,10,17,0,,,
1996-09-21,1996,R,,michigan,boston-college,H,20,14,0,8.0,,
1996-09-21,1996,R,,boston-college,michigan,A,14,20,0,,8.0,
1996-09-21,1996,R,,minnesota,syracuse,H,35,33,0,,23.0,
1996-09-21,1996,R,,syracuse,minnesota,A,33,35,0,23.0,,
1996-09-21,1996,R,,mississippi,vanderbilt,A,20,9,0,,,
1996-09-21,1996,R,,vanderbilt,mississippi,H,9,20,0,,,
1996-09-21,1996,R,,missouri,clemson,H,38,24,0,,,
1996-09-21,1996,R,,clemson,missouri,A,24,38,0,,,
1996-09-21,1996,R,,navy,southern-methodist,H,19,17,0,,,
1996-09-21,1996,R,,southern-methodist,navy,A,17,19,0,,,
1996-09-21,1996,R,,north-carolina,georgia-tech,H,16,0,0,11.0,,
1996-09-21,1996,R,,georgia-tech,north-carolina,A,0,16,0,,11.0,
1996-09-21,1996,R,,northern-illinois,arkansas-state,A,31,30,0,,,
1996-09-21,1996,R,,arkansas-state,northern-illinois,H,30,31,0,,,
1996-09-21,1996,R,,northwestern,ohio,H,28,7,0,,,
1996-09-21,1996,R,,ohio,northwestern,A,7,28,0,,,
1996-09-21,1996,R,,notre-dame,texas,A,27,24,0,9.0,6.0,
1996-09-21,1996,R,,texas,notre-dame,H,24,27,0,6.0,9.0,
1996-09-21,1996,R,,ohio-state,pittsburgh,H,72,0,0,7.0,,
1996-09-21,1996,R,,pittsburgh,ohio-state,A,0,72,0,,7.0,
1996-09-21,1996,R,,oklahoma-state,utah-state,H,31,17,0,,,
1996-09-21,1996,R,,utah-state,oklahoma-state,A,17,31,0,,,
1996-09-21,1996,R,,penn-state,temple,N,41,0,0,5.0,,
1996-09-21,1996,R,,temple,penn-state,N,0,41,0,,5.0,
1996-09-21,1996,R,,san-diego-state,oklahoma,H,51,31,0,,,
1996-09-21,1996,R,,oklahoma,san-diego-state,A,31,51,0,,,
1996-09-21,1996,R,,san-jose-state,texas-el-paso,H,26,25,0,,,
1996-09-21,1996,R,,texas-el-paso,san-jose-state,A,25,26,0,,,
1996-09-21,1996,R,,southern-california,houston,A,26,9,0,15.0,,
1996-09-21,1996,R,,houston,southern-california,H,9,26,0,,15.0,
1996-09-21,1996,R,,southern-mississippi,louisiana,H,52,27,0,,,
1996-09-21,1996,R,,louisiana,southern-mississippi,A,27,52,0,,,
1996-09-21,1996,R,,texas-a-m,north-texas,H,55,0,0,,,
1996-09-21,1996,R,,north-texas,texas-a-m,A,0,55,0,,,
1996-09-21,1996,R,,toledo,eastern-michigan,A,24,7,0,,,
1996-09-21,1996,R,,eastern-michigan,toledo,H,7,24,0,,,
1996-09-21,1996,R,,tulsa,iowa,H,27,20,0,,19.0,
1996-09-21,1996,R,,iowa,tulsa,A,20,27,0,19.0,,
1996-09-21,1996,R,,utah,fresno-state,H,45,17,0,,,
1996-09-21,1996,R,,fresno-state,utah,A,17,45,0,,,
1996-09-21,1996,R,,virginia,wake-forest,A,42,7,0,20.0,,
1996-09-21,1996,R,,wake-forest,virginia,H,7,42,0,,20.0,
1996-09-21,1996,R,,virginia-tech,rutgers,H,30,14,0,18.0,,
1996-09-21,1996,R,,rutgers,virginia-tech,A,14,30,0,,18.0,
1996-09-21,1996,R,,washington,arizona,H,31,17,0,24.0,,
