Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT,TeamAPRank,OppAPRank,Notes
1999-09-18,1999,R,,buffalo,connecticut,A,0,23,0,,,
1999-09-18,1999,R,,east-carolina,south-carolina,A,21,3,0,,,
1999-09-18,1999,R,,south-carolina,east-carolina,H,3,21,0,,,
1999-09-18,1999,R,,florida,tennessee,H,23,21,0,4.0,2.0,
1999-09-18,1999,R,,tennessee,florida,A,21,23,0,2.0,4.0,
1999-09-18,1999,R,,florida-state,north-carolina-state,H,42,11,0,1.0,20.0,
1999-09-18,1999,R,,north-carolina-state,florida-state,A,11,42,0,20.0,1.0,
1999-09-18,1999,R,,georgia-tech,central-florida,H,41,10,0,12.0,,
1999-09-18,1999,R,,central-florida,georgia-tech,A,10,41,0,,12.0,
1999-09-18,1999,R,,hawaii,boise-state,H,34,19,0,,,
1999-09-18,1999,R,,boise-state,hawaii,A,19,34,0,,,
1999-09-18,1999,R,,houston,louisiana,H,45,0,0,,,
1999-09-18,1999,R,,louisiana,houston,A,0,45,0,,,
1999-09-18,1999,R,,idaho,washington-state,N,28,17,0,,,
1999-09-18,1999,R,,washington-state,idaho,N,17,28,0,,,
1999-09-18,1999,R,,illinois,louisville,A,41,36,0,,,
1999-09-18,1999,R,,louisville,illinois,H,36,41,0,,,
1999-09-18,1999,R,,iowa,northern-illinois,H,24,0,0,,,
1999-09-18,1999,R,,northern-illinois,iowa,A,0,24,0,,,
1999-09-18,1999,R,,iowa-state,nevada-las-vegas,A,24,0,0,,,
1999-09-18,1999,R,,nevada-las-vegas,iowa-state,H,0,24,0,,,
1999-09-18,1999,R,,kansas-state,texas-el-paso,H,40,7,0,16.0,,
1999-09-18,1999,R,,texas-el-paso,kansas-state,A,7,40,0,,16.0,
1999-09-18,1999,R,,kentucky,indiana,A,44,35,0,,,
1999-09-18,1999,R,,indiana,kentucky,H,35,44,0,,,
1999-09-18,1999,R,,louisiana-tech,alabama,A,29,28,0,,18.0,
1999-09-18,1999,R,,alabama,louisiana-tech,H,28,29,0,18.0,,
1999-09-18,1999,R,,marshall,bowling-green,H,35,16,0,,,
1999-09-18,1999,R,,bowling-green,marshall,A,16,35,0,,,
1999-09-18,1999,R,,maryland,west-virginia,H,33,0,0,,,
1999-09-18,1999,R,,west-virginia,maryland,A,0,33,0,,,
1999-09-18,1999,R,,memphis,arkansas-state,H,31,26,0,,,
1999-09-18,1999,R,,arkansas-state,memphis,A,26,31,0,,,
1999-09-18,1999,R,,miami-oh,eastern-michigan,H,35,14,0,,,
1999-09-18,1999,R,,eastern-michigan,miami-oh,A,14,35,0,,,
1999-09-18,1999,R,,michigan,syracuse,A,18,13,0,6.0,,
1999-09-18,1999,R,,syracuse,michigan,H,13,18,0,,6.0,
1999-09-18,1999,R,,michigan-state,notre-dame,A,23,13,0,,24.0,
1999-09-18,1999,R,,notre-dame,michigan-state,H,13,23,0,24.0,,
1999-09-18,1999,R,,middle-tennessee-state,wofford,H,52,42,0,,,
1999-09-18,1999,R,,wofford,middle-tennessee-state,A,42,52,0,,,
1999-09-18,1999,R,,minnesota,illinois-state,H,55,7,0,,,
1999-09-18,1999,R,,illinois-state,minnesota,A,7,55,0,,,
1999-09-18,1999,R,,mississippi-state,oklahoma-state,H,29,11,0,,,
1999-09-18,1999,R,,oklahoma-state,mississippi-state,A,11,29,0,,,
1999-09-18,1999,R,,missouri,western-michigan,H,48,34,0,,,
1999-09-18,1999,R,,western-michigan,missouri,A,34,48,0,,,
1999-09-18,1999,R,,nebraska,southern-mississippi,H,20,13,0,4.0,,
1999-09-18,1999,R,,southern-mississippi,nebraska,A,13,20,0,,4.0,
1999-09-18,1999,R,,new-mexico,northern-arizona,H,45,14,0,,,
1999-09-18,1999,R,,northern-arizona,new-mexico,A,14,45,0,,,
1999-09-18,1999,R,,new-mexico-state,arizona-state,A,35,7,0,,22.0,
1999-09-18,1999,R,,arizona-state,new-mexico-state,H,7,35,0,22.0,,
1999-09-18,1999,R,,north-texas,texas-tech,A,21,14,0,,,
1999-09-18,1999,R,,texas-tech,north-texas,H,14,21,0,,,
1999-09-18,1999,R,,northwestern,duke,A,15,12,0,,,
1999-09-18,1999,R,,duke,northwestern,H,12,15,0,,,
1999-09-18,1999,R,,ohio-state,ohio,H,40,16,0,13.0,,
1999-09-18,1999,R,,ohio,ohio-state,A,16,40,0,,13.0,
1999-09-18,1999,R,,oklahoma,baylor,H,41,10,0,,,
1999-09-18,1999,R,,baylor,oklahoma,A,10,41,0,,,
1999-09-18,1999,R,,oregon,nevada,H,72,10,0,,,
1999-09-18,1999,R,,nevada,oregon,A,10,72,0,,,
1999-09-18,1999,R,,oregon-state,georgia-southern,H,48,41,0,,,
1999-09-18,1999,R,,georgia-southern,oregon-state,A,41,48,0,,,
1999-09-18,1999,R,,penn-state,miami-fl,A,27,23,0,3.0,8.0,
1999-09-18,1999,R,,miami-fl,penn-state,H,23,27,0,8.0,3.0,
1999-09-18,1999,R,,pittsburgh,kent-state,H,30,23,0,,,
1999-09-18,1999,R,,kent-state,pittsburgh,A,23,30,0,,,
1999-09-18,1999,R,,purdue,central-michigan,H,58,16,0,14.0,,
1999-09-18,1999,R,,central-michigan,purdue,A,16,58,0,,14.0,
1999-09-18,1999,R,,san-jose-state,saint-mary-s-ca,H,38,3,0,,,
1999-09-18,1999,R,,saint-mary-s-ca,san-jose-state,A,3,38,0,,,
1999-09-18,1999,R,,southern-california,san-diego-state,H,24,21,0,17.0,,
1999-09-18,1999,R,,san-diego-state,southern-california,A,21,24,0,,17.0,
1999-09-18,1999,R,,stanford,arizona,A,50,22,0,,19.0,
1999-09-18,1999,R,,arizona,stanford,H,22,50,0,19.0,,
1999-09-18,1999,R,,texas,rice,H,18,13,0,,,
1999-09-18,1999,R,,rice,texas,A,13,18,0,,,
1999-09-18,1999,R,,texas-a-m,tulsa,H,62,13,0,7.0,,
1999-09-18,1999,R,,tulsa,texas-a-m,A,13,62,0,,7.0,
1999-09-18,1999,R,,toledo,ball-state,A,23,10,0,,,
1999-09-18,1999,R,,ball-state,toledo,H,10,23,0,,,
1999-09-18,1999,R,,tulane,army,H,48,28,0,,,
1999-09-18,1999,R,,army,tulane,A,28,48,0,,,
1999-09-18,1999,R,,ucla,fresno-state,H,35,21,0,21.0,,
1999-09-18,1999,R,,fresno-state,ucla,A,21,35,0,,21.0,
1999-09-18,1999,R,,utah,utah-state,H,38,18,0,,,
1999-09-18,1999,R,,utah-state,utah,A,18,38,0,,,
1999-09-18,1999,R,,vanderbilt,mississippi,A,37,34,0,,,
1999-09-18,1999,R,,mississippi,vanderbilt,H,34,37,0,,,
1999-09-18,1999,R,,virginia,wake-forest,H,35,7,0,,,
1999-09-18,1999,R,,wake-forest,virginia,A,7,35,0,,,
1999-09-23,1999,R,,virginia-tech,clemson,H,31,11,0,8.0,,
1999-09-23,1999,R,,clemson,virginia-tech,A,11,31,0,,8.0,
1999-09-25,1999,R,,alabama,arkansas,H,35,28,0,,14.0,
1999-09-25,1999,R,,arkansas,alabama,A,28,35,0,14.0,,
1999-09-25,1999,R,,alabama-birmingham,houston,H,29,10,0,,,
1999-09-25,1999,R,,houston,alabama-birmingham,A,10,29,0,,,
1999-09-25,1999,R,,arizona,washington-state,A,30,24,0,,,
1999-09-25,1999,R,,washington-state,arizona,H,24,30,0,,,
1999-09-25,1999,R,,army,ball-state,H,41,21,0,,,
1999-09-25,1999,R,,ball-state,army,A,21,41,0,,,
1999-09-25,1999,R,,boise-state,new-mexico,H,20,9,0,,,
1999-09-25,1999,R,,new-mexico,boise-state,A,9,20,0,,,
1999-09-25,1999,R,,boston-college,rutgers,A,27,7,0,,,
1999-09-25,1999,R,,rutgers,boston-college,H,7,27,0,,,
1999-09-25,1999,R,,california,arizona-state,H,24,23,0,,,
1999-09-25,1999,R,,arizona-state,california,A,23,24,0,,,
1999-09-25,1999,R,,east-carolina,miami-fl,H,27,23,0,,9.0,
1999-09-25,1999,R,,miami-fl,east-carolina,A,23,27,0,9.0,,
1999-09-25,1999,R,,eastern-michigan,akron,H,38,17,0,,,
1999-09-25,1999,R,,akron,eastern-michigan,A,17,38,0,,,
1999-09-25,1999,R,,florida,kentucky,A,38,10,0,3.0,,
1999-09-25,1999,R,,kentucky,florida,H,10,38,0,,3.0,
1999-09-25,1999,R,,florida-state,north-carolina,A,42,10,0,1.0,,
1999-09-25,1999,R,,north-carolina,florida-state,H,10,42,0,,1.0,
1999-09-25,1999,R,,fresno-state,nevada,A,49,24,0,,,
1999-09-25,1999,R,,nevada,fresno-state,H,24,49,0,,,
1999-09-25,1999,R,,georgia,central-florida,H,24,23,0,11.0,,
1999-09-25,1999,R,,central-florida,georgia,A,23,24,0,,11.0,
1999-09-25,1999,R,,hawaii,southern-methodist,A,20,0,0,,,
