Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT,TeamAPRank,OppAPRank,Notes
1999-08-28,1999,R,,florida-state,louisiana-tech,H,41,7,0,1.0,,
1999-08-28,1999,R,,louisiana-tech,florida-state,A,7,41,0,,1.0,
1999-08-28,1999,R,,north-carolina-state,texas,A,23,20,0,,17.0,
1999-08-28,1999,R,,texas,north-carolina-state,H,20,23,0,17.0,,
1999-08-28,1999,R,,notre-dame,kansas,H,48,13,0,18.0,,
1999-08-28,1999,R,,kansas,notre-dame,A,13,48,0,,18.0,
1999-08-28,1999,R,,penn-state,arizona,H,41,7,0,3.0,4.0,
1999-08-28,1999,R,,arizona,penn-state,A,7,41,0,4.0,3.0,
1999-08-29,1999,R,,miami-fl,ohio-state,N,23,12,0,12.0,9.0,
1999-08-29,1999,R,,ohio-state,miami-fl,N,12,23,0,9.0,12.0,
1999-09-02,1999,R,,central-michigan,eastern-illinois,H,33,17,0,,,
1999-09-02,1999,R,,eastern-illinois,central-michigan,A,17,33,0,,,
1999-09-02,1999,R,,idaho,eastern-washington,N,48,21,0,,,
1999-09-02,1999,R,,eastern-washington,idaho,N,21,48,0,,,
1999-09-02,1999,R,,iowa-state,indiana-state,H,33,7,0,,,
1999-09-02,1999,R,,indiana-state,iowa-state,A,7,33,0,,,
1999-09-02,1999,R,,maryland,temple,A,6,0,0,,,
1999-09-02,1999,R,,temple,maryland,H,0,6,0,,,
1999-09-02,1999,R,,michigan-state,oregon,H,27,20,0,,,
1999-09-02,1999,R,,oregon,michigan-state,A,20,27,0,,,
1999-09-02,1999,R,,nevada-las-vegas,north-texas,A,26,3,0,,,
1999-09-02,1999,R,,north-texas,nevada-las-vegas,H,3,26,0,,,
1999-09-02,1999,R,,new-mexico-state,new-mexico-highlands,H,73,7,0,,,
1999-09-02,1999,R,,new-mexico-highlands,new-mexico-state,A,7,73,0,,,
1999-09-02,1999,R,,syracuse,toledo,A,35,12,0,,,
1999-09-02,1999,R,,toledo,syracuse,H,12,35,0,,,
1999-09-02,1999,R,,western-illinois,northern-illinois,A,27,21,0,,,
1999-09-02,1999,R,,northern-illinois,western-illinois,H,21,27,0,,,
1999-09-04,1999,R,,air-force,villanova,H,37,13,0,,,
1999-09-04,1999,R,,villanova,air-force,A,13,37,0,,,
1999-09-04,1999,R,,alabama,vanderbilt,A,28,17,0,20.0,,
1999-09-04,1999,R,,vanderbilt,alabama,H,17,28,0,,20.0,
1999-09-04,1999,R,,arkansas,southern-methodist,A,26,0,0,18.0,,
1999-09-04,1999,R,,southern-methodist,arkansas,H,0,26,0,,18.0,
1999-09-04,1999,R,,auburn,appalachian-state,H,22,15,0,,,
1999-09-04,1999,R,,appalachian-state,auburn,A,15,22,0,,,
1999-09-04,1999,R,,boston-college,baylor,H,30,29,0,,,
1999-09-04,1999,R,,baylor,boston-college,A,29,30,0,,,
1999-09-04,1999,R,,california,rutgers,H,21,7,0,,,
1999-09-04,1999,R,,rutgers,california,A,7,21,0,,,
1999-09-04,1999,R,,cincinnati,kent-state,H,41,3,0,,,
1999-09-04,1999,R,,kent-state,cincinnati,A,3,41,0,,,
1999-09-04,1999,R,,colorado-state,colorado,N,41,14,0,,14.0,
1999-09-04,1999,R,,colorado,colorado-state,N,14,41,0,14.0,,
1999-09-04,1999,R,,east-carolina,west-virginia,N,30,23,0,,,
1999-09-04,1999,R,,west-virginia,east-carolina,N,23,30,0,,,
1999-09-04,1999,R,,florida,western-michigan,H,55,26,0,4.0,,
1999-09-04,1999,R,,western-michigan,florida,A,26,55,0,,4.0,
1999-09-04,1999,R,,fresno-state,portland-state,H,34,6,0,,,
1999-09-04,1999,R,,portland-state,fresno-state,A,6,34,0,,,
1999-09-04,1999,R,,georgia,utah-state,H,38,7,0,12.0,,
1999-09-04,1999,R,,utah-state,georgia,A,7,38,0,,12.0,
1999-09-04,1999,R,,georgia-tech,navy,A,49,14,0,10.0,,
1999-09-04,1999,R,,navy,georgia-tech,H,14,49,0,,10.0,
1999-09-04,1999,R,,houston,rice,H,28,3,0,,,
1999-09-04,1999,R,,rice,houston,A,3,28,0,,,
1999-09-04,1999,R,,illinois,arkansas-state,H,41,3,0,,,
1999-09-04,1999,R,,arkansas-state,illinois,A,3,41,0,,,
1999-09-04,1999,R,,indiana,ball-state,H,21,9,0,,,
1999-09-04,1999,R,,ball-state,indiana,A,9,21,0,,,
1999-09-04,1999,R,,louisiana-state,san-jose-state,H,29,21,0,,,
1999-09-04,1999,R,,san-jose-state,louisiana-state,A,21,29,0,,,
1999-09-04,1999,R,,louisiana-monroe,nicholls-state,H,27,10,0,,,
1999-09-04,1999,R,,nicholls-state,louisiana-monroe,A,10,27,0,,,
1999-09-04,1999,R,,louisville,kentucky,A,56,28,0,,,
1999-09-04,1999,R,,kentucky,louisville,H,28,56,0,,,
1999-09-04,1999,R,,marshall,clemson,A,13,10,0,,,
1999-09-04,1999,R,,clemson,marshall,H,10,13,0,,,
1999-09-04,1999,R,,miami-fl,florida-a-m,H,57,3,0,8.0,,
1999-09-04,1999,R,,florida-a-m,miami-fl,A,3,57,0,,8.0,
1999-09-04,1999,R,,miami-oh,northwestern,A,28,3,0,,,
1999-09-04,1999,R,,northwestern,miami-oh,H,3,28,0,,,
1999-09-04,1999,R,,michigan,notre-dame,H,26,22,0,7.0,16.0,
1999-09-04,1999,R,,notre-dame,michigan,A,22,26,0,16.0,7.0,
1999-09-04,1999,R,,minnesota,ohio,H,33,7,0,,,
1999-09-04,1999,R,,ohio,minnesota,A,7,33,0,,,
1999-09-04,1999,R,,mississippi,memphis,A,3,0,0,,,
1999-09-04,1999,R,,memphis,mississippi,H,0,3,0,,,
1999-09-04,1999,R,,mississippi-state,middle-tennessee-state,H,40,7,0,,,
1999-09-04,1999,R,,middle-tennessee-state,mississippi-state,A,7,40,0,,,
1999-09-04,1999,R,,missouri,alabama-birmingham,H,31,28,0,,,
1999-09-04,1999,R,,alabama-birmingham,missouri,A,28,31,0,,,
1999-09-04,1999,R,,nebraska,iowa,A,42,7,0,5.0,,
1999-09-04,1999,R,,iowa,nebraska,H,7,42,0,,5.0,
1999-09-04,1999,R,,north-carolina-state,south-carolina,H,10,0,0,24.0,,
1999-09-04,1999,R,,south-carolina,north-carolina-state,A,0,10,0,,24.0,
1999-09-04,1999,R,,oklahoma-state,louisiana,H,24,7,0,,,
1999-09-04,1999,R,,louisiana,oklahoma-state,A,7,24,0,,,
1999-09-04,1999,R,,oregon-state,nevada,A,28,13,0,,,
1999-09-04,1999,R,,nevada,oregon-state,H,13,28,0,,,
1999-09-04,1999,R,,penn-state,akron,H,70,24,0,2.0,,
1999-09-04,1999,R,,akron,penn-state,A,24,70,0,,2.0,
1999-09-04,1999,R,,pittsburgh,bowling-green,H,30,10,0,,,
1999-09-04,1999,R,,bowling-green,pittsburgh,A,10,30,0,,,
1999-09-04,1999,R,,purdue,central-florida,A,47,13,0,22.0,,
1999-09-04,1999,R,,central-florida,purdue,H,13,47,0,,22.0,
1999-09-04,1999,R,,san-diego-state,south-florida,H,41,12,0,,,
1999-09-04,1999,R,,south-florida,san-diego-state,A,12,41,0,,,
1999-09-04,1999,R,,southern-california,hawaii,A,62,7,0,21.0,,
1999-09-04,1999,R,,hawaii,southern-california,H,7,62,0,,21.0,
1999-09-04,1999,R,,tennessee,wyoming,H,42,17,0,3.0,,
1999-09-04,1999,R,,wyoming,tennessee,A,17,42,0,,3.0,
1999-09-04,1999,R,,texas,stanford,H,69,17,0,,,
1999-09-04,1999,R,,stanford,texas,A,17,69,0,,,
1999-09-04,1999,R,,texas-a-m,louisiana-tech,A,37,17,0,6.0,,
1999-09-04,1999,R,,louisiana-tech,texas-a-m,H,17,37,0,,6.0,
1999-09-04,1999,R,,texas-el-paso,new-mexico,H,13,10,0,,,
1999-09-04,1999,R,,new-mexico,texas-el-paso,A,10,13,0,,,
1999-09-04,1999,R,,tulsa,missouri-state,H,45,21,0,,,
1999-09-04,1999,R,,missouri-state,tulsa,A,21,45,0,,,
1999-09-04,1999,R,,ucla,boise-state,H,38,7,0,17.0,,
1999-09-04,1999,R,,boise-state,ucla,A,7,38,0,,17.0,
1999-09-04,1999,R,,utah,washington-state,A,27,7,0,,,
1999-09-04,1999,R,,washington-state,utah,H,7,27,0,,,
1999-09-04,1999,R,,virginia,north-carolina,A,20,17,0,23.0,,
1999-09-04,1999,R,,north-carolina,virginia,H,17,20,0,,23.0,
1999-09-04,1999,R,,virginia-tech,james-madison,H,47,0,0,11.0,,
1999-09-04,1999,R,,james-madison,virginia-tech,A,0,47,0,,11.0,
1999-09-04,1999,R,,wisconsin,murray-state,H,49,10,0,9.0,,
1999-09-04,1999,R,,murray-state,wisconsin,A,10,49,0,,9.0,
1999-09-05,1999,R,,arizona,texas-christian,A,35,31,0,15.0,,
1999-09-05,1999,R,,texas-christian,arizona,H,31,35,0,,15.0,
1999-09-06,1999,R,,arizona-state,texas-tech,H,31,13,0,25.0,,
1999-09-06,1999,R,,texas-tech,arizona-state,A,13,31,0,,25.0,
1999-09-06,1999,R,,southern-mississippi,tulane,H,48,14,0,,,
1999-09-06,1999,R,,tulane,southern-mississippi,A,14,48,0,,,
1999-09-09,1999,R,,brigham-young,washington,H,35,28,0,,,
1999-09-09,1999,R,,washington,brigham-young,A,28,35,0,,,
1999-09-11,1999,R,,akron,buffalo,A,17,10,0,,,
1999-09-11,1999,R,,buffalo,akron,H,10,17,0,,,
1999-09-11,1999,R,,alabama,houston,H,37,10,0,21.0,,
1999-09-11,1999,R,,houston,alabama,A,10,37,0,,21.0,
1999-09-11,1999,R,,arizona,middle-tennessee-state,H,34,19,0,19.0,,
1999-09-11,1999,R,,middle-tennessee-state,arizona,A,19,34,0,,19.0,
1999-09-11,1999,R,,auburn,idaho,H,30,23,0,,,
1999-09-11,1999,R,,idaho,auburn,A,23,30,0,,,
1999-09-11,1999,R,,boise-state,southern-utah,H,35,27,0,,,
1999-09-11,1999,R,,southern-utah,boise-state,A,27,35,0,,,
1999-09-11,1999,R,,bowling-green,tennessee-tech,H,40,15,0,,,
1999-09-11,1999,R,,tennessee-tech,bowling-green,A,15,40,0,,,
1999-09-11,1999,R,,clemson,virginia,H,33,14,0,,22.0,
1999-09-11,1999,R,,virginia,clemson,A,14,33,0,22.0,,
1999-09-11,1999,R,,colorado,san-jose-state,H,63,35,0,,,
1999-09-11,1999,R,,san-jose-state,colorado,A,35,63,0,,,
1999-09-11,1999,R,,colorado-state,nevada,H,38,33,0,24.0,,
1999-09-11,1999,R,,nevada,colorado-state,A,33,38,0,,24.0,
1999-09-11,1999,R,,east-carolina,duke,H,27,9,0,,,
1999-09-11,1999,R,,duke,east-carolina,A,9,27,0,,,
1999-09-11,1999,R,,florida,central-florida,H,58,27,0,4.0,,
1999-09-11,1999,R,,central-florida,florida,A,27,58,0,,4.0,
1999-09-11,1999,R,,florida-state,georgia-tech,H,41,35,0,1.0,10.0,
1999-09-11,1999,R,,georgia-tech,florida-state,A,35,41,0,10.0,1.0,
1999-09-11,1999,R,,georgia,south-carolina,H,24,9,0,12.0,,
1999-09-11,1999,R,,south-carolina,georgia,A,9,24,0,,12.0,
1999-09-11,1999,R,,hawaii,eastern-illinois,H,31,27,0,,,
1999-09-11,1999,R,,eastern-illinois,hawaii,A,27,31,0,,,
1999-09-11,1999,R,,illinois,san-diego-state,H,38,10,0,,,
1999-09-11,1999,R,,san-diego-state,illinois,A,10,38,0,,,
1999-09-11,1999,R,,iowa-state,iowa,H,17,10,0,,,
1999-09-11,1999,R,,iowa,iowa-state,A,10,17,0,,,
1999-09-11,1999,R,,kansas,cal-state-northridge,H,71,14,0,,,
1999-09-11,1999,R,,cal-state-northridge,kansas,A,14,71,0,,,
1999-09-11,1999,R,,kansas-state,temple,H,40,0,0,17.0,,
1999-09-11,1999,R,,temple,kansas-state,A,0,40,0,,17.0,
1999-09-11,1999,R,,kentucky,connecticut,H,45,14,0,,,
1999-09-11,1999,R,,connecticut,kentucky,A,14,45,0,,,
1999-09-11,1999,R,,louisiana-state,north-texas,H,52,0,0,,,
1999-09-11,1999,R,,north-texas,louisiana-state,A,0,52,0,,,
1999-09-11,1999,R,,louisiana-tech,sam-houston,H,55,17,0,,,
1999-09-11,1999,R,,sam-houston,louisiana-tech,A,17,55,0,,,
1999-09-11,1999,R,,louisville,chattanooga,H,58,30,0,,,
1999-09-11,1999,R,,chattanooga,louisville,A,30,58,0,,,
1999-09-11,1999,R,,marshall,liberty,H,63,3,0,,,
1999-09-11,1999,R,,liberty,marshall,A,3,63,0,,,
1999-09-11,1999,R,,maryland,western-carolina,H,51,10,0,,,
1999-09-11,1999,R,,western-carolina,maryland,A,10,51,0,,,
1999-09-11,1999,R,,michigan,rice,H,37,3,0,6.0,,
1999-09-11,1999,R,,rice,michigan,A,3,37,0,,6.0,
1999-09-11,1999,R,,michigan-state,eastern-michigan,H,51,7,0,,,
1999-09-11,1999,R,,eastern-michigan,michigan-state,A,7,51,0,,,
1999-09-11,1999,R,,minnesota,louisiana-monroe,H,35,0,0,,,
1999-09-11,1999,R,,louisiana-monroe,minnesota,A,0,35,0,,,
1999-09-11,1999,R,,mississippi,arkansas-state,H,38,14,0,,,
1999-09-11,1999,R,,arkansas-state,mississippi,A,14,38,0,,,
1999-09-11,1999,R,,mississippi-state,memphis,H,13,10,0,,,
1999-09-11,1999,R,,memphis,mississippi-state,A,10,13,0,,,
1999-09-11,1999,R,,navy,kent-state,A,48,28,0,,,
1999-09-11,1999,R,,kent-state,navy,H,28,48,0,,,
1999-09-11,1999,R,,nebraska,california,H,45,0,0,5.0,,
1999-09-11,1999,R,,california,nebraska,A,0,45,0,,5.0,
1999-09-11,1999,R,,nevada-las-vegas,baylor,A,27,24,0,,,
1999-09-11,1999,R,,baylor,nevada-las-vegas,H,24,27,0,,,
1999-09-11,1999,R,,new-mexico-state,new-mexico,A,35,28,0,,,
1999-09-11,1999,R,,new-mexico,new-mexico-state,H,28,35,0,,,
1999-09-11,1999,R,,north-carolina,indiana,A,42,30,0,,,
1999-09-11,1999,R,,indiana,north-carolina,H,30,42,0,,,
1999-09-11,1999,R,,north-carolina-state,william-mary,H,38,9,0,23.0,,
1999-09-11,1999,R,,william-mary,north-carolina-state,A,9,38,0,,23.0,
1999-09-11,1999,R,,northern-iowa,ohio,A,36,21,0,,,
1999-09-11,1999,R,,ohio,northern-iowa,H,21,36,0,,,
1999-09-11,1999,R,,northwestern,texas-christian,H,17,7,0,,,
1999-09-11,1999,R,,texas-christian,northwestern,A,7,17,0,,,
1999-09-11,1999,R,,ohio-state,ucla,H,42,20,0,13.0,14.0,
1999-09-11,1999,R,,ucla,ohio-state,A,20,42,0,14.0,13.0,
1999-09-11,1999,R,,oklahoma,indiana-state,H,49,0,0,,,
1999-09-11,1999,R,,indiana-state,oklahoma,A,0,49,0,,,
1999-09-11,1999,R,,oklahoma-state,tulsa,H,46,9,0,,,
1999-09-11,1999,R,,tulsa,oklahoma-state,A,9,46,0,,,
1999-09-11,1999,R,,oregon,texas-el-paso,H,47,28,0,,,
1999-09-11,1999,R,,texas-el-paso,oregon,A,28,47,0,,,
1999-09-11,1999,R,,oregon-state,fresno-state,H,46,23,0,,,
1999-09-11,1999,R,,fresno-state,oregon-state,A,23,46,0,,,
1999-09-11,1999,R,,penn-state,pittsburgh,H,20,17,0,2.0,,
1999-09-11,1999,R,,pittsburgh,penn-state,A,17,20,0,,2.0,
1999-09-11,1999,R,,purdue,notre-dame,H,28,23,0,20.0,16.0,
1999-09-11,1999,R,,notre-dame,purdue,A,23,28,0,16.0,20.0,
1999-09-11,1999,R,,southern-mississippi,northwestern-state,H,40,6,0,,,
1999-09-11,1999,R,,northwestern-state,southern-mississippi,A,6,40,0,,,
1999-09-11,1999,R,,stanford,washington-state,H,54,17,0,,,
1999-09-11,1999,R,,washington-state,stanford,A,17,54,0,,,
1999-09-11,1999,R,,syracuse,central-michigan,H,47,7,0,,,
1999-09-11,1999,R,,central-michigan,syracuse,A,7,47,0,,,
1999-09-11,1999,R,,texas,rutgers,A,38,21,0,,,
1999-09-11,1999,R,,rutgers,texas,H,21,38,0,,,
1999-09-11,1999,R,,texas-tech,louisiana,A,38,17,0,,,
1999-09-11,1999,R,,louisiana,texas-tech,H,17,38,0,,,
1999-09-11,1999,R,,troy,cincinnati,A,31,24,0,,,
1999-09-11,1999,R,,cincinnati,troy,H,24,31,0,,,
1999-09-11,1999,R,,tulane,southern-methodist,H,53,19,0,,,
1999-09-11,1999,R,,southern-methodist,tulane,A,19,53,0,,,
1999-09-11,1999,R,,utah-state,stephen-f-austin,H,51,17,0,,,
1999-09-11,1999,R,,stephen-f-austin,utah-state,A,17,51,0,,,
1999-09-11,1999,R,,vanderbilt,northern-illinois,H,34,31,0,,,
1999-09-11,1999,R,,northern-illinois,vanderbilt,A,31,34,0,,,
1999-09-11,1999,R,,virginia-tech,alabama-birmingham,H,31,10,0,11.0,,
1999-09-11,1999,R,,alabama-birmingham,virginia-tech,A,10,31,0,,11.0,
1999-09-11,1999,R,,wake-forest,army,A,34,15,0,,,
1999-09-11,1999,R,,army,wake-forest,H,15,34,0,,,
1999-09-11,1999,R,,west-virginia,miami-oh,H,43,27,0,,,
1999-09-11,1999,R,,miami-oh,west-virginia,A,27,43,0,,,
1999-09-11,1999,R,,western-michigan,youngstown-state,H,46,28,0,,,
1999-09-11,1999,R,,youngstown-state,western-michigan,A,28,46,0,,,
1999-09-11,1999,R,,wisconsin,ball-state,H,50,10,0,9.0,,
1999-09-11,1999,R,,ball-state,wisconsin,A,10,50,0,,9.0,
1999-09-11,1999,R,,wyoming,weber-state,H,41,16,0,,,
1999-09-11,1999,R,,weber-state,wyoming,A,16,41,0,,,
1999-09-16,1999,R,,brigham-young,colorado-state,H,34,13,0,25.0,23.0,
1999-09-16,1999,R,,colorado-state,brigham-young,A,13,34,0,23.0,25.0,
1999-09-18,1999,R,,air-force,washington,A,31,21,0,,,
1999-09-18,1999,R,,washington,air-force,H,21,31,0,,,
1999-09-18,1999,R,,akron,temple,H,25,15,0,,,
1999-09-18,1999,R,,temple,akron,A,15,25,0,,,
1999-09-18,1999,R,,arkansas,louisiana-monroe,H,44,6,0,15.0,,
1999-09-18,1999,R,,louisiana-monroe,arkansas,A,6,44,0,,15.0,
1999-09-18,1999,R,,auburn,louisiana-state,A,41,7,0,,,
1999-09-18,1999,R,,louisiana-state,auburn,H,7,41,0,,,
1999-09-18,1999,R,,boston-college,navy,A,14,10,0,,,
1999-09-18,1999,R,,navy,boston-college,H,10,14,0,,,
1999-09-18,1999,R,,cincinnati,wisconsin,H,17,12,0,,9.0,
1999-09-18,1999,R,,wisconsin,cincinnati,A,12,17,0,9.0,,
1999-09-18,1999,R,,colorado,kansas,H,51,17,0,,,
1999-09-18,1999,R,,kansas,colorado,A,17,51,0,,,
1999-09-18,1999,R,,connecticut,buffalo,H,23,0,0,,,
