Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT,TeamAPRank,OppAPRank,Notes
2018-08-25,2018,R,,hawaii,colorado-state,A,43,34,0,,,Sonny Lubick Field at Canvas Stadium - Fort Collins Colorado
2018-08-25,2018,R,,colorado-state,hawaii,H,34,43,0,,,Sonny Lubick Field at Canvas Stadium - Fort Collins Colorado
2018-08-25,2018,R,,massachusetts,duquesne,H,63,15,0,,,Warren McGuirk Alumni Stadium - Amherst Massachusetts
2018-08-25,2018,R,,duquesne,massachusetts,A,15,63,0,,,Warren McGuirk Alumni Stadium - Amherst Massachusetts
2018-08-25,2018,R,,rice,prairie-view-a-m,H,31,28,0,,,Rice Stadium - Houston Texas
2018-08-25,2018,R,,prairie-view-a-m,rice,A,28,31,0,,,Rice Stadium - Houston Texas
2018-08-25,2018,R,,wyoming,new-mexico-state,A,29,7,0,,,Aggie Memorial Stadium - Las Cruces New Mexico
2018-08-25,2018,R,,new-mexico-state,wyoming,H,7,29,0,,,Aggie Memorial Stadium - Las Cruces New Mexico
2018-08-30,2018,R,,alabama-birmingham,savannah-state,H,52,0,0,,,Legion Field - Birmingham Alabama
2018-08-30,2018,R,,savannah-state,alabama-birmingham,A,0,52,0,,,Legion Field - Birmingham Alabama
2018-08-30,2018,R,,ball-state,central-connecticut-state,H,42,6,0,,,Scheumann Stadium - Muncie Indiana
2018-08-30,2018,R,,central-connecticut-state,ball-state,A,6,42,0,,,Scheumann Stadium - Muncie Indiana
2018-08-30,2018,R,,california-davis,san-jose-state,A,44,38,0,,,CEFCU Stadium - San Jose California
2018-08-30,2018,R,,san-jose-state,california-davis,H,38,44,0,,,CEFCU Stadium - San Jose California
2018-08-30,2018,R,,central-florida,connecticut,A,56,17,0,21.0,,Pratt & Whitney Stadium at Rentschler Field - East Hartford Connecticut
2018-08-30,2018,R,,connecticut,central-florida,H,17,56,0,,21.0,Pratt & Whitney Stadium at Rentschler Field - East Hartford Connecticut
2018-08-30,2018,R,,georgia-state,kennesaw-state,H,24,20,0,,,Georgia State Stadium - Atlanta Georgia
2018-08-30,2018,R,,kennesaw-state,georgia-state,A,20,24,0,,,Georgia State Stadium - Atlanta Georgia
2018-08-30,2018,R,,louisiana-monroe,southeastern-louisiana,H,34,31,0,,,Malone Stadium - Monroe Louisiana
2018-08-30,2018,R,,southeastern-louisiana,louisiana-monroe,A,31,34,0,,,Malone Stadium - Monroe Louisiana
2018-08-30,2018,R,,minnesota,new-mexico-state,H,48,10,0,,,TCF Bank Stadium - Minneapolis Minnesota
2018-08-30,2018,R,,new-mexico-state,minnesota,A,10,48,0,,,TCF Bank Stadium - Minneapolis Minnesota
2018-08-30,2018,R,,northwestern,purdue,A,31,27,0,,,Ross-Ade Stadium - West Lafayette Indiana
2018-08-30,2018,R,,purdue,northwestern,H,27,31,0,,,Ross-Ade Stadium - West Lafayette Indiana
2018-08-30,2018,R,,oklahoma-state,missouri-state,H,58,17,0,,,Boone Pickens Stadium - Stillwater Oklahoma
2018-08-30,2018,R,,missouri-state,oklahoma-state,A,17,58,0,,,Boone Pickens Stadium - Stillwater Oklahoma
2018-08-30,2018,R,,texas-a-m,northwestern-state,H,59,7,0,,,Kyle Field - College Station Texas
