Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT,TeamAPRank,OppAPRank,Notes
2002-08-22,2002,R,,colorado-state,virginia,A,35,29,0,,,
2002-08-22,2002,R,,virginia,colorado-state,H,29,35,0,,,
2002-08-23,2002,R,,wisconsin,fresno-state,H,23,21,0,25.0,,
2002-08-23,2002,R,,fresno-state,wisconsin,A,21,23,0,,25.0,
2002-08-24,2002,R,,florida-state,iowa-state,N,38,31,0,3.0,,
2002-08-24,2002,R,,iowa-state,florida-state,N,31,38,0,,3.0,
2002-08-24,2002,R,,nebraska,arizona-state,H,48,10,0,10.0,,
2002-08-24,2002,R,,arizona-state,nebraska,A,10,48,0,,10.0,
2002-08-24,2002,R,,north-carolina-state,new-mexico,H,34,14,0,,,
2002-08-24,2002,R,,new-mexico,north-carolina-state,A,14,34,0,,,
2002-08-24,2002,R,,ohio-state,texas-tech,H,45,21,0,13.0,,
2002-08-24,2002,R,,texas-tech,ohio-state,A,21,45,0,,13.0,
2002-08-25,2002,R,,virginia-tech,arkansas-state,H,63,7,0,16.0,,
2002-08-25,2002,R,,arkansas-state,virginia-tech,A,7,63,0,,16.0,
2002-08-29,2002,R,,bowling-green,tennessee-tech,H,41,7,0,,,
2002-08-29,2002,R,,tennessee-tech,bowling-green,A,7,41,0,,,
2002-08-29,2002,R,,brigham-young,syracuse,H,42,21,0,,,
2002-08-29,2002,R,,syracuse,brigham-young,A,21,42,0,,,
2002-08-29,2002,R,,central-michigan,sam-houston,H,34,10,0,,,
2002-08-29,2002,R,,sam-houston,central-michigan,A,10,34,0,,,
2002-08-29,2002,R,,fresno-state,san-diego-state,H,16,14,0,,,
2002-08-29,2002,R,,san-diego-state,fresno-state,A,14,16,0,,,
2002-08-29,2002,R,,kent-state,new-hampshire,H,34,7,0,,,
2002-08-29,2002,R,,new-hampshire,kent-state,A,7,34,0,,,
2002-08-29,2002,R,,lehigh,buffalo,A,37,26,0,,,
2002-08-29,2002,R,,buffalo,lehigh,H,26,37,0,,,
2002-08-29,2002,R,,northern-illinois,wake-forest,H,42,41,0,,,
2002-08-29,2002,R,,wake-forest,northern-illinois,A,41,42,0,,,
2002-08-29,2002,R,,oregon-state,eastern-kentucky,H,49,10,0,,,
2002-08-29,2002,R,,eastern-kentucky,oregon-state,A,10,49,0,,,
2002-08-29,2002,R,,south-florida,florida-atlantic,H,51,10,0,,,
2002-08-29,2002,R,,florida-atlantic,south-florida,A,10,51,0,,,
2002-08-29,2002,R,,temple,richmond,H,34,7,0,,,
2002-08-29,2002,R,,richmond,temple,A,7,34,0,,,
2002-08-29,2002,R,,toledo,cal-poly,H,44,16,0,,,
2002-08-29,2002,R,,cal-poly,toledo,A,16,44,0,,,
2002-08-29,2002,R,,western-michigan,indiana-state,H,48,17,0,,,
2002-08-29,2002,R,,indiana-state,western-michigan,A,17,48,0,,,
2002-08-30,2002,R,,oklahoma,tulsa,A,37,0,0,1.0,,
2002-08-30,2002,R,,tulsa,oklahoma,H,0,37,0,,1.0,
2002-08-31,2002,R,,air-force,northwestern,H,52,3,0,,,
2002-08-31,2002,R,,northwestern,air-force,A,3,52,0,,,
2002-08-31,2002,R,,alabama,middle-tennessee-state,H,39,34,0,,,
2002-08-31,2002,R,,middle-tennessee-state,alabama,A,34,39,0,,,
2002-08-31,2002,R,,arizona,northern-arizona,H,37,3,0,,,
2002-08-31,2002,R,,northern-arizona,arizona,A,3,37,0,,,
2002-08-31,2002,R,,arizona-state,eastern-washington,H,38,2,0,,,
2002-08-31,2002,R,,eastern-washington,arizona-state,A,2,38,0,,,
2002-08-31,2002,R,,boise-state,idaho,H,38,21,0,,,
2002-08-31,2002,R,,idaho,boise-state,A,21,38,0,,,
2002-08-31,2002,R,,boston-college,connecticut,H,24,16,0,,,
2002-08-31,2002,R,,connecticut,boston-college,A,16,24,0,,,
2002-08-31,2002,R,,california,baylor,H,70,22,0,,,
2002-08-31,2002,R,,baylor,california,A,22,70,0,,,
2002-08-31,2002,R,,colorado-state,colorado,N,19,14,0,,7.0,
2002-08-31,2002,R,,colorado,colorado-state,N,14,19,0,7.0,,
2002-08-31,2002,R,,duke,east-carolina,H,23,16,0,,,
2002-08-31,2002,R,,east-carolina,duke,A,16,23,0,,,
2002-08-31,2002,R,,florida,alabama-birmingham,H,51,3,0,6.0,,
2002-08-31,2002,R,,alabama-birmingham,florida,A,3,51,0,,6.0,
2002-08-31,2002,R,,florida-state,virginia,H,40,19,0,5.0,,
2002-08-31,2002,R,,virginia,florida-state,A,19,40,0,,5.0,
2002-08-31,2002,R,,georgia,clemson,H,31,28,0,8.0,,
2002-08-31,2002,R,,clemson,georgia,A,28,31,0,,8.0,
2002-08-31,2002,R,,georgia-tech,vanderbilt,H,45,3,0,,,
2002-08-31,2002,R,,vanderbilt,georgia-tech,A,3,45,0,,,
2002-08-31,2002,R,,hawaii,eastern-illinois,H,61,36,0,,,
2002-08-31,2002,R,,eastern-illinois,hawaii,A,36,61,0,,,
2002-08-31,2002,R,,houston,rice,A,24,10,0,,,
2002-08-31,2002,R,,rice,houston,H,10,24,0,,,
2002-08-31,2002,R,,indiana,william-mary,H,25,17,0,,,
2002-08-31,2002,R,,william-mary,indiana,A,17,25,0,,,
2002-08-31,2002,R,,iowa,akron,H,57,21,0,,,
2002-08-31,2002,R,,akron,iowa,A,21,57,0,,,
2002-08-31,2002,R,,iowa-state,kansas,H,45,3,0,,,
2002-08-31,2002,R,,kansas,iowa-state,A,3,45,0,,,
2002-08-31,2002,R,,kansas-state,western-kentucky,H,48,3,0,,,
2002-08-31,2002,R,,western-kentucky,kansas-state,A,3,48,0,,,
2002-08-31,2002,R,,louisiana-tech,oklahoma-state,H,39,36,0,,,
2002-08-31,2002,R,,oklahoma-state,louisiana-tech,A,36,39,0,,,
2002-08-31,2002,R,,marshall,appalachian-state,H,50,17,0,19.0,,
2002-08-31,2002,R,,appalachian-state,marshall,A,17,50,0,,19.0,
2002-08-31,2002,R,,memphis,murray-state,H,52,6,0,,,
2002-08-31,2002,R,,murray-state,memphis,A,6,52,0,,,
2002-08-31,2002,R,,miami-fl,florida-a-m,H,63,17,0,1.0,,
2002-08-31,2002,R,,florida-a-m,miami-fl,A,17,63,0,,1.0,
2002-08-31,2002,R,,miami-oh,north-carolina,A,27,21,0,,,
2002-08-31,2002,R,,north-carolina,miami-oh,H,21,27,0,,,
2002-08-31,2002,R,,michigan,washington,H,31,29,0,13.0,11.0,
2002-08-31,2002,R,,washington,michigan,A,29,31,0,11.0,13.0,
2002-08-31,2002,R,,michigan-state,eastern-michigan,H,56,7,0,18.0,,
2002-08-31,2002,R,,eastern-michigan,michigan-state,A,7,56,0,,18.0,
2002-08-31,2002,R,,minnesota,texas-state,H,42,0,0,,,
2002-08-31,2002,R,,texas-state,minnesota,A,0,42,0,,,
2002-08-31,2002,R,,mississippi,louisiana-monroe,H,31,3,0,,,
2002-08-31,2002,R,,louisiana-monroe,mississippi,A,3,31,0,,,
2002-08-31,2002,R,,missouri,illinois,N,33,20,0,,,
2002-08-31,2002,R,,illinois,missouri,N,20,33,0,,,
2002-08-31,2002,R,,navy,southern-methodist,A,38,7,0,,,
2002-08-31,2002,R,,southern-methodist,navy,H,7,38,0,,,
2002-08-31,2002,R,,nebraska,troy,H,31,16,0,9.0,,
2002-08-31,2002,R,,troy,nebraska,A,16,31,0,,9.0,
2002-08-31,2002,R,,new-mexico,weber-state,H,38,24,0,,,
2002-08-31,2002,R,,weber-state,new-mexico,A,24,38,0,,,
2002-08-31,2002,R,,north-carolina-state,east-tennessee-state,H,34,0,0,25.0,,
2002-08-31,2002,R,,east-tennessee-state,north-carolina-state,A,0,34,0,,25.0,
2002-08-31,2002,R,,notre-dame,maryland,N,22,0,0,,21.0,
2002-08-31,2002,R,,maryland,notre-dame,N,0,22,0,21.0,,
2002-08-31,2002,R,,oregon,mississippi-state,H,36,13,0,15.0,,
2002-08-31,2002,R,,mississippi-state,oregon,A,13,36,0,,15.0,
2002-08-31,2002,R,,penn-state,central-florida,H,27,24,0,24.0,,
2002-08-31,2002,R,,central-florida,penn-state,A,24,27,0,,24.0,
2002-08-31,2002,R,,pittsburgh,ohio,H,27,14,0,,,
2002-08-31,2002,R,,ohio,pittsburgh,A,14,27,0,,,
2002-08-31,2002,R,,purdue,illinois-state,H,51,10,0,,,
2002-08-31,2002,R,,illinois-state,purdue,A,10,51,0,,,
2002-08-31,2002,R,,san-jose-state,arkansas-state,A,33,14,0,,,
2002-08-31,2002,R,,arkansas-state,san-jose-state,H,14,33,0,,,
2002-08-31,2002,R,,south-carolina,new-mexico-state,H,34,24,0,22.0,,
2002-08-31,2002,R,,new-mexico-state,south-carolina,A,24,34,0,,22.0,
2002-08-31,2002,R,,southern-mississippi,jackson-state,H,55,7,0,,,
2002-08-31,2002,R,,jackson-state,southern-mississippi,A,7,55,0,,,
2002-08-31,2002,R,,tennessee,wyoming,H,47,7,0,4.0,,
2002-08-31,2002,R,,wyoming,tennessee,A,7,47,0,,4.0,
2002-08-31,2002,R,,texas,north-texas,H,27,0,0,3.0,,
2002-08-31,2002,R,,north-texas,texas,A,0,27,0,,3.0,
2002-08-31,2002,R,,texas-a-m,louisiana,H,31,7,0,23.0,,
2002-08-31,2002,R,,louisiana,texas-a-m,A,7,31,0,,23.0,
2002-08-31,2002,R,,texas-el-paso,sacramento-state,H,42,12,0,,,
2002-08-31,2002,R,,sacramento-state,texas-el-paso,A,12,42,0,,,
2002-08-31,2002,R,,tulane,southern,H,37,19,0,,,
2002-08-31,2002,R,,southern,tulane,A,19,37,0,,,
2002-08-31,2002,R,,utah,utah-state,A,23,3,0,,,
2002-08-31,2002,R,,utah-state,utah,H,3,23,0,,,
2002-08-31,2002,R,,villanova,rutgers,A,37,19,0,,,
2002-08-31,2002,R,,rutgers,villanova,H,19,37,0,,,
2002-08-31,2002,R,,washington-state,nevada,H,31,7,0,12.0,,
2002-08-31,2002,R,,nevada,washington-state,A,7,31,0,,12.0,
2002-08-31,2002,R,,west-virginia,chattanooga,H,56,7,0,,,
2002-08-31,2002,R,,chattanooga,west-virginia,A,7,56,0,,,
2002-08-31,2002,R,,wisconsin,nevada-las-vegas,A,27,7,0,,,
2002-08-31,2002,R,,nevada-las-vegas,wisconsin,H,7,27,0,,,
2002-09-01,2002,R,,kentucky,louisville,A,22,17,0,,17.0,
2002-09-01,2002,R,,louisville,kentucky,H,17,22,0,17.0,,
2002-09-01,2002,R,,virginia-tech,louisiana-state,H,26,8,0,16.0,14.0,
2002-09-01,2002,R,,louisiana-state,virginia-tech,A,8,26,0,14.0,16.0,
2002-09-02,2002,R,,cincinnati,texas-christian,H,36,29,0,,,
2002-09-02,2002,R,,texas-christian,cincinnati,A,29,36,0,,,
