Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT,TeamAPRank,OppAPRank
2016-08-26,2016,R,,california,hawaii,N,51,31,0,,
2016-08-26,2016,R,,hawaii,california,N,31,51,0,,
2016-08-27,2016,R,,california,hawaii,N,51,31,0,,
2016-08-27,2016,R,,hawaii,california,N,31,51,0,,
2016-09-01,2016,R,,central-michigan,presbyterian,H,49,3,0,,
2016-09-01,2016,R,,presbyterian,central-michigan,A,3,49,0,,
2016-09-01,2016,R,,cincinnati,tennessee-martin,H,28,7,0,,
2016-09-01,2016,R,,tennessee-martin,cincinnati,A,7,28,0,,
2016-09-01,2016,R,,connecticut,maine,H,24,21,0,,
2016-09-01,2016,R,,maine,connecticut,A,21,24,0,,
2016-09-01,2016,R,,idaho,montana-state,H,20,17,0,,
2016-09-01,2016,R,,montana-state,idaho,A,17,20,0,,
2016-09-01,2016,R,,indiana,florida-international,A,34,13,0,,
2016-09-01,2016,R,,florida-international,indiana,H,13,34,0,,
2016-09-01,2016,R,,louisville,charlotte,H,70,14,0,19.0,
2016-09-01,2016,R,,charlotte,louisville,A,14,70,0,,19.0
2016-09-01,2016,R,,minnesota,oregon-state,H,30,23,0,,
2016-09-01,2016,R,,oregon-state,minnesota,A,23,30,0,,
2016-09-01,2016,R,,nevada-las-vegas,jackson-state,H,63,13,0,,
2016-09-01,2016,R,,jackson-state,nevada-las-vegas,A,13,63,0,,
2016-09-01,2016,R,,new-mexico,south-dakota,H,48,21,0,,
2016-09-01,2016,R,,south-dakota,new-mexico,A,21,48,0,,
2016-09-01,2016,R,,north-carolina-state,william-mary,H,48,14,0,,
2016-09-01,2016,R,,william-mary,north-carolina-state,A,14,48,0,,
2016-09-01,2016,R,,south-carolina,vanderbilt,A,13,10,0,,
2016-09-01,2016,R,,vanderbilt,south-carolina,H,10,13,0,,
2016-09-01,2016,R,,tennessee,appalachian-state,H,20,13,0,9.0,
2016-09-01,2016,R,,appalachian-state,tennessee,A,13,20,0,,9.0
2016-09-01,2016,R,,utah,southern-utah,H,24,0,0,,
2016-09-01,2016,R,,southern-utah,utah,A,0,24,0,,
2016-09-01,2016,R,,utah-state,weber-state,H,45,6,0,,
2016-09-01,2016,R,,weber-state,utah-state,A,6,45,0,,
2016-09-01,2016,R,,wake-forest,tulane,H,7,3,0,,
2016-09-01,2016,R,,tulane,wake-forest,A,3,7,0,,
2016-09-01,2016,R,,western-kentucky,rice,H,46,14,0,,
2016-09-01,2016,R,,rice,western-kentucky,A,14,46,0,,
2016-09-02,2016,R,,albany,buffalo,A,22,16,0,,
2016-09-02,2016,R,,buffalo,albany,H,16,22,0,,
2016-09-02,2016,R,,army,temple,A,28,13,0,,
2016-09-02,2016,R,,temple,army,H,13,28,0,,
2016-09-02,2016,R,,ball-state,georgia-state,A,31,21,0,,
2016-09-02,2016,R,,georgia-state,ball-state,H,21,31,0,,
2016-09-02,2016,R,,baylor,northwestern-state,H,55,7,0,23.0,
2016-09-02,2016,R,,northwestern-state,baylor,A,7,55,0,,23.0
2016-09-02,2016,R,,colorado,colorado-state,N,44,7,0,,
2016-09-02,2016,R,,colorado-state,colorado,N,7,44,0,,
2016-09-02,2016,R,,eastern-michigan,mississippi-valley-state,H,61,14,0,,
2016-09-02,2016,R,,mississippi-valley-state,eastern-michigan,A,14,61,0,,
2016-09-02,2016,R,,michigan-state,furman,H,28,13,0,12.0,
2016-09-02,2016,R,,furman,michigan-state,A,13,28,0,,12.0
2016-09-02,2016,R,,nevada,cal-poly,H,30,27,0,,
2016-09-02,2016,R,,cal-poly,nevada,A,27,30,0,,
2016-09-02,2016,R,,stanford,kansas-state,H,26,13,0,8.0,
2016-09-02,2016,R,,kansas-state,stanford,A,13,26,0,,8.0
2016-09-02,2016,R,,syracuse,colgate,H,33,7,0,,
2016-09-02,2016,R,,colgate,syracuse,A,7,33,0,,
2016-09-02,2016,R,,toledo,arkansas-state,A,31,10,0,,
2016-09-02,2016,R,,arkansas-state,toledo,H,10,31,0,,
2016-09-03,2016,R,,air-force,abilene-christian,H,37,21,0,,
2016-09-03,2016,R,,abilene-christian,air-force,A,21,37,0,,
2016-09-03,2016,R,,akron,virginia-military-institute,H,47,24,0,,
2016-09-03,2016,R,,virginia-military-institute,akron,A,24,47,0,,
2016-09-03,2016,R,,alabama,southern-california,N,52,6,0,1.0,20.0
2016-09-03,2016,R,,southern-california,alabama,N,6,52,0,20.0,1.0
2016-09-03,2016,R,,arizona-state,northern-arizona,H,44,13,0,,
2016-09-03,2016,R,,northern-arizona,arizona-state,A,13,44,0,,
2016-09-03,2016,R,,arkansas,louisiana-tech,H,21,20,0,,
2016-09-03,2016,R,,louisiana-tech,arkansas,A,20,21,0,,
2016-09-03,2016,R,,boise-state,louisiana,A,45,10,0,,
2016-09-03,2016,R,,louisiana,boise-state,H,10,45,0,,
2016-09-03,2016,R,,brigham-young,arizona,N,18,16,0,,
2016-09-03,2016,R,,arizona,brigham-young,N,16,18,0,,
2016-09-03,2016,R,,central-florida,south-carolina-state,H,38,0,0,,
2016-09-03,2016,R,,south-carolina-state,central-florida,A,0,38,0,,
2016-09-03,2016,R,,clemson,auburn,A,19,13,0,2.0,
2016-09-03,2016,R,,auburn,clemson,H,13,19,0,,2.0
2016-09-03,2016,R,,coastal-carolina,lamar,A,38,14,0,,
2016-09-03,2016,R,,lamar,coastal-carolina,H,14,38,0,,
2016-09-03,2016,R,,duke,north-carolina-central,H,49,6,0,,
2016-09-03,2016,R,,north-carolina-central,duke,A,6,49,0,,
2016-09-03,2016,R,,east-carolina,western-carolina,H,52,7,0,,
2016-09-03,2016,R,,western-carolina,east-carolina,A,7,52,0,,
2016-09-03,2016,R,,eastern-washington,washington-state,A,45,42,0,,
2016-09-03,2016,R,,washington-state,eastern-washington,H,42,45,0,,
2016-09-03,2016,R,,florida,massachusetts,H,24,7,0,25.0,
2016-09-03,2016,R,,massachusetts,florida,A,7,24,0,,25.0
2016-09-03,2016,R,,florida-atlantic,southern-illinois,H,38,30,0,,
2016-09-03,2016,R,,southern-illinois,florida-atlantic,A,30,38,0,,
2016-09-03,2016,R,,georgia,north-carolina,N,33,24,0,18.0,22.0
2016-09-03,2016,R,,north-carolina,georgia,N,24,33,0,22.0,18.0
2016-09-03,2016,R,,georgia-southern,savannah-state,H,54,0,0,,
2016-09-03,2016,R,,savannah-state,georgia-southern,A,0,54,0,,
2016-09-03,2016,R,,georgia-tech,boston-college,N,17,14,0,,
2016-09-03,2016,R,,boston-college,georgia-tech,N,14,17,0,,
2016-09-03,2016,R,,houston,oklahoma,N,33,23,0,15.0,3.0
